South Alabama,2572,Southern Miss,6
15:13,6,Shaq Calhoun Steal.,8,4
15:11,6,Shaq Calhoun Turnover.,8,4
15:01,2572,Quinton Campbell missed Three Point Jumper.,8,4
15:01,6,Ken Williams Defensive Rebound.,8,4
14:50,6,Shaq Calhoun missed Three Point Jumper.,8,4
14:50,2572,Eddie Davis III Defensive Rebound.,8,4
14:29,2572,Tim Rowe made Layup.,8,6
14:08,6,Shaq Calhoun made Three Point Jumper. Assisted by Ken Williams.,11,6
13:46,2572,Kevin Holland missed Three Point Jumper.,11,6
13:46,6,Shaq Calhoun Defensive Rebound.,11,6
13:33,6,Ken Williams missed Jumper.,11,6
13:33,2572,Tim Rowe Block.,11,6
13:31,6,Georgi Boyanov Offensive Rebound.,11,6
13:28,6,Shaq Calhoun missed Three Point Jumper.,11,6
13:28,2572,Quinton Campbell Defensive Rebound.,11,6
13:15,2572,Quinton Campbell missed Layup.,11,6
13:15,2572,Quinton Campbell Offensive Rebound.,11,6
13:11,2572,Quinton Campbell made Jumper.,11,8
12:51,6,Don MuepoKelly missed Jumper.,11,8
12:51,2572,Kevin Holland Defensive Rebound.,11,8
12:41,6,Foul on Shaq Calhoun.,11,8
12:33,6,Foul on Herb McGee.,11,8
12:29,2572,Tim Rowe Turnover.,11,8
12:15,6,Shaq Calhoun made Jumper.,13,8
12:02,2572,Foul on Raheem Watts.,13,8
12:02,2572,Raheem Watts Turnover.,13,8
11:41,6,Georgi Boyanov missed Jumper.,13,8
11:41,6,South Alabama Offensive Rebound.,13,8
11:39,2572,Official TV Timeout,13,8
11:37,6,Georgi Boyanov made Jumper. Assisted by Nick Stover.,15,8
11:24,2572,Tim Rowe made Jumper. Assisted by Bilal Abdur-Rahim.,15,10
10:51,6,Herb McGee missed Three Point Jumper.,15,10
10:51,2572,Cortez Edwards Defensive Rebound.,15,10
10:47,6,Foul on Herb McGee.,15,10
10:47,2572,Cortez Edwards missed Free Throw.,15,10
10:47,2572,Southern Miss Deadball Team Rebound.,15,10
10:47,2572,Cortez Edwards made Free Throw.,15,11
10:31,6,Nick Stover missed Three Point Jumper.,15,11
10:31,2572,Tim Rowe Defensive Rebound.,15,11
10:04,2572,Tim Rowe missed Jumper.,15,11
10:04,6,Josh Ajayi Defensive Rebound.,15,11
9:51,6,Josh Ajayi Turnover.,15,11
9:50,2572,Robert Thomas III Steal.,15,11
9:46,6,Foul on Ken Williams.,15,11
9:46,2572,Robert Thomas III missed Free Throw.,15,11
9:46,2572,Southern Miss Deadball Team Rebound.,15,11
9:46,2572,Robert Thomas III made Free Throw.,15,12
9:33,6,Josh Ajayi missed Jumper.,15,12
9:33,2572,Tim Rowe Block.,15,12
9:31,2572,Tim Rowe Defensive Rebound.,15,12
9:15,2572,Eddie Davis III missed Three Point Jumper.,15,12
9:15,6,Josh Ajayi Defensive Rebound.,15,12
9:01,6,Georgi Boyanov made Three Point Jumper. Assisted by Ken Williams.,18,12
8:40,2572,Eddie Davis III made Jumper. Assisted by Robert Thomas III.,18,14
8:24,6,Georgi Boyanov made Three Point Jumper. Assisted by Herb McGee.,21,14
8:00,2572,Cortez Edwards made Dunk.,21,16
7:39,6,Ken Williams missed Three Point Jumper.,21,16
7:39,6,Ken Williams Offensive Rebound.,21,16
7:32,6,Georgi Boyanov made Three Point Jumper. Assisted by Ken Williams.,24,16
7:11,2572,D'Angelo Richardson Turnover.,24,16
7:10,6,Georgi Boyanov Steal.,24,16
7:08,6,Georgi Boyanov made Dunk.,26,16
7:08,2572,Southern Miss  Timeout,26,16
6:43,2572,Tim Rowe missed Jumper.,26,16
6:43,2572,Tim Rowe Offensive Rebound.,26,16
6:38,2572,Tim Rowe made Jumper.,26,18
6:15,6,Shaq Calhoun made Three Point Jumper. Assisted by Josh Ajayi.,29,18
5:59,2572,Tim Rowe missed Jumper.,29,18
5:59,2572,Tim Rowe Offensive Rebound.,29,18
5:51,2572,Tim Rowe missed Jumper.,29,18
5:51,6,Nick Stover Defensive Rebound.,29,18
5:46,6,Josh Ajayi missed Three Point Jumper.,29,18
5:46,6,Georgi Boyanov Offensive Rebound.,29,18
5:45,2572,Foul on Raheem Watts.,29,18
5:36,2572,Foul on Tim Rowe.,29,18
5:36,6,Josh Ajayi missed Free Throw.,29,18
5:36,6,South Alabama Deadball Team Rebound.,29,18
5:36,6,Josh Ajayi made Free Throw.,30,18
5:07,2572,Tim Rowe made Jumper. Assisted by Kevin Holland.,30,20
4:51,6,Nick Stover made Three Point Jumper. Assisted by Dederick Lee.,33,20
4:25,2572,Quinton Campbell missed Three Point Jumper.,33,20
4:25,6,Dederick Lee Defensive Rebound.,33,20
4:19,6,Dederick Lee Turnover.,33,20
4:17,2572,Cortez Edwards Steal.,33,20
4:15,2572,Cortez Edwards missed Layup.,33,20
4:15,2572,Cortez Edwards Offensive Rebound.,33,20
4:11,2572,Cortez Edwards made Jumper.,33,22
4:10,6,Foul on Don MuepoKelly.,33,22
4:10,2572,Cortez Edwards made Free Throw.,33,23
3:52,6,Don MuepoKelly missed Jumper.,33,23
3:52,2572,Kevin Holland Defensive Rebound.,33,23
3:40,2572,Eddie Davis III missed Jumper.,33,23
3:40,2572,Southern Miss Offensive Rebound.,33,23
3:39,2572,Official TV Timeout,33,23
3:35,2572,Michael Ramey Turnover.,33,23
3:34,6,Nick Stover Steal.,33,23
3:33,2572,Foul on Kevin Holland.,33,23
3:30,6,Kevin Morris missed Jumper.,33,23
3:30,2572,Tim Rowe Block.,33,23
3:28,2572,Quinton Campbell Defensive Rebound.,33,23
3:28,2572,Quinton Campbell Turnover.,33,23
3:25,6,Kevin Morris missed Jumper.,33,23
3:25,2572,Tim Rowe Block.,33,23
3:23,2572,Eddie Davis III Defensive Rebound.,33,23
3:18,6,Foul on Nick Stover.,33,23
3:18,2572,Quinton Campbell missed Free Throw.,33,23
3:18,2572,Southern Miss Deadball Team Rebound.,33,23
3:18,2572,Quinton Campbell made Free Throw.,33,24
3:06,6,Nick Stover Turnover.,33,24
2:51,2572,Cortez Edwards made Jumper. Assisted by Quinton Campbell.,33,26
2:32,6,Nick Stover made Jumper.,35,26
2:15,2572,Quinton Campbell made Layup.,35,28
1:57,6,Georgi Boyanov missed Jumper.,35,28
1:57,6,Josh Ajayi Offensive Rebound.,35,28
1:53,6,Josh Ajayi missed Jumper.,35,28
1:53,2572,Tim Rowe Defensive Rebound.,35,28
1:40,2572,Foul on Eddie Davis III.,35,28
1:40,2572,Eddie Davis III Turnover.,35,28
1:26,2572,Foul on Tim Rowe.,35,28
1:26,6,Shaq Calhoun made Free Throw.,36,28
1:26,6,Shaq Calhoun made Free Throw.,37,28
1:14,6,Foul on Nikola Marijan.,37,28
1:14,2572,Tim Rowe made Free Throw.,37,29
1:14,2572,Tim Rowe missed Free Throw.,37,29
1:14,6,Nikola Marijan Defensive Rebound.,37,29
1:02,6,Shaq Calhoun missed Three Point Jumper.,37,29
1:02,2572,Eddie Davis III Defensive Rebound.,37,29
0:40,2572,Foul on Tim Rowe.,37,29
0:40,2572,Tim Rowe Turnover.,37,29
0:23,6,Shaq Calhoun missed Jumper.,37,29
0:23,2572,Eddie Davis III Defensive Rebound.,37,29
0:03,2572,Cortez Edwards made Three Point Jumper. Assisted by Kevin Holland.,37,32
0:00,2572,End of 1st half,37,32
19:40,6,Shaq Calhoun made Dunk.,39,32
19:22,2572,Quinton Campbell missed Jumper.,39,32
19:22,2572,Eddie Davis III Offensive Rebound.,39,32
19:18,2572,Eddie Davis III missed Jumper.,39,32
19:18,6,Georgi Boyanov Defensive Rebound.,39,32
19:11,6,Herb McGee made Three Point Jumper. Assisted by Ken Williams.,42,32
19:03,2572,Southern Miss  Timeout,42,32
18:53,2572,Eddie Davis III made Jumper. Assisted by Quinton Campbell.,42,34
18:31,6,Ken Williams missed Three Point Jumper.,42,34
18:31,6,Don MuepoKelly Offensive Rebound.,42,34
18:25,6,Georgi Boyanov made Jumper. Assisted by Don MuepoKelly.,44,34
18:01,2572,Quinton Campbell made Three Point Jumper. Assisted by Kevin Holland.,44,37
17:40,2572,Foul on Raheem Watts.,44,37
17:40,6,Don MuepoKelly made Free Throw.,45,37
17:40,6,Don MuepoKelly made Free Throw.,46,37
17:26,2572,Michael Ramey missed Jumper.,46,37
17:26,6,Georgi Boyanov Defensive Rebound.,46,37
17:06,6,Georgi Boyanov made Jumper. Assisted by Herb McGee.,48,37
17:06,2572,Foul on Bilal Abdur-Rahim.,48,37
17:06,6,Georgi Boyanov made Free Throw.,49,37
16:48,2572,Quinton Campbell missed Layup.,49,37
16:48,6,Don MuepoKelly Block.,49,37
16:48,2572,Southern Miss Offensive Rebound.,49,37
16:41,2572,Quinton Campbell missed Three Point Jumper.,49,37
16:41,6,Ken Williams Defensive Rebound.,49,37
16:19,6,Foul on Herb McGee.,49,37
16:19,6,Herb McGee Turnover.,49,37
16:08,2572,Eddie Davis III missed Three Point Jumper.,49,37
16:08,6,Don MuepoKelly Defensive Rebound.,49,37
15:54,6,Ken Williams missed Jumper.,49,37
15:54,6,Don MuepoKelly Offensive Rebound.,49,37
15:54,6,Don MuepoKelly made Jumper.,51,37
15:54,2572,Foul on Michael Ramey.,51,37
15:54,2572,Official TV Timeout,51,37
15:54,6,Don MuepoKelly made Free Throw.,52,37
15:40,2572,Tim Rowe Turnover.,52,37
15:39,6,Ken Williams Steal.,52,37
15:20,6,Don MuepoKelly missed Jumper.,52,37
15:20,6,Don MuepoKelly Offensive Rebound.,52,37
15:18,6,Don MuepoKelly missed Jumper.,52,37
15:18,2572,Tim Rowe Block.,52,37
15:15,2572,Tim Rowe Defensive Rebound.,52,37
15:12,2572,Cortez Edwards Turnover.,52,37
14:59,6,Shaq Calhoun made Three Point Jumper. Assisted by Herb McGee.,55,37
14:37,2572,Kevin Holland Turnover.,55,37
14:36,6,Don MuepoKelly Steal.,55,37
14:33,6,Don MuepoKelly made Dunk.,57,37
14:24,2572,Southern Miss  Timeout,57,37
14:05,2572,Tim Rowe made Jumper. Assisted by Quinton Campbell.,57,39
13:47,2572,Foul on Tim Rowe.,57,39
13:47,6,Ken Williams made Free Throw.,58,39
13:47,6,Ken Williams made Free Throw.,59,39
13:22,2572,Eddie Davis III made Jumper. Assisted by D'Angelo Richardson.,59,41
13:04,6,Foul on Shaq Calhoun.,59,41
13:04,6,Shaq Calhoun Turnover.,59,41
12:41,2572,D'Angelo Richardson Turnover.,59,41
12:40,6,Herb McGee Steal.,59,41
12:35,6,Ken Williams missed Three Point Jumper.,59,41
12:35,6,Herb McGee Offensive Rebound.,59,41
12:05,6,Ken Williams missed Jumper.,59,41
12:05,6,Ken Williams Offensive Rebound.,59,41
11:57,6,Ken Williams made Jumper.,61,41
11:51,2572,Kevin Holland missed Jumper.,61,41
11:51,2572,Eddie Davis III Offensive Rebound.,61,41
11:48,2572,Eddie Davis III made Jumper.,61,43
11:29,6,Shaq Calhoun missed Layup.,61,43
11:29,2572,Robert Thomas III Defensive Rebound.,61,43
11:24,2572,Cortez Edwards made Layup. Assisted by Robert Thomas III.,61,45
11:20,6,South Alabama  Timeout,61,45
11:03,6,Dederick Lee missed Three Point Jumper.,61,45
11:03,2572,Eddie Davis III Defensive Rebound.,61,45
11:01,6,Foul on Don MuepoKelly.,61,45
10:51,2572,Eddie Davis III missed Three Point Jumper.,61,45
10:51,6,Don MuepoKelly Block.,61,45
10:50,6,Josh Ajayi Defensive Rebound.,61,45
10:43,6,Ken Williams missed Layup.,61,45
10:43,6,Don MuepoKelly Offensive Rebound.,61,45
10:40,6,Foul on Dederick Lee.,61,45
10:40,6,Dederick Lee Turnover.,61,45
10:29,2572,Raheem Watts missed Jumper.,61,45
10:29,2572,Kevin Holland Offensive Rebound.,61,45
10:16,2572,Raheem Watts Turnover.,61,45
10:02,2572,Foul on Eddie Davis III.,61,45
10:02,6,Josh Ajayi missed Free Throw.,61,45
10:02,6,South Alabama Deadball Team Rebound.,61,45
10:02,6,Josh Ajayi made Free Throw.,62,45
9:46,2572,Bilal Abdur-Rahim made Jumper. Assisted by Cortez Edwards.,62,47
9:30,2572,Foul on Bilal Abdur-Rahim.,62,47
9:30,6,Don MuepoKelly missed Free Throw.,62,47
9:30,6,South Alabama Deadball Team Rebound.,62,47
9:30,6,Don MuepoKelly made Free Throw.,63,47
9:16,2572,Eddie Davis III missed Three Point Jumper.,63,47
9:16,6,Trhae Mitchell Defensive Rebound.,63,47
9:14,2572,Foul on Kevin Holland.,63,47
9:13,6,Trhae Mitchell missed Free Throw.,63,47
9:13,2572,Cortez Edwards Defensive Rebound.,63,47
8:55,2572,Cortez Edwards missed Jumper.,63,47
8:55,2572,Cortez Edwards Offensive Rebound.,63,47
8:46,2572,Cortez Edwards Turnover.,63,47
8:40,6,Nick Stover missed Three Point Jumper.,63,47
8:40,2572,Cortez Edwards Defensive Rebound.,63,47
8:40,6,Foul on Don MuepoKelly.,63,47
8:17,6,Foul on Don MuepoKelly.,63,47
8:13,6,Foul on Trhae Mitchell.,63,47
8:13,2572,Kevin Holland made Free Throw.,63,48
8:13,2572,Kevin Holland made Free Throw.,63,49
7:51,6,Georgi Boyanov missed Jumper.,63,49
7:51,6,Josh Ajayi Offensive Rebound.,63,49
7:48,6,Josh Ajayi made Jumper.,65,49
7:40,2572,Robert Thomas III missed Three Point Jumper.,65,49
7:40,6,Dederick Lee Defensive Rebound.,65,49
7:36,2572,Foul on Kevin Holland.,65,49
7:36,2572,Official TV Timeout,65,49
7:36,6,Dederick Lee made Free Throw.,66,49
7:36,6,Dederick Lee missed Free Throw.,66,49
7:36,2572,Kevin Holland Defensive Rebound.,66,49
7:13,6,Foul on Dederick Lee.,66,49
7:13,2572,Tim Rowe missed Free Throw.,66,49
7:13,2572,Southern Miss Deadball Team Rebound.,66,49
7:13,2572,Tim Rowe made Free Throw.,66,50
6:48,6,Dederick Lee missed Three Point Jumper.,66,50
6:48,2572,Southern Miss Defensive Rebound.,66,50
6:34,2572,Kevin Holland missed Jumper.,66,50
6:34,6,Dederick Lee Defensive Rebound.,66,50
6:19,6,Dederick Lee Turnover.,66,50
6:18,2572,Cortez Edwards Steal.,66,50
6:15,2572,Cortez Edwards made Layup.,66,52
5:52,6,Shaq Calhoun Turnover.,66,52
5:50,2572,Tim Rowe Steal.,66,52
5:31,2572,Tim Rowe Turnover.,66,52
5:05,2572,Foul on Michael Ramey.,66,52
5:05,6,Kevin Morris missed Free Throw.,66,52
5:05,6,South Alabama Deadball Team Rebound.,66,52
5:05,6,Kevin Morris made Free Throw.,67,52
4:47,2572,Michael Ramey made Three Point Jumper. Assisted by Cortez Edwards.,67,55
4:16,6,Georgi Boyanov missed Three Point Jumper.,67,55
4:16,2572,Michael Ramey Defensive Rebound.,67,55
4:10,2572,Eddie Davis III missed Jumper.,67,55
4:10,6,Ken Williams Defensive Rebound.,67,55
4:03,6,Shaq Calhoun made Three Point Jumper. Assisted by Ken Williams.,70,55
3:35,2572,Cortez Edwards Turnover.,70,55
3:33,6,Herb McGee Steal.,70,55
3:19,6,Ken Williams made Jumper.,72,55
3:01,2572,Tim Rowe missed Jumper.,72,55
3:01,6,Ken Williams Defensive Rebound.,72,55
2:39,6,Kevin Morris made Jumper. Assisted by Georgi Boyanov.,74,55
2:21,2572,Kevin Holland Turnover.,74,55
2:20,6,Georgi Boyanov Steal.,74,55
1:56,6,Ken Williams made Layup.,76,55
1:36,2572,Tim Rowe missed Jumper.,76,55
1:36,2572,Eddie Davis III Offensive Rebound.,76,55
1:33,2572,Eddie Davis III missed Jumper.,76,55
1:33,6,Kevin Morris Defensive Rebound.,76,55
1:03,6,Ken Williams missed Three Point Jumper.,76,55
1:03,2572,Eddie Davis III Defensive Rebound.,76,55
0:54,2572,Michael Ramey missed Three Point Jumper.,76,55
0:54,6,Herb McGee Defensive Rebound.,76,55
0:48,6,Georgi Boyanov made Layup. Assisted by Ken Williams.,78,55
0:28,2572,Kevin Holland missed Three Point Jumper.,78,55
0:28,6,Kevin Morris Defensive Rebound.,78,55
0:00,2572,End of Game,78,55
