Goucher,Error,Towson,119
4:11,-1,Tre Galloway III Defensive Rebound.,33,85
4:02,-1,Tre Galloway III Turnover.,33,85
4:01,119,Zane Martin Steal.,33,85
4:00,119,Jordan McNeil made Layup. Assisted by Justin Gorham.,33,87
3:44,-1,Tre Galloway III missed Jumper.,33,87
3:44,-1,Chris Outing Offensive Rebound.,33,87
3:39,-1,Chris Outing made Jumper.,35,87
3:23,119,Van Rolle missed Jumper.,35,87
3:23,119,Dennis Tunstall Offensive Rebound.,35,87
3:18,119,Dennis Tunstall made Layup.,35,89
3:05,-1,Justin McIvor Turnover.,35,89
3:04,119,Dennis Tunstall Steal.,35,89
3:01,119,Jordan McNeil made Layup. Assisted by Dennis Tunstall.,35,91
2:49,-1,Chris Outing missed Jumper.,35,91
2:49,-1,Goucher Offensive Rebound.,35,91
2:47,119,Official TV Timeout,35,91
2:20,-1,Elliott Wiley missed Three Point Jumper.,35,91
2:20,119,Dennis Tunstall Defensive Rebound.,35,91
2:08,119,Brian Starr made Three Point Jumper. Assisted by Dennis Tunstall.,35,94
1:50,-1,Justin Berger missed Three Point Jumper.,35,94
1:50,119,Dennis Tunstall Defensive Rebound.,35,94
1:41,-1,Foul on Keon Butler.,35,94
1:41,119,Justin Gorham missed Free Throw.,35,94
1:41,119,Towson Deadball Team Rebound.,35,94
1:41,119,Justin Gorham missed Free Throw.,35,94
1:41,119,Dennis Tunstall Offensive Rebound.,35,94
1:33,119,Brian Starr missed Three Point Jumper.,35,94
1:33,119,Justin Gorham Offensive Rebound.,35,94
1:27,119,Justin Gorham missed Jumper.,35,94
1:27,119,Brian Starr Offensive Rebound.,35,94
1:16,119,Dennis Tunstall made Layup. Assisted by Justin Gorham.,35,96
1:16,-1,Foul on Brendan Sullivan.,35,96
1:16,119,Dennis Tunstall made Free Throw.,35,97
1:04,-1,Davon Davis missed Jumper.,35,97
1:04,119,Dennis Tunstall Defensive Rebound.,35,97
0:52,119,Justin Gorham made Layup. Assisted by Zane Martin.,35,99
0:44,-1,Goucher  Timeout,35,99
0:44,119,Official TV Timeout,35,99
0:30,-1,Travon Hicks made Jumper. Assisted by Davon Davis.,37,99
0:00,119,End of Game,37,99
