Western Oregon,Error,Oregon,2483
14:25,2483,Jordan Bell made Free Throw.,25,62
14:10,2848,Buster Souza made Layup. Assisted by Bryan Berg.,27,62
13:41,2483,Chris Boucher missed Jumper.,27,62
13:41,2848,Evan Garrison Defensive Rebound.,27,62
13:28,2848,Bryan Berg missed Three Point Jumper.,27,62
13:28,2483,Oregon Defensive Rebound.,27,62
13:00,2483,Tyler Dorsey made Three Point Jumper. Assisted by Dylan Ennis.,27,65
12:43,2848,Evan Garrison missed Layup.,27,65
12:43,2483,Kavell Bigby-Williams Block.,27,65
12:43,2483,Chris Boucher Defensive Rebound.,27,65
12:30,2483,Tyler Dorsey missed Three Point Jumper.,27,65
12:30,2483,Kavell Bigby-Williams Offensive Rebound.,27,65
12:30,2848,Foul on Evan Garrison.,27,65
12:30,2483,Kavell Bigby-Williams made Free Throw.,27,66
12:30,2483,Kavell Bigby-Williams made Free Throw.,27,67
12:11,2848,Buster Souza missed Jumper.,27,67
12:11,2483,Chris Boucher Defensive Rebound.,27,67
12:02,2483,Dylan Ennis missed Three Point Jumper.,27,67
12:02,2483,Tyler Dorsey Offensive Rebound.,27,67
11:40,2483,Tyler Dorsey missed Jumper.,27,67
11:40,2483,Tyler Dorsey Offensive Rebound.,27,67
11:30,2483,Chris Boucher missed Three Point Jumper.,27,67
11:30,2483,Oregon Deadball Team Rebound.,27,67
11:27,2848,Foul on Evan Garrison.,27,67
11:27,2483,Official TV Timeout,27,67
11:27,2483,Dylan Ennis made Free Throw.,27,68
11:27,2483,Dylan Ennis missed Free Throw.,27,68
11:27,2848,Bryan Berg Defensive Rebound.,27,68
11:13,2848,Bryan Berg made Layup.,29,68
10:50,2483,Payton Pritchard missed Three Point Jumper.,29,68
10:50,2848,Buster Souza Defensive Rebound.,29,68
10:37,2848,Malik Leaks missed Three Point Jumper.,29,68
10:37,2483,Dylan Ennis Defensive Rebound.,29,68
10:25,2483,Kavell Bigby-Williams missed Jumper.,29,68
10:25,2848,Malik Leaks Defensive Rebound.,29,68
10:18,2848,Buster Souza made Layup. Assisted by Bryan Berg.,31,68
9:59,2483,Chris Boucher made Dunk. Assisted by Payton Pritchard.,31,70
9:35,2848,Evan Garrison missed Three Point Jumper.,31,70
9:35,2483,Dylan Ennis Defensive Rebound.,31,70
9:25,2483,Payton Pritchard missed Three Point Jumper.,31,70
9:25,2483,Chris Boucher Offensive Rebound.,31,70
9:18,2483,Tyler Dorsey missed Three Point Jumper.,31,70
9:18,2483,Kavell Bigby-Williams Offensive Rebound.,31,70
8:55,2848,Foul on Buster Souza.,31,70
8:55,2483,Tyler Dorsey made Free Throw.,31,71
8:55,2483,Tyler Dorsey made Free Throw.,31,72
8:42,2848,Bryan Berg missed Three Point Jumper.,31,72
8:42,2483,Payton Pritchard Defensive Rebound.,31,72
8:33,2483,Chris Boucher made Jumper. Assisted by Payton Pritchard.,31,74
8:04,2848,Akil Reese missed Jumper.,31,74
8:04,2483,Kavell Bigby-Williams Defensive Rebound.,31,74
7:45,2483,Chris Boucher made Dunk. Assisted by Payton Pritchard.,31,76
7:38,2848,Malik Leaks missed Three Point Jumper.,31,76
7:38,2483,Kavell Bigby-Williams Defensive Rebound.,31,76
7:24,2483,Kavell Bigby-Williams missed Layup.,31,76
7:24,2848,Malik Leaks Defensive Rebound.,31,76
7:11,2848,Connor Thompson missed Jumper.,31,76
7:11,2483,Kavell Bigby-Williams Block.,31,76
7:11,2848,Dezmond Dupree-Turner Offensive Rebound.,31,76
7:05,2848,Dezmond Dupree-Turner missed Jumper.,31,76
7:05,2483,Kavell Bigby-Williams Defensive Rebound.,31,76
6:51,2483,Tyler Dorsey made Three Point Jumper. Assisted by Chris Boucher.,31,79
6:45,2483,Oregon  Timeout,31,79
6:45,2483,Official TV Timeout,31,79
6:31,2848,Isaiah Edwards made Jumper.,33,79
6:14,2483,Keith Smith missed Three Point Jumper.,33,79
6:14,2483,Dillon Brooks Offensive Rebound.,33,79
5:57,2483,Dillon Brooks made Layup.,33,81
5:30,2848,Akil Reese missed Three Point Jumper.,33,81
5:30,2483,Casey Benson Defensive Rebound.,33,81
5:22,2848,Foul on Akil Reese.,33,81
5:22,2483,Dillon Brooks made Free Throw.,33,82
5:22,2483,Dillon Brooks made Free Throw.,33,83
5:09,2483,Foul on Keith Smith.,33,83
5:09,2848,Malik Leaks made Free Throw.,34,83
5:09,2848,Malik Leaks made Free Throw.,35,83
4:57,2483,Dillon Brooks made Layup. Assisted by Roman Sorkin.,35,85
4:57,2848,Foul on Jj Chirnside.,35,85
4:57,2483,Dillon Brooks made Free Throw.,35,86
4:45,2848,Bryan Berg made Three Point Jumper. Assisted by Akil Reese.,38,86
4:38,2483,Casey Benson missed Three Point Jumper.,38,86
4:38,2483,Keith Smith Offensive Rebound.,38,86
4:38,2483,Keith Smith missed Two Point Tip Shot.,38,86
4:38,2848,Jj Chirnside Defensive Rebound.,38,86
4:25,2848,Malik Leaks missed Layup.,38,86
4:25,2483,Jordan Bell Block.,38,86
4:25,2848,Isaiah Edwards Offensive Rebound.,38,86
4:09,2848,Bryan Berg made Three Point Jumper. Assisted by Malik Leaks.,41,86
4:03,2483,Keith Smith missed Three Point Jumper.,41,86
4:03,2848,Akil Reese Defensive Rebound.,41,86
3:52,2848,Malik Leaks made Three Point Jumper.,44,86
3:38,2483,Keith Smith missed Three Point Jumper.,44,86
3:38,2483,Jordan Bell Offensive Rebound.,44,86
3:31,2483,Dillon Brooks missed Three Point Jumper.,44,86
3:31,2848,Jj Chirnside Defensive Rebound.,44,86
3:17,2848,Malik Leaks made Layup.,46,86
3:09,2483,Keith Smith missed Layup.,46,86
3:09,2483,Keith Smith Offensive Rebound.,46,86
3:04,2483,Dillon Brooks missed Jumper.,46,86
3:04,2483,Roman Sorkin Offensive Rebound.,46,86
2:59,2483,Dillon Brooks missed Jumper.,46,86
2:59,2848,Jj Chirnside Defensive Rebound.,46,86
2:41,2848,Isaiah Edwards missed Jumper.,46,86
2:41,2483,Jordan Bell Defensive Rebound.,46,86
2:32,2483,Roman Sorkin made Dunk. Assisted by Dillon Brooks.,46,88
2:30,2483,Official TV Timeout,46,88
2:16,2848,Akil Reese made Jumper.,48,88
1:55,2483,Roman Sorkin missed Jumper.,48,88
1:55,2848,Jj Chirnside Defensive Rebound.,48,88
1:46,2848,Akil Reese missed Layup.,48,88
1:46,2483,Roman Sorkin Block.,48,88
1:46,2483,Kavell Bigby-Williams Defensive Rebound.,48,88
1:37,2483,Casey Benson missed Layup.,48,88
1:37,2848,Isaiah Edwards Block.,48,88
1:37,2848,Isaiah Edwards Defensive Rebound.,48,88
1:29,2848,Bryan Berg made Three Point Jumper.,51,88
1:15,2483,Charlie Noebel missed Three Point Jumper.,51,88
1:15,2848,Jj Chirnside Defensive Rebound.,51,88
1:04,2848,Akil Reese missed Three Point Jumper.,51,88
1:04,2483,Kavell Bigby-Williams Defensive Rebound.,51,88
0:56,2483,Payton Pritchard made Layup.,51,90
0:44,2848,Malik Leaks made Three Point Jumper.,54,90
0:25,2483,Payton Pritchard made Three Point Jumper. Assisted by Roman Sorkin.,54,93
0:19,2848,Bryan Berg Turnover.,54,93
0:00,2483,End of Game,54,93
