Indiana State,2459,Northern Illinois,282
3:21,2459,Eugene German Defensive Rebound.,22,31
3:15,2459,Austin Pauga missed Three Point Jumper.,22,31
3:15,282,Niels Bunschoten Defensive Rebound.,22,31
3:06,2459,Foul on Levi Bradley.,22,31
3:06,2459,Official TV Timeout,22,31
3:06,282,Jordan Barnes made Free Throw.,23,31
3:06,282,Jordan Barnes made Free Throw.,24,31
2:53,282,Foul on Everett Clemons.,24,31
2:53,2459,Marshawn Wilson missed Free Throw.,24,31
2:53,2459,Northern Illinois Deadball Team Rebound.,24,31
2:53,2459,Marshawn Wilson made Free Throw.,24,32
2:32,282,Emondre Rickman missed Jumper.,24,32
2:32,2459,Austin Pauga Defensive Rebound.,24,32
2:22,2459,Marshawn Wilson missed Three Point Jumper.,24,32
2:22,2459,Marin Maric Offensive Rebound.,24,32
2:15,2459,Marin Maric made Layup.,24,34
1:49,282,Niels Bunschoten missed Three Point Jumper.,24,34
1:49,2459,Marin Maric Defensive Rebound.,24,34
1:38,2459,Marin Maric missed Three Point Jumper.,24,34
1:38,282,Matt Van Scyoc Defensive Rebound.,24,34
1:20,282,Emondre Rickman made Dunk. Assisted by Niels Bunschoten.,26,34
1:00,2459,Jaylen Key made Jumper.,26,36
0:48,282,Indiana St  Timeout,26,36
0:42,282,Matt Van Scyoc made Three Point Jumper. Assisted by Everett Clemons.,29,36
0:23,2459,Aaric Armstead missed Three Point Jumper.,29,36
0:23,282,Jordan Barnes Defensive Rebound.,29,36
0:02,282,Jordan Barnes missed Three Point Jumper.,29,36
0:02,282,Indiana St Deadball Team Rebound.,29,36
0:00,2459,End of 1st half,29,36
19:41,282,Matt Van Scyoc made Three Point Jumper. Assisted by Laquarious Paige.,32,36
19:16,2459,Marin Maric Turnover.,32,36
19:04,282,Brenton Scott made Layup.,34,36
18:54,2459,Aaric Armstead missed Jumper.,34,36
18:54,282,Everett Clemons Defensive Rebound.,34,36
18:37,282,Brenton Scott Turnover.,34,36
18:36,2459,Laytwan Porter Steal.,34,36
18:28,282,Foul on Laquarious Paige.,34,36
18:24,2459,Laytwan Porter missed Three Point Jumper.,34,36
18:24,282,Brenton Scott Defensive Rebound.,34,36
18:18,2459,Foul on Laytwan Porter.,34,36
18:18,282,Brenton Scott missed Free Throw.,34,36
18:18,282,Indiana St Deadball Team Rebound.,34,36
18:18,282,Brenton Scott made Free Throw.,35,36
18:00,2459,Aaric Armstead missed Layup.,35,36
18:00,2459,Jaylen Key Offensive Rebound.,35,36
17:57,2459,Jaylen Key missed Layup.,35,36
17:57,2459,Jaylen Key Offensive Rebound.,35,36
17:55,2459,Jaylen Key missed Layup.,35,36
17:55,282,Brandon Murphy Defensive Rebound.,35,36
17:51,282,Brandon Murphy Turnover.,35,36
17:31,282,Foul on Laquarious Paige.,35,36
17:18,2459,Levi Bradley missed Layup.,35,36
17:18,282,Indiana St Defensive Rebound.,35,36
17:17,2459,Foul on Marin Maric.,35,36
16:48,282,Donovan Franklin missed Three Point Jumper.,35,36
16:48,2459,Marin Maric Defensive Rebound.,35,36
16:39,2459,Eugene German missed Layup.,35,36
16:39,282,Brandon Murphy Defensive Rebound.,35,36
16:37,2459,Foul on Marin Maric.,35,36
16:28,282,Donovan Franklin missed Layup.,35,36
16:28,282,Donovan Franklin Offensive Rebound.,35,36
16:24,282,Donovan Franklin missed Layup.,35,36
16:24,2459,Levi Bradley Defensive Rebound.,35,36
16:20,282,Foul on Donovan Franklin.,35,36
16:05,282,Foul on Brandon Murphy.,35,36
15:47,2459,Marin Maric made Jumper.,35,38
15:18,282,Brenton Scott made Layup.,37,38
15:02,2459,Marin Maric made Layup.,37,40
14:47,282,Donovan Franklin missed Layup.,37,40
14:47,282,Brenton Scott Offensive Rebound.,37,40
14:42,282,Brenton Scott made Layup.,39,40
14:39,2459,Northern Illinois  Timeout,39,40
14:30,282,Foul on Jordan Barnes.,39,40
14:23,2459,Marshawn Wilson Turnover.,39,40
14:22,282,Jordan Barnes Steal.,39,40
14:15,282,Jordan Barnes missed Three Point Jumper.,39,40
14:15,2459,Laytwan Porter Defensive Rebound.,39,40
14:05,2459,Marshawn Wilson Turnover.,39,40
13:50,282,Brenton Scott made Layup.,41,40
13:30,2459,Aaric Armstead missed Jumper.,41,40
13:30,282,Brenton Scott Defensive Rebound.,41,40
13:25,282,Brenton Scott missed Three Point Jumper.,41,40
13:25,2459,Aaric Armstead Defensive Rebound.,41,40
13:17,2459,Aaric Armstead missed Layup.,41,40
13:17,282,Brenton Scott Block.,41,40
13:15,282,Brenton Scott Defensive Rebound.,41,40
13:09,282,Donovan Franklin Turnover.,41,40
13:07,2459,Levi Bradley Steal.,41,40
13:02,2459,Aaric Armstead missed Jumper.,41,40
13:02,2459,Austin Pauga Offensive Rebound.,41,40
12:55,2459,Laytwan Porter missed Layup.,41,40
12:55,2459,Levi Bradley Offensive Rebound.,41,40
12:32,282,Foul on T.J. Bell.,41,40
12:23,2459,Laytwan Porter missed Layup.,41,40
12:23,282,Laquarious Paige Defensive Rebound.,41,40
12:17,282,Everett Clemons made Layup.,43,40
12:07,2459,Northern Illinois  Timeout,43,40
11:46,2459,Marin Maric made Layup. Assisted by Laytwan Porter.,43,42
11:23,282,Niels Bunschoten made Three Point Jumper. Assisted by Everett Clemons.,46,42
11:03,2459,Marin Maric Turnover.,46,42
11:01,282,Laquarious Paige Steal.,46,42
11:00,2459,Foul on Austin Pauga.,46,42
11:00,282,Everett Clemons missed Free Throw.,46,42
11:00,282,Indiana St Deadball Team Rebound.,46,42
11:00,282,Everett Clemons made Free Throw.,47,42
10:41,282,Foul on Niels Bunschoten.,47,42
10:41,2459,Levi Bradley made Free Throw.,47,43
10:41,2459,Levi Bradley made Free Throw.,47,44
10:14,282,Everett Clemons missed Jumper.,47,44
10:14,2459,Aaric Armstead Defensive Rebound.,47,44
9:50,2459,Dontel Highsmith Turnover.,47,44
9:49,282,Brenton Scott Steal.,47,44
9:43,282,Brenton Scott missed Three Point Jumper.,47,44
9:43,2459,Marin Maric Defensive Rebound.,47,44
9:35,2459,Marin Maric made Three Point Jumper. Assisted by Justin Thomas.,47,47
9:22,2459,Foul on Justin Thomas.,47,47
9:18,282,Niels Bunschoten missed Three Point Jumper.,47,47
9:18,2459,Justin Thomas Defensive Rebound.,47,47
8:58,2459,Marin Maric Turnover.,47,47
8:33,282,Brandon Murphy missed Layup.,47,47
8:33,2459,Marin Maric Defensive Rebound.,47,47
8:17,2459,Marin Maric made Jumper.,47,49
7:55,282,Matt Van Scyoc missed Jumper.,47,49
7:55,2459,Marshawn Wilson Defensive Rebound.,47,49
7:35,2459,Levi Bradley missed Three Point Jumper.,47,49
7:35,282,Jordan Barnes Defensive Rebound.,47,49
7:27,282,Brenton Scott missed Three Point Jumper.,47,49
7:27,2459,Marshawn Wilson Defensive Rebound.,47,49
7:19,2459,Marin Maric made Layup. Assisted by Marshawn Wilson.,47,51
7:01,2459,Foul on Aaric Armstead.,47,51
7:01,2459,Official TV Timeout,47,51
7:01,282,Brandon Murphy made Free Throw.,48,51
7:01,282,Brandon Murphy made Free Throw.,49,51
6:40,2459,Levi Bradley made Layup. Assisted by Aaric Armstead.,49,53
6:23,282,Matt Van Scyoc made Three Point Jumper. Assisted by Brenton Scott.,52,53
6:05,282,Foul on Matt Van Scyoc.,52,53
6:05,2459,Levi Bradley made Free Throw.,52,54
6:05,2459,Levi Bradley made Free Throw.,52,55
5:50,282,Brenton Scott missed Three Point Jumper.,52,55
5:50,2459,Levi Bradley Defensive Rebound.,52,55
5:39,282,Foul on T.J. Bell.,52,55
5:39,2459,Jaylen Key made Free Throw.,52,56
5:39,2459,Jaylen Key made Free Throw.,52,57
5:20,282,Brenton Scott missed Three Point Jumper.,52,57
5:20,2459,Jaylen Key Defensive Rebound.,52,57
5:08,2459,Marshawn Wilson Turnover.,52,57
5:06,282,T.J. Bell Steal.,52,57
5:03,282,Brenton Scott made Layup. Assisted by Everett Clemons.,54,57
4:45,2459,Jaylen Key made Layup.,54,59
4:26,282,Jordan Barnes missed Jumper.,54,59
4:26,2459,Marin Maric Block.,54,59
4:25,2459,Jaylen Key Defensive Rebound.,54,59
4:25,282,Foul on T.J. Bell.,54,59
4:25,2459,Jaylen Key made Free Throw.,54,60
4:25,2459,Jaylen Key missed Free Throw.,54,60
4:25,282,Indiana St Defensive Rebound.,54,60
4:00,282,Brenton Scott made Layup.,56,60
3:42,2459,Jaylen Key missed Layup.,56,60
3:42,282,Brandon Murphy Block.,56,60
3:42,2459,Northern Illinois Offensive Rebound.,56,60
3:42,2459,Official TV Timeout,56,60
3:37,2459,Dontel Highsmith missed Jumper.,56,60
3:37,282,Jordan Barnes Defensive Rebound.,56,60
3:14,282,Niels Bunschoten missed Three Point Jumper.,56,60
3:14,282,Everett Clemons Offensive Rebound.,56,60
3:07,282,Brenton Scott missed Three Point Jumper.,56,60
3:07,2459,Northern Illinois Defensive Rebound.,56,60
3:04,282,Foul on Jordan Barnes.,56,60
3:04,2459,Aaric Armstead missed Free Throw.,56,60
3:04,2459,Northern Illinois Deadball Team Rebound.,56,60
3:04,2459,Aaric Armstead made Free Throw.,56,61
2:38,2459,Foul on Marin Maric.,56,61
2:38,282,Brenton Scott made Free Throw.,57,61
2:38,282,Brenton Scott made Free Throw.,58,61
2:10,2459,Levi Bradley made Three Point Jumper.,58,64
1:50,282,Jordan Barnes made Three Point Jumper. Assisted by Brenton Scott.,61,64
1:48,282,Indiana St  Timeout,61,64
1:27,2459,Marin Maric made Three Point Jumper. Assisted by Dontel Highsmith.,61,67
1:02,2459,Foul on Marin Maric.,61,67
1:02,282,Brenton Scott made Free Throw.,62,67
1:02,282,Brenton Scott made Free Throw.,63,67
0:59,282,Foul on Brenton Scott.,63,67
0:59,2459,Levi Bradley made Free Throw.,63,68
0:59,2459,Levi Bradley made Free Throw.,63,69
0:44,282,Brenton Scott missed Three Point Jumper.,63,69
0:44,282,Everett Clemons Offensive Rebound.,63,69
0:38,282,Everett Clemons Turnover.,63,69
0:37,2459,Dontel Highsmith Steal.,63,69
0:37,282,Foul on Niels Bunschoten.,63,69
0:37,2459,Dontel Highsmith missed Free Throw.,63,69
0:37,2459,Northern Illinois Deadball Team Rebound.,63,69
0:37,2459,Dontel Highsmith made Free Throw.,63,70
0:25,2459,Foul on Jaylen Key.,63,70
0:25,282,Jordan Barnes made Free Throw.,64,70
0:25,282,Jordan Barnes made Free Throw.,65,70
0:23,2459,Levi Bradley Turnover.,65,70
0:22,282,Everett Clemons Steal.,65,70
0:20,282,Jordan Barnes missed Three Point Jumper.,65,70
0:20,2459,Northern Illinois Defensive Rebound.,65,70
0:20,282,Foul on Everett Clemons.,65,70
0:20,2459,Jaylen Key made Free Throw.,65,71
0:20,2459,Jaylen Key missed Free Throw.,65,71
0:20,282,Niels Bunschoten Defensive Rebound.,65,71
0:13,2459,Foul on Aaric Armstead.,65,71
0:13,282,Jordan Barnes made Free Throw.,66,71
0:13,282,Jordan Barnes made Free Throw.,67,71
0:13,2459,Northern Illinois  Timeout,67,71
0:13,282,Foul on Brenton Scott.,67,71
0:13,2459,Dontel Highsmith missed Free Throw.,67,71
0:13,2459,Northern Illinois Deadball Team Rebound.,67,71
0:13,282,Indiana St  Timeout,67,71
0:13,2459,Dontel Highsmith missed Free Throw.,67,71
0:13,282,Niels Bunschoten Defensive Rebound.,67,71
0:09,282,Jordan Barnes made Layup.,69,71
0:07,282,Foul on Niels Bunschoten.,69,71
0:07,2459,Aaric Armstead made Free Throw.,69,72
0:07,2459,Aaric Armstead missed Free Throw.,69,72
0:07,282,Niels Bunschoten Defensive Rebound.,69,72
0:02,282,Brenton Scott made Three Point Jumper.,72,72
0:01,2459,Northern Illinois  Timeout,72,72
0:01,282,Indiana St  Timeout,72,72
0:00,2459,Marin Maric missed Three Point Jumper.,72,72
0:00,2459,Northern Illinois Deadball Team Rebound.,72,72
0:00,2459,End of 2nd half,72,72
4:32,282,Brenton Scott made Three Point Jumper. Assisted by Jordan Barnes.,75,72
4:10,282,Foul on Brandon Murphy.,75,72
4:10,2459,Marin Maric made Free Throw.,75,73
4:10,2459,Marin Maric missed Free Throw.,75,73
4:10,282,Everett Clemons Defensive Rebound.,75,73
4:07,282,Brenton Scott missed Three Point Jumper.,75,73
4:07,2459,Levi Bradley Defensive Rebound.,75,73
3:54,2459,Laytwan Porter missed Layup.,75,73
3:54,2459,Marin Maric Offensive Rebound.,75,73
3:48,2459,Marin Maric made Dunk.,75,75
3:21,2459,Foul on Laytwan Porter.,75,75
3:21,282,Brandon Murphy made Free Throw.,76,75
3:21,282,Brandon Murphy made Free Throw.,77,75
3:10,2459,Marshawn Wilson missed Three Point Jumper.,77,75
3:10,282,Everett Clemons Defensive Rebound.,77,75
3:07,2459,Foul on Marshawn Wilson.,77,75
3:07,282,Everett Clemons missed Free Throw.,77,75
3:07,282,Indiana St Deadball Team Rebound.,77,75
3:07,282,Everett Clemons made Free Throw.,78,75
2:48,2459,Laytwan Porter Turnover.,78,75
2:17,282,Indiana St  Turnover.,78,75
1:57,282,Foul on Brandon Murphy.,78,75
1:57,2459,Laytwan Porter missed Free Throw.,78,75
1:57,2459,Northern Illinois Deadball Team Rebound.,78,75
1:57,2459,Laytwan Porter made Free Throw.,78,76
1:32,282,Brenton Scott missed Three Point Jumper.,78,76
1:32,282,Jordan Barnes Offensive Rebound.,78,76
1:07,282,Brenton Scott missed Jumper.,78,76
1:07,2459,Levi Bradley Defensive Rebound.,78,76
0:51,2459,Levi Bradley missed Three Point Jumper.,78,76
0:51,2459,Aaric Armstead Offensive Rebound.,78,76
0:46,2459,Aaric Armstead made Dunk.,78,78
0:29,282,Indiana St  Timeout,78,78
0:24,282,Jordan Barnes missed Layup.,78,78
0:24,2459,Laytwan Porter Block.,78,78
0:22,2459,Marin Maric Defensive Rebound.,78,78
0:04,282,Foul on Jordan Barnes.,78,78
0:04,2459,Laytwan Porter made Free Throw.,78,79
0:04,2459,Laytwan Porter made Free Throw.,78,80
0:00,2459,End of Game,78,80
