South Dakota State,25,California,2571
8:00,25,Kameron Rooks Defensive Rebound.,35,70
7:41,25,Grant Mullins missed Three Point Jumper.,35,70
7:41,2571,Reed Tellinghuisen Defensive Rebound.,35,70
7:23,2571,Reed Tellinghuisen missed Three Point Jumper.,35,70
7:23,25,Grant Mullins Defensive Rebound.,35,70
7:07,25,Charlie Moore missed Jumper.,35,70
7:07,2571,A.J. Hess Defensive Rebound.,35,70
6:46,2571,Andre Wallace missed Three Point Jumper.,35,70
6:46,2571,South Dakota St Offensive Rebound.,35,70
6:39,2571,A.J. Hess missed Three Point Jumper.,35,70
6:39,25,Grant Mullins Defensive Rebound.,35,70
6:22,25,Grant Mullins missed Three Point Jumper.,35,70
6:22,2571,Cole Gentry Defensive Rebound.,35,70
6:09,2571,Andre Wallace missed Three Point Jumper.,35,70
6:09,25,Stephen Domingo Defensive Rebound.,35,70
5:55,25,Jabari Bird missed Three Point Jumper.,35,70
5:55,2571,Andre Wallace Defensive Rebound.,35,70
5:40,2571,Reed Tellinghuisen Turnover.,35,70
5:34,25,Stephen Domingo missed Three Point Jumper.,35,70
5:34,2571,Skyler Flatten Defensive Rebound.,35,70
5:26,2571,Reed Tellinghuisen made Three Point Jumper. Assisted by Skyler Flatten.,38,70
5:08,25,Jabari Bird missed Three Point Jumper.,38,70
5:08,25,Kingsley Okoroh Offensive Rebound.,38,70
4:48,25,Don Coleman missed Layup.,38,70
4:48,2571,Mike Daum Defensive Rebound.,38,70
4:31,2571,Lane Severyn made Three Point Jumper. Assisted by Mike Daum.,41,70
4:04,25,Sam Singer made Layup.,41,72
3:46,2571,Mike Daum made Layup. Assisted by Reed Tellinghuisen.,43,72
3:30,25,Jabari Bird made Three Point Jumper. Assisted by Sam Singer.,43,75
3:18,2571,Mike Daum made Three Point Jumper. Assisted by Skyler Flatten.,46,75
2:57,25,Don Coleman made Layup. Assisted by Kingsley Okoroh.,46,77
2:40,25,Foul on Stephen Domingo.,46,77
2:40,25,Official TV Timeout,46,77
2:40,2571,Reed Tellinghuisen made Free Throw.,47,77
2:40,2571,Reed Tellinghuisen missed Free Throw.,47,77
2:40,25,Jabari Bird Defensive Rebound.,47,77
2:11,25,Charlie Moore missed Three Point Jumper.,47,77
2:11,2571,Adam Dykman Defensive Rebound.,47,77
2:00,2571,Skyler Flatten missed Three Point Jumper.,47,77
2:00,25,Don Coleman Defensive Rebound.,47,77
1:44,25,Jabari Bird made Three Point Jumper.,47,80
1:32,25,Foul on Charlie Moore.,47,80
1:32,2571,Cole Gentry made Free Throw.,48,80
1:32,2571,Cole Gentry made Free Throw.,49,80
1:16,25,Cole Welle missed Layup.,49,80
1:16,2571,Lane Severyn Defensive Rebound.,49,80
0:54,2571,Skyler Flatten missed Three Point Jumper.,49,80
0:54,25,Don Coleman Defensive Rebound.,49,80
0:39,25,Don Coleman made Layup.,49,82
0:33,2571,Adam Dykman made Dunk. Assisted by Cole Gentry.,51,82
0:21,25,Don Coleman Turnover.,51,82
0:20,2571,Tevin King Steal.,51,82
0:19,25,Foul on Koko Kurdoghlian.,51,82
0:19,2571,Tevin King made Free Throw.,52,82
0:19,2571,Tevin King made Free Throw.,53,82
0:00,25,End of Game,53,82
