Marygrove College,Error,Western Michigan,2711
16:11,2711,Tucker Haymond made Layup.,4,10
15:55,-1,Angus Bennett missed Jumper.,4,10
15:55,2711,Brandon Johnson Defensive Rebound.,4,10
15:47,2711,Official TV Timeout,4,10
15:40,2711,Seth Dugan missed Jumper.,4,10
15:40,-1,Elijah Ingram Defensive Rebound.,4,10
15:32,2711,Foul on Thomas Wilder.,4,10
15:32,-1,Isaac Gillum missed Free Throw.,4,10
15:32,-1,Marygrove College Deadball Team Rebound.,4,10
15:32,-1,Isaac Gillum missed Free Throw.,4,10
15:32,2711,Brandon Johnson Defensive Rebound.,4,10
15:12,2711,Joeviair Kennedy missed Three Point Jumper.,4,10
15:12,-1,Marygrove College Defensive Rebound.,4,10
15:10,2711,Foul on Seth Dugan.,4,10
14:55,-1,Elijah Ingram missed Three Point Jumper.,4,10
14:55,2711,Thomas Wilder Defensive Rebound.,4,10
14:46,2711,Bryce Moore made Three Point Jumper. Assisted by Thomas Wilder.,4,13
14:19,-1,Angus Bennett missed Jumper.,4,13
14:19,2711,Brandon Johnson Defensive Rebound.,4,13
14:11,2711,Joeviair Kennedy missed Three Point Jumper.,4,13
14:11,-1,Eldridge Mason Defensive Rebound.,4,13
14:04,2711,Foul on Bryce Moore.,4,13
14:04,-1,Eldridge Mason made Free Throw.,5,13
14:04,-1,Eldridge Mason missed Free Throw.,5,13
14:04,2711,Adida Ikongshul Defensive Rebound.,5,13
13:58,2711,Josh Davis Turnover.,5,13
13:47,-1,Isaac Gillum made Layup.,7,13
13:24,2711,Joeviair Kennedy made Jumper.,7,15
13:12,2711,Foul on Joeviair Kennedy.,7,15
13:00,-1,Foul on Shaun Phillips.,7,15
12:48,-1,Cordell DuPree Turnover.,7,15
12:47,-1,Elijah Ingram Steal.,7,15
12:20,-1,Isaac Gillum made Three Point Jumper.,10,15
12:11,2711,Drake LaMont made Jumper.,10,17
11:51,-1,Isaac Gillum missed Jumper.,10,17
11:51,-1,Shaun Phillips Offensive Rebound.,10,17
11:45,-1,Shaun Phillips missed Layup.,10,17
11:45,2711,Drake LaMont Block.,10,17
11:42,2711,Drake LaMont Defensive Rebound.,10,17
11:31,2711,Josh Davis missed Three Point Jumper.,10,17
11:31,2711,Adida Ikongshul Offensive Rebound.,10,17
11:27,-1,Foul on Isaac Gillum.,10,17
11:27,2711,Adida Ikongshul missed Free Throw.,10,17
11:27,2711,Western Michigan Deadball Team Rebound.,10,17
11:27,2711,Adida Ikongshul missed Free Throw.,10,17
11:27,-1,Elijah Ingram Defensive Rebound.,10,17
11:10,2711,Foul on Josh Davis.,10,17
11:10,2711,Foul on Joeviair Kennedy.,10,17
11:00,-1,Anthony Martin missed Three Point Jumper.,10,17
11:00,2711,Jared Printy Defensive Rebound.,10,17
10:50,2711,Jarrin Randall missed Three Point Jumper.,10,17
10:50,-1,Elijah Ingram Defensive Rebound.,10,17
10:36,-1,Elijah Ingram missed Jumper.,10,17
10:36,2711,Drake LaMont Defensive Rebound.,10,17
10:21,2711,Jarrin Randall missed Three Point Jumper.,10,17
10:21,2711,Western Michigan Offensive Rebound.,10,17
9:56,2711,Jared Printy missed Three Point Jumper.,10,17
9:56,-1,Marygrove College Defensive Rebound.,10,17
9:22,-1,Ta'Kein Dixson missed Three Point Jumper.,10,17
9:22,2711,Seth Dugan Defensive Rebound.,10,17
9:13,-1,Foul on Angus Bennett.,10,17
9:13,2711,Thomas Wilder missed Free Throw.,10,17
9:13,2711,Western Michigan Deadball Team Rebound.,10,17
9:13,2711,Thomas Wilder made Free Throw.,10,18
9:05,2711,Foul on Reggie Jones.,10,18
9:05,-1,Ta'Kein Dixson made Free Throw.,11,18
9:05,-1,Ta'Kein Dixson made Free Throw.,12,18
8:50,2711,Seth Dugan missed Jumper.,12,18
8:50,-1,Ta'Kein Dixson Defensive Rebound.,12,18
8:48,2711,Foul on Seth Dugan.,12,18
8:48,-1,Ta'Kein Dixson made Free Throw.,13,18
8:48,-1,Ta'Kein Dixson made Free Throw.,14,18
8:35,2711,Tucker Haymond missed Jumper.,14,18
8:35,2711,Drake LaMont Offensive Rebound.,14,18
8:32,-1,Foul on Angus Bennett.,14,18
8:32,2711,Drake LaMont missed Free Throw.,14,18
8:32,-1,Ta'Kein Dixson Defensive Rebound.,14,18
8:22,-1,Ta'Kein Dixson missed Jumper.,14,18
8:22,2711,Reggie Jones Defensive Rebound.,14,18
8:15,2711,Reggie Jones Turnover.,14,18
7:59,-1,Thomas Simmons Turnover.,14,18
7:56,2711,Jared Printy Steal.,14,18
7:55,2711,Thomas Wilder Turnover.,14,18
7:55,2711,Official TV Timeout,14,18
7:34,-1,Darrell Ivy missed Three Point Jumper.,14,18
7:34,2711,Drake LaMont Defensive Rebound.,14,18
7:14,2711,Drake LaMont made Jumper. Assisted by Tucker Haymond.,14,20
6:49,2711,Foul on Reggie Jones.,14,20
6:49,-1,Ta'Kein Dixson made Free Throw.,15,20
6:49,-1,Ta'Kein Dixson made Free Throw.,16,20
6:38,-1,Foul on Elijah Ingram.,16,20
6:38,2711,Drake LaMont made Free Throw.,16,21
6:38,2711,Drake LaMont missed Free Throw.,16,21
6:38,-1,Elijah Ingram Defensive Rebound.,16,21
6:30,-1,Isaac Gillum Turnover.,16,21
6:29,2711,Thomas Wilder Steal.,16,21
6:26,-1,Foul on Shaun Phillips.,16,21
6:26,2711,Tucker Haymond made Free Throw.,16,22
6:26,2711,Tucker Haymond made Free Throw.,16,23
6:15,-1,Isaac Gillum missed Three Point Jumper.,16,23
6:15,2711,Western Michigan Defensive Rebound.,16,23
6:05,2711,Drake LaMont Turnover.,16,23
6:05,2711,Foul on Drake LaMont.,16,23
5:48,-1,Elijah Ingram made Jumper.,18,23
5:33,-1,Foul on Darrell Ivy.,18,23
5:33,2711,Tucker Haymond made Free Throw.,18,24
5:33,2711,Tucker Haymond missed Free Throw.,18,24
5:33,2711,Brandon Johnson Offensive Rebound.,18,24
5:32,2711,Brandon Johnson missed Layup.,18,24
5:32,-1,Eldridge Mason Defensive Rebound.,18,24
5:27,-1,Ta'Kein Dixson missed Three Point Jumper.,18,24
5:27,2711,Drake LaMont Defensive Rebound.,18,24
5:22,-1,Foul on Darrell Ivy.,18,24
5:22,2711,Thomas Wilder made Free Throw.,18,25
5:22,-1,Marygrove College  Timeout,18,25
5:22,2711,Thomas Wilder made Free Throw.,18,26
5:10,-1,Thomas Simmons made Jumper. Assisted by Ta'Kein Dixson.,20,26
5:00,2711,Bryce Moore missed Three Point Jumper.,20,26
5:00,-1,Marygrove College Deadball Team Rebound.,20,26
4:59,2711,Foul on Tucker Haymond.,20,26
4:59,-1,Isaac Gillum made Free Throw.,21,26
4:59,-1,Isaac Gillum missed Free Throw.,21,26
4:59,2711,Tucker Haymond Defensive Rebound.,21,26
4:54,2711,Bryce Moore missed Jumper.,21,26
4:54,2711,Brandon Johnson Offensive Rebound.,21,26
4:49,2711,Brandon Johnson made Layup.,21,28
4:30,-1,Thomas Simmons Turnover.,21,28
4:30,-1,Foul on Thomas Simmons.,21,28
4:16,2711,Brandon Johnson made Jumper.,21,30
4:15,-1,Foul on Anthony Martin.,21,30
4:15,2711,Brandon Johnson missed Free Throw.,21,30
4:15,-1,Elijah Ingram Defensive Rebound.,21,30
4:07,-1,Ta'Kein Dixson Turnover.,21,30
4:06,2711,Thomas Wilder Steal.,21,30
4:03,2711,Thomas Wilder made Dunk.,21,32
3:47,-1,Isaac Gillum Turnover.,21,32
3:47,-1,Foul on Isaac Gillum.,21,32
3:47,2711,Official TV Timeout,21,32
3:28,-1,Foul on Isaac Gillum.,21,32
3:28,2711,Tucker Haymond made Free Throw.,21,33
3:28,2711,Tucker Haymond made Free Throw.,21,34
3:08,-1,Elijah Ingram made Jumper.,23,34
2:52,2711,Thomas Wilder made Three Point Jumper. Assisted by Tucker Haymond.,23,37
2:31,-1,Eldridge Mason missed Jumper.,23,37
2:31,2711,Thomas Wilder Defensive Rebound.,23,37
2:24,2711,Thomas Wilder missed Layup.,23,37
2:24,-1,Marygrove College Defensive Rebound.,23,37
2:14,-1,Eldridge Mason made Three Point Jumper. Assisted by Darrell Ivy.,26,37
1:55,2711,Brandon Johnson missed Jumper.,26,37
1:55,-1,Ta'Kein Dixson Defensive Rebound.,26,37
1:47,-1,Anthony Martin made Layup. Assisted by Eldridge Mason.,28,37
1:47,2711,Foul on Thomas Wilder.,28,37
1:47,-1,Anthony Martin made Free Throw.,29,37
1:37,2711,Tucker Haymond missed Three Point Jumper.,29,37
1:37,-1,Eldridge Mason Defensive Rebound.,29,37
1:21,-1,Elijah Ingram Turnover.,29,37
1:09,2711,Bryce Moore missed Three Point Jumper.,29,37
1:09,-1,Eldridge Mason Defensive Rebound.,29,37
1:01,-1,Eldridge Mason made Layup.,31,37
0:37,2711,Jarrin Randall missed Three Point Jumper.,31,37
0:37,2711,Brandon Johnson Offensive Rebound.,31,37
0:33,2711,Brandon Johnson missed Layup.,31,37
0:33,2711,Drake LaMont Offensive Rebound.,31,37
0:30,2711,Drake LaMont missed Layup.,31,37
0:30,2711,Drake LaMont Offensive Rebound.,31,37
0:25,2711,Drake LaMont made Layup.,31,39
0:17,-1,Darrell Ivy Turnover.,31,39
0:16,2711,Tucker Haymond Steal.,31,39
0:14,2711,Tucker Haymond made Layup.,31,41
0:02,-1,Darrell Ivy missed Three Point Jumper.,31,41
0:02,2711,Western Michigan Deadball Team Rebound.,31,41
0:00,2711,End of 1st half,31,41
19:45,-1,Nate Taylor made Three Point Jumper. Assisted by James Burton.,34,41
19:24,-1,Foul on Isaac Gillum.,34,41
19:24,2711,Brandon Johnson made Free Throw.,34,42
19:24,2711,Brandon Johnson missed Free Throw.,34,42
19:24,2711,Seth Dugan Offensive Rebound.,34,42
19:21,-1,Foul on Darrell Ivy.,34,42
19:13,2711,Tucker Haymond missed Jumper.,34,42
19:13,2711,Seth Dugan Offensive Rebound.,34,42
19:07,2711,Seth Dugan Turnover.,34,42
19:05,-1,Ta'Kein Dixson Steal.,34,42
19:03,-1,Ta'Kein Dixson missed Layup.,34,42
19:03,2711,Thomas Wilder Defensive Rebound.,34,42
18:57,2711,Thomas Wilder made Layup.,34,44
18:33,-1,Thomas Simmons Turnover.,34,44
18:14,-1,Foul on Nate Taylor.,34,44
18:07,2711,Thomas Wilder missed Three Point Jumper.,34,44
18:07,-1,Thomas Simmons Defensive Rebound.,34,44
18:00,-1,Nate Taylor missed Three Point Jumper.,34,44
18:00,2711,Thomas Wilder Defensive Rebound.,34,44
17:44,2711,Tucker Haymond made Layup. Assisted by Seth Dugan.,34,46
17:19,2711,Foul on Seth Dugan.,34,46
17:19,-1,Thomas Simmons made Free Throw.,35,46
17:19,-1,Thomas Simmons made Free Throw.,36,46
17:03,2711,Tucker Haymond missed Jumper.,36,46
17:03,2711,Western Michigan Offensive Rebound.,36,46
16:54,-1,Foul on Nate Taylor.,36,46
16:54,2711,Tucker Haymond made Free Throw.,36,47
16:54,2711,Tucker Haymond made Free Throw.,36,48
16:34,2711,Foul on Brandon Johnson.,36,48
16:30,2711,Foul on Brandon Johnson.,36,48
16:27,-1,Thomas Simmons made Three Point Jumper.,39,48
16:09,-1,Foul on Thomas Simmons.,39,48
16:09,2711,Bryce Moore missed Free Throw.,39,48
16:09,2711,Western Michigan Deadball Team Rebound.,39,48
16:09,2711,Bryce Moore missed Free Throw.,39,48
16:09,-1,Nate Taylor Defensive Rebound.,39,48
16:02,-1,Nate Taylor Turnover.,39,48
16:01,2711,Thomas Wilder Steal.,39,48
15:58,2711,Brandon Johnson made Dunk. Assisted by Thomas Wilder.,39,50
15:50,-1,Thomas Simmons Turnover.,39,50
15:50,-1,Foul on Thomas Simmons.,39,50
15:50,2711,Official TV Timeout,39,50
15:34,2711,Drake LaMont made Jumper.,39,52
15:01,-1,Ta'Kein Dixson missed Three Point Jumper.,39,52
15:01,2711,Tucker Haymond Defensive Rebound.,39,52
14:57,2711,Thomas Wilder made Layup. Assisted by Tucker Haymond.,39,54
14:43,-1,Nate Taylor Turnover.,39,54
14:42,2711,Bryce Moore Steal.,39,54
14:39,2711,Thomas Wilder Turnover.,39,54
14:39,-1,Marygrove College  Timeout,39,54
14:34,-1,Ta'Kein Dixson Turnover.,39,54
14:21,2711,Thomas Wilder missed Jumper.,39,54
14:21,2711,Tucker Haymond Offensive Rebound.,39,54
14:07,2711,Tucker Haymond missed Layup.,39,54
14:07,2711,Brandon Johnson Offensive Rebound.,39,54
14:03,2711,Brandon Johnson made Layup.,39,56
14:03,-1,Foul on Angus Bennett.,39,56
14:03,2711,Brandon Johnson made Free Throw.,39,57
13:53,-1,Angus Bennett Turnover.,39,57
13:52,2711,Joeviair Kennedy Steal.,39,57
13:47,2711,Thomas Wilder missed Three Point Jumper.,39,57
13:47,2711,Drake LaMont Offensive Rebound.,39,57
13:38,-1,Foul on Angus Bennett.,39,57
13:38,2711,Drake LaMont made Free Throw.,39,58
13:38,2711,Drake LaMont missed Free Throw.,39,58
13:38,2711,Western Michigan Offensive Rebound.,39,58
13:29,2711,Thomas Wilder missed Jumper.,39,58
13:29,2711,Joeviair Kennedy Offensive Rebound.,39,58
13:25,2711,Joeviair Kennedy made Jumper.,39,60
13:25,-1,Foul on Ta'Kein Dixson.,39,60
13:25,2711,Joeviair Kennedy made Free Throw.,39,61
13:09,-1,Ta'Kein Dixson made Three Point Jumper. Assisted by Darrell Ivy.,42,61
12:52,2711,Drake LaMont made Jumper. Assisted by Jarrin Randall.,42,63
12:40,2711,Foul on Jarrin Randall.,42,63
12:39,-1,Ta'Kein Dixson made Three Point Jumper. Assisted by Nate Taylor.,45,63
12:28,2711,Joeviair Kennedy missed Jumper.,45,63
12:28,-1,Elijah Ingram Defensive Rebound.,45,63
12:23,-1,Elijah Ingram Turnover.,45,63
12:22,2711,Tucker Haymond Steal.,45,63
12:21,2711,Tucker Haymond made Layup.,45,65
12:10,-1,Darrell Ivy Turnover.,45,65
11:52,2711,Adida Ikongshul Turnover.,45,65
11:50,-1,Nate Taylor Steal.,45,65
11:48,-1,Ta'Kein Dixson missed Three Point Jumper.,45,65
11:48,2711,Adida Ikongshul Defensive Rebound.,45,65
11:41,2711,Josh Davis missed Three Point Jumper.,45,65
11:41,-1,Nate Taylor Defensive Rebound.,45,65
11:31,-1,Shaun Phillips missed Layup.,45,65
11:31,-1,Elijah Ingram Offensive Rebound.,45,65
11:27,-1,Elijah Ingram made Layup.,47,65
11:19,2711,Adida Ikongshul missed Jumper.,47,65
11:19,-1,Ta'Kein Dixson Defensive Rebound.,47,65
11:09,-1,Nate Taylor missed Three Point Jumper.,47,65
11:09,2711,Josh Davis Defensive Rebound.,47,65
11:01,2711,Joeviair Kennedy made Layup. Assisted by Josh Davis.,47,67
10:42,-1,Elijah Ingram made Three Point Jumper. Assisted by Darrell Ivy.,50,67
10:29,2711,Josh Davis made Three Point Jumper. Assisted by Tucker Haymond.,50,70
10:17,2711,Foul on Josh Davis.,50,70
10:17,2711,Official TV Timeout,50,70
10:10,2711,Foul on Adida Ikongshul.,50,70
10:09,-1,Eldridge Mason missed Jumper.,50,70
10:09,2711,Adida Ikongshul Defensive Rebound.,50,70
9:59,2711,Joeviair Kennedy Turnover.,50,70
9:58,-1,Eldridge Mason Steal.,50,70
9:54,2711,Foul on Joeviair Kennedy.,50,70
9:54,-1,Isaac Gillum missed Free Throw.,50,70
9:54,-1,Marygrove College Deadball Team Rebound.,50,70
9:54,-1,Isaac Gillum made Free Throw.,51,70
9:48,2711,Brandon Johnson missed Layup.,51,70
9:48,-1,Elijah Ingram Defensive Rebound.,51,70
9:34,-1,Elijah Ingram made Three Point Jumper.,54,70
9:13,-1,Foul on Eldridge Mason.,54,70
9:13,2711,Josh Davis made Free Throw.,54,71
9:13,2711,Josh Davis missed Free Throw.,54,71
9:13,-1,Nate Taylor Defensive Rebound.,54,71
9:08,-1,Eldridge Mason missed Layup.,54,71
9:08,2711,Reggie Jones Block.,54,71
9:06,2711,Reggie Jones Defensive Rebound.,54,71
9:03,2711,Josh Davis missed Three Point Jumper.,54,71
9:03,-1,Marygrove College Defensive Rebound.,54,71
8:49,2711,Foul on Jarrin Randall.,54,71
8:49,-1,Isaac Gillum made Free Throw.,55,71
8:49,-1,Isaac Gillum made Free Throw.,56,71
8:38,2711,Josh Davis made Jumper.,56,73
8:17,-1,Angus Bennett missed Jumper.,56,73
8:17,2711,Adida Ikongshul Defensive Rebound.,56,73
8:12,2711,Jarrin Randall Turnover.,56,73
8:10,-1,Ta'Kein Dixson Steal.,56,73
8:10,2711,Foul on Adida Ikongshul.,56,73
8:10,-1,Ta'Kein Dixson made Free Throw.,57,73
8:10,-1,Ta'Kein Dixson missed Free Throw.,57,73
8:10,2711,Brandon Johnson Defensive Rebound.,57,73
7:54,2711,Reggie Jones Turnover.,57,73
7:54,2711,Official TV Timeout,57,73
7:45,-1,Isaac Gillum Turnover.,57,73
7:45,2711,Reggie Jones Steal.,57,73
7:37,-1,Foul on Ta'Kein Dixson.,57,73
7:37,2711,Reggie Jones made Free Throw.,57,74
7:37,2711,Reggie Jones missed Free Throw.,57,74
7:37,-1,Nate Taylor Defensive Rebound.,57,74
7:27,-1,Nate Taylor missed Layup.,57,74
7:27,2711,Adida Ikongshul Defensive Rebound.,57,74
7:21,2711,Jarrin Randall made Layup.,57,76
7:08,2711,Foul on Reggie Jones.,57,76
7:08,-1,Isaac Gillum made Free Throw.,58,76
7:08,-1,Isaac Gillum made Free Throw.,59,76
7:02,-1,Justin Penn missed Three Point Jumper.,59,76
6:55,2711,Brandon Johnson Offensive Rebound.,59,76
6:50,2711,Brandon Johnson made Dunk.,59,78
6:46,-1,Eldridge Mason missed Three Point Jumper.,59,78
6:46,-1,Marygrove College Offensive Rebound.,59,78
6:40,-1,Angus Bennett missed Jumper.,59,78
6:40,-1,Angus Bennett Offensive Rebound.,59,78
6:34,-1,Angus Bennett Turnover.,59,78
6:20,2711,Seth Dugan Turnover.,59,78
6:16,-1,Nate Taylor missed Three Point Jumper.,59,78
6:16,2711,Brandon Johnson Defensive Rebound.,59,78
6:05,-1,Foul on Nate Taylor.,59,78
6:05,2711,Seth Dugan made Free Throw.,59,79
6:05,2711,Seth Dugan missed Free Throw.,59,79
6:05,-1,Ta'Kein Dixson Defensive Rebound.,59,79
6:00,-1,Isaac Gillum missed Layup.,59,79
6:00,2711,Western Michigan Defensive Rebound.,59,79
5:46,2711,Josh Davis made Layup.,59,81
5:33,-1,Ta'Kein Dixson missed Layup.,59,81
5:33,2711,Brandon Johnson Defensive Rebound.,59,81
5:28,2711,Brandon Johnson Turnover.,59,81
5:27,-1,Isaac Gillum Steal.,59,81
5:26,-1,Ta'Kein Dixson missed Three Point Jumper.,59,81
5:26,-1,Isaac Gillum Offensive Rebound.,59,81
5:23,2711,Foul on Thomas Wilder.,59,81
5:23,-1,Isaac Gillum made Free Throw.,60,81
5:23,-1,Isaac Gillum missed Free Throw.,60,81
5:23,2711,Brandon Johnson Defensive Rebound.,60,81
5:18,2711,Jared Printy missed Layup.,60,81
5:18,2711,Jared Printy Offensive Rebound.,60,81
5:07,2711,Joeviair Kennedy made Layup.,60,83
4:53,-1,Isaac Gillum Turnover.,60,83
4:53,-1,Foul on Isaac Gillum.,60,83
4:47,2711,Josh Davis missed Three Point Jumper.,60,83
4:47,-1,Anthony Martin Defensive Rebound.,60,83
4:29,-1,Angus Bennett missed Jumper.,60,83
4:29,-1,Angus Bennett Offensive Rebound.,60,83
4:25,-1,Angus Bennett made Layup.,62,83
4:12,2711,Thomas Wilder missed Jumper.,62,83
4:12,-1,Marygrove College Defensive Rebound.,62,83
3:54,-1,Jerome Wheeler missed Jumper.,62,83
3:54,2711,Josh Davis Defensive Rebound.,62,83
3:46,2711,Josh Davis missed Three Point Jumper.,62,83
3:46,2711,Adida Ikongshul Offensive Rebound.,62,83
3:40,2711,Adida Ikongshul missed Layup.,62,83
3:40,2711,Drake LaMont Offensive Rebound.,62,83
3:38,2711,Drake LaMont made Layup.,62,85
3:21,-1,Angus Bennett missed Three Point Jumper.,62,85
3:21,2711,Jared Printy Defensive Rebound.,62,85
3:11,2711,Drake LaMont missed Jumper.,62,85
3:11,-1,Angus Bennett Defensive Rebound.,62,85
2:55,-1,Angus Bennett made Layup. Assisted by Darrell Ivy.,64,85
2:39,2711,Jared Printy missed Three Point Jumper.,64,85
2:39,2711,Josh Davis Offensive Rebound.,64,85
2:35,2711,Josh Davis missed Jumper.,64,85
2:35,2711,Drake LaMont Offensive Rebound.,64,85
2:31,-1,Foul on Angus Bennett.,64,85
2:31,2711,Official TV Timeout,64,85
2:31,2711,Drake LaMont missed Free Throw.,64,85
2:31,2711,Western Michigan Deadball Team Rebound.,64,85
2:31,2711,Drake LaMont missed Free Throw.,64,85
2:31,2711,Reggie Jones Offensive Rebound.,64,85
2:25,2711,Jarrin Randall missed Three Point Jumper.,64,85
2:25,2711,Drake LaMont Offensive Rebound.,64,85
2:18,2711,Drake LaMont Turnover.,64,85
2:17,-1,Darrell Ivy Steal.,64,85
2:04,2711,Foul on Jarrin Randall.,64,85
2:04,-1,Darrell Ivy missed Free Throw.,64,85
2:04,-1,Marygrove College Deadball Team Rebound.,64,85
2:04,-1,Darrell Ivy missed Free Throw.,64,85
2:04,2711,Adida Ikongshul Defensive Rebound.,64,85
1:55,-1,Foul on Anthony Martin.,64,85
1:55,2711,Reggie Jones made Free Throw.,64,86
1:55,2711,Reggie Jones missed Free Throw.,64,86
1:55,-1,Elijah Ingram Defensive Rebound.,64,86
1:42,-1,Anthony Martin missed Three Point Jumper.,64,86
1:42,2711,Reggie Jones Defensive Rebound.,64,86
1:37,-1,Foul on Jerome Wheeler.,64,86
1:37,2711,Reggie Jones made Free Throw.,64,87
1:37,-1,Marygrove College  Timeout,64,87
1:37,2711,Reggie Jones made Free Throw.,64,88
1:28,-1,Darrell Ivy made Three Point Jumper.,67,88
1:20,2711,Jarrin Randall missed Three Point Jumper.,67,88
1:20,-1,Marygrove College Defensive Rebound.,67,88
1:06,-1,Shaun Phillips made Jumper. Assisted by Jerome Wheeler.,69,88
0:53,2711,Maxwell Omili made Dunk. Assisted by Reggie Jones.,69,90
0:39,-1,Shaun Phillips made Layup. Assisted by Darrell Ivy.,71,90
0:32,2711,Maxwell Omili Turnover.,71,90
0:10,-1,Darrell Ivy made Three Point Jumper.,74,90
