Newberry,Error,Charlotte,2429
8:28,2429,JC Washington Steal.,25,24
8:26,2429,Andrien White missed Three Point Jumper.,25,24
8:26,-1,Newberry Defensive Rebound.,25,24
8:11,-1,Rob Valentine missed Three Point Jumper.,25,24
8:11,2429,Andrien White Defensive Rebound.,25,24
7:55,2429,Hudson Price missed Three Point Jumper.,25,24
7:55,2429,Quentin Jackson Offensive Rebound.,25,24
7:47,2429,JC Washington missed Jumper.,25,24
7:47,2429,JC Washington Offensive Rebound.,25,24
7:46,2429,JC Washington made Jumper.,25,26
7:46,-1,Foul on Rob Valentine.,25,26
7:46,2429,Official TV Timeout,25,26
7:46,2429,JC Washington missed Free Throw.,25,26
7:46,-1,Quaman Burton Defensive Rebound.,25,26
7:37,-1,Quaman Burton missed Jumper.,25,26
7:37,2429,JC Washington Defensive Rebound.,25,26
7:30,-1,Foul on Quaman Burton.,25,26
7:26,2429,Braxton Ogbueze missed Three Point Jumper.,25,26
7:26,-1,Sikander Nielsen Defensive Rebound.,25,26
7:23,2429,Foul on JC Washington.,25,26
7:13,-1,D.J. Copeland Turnover.,25,26
7:12,2429,Quentin Jackson Steal.,25,26
7:09,2429,Quentin Jackson made Layup.,25,28
6:53,-1,D.J. Copeland Turnover.,25,28
6:42,2429,Braxton Ogbueze made Jumper.,25,30
6:41,-1,Foul on Rob Valentine.,25,30
6:41,2429,Braxton Ogbueze made Free Throw.,25,31
6:35,-1,Marshall Lange Turnover.,25,31
6:28,2429,Andrien White missed Three Point Jumper.,25,31
6:28,-1,Rob Valentine Defensive Rebound.,25,31
6:00,-1,Mason Spease Turnover.,25,31
5:58,2429,Quentin Jackson Steal.,25,31
5:52,2429,Andrien White missed Jumper.,25,31
5:52,-1,Marshall Lange Defensive Rebound.,25,31
5:44,-1,Marshall Lange made Three Point Jumper.,28,31
5:30,2429,Hudson Price made Layup.,28,33
5:30,-1,Foul on Mason Spease.,28,33
5:30,2429,Hudson Price missed Free Throw.,28,33
5:30,-1,James Stepp Defensive Rebound.,28,33
5:19,-1,D.J. Copeland missed Jumper.,28,33
5:19,2429,Hudson Price Defensive Rebound.,28,33
5:10,2429,Andrien White missed Three Point Jumper.,28,33
5:10,-1,Sikander Nielsen Defensive Rebound.,28,33
5:01,-1,James Stepp missed Three Point Jumper.,28,33
5:01,2429,Quentin Jackson Defensive Rebound.,28,33
4:53,2429,Quentin Jackson Turnover.,28,33
4:53,2429,Charlotte  Timeout,28,33
4:39,2429,Foul on Quentin Jackson.,28,33
4:39,-1,D.J. Copeland missed Free Throw.,28,33
4:39,-1,Newberry Deadball Team Rebound.,28,33
4:39,-1,D.J. Copeland made Free Throw.,29,33
4:21,-1,Foul on Sikander Nielsen.,29,33
4:21,2429,Quentin Jackson missed Free Throw.,29,33
4:21,-1,Amp Moore Defensive Rebound.,29,33
4:13,-1,James Stepp missed Jumper.,29,33
4:13,2429,Hudson Price Block.,29,33
4:11,2429,Braxton Ogbueze Defensive Rebound.,29,33
4:02,2429,Quentin Jackson missed Three Point Jumper.,29,33
4:02,2429,Reid Aube Offensive Rebound.,29,33
3:55,2429,Braxton Ogbueze made Layup.,29,35
3:25,-1,D.J. Copeland made Layup.,31,35
3:25,2429,Foul on Reid Aube.,31,35
3:25,2429,Official TV Timeout,31,35
3:25,-1,D.J. Copeland made Free Throw.,32,35
3:12,2429,Quentin Jackson Turnover.,32,35
3:10,-1,James Stepp Steal.,32,35
3:00,-1,Sikander Nielsen made Layup.,34,35
2:44,2429,Quentin Jackson made Jumper. Assisted by Braxton Ogbueze.,34,37
2:43,-1,Foul on James Stepp.,34,37
2:43,2429,Quentin Jackson missed Free Throw.,34,37
2:43,2429,Andrien White Offensive Rebound.,34,37
2:36,2429,Andrien White missed Jumper.,34,37
2:36,-1,Xavier Hill Defensive Rebound.,34,37
2:26,-1,Marshall Lange missed Jumper.,34,37
2:26,2429,JC Washington Block.,34,37
2:24,-1,Newberry Offensive Rebound.,34,37
2:13,-1,Marshall Lange missed Three Point Jumper.,34,37
2:13,2429,Charlotte Defensive Rebound.,34,37
2:05,2429,Jon Davis made Layup.,34,39
1:58,-1,Gerald Evans missed Three Point Jumper.,34,39
1:58,-1,Xavier Hill Offensive Rebound.,34,39
1:55,2429,Foul on JC Washington.,34,39
1:55,-1,Xavier Hill made Free Throw.,35,39
1:55,-1,Xavier Hill made Free Throw.,36,39
1:43,2429,Braxton Ogbueze made Jumper.,36,41
1:31,-1,Gerald Evans made Layup.,38,41
1:22,2429,Braxton Ogbueze Turnover.,38,41
1:21,-1,Xavier Hill Steal.,38,41
1:05,-1,Marshall Lange missed Jumper.,38,41
1:05,2429,Reid Aube Defensive Rebound.,38,41
0:49,2429,Andrien White missed Three Point Jumper.,38,41
0:49,-1,Newberry Defensive Rebound.,38,41
0:46,-1,Newberry  Timeout,38,41
0:30,-1,Xavier Hill Turnover.,38,41
0:10,2429,Foul on Jon Davis.,38,41
0:10,2429,Jon Davis Turnover.,38,41
0:04,-1,Marshall Lange missed Three Point Jumper.,38,41
0:04,2429,Reid Aube Block.,38,41
0:01,-1,Marshall Lange Offensive Rebound.,38,41
0:00,-1,Marshall Lange missed Jumper.,38,41
0:00,2429,Charlotte Defensive Rebound.,38,41
0:00,2429,End of 1st half,38,41
19:44,-1,Rob Valentine missed Jumper.,38,41
19:44,2429,Anthony Vanhook Defensive Rebound.,38,41
19:27,2429,Anthony Vanhook missed Layup.,38,41
19:27,-1,Marshall Lange Defensive Rebound.,38,41
19:13,-1,Marshall Lange made Layup.,40,41
19:01,2429,Jon Davis Turnover.,40,41
18:59,-1,Amp Moore Steal.,40,41
18:50,-1,Amp Moore missed Jumper.,40,41
18:35,-1,Mason Spease made Three Point Jumper. Assisted by Gerald Evans.,43,41
18:28,2429,Anthony Vanhook missed Jumper.,43,41
18:28,-1,Amp Moore Block.,43,41
18:26,-1,Amp Moore Defensive Rebound.,43,41
18:19,-1,Mason Spease missed Jumper.,43,41
18:19,2429,JC Washington Block.,43,41
18:18,2429,Braxton Ogbueze Defensive Rebound.,43,41
18:18,-1,Foul on Mason Spease.,43,41
18:18,-1,Technical Foul on Mason Spease.,43,41
18:18,2429,Braxton Ogbueze made Free Throw.,43,42
18:07,2429,Braxton Ogbueze missed Jumper.,43,42
18:07,2429,Jon Davis Offensive Rebound.,43,42
18:02,2429,Jon Davis missed Jumper.,43,42
18:02,-1,D.J. Copeland Defensive Rebound.,43,42
17:53,-1,James Stepp made Three Point Jumper. Assisted by Quaman Burton.,46,42
17:38,2429,Andrien White made Three Point Jumper. Assisted by Anthony Vanhook.,46,45
17:27,-1,Quaman Burton missed Jumper.,46,45
17:27,2429,Jon Davis Defensive Rebound.,46,45
17:13,2429,Jon Davis Turnover.,46,45
17:11,-1,Xavier Hill Steal.,46,45
16:55,2429,Foul on Andrien White.,46,45
16:55,-1,Sikander Nielsen made Free Throw.,47,45
16:55,-1,Sikander Nielsen missed Free Throw.,47,45
16:55,2429,Anthony Vanhook Defensive Rebound.,47,45
16:54,-1,Foul on Quaman Burton.,47,45
16:45,-1,Foul on D.J. Copeland.,47,45
16:43,2429,Andrien White Turnover.,47,45
16:36,-1,Foul on Quaman Burton.,47,45
16:36,-1,Quaman Burton Turnover.,47,45
16:18,2429,Anthony Vanhook missed Layup.,47,45
16:18,-1,Newberry Defensive Rebound.,47,45
16:08,2429,Foul on Anthony Vanhook.,47,45
16:08,-1,D.J. Copeland made Free Throw.,48,45
16:08,-1,D.J. Copeland missed Free Throw.,48,45
16:08,2429,Hudson Price Defensive Rebound.,48,45
15:54,-1,Foul on Musah Sackor.,48,45
15:54,2429,Official TV Timeout,48,45
15:54,2429,Braxton Ogbueze made Free Throw.,48,46
15:54,2429,Braxton Ogbueze made Free Throw.,48,47
15:44,-1,Jamaal Satisfield missed Layup.,48,47
15:44,-1,Musah Sackor Offensive Rebound.,48,47
15:32,-1,Amp Moore made Jumper.,50,47
15:18,-1,Foul on Musah Sackor.,50,47
15:13,2429,Jon Davis missed Jumper.,50,47
15:13,-1,Musah Sackor Defensive Rebound.,50,47
15:02,-1,Gerald Evans made Three Point Jumper. Assisted by Musah Sackor.,53,47
14:54,2429,Quentin Jackson Turnover.,53,47
14:52,-1,Gerald Evans Steal.,53,47
14:51,-1,Musah Sackor made Layup. Assisted by Gerald Evans.,55,47
14:50,2429,Charlotte  Timeout,55,47
14:50,2429,Official TV Timeout,55,47
14:39,2429,Braxton Ogbueze missed Three Point Jumper.,55,47
14:39,-1,Quaman Burton Defensive Rebound.,55,47
14:30,-1,Xavier Hill made Layup. Assisted by Quaman Burton.,57,47
14:12,2429,Jon Davis Turnover.,57,47
14:12,-1,Quaman Burton Steal.,57,47
13:51,-1,Quaman Burton missed Three Point Jumper.,57,47
13:51,2429,Quentin Jackson Defensive Rebound.,57,47
13:44,2429,Quentin Jackson made Layup.,57,49
13:36,2429,Foul on Jon Davis.,57,49
13:30,-1,Luke Gibson made Layup.,59,49
13:16,2429,Anthony Vanhook made Layup. Assisted by Quentin Jackson.,59,51
13:08,-1,Xavier Hill made Layup. Assisted by Quaman Burton.,61,51
12:56,2429,Andrien White missed Three Point Jumper.,61,51
12:56,-1,Luke Gibson Defensive Rebound.,61,51
12:41,-1,Quaman Burton Turnover.,61,51
12:37,2429,Braxton Ogbueze made Layup.,61,53
12:17,-1,Gerald Evans made Three Point Jumper. Assisted by Mason Spease.,64,53
12:09,2429,Anthony Vanhook Turnover.,64,53
12:07,-1,Rob Valentine made Three Point Jumper. Assisted by Gerald Evans.,67,53
11:50,2429,Braxton Ogbueze made Jumper.,67,55
11:44,-1,Rob Valentine missed Three Point Jumper.,67,55
11:44,2429,Andrien White Defensive Rebound.,67,55
11:32,2429,Andrien White made Layup.,67,57
11:25,2429,Foul on JC Washington.,67,57
11:25,2429,Official TV Timeout,67,57
11:10,-1,Xavier Hill missed Three Point Jumper.,67,57
11:10,2429,Andrien White Defensive Rebound.,67,57
10:56,2429,Andrien White missed Three Point Jumper.,67,57
10:56,-1,Quaman Burton Defensive Rebound.,67,57
10:39,-1,Sikander Nielsen missed Jumper.,67,57
10:39,2429,Andrien White Defensive Rebound.,67,57
10:30,2429,Braxton Ogbueze missed Jumper.,67,57
10:30,2429,Reid Aube Offensive Rebound.,67,57
10:25,2429,Anthony Vanhook missed Jumper.,67,57
10:25,2429,Jon Davis Offensive Rebound.,67,57
10:18,2429,Jon Davis made Layup.,67,59
10:05,-1,Musah Sackor Turnover.,67,59
10:03,2429,Andrien White Steal.,67,59
9:52,-1,Foul on Gerald Evans.,67,59
9:52,2429,Jon Davis made Free Throw.,67,60
9:52,2429,Jon Davis made Free Throw.,67,61
9:42,2429,Foul on Reid Aube.,67,61
9:42,-1,Amp Moore missed Free Throw.,67,61
9:42,-1,Newberry Deadball Team Rebound.,67,61
9:42,-1,Amp Moore made Free Throw.,68,61
9:36,2429,Reid Aube made Layup. Assisted by Anthony Vanhook.,68,63
9:21,-1,Mason Spease missed Jumper.,68,63
9:21,2429,Reid Aube Defensive Rebound.,68,63
8:58,2429,Jon Davis made Three Point Jumper.,68,66
8:34,-1,Xavier Hill made Jumper.,70,66
8:17,2429,Jon Davis made Layup.,70,68
7:59,2429,Official TV Timeout,70,68
7:47,-1,Amp Moore Turnover.,70,68
7:37,2429,Jon Davis made Jumper.,70,70
7:22,-1,Amp Moore missed Jumper.,70,70
7:22,2429,Jon Davis Defensive Rebound.,70,70
7:19,-1,Foul on Amp Moore.,70,70
7:19,2429,Jon Davis made Free Throw.,70,71
7:19,2429,Jon Davis made Free Throw.,70,72
6:55,-1,Xavier Hill Turnover.,70,72
6:44,2429,Jon Davis made Three Point Jumper.,70,75
6:31,-1,Quaman Burton missed Jumper.,70,75
6:31,2429,Quentin Jackson Defensive Rebound.,70,75
6:24,2429,Anthony Vanhook made Layup. Assisted by Quentin Jackson.,70,77
6:21,-1,Newberry  Timeout,70,77
6:10,-1,Luke Gibson missed Three Point Jumper.,70,77
6:10,2429,Quentin Jackson Defensive Rebound.,70,77
5:56,2429,Braxton Ogbueze made Three Point Jumper. Assisted by Anthony Vanhook.,70,80
5:38,-1,Mason Spease missed Three Point Jumper.,70,80
5:38,2429,Braxton Ogbueze Defensive Rebound.,70,80
5:31,2429,Jon Davis made Layup. Assisted by Braxton Ogbueze.,70,82
5:31,-1,Foul on Mason Spease.,70,82
5:31,2429,Jon Davis made Free Throw.,70,83
5:16,-1,Sikander Nielsen missed Jumper.,70,83
5:16,2429,Reid Aube Defensive Rebound.,70,83
5:07,2429,Jon Davis made Three Point Jumper. Assisted by Braxton Ogbueze.,70,86
4:40,-1,D.J. Copeland made Three Point Jumper. Assisted by James Stepp.,73,86
4:24,-1,Foul on Sikander Nielsen.,73,86
4:24,2429,Braxton Ogbueze made Free Throw.,73,87
4:20,-1,D.J. Copeland made Three Point Jumper. Assisted by Sikander Nielsen.,76,87
4:13,2429,Braxton Ogbueze made Free Throw.,76,88
4:05,2429,Braxton Ogbueze made Three Point Jumper.,76,91
3:57,-1,Xavier Hill missed Layup.,76,91
3:57,2429,Braxton Ogbueze Defensive Rebound.,76,91
3:52,-1,Foul on James Stepp.,76,91
3:43,2429,Official TV Timeout,76,91
3:43,2429,Quentin Jackson made Free Throw.,76,92
3:43,2429,Quentin Jackson made Free Throw.,76,93
3:33,-1,Mason Spease Turnover.,76,93
3:31,2429,Quentin Jackson Steal.,76,93
3:19,-1,Foul on Musah Sackor.,76,93
3:19,2429,Quentin Jackson missed Free Throw.,76,93
3:19,2429,Charlotte Deadball Team Rebound.,76,93
3:19,2429,Quentin Jackson missed Free Throw.,76,93
3:19,2429,Reid Aube Offensive Rebound.,76,93
3:04,-1,Foul on Luke Gibson.,76,93
3:04,2429,Anthony Vanhook made Free Throw.,76,94
3:04,2429,Anthony Vanhook made Free Throw.,76,95
2:57,-1,Jamaal Satisfield missed Jumper.,76,95
2:57,2429,Reid Aube Block.,76,95
2:55,-1,Jamaal Satisfield Offensive Rebound.,76,95
2:53,-1,Jamaal Satisfield missed Jumper.,76,95
2:53,2429,Quentin Jackson Block.,76,95
2:53,-1,Newberry Offensive Rebound.,76,95
2:47,2429,Foul on Quentin Jackson.,76,95
2:47,-1,Mason Spease missed Free Throw.,76,95
2:47,-1,Newberry Deadball Team Rebound.,76,95
2:47,-1,Mason Spease made Free Throw.,77,95
2:42,2429,JC Washington made Dunk. Assisted by Anthony Vanhook.,77,97
2:31,-1,Gerald Evans made Three Point Jumper. Assisted by Amp Moore.,80,97
2:22,2429,Jon Davis made Layup.,80,99
2:10,-1,James Stepp missed Three Point Jumper.,80,99
2:10,-1,Xavier Hill Offensive Rebound.,80,99
2:03,-1,D.J. Copeland made Three Point Jumper. Assisted by Xavier Hill.,83,99
1:40,2429,Quentin Jackson Turnover.,83,99
1:40,-1,Quaman Burton Steal.,83,99
1:38,-1,Sikander Nielsen missed Three Point Jumper.,83,99
1:38,-1,Sikander Nielsen Offensive Rebound.,83,99
1:35,2429,Foul on Lukas Bergang.,83,99
1:35,-1,Sikander Nielsen missed Free Throw.,83,99
1:35,2429,JC Washington Defensive Rebound.,83,99
1:07,2429,JC Washington made Layup.,83,101
0:56,-1,Quaman Burton missed Layup.,83,101
0:56,2429,Braxton Ogbueze Defensive Rebound.,83,101
0:52,2429,Braxton Ogbueze Turnover.,83,101
0:45,2429,Foul on Braxton Ogbueze.,83,101
0:45,-1,Luke Gibson made Free Throw.,84,101
0:45,-1,Luke Gibson made Free Throw.,85,101
0:28,2429,Lukas Bergang Turnover.,85,101
0:26,-1,James Stepp Steal.,85,101
0:23,-1,D.J. Copeland made Three Point Jumper. Assisted by Sikander Nielsen.,88,101
0:00,2429,End of Game,88,101
