Southeast Missouri State,356,Illinois,2546
12:56,356,Maverick Morgan made Jumper.,14,12
12:41,2546,Milos Vranes made Three Point Jumper. Assisted by Tahj Eaddy.,17,12
12:22,356,Maverick Morgan made Jumper.,17,14
12:04,2546,Dondre Duffus missed Three Point Jumper.,17,14
12:04,356,Tracy Abrams Defensive Rebound.,17,14
11:55,356,Tracy Abrams Turnover.,17,14
11:55,356,Official TV Timeout,17,14
11:38,2546,Milos Vranes made Layup.,19,14
11:08,356,Michael Finke missed Three Point Jumper.,19,14
11:08,2546,Daniel Simmons Defensive Rebound.,19,14
10:55,2546,Trey Kellum missed Jumper.,19,14
10:55,356,Michael Finke Defensive Rebound.,19,14
10:49,356,Maverick Morgan made Jumper. Assisted by Jaylon Tate.,19,16
10:27,2546,Daniel Simmons missed Jumper.,19,16
10:27,2546,Trey Kellum Offensive Rebound.,19,16
10:25,356,Foul on Tracy Abrams.,19,16
9:59,2546,Trey Kellum missed Jumper.,19,16
9:59,356,Maverick Morgan Block.,19,16
9:56,2546,Trey Kellum Offensive Rebound.,19,16
9:55,2546,Trey Kellum Turnover.,19,16
9:35,356,Jalen Coleman-Lands missed Three Point Jumper.,19,16
9:35,356,Maverick Morgan Offensive Rebound.,19,16
9:31,356,Maverick Morgan made Layup.,19,18
9:13,2546,Trey Kellum made Jumper. Assisted by Jonathan Dalton.,21,18
9:13,356,Foul on Michael Finke.,21,18
9:13,2546,Trey Kellum made Free Throw.,22,18
8:59,356,Jalen Coleman-Lands missed Three Point Jumper.,22,18
8:59,2546,Denzel Mahoney Defensive Rebound.,22,18
8:49,2546,Daniel Simmons missed Three Point Jumper.,22,18
8:49,356,Malcolm Hill Defensive Rebound.,22,18
8:38,356,Maverick Morgan Turnover.,22,18
8:23,2546,Denzel Mahoney missed Three Point Jumper.,22,18
8:23,356,Aaron Jordan Defensive Rebound.,22,18
8:01,2546,Foul on Daniel Simmons.,22,18
7:54,356,Malcolm Hill missed Three Point Jumper.,22,18
7:54,2546,Antonius Cleveland Defensive Rebound.,22,18
7:37,2546,Jamaal Calvin made Three Point Jumper.,25,18
7:08,356,Tracy Abrams made Layup.,25,20
6:50,2546,Joel Angus III missed Jumper.,25,20
6:50,356,Mike Thorne Jr. Block.,25,20
6:48,356,Mike Thorne Jr. Defensive Rebound.,25,20
6:37,356,Mike Thorne Jr. made Jumper.,25,22
6:33,2546,SE Missouri St  Timeout,25,22
6:22,2546,Antonius Cleveland missed Jumper.,25,22
6:22,356,Illinois Deadball Team Rebound.,25,22
6:20,2546,Foul on Trey Kellum.,25,22
6:20,356,Mike Thorne Jr. missed Free Throw.,25,22
6:20,2546,Joel Angus III Defensive Rebound.,25,22
6:03,2546,Denzel Mahoney missed Jumper.,25,22
6:03,356,Maverick Morgan Block.,25,22
6:01,356,Malcolm Hill Defensive Rebound.,25,22
5:57,356,Jalen Coleman-Lands missed Three Point Jumper.,25,22
5:57,2546,SE Missouri St Deadball Team Rebound.,25,22
5:55,356,Foul on Aaron Jordan.,25,22
5:40,356,Foul on Aaron Jordan.,25,22
5:40,2546,Daniel Simmons missed Free Throw.,25,22
5:40,356,Malcolm Hill Defensive Rebound.,25,22
5:35,356,Jalen Coleman-Lands missed Three Point Jumper.,25,22
5:35,2546,Antonius Cleveland Defensive Rebound.,25,22
5:20,2546,Denzel Mahoney missed Three Point Jumper.,25,22
5:20,356,Tracy Abrams Defensive Rebound.,25,22
5:08,2546,Foul on Denzel Mahoney.,25,22
5:08,356,Malcolm Hill made Free Throw.,25,23
5:08,356,Malcolm Hill made Free Throw.,25,24
4:53,2546,Milos Vranes Turnover.,25,24
4:51,356,Tracy Abrams Steal.,25,24
4:48,356,D.J. Williams made Layup. Assisted by Jaylon Tate.,25,26
4:38,2546,Antonius Cleveland missed Jumper.,25,26
4:38,356,D.J. Williams Defensive Rebound.,25,26
4:37,2546,Foul on Milos Vranes.,25,26
4:37,356,Michael Finke made Free Throw.,25,27
4:37,356,Michael Finke missed Free Throw.,25,27
4:37,356,Illinois Offensive Rebound.,25,27
4:27,356,Tracy Abrams made Three Point Jumper. Assisted by Jaylon Tate.,25,30
3:52,2546,Antonius Cleveland missed Jumper.,25,30
3:52,356,D.J. Williams Block.,25,30
3:50,356,Illinois Defensive Rebound.,25,30
3:50,356,Official TV Timeout,25,30
3:35,356,Foul on Maverick Morgan.,25,30
3:35,356,Maverick Morgan Turnover.,25,30
3:15,2546,Daniel Simmons missed Jumper.,25,30
3:15,356,Maverick Morgan Defensive Rebound.,25,30
2:58,356,D.J. Williams missed Jumper.,25,30
2:58,2546,Antonius Cleveland Defensive Rebound.,25,30
2:49,2546,Tahj Eaddy made Three Point Jumper. Assisted by Dondre Duffus.,28,30
2:27,356,Malcolm Hill made Three Point Jumper. Assisted by Jaylon Tate.,28,33
1:51,2546,SE Missouri St  Turnover.,28,33
1:36,356,Maverick Morgan made Layup. Assisted by Tracy Abrams.,28,35
1:09,2546,Trey Kellum made Jumper. Assisted by Antonius Cleveland.,30,35
1:09,356,Foul on Maverick Morgan.,30,35
1:09,2546,Trey Kellum made Free Throw.,31,35
0:58,356,Tracy Abrams Turnover.,31,35
0:47,2546,Dondre Duffus missed Jumper.,31,35
0:47,356,Mike Thorne Jr. Defensive Rebound.,31,35
0:36,356,D.J. Williams made Layup.,31,37
0:04,2546,Antonius Cleveland missed Jumper.,31,37
0:04,356,Malcolm Hill Defensive Rebound.,31,37
0:00,356,Jalen Coleman-Lands missed Three Point Jumper.,31,37
0:00,2546,SE Missouri St Deadball Team Rebound.,31,37
0:00,356,End of 1st half,31,37
19:50,2546,Jaylen Benton missed Three Point Jumper.,31,37
19:50,2546,Jamaal Calvin Offensive Rebound.,31,37
19:33,2546,Trey Kellum missed Jumper.,31,37
19:33,356,Malcolm Hill Defensive Rebound.,31,37
19:18,356,Malcolm Hill made Jumper.,31,39
18:47,356,Foul on Maverick Morgan.,31,39
18:36,2546,Antonius Cleveland missed Layup.,31,39
18:36,2546,Trey Kellum Offensive Rebound.,31,39
18:35,2546,Foul on Antonius Cleveland.,31,39
18:35,2546,Antonius Cleveland Turnover.,31,39
18:26,2546,Foul on Denzel Mahoney.,31,39
18:17,356,Jaylon Tate Turnover.,31,39
18:11,2546,Jamaal Calvin missed Three Point Jumper.,31,39
18:11,356,Malcolm Hill Defensive Rebound.,31,39
18:03,356,Michael Finke made Three Point Jumper. Assisted by Jaylon Tate.,31,42
17:45,2546,Foul on Milos Vranes.,31,42
17:45,2546,Milos Vranes Turnover.,31,42
17:29,356,Tracy Abrams made Three Point Jumper. Assisted by Malcolm Hill.,31,45
17:03,2546,Daniel Simmons missed Jumper.,31,45
17:03,356,Michael Finke Defensive Rebound.,31,45
17:00,356,Michael Finke Turnover.,31,45
16:46,2546,Milos Vranes made Jumper.,33,45
16:30,356,Mike Thorne Jr. Turnover.,33,45
16:05,2546,Milos Vranes missed Three Point Jumper.,33,45
16:05,2546,Trey Kellum Offensive Rebound.,33,45
15:58,2546,SE Missouri St  Turnover.,33,45
15:38,2546,Foul on Dondre Duffus.,33,45
15:38,356,Official TV Timeout,33,45
15:38,356,Malcolm Hill made Jumper. Assisted by Tracy Abrams.,33,47
15:11,2546,Daniel Simmons made Three Point Jumper. Assisted by Dondre Duffus.,36,47
14:51,356,Jalen Coleman-Lands made Three Point Jumper. Assisted by D.J. Williams.,36,50
14:33,356,Foul on Tracy Abrams.,36,50
14:17,2546,Trey Kellum missed Layup.,36,50
14:17,356,Mike Thorne Jr. Defensive Rebound.,36,50
14:10,356,Jalen Coleman-Lands Turnover.,36,50
14:09,2546,Milos Vranes Steal.,36,50
14:06,2546,Milos Vranes made Layup.,38,50
13:35,356,Tracy Abrams missed Three Point Jumper.,38,50
13:35,2546,Daniel Simmons Defensive Rebound.,38,50
13:11,2546,Jonathan Dalton missed Jumper.,38,50
13:11,356,Mike Thorne Jr. Block.,38,50
13:09,356,Mike Thorne Jr. Defensive Rebound.,38,50
13:06,356,Foul on Malcolm Hill.,38,50
13:06,356,Malcolm Hill Turnover.,38,50
12:58,2546,Dondre Duffus Turnover.,38,50
12:50,356,Aaron Jordan missed Three Point Jumper.,38,50
12:50,2546,Dondre Duffus Defensive Rebound.,38,50
12:42,2546,Milos Vranes made Three Point Jumper. Assisted by Dondre Duffus.,41,50
12:25,2546,Foul on Jonathan Dalton.,41,50
12:09,356,Jalen Coleman-Lands missed Three Point Jumper.,41,50
12:09,2546,SE Missouri St Defensive Rebound.,41,50
11:51,2546,Milos Vranes Turnover.,41,50
11:51,356,Official TV Timeout,41,50
11:23,356,Jaylon Tate missed Three Point Jumper.,41,50
11:23,356,Michael Finke Offensive Rebound.,41,50
11:14,356,Jalen Coleman-Lands missed Three Point Jumper.,41,50
11:14,356,Michael Finke Offensive Rebound.,41,50
11:09,356,Michael Finke made Dunk.,41,52
10:56,2546,Antonius Cleveland made Dunk.,43,52
10:46,356,Malcolm Hill made Three Point Jumper.,43,55
10:26,2546,Daniel Simmons missed Three Point Jumper.,43,55
10:26,356,Jaylon Tate Defensive Rebound.,43,55
10:21,356,Jaylon Tate Turnover.,43,55
10:18,2546,Milos Vranes Steal.,43,55
10:17,2546,Jamaal Calvin Turnover.,43,55
10:03,2546,Foul on Milos Vranes.,43,55
10:02,2546,Foul on Daniel Simmons.,43,55
10:02,356,Malcolm Hill made Free Throw.,43,56
10:02,356,Malcolm Hill made Free Throw.,43,57
10:02,356,Malcolm Hill made Free Throw.,43,58
9:40,2546,Trey Kellum missed Jumper.,43,58
9:40,356,Michael Finke Defensive Rebound.,43,58
9:32,356,Michael Finke made Three Point Jumper. Assisted by Malcolm Hill.,43,61
9:09,2546,Dondre Duffus Turnover.,43,61
9:09,356,Jaylon Tate Steal.,43,61
8:47,356,Jaylon Tate made Layup.,43,63
8:27,2546,Jaylen Benton missed Three Point Jumper.,43,63
8:27,356,Maverick Morgan Defensive Rebound.,43,63
8:14,356,Maverick Morgan made Jumper. Assisted by Tracy Abrams.,43,65
7:59,2546,SE Missouri St  Timeout,43,65
7:43,2546,Tahj Eaddy made Three Point Jumper. Assisted by Daniel Simmons.,46,65
7:18,356,Official TV Timeout,46,65
7:18,356,Illinois  Turnover.,46,65
7:05,356,Foul on Mike Thorne Jr..,46,65
7:05,2546,Denzel Mahoney missed Free Throw.,46,65
7:05,2546,SE Missouri St Deadball Team Rebound.,46,65
7:05,2546,Denzel Mahoney missed Free Throw.,46,65
7:05,356,Mike Thorne Jr. Defensive Rebound.,46,65
6:44,356,Michael Finke missed Three Point Jumper.,46,65
6:44,356,D.J. Williams Offensive Rebound.,46,65
6:39,356,D.J. Williams missed Jumper.,46,65
6:39,2546,Trey Kellum Defensive Rebound.,46,65
6:33,2546,Daniel Simmons Turnover.,46,65
6:17,356,Mike Thorne Jr. Turnover.,46,65
6:14,2546,Daniel Simmons missed Three Point Jumper.,46,65
6:14,2546,Tahj Eaddy Offensive Rebound.,46,65
6:05,2546,Daniel Simmons made Jumper.,48,65
5:54,356,Illinois  Timeout,48,65
5:29,356,Jalen Coleman-Lands made Three Point Jumper. Assisted by Jaylon Tate.,48,68
5:07,2546,Tahj Eaddy missed Three Point Jumper.,48,68
5:07,356,Michael Finke Defensive Rebound.,48,68
4:58,356,Malcolm Hill missed Three Point Jumper.,48,68
4:58,2546,Tahj Eaddy Defensive Rebound.,48,68
4:51,2546,Jaylen Benton made Three Point Jumper. Assisted by Tahj Eaddy.,51,68
4:42,356,Jalen Coleman-Lands made Three Point Jumper. Assisted by Malcolm Hill.,51,71
4:05,2546,Daniel Simmons missed Jumper.,51,71
4:05,2546,Daniel Simmons Offensive Rebound.,51,71
4:00,2546,Tahj Eaddy made Three Point Jumper. Assisted by Daniel Simmons.,54,71
3:52,356,Maverick Morgan Turnover.,54,71
3:51,2546,Tahj Eaddy Steal.,54,71
3:38,2546,Daniel Simmons made Jumper.,56,71
3:26,356,Maverick Morgan made Jumper.,56,73
3:07,2546,Denzel Mahoney made Layup. Assisted by Jaylen Benton.,58,73
2:48,2546,Foul on Jaylen Benton.,58,73
2:48,356,Official TV Timeout,58,73
2:48,356,Malcolm Hill made Free Throw.,58,74
2:48,356,Malcolm Hill made Free Throw.,58,75
2:32,2546,Jonathan Dalton made Layup.,60,75
2:08,356,Jaylon Tate missed Three Point Jumper.,60,75
2:08,2546,Milos Vranes Defensive Rebound.,60,75
2:05,356,Foul on Malcolm Hill.,60,75
1:56,2546,Dondre Duffus missed Jumper.,60,75
1:56,356,D.J. Williams Defensive Rebound.,60,75
1:36,356,Jaylon Tate missed Three Point Jumper.,60,75
1:36,356,Illinois Offensive Rebound.,60,75
1:33,356,Illinois  Timeout,60,75
1:28,356,D.J. Williams missed Three Point Jumper.,60,75
1:28,2546,Milos Vranes Defensive Rebound.,60,75
1:16,2546,Denzel Mahoney missed Jumper.,60,75
1:16,356,D.J. Williams Defensive Rebound.,60,75
1:09,356,Malcolm Hill made Layup.,60,77
0:58,2546,Dondre Duffus Turnover.,60,77
0:57,356,Malcolm Hill Steal.,60,77
0:55,356,Malcolm Hill made Layup.,60,79
0:39,2546,Jaylen Benton made Jumper.,62,79
0:12,2546,Foul on Jonathan Dalton.,62,79
0:12,356,Tracy Abrams made Free Throw.,62,80
0:12,356,Tracy Abrams made Free Throw.,62,81
0:08,2546,Jaylen Benton missed Three Point Jumper.,62,81
0:08,356,Alex Austin Defensive Rebound.,62,81
0:00,356,End of Game,62,81
