La Salle,218,Temple,2325
7:56,2325,Demetrius Henry missed Jumper.,24,27
7:56,218,Ernest Aflakpui Defensive Rebound.,24,27
7:49,218,Alani Moore missed Layup.,24,27
7:49,2325,Demetrius Henry Block.,24,27
7:48,2325,Isiah Deas Defensive Rebound.,24,27
7:42,2325,Pookie Powell missed Jumper.,24,27
7:42,218,Mark Williams Defensive Rebound.,24,27
7:22,218,Quinton Rose missed Three Point Jumper.,24,27
7:22,2325,Saul Phiri Block.,24,27
7:20,2325,Saul Phiri Defensive Rebound.,24,27
6:57,2325,B.J. Johnson made Jumper. Assisted by Saul Phiri.,26,27
6:37,218,Mark Williams missed Three Point Jumper.,26,27
6:37,2325,Isiah Deas Defensive Rebound.,26,27
6:19,2325,Demetrius Henry made Layup.,28,27
5:58,2325,Foul on Demetrius Henry.,28,27
5:58,218,Official TV Timeout,28,27
5:58,218,Mark Williams made Free Throw.,28,28
5:58,218,Ernest Aflakpui Turnover.,28,28
5:37,2325,Pookie Powell made Layup.,30,28
5:36,218,Foul on Ernest Aflakpui.,30,28
5:36,2325,Pookie Powell made Free Throw.,31,28
5:22,2325,Foul on B.J. Johnson.,31,28
5:22,218,Obi Enechionyia made Free Throw.,31,29
5:22,218,Obi Enechionyia made Free Throw.,31,30
5:05,2325,Yevgen Sakhniuk missed Layup.,31,30
5:05,218,Quinton Rose Block.,31,30
5:03,218,Jr  Shizz Alston Defensive Rebound.,31,30
4:56,218,Jr  Shizz Alston made Layup.,31,32
4:40,2325,B.J. Johnson made Layup. Assisted by Jordan Price.,33,32
4:20,218,Obi Enechionyia made Layup. Assisted by Quinton Rose.,33,34
4:11,2325,Jordan Price missed Three Point Jumper.,33,34
4:11,218,Obi Enechionyia Defensive Rebound.,33,34
4:01,218,Alani Moore missed Layup.,33,34
4:01,2325,B.J. Johnson Block.,33,34
4:01,218,Temple Offensive Rebound.,33,34
3:58,218,Jr  Shizz Alston missed Jumper.,33,34
3:58,2325,Isiah Deas Defensive Rebound.,33,34
3:56,218,Foul on Mark Williams.,33,34
3:56,218,Official TV Timeout,33,34
3:45,2325,Yevgen Sakhniuk missed Layup.,33,34
3:45,218,Obi Enechionyia Defensive Rebound.,33,34
3:27,218,Mark Williams missed Three Point Jumper.,33,34
3:27,2325,Pookie Powell Defensive Rebound.,33,34
2:56,2325,Isiah Deas made Jumper. Assisted by B.J. Johnson.,35,34
2:28,218,Mark Williams missed Layup.,35,34
2:28,2325,B.J. Johnson Block.,35,34
2:25,2325,B.J. Johnson Defensive Rebound.,35,34
2:09,2325,Yevgen Sakhniuk missed Jumper.,35,34
2:09,218,Jr  Shizz Alston Defensive Rebound.,35,34
1:58,218,Daniel Dingle made Layup.,35,36
1:58,2325,Foul on Isiah Deas.,35,36
1:58,218,Daniel Dingle made Free Throw.,35,37
1:47,2325,Pookie Powell missed Jumper.,35,37
1:47,218,Obi Enechionyia Defensive Rebound.,35,37
1:40,218,Daniel Dingle made Three Point Jumper. Assisted by Jr  Shizz Alston.,35,40
1:17,2325,B.J. Johnson Turnover.,35,40
1:11,218,Daniel Dingle Steal.,35,40
1:09,218,Obi Enechionyia made Dunk. Assisted by Jr  Shizz Alston.,35,42
0:51,2325,Jordan Price made Layup. Assisted by Yevgen Sakhniuk.,37,42
0:32,218,Quinton Rose Turnover.,37,42
0:32,218,Temple  Timeout,37,42
0:03,2325,Pookie Powell made Layup.,39,42
0:00,218,End of 1st half,39,42
19:35,218,Daniel Dingle Turnover.,39,42
19:15,2325,Tony Washington missed Layup.,39,42
19:15,218,Daniel Dingle Defensive Rebound.,39,42
19:07,218,Alani Moore missed Three Point Jumper.,39,42
19:07,2325,Tony Washington Defensive Rebound.,39,42
18:56,2325,Amar Stukes missed Three Point Jumper.,39,42
18:56,218,Ernest Aflakpui Defensive Rebound.,39,42
18:34,218,Daniel Dingle made Jumper.,39,44
18:22,2325,Amar Stukes Turnover.,39,44
18:20,218,Daniel Dingle Steal.,39,44
18:15,218,Obi Enechionyia made Three Point Jumper. Assisted by Jr  Shizz Alston.,39,47
18:13,2325,La Salle  Timeout,39,47
17:57,2325,Amar Stukes made Layup.,41,47
17:31,218,Jr  Shizz Alston missed Three Point Jumper.,41,47
17:31,2325,Pookie Powell Defensive Rebound.,41,47
17:22,2325,B.J. Johnson made Three Point Jumper. Assisted by Amar Stukes.,44,47
16:55,218,Obi Enechionyia missed Jumper.,44,47
16:55,2325,Tony Washington Block.,44,47
16:52,2325,B.J. Johnson Defensive Rebound.,44,47
16:50,2325,B.J. Johnson Turnover.,44,47
16:49,218,Ernest Aflakpui Steal.,44,47
16:48,218,Ernest Aflakpui made Dunk.,44,49
16:39,2325,B.J. Johnson missed Three Point Jumper.,44,49
16:39,218,Jr  Shizz Alston Defensive Rebound.,44,49
16:13,218,Ernest Aflakpui made Layup. Assisted by Daniel Dingle.,44,51
15:53,2325,Pookie Powell made Layup.,46,51
15:38,2325,Foul on Pookie Powell.,46,51
15:38,218,Official TV Timeout,46,51
15:38,218,Daniel Dingle made Free Throw.,46,52
15:38,218,Daniel Dingle made Free Throw.,46,53
15:15,2325,Jordan Price missed Three Point Jumper.,46,53
15:15,218,Temple Defensive Rebound.,46,53
15:15,2325,Foul on Demetrius Henry.,46,53
15:01,218,Jr  Shizz Alston missed Jumper.,46,53
15:01,2325,Pookie Powell Defensive Rebound.,46,53
14:53,2325,Pookie Powell made Jumper.,48,53
14:36,218,Daniel Dingle missed Jumper.,48,53
14:36,2325,Amar Stukes Defensive Rebound.,48,53
14:29,2325,Jordan Price Turnover.,48,53
14:27,218,Jr  Shizz Alston Steal.,48,53
14:25,218,Quinton Rose made Three Point Jumper. Assisted by Jr  Shizz Alston.,48,56
14:06,2325,B.J. Johnson made Three Point Jumper. Assisted by Pookie Powell.,51,56
13:35,218,Jr  Shizz Alston missed Jumper.,51,56
13:35,2325,B.J. Johnson Block.,51,56
13:34,218,Temple Offensive Rebound.,51,56
13:32,218,Temple  Turnover.,51,56
13:21,2325,Pookie Powell missed Three Point Jumper.,51,56
13:21,218,Ernest Aflakpui Defensive Rebound.,51,56
13:08,218,Daniel Dingle missed Jumper.,51,56
13:08,2325,B.J. Johnson Defensive Rebound.,51,56
12:58,2325,B.J. Johnson missed Jumper.,51,56
12:58,218,Obi Enechionyia Block.,51,56
12:56,2325,Tony Washington Offensive Rebound.,51,56
12:54,218,Foul on Daniel Dingle.,51,56
12:54,2325,B.J. Johnson made Free Throw.,52,56
12:54,2325,B.J. Johnson made Free Throw.,53,56
12:36,218,Obi Enechionyia missed Layup.,53,56
12:36,218,Obi Enechionyia Offensive Rebound.,53,56
12:34,218,Obi Enechionyia missed Layup.,53,56
12:33,2325,Tony Washington Block.,53,56
12:32,218,Obi Enechionyia Offensive Rebound.,53,56
12:28,218,Obi Enechionyia missed Layup.,53,56
12:28,2325,Isiah Deas Defensive Rebound.,53,56
12:23,2325,B.J. Johnson missed Three Point Jumper.,53,56
12:23,218,Jr  Shizz Alston Defensive Rebound.,53,56
12:18,2325,Foul on Isiah Deas.,53,56
12:05,218,Quinton Rose made Three Point Jumper. Assisted by Mark Williams.,53,59
11:46,2325,Jordan Price made Jumper.,55,59
11:21,218,Obi Enechionyia Turnover.,55,59
11:21,2325,B.J. Johnson Steal.,55,59
11:21,2325,La Salle  Timeout,55,59
11:02,2325,Tony Washington made Jumper.,57,59
10:42,218,Quinton Rose Turnover.,57,59
10:41,2325,B.J. Johnson Steal.,57,59
10:36,2325,Isiah Deas missed Three Point Jumper.,57,59
10:36,218,Obi Enechionyia Defensive Rebound.,57,59
10:32,2325,Foul on B.J. Johnson.,57,59
10:20,218,Daniel Dingle made Three Point Jumper.,57,62
10:04,2325,Jordan Price missed Three Point Jumper.,57,62
10:04,2325,Isiah Deas Offensive Rebound.,57,62
9:59,2325,Isiah Deas missed Layup.,57,62
9:59,218,Quinton Rose Block.,57,62
9:57,218,Daniel Dingle Defensive Rebound.,57,62
9:51,218,Mark Williams missed Jumper.,57,62
9:51,2325,B.J. Johnson Defensive Rebound.,57,62
9:18,2325,Tony Washington missed Jumper.,57,62
9:18,2325,B.J. Johnson Offensive Rebound.,57,62
9:13,2325,Jordan Price missed Three Point Jumper.,57,62
9:13,218,Mark Williams Defensive Rebound.,57,62
9:11,2325,Foul on Tony Washington.,57,62
8:56,218,Obi Enechionyia made Dunk. Assisted by Mark Williams.,57,64
8:31,2325,Pookie Powell missed Three Point Jumper.,57,64
8:31,218,Obi Enechionyia Defensive Rebound.,57,64
8:05,218,Mark Williams Turnover.,57,64
8:03,2325,Pookie Powell Steal.,57,64
7:59,2325,Pookie Powell missed Layup.,57,64
7:59,218,Jr  Shizz Alston Block.,57,64
7:57,218,Temple Defensive Rebound.,57,64
7:38,218,Mark Williams made Three Point Jumper. Assisted by Jr  Shizz Alston.,57,67
7:19,2325,Demetrius Henry made Jumper.,59,67
7:00,2325,Foul on Demetrius Henry.,59,67
7:00,218,Official TV Timeout,59,67
7:00,218,Ernest Aflakpui missed Free Throw.,59,67
7:00,218,Temple Deadball Team Rebound.,59,67
7:00,218,Ernest Aflakpui missed Free Throw.,59,67
7:00,2325,Tony Washington Defensive Rebound.,59,67
6:40,2325,Tony Washington Turnover.,59,67
6:39,218,Ernest Aflakpui Steal.,59,67
6:19,218,Ernest Aflakpui made Layup.,59,69
5:57,218,Foul on Ernest Aflakpui.,59,69
5:57,2325,Jordan Price made Free Throw.,60,69
5:57,2325,Jordan Price made Free Throw.,61,69
5:43,218,Mark Williams made Jumper.,61,71
5:25,218,Foul on Mark Williams.,61,71
5:25,2325,Pookie Powell made Free Throw.,62,71
5:25,2325,Pookie Powell made Free Throw.,63,71
5:10,218,Obi Enechionyia Turnover.,63,71
5:10,218,Foul on Obi Enechionyia.,63,71
4:54,2325,Amar Stukes missed Layup.,63,71
4:54,218,Obi Enechionyia Block.,63,71
4:50,218,Mark Williams Defensive Rebound.,63,71
4:34,218,Daniel Dingle Turnover.,63,71
4:32,2325,Pookie Powell Steal.,63,71
4:30,2325,B.J. Johnson made Three Point Jumper. Assisted by Pookie Powell.,66,71
4:14,2325,Foul on B.J. Johnson.,66,71
4:14,218,Obi Enechionyia missed Free Throw.,66,71
4:14,2325,Tony Washington Defensive Rebound.,66,71
4:00,2325,Jordan Price missed Three Point Jumper.,66,71
4:00,218,Obi Enechionyia Defensive Rebound.,66,71
3:40,218,Mark Williams missed Layup.,66,71
3:40,218,Mark Williams Offensive Rebound.,66,71
3:36,2325,Foul on Tony Washington.,66,71
3:36,218,Official TV Timeout,66,71
3:36,218,Mark Williams made Free Throw.,66,72
3:36,218,Mark Williams made Free Throw.,66,73
3:28,2325,B.J. Johnson made Jumper. Assisted by Isiah Deas.,68,73
3:27,218,Foul on Obi Enechionyia.,68,73
3:27,2325,B.J. Johnson missed Free Throw.,68,73
3:27,218,Ernest Aflakpui Defensive Rebound.,68,73
3:20,218,Quinton Rose made Layup. Assisted by Jr  Shizz Alston.,68,75
2:54,2325,B.J. Johnson missed Jumper.,68,75
2:54,218,Daniel Dingle Defensive Rebound.,68,75
2:23,218,Quinton Rose made Layup. Assisted by Daniel Dingle.,68,77
2:07,218,Foul on Ernest Aflakpui.,68,77
2:07,2325,Pookie Powell made Free Throw.,69,77
2:07,2325,Pookie Powell made Free Throw.,70,77
2:07,218,Temple  Timeout,70,77
1:43,218,Mark Williams missed Three Point Jumper.,70,77
1:43,2325,La Salle Deadball Team Rebound.,70,77
1:41,218,Foul on Daniel Dingle.,70,77
1:41,2325,Amar Stukes made Free Throw.,71,77
1:41,2325,Amar Stukes made Free Throw.,72,77
1:22,2325,Foul on Demetrius Henry.,72,77
1:22,218,Daniel Dingle missed Free Throw.,72,77
1:22,218,Temple Deadball Team Rebound.,72,77
1:22,218,Daniel Dingle made Free Throw.,72,78
1:06,2325,Pookie Powell made Layup.,74,78
0:41,218,Jr  Shizz Alston missed Jumper.,74,78
0:41,2325,Jordan Price Defensive Rebound.,74,78
0:27,218,Foul on Mark Williams.,74,78
0:26,2325,Jordan Price made Free Throw.,75,78
0:26,2325,Jordan Price made Free Throw.,76,78
0:25,2325,Foul on Amar Stukes.,76,78
0:25,218,Jr  Shizz Alston missed Free Throw.,76,78
0:25,218,Temple Deadball Team Rebound.,76,78
0:25,218,Jr  Shizz Alston made Free Throw.,76,79
0:25,218,Temple  Timeout,76,79
0:14,218,Foul on Alani Moore.,76,79
0:14,2325,Amar Stukes made Free Throw.,77,79
0:14,2325,Amar Stukes made Free Throw.,78,79
0:13,2325,Foul on B.J. Johnson.,78,79
0:13,218,Jr  Shizz Alston made Free Throw.,78,80
0:13,218,Jr  Shizz Alston made Free Throw.,78,81
0:13,218,Temple  Timeout,78,81
0:05,2325,Jordan Price made Three Point Jumper. Assisted by Pookie Powell.,81,81
0:00,218,End of 2nd half,81,81
4:39,2325,Amar Stukes missed Jumper.,81,81
4:39,218,Mark Williams Block.,81,81
4:37,2325,La Salle Offensive Rebound.,81,81
4:31,2325,Jordan Price missed Jumper.,81,81
4:31,218,Quinton Rose Defensive Rebound.,81,81
4:13,2325,Foul on Tony Washington.,81,81
4:13,218,Mark Williams made Free Throw.,81,82
4:13,218,Mark Williams made Free Throw.,81,83
3:56,218,Foul on Quinton Rose.,81,83
3:56,2325,Isiah Deas missed Free Throw.,81,83
3:56,2325,La Salle Deadball Team Rebound.,81,83
3:56,2325,Isiah Deas made Free Throw.,82,83
3:40,2325,Foul on Amar Stukes.,82,83
3:40,218,Alani Moore missed Free Throw.,82,83
3:40,218,Temple Deadball Team Rebound.,82,83
3:40,218,Alani Moore made Free Throw.,82,84
3:24,218,Foul on Obi Enechionyia.,82,84
3:24,2325,B.J. Johnson made Free Throw.,83,84
3:24,2325,B.J. Johnson made Free Throw.,84,84
3:05,218,Quinton Rose missed Layup.,84,84
3:05,218,Obi Enechionyia Offensive Rebound.,84,84
3:03,218,Obi Enechionyia made Two Point Tip Shot.,84,86
2:53,218,Foul on Daniel Dingle.,84,86
2:53,2325,Jordan Price made Free Throw.,85,86
2:53,2325,Jordan Price missed Free Throw.,85,86
2:53,218,Obi Enechionyia Defensive Rebound.,85,86
2:28,218,Jr  Shizz Alston made Jumper.,85,88
2:14,2325,Amar Stukes missed Jumper.,85,88
2:14,218,Jr  Shizz Alston Block.,85,88
2:12,218,Jr  Shizz Alston Defensive Rebound.,85,88
1:57,218,Temple  Timeout,85,88
1:50,218,Daniel Dingle made Jumper.,85,90
1:36,2325,Pookie Powell Turnover.,85,90
1:35,218,Jr  Shizz Alston Steal.,85,90
1:33,218,Jr  Shizz Alston made Layup.,85,92
1:18,2325,Pookie Powell Turnover.,85,92
1:17,218,Daniel Dingle Steal.,85,92
0:54,218,Jr  Shizz Alston missed Three Point Jumper.,85,92
0:54,2325,Pookie Powell Defensive Rebound.,85,92
0:45,2325,Jordan Price made Three Point Jumper.,88,92
0:44,2325,La Salle  Timeout,88,92
0:43,218,Daniel Dingle Turnover.,88,92
0:42,2325,Amar Stukes Steal.,88,92
0:30,2325,Pookie Powell missed Layup.,88,92
0:30,218,Obi Enechionyia Block.,88,92
0:28,218,Obi Enechionyia Defensive Rebound.,88,92
0:25,2325,Foul on Saul Phiri.,88,92
0:25,218,Alani Moore missed Free Throw.,88,92
0:25,218,Temple Deadball Team Rebound.,88,92
0:25,218,Alani Moore missed Free Throw.,88,92
0:25,2325,Isiah Deas Defensive Rebound.,88,92
0:16,2325,B.J. Johnson Turnover.,88,92
0:14,218,Jr  Shizz Alston Steal.,88,92
0:13,2325,Foul on Isiah Deas.,88,92
0:13,218,Jr  Shizz Alston missed Free Throw.,88,92
0:13,218,Temple Deadball Team Rebound.,88,92
0:13,218,Jr  Shizz Alston made Free Throw.,88,93
0:09,2325,B.J. Johnson missed Jumper.,88,93
0:08,2325,B.J. Johnson Offensive Rebound.,88,93
0:07,2325,B.J. Johnson made Two Point Tip Shot.,90,93
0:07,2325,La Salle  Timeout,90,93
0:05,2325,Foul on Amar Stukes.,90,93
0:05,218,Jr  Shizz Alston made Free Throw.,90,94
0:05,218,Jr  Shizz Alston made Free Throw.,90,95
0:01,2325,Pookie Powell made Layup.,92,95
0:01,2325,Foul on Saul Phiri.,92,95
0:01,218,Alani Moore made Free Throw.,92,96
0:01,218,Alani Moore made Free Throw.,92,97
0:00,218,End of Game,92,97
