Sarah Lawrence,Error,NJIT,2885
13:56,-1,Mat Gerak Turnover.,7,23
13:44,2885,Mohamed Bendary made Dunk.,7,25
13:24,2885,Foul on Anthony Tarke.,7,25
13:24,-1,Jeff Jordan II made Free Throw.,8,25
13:24,-1,Jeff Jordan II made Free Throw.,9,25
13:19,2885,Shyquan Gibbs missed Layup.,9,25
13:19,2885,NJIT Offensive Rebound.,9,25
13:07,2885,Chris Jenkins made Three Point Jumper. Assisted by Ron Alston.,9,28
12:59,2885,Foul on Shyquan Gibbs.,9,28
12:49,-1,Bj Sanders Jr. missed Layup.,9,28
12:49,2885,Taj Price Defensive Rebound.,9,28
12:41,2885,Shyquan Gibbs missed Three Point Jumper.,9,28
12:41,-1,Austin Jones Defensive Rebound.,9,28
12:30,-1,Bj Sanders Jr. made Layup. Assisted by Parker Hagmaier.,11,28
12:19,2885,Anthony Tarke missed Three Point Jumper.,11,28
12:19,-1,Austin Jones Defensive Rebound.,11,28
12:10,-1,Austin Jones made Layup.,13,28
11:52,2885,Shyquan Gibbs Turnover.,13,28
11:52,2885,Official TV Timeout,13,28
11:45,-1,Austin Jones missed Three Point Jumper.,13,28
11:45,-1,Jeff Jordan II Offensive Rebound.,13,28
11:39,-1,Parker Hagmaier missed Three Point Jumper.,13,28
11:39,2885,Taj Price Defensive Rebound.,13,28
11:26,2885,Anthony Tarke made Layup. Assisted by Taj Price.,13,30
11:03,-1,Parker Hagmaier missed Jumper.,13,30
11:03,-1,Sarah Lawrence Deadball Team Rebound.,13,30
11:02,2885,Foul on Taj Price.,13,30
10:49,2885,Foul on Ron Alston.,13,30
10:42,-1,Austin Jones missed Layup.,13,30
10:42,2885,Ron Alston Defensive Rebound.,13,30
10:33,2885,Reilly Walsh made Layup.,13,32
10:33,-1,Foul on Gabriel Eng.,13,32
10:33,2885,Reilly Walsh made Free Throw.,13,33
10:22,-1,Bj Sanders Jr. missed Jumper.,13,33
10:22,2885,Chris Jenkins Defensive Rebound.,13,33
10:14,2885,Shyquan Gibbs made Layup.,13,35
10:14,-1,Foul on Bj Sanders Jr..,13,35
10:14,2885,Shyquan Gibbs made Free Throw.,13,36
9:48,-1,Mat Gerak missed Jumper.,13,36
9:48,2885,Tim Coleman Defensive Rebound.,13,36
9:43,2885,Damon Lynn missed Three Point Jumper.,13,36
9:43,-1,Graham Gilleran Defensive Rebound.,13,36
9:36,2885,Foul on Tim Coleman.,13,36
9:36,-1,Parker Hagmaier missed Free Throw.,13,36
9:36,-1,Sarah Lawrence Deadball Team Rebound.,13,36
9:36,-1,Parker Hagmaier missed Free Throw.,13,36
9:36,2885,Abdul Lewis Defensive Rebound.,13,36
9:22,2885,Tim Coleman missed Three Point Jumper.,13,36
9:22,-1,Sarah Lawrence Defensive Rebound.,13,36
8:57,-1,Mat Gerak missed Jumper.,13,36
8:57,2885,Osa Izevbuwa Defensive Rebound.,13,36
8:38,2885,Rob Ukawuba made Dunk. Assisted by Damon Lynn.,13,38
8:13,-1,Jeff Jordan II missed Layup.,13,38
8:13,2885,Abdul Lewis Defensive Rebound.,13,38
8:06,2885,Abdul Lewis Turnover.,13,38
7:54,-1,Austin Jones Turnover.,13,38
7:54,2885,Official TV Timeout,13,38
7:44,2885,Osa Izevbuwa missed Three Point Jumper.,13,38
7:44,2885,Abdul Lewis Offensive Rebound.,13,38
7:41,2885,Abdul Lewis missed Layup.,13,38
7:41,-1,Sarah Lawrence Defensive Rebound.,13,38
7:25,-1,Parker Hagmaier Turnover.,13,38
7:24,2885,Tim Coleman Steal.,13,38
7:21,2885,Tim Coleman missed Dunk.,13,38
7:21,-1,Austin Jones Defensive Rebound.,13,38
7:17,-1,Joseph Kleeman made Three Point Jumper. Assisted by Austin Jones.,16,38
7:02,2885,Abdul Lewis missed Three Point Jumper.,16,38
7:02,-1,Joseph Kleeman Defensive Rebound.,16,38
6:53,2885,Foul on Rob Ukawuba.,16,38
6:53,-1,Mat Gerak made Free Throw.,17,38
6:53,-1,Mat Gerak made Free Throw.,18,38
6:41,2885,Osa Izevbuwa missed Layup.,18,38
6:41,-1,Sarah Lawrence Defensive Rebound.,18,38
6:21,-1,Joseph Kleeman missed Three Point Jumper.,18,38
6:21,2885,Abdul Lewis Defensive Rebound.,18,38
6:13,2885,Tim Coleman missed Three Point Jumper.,18,38
6:13,-1,Austin Jones Defensive Rebound.,18,38
5:45,-1,Graham Gilleran Turnover.,18,38
5:44,2885,Damon Lynn Steal.,18,38
5:40,2885,Rob Ukawuba made Layup. Assisted by Damon Lynn.,18,40
5:27,-1,Graham Gilleran missed Three Point Jumper.,18,40
5:27,2885,Abdul Lewis Defensive Rebound.,18,40
5:18,2885,Tim Coleman made Jumper.,18,42
5:15,-1,Sarah Lawrence  Timeout,18,42
5:08,-1,Gabriel Eng missed Three Point Jumper.,18,42
5:08,2885,Anthony Tarke Defensive Rebound.,18,42
5:03,2885,Ron Alston made Three Point Jumper. Assisted by Shyquan Gibbs.,18,45
4:29,-1,Malin Segal missed Three Point Jumper.,18,45
4:29,2885,Shyquan Gibbs Defensive Rebound.,18,45
4:23,2885,Chris Jenkins missed Three Point Jumper.,18,45
4:23,2885,Mohamed Bendary Offensive Rebound.,18,45
4:13,2885,Ron Alston missed Jumper.,18,45
4:13,-1,Joseph Kleeman Defensive Rebound.,18,45
4:00,-1,Andre Garibaldi missed Jumper.,18,45
4:00,2885,Mohamed Bendary Defensive Rebound.,18,45
3:53,2885,Anthony Tarke missed Layup.,18,45
3:53,2885,Mohamed Bendary Offensive Rebound.,18,45
3:49,-1,Foul on Andre Garibaldi.,18,45
3:49,2885,Official TV Timeout,18,45
3:49,2885,Mohamed Bendary missed Free Throw.,18,45
3:49,2885,NJIT Deadball Team Rebound.,18,45
3:49,2885,Mohamed Bendary made Free Throw.,18,46
3:36,-1,Graham Gilleran missed Jumper.,18,46
3:36,2885,Anthony Tarke Defensive Rebound.,18,46
3:30,-1,Foul on Gabriel Eng.,18,46
3:21,2885,Taj Price missed Jumper.,18,46
3:21,-1,Gabriel Eng Defensive Rebound.,18,46
3:01,-1,Gabriel Eng Turnover.,18,46
3:00,2885,Ron Alston Steal.,18,46
2:56,2885,Ron Alston made Dunk.,18,48
2:43,-1,Graham Gilleran made Layup.,20,48
2:37,-1,Foul on Andre Garibaldi.,20,48
2:37,2885,Shyquan Gibbs missed Free Throw.,20,48
2:37,2885,NJIT Deadball Team Rebound.,20,48
2:37,2885,Shyquan Gibbs missed Free Throw.,20,48
2:37,-1,Andre Garibaldi Defensive Rebound.,20,48
2:14,-1,Andre Garibaldi missed Layup.,20,48
2:14,2885,NJIT Deadball Team Rebound.,20,48
2:14,-1,Foul on Andre Garibaldi.,20,48
2:14,2885,Taj Price made Free Throw.,20,49
2:14,2885,Taj Price made Free Throw.,20,50
2:07,-1,Malin Segal Turnover.,20,50
2:06,2885,Reilly Walsh Steal.,20,50
2:02,2885,Ron Alston missed Three Point Jumper.,20,50
2:02,2885,Ron Alston Offensive Rebound.,20,50
1:58,2885,Ron Alston made Jumper.,20,52
1:43,-1,Graham Gilleran missed Jumper.,20,52
1:43,2885,Taj Price Defensive Rebound.,20,52
1:34,2885,Shyquan Gibbs missed Three Point Jumper.,20,52
1:34,-1,Parker Hagmaier Defensive Rebound.,20,52
1:29,-1,Parker Hagmaier Turnover.,20,52
1:28,2885,Taj Price Steal.,20,52
1:25,2885,Shyquan Gibbs missed Three Point Jumper.,20,52
1:25,2885,Taj Price Offensive Rebound.,20,52
1:22,2885,Taj Price made Layup.,20,54
1:18,-1,Sarah Lawrence  Timeout,20,54
1:00,-1,Parker Hagmaier made Jumper.,22,54
0:48,2885,Ron Alston missed Jumper.,22,54
0:48,2885,Reilly Walsh Offensive Rebound.,22,54
0:44,2885,Ron Alston missed Three Point Jumper.,22,54
0:44,-1,Bj Sanders Jr. Defensive Rebound.,22,54
0:24,-1,Mat Gerak made Layup.,24,54
0:12,2885,Mohamed Bendary Turnover.,24,54
0:10,-1,Gabriel Eng Steal.,24,54
0:05,2885,Foul on Chris Jenkins.,24,54
0:05,-1,Gabriel Eng missed Free Throw.,24,54
0:05,-1,Sarah Lawrence Deadball Team Rebound.,24,54
0:05,-1,Gabriel Eng missed Free Throw.,24,54
0:05,2885,Ron Alston Defensive Rebound.,24,54
0:02,2885,Chris Jenkins missed Three Point Jumper.,24,54
0:02,2885,Reilly Walsh Offensive Rebound.,24,54
0:00,2885,End of 1st half,24,54
19:39,2885,Foul on Tim Coleman.,24,54
19:39,-1,Mat Gerak Turnover.,24,54
19:34,-1,Foul on Graham Gilleran.,24,54
19:34,2885,Abdul Lewis missed Free Throw.,24,54
19:34,2885,NJIT Deadball Team Rebound.,24,54
19:34,2885,Abdul Lewis made Free Throw.,24,55
19:22,-1,Mat Gerak missed Layup.,24,55
19:22,2885,Abdul Lewis Block.,24,55
19:20,2885,Rob Ukawuba Defensive Rebound.,24,55
19:15,2885,Damon Lynn made Three Point Jumper. Assisted by Rob Ukawuba.,24,58
19:05,-1,Malin Segal Turnover.,24,58
19:04,2885,Damon Lynn Steal.,24,58
19:02,2885,Damon Lynn made Layup.,24,60
18:44,-1,Parker Hagmaier missed Jumper.,24,60
18:44,2885,Abdul Lewis Defensive Rebound.,24,60
18:32,2885,Damon Lynn missed Three Point Jumper.,24,60
18:32,-1,Parker Hagmaier Defensive Rebound.,24,60
18:26,-1,Gabriel Eng missed Three Point Jumper.,24,60
18:26,2885,Osa Izevbuwa Defensive Rebound.,24,60
18:21,2885,Osa Izevbuwa Turnover.,24,60
18:09,-1,Graham Gilleran missed Jumper.,24,60
18:09,2885,Abdul Lewis Block.,24,60
18:07,-1,Graham Gilleran Offensive Rebound.,24,60
18:01,-1,Mat Gerak missed Layup.,24,60
18:01,2885,Rob Ukawuba Defensive Rebound.,24,60
17:49,2885,Osa Izevbuwa missed Jumper.,24,60
17:49,-1,Malin Segal Defensive Rebound.,24,60
17:39,-1,Gabriel Eng missed Jumper.,24,60
17:39,2885,Abdul Lewis Defensive Rebound.,24,60
17:28,2885,Tim Coleman made Jumper.,24,62
17:11,-1,Mat Gerak made Jumper. Assisted by Gabriel Eng.,26,62
16:56,2885,Tim Coleman missed Three Point Jumper.,26,62
16:56,-1,Gabriel Eng Defensive Rebound.,26,62
16:47,-1,Parker Hagmaier missed Layup.,26,62
16:47,2885,Abdul Lewis Defensive Rebound.,26,62
16:38,2885,Rob Ukawuba made Layup.,26,64
16:20,-1,Parker Hagmaier Turnover.,26,64
16:18,2885,Rob Ukawuba Steal.,26,64
16:11,-1,Foul on Graham Gilleran.,26,64
16:07,2885,Rob Ukawuba Turnover.,26,64
15:45,2885,Foul on Shyquan Gibbs.,26,64
15:45,2885,Official TV Timeout,26,64
15:45,-1,Parker Hagmaier missed Free Throw.,26,64
15:45,-1,Sarah Lawrence Deadball Team Rebound.,26,64
15:45,-1,Parker Hagmaier made Free Throw.,27,64
15:27,2885,Rob Ukawuba missed Three Point Jumper.,27,64
15:27,2885,Ron Alston Offensive Rebound.,27,64
15:20,-1,Parker Hagmaier Steal.,27,64
15:14,-1,Stevan Radosavljevic missed Jumper.,27,64
15:11,-1,Parker Hagmaier made Two Point Tip Shot.,29,64
15:05,2885,Ron Alston made Jumper. Assisted by Shyquan Gibbs.,29,66
14:14,2885,Shyquan Gibbs missed Three Point Jumper.,29,66
14:14,-1,Joseph Kleeman Defensive Rebound.,29,66
14:06,-1,Jeff Jordan II missed Jumper.,29,66
14:06,2885,Abdul Lewis Defensive Rebound.,29,66
13:56,2885,Rob Ukawuba Turnover.,29,66
13:49,-1,Stevan Radosavljevic missed Layup.,29,66
13:49,2885,Ron Alston Defensive Rebound.,29,66
13:45,2885,Damon Lynn missed Three Point Jumper.,29,66
13:45,2885,Mohamed Bendary Offensive Rebound.,29,66
13:32,2885,Mohamed Bendary Turnover.,29,66
13:31,-1,Stevan Radosavljevic Steal.,29,66
13:25,-1,Sarah Lawrence  Timeout,29,66
13:25,2885,Official TV Timeout,29,66
13:25,2885,Foul on Chris Jenkins.,29,66
13:19,-1,Joseph Kleeman made Three Point Jumper. Assisted by Parker Hagmaier.,32,66
12:59,2885,Shyquan Gibbs missed Three Point Jumper.,32,66
12:59,2885,Mohamed Bendary Offensive Rebound.,32,66
12:52,2885,Mohamed Bendary made Layup. Assisted by Damon Lynn.,32,68
12:32,-1,Joseph Kleeman missed Three Point Jumper.,32,68
12:32,-1,Joseph Kleeman Offensive Rebound.,32,68
12:20,-1,Stevan Radosavljevic missed Jumper.,32,68
12:20,2885,Ron Alston Defensive Rebound.,32,68
12:13,2885,Shyquan Gibbs missed Three Point Jumper.,32,68
12:13,-1,Parker Hagmaier Defensive Rebound.,32,68
11:45,-1,Foul on Austin Jones.,32,68
11:45,-1,Austin Jones Turnover.,32,68
11:45,2885,Official TV Timeout,32,68
11:31,2885,Taj Price made Jumper.,32,70
11:24,2885,Foul on Taj Price.,32,70
11:12,2885,Foul on Taj Price.,32,70
10:51,-1,Graham Gilleran missed Jumper.,32,70
10:51,2885,Taj Price Defensive Rebound.,32,70
10:35,2885,Chris Jenkins missed Three Point Jumper.,32,70
10:35,-1,Joseph Kleeman Defensive Rebound.,32,70
10:25,-1,Jeff Jordan II missed Jumper.,32,70
10:25,2885,Reilly Walsh Defensive Rebound.,32,70
10:10,2885,Anthony Tarke made Jumper. Assisted by Ron Alston.,32,72
9:44,-1,Graham Gilleran Turnover.,32,72
9:43,2885,Reilly Walsh Steal.,32,72
9:39,2885,Anthony Tarke missed Layup.,32,72
9:39,2885,Ron Alston Offensive Rebound.,32,72
9:34,2885,Ron Alston missed Jumper.,32,72
9:34,2885,Anthony Tarke Offensive Rebound.,32,72
9:32,2885,Anthony Tarke made Two Point Tip Shot.,32,74
9:11,-1,Austin Jones made Layup.,34,74
8:56,2885,Chris Jenkins missed Jumper.,34,74
8:56,2885,Reilly Walsh Offensive Rebound.,34,74
8:53,-1,Foul on Graham Gilleran.,34,74
8:53,2885,Taj Price made Free Throw.,34,75
8:53,2885,Taj Price missed Free Throw.,34,75
8:53,-1,Joseph Kleeman Defensive Rebound.,34,75
8:37,-1,Joseph Kleeman missed Layup.,34,75
8:37,2885,Taj Price Defensive Rebound.,34,75
8:26,2885,Reilly Walsh made Layup. Assisted by Ron Alston.,34,77
8:26,-1,Foul on Austin Jones.,34,77
8:26,2885,Reilly Walsh made Free Throw.,34,78
8:11,-1,Parker Hagmaier Turnover.,34,78
8:10,2885,Ron Alston Steal.,34,78
8:10,2885,Ron Alston Turnover.,34,78
7:54,-1,Gabriel Eng Turnover.,34,78
7:53,2885,Ron Alston Steal.,34,78
7:49,2885,Anthony Tarke made Dunk. Assisted by Ron Alston.,34,80
7:38,2885,Foul on Ron Alston.,34,80
7:38,2885,Official TV Timeout,34,80
7:34,-1,Gabriel Eng Turnover.,34,80
7:33,2885,Abdul Lewis Steal.,34,80
7:30,2885,Tim Coleman made Layup.,34,82
7:13,-1,Joseph Kleeman missed Three Point Jumper.,34,82
7:13,-1,Parker Hagmaier Offensive Rebound.,34,82
7:07,-1,Mat Gerak missed Jumper.,34,82
7:07,2885,Osa Izevbuwa Defensive Rebound.,34,82
6:50,2885,Tim Coleman made Jumper.,34,84
6:30,-1,Parker Hagmaier missed Three Point Jumper.,34,84
6:30,-1,Sarah Lawrence Offensive Rebound.,34,84
6:13,-1,Mat Gerak Turnover.,34,84
6:05,2885,Damon Lynn Turnover.,34,84
5:52,-1,Mat Gerak made Jumper.,36,84
5:39,2885,Osa Izevbuwa made Jumper.,36,86
5:22,-1,Mat Gerak Turnover.,36,86
5:21,2885,Reilly Walsh Steal.,36,86
5:12,-1,Foul on Mat Gerak.,36,86
5:05,-1,Foul on Parker Hagmaier.,36,86
5:05,2885,Tim Coleman made Free Throw.,36,87
5:05,2885,Tim Coleman made Free Throw.,36,88
4:51,-1,Parker Hagmaier missed Jumper.,36,88
4:51,2885,Mohamed Bendary Defensive Rebound.,36,88
4:44,2885,Reilly Walsh Turnover.,36,88
4:25,-1,Parker Hagmaier missed Three Point Jumper.,36,88
4:25,2885,Mohamed Bendary Defensive Rebound.,36,88
4:13,2885,Taj Price made Jumper. Assisted by Reilly Walsh.,36,90
3:50,-1,Dillon Collins made Layup. Assisted by Joseph Kleeman.,38,90
3:31,2885,Anthony Tarke missed Jumper.,38,90
3:31,-1,Andre Garibaldi Defensive Rebound.,38,90
3:10,-1,Parker Hagmaier missed Three Point Jumper.,38,90
3:10,2885,Anthony Tarke Defensive Rebound.,38,90
2:59,2885,Shyquan Gibbs missed Jumper.,38,90
2:59,-1,Dillon Collins Defensive Rebound.,38,90
2:42,-1,Gabriel Eng Turnover.,38,90
2:42,2885,Official TV Timeout,38,90
2:37,2885,Chris Jenkins missed Three Point Jumper.,38,90
2:37,2885,Anthony Tarke Offensive Rebound.,38,90
2:25,2885,Taj Price Turnover.,38,90
2:03,-1,Luke O'Connor Turnover.,38,90
1:43,2885,Chris Jenkins made Layup.,38,92
1:43,-1,Foul on Luke O'Connor.,38,92
1:43,2885,Chris Jenkins missed Free Throw.,38,92
1:43,-1,Malin Segal Defensive Rebound.,38,92
1:35,-1,Andre Garibaldi missed Jumper.,38,92
1:35,2885,Anthony Tarke Defensive Rebound.,38,92
1:30,2885,Chris Jenkins made Layup. Assisted by Anthony Tarke.,38,94
1:13,2885,Foul on Taj Price.,38,94
1:13,-1,Christian Moraros missed Free Throw.,38,94
1:13,-1,Sarah Lawrence Deadball Team Rebound.,38,94
1:13,-1,Christian Moraros missed Free Throw.,38,94
1:13,-1,Christian Moraros Offensive Rebound.,38,94
1:12,-1,Christian Moraros missed Layup.,38,94
1:12,2885,Anthony Tarke Defensive Rebound.,38,94
1:04,2885,Chris Jenkins missed Three Point Jumper.,38,94
1:04,2885,Anthony Tarke Offensive Rebound.,38,94
0:57,2885,Anthony Tarke missed Two Point Tip Shot.,38,94
0:57,2885,Anthony Tarke Offensive Rebound.,38,94
0:54,2885,Anthony Tarke made Layup.,38,96
0:43,-1,Christian Moraros missed Layup.,38,96
0:43,2885,Taj Price Defensive Rebound.,38,96
0:32,2885,James McMillon made Layup.,38,98
0:21,-1,Sarah Lawrence  Timeout,38,98
0:16,-1,Eamon Collins missed Three Point Jumper.,38,98
0:16,-1,Eamon Collins Offensive Rebound.,38,98
0:11,-1,Eamon Collins missed Layup.,38,98
0:11,2885,Anthony Tarke Defensive Rebound.,38,98
0:05,2885,Chris Jenkins made Layup.,38,100
0:02,-1,Christian Moraros missed Three Point Jumper.,38,100
0:02,2885,Reilly Walsh Defensive Rebound.,38,100
0:00,2885,End of Game,38,100
