Schreiner,Error,Abilene Christian,2000
12:49,2000,Isaiah Tripp Defensive Rebound.,7,11
12:33,-1,Foul on Phillip Kee.,7,11
12:33,2000,Jaren Lewis made Free Throw.,7,12
12:33,2000,Jaren Lewis missed Free Throw.,7,12
12:33,-1,Blake Kelley Defensive Rebound.,7,12
12:18,-1,Dustin Bercutt missed Jumper.,7,12
12:18,2000,Hayden Howell Defensive Rebound.,7,12
11:54,2000,Isaiah Tripp missed Three Point Jumper.,7,12
11:54,-1,Blake Kelley Defensive Rebound.,7,12
11:39,-1,Dustin Bercutt Turnover.,7,12
11:38,2000,Payten Ricks Steal.,7,12
11:35,2000,Jaren Lewis made Layup. Assisted by Payten Ricks.,7,14
11:18,2000,Official TV Timeout,7,14
11:05,-1,Wes Miller made Jumper. Assisted by Nathan Robbins.,9,14
10:52,2000,Jaren Lewis missed Three Point Jumper.,9,14
10:52,-1,Nathan Robbins Defensive Rebound.,9,14
10:32,-1,Keenan Gumbs made Layup. Assisted by Wes Miller.,11,14
10:16,2000,Drake Green made Three Point Jumper. Assisted by Jovan Crnic.,11,17
10:02,-1,Blake Kelley missed Jumper.,11,17
10:02,2000,Jovan Crnic Defensive Rebound.,11,17
9:38,2000,Payten Ricks missed Jumper.,11,17
9:38,2000,Hayden Howell Offensive Rebound.,11,17
9:32,2000,Jaren Lewis missed Layup.,11,17
9:32,-1,Wes Miller Defensive Rebound.,11,17
9:17,2000,Foul on Jalone Friday.,11,17
9:15,-1,Jared Thompson made Jumper. Assisted by Nathan Robbins.,13,17
8:48,-1,Foul on Blake Kelley.,13,17
8:48,2000,Jalone Friday missed Free Throw.,13,17
8:48,2000,Abilene Christian Deadball Team Rebound.,13,17
8:48,2000,Jalone Friday made Free Throw.,13,18
8:22,-1,Jared Thompson missed Layup.,13,18
8:22,2000,Hayden Howell Block.,13,18
8:21,2000,Jaylen Franklin Defensive Rebound.,13,18
8:17,2000,Jaylen Franklin made Layup. Assisted by Jovan Crnic.,13,20
8:00,-1,Nathan Robbins missed Layup.,13,20
8:00,2000,Jaylen Franklin Defensive Rebound.,13,20
7:54,2000,Jaylen Franklin missed Layup.,13,20
7:54,-1,Paul Wells Defensive Rebound.,13,20
7:47,-1,Jared Thompson made Three Point Jumper. Assisted by Nathan Robbins.,16,20
7:28,2000,Hayden Howell missed Layup.,16,20
7:28,-1,Wes Miller Defensive Rebound.,16,20
7:01,-1,Wes Miller made Layup.,18,20
6:45,2000,Foul on Hayden Howell.,18,20
6:45,2000,Hayden Howell Turnover.,18,20
6:45,2000,Official TV Timeout,18,20
6:14,-1,Wes Miller Turnover.,18,20
6:02,2000,Hayden Howell missed Jumper.,18,20
6:02,-1,Paul Wells Defensive Rebound.,18,20
5:48,-1,Wes Miller missed Layup.,18,20
5:48,2000,Jaren Lewis Defensive Rebound.,18,20
5:36,2000,Hayden Howell missed Jumper.,18,20
5:36,-1,Wes Miller Defensive Rebound.,18,20
5:29,-1,Luis Mancillas missed Three Point Jumper.,18,20
5:29,2000,Jovan Crnic Defensive Rebound.,18,20
5:05,2000,Jaren Lewis made Layup.,18,22
4:47,-1,Schreiner  Timeout,18,22
4:44,-1,Luis Mancillas Turnover.,18,22
4:43,2000,Jaylen Franklin Steal.,18,22
4:38,2000,Jaylen Franklin made Layup.,18,24
4:15,-1,Keenan Gumbs made Three Point Jumper. Assisted by Dustin Bercutt.,21,24
3:53,2000,Jaylen Franklin Turnover.,21,24
3:52,-1,Jared Thompson Steal.,21,24
3:49,2000,Foul on Jaylen Franklin.,21,24
3:45,2000,Official TV Timeout,21,24
3:45,-1,Jared Thompson missed Free Throw.,21,24
3:45,-1,Schreiner Deadball Team Rebound.,21,24
3:45,-1,Jared Thompson missed Free Throw.,21,24
3:45,2000,Hayden Farquhar Defensive Rebound.,21,24
3:25,2000,Jaylen Franklin missed Jumper.,21,24
3:25,2000,Jalone Friday Offensive Rebound.,21,24
3:15,2000,Jaylen Franklin missed Three Point Jumper.,21,24
3:15,-1,Nathan Robbins Defensive Rebound.,21,24
2:57,-1,Keenan Gumbs missed Three Point Jumper.,21,24
2:57,2000,Isaiah Tripp Defensive Rebound.,21,24
2:42,2000,Hayden Farquhar made Three Point Jumper. Assisted by Isaiah Tripp.,21,27
2:28,-1,Jared Thompson missed Layup.,21,27
2:28,2000,Jalone Friday Block.,21,27
2:26,2000,Jovan Crnic Defensive Rebound.,21,27
2:23,2000,Jovan Crnic made Layup.,21,29
2:15,-1,Andrew Logan made Three Point Jumper. Assisted by Nathan Robbins.,24,29
1:55,2000,Jalone Friday made Jumper. Assisted by Jovan Crnic.,24,31
1:46,-1,Andrew Logan made Three Point Jumper. Assisted by Nathan Robbins.,27,31
1:25,2000,Jovan Crnic missed Three Point Jumper.,27,31
1:25,2000,Hayden Farquhar Offensive Rebound.,27,31
1:21,2000,Hayden Farquhar made Layup.,27,33
1:07,-1,Nathan Robbins Turnover.,27,33
1:05,2000,Jalone Friday Steal.,27,33
0:53,-1,Foul on Keenan Gumbs.,27,33
0:53,2000,Jalone Friday made Free Throw.,27,34
0:53,2000,Jalone Friday made Free Throw.,27,35
0:32,2000,Foul on Drake Green.,27,35
0:32,-1,Nathan Robbins missed Free Throw.,27,35
0:32,2000,Jaylen Franklin Defensive Rebound.,27,35
0:06,2000,Hayden Farquhar missed Three Point Jumper.,27,35
0:06,-1,Blake Kelley Defensive Rebound.,27,35
0:00,2000,End of 1st half,27,35
19:46,2000,Jovan Crnic missed Three Point Jumper.,27,35
19:46,2000,Drake Green Offensive Rebound.,27,35
19:23,2000,Jaylen Franklin missed Jumper.,27,35
19:23,2000,Jaylen Franklin Offensive Rebound.,27,35
19:17,2000,Jalone Friday missed Jumper.,27,35
19:17,2000,Jovan Crnic Offensive Rebound.,27,35
19:14,-1,Foul on Wes Miller.,27,35
19:00,2000,Jaylen Franklin missed Layup.,27,35
19:00,2000,Jalone Friday Offensive Rebound.,27,35
18:59,-1,Foul on Blake Kelley.,27,35
18:44,2000,Jaren Lewis missed Jumper.,27,35
18:44,2000,Jalone Friday Offensive Rebound.,27,35
18:40,2000,Jalone Friday Turnover.,27,35
18:39,-1,Nathan Robbins Steal.,27,35
18:25,-1,Keenan Gumbs made Three Point Jumper. Assisted by Nathan Robbins.,30,35
18:04,2000,Jovan Crnic made Three Point Jumper. Assisted by Jaren Lewis.,30,38
17:33,-1,Jared Thompson Turnover.,30,38
17:17,2000,Drake Green missed Three Point Jumper.,30,38
17:17,-1,Keenan Gumbs Defensive Rebound.,30,38
17:04,-1,Jared Thompson missed Three Point Jumper.,30,38
17:04,2000,Drake Green Block.,30,38
17:02,-1,Schreiner Offensive Rebound.,30,38
16:56,-1,Nathan Robbins missed Layup.,30,38
16:56,2000,Jaren Lewis Defensive Rebound.,30,38
16:45,2000,Jaren Lewis missed Layup.,30,38
16:45,-1,Wes Miller Defensive Rebound.,30,38
16:31,-1,Keenan Gumbs Turnover.,30,38
16:30,2000,Jaren Lewis Steal.,30,38
16:27,2000,Jaren Lewis made Dunk.,30,40
16:24,-1,Schreiner  Timeout,30,40
16:24,2000,Official TV Timeout,30,40
16:15,-1,Blake Kelley Turnover.,30,40
15:57,2000,Jovan Crnic missed Three Point Jumper.,30,40
15:57,-1,Keenan Gumbs Defensive Rebound.,30,40
15:31,-1,Keenan Gumbs made Jumper.,32,40
15:16,-1,Foul on Blake Kelley.,32,40
15:16,2000,Official TV Timeout,32,40
15:16,2000,Jalone Friday made Free Throw.,32,41
15:16,2000,Jalone Friday missed Free Throw.,32,41
15:16,2000,Jaren Lewis Offensive Rebound.,32,41
15:15,2000,Jaren Lewis made Layup.,32,43
15:05,-1,Andrew Logan missed Three Point Jumper.,32,43
15:05,2000,Jovan Crnic Defensive Rebound.,32,43
14:56,2000,Jaylen Franklin missed Jumper.,32,43
14:56,-1,Keenan Gumbs Defensive Rebound.,32,43
14:38,2000,Foul on Jalone Friday.,32,43
14:33,-1,Phillip Kee made Jumper. Assisted by Keenan Gumbs.,34,43
14:03,2000,Hayden Howell missed Jumper.,34,43
14:03,2000,Jaren Lewis Offensive Rebound.,34,43
13:49,2000,Hayden Howell missed Layup.,34,43
13:49,2000,Hayden Howell Offensive Rebound.,34,43
13:49,2000,Hayden Howell made Layup.,34,45
13:49,-1,Foul on Phillip Kee.,34,45
13:49,2000,Hayden Howell made Free Throw.,34,46
13:40,-1,Jared Thompson Turnover.,34,46
13:31,2000,Jaylen Franklin missed Jumper.,34,46
13:31,2000,Jaylen Franklin Offensive Rebound.,34,46
13:23,-1,Foul on Nathan Robbins.,34,46
13:23,2000,Jaylen Franklin made Free Throw.,34,47
13:23,2000,Jaylen Franklin made Free Throw.,34,48
13:00,-1,Phillip Kee made Jumper. Assisted by Luis Mancillas.,36,48
12:39,2000,Hayden Farquhar made Three Point Jumper. Assisted by Jovan Crnic.,36,51
12:29,2000,Foul on Hayden Howell.,36,51
12:19,-1,Jared Thompson Turnover.,36,51
12:01,2000,Hayden Farquhar made Three Point Jumper. Assisted by Payten Ricks.,36,54
11:52,-1,Schreiner  Timeout,36,54
11:52,2000,Official TV Timeout,36,54
11:44,-1,Luis Mancillas Turnover.,36,54
11:43,2000,Isaiah Tripp Steal.,36,54
11:42,2000,Isaiah Tripp made Layup.,36,56
11:18,-1,Luis Mancillas made Three Point Jumper. Assisted by Keenan Gumbs.,39,56
11:08,-1,Foul on Luis Mancillas.,39,56
10:52,2000,Isaiah Tripp Turnover.,39,56
10:51,-1,Phillip Kee Steal.,39,56
10:26,-1,Andrew Logan missed Three Point Jumper.,39,56
10:26,2000,Hayden Howell Defensive Rebound.,39,56
10:06,2000,Payten Ricks missed Three Point Jumper.,39,56
10:06,-1,Andrew Logan Defensive Rebound.,39,56
9:54,-1,Phillip Kee made Jumper.,41,56
9:32,2000,Hayden Farquhar missed Three Point Jumper.,41,56
9:32,-1,Phillip Kee Defensive Rebound.,41,56
9:16,2000,Foul on Hayden Farquhar.,41,56
9:11,-1,Luis Mancillas missed Three Point Jumper.,41,56
9:11,2000,Jalone Friday Defensive Rebound.,41,56
8:40,2000,Jaren Lewis missed Three Point Jumper.,41,56
8:40,-1,Keenan Gumbs Defensive Rebound.,41,56
8:17,-1,Keenan Gumbs Turnover.,41,56
8:16,2000,Jaren Lewis Steal.,41,56
8:08,2000,Jaren Lewis missed Jumper.,41,56
8:08,-1,Blake Kelley Defensive Rebound.,41,56
7:43,-1,Blake Kelley made Three Point Jumper. Assisted by Luis Mancillas.,44,56
7:24,2000,Jalone Friday made Layup. Assisted by Isaiah Tripp.,44,58
7:08,2000,Foul on Jaren Lewis.,44,58
7:08,2000,Official TV Timeout,44,58
6:55,-1,Wes Miller made Jumper. Assisted by Luis Mancillas.,46,58
6:42,2000,Jaylen Franklin made Layup.,46,60
6:17,-1,Keenan Gumbs Turnover.,46,60
6:16,2000,Jaren Lewis Steal.,46,60
6:06,2000,Jalone Friday missed Jumper.,46,60
6:06,-1,Wes Miller Defensive Rebound.,46,60
5:39,-1,Blake Kelley made Layup. Assisted by Wes Miller.,48,60
5:23,2000,Jaylen Franklin missed Layup.,48,60
5:23,2000,Jalone Friday Offensive Rebound.,48,60
5:20,2000,Jalone Friday made Layup.,48,62
5:03,-1,Wes Miller made Layup. Assisted by Luis Mancillas.,50,62
5:03,2000,Foul on Jalone Friday.,50,62
5:03,-1,Wes Miller made Free Throw.,51,62
4:54,2000,Jovan Crnic made Three Point Jumper. Assisted by Jaylen Franklin.,51,65
4:32,2000,Foul on Jaylen Franklin.,51,65
4:24,-1,Preston Bigley Turnover.,51,65
4:23,2000,Drake Green Steal.,51,65
4:20,2000,Jaren Lewis made Dunk. Assisted by Drake Green.,51,67
4:11,-1,Jared Thompson missed Three Point Jumper.,51,67
4:11,-1,Dustin Bercutt Offensive Rebound.,51,67
4:02,-1,Dustin Bercutt made Layup.,53,67
3:49,2000,Drake Green made Three Point Jumper. Assisted by Jaylen Franklin.,53,70
3:33,-1,Dustin Bercutt missed Three Point Jumper.,53,70
3:33,2000,Jalone Friday Defensive Rebound.,53,70
3:21,-1,Foul on Blake Kelley.,53,70
3:21,2000,Official TV Timeout,53,70
3:21,2000,Jalone Friday missed Free Throw.,53,70
3:21,2000,Abilene Christian Deadball Team Rebound.,53,70
3:21,2000,Jalone Friday made Free Throw.,53,71
3:14,-1,Nathan Robbins missed Layup.,53,71
3:14,2000,Hayden Howell Block.,53,71
3:14,-1,Schreiner Offensive Rebound.,53,71
3:12,-1,Dustin Bercutt made Layup. Assisted by Keenan Gumbs.,55,71
2:52,2000,Jovan Crnic made Layup.,55,73
2:35,-1,Keenan Gumbs made Layup.,57,73
2:15,2000,Jaren Lewis missed Layup.,57,73
2:15,2000,Abilene Christian Offensive Rebound.,57,73
2:11,2000,Jaren Lewis Turnover.,57,73
2:11,-1,Dustin Bercutt Steal.,57,73
1:50,2000,Foul on Jaylen Franklin.,57,73
1:50,-1,Paul Wells made Free Throw.,58,73
1:50,-1,Paul Wells missed Free Throw.,58,73
1:50,2000,Hayden Howell Defensive Rebound.,58,73
1:37,2000,Isaiah Tripp missed Jumper.,58,73
1:37,-1,Paul Wells Defensive Rebound.,58,73
1:36,2000,Foul on Jaren Lewis.,58,73
1:27,-1,Paul Wells made Free Throw.,59,73
1:27,-1,Paul Wells missed Free Throw.,59,73
1:27,2000,Hayden Farquhar Defensive Rebound.,59,73
1:08,2000,Hayden Farquhar missed Jumper.,59,73
1:08,-1,Paul Wells Block.,59,73
1:07,-1,Paul Wells Defensive Rebound.,59,73
0:43,-1,Phillip Kee missed Jumper.,59,73
0:43,-1,Paul Wells Offensive Rebound.,59,73
0:40,-1,Paul Wells missed Layup.,59,73
0:40,-1,Paul Wells Offensive Rebound.,59,73
0:30,2000,Foul on Payten Ricks.,59,73
0:30,-1,Preston Bigley missed Free Throw.,59,73
0:30,2000,Hayden Farquhar Defensive Rebound.,59,73
0:01,2000,Payten Ricks Turnover.,59,73
0:00,2000,End of Game,59,73
