Vanguard,Error,Loyola Marymount,2351
14:41,2351,Shamar Johnson Defensive Rebound.,37,70
14:33,2351,Buay Tuach made Three Point Jumper. Assisted by Brandon Brown.,37,73
14:25,-1,Brandon Hood missed Jumper.,37,73
14:25,2351,Stefan Jovanovic Defensive Rebound.,37,73
14:10,2351,Brandon Brown made Jumper.,37,75
14:00,-1,Brandon Brothers missed Three Point Jumper.,37,75
14:00,2351,Steven Haney Defensive Rebound.,37,75
13:49,2351,Shamar Johnson missed Jumper.,37,75
13:49,-1,Zach Allmon Defensive Rebound.,37,75
13:25,-1,Brandon Brothers missed Three Point Jumper.,37,75
13:25,2351,Shamar Johnson Defensive Rebound.,37,75
13:11,2351,Shamar Johnson Turnover.,37,75
13:06,2351,Foul on Shamar Johnson.,37,75
12:40,-1,Brandon Hood Turnover.,37,75
12:39,2351,Jeffery McClendon Steal.,37,75
12:33,-1,Foul on Brandon Hood.,37,75
12:27,-1,Vanguard  Timeout,37,75
12:21,2351,Donald Gipson made Layup. Assisted by Munis Tutu.,37,77
12:10,-1,Christian Ware-Berry missed Three Point Jumper.,37,77
12:10,2351,Munis Tutu Defensive Rebound.,37,77
12:04,2351,Munis Tutu missed Jumper.,37,77
12:04,-1,Victor Evans Defensive Rebound.,37,77
11:50,2351,Foul on Mattias Markusson.,37,77
11:50,-1,Christian Ware-Berry missed Free Throw.,37,77
11:50,-1,Vanguard Deadball Team Rebound.,37,77
11:50,-1,Christian Ware-Berry made Free Throw.,38,77
11:50,-1,Christian Ware-Berry made Free Throw.,39,77
11:41,2351,Munis Tutu Turnover.,39,77
11:35,-1,Christian Ware-Berry missed Three Point Jumper.,39,77
11:35,-1,Malachi Hoosein Offensive Rebound.,39,77
11:28,-1,Christian Ware-Berry made Three Point Jumper. Assisted by Malachi Hoosein.,42,77
11:09,2351,Petr Herman Turnover.,42,77
11:08,-1,Malachi Hoosein Steal.,42,77
11:02,-1,Victor Evans missed Three Point Jumper.,42,77
11:02,-1,Connor Kennedy Offensive Rebound.,42,77
10:55,2351,Foul on Donald Gipson.,42,77
10:53,-1,Christian Ware-Berry missed Jumper.,42,77
10:53,2351,Petr Herman Defensive Rebound.,42,77
10:30,2351,Donald Gipson missed Three Point Jumper.,42,77
10:30,2351,Mattias Markusson Offensive Rebound.,42,77
10:26,-1,Foul on Connor Kennedy.,42,77
10:24,2351,Mattias Markusson missed Layup.,42,77
10:24,-1,Teslim Idris Defensive Rebound.,42,77
10:08,2351,Foul on Jeffery McClendon.,42,77
10:08,-1,Malachi Hoosein missed Free Throw.,42,77
10:08,2351,Mattias Markusson Defensive Rebound.,42,77
9:54,2351,Donald Gipson missed Jumper.,42,77
9:54,2351,Mattias Markusson Offensive Rebound.,42,77
9:51,2351,Mattias Markusson missed Two Point Tip Shot.,42,77
9:51,-1,Victor Evans Defensive Rebound.,42,77
9:46,-1,Victor Evans Turnover.,42,77
9:22,2351,Mattias Markusson made Dunk. Assisted by Petr Herman.,42,79
9:06,-1,Malachi Hoosein missed Jumper.,42,79
9:06,2351,Petr Herman Defensive Rebound.,42,79
8:50,2351,Donald Gipson missed Dunk.,42,79
8:50,-1,Zach Allmon Block.,42,79
8:48,2351,Petr Herman Offensive Rebound.,42,79
8:45,2351,Petr Herman made Layup.,42,81
8:36,-1,Victor Evans missed Jumper.,42,81
8:36,2351,Mattias Markusson Defensive Rebound.,42,81
8:28,2351,Munis Tutu missed Jumper.,42,81
8:28,-1,Victor Evans Defensive Rebound.,42,81
8:22,2351,Foul on Mattias Markusson.,42,81
8:22,-1,Christian Ware-Berry made Free Throw.,43,81
8:22,-1,Christian Ware-Berry made Free Throw.,44,81
8:08,2351,Donald Gipson made Layup.,44,83
7:53,-1,Zach Allmon missed Three Point Jumper.,44,83
7:53,2351,Loyola Marymount Defensive Rebound.,44,83
7:47,2351,Official TV Timeout,44,83
7:33,2351,Stefan Jovanovic missed Three Point Jumper.,44,83
7:33,-1,Victor Evans Defensive Rebound.,44,83
7:23,-1,Kaleb Wilborn missed Jumper.,44,83
7:23,2351,Kelvin Amayo Defensive Rebound.,44,83
7:15,2351,Kelvin Amayo missed Layup.,44,83
7:15,-1,Kaleb Wilborn Block.,44,83
7:13,2351,Loyola Marymount Offensive Rebound.,44,83
7:08,2351,Donald Gipson made Jumper. Assisted by Kelvin Amayo.,44,85
6:49,-1,Brandon Brothers missed Three Point Jumper.,44,85
6:49,2351,Petr Herman Defensive Rebound.,44,85
6:39,2351,Donald Gipson Turnover.,44,85
6:37,-1,Brandon Brothers Steal.,44,85
6:32,-1,Shacquille Dawkins Turnover.,44,85
6:31,2351,Stefan Jovanovic Steal.,44,85
6:23,2351,Stefan Jovanovic made Layup. Assisted by Kelvin Amayo.,44,87
6:00,-1,Kaleb Wilborn missed Jumper.,44,87
6:00,-1,Zach Allmon Offensive Rebound.,44,87
5:50,-1,Zach Allmon made Layup. Assisted by Victor Evans.,46,87
5:50,2351,Foul on Stefan Jovanovic.,46,87
5:50,-1,Zach Allmon missed Free Throw.,46,87
5:50,2351,Petr Herman Defensive Rebound.,46,87
5:37,2351,Kelvin Amayo Turnover.,46,87
5:32,-1,Zach Allmon missed Three Point Jumper.,46,87
5:32,-1,Shacquille Dawkins Offensive Rebound.,46,87
5:20,-1,Brandon Brothers missed Three Point Jumper.,46,87
5:20,-1,Zach Allmon Offensive Rebound.,46,87
5:17,2351,Foul on Kelvin Amayo.,46,87
5:17,-1,Zach Allmon missed Free Throw.,46,87
5:17,-1,Vanguard Deadball Team Rebound.,46,87
5:17,-1,Zach Allmon made Free Throw.,47,87
5:09,2351,Donald Gipson Turnover.,47,87
4:56,-1,Brandon Brothers Turnover.,47,87
4:54,2351,Munis Tutu Steal.,47,87
4:47,2351,Erik Johansson missed Three Point Jumper.,47,87
4:47,-1,Shacquille Dawkins Defensive Rebound.,47,87
4:35,-1,Connor Kennedy Turnover.,47,87
4:15,2351,Erik Johansson made Jumper. Assisted by Petr Herman.,47,89
3:58,-1,Shacquille Dawkins missed Three Point Jumper.,47,89
3:58,2351,Munis Tutu Defensive Rebound.,47,89
3:48,2351,Donald Gipson missed Three Point Jumper.,47,89
3:48,-1,Vanguard Defensive Rebound.,47,89
3:44,2351,Official TV Timeout,47,89
3:17,-1,Connor Kennedy missed Jumper.,47,89
3:17,-1,Tj Hardemann Offensive Rebound.,47,89
3:13,-1,Kaleb Wilborn made Layup. Assisted by Tj Hardemann.,49,89
2:58,-1,Foul on Kaleb Wilborn.,49,89
2:58,2351,Stefan Jovanovic made Free Throw.,49,90
2:58,2351,Stefan Jovanovic made Free Throw.,49,91
2:37,-1,Shacquille Dawkins missed Layup.,49,91
2:37,2351,Mattias Markusson Defensive Rebound.,49,91
2:22,2351,Petr Herman missed Jumper.,49,91
2:22,-1,Will Ball Defensive Rebound.,49,91
2:03,-1,Shacquille Dawkins missed Three Point Jumper.,49,91
2:03,2351,Petr Herman Defensive Rebound.,49,91
1:55,2351,Petr Herman Turnover.,49,91
1:53,-1,Connor Kennedy Steal.,49,91
1:38,-1,Connor Kennedy Turnover.,49,91
1:29,2351,Jeffery McClendon made Three Point Jumper.,49,94
1:04,-1,Kaleb Wilborn made Layup. Assisted by Victor Evans.,51,94
0:56,-1,Foul on Will Ball.,51,94
0:47,2351,Jeffery McClendon made Layup.,51,96
0:40,-1,Tj Hardemann missed Three Point Jumper.,51,96
0:40,-1,Vanguard Offensive Rebound.,51,96
0:38,-1,Connor Kennedy missed Layup.,51,96
0:38,2351,Jeffery McClendon Defensive Rebound.,51,96
0:19,2351,Donald Gipson missed Three Point Jumper.,51,96
0:19,2351,Erik Johansson Offensive Rebound.,51,96
0:06,2351,Erik Johansson made Three Point Jumper. Assisted by Jeffery McClendon.,51,99
0:00,2351,End of Game,51,99
