Pacific Lutheran,Error,Seattle,2547
10:30,-1,Foul on Dylan Foreman.,18,14
10:30,2547,Official TV Timeout,18,14
10:18,2547,William Powell Turnover.,18,14
9:53,-1,Tyson Birrer missed Three Point Jumper.,18,14
9:53,-1,Dylan Foreman Offensive Rebound.,18,14
9:30,-1,Kyle Sawtell missed Three Point Jumper.,18,14
9:30,2547,Zack Moore Defensive Rebound.,18,14
9:14,2547,Zack Moore made Three Point Jumper. Assisted by Manroop Clair.,18,17
8:44,-1,Brandon Lester made Jumper.,20,17
8:32,-1,Foul on Garth West.,20,17
8:29,2547,William Powell made Layup. Assisted by Morgan Means.,20,19
7:59,-1,Markus Glenn missed Jumper.,20,19
7:59,2547,William Powell Block.,20,19
7:58,-1,Pacific Lutheran Offensive Rebound.,20,19
7:58,2547,Official TV Timeout,20,19
7:56,-1,Jared Christy missed Jumper.,20,19
7:56,2547,Seattle Deadball Team Rebound.,20,19
7:45,2547,Foul on William Powell.,20,19
7:45,2547,William Powell Turnover.,20,19
7:16,-1,Tyson Birrer missed Three Point Jumper.,20,19
7:16,-1,Kyle Sawtell Offensive Rebound.,20,19
7:08,-1,Tyson Birrer made Jumper.,22,19
7:08,2547,Foul on Manroop Clair.,22,19
7:08,-1,Tyson Birrer missed Free Throw.,22,19
7:08,2547,Matej Kavas Defensive Rebound.,22,19
6:54,2547,Emmanuel Chibuogwu missed Three Point Jumper.,22,19
6:54,-1,Kyle Sawtell Defensive Rebound.,22,19
6:37,-1,Jared Christy missed Jumper.,22,19
6:37,2547,Aaron Menzies Block.,22,19
6:36,2547,Emmanuel Chibuogwu Defensive Rebound.,22,19
6:24,2547,Matej Kavas missed Jumper.,22,19
6:24,2547,Emmanuel Chibuogwu Offensive Rebound.,22,19
6:20,2547,Matej Kavas missed Three Point Jumper.,22,19
6:20,2547,Aaron Menzies Offensive Rebound.,22,19
6:16,2547,Aaron Menzies made Jumper.,22,21
5:56,-1,Tyson Birrer missed Layup.,22,21
5:56,2547,Aaron Menzies Defensive Rebound.,22,21
5:49,2547,Morgan Means missed Three Point Jumper.,22,21
5:49,-1,Pacific Lutheran Deadball Team Rebound.,22,21
5:45,2547,Foul on Matej Kavas.,22,21
5:20,-1,Jared Christy missed Three Point Jumper.,22,21
5:20,2547,Brendan Westendorf Defensive Rebound.,22,21
5:03,2547,Aaron Menzies missed Jumper.,22,21
5:03,-1,Pacific Lutheran Deadball Team Rebound.,22,21
5:02,2547,Foul on Emmanuel Chibuogwu.,22,21
5:02,-1,Erik Swartout made Free Throw.,23,21
5:02,-1,Erik Swartout made Free Throw.,24,21
4:52,-1,Foul on Jared Christy.,24,21
4:50,2547,Matej Kavas made Three Point Jumper. Assisted by Brendan Westendorf.,24,24
4:31,-1,Foul on Kyle Sawtell.,24,24
4:31,-1,Kyle Sawtell Turnover.,24,24
4:22,2547,Matej Kavas missed Three Point Jumper.,24,24
4:22,-1,Pacific Lutheran Deadball Team Rebound.,24,24
4:12,-1,Dylan Foreman Turnover.,24,24
4:09,2547,Morgan Means Steal.,24,24
4:07,-1,Foul on Kyle Sawtell.,24,24
4:07,2547,Matej Kavas made Free Throw.,24,25
4:07,2547,Matej Kavas made Free Throw.,24,26
3:54,-1,Kyle Sawtell missed Jumper.,24,26
3:54,2547,Matej Kavas Defensive Rebound.,24,26
3:45,2547,Matej Kavas Turnover.,24,26
3:45,2547,Foul on Matej Kavas.,24,26
3:45,2547,Official TV Timeout,24,26
3:23,-1,Erik Swartout missed Jumper.,24,26
3:23,-1,Garth West Offensive Rebound.,24,26
3:19,-1,Garth West missed Jumper.,24,26
3:19,2547,Morgan Means Defensive Rebound.,24,26
3:08,-1,Foul on Garth West.,24,26
3:08,2547,William Powell missed Free Throw.,24,26
3:08,-1,Tyson Birrer Defensive Rebound.,24,26
2:54,-1,Brandon Lester made Jumper.,26,26
2:41,2547,Zack Moore made Three Point Jumper. Assisted by William Powell.,26,29
2:24,-1,Erik Swartout Turnover.,26,29
2:22,2547,Zack Moore Steal.,26,29
2:18,2547,Brendan Westendorf made Three Point Jumper. Assisted by Morgan Means.,26,32
2:01,-1,Pacific Lutheran  Timeout,26,32
1:50,-1,Erik Swartout missed Three Point Jumper.,26,32
1:50,-1,Brandon Lester Offensive Rebound.,26,32
1:46,-1,Brandon Lester made Three Point Jumper.,29,32
1:36,2547,Brendan Westendorf made Layup. Assisted by William Powell.,29,34
1:12,-1,Dylan Foreman made Jumper. Assisted by Jared Christy.,31,34
1:11,2547,Foul on Zack Moore.,31,34
1:11,-1,Dylan Foreman made Free Throw.,32,34
0:52,-1,Foul on Tyson Birrer.,32,34
0:52,2547,Brendan Westendorf made Free Throw.,32,35
0:52,2547,Brendan Westendorf made Free Throw.,32,36
0:28,2547,Emmanuel Chibuogwu Turnover.,32,36
0:22,2547,Seattle  Timeout,32,36
0:12,-1,Foul on Dylan Foreman.,32,36
0:12,2547,William Powell made Free Throw.,32,37
0:12,2547,William Powell missed Free Throw.,32,37
0:12,2547,Scott Ulaneo Offensive Rebound.,32,37
0:10,2547,Scott Ulaneo missed Layup.,32,37
0:10,2547,Scott Ulaneo Offensive Rebound.,32,37
0:08,2547,Scott Ulaneo made Two Point Tip Shot.,32,39
0:02,-1,Brandon Lester missed Three Point Jumper.,32,39
0:02,2547,Scott Ulaneo Defensive Rebound.,32,39
0:00,2547,End of 1st half,32,39
19:51,2547,Brendan Westendorf missed Three Point Jumper.,32,39
19:51,-1,Garth West Defensive Rebound.,32,39
19:29,-1,Brandon Lester missed Three Point Jumper.,32,39
19:29,-1,Garth West Offensive Rebound.,32,39
19:22,-1,Dylan Foreman missed Three Point Jumper.,32,39
19:22,2547,Brendan Westendorf Defensive Rebound.,32,39
19:08,2547,Aaron Menzies missed Jumper.,32,39
19:08,-1,Garth West Defensive Rebound.,32,39
18:46,2547,Foul on Aaron Menzies.,32,39
18:46,-1,Jared Christy made Free Throw.,33,39
18:46,-1,Jared Christy made Free Throw.,34,39
18:34,2547,Emmanuel Chibuogwu missed Three Point Jumper.,34,39
18:34,-1,Erik Swartout Defensive Rebound.,34,39
18:22,-1,Garth West made Layup. Assisted by Jared Christy.,36,39
18:10,-1,Dylan Foreman missed Three Point Jumper.,36,39
18:10,-1,Garth West Offensive Rebound.,36,39
17:56,2547,William Powell missed Layup.,36,39
17:56,-1,Garth West Defensive Rebound.,36,39
17:47,-1,Dylan Foreman Turnover.,36,39
17:45,2547,Emmanuel Chibuogwu Steal.,36,39
17:42,2547,Brendan Westendorf Turnover.,36,39
17:42,-1,Erik Swartout Steal.,36,39
17:14,-1,Brandon Lester missed Jumper.,36,39
17:14,-1,Jared Christy Offensive Rebound.,36,39
17:10,2547,Foul on Zack Moore.,36,39
17:00,2547,Brendan Westendorf Steal.,36,39
17:00,-1,Erik Swartout Turnover.,36,39
16:55,2547,Morgan Means missed Jumper.,36,39
16:54,2547,William Powell Offensive Rebound.,36,39
16:53,2547,William Powell missed Two Point Tip Shot.,36,39
16:50,2547,William Powell Offensive Rebound.,36,39
16:48,2547,William Powell made Free Throw.,36,40
16:48,-1,Foul on Erik Swartout.,36,39
16:48,2547,William Powell made Free Throw.,36,41
16:23,-1,Dylan Foreman made Three Point Jumper. Assisted by Erik Swartout.,39,41
16:11,2547,Brendan Westendorf made Three Point Jumper. Assisted by William Powell.,39,44
16:09,2547,Official TV Timeout,39,44
15:58,-1,Pacific Lutheran  Turnover.,39,44
15:58,-1,Pacific Lutheran  Timeout,39,44
15:50,2547,Brendan Westendorf made Layup. Assisted by William Powell.,39,46
15:22,-1,Kyle Sawtell missed Three Point Jumper.,39,46
15:22,2547,William Powell Defensive Rebound.,39,46
15:15,2547,William Powell Turnover.,39,46
14:44,-1,Brandon Lester missed Three Point Jumper.,39,46
14:44,-1,Jared Christy Offensive Rebound.,39,46
14:42,2547,Foul on Brendan Westendorf.,39,46
14:35,-1,Garth West missed Jumper.,39,46
14:35,2547,Scott Ulaneo Defensive Rebound.,39,46
14:30,2547,Scott Ulaneo Turnover.,39,46
13:53,-1,Jared Christy Turnover.,39,46
13:52,2547,William Powell Steal.,39,46
13:34,-1,Foul on Garth West.,39,46
13:30,2547,William Powell made Layup.,39,48
12:59,-1,Tyson Birrer missed Three Point Jumper.,39,48
12:59,2547,Jack Shaughnessy Defensive Rebound.,39,48
12:43,2547,Zack Moore made Three Point Jumper. Assisted by William Powell.,39,51
12:27,-1,Pacific Lutheran  Timeout,39,51
12:10,-1,Tyson Birrer made Jumper.,41,51
11:56,-1,Foul on Andrew Ardissone.,41,51
11:36,2547,Brendan Westendorf missed Jumper.,41,51
11:36,-1,Jared Christy Block.,41,51
11:35,2547,Seattle Offensive Rebound.,41,51
11:31,2547,Emmanuel Chibuogwu Turnover.,41,51
11:30,-1,Tyson Birrer Steal.,41,51
11:29,2547,Foul on Scott Ulaneo.,41,51
11:29,-1,Tyson Birrer made Free Throw.,42,51
11:29,-1,Tyson Birrer made Free Throw.,43,51
11:12,2547,Morgan Means made Layup.,43,53
11:12,-1,Foul on Kyle Sawtell.,43,53
11:12,2547,Morgan Means missed Free Throw.,43,53
11:12,-1,Jared Christy Defensive Rebound.,43,53
10:58,-1,Brandon Lester made Jumper.,45,53
10:58,2547,Foul on Emmanuel Chibuogwu.,45,53
10:58,-1,Brandon Lester made Free Throw.,46,53
10:47,2547,Zack Moore made Three Point Jumper. Assisted by Scott Ulaneo.,46,56
10:21,-1,Brandon Lester missed Jumper.,46,56
10:21,2547,Zack Moore Defensive Rebound.,46,56
10:14,-1,Foul on Brandon Lester.,46,56
9:55,2547,Foul on Scott Ulaneo.,46,56
9:55,2547,Scott Ulaneo Turnover.,46,56
9:37,-1,Tyson Birrer made Layup.,48,56
9:23,2547,Aaron Menzies made Jumper.,48,58
9:02,-1,Tyson Birrer missed Jumper.,48,58
9:02,-1,Garth West Offensive Rebound.,48,58
8:59,-1,Garth West made Two Point Tip Shot.,50,58
8:46,2547,Aaron Menzies missed Layup.,50,58
8:46,-1,Pacific Lutheran Deadball Team Rebound.,50,58
8:45,2547,Foul on Aaron Menzies.,50,58
8:45,-1,Garth West missed Free Throw.,50,58
8:45,2547,Emmanuel Chibuogwu Defensive Rebound.,50,58
8:35,2547,Brendan Westendorf made Layup. Assisted by William Powell.,50,60
8:08,2547,Foul on Brendan Westendorf.,50,60
8:08,-1,Garth West made Free Throw.,51,60
8:08,-1,Garth West made Free Throw.,52,60
7:59,2547,Zack Moore missed Three Point Jumper.,52,60
7:59,-1,Garth West Defensive Rebound.,52,60
7:54,-1,Garth West Turnover.,52,60
7:53,2547,Morgan Means Steal.,52,60
7:48,2547,Brendan Westendorf missed Three Point Jumper.,52,60
7:48,2547,William Powell Offensive Rebound.,52,60
7:43,2547,William Powell Turnover.,52,60
7:43,-1,Brandon Lester Steal.,52,60
7:25,-1,Garth West missed Layup.,52,60
7:25,2547,William Powell Defensive Rebound.,52,60
7:14,2547,Morgan Means missed Layup.,52,60
7:14,-1,Garth West Defensive Rebound.,52,60
7:05,-1,Brandon Lester Turnover.,52,60
7:04,2547,Emmanuel Chibuogwu Steal.,52,60
6:58,2547,Brendan Westendorf missed Layup.,52,60
6:58,-1,Garth West Block.,52,60
6:55,-1,Erik Swartout Defensive Rebound.,52,60
6:50,-1,Erik Swartout made Layup.,54,60
6:31,2547,Foul on Emmanuel Chibuogwu.,54,60
6:31,2547,Emmanuel Chibuogwu Turnover.,54,60
6:12,-1,Brandon Lester missed Three Point Jumper.,54,60
6:12,-1,Pacific Lutheran Offensive Rebound.,54,60
6:01,-1,Jared Christy missed Three Point Jumper.,54,60
6:01,2547,Scott Ulaneo Defensive Rebound.,54,60
5:41,-1,Foul on Kyle Sawtell.,54,60
5:36,2547,Brendan Westendorf missed Three Point Jumper.,54,60
5:36,-1,Garth West Defensive Rebound.,54,60
5:11,-1,Kyle Sawtell made Three Point Jumper. Assisted by Erik Swartout.,57,60
4:51,2547,William Powell made Layup.,57,62
4:25,-1,Jared Christy missed Jumper.,57,62
4:25,2547,Scott Ulaneo Defensive Rebound.,57,62
4:04,2547,Scott Ulaneo made Layup.,57,64
3:38,-1,Kyle Sawtell made Three Point Jumper. Assisted by Jared Christy.,60,64
3:19,2547,William Powell made Layup.,60,66
3:19,-1,Foul on Garth West.,60,66
3:19,2547,Official TV Timeout,60,66
3:19,2547,William Powell made Free Throw.,60,67
2:51,-1,Brandon Lester Turnover.,60,67
2:36,-1,Foul on Tyson Birrer.,60,67
2:36,2547,Brendan Westendorf made Free Throw.,60,68
2:36,2547,Brendan Westendorf made Free Throw.,60,69
2:12,-1,Brandon Lester missed Three Point Jumper.,60,69
2:12,2547,Scott Ulaneo Defensive Rebound.,60,69
1:56,2547,William Powell made Jumper.,60,71
1:50,2547,Foul on Zack Moore.,60,71
1:50,-1,Brandon Lester made Free Throw.,61,71
1:50,-1,Brandon Lester made Free Throw.,62,71
1:50,-1,Pacific Lutheran  Timeout,62,71
1:34,-1,Foul on Kyle Sawtell.,62,71
1:34,2547,William Powell made Free Throw.,62,72
1:34,2547,William Powell made Free Throw.,62,73
1:15,-1,Dylan Foreman missed Jumper.,62,73
1:15,2547,Brendan Westendorf Defensive Rebound.,62,73
0:49,2547,Brendan Westendorf missed Jumper.,62,73
0:49,-1,Brandon Lester Defensive Rebound.,62,73
0:42,-1,Brandon Lester made Three Point Jumper.,65,73
0:20,2547,Zack Moore made Three Point Jumper. Assisted by Scott Ulaneo.,65,76
0:08,-1,Markus Glenn missed Three Point Jumper.,65,76
0:08,2547,William Powell Defensive Rebound.,65,76
0:00,2547,End of Game,65,76
