Lesley University,Error,New Hampshire,160
10:18,160,Tanner Leissner Offensive Rebound.,9,19
10:14,160,Tanner Leissner made Layup.,9,21
9:50,160,Foul on Kijana Love.,9,21
9:50,-1,Joey Martin missed Free Throw.,9,21
9:50,-1,Lesley University Deadball Team Rebound.,9,21
9:50,-1,Joey Martin made Free Throw.,10,21
9:27,160,Kijana Love made Three Point Jumper. Assisted by Jaleen Smith.,10,24
9:01,-1,Will Gibson Turnover.,10,24
8:52,160,Kijana Love missed Jumper.,10,24
8:52,160,Tanner Leissner Offensive Rebound.,10,24
8:48,160,Foul on Tanner Leissner.,10,24
8:48,160,Tanner Leissner Turnover.,10,24
8:25,-1,Treyvon Trent Turnover.,10,24
8:09,160,Foul on David Watkins.,10,24
8:09,160,David Watkins Turnover.,10,24
7:52,-1,Will Gibson missed Three Point Jumper.,10,24
7:52,160,Jaleen Smith Defensive Rebound.,10,24
7:46,160,David Watkins Turnover.,10,24
7:46,-1,Lesley University  Timeout,10,24
7:33,-1,Treyvon Trent Turnover.,10,24
7:33,-1,Foul on Treyvon Trent.,10,24
7:18,160,David Watkins made Jumper. Assisted by Daniel Dion.,10,26
6:53,-1,Xeo Golding missed Jumper.,10,26
6:53,160,David Watkins Defensive Rebound.,10,26
6:50,160,Foul on David Watkins.,10,26
6:50,-1,Charlie Reznikoff made Free Throw.,11,26
6:50,-1,Charlie Reznikoff made Free Throw.,12,26
6:39,160,Daniel Dion Turnover.,12,26
6:25,-1,Xeo Golding missed Three Point Jumper.,12,26
6:25,160,Jordan Reed Defensive Rebound.,12,26
6:06,160,Jaleen Smith made Jumper. Assisted by Keon Burns.,12,28
6:06,-1,Foul on Xeo Golding.,12,28
6:06,160,Jaleen Smith made Free Throw.,12,29
5:51,160,Daniel Dion Turnover.,12,29
5:38,160,Jordan Reed Turnover.,12,29
5:30,-1,Pierre St Simon Steal.,12,29
5:29,-1,Pierre St Simon Turnover.,12,29
5:19,-1,Foul on Xeo Golding.,12,29
5:19,160,Jaleen Smith made Free Throw.,12,30
5:19,160,Jaleen Smith made Free Throw.,12,31
5:06,160,Daniel Dion made Three Point Jumper. Assisted by Daniel Dion.,12,34
4:39,-1,LaMarr Mitchell missed Layup.,12,34
4:39,-1,Pierre St Simon Offensive Rebound.,12,34
4:34,-1,Joey Martin Offensive Rebound.,12,34
4:26,-1,Joey Martin missed Layup.,12,34
4:26,160,Jaleen Smith Defensive Rebound.,12,34
4:21,160,Daniel Dion made Layup. Assisted by Jaleen Smith.,12,36
4:15,160,Foul on John Ogwuche.,12,36
4:15,-1,Marquise Johnson made Free Throw.,13,36
4:15,-1,Marquise Johnson missed Free Throw.,13,36
4:15,160,New Hampshire Defensive Rebound.,13,36
4:05,160,Foul on Jaleen Smith.,13,36
4:05,160,Jaleen Smith Turnover.,13,36
3:47,-1,Marquise Johnson made Layup.,15,36
3:37,-1,Foul on Marquise Johnson.,15,36
3:37,160,New Hampshire  Timeout,15,36
3:37,160,Jaleen Smith missed Free Throw.,15,36
3:37,160,New Hampshire Deadball Team Rebound.,15,36
3:37,160,Jaleen Smith made Free Throw.,15,37
3:23,-1,Marquise Johnson missed Layup.,15,37
3:23,160,John Ogwuche Defensive Rebound.,15,37
3:13,160,Luke Rosinski Turnover.,15,37
3:01,-1,Marquise Johnson Turnover.,15,37
2:59,160,John Ogwuche Steal.,15,37
2:55,160,John Ogwuche made Layup.,15,39
2:33,-1,LaMarr Mitchell missed Layup.,15,39
2:33,160,Jordan Reed Defensive Rebound.,15,39
2:27,160,Jaleen Smith Turnover.,15,39
2:12,-1,Chris Coberg missed Jumper.,15,39
2:12,160,Jaleen Smith Defensive Rebound.,15,39
2:05,160,Daniel Dion missed Three Point Jumper.,15,39
2:05,160,Jaleen Smith Offensive Rebound.,15,39
2:00,160,Jordan Reed made Three Point Jumper. Assisted by Jaleen Smith.,15,42
1:41,-1,LaMarr Mitchell made Layup.,17,42
1:28,-1,Foul on Treyvon Trent.,17,42
1:28,160,Daniel Dion missed Free Throw.,17,42
1:28,160,New Hampshire Deadball Team Rebound.,17,42
1:28,160,Daniel Dion made Free Throw.,17,43
1:15,-1,Treyvon Trent Turnover.,17,43
0:59,160,Jaleen Smith missed Layup.,17,43
0:59,160,Jaleen Smith Offensive Rebound.,17,43
0:53,160,Jordan Reed made Three Point Jumper. Assisted by Jaleen Smith.,17,46
0:29,-1,LaMarr Mitchell Turnover.,17,46
0:29,160,New Hampshire  Timeout,17,46
0:22,-1,Foul on Treyvon Trent.,17,46
0:22,160,Daniel Dion missed Free Throw.,17,46
0:22,160,New Hampshire Deadball Team Rebound.,17,46
0:22,160,Daniel Dion made Free Throw.,17,47
0:04,-1,LaMarr Mitchell missed Jumper.,17,47
0:04,160,New Hampshire Defensive Rebound.,17,47
0:00,160,End of 1st half,17,47
19:50,-1,Xeo Golding missed Three Point Jumper.,17,47
19:50,160,Jaleen Smith Defensive Rebound.,17,47
19:36,-1,Foul on Charlie Reznikoff.,17,47
19:26,160,Foul on Tanner Leissner.,17,47
19:26,160,Tanner Leissner Turnover.,17,47
19:06,-1,Foul on Marquise Johnson.,17,47
19:05,-1,Marquise Johnson Turnover.,17,47
18:59,160,Tanner Leissner missed Jumper.,17,47
18:51,160,Tanner Leissner Offensive Rebound.,17,47
18:41,160,David Watkins Steal.,17,47
18:26,-1,Marquise Johnson Turnover.,17,47
18:22,160,Jordan Reed made Layup. Assisted by Jaleen Smith.,17,49
18:04,-1,Xeo Golding made Three Point Jumper. Assisted by Marquise Johnson.,20,49
17:48,-1,Foul on Charlie Reznikoff.,20,49
17:39,160,David Watkins made Jumper.,20,51
17:10,-1,Will Gibson missed Layup.,20,51
17:10,160,Daniel Dion Defensive Rebound.,20,51
17:03,160,David Watkins made Layup. Assisted by Daniel Dion.,20,53
16:40,-1,Joey Martin made Layup. Assisted by Xeo Golding.,22,53
16:26,160,Daniel Dion missed Three Point Jumper.,22,53
16:26,-1,Joey Martin Block.,22,53
16:22,-1,Marquise Johnson Defensive Rebound.,22,53
16:19,160,Foul on Daniel Dion.,22,53
16:19,-1,Xeo Golding missed Free Throw.,22,53
16:19,-1,Lesley University Deadball Team Rebound.,22,53
16:19,-1,Xeo Golding missed Free Throw.,22,53
16:19,160,Tanner Leissner Defensive Rebound.,22,53
16:05,-1,Foul on Xeo Golding.,22,53
16:01,-1,Foul on Joey Martin.,22,53
15:54,160,Jordan Reed missed Three Point Jumper.,22,53
15:54,-1,Pierre St Simon Defensive Rebound.,22,53
15:44,-1,Marquise Johnson Turnover.,22,53
15:40,160,Tanner Leissner Steal.,22,53
15:35,160,Jaleen Smith made Layup. Assisted by Jordan Reed.,22,55
15:12,160,Foul on Jordan Reed.,22,55
15:12,-1,Lesley University  Timeout,22,55
15:12,-1,Devon Mayo missed Free Throw.,22,55
15:12,-1,Lesley University Deadball Team Rebound.,22,55
15:12,-1,Devon Mayo made Free Throw.,23,55
15:12,-1,Foul on Joey Martin.,23,55
15:12,160,Foul on Daniel Dion.,23,55
15:12,160,Daniel Dion Turnover.,23,55
14:53,-1,Devon Mayo missed Three Point Jumper.,23,55
14:53,-1,Joey Martin Offensive Rebound.,23,55
14:46,-1,Pierre St Simon made Three Point Jumper. Assisted by Will Gibson.,26,55
14:40,-1,Foul on Devon Mayo.,26,55
14:40,160,Jaleen Smith made Free Throw.,26,56
14:40,160,Jaleen Smith made Free Throw.,26,57
14:27,-1,Pierre St Simon missed Layup.,26,57
14:27,-1,Pierre St Simon Offensive Rebound.,26,57
14:24,160,Foul on Tanner Leissner.,26,57
14:24,-1,Pierre St Simon missed Free Throw.,26,57
14:24,-1,Lesley University Deadball Team Rebound.,26,57
14:24,-1,Pierre St Simon made Free Throw.,27,57
14:12,160,Jaleen Smith missed Layup.,27,57
14:12,160,New Hampshire Offensive Rebound.,27,57
14:10,160,Keon Burns Turnover.,27,57
14:08,-1,LaMarr Mitchell Steal.,27,57
14:06,-1,LaMarr Mitchell Turnover.,27,57
14:04,160,Jordan Reed Steal.,27,57
13:53,160,Luke Rosinski made Jumper. Assisted by Keon Burns.,27,59
13:31,-1,LaMarr Mitchell missed Jumper.,27,59
13:31,160,Luke Rosinski Defensive Rebound.,27,59
13:22,160,Jordan Reed missed Three Point Jumper.,27,59
13:22,160,Luke Rosinski Offensive Rebound.,27,59
13:15,160,Kijana Love made Three Point Jumper. Assisted by Jordan Reed.,27,62
12:49,-1,LaMarr Mitchell made Three Point Jumper. Assisted by Marquise Johnson.,30,62
12:32,160,Jaleen Smith made Layup. Assisted by Kijana Love.,30,64
12:06,-1,Pierre St Simon Turnover.,30,64
12:06,-1,Foul on Treyvon Trent.,30,64
12:06,160,Jaleen Smith missed Free Throw.,30,64
12:06,-1,Devon Mayo Defensive Rebound.,30,64
11:57,-1,Devon Mayo missed Three Point Jumper.,30,64
11:57,-1,Lesley University Offensive Rebound.,30,64
11:52,-1,Lesley University  Timeout,30,64
11:40,160,Foul on Jaleen Smith.,30,64
11:40,-1,Will Gibson missed Free Throw.,30,64
11:40,-1,Lesley University Deadball Team Rebound.,30,64
11:40,-1,Will Gibson made Free Throw.,31,64
11:26,160,Kijana Love missed Jumper.,31,64
11:26,160,Keon Burns Offensive Rebound.,31,64
11:22,160,Kijana Love Turnover.,31,64
11:10,160,Foul on Jaleen Smith.,31,64
11:10,-1,Devon Mayo made Free Throw.,32,64
11:10,-1,Will Gibson made Free Throw.,33,64
11:02,160,Tanner Leissner missed Jumper.,33,64
11:02,-1,Treyvon Trent Defensive Rebound.,33,64
10:55,-1,LaMarr Mitchell missed Jumper.,33,64
10:55,160,John Ogwuche Defensive Rebound.,33,64
10:42,160,Tanner Leissner missed Layup.,33,64
10:42,-1,Chris Coberg Defensive Rebound.,33,64
10:34,-1,Devon Mayo missed Layup.,33,64
10:34,160,John Ogwuche Block.,33,64
10:34,-1,Lesley University Offensive Rebound.,33,64
10:30,-1,Devon Mayo made Three Point Jumper. Assisted by Will Gibson.,36,64
10:17,160,John Ogwuche missed Three Point Jumper.,36,64
10:17,-1,Treyvon Trent Defensive Rebound.,36,64
10:09,-1,Devon Mayo missed Three Point Jumper.,36,64
10:09,160,New Hampshire Defensive Rebound.,36,64
10:06,160,New Hampshire  Timeout,36,64
10:01,-1,Foul on LaMarr Mitchell.,36,64
10:01,160,Daniel Dion made Free Throw.,36,65
10:01,160,Daniel Dion made Free Throw.,36,66
9:42,-1,LaMarr Mitchell made Three Point Jumper. Assisted by Will Gibson.,39,66
9:22,160,Tanner Leissner missed Layup.,39,66
9:22,-1,LaMarr Mitchell Block.,39,66
9:22,160,New Hampshire Offensive Rebound.,39,66
9:17,-1,Foul on Chris Coberg.,39,66
9:17,160,Tanner Leissner made Free Throw.,39,67
9:17,160,Tanner Leissner made Free Throw.,39,68
9:04,160,Foul on Jaleen Smith.,39,68
9:04,-1,LaMarr Mitchell made Free Throw.,40,68
9:04,-1,LaMarr Mitchell made Free Throw.,41,68
9:02,-1,Foul on Will Gibson.,41,68
9:02,160,Daniel Dion missed Free Throw.,41,68
9:02,160,New Hampshire Deadball Team Rebound.,41,68
9:02,160,Daniel Dion made Free Throw.,41,69
8:51,-1,Devon Mayo made Three Point Jumper.,44,69
8:36,-1,Joey Martin missed Three Point Jumper.,44,69
8:36,-1,Charlie Reznikoff Offensive Rebound.,44,69
8:30,-1,Will Gibson missed Three Point Jumper.,44,69
8:30,160,Darryl Stewart Defensive Rebound.,44,69
8:27,160,Foul on John Ogwuche.,44,69
8:27,-1,Marquise Johnson missed Free Throw.,44,69
8:27,160,Tanner Leissner Defensive Rebound.,44,69
8:14,160,Tanner Leissner made Layup.,44,71
7:53,-1,LaMarr Mitchell made Three Point Jumper. Assisted by Chris Coberg.,47,71
7:29,160,Jordan Reed Turnover.,47,71
7:29,160,Official TV Timeout,47,71
7:12,-1,Marquise Johnson made Layup. Assisted by Chris Coberg.,49,71
6:57,160,Tanner Leissner made Jumper. Assisted by Daniel Dion.,49,73
6:23,-1,Marquise Johnson missed Layup.,49,73
6:23,-1,Chris Coberg Offensive Rebound.,49,73
6:16,-1,Chris Coberg missed Layup.,49,73
6:16,160,Tanner Leissner Defensive Rebound.,49,73
6:06,160,Jaleen Smith Turnover.,49,73
6:06,-1,Joey Martin made Layup. Assisted by Marquise Johnson.,51,73
6:06,160,Jaleen Smith missed Layup.,51,73
6:06,-1,Joey Martin Defensive Rebound.,51,73
6:06,-1,Joey Martin missed Jumper.,51,73
6:06,160,Tanner Leissner Defensive Rebound.,51,73
6:06,160,David Watkins missed Jumper.,51,73
6:06,-1,LaMarr Mitchell Defensive Rebound.,51,73
4:56,-1,Lesley University  Timeout,51,73
4:46,-1,Charlie Reznikoff missed Jumper.,51,73
4:46,160,David Watkins Defensive Rebound.,51,73
4:39,160,David Watkins Turnover.,51,73
4:25,-1,Joey Martin Turnover.,51,73
4:25,160,Daniel Dion Steal.,51,73
4:08,160,Jordan Reed made Jumper.,51,75
3:49,-1,Charlie Reznikoff made Layup.,53,75
3:35,160,Daniel Dion missed Three Point Jumper.,53,75
3:35,160,Tanner Leissner Offensive Rebound.,53,75
3:31,160,Tanner Leissner made Layup.,53,77
3:14,-1,Xeo Golding missed Three Point Jumper.,53,77
3:14,160,Daniel Dion Defensive Rebound.,53,77
3:09,160,Jaleen Smith made Layup. Assisted by Daniel Dion.,53,79
2:55,-1,Marquise Johnson Turnover.,53,79
2:52,160,Jordan Reed Steal.,53,79
2:37,160,David Watkins made Three Point Jumper. Assisted by Jaleen Smith.,53,82
2:29,160,New Hampshire  Timeout,53,82
2:04,-1,Devon Mayo made Layup. Assisted by Pierre St Simon.,55,82
2:04,160,Foul on Luke Rosinski.,55,82
2:04,-1,Devon Mayo missed Free Throw.,55,82
2:04,160,Ken Uhlar Defensive Rebound.,55,82
1:52,160,Jordan Reed made Three Point Jumper. Assisted by John Ogwuche.,55,85
1:29,-1,Devon Mayo missed Layup.,55,85
1:29,-1,Lesley University Offensive Rebound.,55,85
0:59,-1,Fabrice Louissaint missed Layup.,55,85
0:59,-1,Lesley University Offensive Rebound.,55,85
0:57,160,Foul on Luke Rosinski.,55,85
0:57,-1,Fabrice Louissaint made Free Throw.,56,85
0:57,-1,Fabrice Louissaint made Free Throw.,57,85
0:39,160,Kijana Love missed Jumper.,57,85
0:39,-1,Will Gibson Defensive Rebound.,57,85
0:32,-1,LaMarr Mitchell made Three Point Jumper. Assisted by William Cuffee.,60,85
