UIC,2539,San Francisco,82
11:36,2539,Official TV Timeout,15,21
11:33,2539,Ronnie Boyce missed Three Point Jumper.,15,21
11:33,82,UIC Defensive Rebound.,15,21
11:11,82,Michael Kolawole Turnover.,15,21
11:10,2539,Charles Minlend Steal.,15,21
11:06,2539,Ronnie Boyce made Layup.,15,23
10:50,82,Hassan Thomas Turnover.,15,23
10:48,82,Foul on Kyle Guice.,15,23
10:48,2539,Ronnie Boyce missed Free Throw.,15,23
10:48,82,Lance Whitaker Defensive Rebound.,15,23
10:47,2539,Mladen Djordjevic Steal.,15,23
10:43,2539,Mladen Djordjevic missed Three Point Jumper.,15,23
10:43,82,Hassan Thomas Defensive Rebound.,15,23
10:38,82,Dikembe Dixson Turnover.,15,23
10:37,2539,Ronnie Boyce Steal.,15,23
10:35,2539,Ronnie Boyce made Layup.,15,25
10:04,2539,Ronnie Boyce missed Layup.,15,25
10:04,82,K.J. Santos Defensive Rebound.,15,25
9:58,82,Kyle Guice made Layup.,17,25
9:41,2539,Ronnie Boyce Turnover.,17,25
9:39,82,Dikembe Dixson Steal.,17,25
9:38,82,Dikembe Dixson missed Layup.,17,25
9:38,2539,Ronnie Boyce Defensive Rebound.,17,25
9:21,2539,Chance Anderson missed Layup.,17,25
9:21,82,Lance Whitaker Defensive Rebound.,17,25
9:01,2539,Foul on Chance Anderson.,17,25
8:50,82,K.J. Santos missed Free Throw.,17,25
8:50,82,UIC Deadball Team Rebound.,17,25
8:50,82,K.J. Santos made Free Throw.,18,25
8:34,2539,Charles Minlend made Three Point Jumper. Assisted by Nate Renfro.,18,28
8:25,82,Marcus Ottey Turnover.,18,28
8:24,2539,Nate Renfro Steal.,18,28
8:21,2539,Charles Minlend missed Layup.,18,28
8:21,2539,Nate Renfro Offensive Rebound.,18,28
8:18,82,Foul on Lance Whitaker.,18,28
8:18,2539,Nate Renfro made Free Throw.,18,29
8:18,2539,Nate Renfro made Free Throw.,18,30
7:57,82,Lance Whitaker made Three Point Jumper. Assisted by Godwin Boahen.,21,30
7:39,2539,Charles Minlend missed Three Point Jumper.,21,30
7:39,82,Lance Whitaker Defensive Rebound.,21,30
7:31,82,Dikembe Dixson missed Jumper.,21,30
7:31,82,Dikembe Dixson Offensive Rebound.,21,30
7:27,82,Dikembe Dixson missed Layup.,21,30
7:27,2539,Chase Foster Defensive Rebound.,21,30
7:18,2539,Charles Minlend made Layup.,21,32
6:58,82,K.J. Santos missed Jumper.,21,32
6:58,82,Clint Robinson Offensive Rebound.,21,32
6:50,2539,Foul on Nate Renfro.,21,32
6:50,2539,Official TV Timeout,21,32
6:50,82,Clint Robinson missed Free Throw.,21,32
6:50,2539,Jimbo Lull Defensive Rebound.,21,32
6:41,2539,Jimbo Lull made Layup. Assisted by Charles Minlend.,21,34
6:23,82,Dikembe Dixson made Jumper.,23,34
6:08,2539,Mladen Djordjevic made Three Point Jumper. Assisted by Chase Foster.,23,37
5:43,2539,Foul on Chase Foster.,23,37
5:43,82,Dikembe Dixson made Free Throw.,24,37
5:43,82,Dikembe Dixson missed Free Throw.,24,37
5:43,2539,Mladen Djordjevic Defensive Rebound.,24,37
5:28,2539,Chase Foster missed Layup.,24,37
5:28,82,Clint Robinson Block.,24,37
5:26,2539,Nate Renfro Offensive Rebound.,24,37
5:21,2539,Mladen Djordjevic missed Jumper.,24,37
5:21,82,Dominique Matthews Defensive Rebound.,24,37
5:11,2539,Foul on Jordan Ratinho.,24,37
5:11,82,Dikembe Dixson made Free Throw.,25,37
5:11,82,Dikembe Dixson made Free Throw.,26,37
4:41,2539,San Francisco  Turnover.,26,37
4:30,82,Foul on Dikembe Dixson.,26,37
4:30,82,Dikembe Dixson Turnover.,26,37
4:16,2539,Mladen Djordjevic Turnover.,26,37
4:15,82,K.J. Santos Steal.,26,37
4:11,82,Dominique Matthews made Layup. Assisted by Godwin Boahen.,28,37
3:57,2539,Mladen Djordjevic Turnover.,28,37
3:57,2539,Official TV Timeout,28,37
3:48,82,Godwin Boahen missed Three Point Jumper.,28,37
3:48,2539,Ronnie Boyce Defensive Rebound.,28,37
3:35,2539,Ronnie Boyce made Layup. Assisted by Nate Renfro.,28,39
3:18,82,Marcus Ottey missed Three Point Jumper.,28,39
3:18,82,Clint Robinson Offensive Rebound.,28,39
3:08,82,Godwin Boahen made Jumper.,30,39
2:47,2539,Nate Renfro made Layup.,30,41
2:39,82,Marcus Ottey made Jumper.,32,41
2:25,2539,Foul on Matt McCarthy.,32,41
2:25,2539,Matt McCarthy Turnover.,32,41
2:12,82,Dominique Matthews made Jumper.,34,41
1:54,2539,Charles Minlend made Jumper.,34,43
1:46,82,Dominique Matthews missed Jumper.,34,43
1:46,82,Clint Robinson Offensive Rebound.,34,43
1:44,2539,Foul on Mladen Djordjevic.,34,43
1:44,82,Clint Robinson missed Free Throw.,34,43
1:44,82,UIC Deadball Team Rebound.,34,43
1:44,82,Clint Robinson missed Free Throw.,34,43
1:44,2539,Remu Raitanen Defensive Rebound.,34,43
1:29,2539,Chase Foster made Layup. Assisted by Matt McCarthy.,34,45
1:20,82,Dominique Matthews missed Three Point Jumper.,34,45
1:20,2539,Matt McCarthy Defensive Rebound.,34,45
1:08,2539,Mladen Djordjevic missed Jumper.,34,45
1:08,82,Dominique Matthews Defensive Rebound.,34,45
0:53,82,Dominique Matthews made Three Point Jumper. Assisted by Lance Whitaker.,37,45
0:37,2539,Jordan Ratinho missed Three Point Jumper.,37,45
0:37,2539,Chase Foster Offensive Rebound.,37,45
0:11,2539,Ronnie Boyce made Three Point Jumper.,37,48
0:04,82,Godwin Boahen missed Jumper.,37,48
0:04,82,Clint Robinson Offensive Rebound.,37,48
0:00,82,Clint Robinson missed Layup.,37,48
0:00,2539,Chase Foster Defensive Rebound.,37,48
0:00,2539,End of 1st half,37,48
19:53,2539,Ronnie Boyce Turnover.,37,48
19:51,82,Tarkus Ferguson Steal.,37,48
19:49,82,Dikembe Dixson made Dunk. Assisted by Tarkus Ferguson.,39,48
19:29,2539,Ronnie Boyce made Three Point Jumper. Assisted by Mladen Djordjevic.,39,51
19:06,82,Foul on Dikembe Dixson.,39,51
19:06,82,Dikembe Dixson Turnover.,39,51
18:52,2539,Ronnie Boyce made Layup.,39,53
18:41,82,Tai Odiase made Layup.,41,53
18:40,2539,Foul on Jimbo Lull.,41,53
18:40,82,Tai Odiase made Free Throw.,42,53
18:23,2539,Matt McCarthy missed Layup.,42,53
18:23,82,Tai Odiase Block.,42,53
18:23,2539,Chase Foster Offensive Rebound.,42,53
18:23,2539,Chase Foster missed Two Point Tip Shot.,42,53
18:23,2539,San Francisco Offensive Rebound.,42,53
18:16,2539,Chase Foster made Layup.,42,55
18:10,82,Tarkus Ferguson missed Three Point Jumper.,42,55
18:10,2539,Chase Foster Defensive Rebound.,42,55
17:57,2539,Chase Foster Turnover.,42,55
17:55,82,Tai Odiase Steal.,42,55
17:50,82,K.J. Santos Turnover.,42,55
17:48,2539,Mladen Djordjevic Steal.,42,55
17:27,2539,Mladen Djordjevic made Layup.,42,57
17:27,82,Foul on Marcus Ottey.,42,57
17:27,2539,Mladen Djordjevic missed Free Throw.,42,57
17:27,82,K.J. Santos Defensive Rebound.,42,57
17:17,2539,Foul on Matt McCarthy.,42,57
17:17,82,Tai Odiase made Free Throw.,43,57
17:17,82,Tai Odiase missed Free Throw.,43,57
17:17,2539,Chance Anderson Defensive Rebound.,43,57
16:59,2539,Ronnie Boyce missed Three Point Jumper.,43,57
16:59,2539,Nate Renfro Offensive Rebound.,43,57
16:54,2539,Nate Renfro missed Two Point Tip Shot.,43,57
16:54,82,K.J. Santos Defensive Rebound.,43,57
16:42,82,Tai Odiase missed Jumper.,43,57
16:42,2539,Ronnie Boyce Block.,43,57
16:41,82,Tai Odiase Offensive Rebound.,43,57
16:39,82,Tai Odiase missed Jumper.,43,57
16:39,2539,Chance Anderson Defensive Rebound.,43,57
16:20,2539,Foul on Ronnie Boyce.,43,57
16:20,2539,Ronnie Boyce Turnover.,43,57
16:02,82,Lance Whitaker missed Three Point Jumper.,43,57
16:02,2539,Chase Foster Defensive Rebound.,43,57
15:53,2539,Mladen Djordjevic Turnover.,43,57
15:50,82,Godwin Boahen Steal.,43,57
15:47,82,Tarkus Ferguson missed Layup.,43,57
15:47,2539,San Francisco Defensive Rebound.,43,57
15:47,2539,Official TV Timeout,43,57
15:38,2539,Jordan Ratinho made Layup. Assisted by Charles Minlend.,43,59
15:16,82,Tai Odiase missed Jumper.,43,59
15:16,82,Godwin Boahen Offensive Rebound.,43,59
15:09,82,K.J. Santos Turnover.,43,59
15:01,82,Foul on Dikembe Dixson.,43,59
14:58,2539,Foul on Chance Anderson.,43,59
14:58,2539,Chance Anderson Turnover.,43,59
14:37,82,Foul on K.J. Santos.,43,59
14:37,82,K.J. Santos Turnover.,43,59
14:23,2539,Mladen Djordjevic missed Three Point Jumper.,43,59
14:23,82,K.J. Santos Defensive Rebound.,43,59
14:15,82,K.J. Santos Turnover.,43,59
14:15,2539,Remu Raitanen Steal.,43,59
14:10,2539,Charles Minlend missed Jumper.,43,59
14:10,2539,Jordan Ratinho Offensive Rebound.,43,59
14:02,2539,San Francisco  Timeout,43,59
13:56,2539,Jordan Ratinho missed Three Point Jumper.,43,59
13:56,2539,Remu Raitanen Offensive Rebound.,43,59
13:52,2539,Charles Minlend missed Jumper.,43,59
13:52,2539,Remu Raitanen Offensive Rebound.,43,59
13:33,82,Foul on Lance Whitaker.,43,59
13:33,2539,Charles Minlend missed Free Throw.,43,59
13:33,2539,San Francisco Deadball Team Rebound.,43,59
13:33,2539,Charles Minlend missed Free Throw.,43,59
13:33,82,Tai Odiase Defensive Rebound.,43,59
13:16,82,Godwin Boahen missed Three Point Jumper.,43,59
13:16,2539,Chase Foster Defensive Rebound.,43,59
12:37,2539,Ronnie Boyce missed Three Point Jumper.,43,59
12:37,82,Clint Robinson Defensive Rebound.,43,59
12:30,82,Marcus Ottey missed Layup.,43,59
12:30,82,UIC Offensive Rebound.,43,59
12:17,82,Clint Robinson made Jumper. Assisted by Marcus Ottey.,45,59
12:02,2539,Jordan Ratinho made Three Point Jumper. Assisted by Jimbo Lull.,45,62
11:51,82,Godwin Boahen Turnover.,45,62
11:48,2539,Jordan Ratinho Steal.,45,62
11:43,2539,Foul on Remu Raitanen.,45,62
11:43,2539,Remu Raitanen Turnover.,45,62
11:43,2539,Official TV Timeout,45,62
11:30,82,Kyle Guice made Three Point Jumper. Assisted by Marcus Ottey.,48,62
11:17,2539,Chase Foster missed Jumper.,48,62
11:17,82,UIC Defensive Rebound.,48,62
10:52,82,Kyle Guice made Three Point Jumper. Assisted by Dominique Matthews.,51,62
10:41,2539,Ronnie Boyce Turnover.,51,62
10:39,82,Kyle Guice Steal.,51,62
10:37,82,Marcus Ottey made Layup. Assisted by Godwin Boahen.,53,62
10:36,2539,San Francisco  Timeout,53,62
10:30,82,Foul on Kyle Guice.,53,62
10:12,2539,Chase Foster made Jumper. Assisted by Mladen Djordjevic.,53,64
10:02,82,Kyle Guice made Three Point Jumper. Assisted by Godwin Boahen.,56,64
9:51,2539,Nate Renfro missed Three Point Jumper.,56,64
9:51,2539,Mladen Djordjevic Offensive Rebound.,56,64
9:34,2539,Jimbo Lull missed Jumper.,56,64
9:34,82,Marcus Ottey Defensive Rebound.,56,64
9:28,82,Marcus Ottey missed Layup.,56,64
9:28,2539,Nate Renfro Block.,56,64
9:26,2539,Mladen Djordjevic Defensive Rebound.,56,64
9:16,2539,Foul on Ronnie Boyce.,56,64
9:00,82,Marcus Ottey missed Layup.,56,64
9:00,82,Clint Robinson Offensive Rebound.,56,64
8:58,2539,Foul on Jimbo Lull.,56,64
8:58,82,Clint Robinson missed Free Throw.,56,64
8:58,82,UIC Deadball Team Rebound.,56,64
8:58,82,Clint Robinson missed Free Throw.,56,64
8:58,2539,Chase Foster Defensive Rebound.,56,64
8:42,2539,Mladen Djordjevic missed Three Point Jumper.,56,64
8:42,82,Dikembe Dixson Defensive Rebound.,56,64
8:22,82,Marcus Ottey Turnover.,56,64
8:20,2539,Jordan Ratinho Steal.,56,64
8:18,82,Foul on Marcus Ottey.,56,64
8:18,2539,Chance Anderson missed Free Throw.,56,64
8:18,2539,San Francisco Deadball Team Rebound.,56,64
8:18,2539,Chance Anderson made Free Throw.,56,65
8:11,82,Kyle Guice Turnover.,56,65
8:11,82,UIC  Timeout,56,65
8:11,2539,Official TV Timeout,56,65
7:51,2539,Foul on Chance Anderson.,56,65
7:51,2539,Chance Anderson Turnover.,56,65
7:28,82,Tai Odiase made Dunk. Assisted by Godwin Boahen.,58,65
7:14,2539,Mladen Djordjevic missed Layup.,58,65
7:14,82,Tai Odiase Block.,58,65
7:12,82,Tai Odiase Defensive Rebound.,58,65
7:10,82,Godwin Boahen made Three Point Jumper. Assisted by Marcus Ottey.,61,65
6:49,2539,Nate Renfro made Layup.,61,67
6:34,82,Tai Odiase missed Jumper.,61,67
6:34,2539,Chance Anderson Block.,61,67
6:34,82,Tai Odiase Offensive Rebound.,61,67
6:33,2539,Foul on Chase Foster.,61,67
6:33,82,Dikembe Dixson made Free Throw.,62,67
6:33,82,Dikembe Dixson made Free Throw.,63,67
6:15,2539,Chase Foster missed Layup.,63,67
6:15,82,Dikembe Dixson Defensive Rebound.,63,67
5:59,82,Godwin Boahen made Three Point Jumper.,66,67
5:41,2539,Foul on Nate Renfro.,66,67
5:41,2539,Nate Renfro Turnover.,66,67
5:41,2539,San Francisco  Timeout,66,67
5:27,82,Marcus Ottey Turnover.,66,67
5:26,2539,Mladen Djordjevic Steal.,66,67
5:20,2539,Ronnie Boyce made Three Point Jumper. Assisted by Mladen Djordjevic.,66,70
4:59,82,Marcus Ottey Turnover.,66,70
4:37,2539,Chase Foster made Jumper. Assisted by Nate Renfro.,66,72
4:07,2539,Foul on Mladen Djordjevic.,66,72
4:07,82,Godwin Boahen missed Free Throw.,66,72
4:07,82,UIC Deadball Team Rebound.,66,72
4:07,82,Godwin Boahen made Free Throw.,67,72
3:57,2539,Nate Renfro made Dunk. Assisted by Ronnie Boyce.,67,74
3:33,2539,Foul on Remu Raitanen.,67,74
3:33,2539,Official TV Timeout,67,74
3:33,82,K.J. Santos made Free Throw.,68,74
3:33,82,K.J. Santos made Free Throw.,69,74
3:31,82,Foul on Godwin Boahen.,69,74
3:31,2539,Mladen Djordjevic made Free Throw.,69,75
3:31,2539,Mladen Djordjevic made Free Throw.,69,76
3:23,82,Dikembe Dixson made Three Point Jumper. Assisted by Godwin Boahen.,72,76
2:50,2539,Chase Foster Turnover.,72,76
2:44,82,K.J. Santos made Three Point Jumper. Assisted by Godwin Boahen.,75,76
2:35,2539,Jordan Ratinho Turnover.,75,76
2:26,2539,Foul on Chance Anderson.,75,76
2:26,82,Tai Odiase made Free Throw.,76,76
2:26,82,Tai Odiase missed Free Throw.,76,76
2:26,2539,Chase Foster Defensive Rebound.,76,76
2:20,2539,Ronnie Boyce made Layup.,76,78
2:04,2539,Foul on Nate Renfro.,76,78
2:04,82,Tai Odiase made Free Throw.,77,78
2:04,82,Tai Odiase missed Free Throw.,77,78
2:04,2539,Chase Foster Defensive Rebound.,77,78
1:52,2539,Jimbo Lull made Layup. Assisted by Ronnie Boyce.,77,80
1:36,82,K.J. Santos missed Three Point Jumper.,77,80
1:36,82,Godwin Boahen Offensive Rebound.,77,80
1:27,82,Godwin Boahen missed Three Point Jumper.,77,80
1:27,2539,Chase Foster Defensive Rebound.,77,80
1:10,2539,Ronnie Boyce missed Three Point Jumper.,77,80
1:10,82,Tarkus Ferguson Defensive Rebound.,77,80
0:56,82,Dikembe Dixson made Three Point Jumper. Assisted by K.J. Santos.,80,80
0:40,2539,Ronnie Boyce missed Layup.,80,80
0:40,82,Tai Odiase Block.,80,80
0:38,82,Godwin Boahen Defensive Rebound.,80,80
0:32,82,UIC  Timeout,80,80
0:27,82,Godwin Boahen Turnover.,80,80
0:25,2539,Jordan Ratinho Steal.,80,80
0:23,2539,Remu Raitanen made Free Throw.,80,81
0:23,2539,Remu Raitanen made Free Throw.,80,82
0:23,2539,San Francisco  Timeout,80,82
0:22,82,Foul on Godwin Boahen.,80,82
0:17,82,Dikembe Dixson missed Jumper.,80,82
0:17,82,Tai Odiase Offensive Rebound.,80,82
0:06,82,Tai Odiase missed Two Point Tip Shot.,80,82
0:06,82,Godwin Boahen Offensive Rebound.,80,82
0:05,82,Godwin Boahen missed Three Point Jumper.,80,82
0:05,2539,Nate Renfro Defensive Rebound.,80,82
0:05,82,Foul on Tarkus Ferguson.,80,82
0:05,2539,Nate Renfro missed Free Throw.,80,82
0:05,2539,San Francisco Deadball Team Rebound.,80,82
0:05,2539,Nate Renfro missed Free Throw.,80,82
0:05,82,K.J. Santos Defensive Rebound.,80,82
0:04,82,UIC  Timeout,80,82
0:04,82,UIC  Timeout,80,82
0:00,82,Godwin Boahen missed Layup.,80,82
0:00,82,UIC Offensive Rebound.,80,82
0:00,2539,End of Game,80,82
