Kentucky Christian,Error,Morehead State,2413
13:04,2413,Ty'Quan Bitting Offensive Rebound.,8,23
13:00,2413,Ty'Quan Bitting made Jumper.,8,25
12:50,-1,Connor Greene Turnover.,8,25
12:34,2413,Ty'Quan Bitting made Jumper. Assisted by Djimon Henson.,8,27
12:19,-1,Aaron Thompson Turnover.,8,27
12:04,2413,Djimon Henson missed Three Point Jumper.,8,27
12:04,-1,Connor Greene Defensive Rebound.,8,27
11:57,-1,Brandon Barnes missed Three Point Jumper.,8,27
11:57,2413,Jordan Walker Defensive Rebound.,8,27
11:51,-1,Foul on Connor Greene.,8,27
11:51,2413,Official TV Timeout,8,27
11:51,2413,Djimon Henson missed Free Throw.,8,27
11:51,2413,Morehead St Deadball Team Rebound.,8,27
11:51,2413,Djimon Henson missed Free Throw.,8,27
11:51,-1,Hayden Dunn Defensive Rebound.,8,27
11:25,-1,Hayden Dunn missed Jumper.,8,27
11:25,2413,Djimon Henson Block.,8,27
11:23,2413,Lamontray Harris Defensive Rebound.,8,27
11:11,2413,Ronnye Beamon made Layup. Assisted by Ty'Quan Bitting.,8,29
11:11,-1,Foul on Brandon Barnes.,8,29
11:11,2413,Ronnye Beamon missed Free Throw.,8,29
11:11,-1,Matthew Lee Defensive Rebound.,8,29
10:52,-1,Connor Greene Turnover.,8,29
10:41,2413,Jordan Walker made Layup. Assisted by Lamontray Harris.,8,31
10:12,-1,Conner Gauze missed Jumper.,8,31
10:12,2413,Ty'Quan Bitting Block.,8,31
10:10,2413,Jordan Walker Defensive Rebound.,8,31
10:02,-1,Foul on Hayden Dunn.,8,31
9:46,2413,Ronnye Beamon missed Three Point Jumper.,8,31
9:46,2413,Djimon Henson Offensive Rebound.,8,31
9:33,2413,Ronnye Beamon missed Jumper.,8,31
9:33,2413,Lamontray Harris Offensive Rebound.,8,31
9:31,2413,Lamontray Harris missed Layup.,8,31
9:31,-1,Kentucky Christian Defensive Rebound.,8,31
9:14,-1,Matthew Lee missed Layup.,8,31
9:14,2413,Soufiyane Diakite Defensive Rebound.,8,31
9:06,2413,Soufiyane Diakite made Layup.,8,33
8:42,-1,Conner Gauze missed Jumper.,8,33
8:42,2413,Ronnye Beamon Defensive Rebound.,8,33
8:35,2413,Djimon Henson missed Jumper.,8,33
8:35,-1,Conner Gauze Defensive Rebound.,8,33
8:33,2413,Foul on Alonzo Chatman.,8,33
8:28,2413,Foul on Jordan Walker.,8,33
8:26,2413,Foul on Alonzo Chatman.,8,33
8:26,-1,Hayden Dunn made Free Throw.,9,33
8:26,-1,Hayden Dunn made Free Throw.,10,33
8:12,-1,Foul on Conner Gauze.,10,33
8:12,2413,Alonzo Chatman made Free Throw.,10,34
8:12,2413,Alonzo Chatman made Free Throw.,10,35
7:59,-1,Hayden Dunn Turnover.,10,35
7:59,2413,Official TV Timeout,10,35
7:41,-1,Foul on Trenton Walker.,10,35
7:41,2413,Djimon Henson made Free Throw.,10,36
7:41,2413,Djimon Henson made Free Throw.,10,37
7:21,-1,Matthew Lee Turnover.,10,37
7:19,2413,Ronnye Beamon Steal.,10,37
7:08,2413,Soufiyane Diakite Turnover.,10,37
6:44,-1,Hayden Dunn Turnover.,10,37
6:42,2413,Soufiyane Diakite Steal.,10,37
6:39,2413,Djimon Henson missed Dunk.,10,37
6:39,-1,Owens Crawford Defensive Rebound.,10,37
6:33,-1,Brandon Barnes missed Three Point Jumper.,10,37
6:33,2413,Malik Maitland Defensive Rebound.,10,37
6:25,-1,Foul on Conner Gauze.,10,37
6:25,2413,Ronnye Beamon made Free Throw.,10,38
6:25,2413,Ronnye Beamon missed Free Throw.,10,38
6:25,2413,Keion Alexander Offensive Rebound.,10,38
6:24,2413,Keion Alexander Turnover.,10,38
6:10,-1,Owens Crawford Turnover.,10,38
6:09,2413,Malik Maitland Steal.,10,38
6:07,2413,Malik Maitland made Layup.,10,40
5:51,2413,Foul on Keion Alexander.,10,40
5:51,-1,Conner Gauze missed Free Throw.,10,40
5:51,-1,Hayden Dunn Offensive Rebound.,10,40
5:50,2413,Foul on Wes Noble.,10,40
5:50,-1,Hayden Dunn made Free Throw.,11,40
5:50,-1,Hayden Dunn made Free Throw.,12,40
5:42,2413,Ronnye Beamon made Layup. Assisted by Malik Maitland.,12,42
5:29,-1,Trenton Walker Turnover.,12,42
5:17,-1,Foul on Brandon Barnes.,12,42
5:17,2413,Keion Alexander made Free Throw.,12,43
5:17,2413,Keion Alexander made Free Throw.,12,44
4:56,-1,Hayden Dunn Turnover.,12,44
4:56,2413,Malik Maitland Steal.,12,44
4:45,2413,Keion Alexander missed Jumper.,12,44
4:45,-1,Collin Howell Defensive Rebound.,12,44
4:39,-1,Matthew Lee missed Layup.,12,44
4:39,2413,Keion Alexander Block.,12,44
4:37,2413,Malik Maitland Defensive Rebound.,12,44
4:31,2413,Wes Noble missed Layup.,12,44
4:31,2413,Ronnye Beamon Offensive Rebound.,12,44
4:28,2413,Ronnye Beamon made Jumper.,12,46
4:07,-1,Matthew Lee Turnover.,12,46
3:49,2413,Keion Alexander missed Jumper.,12,46
3:49,2413,Keion Alexander Offensive Rebound.,12,46
3:47,2413,Keion Alexander made Jumper.,12,48
3:29,-1,Owens Crawford Turnover.,12,48
3:28,2413,Soufiyane Diakite Steal.,12,48
3:25,-1,Foul on Owens Crawford.,12,48
3:25,2413,Official TV Timeout,12,48
3:25,2413,Soufiyane Diakite made Free Throw.,12,49
3:25,2413,Soufiyane Diakite missed Free Throw.,12,49
3:25,-1,Kentucky Christian Deadball Team Rebound.,12,49
3:25,2413,Foul on Keion Alexander.,12,49
3:25,-1,Collin Howell made Free Throw.,13,49
3:25,-1,Collin Howell made Free Throw.,14,49
3:07,2413,Soufiyane Diakite made Dunk. Assisted by Malik Maitland.,14,51
2:43,-1,Trenton Walker Turnover.,14,51
2:42,2413,Keion Alexander Steal.,14,51
2:40,2413,Wes Noble missed Layup.,14,51
2:40,-1,Collin Howell Defensive Rebound.,14,51
2:36,-1,C.J. Reisinger Turnover.,14,51
2:35,2413,Malik Maitland Steal.,14,51
2:33,2413,Malik Maitland missed Layup.,14,51
2:33,-1,C.J. Reisinger Block.,14,51
2:33,-1,Kentucky Christian Defensive Rebound.,14,51
2:23,-1,C.J. Reisinger Turnover.,14,51
2:22,2413,Soufiyane Diakite Steal.,14,51
2:19,2413,Foul on Soufiyane Diakite.,14,51
2:19,2413,Soufiyane Diakite Turnover.,14,51
2:08,-1,Connor Greene missed Jumper.,14,51
2:08,2413,Lamontray Harris Defensive Rebound.,14,51
1:53,2413,Malik Maitland missed Three Point Jumper.,14,51
1:53,2413,Morehead St Offensive Rebound.,14,51
1:45,2413,Lamontray Harris Turnover.,14,51
1:43,-1,Trenton Walker Steal.,14,51
1:41,-1,Trenton Walker made Layup.,16,51
1:27,2413,Xavier Moon missed Three Point Jumper.,16,51
1:27,-1,Hayden Dunn Defensive Rebound.,16,51
1:15,-1,C.J. Reisinger missed Three Point Jumper.,16,51
1:15,2413,DeJuan Marrero Defensive Rebound.,16,51
1:08,2413,Miguel Dicent missed Three Point Jumper.,16,51
1:08,-1,Collin Howell Defensive Rebound.,16,51
0:46,-1,Trenton Walker missed Three Point Jumper.,16,51
0:46,2413,Morehead St Defensive Rebound.,16,51
0:35,2413,Morehead St  Timeout,16,51
0:14,2413,Lamontray Harris made Layup. Assisted by Miguel Dicent.,16,53
0:00,2413,End of 1st half,16,53
19:49,-1,Brandon Barnes made Three Point Jumper. Assisted by Owens Crawford.,19,53
19:25,2413,Malik Maitland made Three Point Jumper. Assisted by Miguel Dicent.,19,56
18:52,-1,Hayden Dunn Turnover.,19,56
18:50,2413,Treshaad Williams Steal.,19,56
18:45,2413,DeJuan Marrero missed Jumper.,19,56
18:45,-1,Hayden Dunn Defensive Rebound.,19,56
18:15,2413,Foul on DeJuan Marrero.,19,56
18:15,-1,Hayden Dunn made Free Throw.,20,56
18:15,-1,Hayden Dunn made Free Throw.,21,56
17:59,2413,Miguel Dicent missed Three Point Jumper.,21,56
17:59,-1,Owens Crawford Defensive Rebound.,21,56
17:46,-1,Hayden Dunn missed Three Point Jumper.,21,56
17:46,2413,Treshaad Williams Defensive Rebound.,21,56
17:33,2413,Xavier Moon made Jumper.,21,58
17:11,-1,Owens Crawford missed Three Point Jumper.,21,58
17:11,2413,Xavier Moon Defensive Rebound.,21,58
16:55,2413,Miguel Dicent made Layup.,21,60
16:26,-1,Owens Crawford made Jumper.,23,60
16:15,2413,Malik Maitland made Three Point Jumper. Assisted by DeJuan Marrero.,23,63
15:52,-1,Brandon Barnes missed Three Point Jumper.,23,63
15:52,2413,Xavier Moon Defensive Rebound.,23,63
15:44,2413,Miguel Dicent missed Layup.,23,63
15:44,-1,Brandon Barnes Defensive Rebound.,23,63
15:38,2413,Official TV Timeout,23,63
15:38,-1,Trenton Walker Turnover.,23,63
15:37,2413,Xavier Moon Steal.,23,63
15:32,2413,Xavier Moon missed Jumper.,23,63
15:32,-1,Kentucky Christian Defensive Rebound.,23,63
15:16,-1,Owens Crawford Turnover.,23,63
15:16,2413,Malik Maitland Steal.,23,63
15:02,2413,Xavier Moon missed Three Point Jumper.,23,63
15:02,-1,Owens Crawford Defensive Rebound.,23,63
14:54,-1,Trenton Walker missed Three Point Jumper.,23,63
14:54,2413,Xavier Moon Defensive Rebound.,23,63
14:48,2413,Jordan Walker made Layup. Assisted by Xavier Moon.,23,65
14:17,-1,Brandon Barnes missed Three Point Jumper.,23,65
14:17,2413,Jordan Walker Defensive Rebound.,23,65
14:10,-1,Foul on Hayden Dunn.,23,65
13:54,2413,Miguel Dicent missed Jumper.,23,65
13:54,-1,Matthew Lee Defensive Rebound.,23,65
13:37,-1,Brandon Barnes made Jumper.,25,65
13:27,2413,DeJuan Marrero missed Jumper.,25,65
13:27,-1,Trenton Walker Defensive Rebound.,25,65
13:13,-1,Trenton Walker made Jumper.,27,65
13:00,2413,Xavier Moon made Three Point Jumper. Assisted by DeJuan Marrero.,27,68
12:47,-1,Trenton Walker Turnover.,27,68
12:38,2413,Xavier Moon Turnover.,27,68
12:37,-1,Hayden Dunn Steal.,27,68
12:32,-1,Connor Greene made Jumper.,29,68
12:17,2413,Ty'Quan Bitting missed Jumper.,29,68
12:17,2413,Ty'Quan Bitting Offensive Rebound.,29,68
12:00,2413,Ty'Quan Bitting Turnover.,29,68
11:59,-1,Hayden Dunn Steal.,29,68
11:57,-1,Brandon Barnes made Layup. Assisted by Hayden Dunn.,31,68
11:21,-1,Foul on Connor Greene.,31,68
11:21,2413,Official TV Timeout,31,68
11:21,2413,Ty'Quan Bitting made Free Throw.,31,69
11:21,2413,Ty'Quan Bitting missed Free Throw.,31,69
11:21,-1,Trenton Walker Defensive Rebound.,31,69
11:09,2413,Foul on Ronnye Beamon.,31,69
11:09,-1,Brandon Barnes made Free Throw.,32,69
11:09,-1,Brandon Barnes missed Free Throw.,32,69
11:09,2413,Lamontray Harris Defensive Rebound.,32,69
10:49,2413,Ty'Quan Bitting missed Jumper.,32,69
10:49,2413,Lamontray Harris Offensive Rebound.,32,69
10:41,2413,Jordan Walker made Layup. Assisted by Lamontray Harris.,32,71
10:27,-1,Connor Greene missed Layup.,32,71
10:27,2413,Lamontray Harris Defensive Rebound.,32,71
10:18,2413,Jordan Walker Turnover.,32,71
10:07,2413,Foul on Ronnye Beamon.,32,71
10:07,-1,Brandon Barnes missed Free Throw.,32,71
10:07,-1,Kentucky Christian Deadball Team Rebound.,32,71
10:07,-1,Brandon Barnes missed Free Throw.,32,71
10:07,2413,Lamontray Harris Defensive Rebound.,32,71
10:00,2413,Djimon Henson missed Three Point Jumper.,32,71
10:00,2413,Morehead St Deadball Team Rebound.,32,71
9:59,-1,Foul on Conner Gauze.,32,71
9:48,2413,Djimon Henson missed Jumper.,32,71
9:48,2413,Alonzo Chatman Offensive Rebound.,32,71
9:44,2413,Alonzo Chatman made Jumper.,32,73
9:44,-1,Foul on Hayden Dunn.,32,73
9:44,2413,Alonzo Chatman missed Free Throw.,32,73
9:44,-1,Hayden Dunn Defensive Rebound.,32,73
9:35,-1,Brandon Barnes missed Three Point Jumper.,32,73
9:35,-1,Hayden Dunn Offensive Rebound.,32,73
9:29,-1,Conner Gauze missed Jumper.,32,73
9:29,-1,Hayden Dunn Offensive Rebound.,32,73
9:24,-1,Hayden Dunn made Layup.,34,73
9:07,2413,Lamontray Harris Turnover.,34,73
8:58,-1,Connor Greene Turnover.,34,73
8:56,2413,Wes Noble Steal.,34,73
8:45,-1,Foul on Hayden Dunn.,34,73
8:45,2413,Wes Noble made Free Throw.,34,74
8:45,2413,Wes Noble made Free Throw.,34,75
8:35,2413,Foul on Djimon Henson.,34,75
8:32,-1,Trenton Walker Turnover.,34,75
8:30,2413,Lamontray Harris Steal.,34,75
8:28,2413,Wes Noble made Layup. Assisted by Lamontray Harris.,34,77
8:22,-1,Hayden Dunn made Layup. Assisted by Connor Greene.,36,77
8:08,2413,Wes Noble made Three Point Jumper. Assisted by Jordan Walker.,36,80
7:46,-1,Conner Gauze Turnover.,36,80
7:45,2413,Wes Noble Steal.,36,80
7:39,2413,Lamontray Harris made Layup. Assisted by Djimon Henson.,36,82
7:05,-1,Hayden Dunn missed Three Point Jumper.,36,82
7:05,2413,Wes Noble Block.,36,82
7:05,2413,Morehead St Offensive Rebound.,36,82
7:05,2413,Official TV Timeout,36,82
7:05,-1,Kentucky Christian  Turnover.,36,82
6:48,2413,Lamontray Harris made Layup. Assisted by Jordan Walker.,36,84
6:31,-1,Hayden Dunn Turnover.,36,84
6:30,2413,Wes Noble Steal.,36,84
6:28,2413,Wes Noble made Layup.,36,86
6:04,-1,Brandon Barnes missed Jumper.,36,86
6:04,2413,Lamontray Harris Defensive Rebound.,36,86
5:55,2413,Jordan Walker made Three Point Jumper. Assisted by Djimon Henson.,36,89
5:41,-1,Connor Greene missed Jumper.,36,89
5:41,2413,Lamontray Harris Defensive Rebound.,36,89
5:34,2413,Djimon Henson made Layup. Assisted by Lamontray Harris.,36,91
5:16,2413,Foul on Wes Noble.,36,91
5:16,-1,Brandon Barnes made Free Throw.,37,91
5:16,-1,Brandon Barnes made Free Throw.,38,91
4:59,2413,Soufiyane Diakite missed Jumper.,38,91
4:59,2413,Soufiyane Diakite Offensive Rebound.,38,91
4:55,2413,Keion Alexander Turnover.,38,91
4:42,-1,Brandon Barnes made Three Point Jumper.,41,91
4:31,2413,Djimon Henson missed Three Point Jumper.,41,91
4:31,2413,Lamontray Harris Offensive Rebound.,41,91
4:03,2413,Foul on Soufiyane Diakite.,41,91
4:03,2413,Soufiyane Diakite Turnover.,41,91
3:51,-1,Owens Crawford Turnover.,41,91
3:51,2413,Official TV Timeout,41,91
3:38,2413,Jordan Walker made Three Point Jumper. Assisted by Djimon Henson.,41,94
3:12,2413,Foul on Soufiyane Diakite.,41,94
3:12,-1,Hayden Dunn missed Free Throw.,41,94
3:12,2413,Keion Alexander Defensive Rebound.,41,94
2:54,2413,Djimon Henson made Three Point Jumper. Assisted by Soufiyane Diakite.,41,97
2:29,-1,Owens Crawford Turnover.,41,97
2:27,2413,Wes Noble Steal.,41,97
2:05,2413,Djimon Henson missed Three Point Jumper.,41,97
2:05,2413,Soufiyane Diakite Offensive Rebound.,41,97
2:00,2413,Soufiyane Diakite made Layup.,41,99
2:00,-1,Foul on Collin Howell.,41,99
2:00,2413,Soufiyane Diakite made Free Throw.,41,100
1:43,-1,Cameron Thomas missed Three Point Jumper.,41,100
1:43,2413,Soufiyane Diakite Defensive Rebound.,41,100
1:37,2413,Soufiyane Diakite made Layup.,41,102
1:06,-1,Collin Howell Turnover.,41,102
1:05,2413,Keion Alexander Steal.,41,102
1:02,2413,Soufiyane Diakite missed Dunk.,41,102
1:02,2413,Keion Alexander Offensive Rebound.,41,102
0:58,2413,Keion Alexander Turnover.,41,102
0:57,-1,Owens Crawford Steal.,41,102
0:53,-1,C.J. Reisinger missed Three Point Jumper.,41,102
0:53,2413,Soufiyane Diakite Defensive Rebound.,41,102
0:46,2413,Djimon Henson made Layup. Assisted by Jordan Walker.,41,104
0:27,-1,C.J. Reisinger Turnover.,41,104
0:26,2413,Keion Alexander Steal.,41,104
0:24,2413,Jordan Walker made Dunk. Assisted by Keion Alexander.,41,106
0:02,-1,Owens Crawford missed Three Point Jumper.,41,106
0:02,2413,Soufiyane Diakite Defensive Rebound.,41,106
0:00,2413,End of Game,41,106
