Coppin State,2275,Hofstra,2154
7:32,2275,Hunter Sabety Defensive Rebound.,19,23
7:12,2275,Eli Pemberton Turnover.,19,23
7:10,2154,Joshua Treadwell Steal.,19,23
7:01,2154,Keith Shivers missed Three Point Jumper.,19,23
7:01,2275,Ty Greer Defensive Rebound.,19,23
6:50,2275,Eli Pemberton missed Three Point Jumper.,19,23
6:50,2154,Keith Shivers Defensive Rebound.,19,23
6:43,2154,Keith Shivers Turnover.,19,23
6:43,2154,Foul on Keith Shivers.,19,23
6:25,2275,Rokas Gustys Turnover.,19,23
6:02,2154,Joshua Treadwell missed Three Point Jumper.,19,23
6:02,2275,Brian Bernardi Defensive Rebound.,19,23
5:45,2275,Brian Bernardi missed Three Point Jumper.,19,23
5:45,2154,Izais Hicks Defensive Rebound.,19,23
5:25,2154,Izais Hicks made Layup. Assisted by Terry Harris Jr..,21,23
5:02,2275,Desure Buie missed Jumper.,21,23
5:01,2154,Izais Hicks Defensive Rebound.,21,23
5:01,2275,Foul on Rokas Gustys.,21,23
4:54,2154,Izais Hicks made Free Throw.,22,23
4:54,2154,Izais Hicks made Free Throw.,23,23
4:44,2275,Justin Wright-Foreman missed Three Point Jumper.,23,23
4:44,2275,Rokas Gustys Offensive Rebound.,23,23
4:44,2154,Foul on Izais Hicks.,23,23
4:44,2275,Rokas Gustys missed Free Throw.,23,23
4:44,2275,Hofstra Deadball Team Rebound.,23,23
4:44,2275,Rokas Gustys missed Free Throw.,23,23
4:44,2154,Terry Harris Jr. Defensive Rebound.,23,23
4:14,2154,Joshua Treadwell missed Three Point Jumper.,23,23
4:14,2275,Rokas Gustys Defensive Rebound.,23,23
4:05,2275,Justin Wright-Foreman missed Jumper.,23,23
4:05,2275,Rokas Gustys Offensive Rebound.,23,23
4:02,2275,Rokas Gustys missed Layup.,23,23
4:02,2275,Brian Bernardi Offensive Rebound.,23,23
3:54,2275,Deron Powers missed Three Point Jumper.,23,23
3:54,2154,Tre' Thomas Defensive Rebound.,23,23
3:38,2154,Tre' Thomas made Three Point Jumper. Assisted by Lucian Brownlee.,26,23
3:17,2275,Jamall Robinson missed Three Point Jumper.,26,23
3:17,2154,Joshua Treadwell Defensive Rebound.,26,23
2:59,2154,Joshua Treadwell made Layup. Assisted by Lucian Brownlee.,28,23
2:57,2275,Official TV Timeout,28,23
2:45,2275,Eli Pemberton missed Three Point Jumper.,28,23
2:45,2154,Izais Hicks Defensive Rebound.,28,23
2:20,2154,Lucian Brownlee made Three Point Jumper. Assisted by Terry Harris Jr..,31,23
1:58,2275,Eli Pemberton Turnover.,31,23
1:56,2154,Lucian Brownlee Steal.,31,23
1:54,2154,Lucian Brownlee made Layup.,33,23
1:39,2275,Deron Powers made Jumper.,33,25
1:30,2154,Coppin St  Timeout,33,25
1:15,2154,Joshua Treadwell missed Three Point Jumper.,33,25
1:15,2275,Rokas Gustys Defensive Rebound.,33,25
0:56,2275,Rokas Gustys missed Layup.,33,25
0:56,2154,Terry Harris Jr. Block.,33,25
0:54,2275,Rokas Gustys Offensive Rebound.,33,25
0:52,2275,Rokas Gustys missed Layup.,33,25
0:52,2275,Eli Pemberton Offensive Rebound.,33,25
0:48,2154,Foul on Blake Simpson.,33,25
0:48,2275,Rokas Gustys missed Free Throw.,33,25
0:48,2275,Hofstra Deadball Team Rebound.,33,25
0:48,2275,Rokas Gustys missed Free Throw.,33,25
0:48,2154,Terry Harris Jr. Defensive Rebound.,33,25
0:23,2154,Tre' Thomas made Three Point Jumper. Assisted by Lucian Brownlee.,36,25
0:07,2275,Eli Pemberton made Three Point Jumper. Assisted by Deron Powers.,36,28
0:00,2275,End of 1st half,36,28
19:39,2154,Joseph Gripper missed Jumper.,36,28
19:39,2275,Deron Powers Defensive Rebound.,36,28
19:31,2275,Brian Bernardi missed Three Point Jumper.,36,28
19:31,2275,Rokas Gustys Offensive Rebound.,36,28
19:24,2275,Justin Wright-Foreman made Three Point Jumper. Assisted by Deron Powers.,36,31
18:57,2154,Joseph Gripper Turnover.,36,31
18:57,2275,Jamall Robinson Steal.,36,31
18:57,2154,Foul on Joseph Gripper.,36,31
18:39,2275,Rokas Gustys made Jumper. Assisted by Deron Powers.,36,33
18:18,2154,Joshua Treadwell missed Jumper.,36,33
18:18,2154,Joshua Treadwell Offensive Rebound.,36,33
18:13,2275,Foul on Jamall Robinson.,36,33
18:13,2154,Joshua Treadwell made Free Throw.,37,33
18:13,2154,Joshua Treadwell made Free Throw.,38,33
18:04,2154,Foul on Dejuan Clayton.,38,33
17:57,2275,Brian Bernardi Turnover.,38,33
17:57,2275,Foul on Brian Bernardi.,38,33
17:38,2154,Terry Harris Jr. Turnover.,38,33
17:37,2275,Rokas Gustys Steal.,38,33
17:34,2275,Deron Powers missed Three Point Jumper.,38,33
17:34,2275,Rokas Gustys Offensive Rebound.,38,33
17:30,2275,Rokas Gustys missed Layup.,38,33
17:30,2154,Blake Simpson Defensive Rebound.,38,33
17:24,2154,Keith Shivers missed Three Point Jumper.,38,33
17:24,2275,Deron Powers Defensive Rebound.,38,33
17:16,2154,Foul on Dejuan Clayton.,38,33
17:09,2275,Rokas Gustys made Jumper.,38,35
16:46,2154,Keith Shivers missed Jumper.,38,35
16:46,2275,Rokas Gustys Block.,38,35
16:44,2154,Blake Simpson Offensive Rebound.,38,35
16:42,2154,Blake Simpson made Layup.,40,35
16:29,2275,Justin Wright-Foreman made Layup.,40,37
16:01,2275,Foul on Justin Wright-Foreman.,40,37
16:00,2154,Joshua Treadwell made Three Point Jumper. Assisted by Joseph Gripper.,43,37
15:48,2275,Brian Bernardi missed Three Point Jumper.,43,37
15:48,2154,Joseph Gripper Defensive Rebound.,43,37
15:41,2154,Joseph Gripper made Layup.,45,37
15:12,2275,Jamall Robinson missed Jumper.,45,37
15:12,2154,Coppin St Defensive Rebound.,45,37
15:11,2275,Official TV Timeout,45,37
15:02,2154,Keith Shivers Turnover.,45,37
15:00,2275,Jamall Robinson Steal.,45,37
14:55,2275,Rokas Gustys made Layup. Assisted by Deron Powers.,45,39
14:33,2154,Blake Simpson made Jumper.,47,39
14:17,2275,Desure Buie made Jumper. Assisted by Jamall Robinson.,47,41
13:58,2154,Blake Simpson missed Jumper.,47,41
13:58,2275,Rokas Gustys Defensive Rebound.,47,41
13:47,2275,Jamall Robinson missed Jumper.,47,41
13:47,2154,Blake Simpson Defensive Rebound.,47,41
13:26,2154,Joseph Gripper missed Layup.,47,41
13:26,2275,Rokas Gustys Defensive Rebound.,47,41
13:19,2275,Deron Powers missed Layup.,47,41
13:19,2154,Keith Shivers Block.,47,41
13:15,2154,Keith Shivers Defensive Rebound.,47,41
13:11,2154,Joshua Treadwell made Three Point Jumper. Assisted by Keith Shivers.,50,41
12:31,2154,Terry Harris Jr. missed Three Point Jumper.,50,41
12:31,2275,Brian Bernardi Defensive Rebound.,50,41
12:30,2154,Foul on Tre' Thomas.,50,41
12:27,2275,Desure Buie missed Three Point Jumper.,50,41
12:27,2275,Hunter Sabety Offensive Rebound.,50,41
12:19,2275,Hunter Sabety made Dunk.,50,43
12:19,2154,Foul on Rasool Hinson.,50,43
12:19,2275,Hunter Sabety missed Free Throw.,50,43
12:19,2154,Terry Harris Jr. Defensive Rebound.,50,43
12:09,2154,Terry Harris Jr. missed Layup.,50,43
12:09,2275,Ty Greer Block.,50,43
12:06,2275,Hunter Sabety Defensive Rebound.,50,43
12:02,2154,Foul on Izais Hicks.,50,43
12:02,2275,Desure Buie made Free Throw.,50,44
12:02,2275,Desure Buie made Free Throw.,50,45
11:55,2275,Ty Greer Turnover.,50,45
11:55,2275,Official TV Timeout,50,45
11:33,2275,Eli Pemberton missed Three Point Jumper.,50,45
11:33,2154,Coppin St Defensive Rebound.,50,45
11:22,2275,Foul on Eli Pemberton.,50,45
11:01,2154,Rasool Hinson Turnover.,50,45
10:48,2275,Justin Wright-Foreman made Layup.,50,47
10:28,2154,Terry Harris Jr. missed Layup.,50,47
10:28,2275,Hunter Sabety Block.,50,47
10:26,2275,Hunter Sabety Defensive Rebound.,50,47
10:22,2275,Desure Buie made Three Point Jumper. Assisted by Ty Greer.,50,50
10:01,2275,Foul on Ty Greer.,50,50
9:59,2154,Coppin St  Turnover.,50,50
9:49,2275,Justin Wright-Foreman Turnover.,50,50
9:47,2154,Joseph Gripper Steal.,50,50
9:45,2154,Joseph Gripper Turnover.,50,50
9:44,2275,Justin Wright-Foreman Steal.,50,50
9:42,2275,Justin Wright-Foreman made Dunk.,50,52
9:38,2275,Foul on Justin Wright-Foreman.,50,52
9:38,2154,Official TV Timeout,50,52
9:18,2275,Foul on Ty Greer.,50,52
9:18,2154,Joshua Treadwell made Free Throw.,51,52
9:18,2154,Joshua Treadwell made Free Throw.,52,52
9:07,2275,Eli Pemberton made Jumper.,52,54
8:37,2154,Keith Shivers made Three Point Jumper. Assisted by Joseph Gripper.,55,54
8:18,2275,Brian Bernardi missed Three Point Jumper.,55,54
8:18,2275,Eli Pemberton Offensive Rebound.,55,54
8:14,2275,Eli Pemberton made Two Point Tip Shot.,55,56
8:14,2275,Official TV Timeout,55,56
7:55,2154,Tre' Thomas missed Three Point Jumper.,55,56
7:55,2275,Eli Pemberton Defensive Rebound.,55,56
7:46,2275,Brian Bernardi missed Three Point Jumper.,55,56
7:46,2154,Blake Simpson Defensive Rebound.,55,56
7:19,2154,Joseph Gripper missed Three Point Jumper.,55,56
7:19,2275,Rokas Gustys Defensive Rebound.,55,56
7:08,2154,Foul on Joseph Gripper.,55,56
7:08,2275,Deron Powers missed Free Throw.,55,56
7:08,2154,Blake Simpson Defensive Rebound.,55,56
6:44,2154,Tre' Thomas made Jumper.,57,56
6:27,2275,Eli Pemberton made Three Point Jumper. Assisted by Brian Bernardi.,57,59
5:58,2275,Brian Bernardi Defensive Rebound.,57,59
5:58,2154,Tre' Thomas missed Three Point Jumper.,57,59
5:49,2275,Deron Powers Turnover.,57,59
5:48,2154,Keith Shivers Steal.,57,59
5:45,2154,Dejuan Clayton made Layup. Assisted by Keith Shivers.,59,59
5:28,2275,Rokas Gustys made Layup. Assisted by Ty Greer.,59,61
5:28,2154,Foul on Blake Simpson.,59,61
5:28,2275,Rokas Gustys missed Free Throw.,59,61
5:28,2154,Joshua Treadwell Defensive Rebound.,59,61
5:12,2154,Dejuan Clayton made Layup.,61,61
4:51,2275,Deron Powers missed Three Point Jumper.,61,61
4:51,2275,Ty Greer Offensive Rebound.,61,61
4:45,2275,Ty Greer made Layup.,61,63
4:20,2154,Joshua Treadwell Turnover.,61,63
3:57,2275,Brian Bernardi missed Jumper.,61,63
3:57,2154,Izais Hicks Defensive Rebound.,61,63
3:42,2154,Dejuan Clayton made Three Point Jumper.,64,63
3:20,2275,Eli Pemberton made Three Point Jumper.,64,66
2:51,2154,Keith Shivers made Jumper.,66,66
2:34,2275,Deron Powers missed Jumper.,66,66
2:34,2154,Izais Hicks Block.,66,66
2:31,2275,Deron Powers Offensive Rebound.,66,66
2:26,2275,Eli Pemberton made Three Point Jumper.,66,69
2:23,2275,Official TV Timeout,66,69
2:05,2154,Terry Harris Jr. missed Three Point Jumper.,66,69
2:05,2275,Eli Pemberton Defensive Rebound.,66,69
1:35,2154,Foul on Tre' Thomas.,66,69
1:35,2275,Brian Bernardi made Free Throw.,66,70
1:35,2275,Brian Bernardi made Free Throw.,66,71
1:13,2154,Dejuan Clayton missed Three Point Jumper.,66,71
1:13,2275,Brian Bernardi Defensive Rebound.,66,71
0:38,2275,Brian Bernardi missed Three Point Jumper.,66,71
0:38,2154,Terry Harris Jr. Defensive Rebound.,66,71
0:31,2275,Foul on Deron Powers.,66,71
0:30,2154,Joshua Treadwell missed Free Throw.,66,71
0:30,2154,Coppin St Deadball Team Rebound.,66,71
0:30,2154,Joshua Treadwell made Free Throw.,67,71
0:30,2154,Coppin St  Timeout,67,71
0:30,2154,Joshua Treadwell made Free Throw.,68,71
0:25,2154,Foul on Terry Harris Jr..,68,71
0:25,2275,Deron Powers made Free Throw.,68,72
0:25,2275,Deron Powers missed Free Throw.,68,72
0:25,2154,Keith Shivers Defensive Rebound.,68,72
0:18,2154,Joshua Treadwell made Three Point Jumper.,71,72
0:17,2154,Coppin St  Timeout,71,72
0:11,2154,Foul on Terry Harris Jr..,71,72
0:11,2275,Brian Bernardi made Free Throw.,71,73
0:11,2275,Brian Bernardi made Free Throw.,71,74
0:02,2275,Foul on Desure Buie.,71,74
0:02,2154,Dejuan Clayton missed Free Throw.,71,74
0:02,2154,Coppin St Deadball Team Rebound.,71,74
0:02,2154,Dejuan Clayton made Free Throw.,72,74
0:02,2154,Dejuan Clayton missed Free Throw.,72,74
0:02,2154,Joshua Treadwell Offensive Rebound.,72,74
0:00,2275,End of Game,72,74
