Goldey-Beacom,Error,Delaware,48
13:30,48,Ryan Daly missed Three Point Jumper.,6,8
13:30,-1,Shakeem Wilson Defensive Rebound.,6,8
13:22,48,Foul on Anthony Mosley.,6,8
13:10,48,Foul on Devonne Pinkard.,6,8
13:10,-1,Riyan Williams made Free Throw.,7,8
13:10,-1,Riyan Williams made Free Throw.,8,8
13:02,48,Cazmon Hayes missed Jumper.,8,8
13:02,-1,Dante Thompson Block.,8,8
12:59,48,Skye Johnson Offensive Rebound.,8,8
12:57,-1,Foul on Parris Ridgeway-Higgs.,8,8
12:47,-1,Foul on Dante Thompson.,8,8
12:38,48,Skye Johnson Turnover.,8,8
12:35,-1,Corey Taite Steal.,8,8
12:25,-1,Corey Taite Turnover.,8,8
12:08,48,Skye Johnson missed Layup.,8,8
12:08,-1,Dante Thompson Defensive Rebound.,8,8
11:46,-1,Corey Taite missed Jumper.,8,8
11:46,48,Darian Bryant Defensive Rebound.,8,8
11:38,48,Ryan Daly missed Three Point Jumper.,8,8
11:38,48,Skye Johnson Offensive Rebound.,8,8
11:34,48,Official TV Timeout,8,8
11:05,48,Eric Carter Turnover.,8,8
10:49,-1,Riyan Williams missed Three Point Jumper.,8,8
10:49,48,Darian Bryant Defensive Rebound.,8,8
10:40,-1,Foul on Dante Thompson.,8,8
10:40,48,Skye Johnson missed Free Throw.,8,8
10:40,48,Delaware Deadball Team Rebound.,8,8
10:40,48,Skye Johnson made Free Throw.,8,9
10:23,48,Foul on Anthony Mosley.,8,9
10:12,-1,Shakeem Wilson missed Three Point Jumper.,8,9
10:12,48,Skye Johnson Defensive Rebound.,8,9
9:48,-1,Foul on Elijah Tillman.,8,9
9:45,48,Darian Bryant missed Jumper.,8,9
9:45,-1,Corey Taite Defensive Rebound.,8,9
9:27,-1,Parris Ridgeway-Higgs missed Three Point Jumper.,8,9
9:27,48,Cazmon Hayes Defensive Rebound.,8,9
9:09,48,Foul on Devonne Pinkard.,8,9
9:09,48,Devonne Pinkard Turnover.,8,9
8:55,-1,Corey Taite missed Three Point Jumper.,8,9
8:55,48,Anthony Mosley Defensive Rebound.,8,9
8:47,48,Anthony Mosley made Layup.,8,11
8:47,-1,Foul on Corey Taite.,8,11
8:47,48,Anthony Mosley made Free Throw.,8,12
8:27,-1,Khalil Keel missed Layup.,8,12
8:27,48,Cazmon Hayes Defensive Rebound.,8,12
8:22,48,Cazmon Hayes made Layup.,8,14
8:22,48,Official TV Timeout,8,14
8:07,-1,Riyan Williams missed Three Point Jumper.,8,14
8:07,48,Ryan Daly Defensive Rebound.,8,14
7:48,48,Cazmon Hayes made Layup.,8,16
7:37,-1,Shakeem Wilson missed Jumper.,8,16
7:37,-1,Elijah Tillman Offensive Rebound.,8,16
7:28,-1,Elijah Tillman missed Jumper.,8,16
7:28,48,Eric Carter Defensive Rebound.,8,16
7:17,-1,Foul on Shakeem Wilson.,8,16
7:17,48,Cazmon Hayes made Free Throw.,8,17
7:17,48,Cazmon Hayes missed Free Throw.,8,17
7:17,48,Eric Carter Offensive Rebound.,8,17
7:09,48,Devonne Pinkard missed Jumper.,8,17
7:09,-1,Elijah Tillman Defensive Rebound.,8,17
7:04,48,Foul on Cazmon Hayes.,8,17
7:04,-1,Elijah Tillman missed Free Throw.,8,17
7:04,48,Skye Johnson Defensive Rebound.,8,17
6:51,-1,Foul on Elijah Tillman.,8,17
6:51,48,Cazmon Hayes missed Free Throw.,8,17
6:51,-1,Riyan Williams Defensive Rebound.,8,17
6:33,-1,Shakeem Wilson missed Layup.,8,17
6:33,48,Skye Johnson Defensive Rebound.,8,17
6:25,-1,Foul on Dante Thompson.,8,17
6:25,48,Cazmon Hayes missed Free Throw.,8,17
6:25,48,Delaware Deadball Team Rebound.,8,17
6:25,48,Cazmon Hayes missed Free Throw.,8,17
6:25,-1,Nick Lawson Defensive Rebound.,8,17
6:19,-1,Shakeem Wilson missed Three Point Jumper.,8,17
6:19,48,Cazmon Hayes Defensive Rebound.,8,17
5:56,-1,Foul on Elijah Tillman.,8,17
5:56,48,Darian Bryant missed Free Throw.,8,17
5:56,48,Delaware Deadball Team Rebound.,8,17
5:56,48,Darian Bryant made Free Throw.,8,18
5:51,48,Foul on Darian Bryant.,8,18
5:51,-1,Shakeem Wilson missed Free Throw.,8,18
5:51,48,Skye Johnson Defensive Rebound.,8,18
5:35,48,Chivarsky Corbett missed Jumper.,8,18
5:35,-1,Nick Lawson Defensive Rebound.,8,18
5:26,-1,Corey Taite made Jumper.,10,18
5:03,-1,Foul on Khalil Keel.,10,18
5:03,48,Darian Bryant made Free Throw.,10,19
5:03,48,Darian Bryant made Free Throw.,10,20
4:49,-1,Riyan Williams missed Three Point Jumper.,10,20
4:49,48,Eric Carter Defensive Rebound.,10,20
4:41,48,Chivarsky Corbett missed Three Point Jumper.,10,20
4:41,48,Delaware Offensive Rebound.,10,20
4:22,-1,Foul on Riyan Williams.,10,20
4:22,48,Eric Carter made Free Throw.,10,21
4:22,48,Eric Carter made Free Throw.,10,22
4:08,-1,Shakeem Wilson made Layup.,12,22
3:46,48,Foul on Anthony Mosley.,12,22
3:46,48,Anthony Mosley Turnover.,12,22
3:46,48,Official TV Timeout,12,22
3:43,-1,Nick Lawson missed Three Point Jumper.,12,22
3:43,-1,Parris Ridgeway-Higgs Offensive Rebound.,12,22
3:28,48,Foul on Cazmon Hayes.,12,22
3:28,-1,Shakeem Wilson made Free Throw.,13,22
3:28,-1,Shakeem Wilson made Free Throw.,14,22
3:09,48,Eric Carter missed Layup.,14,22
3:09,48,Eric Carter Offensive Rebound.,14,22
3:02,48,Darian Bryant made Three Point Jumper. Assisted by Chivarsky Corbett.,14,25
2:47,-1,Shakeem Wilson made Three Point Jumper. Assisted by Nick Lawson.,17,25
2:20,48,Devonne Pinkard missed Jumper.,17,25
2:20,48,Ryan Daly Offensive Rebound.,17,25
2:17,48,Ryan Daly missed Layup.,17,25
2:17,-1,Corey Taite Defensive Rebound.,17,25
2:12,-1,Corey Taite missed Layup.,17,25
2:12,48,Ryan Daly Block.,17,25
2:09,48,Devonne Pinkard Defensive Rebound.,17,25
1:58,48,Chivarsky Corbett made Layup. Assisted by Darian Bryant.,17,27
1:34,-1,Parris Ridgeway-Higgs made Three Point Jumper. Assisted by Shakeem Wilson.,20,27
1:15,48,Darian Bryant missed Layup.,20,27
1:15,48,Delaware Offensive Rebound.,20,27
1:09,48,Foul on Chivarsky Corbett.,20,27
1:09,48,Chivarsky Corbett Turnover.,20,27
1:00,-1,Riyan Williams missed Layup.,20,27
1:00,48,Skye Johnson Defensive Rebound.,20,27
0:54,48,Delaware  Timeout,20,27
0:41,-1,Foul on Riyan Williams.,20,27
0:41,48,Devonne Pinkard made Free Throw.,20,28
0:41,48,Devonne Pinkard made Free Throw.,20,29
0:31,-1,Corey Taite missed Three Point Jumper.,20,29
0:31,48,Devonne Pinkard Defensive Rebound.,20,29
0:03,48,Darian Bryant made Jumper.,20,31
0:00,48,End of 1st half,20,31
19:46,-1,Elijah Tillman Turnover.,20,31
19:44,48,Eric Carter Steal.,20,31
19:19,48,Cazmon Hayes Turnover.,20,31
18:51,48,Foul on Eric Carter.,20,31
18:51,-1,Shakeem Wilson missed Free Throw.,20,31
18:51,-1,Goldey-Beacom Deadball Team Rebound.,20,31
18:51,-1,Shakeem Wilson made Free Throw.,21,31
18:35,48,Anthony Mosley missed Three Point Jumper.,21,31
18:35,48,Anthony Mosley Offensive Rebound.,21,31
18:18,48,Cazmon Hayes missed Three Point Jumper.,21,31
18:18,48,Anthony Mosley Offensive Rebound.,21,31
18:11,48,Anthony Mosley missed Jumper.,21,31
18:11,48,Eric Carter Offensive Rebound.,21,31
18:05,48,Eric Carter missed Layup.,21,31
18:05,48,Eric Carter Offensive Rebound.,21,31
18:02,48,Eric Carter missed Layup.,21,31
18:02,-1,Elijah Tillman Defensive Rebound.,21,31
17:58,-1,Riyan Williams missed Layup.,21,31
17:58,-1,Elijah Tillman Offensive Rebound.,21,31
17:53,-1,Elijah Tillman made Layup.,23,31
17:51,48,Foul on Anthony Mosley.,23,31
17:51,-1,Elijah Tillman made Free Throw.,24,31
17:47,-1,Foul on Dante Thompson.,24,31
17:27,48,Darian Bryant made Three Point Jumper. Assisted by Eric Carter.,24,34
17:08,-1,Shakeem Wilson missed Layup.,24,34
17:08,48,Cazmon Hayes Block.,24,34
17:05,48,Cazmon Hayes Defensive Rebound.,24,34
17:00,48,Skye Johnson missed Dunk.,24,34
17:00,-1,Parris Ridgeway-Higgs Defensive Rebound.,24,34
16:53,-1,Riyan Williams made Layup. Assisted by Parris Ridgeway-Higgs.,26,34
16:34,-1,Foul on Riyan Williams.,26,34
16:34,48,Eric Carter made Free Throw.,26,35
16:34,48,Eric Carter made Free Throw.,26,36
16:21,-1,Parris Ridgeway-Higgs made Layup.,28,36
16:21,48,Foul on Chivarsky Corbett.,28,36
16:21,-1,Parris Ridgeway-Higgs made Free Throw.,29,36
16:11,48,Foul on Skye Johnson.,29,36
16:11,48,Skye Johnson Turnover.,29,36
16:03,-1,Elijah Tillman made Dunk. Assisted by Shakeem Wilson.,31,36
15:43,48,Ryan Daly made Layup. Assisted by Eric Carter.,31,38
15:32,-1,Elijah Tillman Turnover.,31,38
15:32,48,Darian Bryant Steal.,31,38
15:32,48,Official TV Timeout,31,38
15:10,48,Cazmon Hayes Turnover.,31,38
14:48,-1,Shakeem Wilson made Three Point Jumper. Assisted by Parris Ridgeway-Higgs.,34,38
14:19,-1,Foul on Corey Taite.,34,38
14:19,48,Cazmon Hayes missed Free Throw.,34,38
14:19,48,Delaware Deadball Team Rebound.,34,38
14:19,48,Cazmon Hayes made Free Throw.,34,39
14:05,-1,Nick Lawson missed Three Point Jumper.,34,39
14:05,48,Darian Bryant Defensive Rebound.,34,39
13:46,-1,Foul on Nick Lawson.,34,39
13:34,48,Devonne Pinkard missed Layup.,34,39
13:34,48,Cazmon Hayes Offensive Rebound.,34,39
13:26,48,Skye Johnson Turnover.,34,39
13:12,-1,Corey Taite made Three Point Jumper. Assisted by Parris Ridgeway-Higgs.,37,39
12:42,48,Skye Johnson made Layup. Assisted by Devonne Pinkard.,37,41
12:30,-1,Parris Ridgeway-Higgs Turnover.,37,41
12:28,48,Skye Johnson Steal.,37,41
12:21,48,Foul on Cazmon Hayes.,37,41
12:21,48,Cazmon Hayes Turnover.,37,41
12:03,-1,Parris Ridgeway-Higgs missed Three Point Jumper.,37,41
12:03,48,Ryan Daly Defensive Rebound.,37,41
11:44,48,Devonne Pinkard missed Jumper.,37,41
11:44,-1,Goldey-Beacom Defensive Rebound.,37,41
11:42,48,Official TV Timeout,37,41
11:29,-1,Khalil Keel made Three Point Jumper. Assisted by Parris Ridgeway-Higgs.,40,41
11:12,48,Eric Carter made Layup. Assisted by Cazmon Hayes.,40,43
11:04,48,Foul on Devonne Pinkard.,40,43
10:55,-1,Foul on Elijah Tillman.,40,43
10:55,-1,Elijah Tillman Turnover.,40,43
10:43,48,Foul on Darian Bryant.,40,43
10:43,48,Darian Bryant Turnover.,40,43
10:21,-1,Elijah Tillman made Layup. Assisted by Corey Taite.,42,43
10:14,48,Delaware  Timeout,42,43
9:56,48,Chivarsky Corbett missed Three Point Jumper.,42,43
9:56,48,Eric Carter Offensive Rebound.,42,43
9:52,48,Eric Carter made Layup.,42,45
9:25,-1,Corey Taite missed Jumper.,42,45
9:25,48,Ryan Daly Defensive Rebound.,42,45
9:18,48,Cazmon Hayes made Three Point Jumper. Assisted by Ryan Daly.,42,48
8:46,-1,Riyan Williams made Jumper.,44,48
8:29,48,Cazmon Hayes missed Three Point Jumper.,44,48
8:29,-1,Elijah Tillman Defensive Rebound.,44,48
8:03,-1,Nick Lawson made Three Point Jumper. Assisted by Corey Taite.,47,48
7:38,48,Foul on Darian Bryant.,47,48
7:38,48,Darian Bryant Turnover.,47,48
7:38,48,Official TV Timeout,47,48
7:12,-1,Corey Taite missed Three Point Jumper.,47,48
7:12,48,Eric Carter Defensive Rebound.,47,48
6:53,48,Darian Bryant Turnover.,47,48
6:51,-1,Nick Lawson Steal.,47,48
6:38,-1,Shakeem Wilson missed Three Point Jumper.,47,48
6:38,-1,Parris Ridgeway-Higgs Offensive Rebound.,47,48
6:23,-1,Corey Taite missed Jumper.,47,48
6:23,48,Anthony Mosley Defensive Rebound.,47,48
6:02,48,Eric Carter made Layup.,47,50
5:48,-1,Parris Ridgeway-Higgs made Jumper.,49,50
5:44,-1,Goldey-Beacom  Timeout,49,50
5:27,48,Eric Carter made Layup. Assisted by Devonne Pinkard.,49,52
5:04,-1,Nick Lawson Turnover.,49,52
5:01,48,Eric Carter Steal.,49,52
4:40,-1,Foul on Parris Ridgeway-Higgs.,49,52
4:21,48,Ryan Daly missed Three Point Jumper.,49,52
4:21,-1,Dante Thompson Defensive Rebound.,49,52
4:05,48,Foul on Ryan Daly.,49,52
4:05,-1,Riyan Williams made Free Throw.,50,52
4:05,-1,Riyan Williams made Free Throw.,51,52
3:56,-1,Foul on Shakeem Wilson.,51,52
3:56,48,Official TV Timeout,51,52
3:56,48,Darian Bryant made Free Throw.,51,53
3:56,48,Darian Bryant made Free Throw.,51,54
3:43,-1,Corey Taite missed Three Point Jumper.,51,54
3:43,48,Devonne Pinkard Defensive Rebound.,51,54
3:12,48,Devonne Pinkard made Layup. Assisted by Darian Bryant.,51,56
2:57,-1,Riyan Williams missed Three Point Jumper.,51,56
2:57,48,Eric Carter Defensive Rebound.,51,56
2:29,48,Eric Carter made Layup.,51,58
2:06,-1,Parris Ridgeway-Higgs made Layup.,53,58
1:35,48,Devonne Pinkard missed Three Point Jumper.,53,58
1:35,-1,Dante Thompson Defensive Rebound.,53,58
1:27,48,Foul on Anthony Mosley.,53,58
1:27,-1,Corey Taite made Free Throw.,54,58
1:27,-1,Corey Taite missed Free Throw.,54,58
1:27,48,Eric Carter Defensive Rebound.,54,58
1:10,48,Delaware  Timeout,54,58
0:54,48,Delaware  Turnover.,54,58
0:51,-1,Shakeem Wilson missed Jumper.,54,58
0:51,48,Eric Carter Defensive Rebound.,54,58
0:39,-1,Foul on Riyan Williams.,54,58
0:39,48,Devonne Pinkard made Free Throw.,54,59
0:39,48,Devonne Pinkard made Free Throw.,54,60
0:32,-1,Elijah Tillman made Layup. Assisted by Parris Ridgeway-Higgs.,56,60
0:31,-1,Goldey-Beacom  Timeout,56,60
0:30,-1,Foul on Khalil Keel.,56,60
0:30,48,Devonne Pinkard made Free Throw.,56,61
0:30,48,Devonne Pinkard made Free Throw.,56,62
0:25,-1,Nick Lawson missed Three Point Jumper.,56,62
0:25,48,Cazmon Hayes Defensive Rebound.,56,62
0:17,-1,Foul on Shakeem Wilson.,56,62
0:17,48,Darian Bryant missed Free Throw.,56,62
0:17,48,Delaware Deadball Team Rebound.,56,62
0:17,48,Darian Bryant missed Free Throw.,56,62
0:17,-1,Shakeem Wilson Defensive Rebound.,56,62
0:12,-1,Shakeem Wilson missed Three Point Jumper.,56,62
0:12,48,Cazmon Hayes Defensive Rebound.,56,62
0:09,-1,Foul on Nick Lawson.,56,62
0:09,48,Cazmon Hayes made Free Throw.,56,63
0:09,48,Cazmon Hayes made Free Throw.,56,64
0:05,-1,Nick Lawson missed Three Point Jumper.,56,64
0:05,48,Ryan Daly Defensive Rebound.,56,64
0:00,48,End of Game,56,64
