Campbell,197,Oklahoma State,2097
13:52,2097,Chris Clemons made Three Point Jumper. Assisted by Quinton Ray.,11,15
13:41,2097,Foul on Damontez Oliver.,11,15
13:41,197,Cameron McGriff made Free Throw.,11,16
13:41,197,Cameron McGriff made Free Throw.,11,17
13:31,197,Foul on Mitchell Solomon.,11,17
13:12,2097,Chris Clemons made Three Point Jumper.,14,17
13:01,2097,Foul on Mogga Lado.,14,17
13:01,197,Jawun Evans made Free Throw.,14,18
13:01,197,Jawun Evans made Free Throw.,14,19
12:46,2097,Khadre Lane made Three Point Jumper. Assisted by Chris Clemons.,17,19
12:34,197,Leyton Hammonds missed Three Point Jumper.,17,19
12:34,2097,Chris Clemons Defensive Rebound.,17,19
12:25,2097,Chris Clemons missed Layup.,17,19
12:25,197,Cameron McGriff Defensive Rebound.,17,19
12:19,197,Jawun Evans made Layup.,17,21
12:03,197,Foul on Leyton Hammonds.,17,21
12:03,2097,Khadre Lane missed Free Throw.,17,21
12:03,2097,Campbell Deadball Team Rebound.,17,21
12:03,2097,Khadre Lane missed Free Throw.,17,21
12:03,197,Cameron McGriff Defensive Rebound.,17,21
11:58,197,Brandon Averette Turnover.,17,21
11:55,2097,Mogga Lado Steal.,17,21
11:53,2097,Chris Clemons missed Layup.,17,21
11:53,197,Cameron McGriff Block.,17,21
11:53,2097,Campbell Offensive Rebound.,17,21
11:53,197,Official TV Timeout,17,21
11:52,2097,Chris Clemons missed Layup.,17,21
11:52,197,Tavarius Shine Block.,17,21
11:49,2097,Marcus Burk Offensive Rebound.,17,21
11:44,2097,Shane Whitfield missed Layup.,17,21
11:44,197,Cameron McGriff Defensive Rebound.,17,21
11:30,2097,Foul on Mogga Lado.,17,21
11:30,197,Phil Forte III made Free Throw.,17,22
11:30,197,Phil Forte III made Free Throw.,17,23
11:19,2097,Chris Clemons missed Jumper.,17,23
11:19,197,Cameron McGriff Defensive Rebound.,17,23
11:12,197,Phil Forte III missed Three Point Jumper.,17,23
11:12,2097,Marcus Burk Defensive Rebound.,17,23
11:04,2097,Chris Clemons Turnover.,17,23
10:46,2097,Foul on Austin Burnette.,17,23
10:46,197,Lucas N'Guessan missed Free Throw.,17,23
10:46,197,Oklahoma St Deadball Team Rebound.,17,23
10:46,197,Lucas N'Guessan made Free Throw.,17,24
10:31,2097,Marcus Burk made Three Point Jumper. Assisted by Chris Clemons.,20,24
10:18,197,Tavarius Shine missed Three Point Jumper.,20,24
10:18,2097,Cory Gensler Defensive Rebound.,20,24
10:03,197,Foul on Lindy Waters III.,20,24
10:03,2097,Cory Gensler missed Free Throw.,20,24
10:03,197,Jeffrey Carroll Defensive Rebound.,20,24
9:45,197,Jawun Evans made Layup.,20,26
9:35,197,Foul on Lucas N'Guessan.,20,26
9:35,2097,Shane Whitfield made Free Throw.,21,26
9:35,2097,Shane Whitfield made Free Throw.,22,26
9:22,197,Cameron McGriff missed Jumper.,22,26
9:22,2097,Chris Clemons Defensive Rebound.,22,26
9:11,2097,Chris Clemons made Three Point Jumper.,25,26
9:09,197,Oklahoma St  Timeout,25,26
8:58,197,Jeffrey Carroll Turnover.,25,26
8:57,2097,Marcus Burk Steal.,25,26
8:40,2097,Cory Gensler made Three Point Jumper. Assisted by Marcus Burk.,28,26
8:16,197,Jeffrey Carroll missed Three Point Jumper.,28,26
8:16,197,Cameron McGriff Offensive Rebound.,28,26
8:10,197,Cameron McGriff Turnover.,28,26
7:52,2097,Andrew Eudy made Layup.,30,26
7:42,197,Jawun Evans made Layup.,30,28
7:42,2097,Foul on Andrew Eudy.,30,28
7:42,197,Official TV Timeout,30,28
7:42,197,Jawun Evans made Free Throw.,30,29
7:38,2097,Shane Whitfield missed Layup.,30,29
7:38,197,Cameron McGriff Defensive Rebound.,30,29
7:28,197,Jawun Evans made Jumper.,30,31
7:28,2097,Foul on Damontez Oliver.,30,31
7:28,197,Jawun Evans made Free Throw.,30,32
7:17,2097,Cory Gensler missed Three Point Jumper.,30,32
7:17,197,Cameron McGriff Defensive Rebound.,30,32
6:53,197,Jawun Evans made Three Point Jumper. Assisted by Cameron McGriff.,30,35
6:30,197,Phil Forte III Turnover.,30,35
6:14,2097,Quinton Ray missed Layup.,30,35
6:14,197,Jawun Evans Defensive Rebound.,30,35
6:08,197,Lindy Waters III made Layup.,30,37
5:54,2097,Chris Clemons Turnover.,30,37
5:54,197,Phil Forte III Steal.,30,37
5:49,197,Phil Forte III made Layup.,30,39
5:49,2097,Campbell  Timeout,30,39
5:37,2097,Quinton Ray missed Jumper.,30,39
5:37,2097,Shane Whitfield Offensive Rebound.,30,39
5:26,197,Foul on Lindy Waters III.,30,39
5:26,2097,Shane Whitfield missed Free Throw.,30,39
5:26,2097,Campbell Deadball Team Rebound.,30,39
5:26,2097,Shane Whitfield made Free Throw.,31,39
5:21,2097,Foul on Marcus Burk.,31,39
5:21,197,Jawun Evans missed Free Throw.,31,39
5:21,197,Oklahoma St Deadball Team Rebound.,31,39
5:21,197,Jawun Evans made Free Throw.,31,40
5:08,2097,Chris Clemons missed Three Point Jumper.,31,40
5:08,197,Jeffrey Carroll Defensive Rebound.,31,40
5:00,197,Phil Forte III missed Three Point Jumper.,31,40
5:00,2097,Mogga Lado Defensive Rebound.,31,40
4:53,197,Foul on Jawun Evans.,31,40
4:53,2097,Marcus Burk made Free Throw.,32,40
4:53,2097,Marcus Burk made Free Throw.,33,40
4:47,197,Cameron McGriff Turnover.,33,40
4:46,2097,Marcus Burk Steal.,33,40
4:36,2097,Khadre Lane missed Jumper.,33,40
4:36,197,Phil Forte III Defensive Rebound.,33,40
4:27,197,Jawun Evans made Jumper.,33,42
4:27,2097,Foul on Cory Gensler.,33,42
4:27,197,Jawun Evans made Free Throw.,33,43
4:19,2097,Cory Gensler Turnover.,33,43
4:14,197,Thomas Dziagwa Steal.,33,43
4:13,197,Jeffrey Carroll made Layup.,33,45
4:01,2097,Mogga Lado Turnover.,33,45
4:00,197,Jawun Evans Steal.,33,45
3:56,2097,Foul on Mogga Lado.,33,45
3:56,197,Official TV Timeout,33,45
3:56,197,Jawun Evans made Free Throw.,33,46
3:56,197,Jawun Evans made Free Throw.,33,47
3:36,2097,Foul on Chris Clemons.,33,47
3:36,2097,Chris Clemons Turnover.,33,47
3:22,2097,Foul on Khadre Lane.,33,47
3:22,197,Jeffrey Carroll missed Free Throw.,33,47
3:22,197,Oklahoma St Deadball Team Rebound.,33,47
3:22,197,Jeffrey Carroll made Free Throw.,33,48
3:00,2097,Khadre Lane Turnover.,33,48
2:59,197,Jawun Evans Steal.,33,48
2:56,197,Jeffrey Carroll missed Layup.,33,48
2:56,197,Jeffrey Carroll Offensive Rebound.,33,48
2:53,197,Jeffrey Carroll made Layup.,33,50
2:46,2097,Marcus Burk missed Three Point Jumper.,33,50
2:46,197,Thomas Dziagwa Defensive Rebound.,33,50
2:38,197,Jeffrey Carroll made Layup. Assisted by Jawun Evans.,33,52
2:18,2097,Chris Clemons missed Three Point Jumper.,33,52
2:18,197,Cameron McGriff Defensive Rebound.,33,52
2:06,197,Cameron McGriff Turnover.,33,52
1:55,2097,Marcus Burk missed Layup.,33,52
1:55,197,Lucas N'Guessan Block.,33,52
1:53,197,Tavarius Shine Defensive Rebound.,33,52
1:49,197,Thomas Dziagwa missed Layup.,33,52
1:49,197,Oklahoma St Offensive Rebound.,33,52
1:35,197,Lucas N'Guessan Turnover.,33,52
1:34,2097,Marcus Burk Steal.,33,52
1:23,2097,Cory Gensler made Three Point Jumper.,36,52
1:00,197,Phil Forte III missed Jumper.,36,52
1:00,2097,Marcus Burk Defensive Rebound.,36,52
0:55,197,Foul on Leyton Hammonds.,36,52
0:55,2097,Marcus Burk made Free Throw.,37,52
0:55,2097,Marcus Burk missed Free Throw.,37,52
0:55,197,Lucas N'Guessan Defensive Rebound.,37,52
0:42,197,Tavarius Shine Turnover.,37,52
0:32,2097,Cory Gensler Turnover.,37,52
0:01,197,Lindy Waters III missed Three Point Jumper.,37,52
0:01,2097,Campbell Defensive Rebound.,37,52
0:00,197,End of 1st half,37,52
19:50,2097,Damontez Oliver missed Three Point Jumper.,37,52
19:50,197,Jawun Evans Defensive Rebound.,37,52
19:41,197,Phil Forte III missed Three Point Jumper.,37,52
19:41,2097,Chris Clemons Defensive Rebound.,37,52
19:17,2097,Andrew Eudy Turnover.,37,52
19:16,197,Phil Forte III Steal.,37,52
19:12,197,Phil Forte III made Layup.,37,54
19:05,2097,Shane Whitfield made Layup.,39,54
19:05,197,Foul on Mitchell Solomon.,39,54
19:05,2097,Shane Whitfield made Free Throw.,40,54
18:51,197,Cameron McGriff made Dunk.,40,56
18:32,2097,Damontez Oliver Turnover.,40,56
18:31,197,Cameron McGriff Steal.,40,56
18:28,197,Jawun Evans missed Layup.,40,56
18:28,2097,Chris Clemons Block.,40,56
18:26,2097,Damontez Oliver Defensive Rebound.,40,56
18:24,2097,Shane Whitfield made Dunk. Assisted by Damontez Oliver.,42,56
18:18,197,Jawun Evans missed Layup.,42,56
18:18,2097,Andrew Eudy Block.,42,56
18:15,2097,Cory Gensler Defensive Rebound.,42,56
18:00,2097,Damontez Oliver made Three Point Jumper. Assisted by Cory Gensler.,45,56
17:28,197,Jawun Evans missed Layup.,45,56
17:28,2097,Shane Whitfield Defensive Rebound.,45,56
17:22,197,Foul on Tavarius Shine.,45,56
17:20,2097,Shane Whitfield Turnover.,45,56
17:18,197,Jeffrey Carroll Steal.,45,56
17:17,197,Jeffrey Carroll made Dunk.,45,58
17:08,2097,Chris Clemons missed Jumper.,45,58
17:08,197,Jawun Evans Defensive Rebound.,45,58
17:03,197,Mitchell Solomon missed Three Point Jumper.,45,58
17:03,197,Jawun Evans Offensive Rebound.,45,58
16:53,197,Phil Forte III missed Three Point Jumper.,45,58
16:53,197,Cameron McGriff Offensive Rebound.,45,58
16:48,197,Phil Forte III made Three Point Jumper. Assisted by Cameron McGriff.,45,61
16:11,2097,Shane Whitfield missed Jumper.,45,61
16:11,2097,Cory Gensler Offensive Rebound.,45,61
16:07,2097,Cory Gensler made Layup.,47,61
15:56,2097,Foul on Shane Whitfield.,47,61
15:56,197,Jeffrey Carroll missed Free Throw.,47,61
15:56,197,Oklahoma St Deadball Team Rebound.,47,61
15:56,197,Jeffrey Carroll made Free Throw.,47,62
15:46,2097,Chris Clemons made Layup.,49,62
15:46,197,Foul on Cameron McGriff.,49,62
15:46,2097,Chris Clemons made Free Throw.,50,62
15:29,197,Jeffrey Carroll missed Jumper.,50,62
15:29,197,Jeffrey Carroll Offensive Rebound.,50,62
15:26,197,Jeffrey Carroll missed Jumper.,50,62
15:26,2097,Andrew Eudy Defensive Rebound.,50,62
15:06,2097,Chris Clemons missed Three Point Jumper.,50,62
15:06,197,Cameron McGriff Defensive Rebound.,50,62
14:50,197,Brandon Averette Turnover.,50,62
14:48,2097,Cory Gensler Steal.,50,62
14:42,2097,Cory Gensler made Three Point Jumper. Assisted by Damontez Oliver.,53,62
14:33,2097,Campbell  Timeout,53,62
14:05,197,Jawun Evans Turnover.,53,62
14:00,2097,Andrew Eudy Turnover.,53,62
13:51,197,Jeffrey Carroll missed Layup.,53,62
13:51,2097,Chris Clemons Defensive Rebound.,53,62
13:34,2097,Cory Gensler missed Three Point Jumper.,53,62
13:34,197,Phil Forte III Defensive Rebound.,53,62
13:25,2097,Foul on Cory Gensler.,53,62
13:24,197,Phil Forte III missed Three Point Jumper.,53,62
13:24,2097,Mogga Lado Defensive Rebound.,53,62
13:17,2097,Chris Clemons missed Three Point Jumper.,53,62
13:17,197,Leyton Hammonds Defensive Rebound.,53,62
13:07,197,Jawun Evans made Layup.,53,64
12:51,197,Foul on Jawun Evans.,53,64
12:35,2097,Marcus Burk missed Three Point Jumper.,53,64
12:35,197,Cameron McGriff Defensive Rebound.,53,64
12:25,197,Cameron McGriff missed Three Point Jumper.,53,64
12:25,197,Lindy Waters III Offensive Rebound.,53,64
12:15,197,Tavarius Shine missed Three Point Jumper.,53,64
12:15,2097,Quinton Ray Defensive Rebound.,53,64
12:02,2097,Khadre Lane missed Three Point Jumper.,53,64
12:02,197,Cameron McGriff Defensive Rebound.,53,64
11:52,197,Jawun Evans made Layup.,53,66
11:36,2097,Marcus Burk Turnover.,53,66
11:36,197,Official TV Timeout,53,66
11:17,197,Jeffrey Carroll made Layup.,53,68
11:17,2097,Foul on Shane Whitfield.,53,68
11:17,197,Jeffrey Carroll made Free Throw.,53,69
11:09,197,Foul on Cameron McGriff.,53,69
10:55,2097,Marcus Burk Turnover.,53,69
10:44,197,Jawun Evans missed Layup.,53,69
10:44,2097,Quinton Ray Defensive Rebound.,53,69
10:38,2097,Marcus Burk missed Three Point Jumper.,53,69
10:38,197,Lindy Waters III Defensive Rebound.,53,69
10:30,197,Jeffrey Carroll made Dunk. Assisted by Lindy Waters III.,53,71
10:12,2097,Damontez Oliver Turnover.,53,71
10:12,197,Jawun Evans Steal.,53,71
10:10,197,Jawun Evans made Layup.,53,73
9:59,2097,Campbell  Timeout,53,73
9:49,197,Foul on Leyton Hammonds.,53,73
9:49,2097,Khadre Lane made Free Throw.,54,73
9:49,2097,Khadre Lane missed Free Throw.,54,73
9:49,197,Jeffrey Carroll Defensive Rebound.,54,73
9:39,197,Jeffrey Carroll missed Dunk.,54,73
9:39,197,Thomas Dziagwa Offensive Rebound.,54,73
9:39,2097,Foul on Khadre Lane.,54,73
9:39,197,Mitchell Solomon missed Free Throw.,54,73
9:39,2097,Cory Gensler Defensive Rebound.,54,73
9:29,197,Mitchell Solomon made Free Throw.,54,74
9:21,197,Foul on Mitchell Solomon.,54,74
9:21,2097,Khadre Lane made Free Throw.,55,74
9:21,2097,Khadre Lane missed Free Throw.,55,74
9:21,197,Jeffrey Carroll Defensive Rebound.,55,74
9:13,197,Jeffrey Carroll made Three Point Jumper. Assisted by Jawun Evans.,55,77
9:01,2097,Khadre Lane missed Layup.,55,77
9:01,197,Cameron McGriff Defensive Rebound.,55,77
8:55,197,Jeffrey Carroll made Dunk. Assisted by Jawun Evans.,55,79
8:24,197,Foul on Mitchell Solomon.,55,79
8:24,2097,Khadre Lane made Free Throw.,56,79
8:24,2097,Khadre Lane made Free Throw.,57,79
7:57,197,Brandon Averette missed Jumper.,57,79
7:57,2097,Andrew Eudy Block.,57,79
7:54,2097,Marcus Burk Defensive Rebound.,57,79
7:36,2097,Foul on Damontez Oliver.,57,79
7:36,2097,Damontez Oliver Turnover.,57,79
7:35,197,Official TV Timeout,57,79
7:27,197,Jawun Evans made Layup.,57,81
7:04,2097,Marcus Burk missed Three Point Jumper.,57,81
7:04,197,Jeffrey Carroll Defensive Rebound.,57,81
6:32,197,Phil Forte III made Layup.,57,83
6:19,197,Foul on Cameron McGriff.,57,83
6:19,2097,Andrew Eudy missed Free Throw.,57,83
6:19,197,Jeffrey Carroll Defensive Rebound.,57,83
5:54,197,Phil Forte III made Jumper.,57,85
5:42,2097,Chris Clemons Turnover.,57,85
5:41,197,Lindy Waters III Steal.,57,85
5:38,2097,Foul on Marcus Burk.,57,85
5:38,197,Lindy Waters III missed Free Throw.,57,85
5:38,197,Oklahoma St Deadball Team Rebound.,57,85
5:38,197,Lindy Waters III made Free Throw.,57,86
5:27,2097,Shane Whitfield Turnover.,57,86
5:24,197,Lucas N'Guessan Steal.,57,86
5:19,197,Thomas Dziagwa made Three Point Jumper. Assisted by Phil Forte III.,57,89
5:06,2097,Chris Clemons missed Jumper.,57,89
5:06,2097,Shane Whitfield Offensive Rebound.,57,89
5:00,197,Foul on Brandon Averette.,57,89
5:00,2097,Shane Whitfield missed Free Throw.,57,89
5:00,2097,Campbell Deadball Team Rebound.,57,89
5:00,2097,Shane Whitfield made Free Throw.,58,89
4:46,197,Phil Forte III missed Three Point Jumper.,58,89
4:46,2097,Chris Clemons Defensive Rebound.,58,89
4:38,2097,Chris Clemons missed Layup.,58,89
4:38,197,Lindy Waters III Defensive Rebound.,58,89
4:31,2097,Foul on Marcus Burk.,58,89
4:31,197,Phil Forte III made Free Throw.,58,90
4:31,197,Phil Forte III made Free Throw.,58,91
4:19,2097,Cory Gensler missed Three Point Jumper.,58,91
4:19,197,Lucas N'Guessan Defensive Rebound.,58,91
4:02,197,Lindy Waters III made Three Point Jumper. Assisted by Thomas Dziagwa.,58,94
3:48,2097,Cory Gensler Turnover.,58,94
3:47,197,Lindy Waters III Steal.,58,94
3:41,197,Thomas Dziagwa missed Three Point Jumper.,58,94
3:41,2097,Shane Whitfield Defensive Rebound.,58,94
3:40,197,Official TV Timeout,58,94
3:39,197,Foul on Lucas N'Guessan.,58,94
3:39,2097,Shane Whitfield made Free Throw.,59,94
3:39,2097,Shane Whitfield made Free Throw.,60,94
3:23,197,Thomas Dziagwa missed Three Point Jumper.,60,94
3:23,2097,Shane Whitfield Defensive Rebound.,60,94
3:14,2097,Shane Whitfield missed Layup.,60,94
3:14,197,Brandon Averette Defensive Rebound.,60,94
2:53,197,Lindy Waters III made Three Point Jumper. Assisted by Thomas Dziagwa.,60,97
2:31,2097,Khadre Lane made Layup.,62,97
2:23,197,Thomas Dziagwa missed Jumper.,62,97
2:23,197,Lucas N'Guessan Offensive Rebound.,62,97
2:18,2097,Foul on Austin Burnette.,62,97
2:18,197,Lucas N'Guessan missed Free Throw.,62,97
2:18,197,Oklahoma St Deadball Team Rebound.,62,97
2:18,197,Lucas N'Guessan missed Free Throw.,62,97
2:18,2097,Shane Whitfield Defensive Rebound.,62,97
2:14,2097,Khadre Lane missed Layup.,62,97
2:14,197,Lucas N'Guessan Block.,62,97
2:12,2097,Shane Whitfield Offensive Rebound.,62,97
2:12,197,Foul on Trey Reeves.,62,97
2:12,2097,Shane Whitfield made Free Throw.,63,97
2:12,2097,Shane Whitfield missed Free Throw.,63,97
2:12,197,Brandon Averette Defensive Rebound.,63,97
1:52,197,Tyler Underwood Turnover.,63,97
1:50,2097,Khadre Lane Steal.,63,97
1:48,2097,Khadre Lane made Dunk.,65,97
1:30,197,Lindy Waters III missed Jumper.,65,97
1:30,2097,Cory Gensler Defensive Rebound.,65,97
1:18,2097,Cory Gensler missed Three Point Jumper.,65,97
1:18,197,Will Lienhard Defensive Rebound.,65,97
1:09,197,Brandon Averette made Layup.,65,99
1:09,2097,Foul on Quinton Ray.,65,99
1:09,197,Brandon Averette made Free Throw.,65,100
0:49,2097,Cory Gensler missed Three Point Jumper.,65,100
0:49,2097,Austin Burnette Offensive Rebound.,65,100
0:46,2097,Austin Burnette missed Layup.,65,100
0:46,197,Will Lienhard Defensive Rebound.,65,100
0:38,197,Brandon Averette made Layup.,65,102
0:27,2097,Khadre Lane missed Layup.,65,102
0:27,197,Will Lienhard Defensive Rebound.,65,102
0:00,197,End of Game,65,102
