Claflin,Error,UNC Wilmington,350
11:48,350,Devontae Cacok Defensive Rebound.,8,25
11:41,350,Ambrose Mosley Turnover.,8,25
11:35,-1,Tyler Thompson Steal.,8,25
11:28,-1,Austin Lawton missed Jumper.,8,25
11:28,350,Denzel Ingram Defensive Rebound.,8,25
11:14,-1,Foul on Austin Lawton.,8,25
11:14,350,Official TV Timeout,8,25
11:14,350,Ambrose Mosley made Free Throw.,8,26
11:14,350,Ambrose Mosley made Free Throw.,8,27
11:01,-1,Trevor Dantzler missed Three Point Jumper.,8,27
11:01,350,Devontae Cacok Defensive Rebound.,8,27
10:55,350,Ambrose Mosley made Layup.,8,29
10:32,-1,Awwal Reid Turnover.,8,29
10:32,-1,Foul on Awwal Reid.,8,29
10:15,350,Chris Flemmings missed Three Point Jumper.,8,29
10:15,350,Devontae Cacok Offensive Rebound.,8,29
10:15,-1,Foul on Ryan McNeill-Moses.,8,29
10:08,350,Denzel Ingram missed Three Point Jumper.,8,29
10:08,-1,Claflin Defensive Rebound.,8,29
9:59,-1,Benjamin Williams Turnover.,8,29
9:56,350,Ambrose Mosley Steal.,8,29
9:56,350,Chris Flemmings made Layup. Assisted by Ambrose Mosley.,8,31
9:56,-1,Foul on Triston Thompson.,8,31
9:56,350,Chris Flemmings made Free Throw.,8,32
9:40,-1,Ryan McNeill-Moses Turnover.,8,32
9:40,350,Denzel Ingram Steal.,8,32
9:28,350,C.J. Bryce missed Three Point Jumper.,8,32
9:28,-1,Benjamin Williams Defensive Rebound.,8,32
9:20,-1,De'shon Nails made Layup.,10,32
9:14,350,Denzel Ingram Turnover.,10,32
9:12,-1,Benjamin Williams Steal.,10,32
9:11,-1,Benjamin Williams made Layup.,12,32
9:05,350,Devontae Cacok made Dunk. Assisted by C.J. Bryce.,12,34
8:57,350,Foul on Ambrose Mosley.,12,34
8:38,-1,De'shon Nails missed Jumper.,12,34
8:38,350,Denzel Ingram Defensive Rebound.,12,34
8:30,-1,Foul on Jordan Jones.,12,34
8:30,350,Chris Flemmings made Free Throw.,12,35
8:30,350,Chris Flemmings made Free Throw.,12,36
8:30,350,Chris Flemmings made Free Throw.,12,37
8:20,-1,Benjamin Williams missed Jumper.,12,37
8:20,350,Devontae Cacok Defensive Rebound.,12,37
8:17,350,Devontae Cacok Turnover.,12,37
8:15,-1,De'shon Nails Steal.,12,37
8:14,-1,De'shon Nails made Layup.,14,37
7:57,350,Ambrose Mosley made Three Point Jumper.,14,40
7:44,350,Official TV Timeout,14,40
7:41,-1,Jordan Jones made Dunk.,16,40
7:17,350,Chris Flemmings missed Layup.,16,40
7:17,-1,Ryan McNeill-Moses Defensive Rebound.,16,40
7:10,-1,Benjamin Williams missed Layup.,16,40
7:10,350,UNC Wilmington Defensive Rebound.,16,40
6:50,350,C.J. Bryce missed Jumper.,16,40
6:50,-1,Benjamin Williams Defensive Rebound.,16,40
6:21,-1,Jordan Jones missed Three Point Jumper.,16,40
6:21,350,C.J. Bryce Defensive Rebound.,16,40
6:11,350,Jaylen Fornes missed Jumper.,16,40
6:11,350,UNC Wilmington Offensive Rebound.,16,40
5:59,350,Chuck Ogbodo Turnover.,16,40
5:48,-1,De'shon Nails made Three Point Jumper.,19,40
5:29,350,C.J. Bryce made Three Point Jumper. Assisted by Chris Flemmings.,19,43
5:24,-1,De'shon Nails Turnover.,19,43
5:24,350,Denzel Ingram Steal.,19,43
5:15,350,Marcus Bryan missed Jumper.,19,43
5:15,-1,Benjamin Williams Defensive Rebound.,19,43
5:05,-1,Benjamin Williams Turnover.,19,43
5:04,350,Denzel Ingram Steal.,19,43
5:04,-1,Foul on Benjamin Williams.,19,43
5:04,350,Devontae Cacok made Free Throw.,19,44
5:04,350,Devontae Cacok made Free Throw.,19,45
5:04,-1,Claflin  Timeout,19,45
4:45,-1,Jordan Jones missed Jumper.,19,45
4:45,350,Marcus Bryan Defensive Rebound.,19,45
4:27,350,Denzel Ingram made Jumper.,19,47
4:00,-1,De'shon Nails missed Three Point Jumper.,19,47
4:00,350,Chris Flemmings Defensive Rebound.,19,47
3:52,350,Chris Flemmings made Layup.,19,49
3:38,-1,De'shon Nails Turnover.,19,49
3:35,350,Chris Flemmings Steal.,19,49
3:35,350,Chris Flemmings Turnover.,19,49
3:35,350,Official TV Timeout,19,49
3:04,-1,Benjamin Williams missed Jumper.,19,49
3:04,350,Devontae Cacok Defensive Rebound.,19,49
2:55,350,Ambrose Mosley made Three Point Jumper. Assisted by Denzel Ingram.,19,52
2:29,350,Foul on C.J. Bryce.,19,52
2:21,-1,Jordan Jones missed Jumper.,19,52
2:21,350,Devontae Cacok Defensive Rebound.,19,52
2:09,350,Denzel Ingram made Jumper.,19,54
1:43,-1,Awwal Reid made Three Point Jumper. Assisted by Tyler Thompson.,22,54
1:24,-1,Foul on Jordan Jones.,22,54
1:24,350,Marcus Bryan made Free Throw.,22,55
1:24,350,Marcus Bryan missed Free Throw.,22,55
1:24,350,Marcus Bryan Offensive Rebound.,22,55
1:12,350,Marcus Bryan missed Jumper.,22,55
1:12,350,Marcus Bryan Offensive Rebound.,22,55
1:01,350,Marcus Bryan made Jumper.,22,57
0:56,-1,Tyler Thompson Turnover.,22,57
0:55,350,Ambrose Mosley Steal.,22,57
0:51,350,Devontae Cacok made Dunk. Assisted by Denzel Ingram.,22,59
0:44,-1,Triston Thompson missed Layup.,22,59
0:44,350,Devontae Cacok Defensive Rebound.,22,59
0:35,350,Ambrose Mosley made Three Point Jumper. Assisted by Denzel Ingram.,22,62
0:18,-1,Awwal Reid missed Jumper.,22,62
0:18,350,Ambrose Mosley Defensive Rebound.,22,62
0:01,350,Denzel Ingram missed Jumper.,22,62
0:01,-1,Tyler Thompson Defensive Rebound.,22,62
0:00,350,End of 1st half,22,62
19:36,-1,Benjamin Williams Turnover.,22,62
19:36,350,Devontae Cacok Steal.,22,62
19:28,350,Chris Flemmings missed Jumper.,22,62
19:28,-1,Benjamin Williams Defensive Rebound.,22,62
19:21,-1,Trevor Dantzler missed Three Point Jumper.,22,62
19:21,350,Chris Flemmings Defensive Rebound.,22,62
19:14,350,Chris Flemmings Turnover.,22,62
19:06,-1,Triston Thompson Turnover.,22,62
19:04,350,Chris Flemmings Steal.,22,62
19:04,-1,Foul on Triston Thompson.,22,62
19:04,350,Chris Flemmings made Free Throw.,22,63
19:04,350,Chris Flemmings made Free Throw.,22,64
18:44,-1,Awwal Reid missed Jumper.,22,64
18:44,-1,Austin Lawton Offensive Rebound.,22,64
18:26,-1,Awwal Reid missed Three Point Jumper.,22,64
18:26,350,C.J. Bryce Defensive Rebound.,22,64
18:19,350,Denzel Ingram missed Jumper.,22,64
18:19,350,Devontae Cacok Offensive Rebound.,22,64
18:16,350,Devontae Cacok made Jumper.,22,66
17:53,-1,Awwal Reid made Layup. Assisted by Benjamin Williams.,24,66
17:44,-1,Foul on Triston Thompson.,24,66
17:23,-1,Foul on Benjamin Williams.,24,66
17:20,350,C.J. Bryce missed Three Point Jumper.,24,66
17:20,350,Devontae Cacok Offensive Rebound.,24,66
17:15,350,Denzel Ingram made Three Point Jumper. Assisted by C.J. Bryce.,24,69
17:05,-1,Triston Thompson missed Three Point Jumper.,24,69
17:05,350,Devontae Cacok Defensive Rebound.,24,69
16:59,350,Chris Flemmings made Layup. Assisted by Denzel Ingram.,24,71
16:49,-1,Awwal Reid Turnover.,24,71
16:47,350,Chris Flemmings Steal.,24,71
16:41,350,Chris Flemmings made Layup.,24,73
16:35,-1,Austin Lawton missed Layup.,24,73
16:35,-1,Austin Lawton Offensive Rebound.,24,73
16:17,-1,Awwal Reid missed Jumper.,24,73
16:17,-1,Benjamin Williams Offensive Rebound.,24,73
16:13,-1,Awwal Reid Turnover.,24,73
16:10,350,Ambrose Mosley missed Three Point Jumper.,24,73
16:10,-1,Benjamin Williams Defensive Rebound.,24,73
16:09,350,Foul on C.J. Bryce.,24,73
16:03,-1,Benjamin Williams Turnover.,24,73
16:01,350,C.J. Bryce Steal.,24,73
16:00,350,C.J. Bryce made Layup.,24,75
15:51,-1,Austin Lawton made Dunk. Assisted by Ryan McNeill-Moses.,26,75
15:42,350,Devontae Cacok made Dunk. Assisted by C.J. Bryce.,26,77
15:29,-1,Trevor Dantzler made Three Point Jumper. Assisted by Triston Thompson.,29,77
15:13,350,Denzel Ingram Turnover.,29,77
15:11,-1,Triston Thompson Steal.,29,77
15:08,-1,Austin Lawton made Dunk. Assisted by Benjamin Williams.,31,77
15:02,350,Devontae Cacok made Layup. Assisted by Denzel Ingram.,31,79
14:56,350,Official TV Timeout,31,79
14:37,-1,Trevor Dantzler missed Three Point Jumper.,31,79
14:37,350,UNC Wilmington Defensive Rebound.,31,79
14:28,350,Jaylen Fornes missed Layup.,31,79
14:28,-1,Austin Lawton Block.,31,79
14:26,-1,Ryan McNeill-Moses Defensive Rebound.,31,79
14:05,-1,Trevor Dantzler missed Three Point Jumper.,31,79
14:05,350,UNC Wilmington Defensive Rebound.,31,79
14:02,350,JaQuel Richmond Turnover.,31,79
14:01,-1,De'shon Nails Steal.,31,79
13:57,-1,De'shon Nails missed Three Point Jumper.,31,79
13:57,-1,Triston Thompson Offensive Rebound.,31,79
13:51,-1,Trevor Dantzler made Three Point Jumper. Assisted by Triston Thompson.,34,79
13:46,350,JaQuel Richmond Turnover.,34,79
13:45,-1,Ryan McNeill-Moses Steal.,34,79
13:43,-1,Ryan McNeill-Moses made Layup.,36,79
13:40,350,UNC Wilmington  Timeout,36,79
13:35,350,Matt Elmore Turnover.,36,79
13:34,-1,Ryan McNeill-Moses Steal.,36,79
13:14,-1,Trevor Dantzler missed Three Point Jumper.,36,79
13:14,350,Marcus Bryan Defensive Rebound.,36,79
12:56,350,Matt Elmore missed Three Point Jumper.,36,79
12:56,-1,Triston Thompson Defensive Rebound.,36,79
12:48,350,Foul on JaQuel Richmond.,36,79
12:48,-1,Austin Lawton made Free Throw.,37,79
12:48,-1,Austin Lawton missed Free Throw.,37,79
12:48,350,Devontae Cacok Defensive Rebound.,37,79
12:39,350,Ambrose Mosley missed Layup.,37,79
12:39,-1,Claflin Defensive Rebound.,37,79
12:30,-1,Austin Lawton made Dunk.,39,79
12:16,350,C.J. Bryce made Layup.,39,81
12:07,-1,De'shon Nails missed Jumper.,39,81
12:07,350,Devontae Cacok Defensive Rebound.,39,81
11:58,-1,Foul on De'shon Nails.,39,81
11:58,350,Official TV Timeout,39,81
11:36,350,Denzel Ingram made Three Point Jumper.,39,84
11:31,350,Foul on Ambrose Mosley.,39,84
11:18,-1,Benjamin Williams missed Jumper.,39,84
11:18,-1,Benjamin Williams Offensive Rebound.,39,84
11:15,-1,Benjamin Williams missed Jumper.,39,84
11:15,350,Devontae Cacok Defensive Rebound.,39,84
11:14,-1,Foul on Ryan McNeill-Moses.,39,84
11:03,350,UNC Wilmington  Timeout,39,84
10:49,350,Ambrose Mosley made Three Point Jumper. Assisted by Denzel Ingram.,39,87
10:29,-1,Jordan Jones missed Jumper.,39,87
10:29,-1,Austin Lawton Offensive Rebound.,39,87
10:26,-1,Austin Lawton Turnover.,39,87
10:24,350,Devontae Cacok Steal.,39,87
10:23,-1,Foul on Tyler Thompson.,39,87
10:23,350,Chris Flemmings made Free Throw.,39,88
10:23,350,Chris Flemmings made Free Throw.,39,89
10:09,-1,Ryan McNeill-Moses missed Layup.,39,89
10:09,350,Chris Flemmings Defensive Rebound.,39,89
9:59,350,Chris Flemmings missed Jumper.,39,89
9:59,-1,Jordan Jones Defensive Rebound.,39,89
9:43,-1,Ryan McNeill-Moses made Layup.,41,89
9:43,350,Marcus Bryan missed Free Throw.,41,89
9:43,-1,Timothy Christian Ii Defensive Rebound.,41,89
9:11,350,Denzel Ingram made Jumper.,41,91
8:59,-1,Ryan McNeill-Moses missed Jumper.,41,91
8:59,350,Devontae Cacok Defensive Rebound.,41,91
8:52,350,C.J. Bryce missed Three Point Jumper.,41,91
8:52,350,Devontae Cacok Offensive Rebound.,41,91
8:48,350,Devontae Cacok made Jumper.,41,93
8:38,-1,Austin Lawton missed Jumper.,41,93
8:38,350,Devontae Cacok Defensive Rebound.,41,93
8:32,350,Devontae Cacok Turnover.,41,93
8:30,-1,Tyler Thompson Steal.,41,93
8:29,-1,Tyler Thompson made Layup.,43,93
8:26,350,Chris Flemmings made Three Point Jumper. Assisted by C.J. Bryce.,43,96
7:39,-1,Jordan Jones Turnover.,43,96
7:37,350,C.J. Bryce Steal.,43,96
7:35,350,C.J. Bryce made Dunk.,43,98
7:18,350,Foul on Marcus Bryan.,43,98
7:18,-1,Tyler Thompson made Free Throw.,44,98
7:18,-1,Tyler Thompson made Free Throw.,45,98
7:05,350,C.J. Bryce Turnover.,45,98
7:02,-1,Jordan Jones Steal.,45,98
7:02,350,Foul on Marcus Bryan.,45,98
7:02,-1,Jordan Jones made Free Throw.,46,98
7:02,-1,Jordan Jones made Free Throw.,47,98
6:48,350,C.J. Bryce made Jumper.,47,100
6:28,-1,Austin Lawton missed Jumper.,47,100
6:28,-1,Benjamin Williams Offensive Rebound.,47,100
6:24,-1,Benjamin Williams missed Jumper.,47,100
6:24,350,Marcus Bryan Defensive Rebound.,47,100
6:16,350,Nick Powell missed Jumper.,47,100
6:16,-1,Benjamin Williams Defensive Rebound.,47,100
6:11,-1,Kobie Williams missed Three Point Jumper.,47,100
6:11,-1,Claflin Offensive Rebound.,47,100
5:50,350,Foul on JaQuel Richmond.,47,100
5:50,-1,Benjamin Williams made Free Throw.,48,100
5:50,-1,Benjamin Williams made Free Throw.,49,100
5:48,350,JaQuel Richmond Turnover.,49,100
5:46,-1,Tyler Thompson Steal.,49,100
5:46,350,Foul on Marcus Bryan.,49,100
5:46,-1,Tyler Thompson made Free Throw.,50,100
5:46,-1,Tyler Thompson made Free Throw.,51,100
5:34,350,JaQuel Richmond Turnover.,51,100
5:21,-1,Benjamin Williams made Layup.,53,100
5:21,350,Foul on JaQuel Richmond.,53,100
5:21,-1,Benjamin Williams made Free Throw.,54,100
5:03,350,Jaylen Fornes missed Layup.,54,100
5:03,-1,Austin Lawton Block.,54,100
5:01,350,UNC Wilmington Offensive Rebound.,54,100
4:54,350,Chuck Ogbodo missed Jumper.,54,100
4:54,350,Marcus Bryan Offensive Rebound.,54,100
4:50,350,Marcus Bryan missed Jumper.,54,100
4:50,350,Nick Powell Offensive Rebound.,54,100
4:47,350,Marcus Bryan made Jumper.,54,102
4:34,350,Foul on C.J. Bryce.,54,102
4:34,-1,Triston Thompson made Free Throw.,55,102
4:34,-1,Triston Thompson missed Free Throw.,55,102
4:34,350,Chuck Ogbodo Defensive Rebound.,55,102
4:27,350,C.J. Bryce Turnover.,55,102
4:26,-1,Albert Miller Steal.,55,102
4:21,-1,Albert Miller Turnover.,55,102
4:20,350,Jaylen Fornes Steal.,55,102
4:16,350,Jaylen Fornes missed Three Point Jumper.,55,102
4:16,350,Chuck Ogbodo Offensive Rebound.,55,102
4:13,350,Chuck Ogbodo missed Jumper.,55,102
4:13,-1,Kobie Williams Defensive Rebound.,55,102
4:09,-1,Albert Miller Turnover.,55,102
3:59,350,Nick Powell missed Layup.,55,102
3:59,-1,Austin Lawton Defensive Rebound.,55,102
3:52,-1,Austin Lawton made Dunk.,57,102
3:36,350,C.J. Bryce missed Jumper.,57,102
3:36,-1,Triston Thompson Defensive Rebound.,57,102
3:28,-1,Austin Lawton missed Jumper.,57,102
3:28,350,Chuck Ogbodo Defensive Rebound.,57,102
3:19,350,Matt Elmore missed Jumper.,57,102
3:19,350,Nick Powell Offensive Rebound.,57,102
3:16,350,Nick Powell made Jumper.,57,104
3:12,350,Foul on C.J. Bryce.,57,104
2:56,-1,Albert Miller made Three Point Jumper. Assisted by Austin Lawton.,60,104
2:44,350,C.J. Bryce missed Layup.,60,104
2:44,-1,Austin Lawton Defensive Rebound.,60,104
2:38,-1,Triston Thompson Turnover.,60,104
2:35,350,Jaylen Fornes Steal.,60,104
2:17,350,C.J. Bryce made Jumper.,60,106
1:56,-1,Tyler Thompson made Layup.,62,106
1:40,350,Jaylen Fornes Turnover.,62,106
1:38,-1,Tyler Thompson Steal.,62,106
1:35,-1,Albert Miller missed Three Point Jumper.,62,106
1:35,350,Chuck Ogbodo Defensive Rebound.,62,106
1:14,350,Nick Powell made Jumper. Assisted by Chuck Ogbodo.,62,108
0:58,350,Official TV Timeout,62,108
0:50,-1,Triston Thompson made Jumper.,64,108
0:35,350,Nick Powell missed Jumper.,64,108
0:35,350,C.J. Bryce Offensive Rebound.,64,108
0:33,350,C.J. Bryce made Layup.,64,110
0:25,-1,Triston Thompson missed Layup.,64,110
0:25,350,Chuck Ogbodo Block.,64,110
0:25,-1,Claflin Offensive Rebound.,64,110
0:24,-1,Haneef Britt missed Jumper.,64,110
0:24,350,C.J. Bryce Defensive Rebound.,64,110
0:00,350,End of Game,64,110
