Webber Int.,Error,Stetson,56
12:30,-1,Cody Carden made Three Point Jumper.,19,13
12:13,-1,Foul on Stefano Magnoni.,19,13
12:13,56,Larry Dennis missed Free Throw.,19,13
12:13,56,Stetson Deadball Team Rebound.,19,13
12:13,56,Larry Dennis made Free Throw.,19,14
11:57,-1,Daniel Coffee Turnover.,19,14
11:55,56,Divine Myles Steal.,19,14
11:53,56,B.J. Glasford made Layup. Assisted by Divine Myles.,19,16
11:24,-1,Lavondro Rubins missed Jumper.,19,16
11:24,56,Luke Doyle Defensive Rebound.,19,16
11:17,56,Leo Goodman made Layup. Assisted by Luke Doyle.,19,18
11:17,-1,Foul on Joelle Bigham.,19,18
11:15,56,Leo Goodman made Free Throw.,19,19
10:47,-1,Derian Fraga missed Three Point Jumper.,19,19
10:47,56,B.J. Glasford Block.,19,19
10:45,-1,Daniel Coffee Offensive Rebound.,19,19
10:43,-1,Foul on Jacob Ward.,19,19
10:34,56,Leo Goodman missed Three Point Jumper.,19,19
10:34,56,Clay Verk Offensive Rebound.,19,19
10:26,56,Divine Myles made Layup.,19,21
10:10,-1,Lavondro Rubins missed Three Point Jumper.,19,21
10:10,56,Derick Newton Defensive Rebound.,19,21
10:04,56,Divine Myles made Layup. Assisted by Derick Newton.,19,23
10:03,-1,Foul on Derian Fraga.,19,23
10:03,56,Divine Myles made Free Throw.,19,24
9:35,-1,Albert Coderch-Porras missed Three Point Jumper.,19,24
9:35,-1,Kody O'Connor Offensive Rebound.,19,24
9:34,56,Foul on Clay Verk.,19,24
9:31,56,Foul on Leo Goodman.,19,24
9:07,-1,Cody Carden missed Layup.,19,24
9:07,56,Leo Goodman Block.,19,24
9:06,56,Leo Goodman Defensive Rebound.,19,24
9:03,56,Angel Rivera made Layup. Assisted by Leo Goodman.,19,26
8:29,-1,Kody O'Connor missed Jumper.,19,26
8:29,56,Stetson Deadball Team Rebound.,19,26
8:15,56,Derick Newton Turnover.,19,26
8:14,-1,Cody Carden Steal.,19,26
8:10,56,Foul on Angel Rivera.,19,26
8:05,-1,Albert Coderch-Porras made Free Throw.,20,26
8:05,-1,Albert Coderch-Porras missed Dunk.,20,26
8:05,56,Leo Goodman Defensive Rebound.,20,26
7:52,56,Foul on Kevin Ndahiro.,20,26
7:52,56,Kevin Ndahiro Turnover.,20,26
7:52,56,Official TV Timeout,20,26
7:23,-1,Johnathan Childs Turnover.,20,26
7:09,56,Angel Rivera made Three Point Jumper. Assisted by Clay Verk.,20,29
6:33,-1,Webber  Turnover.,20,29
6:14,-1,Foul on Johnathan Childs.,20,29
6:14,56,Clay Verk missed Free Throw.,20,29
6:14,56,Stetson Deadball Team Rebound.,20,29
6:08,56,Brian Pegg made Layup. Assisted by Angel Rivera.,20,31
6:07,-1,Foul on Joelle Bigham.,20,31
6:07,56,Brian Pegg missed Free Throw.,20,31
6:07,-1,Albert Coderch-Porras Defensive Rebound.,20,31
5:37,-1,Jean-Louis Mcdonald missed Layup.,20,31
5:37,56,Brian Pegg Defensive Rebound.,20,31
5:30,56,Angel Rivera missed Layup.,20,31
5:30,56,Stetson Deadball Team Rebound.,20,31
5:28,-1,Foul on Jean-Louis Mcdonald.,20,31
5:28,56,Kevin Ndahiro made Free Throw.,20,32
5:28,56,Kevin Ndahiro missed Free Throw.,20,32
5:28,-1,Daniel Coffee Defensive Rebound.,20,32
5:27,56,Foul on Brian Pegg.,20,32
5:27,-1,Daniel Coffee missed Free Throw.,20,32
5:27,-1,Albert Coderch-Porras Offensive Rebound.,20,32
4:57,-1,Joelle Bigham missed Three Point Jumper.,20,32
4:57,56,Kevin Ndahiro Defensive Rebound.,20,32
4:50,56,Angel Rivera made Layup. Assisted by Brian Pegg.,20,34
4:31,-1,Jean-Louis Mcdonald missed Jumper.,20,34
4:31,-1,Webber Offensive Rebound.,20,34
4:25,56,Foul on B.J. Glasford.,20,34
4:25,-1,Cody Carden made Free Throw.,21,34
4:25,-1,Cody Carden made Free Throw.,22,34
4:19,56,Foul on Larry Dennis.,22,34
4:19,56,Larry Dennis Turnover.,22,34
4:08,-1,Albert Coderch-Porras made Layup.,24,34
3:53,56,Angel Rivera Turnover.,24,34
3:52,-1,Albert Coderch-Porras Steal.,24,34
3:47,-1,Albert Coderch-Porras Turnover.,24,34
3:46,56,B.J. Glasford Steal.,24,34
3:33,56,Derick Newton missed Layup.,24,34
3:33,-1,Daniel Coffee Defensive Rebound.,24,34
3:08,-1,Albert Coderch-Porras missed Three Point Jumper.,24,34
3:08,-1,Daniel Coffee Offensive Rebound.,24,34
3:02,-1,Daniel Coffee missed Layup.,24,34
3:02,56,Larry Dennis Defensive Rebound.,24,34
2:53,56,B.J. Glasford missed Layup.,24,34
2:53,-1,Joelle Bigham Defensive Rebound.,24,34
2:30,56,Foul on B.J. Glasford.,24,34
2:30,56,Official TV Timeout,24,34
2:30,-1,Cody Carden made Free Throw.,25,34
2:30,-1,Cody Carden made Free Throw.,26,34
2:14,56,Foul on Larry Dennis.,26,34
2:14,56,Larry Dennis Turnover.,26,34
1:49,-1,Joelle Bigham missed Three Point Jumper.,26,34
1:49,56,Stetson Deadball Team Rebound.,26,34
1:46,-1,Foul on Jean-Louis Mcdonald.,26,34
1:46,56,Derick Newton made Free Throw.,26,35
1:46,56,Derick Newton missed Free Throw.,26,35
1:46,-1,Jean-Louis Mcdonald Defensive Rebound.,26,35
1:32,-1,Joelle Bigham missed Layup.,26,35
1:32,56,Leo Goodman Block.,26,35
1:31,56,Derick Newton Defensive Rebound.,26,35
1:26,56,Leo Goodman missed Three Point Jumper.,26,35
1:26,-1,Jean-Louis Mcdonald Defensive Rebound.,26,35
1:04,-1,Cody Carden missed Three Point Jumper.,26,35
1:04,-1,Albert Coderch-Porras Offensive Rebound.,26,35
0:49,-1,Daniel Coffee missed Layup.,26,35
0:49,56,Luke Doyle Defensive Rebound.,26,35
0:43,56,Leo Goodman Turnover.,26,35
0:40,-1,Albert Coderch-Porras Steal.,26,35
0:38,-1,Joelle Bigham Turnover.,26,35
0:38,56,Luke Doyle Steal.,26,35
0:38,-1,Foul on Albert Coderch-Porras.,26,35
0:38,56,Luke Doyle missed Free Throw.,26,35
0:38,56,Stetson Deadball Team Rebound.,26,35
0:38,56,Luke Doyle made Free Throw.,26,36
0:11,-1,Joelle Bigham missed Three Point Jumper.,26,36
0:11,56,Derick Newton Defensive Rebound.,26,36
0:04,56,Leo Goodman missed Three Point Jumper.,26,36
0:04,-1,Joelle Bigham Defensive Rebound.,26,36
0:00,56,End of 1st half,26,36
19:36,-1,Johnathan Childs made Jumper. Assisted by Joelle Bigham.,28,36
19:21,56,Brian Pegg made Jumper. Assisted by Divine Myles.,28,38
18:51,56,Foul on Luke Doyle.,28,38
18:51,-1,Daniel Coffee made Free Throw.,29,38
18:51,-1,Daniel Coffee made Free Throw.,30,38
18:39,56,Divine Myles Turnover.,30,38
18:21,-1,Johnathan Childs made Jumper.,32,38
18:01,56,Brian Pegg made Jumper.,32,40
17:42,56,Foul on Brian Pegg.,32,40
17:39,-1,Daniel Coffee Turnover.,32,40
17:37,56,Larry Dennis Steal.,32,40
17:33,56,Angel Rivera missed Three Point Jumper.,32,40
17:33,-1,Daniel Coffee Defensive Rebound.,32,40
17:01,56,Foul on Larry Dennis.,32,40
17:01,-1,Johnathan Childs made Free Throw.,33,40
17:01,-1,Johnathan Childs missed Free Throw.,33,40
17:01,56,Larry Dennis Defensive Rebound.,33,40
16:48,56,Larry Dennis missed Layup.,33,40
16:48,-1,Cody Carden Defensive Rebound.,33,40
16:30,-1,Daniel Coffee missed Three Point Jumper.,33,40
16:30,56,Stetson Defensive Rebound.,33,40
16:12,56,Leo Goodman made Jumper. Assisted by B.J. Glasford.,33,42
16:04,-1,Cody Carden Turnover.,33,42
16:04,-1,Foul on Cody Carden.,33,42
15:55,56,Larry Dennis made Jumper. Assisted by Divine Myles.,33,44
15:33,-1,Cody Carden missed Three Point Jumper.,33,44
15:33,-1,Joelle Bigham Offensive Rebound.,33,44
15:29,-1,Joelle Bigham missed Layup.,33,44
15:29,56,B.J. Glasford Block.,33,44
15:28,56,Divine Myles Defensive Rebound.,33,44
15:22,56,Leo Goodman missed Three Point Jumper.,33,44
15:22,-1,Albert Coderch-Porras Defensive Rebound.,33,44
15:14,-1,Daniel Coffee made Layup. Assisted by Albert Coderch-Porras.,35,44
14:58,56,Divine Myles missed Layup.,35,44
14:58,-1,Daniel Coffee Defensive Rebound.,35,44
14:49,-1,Cody Carden made Jumper.,37,44
14:34,56,Angel Rivera Turnover.,37,44
14:33,-1,Daniel Coffee Steal.,37,44
14:30,-1,Daniel Coffee made Layup.,39,44
14:08,56,Divine Myles made Jumper.,39,46
13:53,-1,Johnathan Childs missed Jumper.,39,46
13:53,56,Divine Myles Defensive Rebound.,39,46
13:46,56,Official TV Timeout,39,46
13:46,56,Derick Newton made Jumper. Assisted by Divine Myles.,39,48
13:19,-1,Kody O'Connor made Jumper. Assisted by Cody Carden.,41,48
13:06,56,Foul on B.J. Glasford.,41,48
13:06,56,B.J. Glasford Turnover.,41,48
12:53,-1,Foul on Kody O'Connor.,41,48
12:53,-1,Kody O'Connor Turnover.,41,48
12:39,-1,Foul on Jacob Ward.,41,48
12:29,-1,Foul on Stefano Magnoni.,41,48
12:28,56,Derick Newton made Free Throw.,41,49
12:28,56,Derick Newton made Free Throw.,41,50
12:04,-1,Joelle Bigham made Layup.,43,50
11:48,56,Brian Pegg missed Jumper.,43,50
11:48,56,Brian Pegg Offensive Rebound.,43,50
11:45,56,Divine Myles made Layup. Assisted by Brian Pegg.,43,52
11:45,-1,Foul on Joelle Bigham.,43,52
11:45,56,Official TV Timeout,43,52
11:45,56,Divine Myles made Free Throw.,43,53
11:22,-1,Albert Coderch-Porras missed Three Point Jumper.,43,53
11:22,-1,Joelle Bigham Offensive Rebound.,43,53
11:19,-1,Joelle Bigham made Layup.,45,53
11:02,56,Luke Doyle missed Three Point Jumper.,45,53
11:02,-1,Albert Coderch-Porras Defensive Rebound.,45,53
10:30,56,Foul on Clay Verk.,45,53
10:27,-1,Daniel Coffee Turnover.,45,53
10:17,-1,Foul on Stefano Magnoni.,45,53
10:17,56,Clay Verk missed Free Throw.,45,53
10:17,56,Stetson Deadball Team Rebound.,45,53
10:17,56,Clay Verk missed Free Throw.,45,53
10:17,-1,Daniel Coffee Defensive Rebound.,45,53
9:49,-1,Cody Carden missed Three Point Jumper.,45,53
9:49,56,Clay Verk Defensive Rebound.,45,53
9:42,-1,Foul on Albert Coderch-Porras.,45,53
9:42,56,Angel Rivera made Free Throw.,45,54
9:42,56,Angel Rivera made Free Throw.,45,55
9:15,-1,Albert Coderch-Porras missed Layup.,45,55
9:15,56,Clay Verk Defensive Rebound.,45,55
9:06,56,Leo Goodman missed Three Point Jumper.,45,55
9:06,-1,Cody Carden Defensive Rebound.,45,55
8:58,-1,Daniel Coffee made Layup.,47,55
8:49,56,Luke Doyle missed Three Point Jumper.,47,55
8:49,-1,Daniel Coffee Defensive Rebound.,47,55
8:29,-1,Johnathan Childs made Layup. Assisted by Cody Carden.,49,55
8:17,56,Luke Doyle missed Three Point Jumper.,49,55
8:17,56,Stetson Offensive Rebound.,49,55
8:09,56,Derick Newton missed Jumper.,49,55
8:09,-1,Albert Coderch-Porras Defensive Rebound.,49,55
7:43,-1,Daniel Coffee made Layup.,51,55
7:28,-1,Foul on Joelle Bigham.,51,55
7:28,56,Official TV Timeout,51,55
7:28,56,Leo Goodman made Free Throw.,51,56
7:28,56,Leo Goodman made Free Throw.,51,57
7:09,-1,Joelle Bigham missed Three Point Jumper.,51,57
7:09,56,Leo Goodman Defensive Rebound.,51,57
7:01,56,Brian Pegg made Layup. Assisted by Angel Rivera.,51,59
6:35,-1,Albert Coderch-Porras missed Layup.,51,59
6:35,-1,Johnathan Childs Offensive Rebound.,51,59
6:31,-1,Johnathan Childs missed Layup.,51,59
6:31,-1,Webber Offensive Rebound.,51,59
6:31,-1,Johnathan Childs missed Layup.,51,59
6:31,56,Kevin Ndahiro Defensive Rebound.,51,59
6:22,-1,Foul on Albert Coderch-Porras.,51,59
6:22,56,Angel Rivera made Free Throw.,51,60
6:22,56,Angel Rivera made Free Throw.,51,61
6:01,56,Foul on Brian Pegg.,51,61
6:00,-1,Cody Carden Turnover.,51,61
5:59,56,Divine Myles Steal.,51,61
5:56,-1,Foul on Cody Carden.,51,61
5:56,56,Divine Myles missed Free Throw.,51,61
5:56,56,Stetson Deadball Team Rebound.,51,61
5:56,56,Divine Myles made Free Throw.,51,62
5:25,-1,Webber  Turnover.,51,62
5:11,56,Divine Myles made Jumper.,51,64
5:00,-1,Joelle Bigham missed Layup.,51,64
5:00,56,Larry Dennis Defensive Rebound.,51,64
4:52,56,Divine Myles Turnover.,51,64
4:51,-1,Cody Carden Steal.,51,64
4:49,-1,Johnathan Childs made Layup. Assisted by Joelle Bigham.,53,64
4:46,-1,Webber  Timeout,53,64
4:46,56,Official TV Timeout,53,64
4:40,56,Foul on Larry Dennis.,53,64
4:40,56,Larry Dennis Turnover.,53,64
4:21,56,Foul on Derick Newton.,53,64
4:21,-1,Albert Coderch-Porras made Free Throw.,54,64
4:21,-1,Albert Coderch-Porras made Free Throw.,55,64
4:15,-1,Foul on Albert Coderch-Porras.,55,64
4:15,56,Larry Dennis made Free Throw.,55,65
4:15,56,Larry Dennis made Free Throw.,55,66
4:03,-1,Johnathan Childs Turnover.,55,66
3:58,56,Larry Dennis made Dunk. Assisted by Angel Rivera.,55,68
3:55,56,Official TV Timeout,55,68
3:46,-1,Albert Coderch-Porras missed Three Point Jumper.,55,68
3:46,56,Derick Newton Defensive Rebound.,55,68
3:32,56,Derick Newton missed Jumper.,55,68
3:32,-1,Johnathan Childs Defensive Rebound.,55,68
3:23,-1,Albert Coderch-Porras missed Layup.,55,68
3:23,56,Derick Newton Defensive Rebound.,55,68
3:18,-1,Foul on Daniel Coffee.,55,68
3:18,56,B.J. Glasford made Free Throw.,55,69
3:18,56,B.J. Glasford missed Free Throw.,55,69
3:18,-1,Jean-Louis Mcdonald Defensive Rebound.,55,69
3:04,-1,Jean-Louis Mcdonald missed Layup.,55,69
3:04,-1,Daniel Coffee Offensive Rebound.,55,69
3:01,-1,Daniel Coffee made Layup.,57,69
2:50,-1,Foul on Daniel Coffee.,57,69
2:50,56,Derick Newton made Free Throw.,57,70
2:50,56,Derick Newton made Free Throw.,57,71
2:44,-1,Daniel Coffee missed Jumper.,57,71
2:44,-1,Webber Offensive Rebound.,57,71
2:41,-1,Kody O'Connor missed Layup.,57,71
2:41,56,Stetson Defensive Rebound.,57,71
2:36,-1,Foul on Jean-Louis Mcdonald.,57,71
2:35,56,Angel Rivera made Free Throw.,57,72
2:35,56,Angel Rivera made Free Throw.,57,73
2:33,-1,Cody Carden missed Three Point Jumper.,57,73
2:33,-1,Webber Deadball Team Rebound.,57,73
2:30,56,Foul on Brian Pegg.,57,73
2:30,-1,Kody O'Connor made Free Throw.,58,73
2:30,-1,Kody O'Connor missed Free Throw.,58,73
2:30,56,Leo Goodman Defensive Rebound.,58,73
2:19,56,Luke Doyle missed Three Point Jumper.,58,73
2:19,-1,Cody Carden Defensive Rebound.,58,73
2:10,-1,Cody Carden Turnover.,58,73
2:10,56,Divine Myles Steal.,58,73
2:10,-1,Foul on Derian Fraga.,58,73
2:10,56,Divine Myles missed Free Throw.,58,73
2:10,56,Stetson Deadball Team Rebound.,58,73
2:10,56,Divine Myles made Free Throw.,58,74
1:58,-1,Derian Fraga Turnover.,58,74
1:45,-1,Foul on Kody O'Connor.,58,74
1:45,56,Leo Goodman missed Free Throw.,58,74
1:45,56,Stetson Deadball Team Rebound.,58,74
1:45,56,Leo Goodman made Free Throw.,58,75
1:35,-1,Jacob Ward made Layup.,60,75
1:23,56,Angel Rivera made Three Point Jumper. Assisted by Luke Doyle.,60,78
1:21,56,Stetson  Timeout,60,78
1:05,-1,Samual Armentrout Turnover.,60,78
1:04,56,Angel Rivera Steal.,60,78
0:59,56,Leo Goodman missed Three Point Jumper.,60,78
0:59,-1,Samual Armentrout Defensive Rebound.,60,78
0:48,56,Foul on Leo Goodman.,60,78
0:48,-1,Lavondro Rubins made Free Throw.,61,78
0:48,-1,Lavondro Rubins made Free Throw.,62,78
0:34,56,Matthew Cioce Turnover.,62,78
0:25,-1,Derian Fraga missed Three Point Jumper.,62,78
0:25,56,Angel Rivera Defensive Rebound.,62,78
0:08,56,Will Hollmann missed Layup.,62,78
0:08,-1,Samual Armentrout Block.,62,78
0:07,56,Divine Myles Offensive Rebound.,62,78
0:03,56,Matthew Cioce missed Three Point Jumper.,62,78
0:03,-1,Samual Armentrout Defensive Rebound.,62,78
0:00,56,End of Game,62,78
