Molloy,Error,Rutgers,164
4:22,164,Jonathan Laurent made Free Throw.,15,27
4:02,-1,Jaylen Morris missed Layup.,15,27
4:02,164,Nigel Johnson Defensive Rebound.,15,27
3:48,164,Mike Williams missed Three Point Jumper.,15,27
3:48,-1,Mike Guzzardi Defensive Rebound.,15,27
3:41,-1,Nick Corbett Turnover.,15,27
3:41,164,Official TV Timeout,15,27
3:34,164,Foul on Candido Sa.,15,27
3:34,164,Candido Sa Turnover.,15,27
3:11,-1,Charlie Marquardt missed Jumper.,15,27
3:11,-1,Mike Torre Offensive Rebound.,15,27
3:08,-1,Mike Torre made Layup.,17,27
2:48,164,Eugene Omoruyi missed Jumper.,17,27
2:48,-1,Josh Dennis Defensive Rebound.,17,27
2:39,-1,Charlie Marquardt made Three Point Jumper.,20,27
2:27,164,Mike Williams made Three Point Jumper. Assisted by Eugene Omoruyi.,20,30
2:10,-1,Mike Torre made Layup.,22,30
1:52,164,Corey Sanders missed Jumper.,22,30
1:52,-1,Charlie Marquardt Defensive Rebound.,22,30
1:40,-1,Mike Guzzardi missed Layup.,22,30
1:40,164,Deshawn Freeman Defensive Rebound.,22,30
1:40,-1,Foul on Mike Guzzardi.,22,30
1:40,164,Deshawn Freeman made Free Throw.,22,31
1:40,164,Deshawn Freeman missed Free Throw.,22,31
1:40,-1,Mike Guzzardi Defensive Rebound.,22,31
1:20,-1,Josh Dennis Turnover.,22,31
1:19,164,Eugene Omoruyi Steal.,22,31
1:16,164,Corey Sanders made Layup. Assisted by Eugene Omoruyi.,22,33
0:52,-1,Foul on Mike Guzzardi.,22,33
0:52,-1,Mike Guzzardi Turnover.,22,33
0:43,-1,Foul on Shandy Casimir.,22,33
0:43,164,Eugene Omoruyi made Free Throw.,22,34
0:43,164,Eugene Omoruyi made Free Throw.,22,35
0:27,-1,Charlie Marquardt made Three Point Jumper.,25,35
0:05,164,Jonathan Laurent missed Three Point Jumper.,25,35
0:03,-1,Nick Corbett Defensive Rebound.,25,35
0:00,164,End of 1st half,25,35
19:44,164,Issa Thiam Turnover.,25,35
19:33,-1,Jaylen Morris made Layup.,27,35
19:13,-1,Foul on Mike Guzzardi.,27,35
19:13,164,C.J. Gettys missed Free Throw.,27,35
19:13,164,Rutgers Deadball Team Rebound.,27,35
19:13,164,C.J. Gettys made Free Throw.,27,36
18:59,-1,Jaylen Morris missed Layup.,27,36
18:59,164,Deshawn Freeman Defensive Rebound.,27,36
18:33,164,Issa Thiam made Three Point Jumper. Assisted by Deshawn Freeman.,27,39
18:11,-1,Jaylen Morris made Layup. Assisted by Charlie Marquardt.,29,39
17:51,-1,Foul on Mike Torre.,29,39
17:45,164,C.J. Gettys missed Layup.,29,39
17:45,164,C.J. Gettys Offensive Rebound.,29,39
17:44,164,C.J. Gettys made Layup.,29,41
17:13,-1,Mike Torre made Three Point Jumper. Assisted by Mike Guzzardi.,32,41
17:02,164,Deshawn Freeman made Layup. Assisted by Corey Sanders.,32,43
17:02,-1,Foul on Mike Torre.,32,43
17:02,164,Deshawn Freeman missed Free Throw.,32,43
17:02,-1,Jaylen Morris Defensive Rebound.,32,43
17:02,164,Foul on C.J. Gettys.,32,43
16:34,-1,Curtis Jenkins made Layup.,34,43
16:18,164,Corey Sanders missed Three Point Jumper.,34,43
16:18,-1,Charlie Marquardt Defensive Rebound.,34,43
16:18,164,Foul on Jonathan Laurent.,34,43
15:53,-1,Charlie Marquardt made Three Point Jumper. Assisted by Jaylen Morris.,37,43
15:25,164,Deshawn Freeman missed Layup.,37,43
15:25,164,Deshawn Freeman Offensive Rebound.,37,43
15:23,164,Deshawn Freeman missed Two Point Tip Shot.,37,43
15:23,164,Deshawn Freeman Offensive Rebound.,37,43
15:20,164,Deshawn Freeman made Two Point Tip Shot.,37,45
15:04,-1,Charlie Marquardt made Three Point Jumper.,40,45
14:47,164,Deshawn Freeman missed Layup.,40,45
14:47,-1,Curtis Jenkins Defensive Rebound.,40,45
14:41,-1,Jaylen Morris missed Three Point Jumper.,40,45
14:41,164,Corey Sanders Defensive Rebound.,40,45
14:38,164,Official TV Timeout,40,45
14:25,164,Candido Sa made Jumper. Assisted by Corey Sanders.,40,47
13:58,164,Foul on Mike Williams.,40,47
13:58,-1,Jaylen Morris missed Free Throw.,40,47
13:58,-1,Molloy Deadball Team Rebound.,40,47
13:58,-1,Jaylen Morris made Free Throw.,41,47
13:47,164,Mike Williams made Three Point Jumper. Assisted by Corey Sanders.,41,50
13:30,-1,Charlie Marquardt made Layup.,43,50
13:30,164,Foul on Candido Sa.,43,50
13:30,-1,Charlie Marquardt made Free Throw.,44,50
13:08,164,C.J. Gettys made Layup. Assisted by Corey Sanders.,44,52
12:48,-1,Jaylen Morris made Layup.,46,52
12:35,164,Mike Williams made Three Point Jumper.,46,55
12:20,-1,Charlie Marquardt missed Layup.,46,55
12:18,164,Eugene Omoruyi Defensive Rebound.,46,55
12:12,164,Nigel Johnson made Layup. Assisted by Eugene Omoruyi.,46,57
12:10,-1,Molloy  Timeout,46,57
12:10,164,Official TV Timeout,46,57
11:55,-1,Charlie Marquardt Turnover.,46,57
11:54,164,Mike Williams Steal.,46,57
11:53,-1,Foul on Nick Corbett.,46,57
11:53,164,Official TV Timeout,46,57
11:53,164,Mike Williams made Free Throw.,46,58
11:53,164,Mike Williams made Free Throw.,46,59
11:37,-1,Mike Guzzardi missed Jumper.,46,59
11:37,164,Corey Sanders Defensive Rebound.,46,59
11:23,164,Nigel Johnson missed Three Point Jumper.,46,59
11:23,164,Mike Williams Offensive Rebound.,46,59
11:19,164,C.J. Gettys made Layup. Assisted by Mike Williams.,46,61
11:00,164,Foul on Eugene Omoruyi.,46,61
10:52,-1,Charlie Marquardt Turnover.,46,61
10:51,164,Corey Sanders Steal.,46,61
10:48,164,Corey Sanders made Layup.,46,63
10:25,-1,Foul on Curtis Jenkins.,46,63
10:25,-1,Curtis Jenkins Turnover.,46,63
10:15,164,Issa Thiam made Three Point Jumper. Assisted by Jonathan Laurent.,46,66
10:02,164,Foul on Jonathan Laurent.,46,66
9:58,-1,Charlie Marquardt missed Three Point Jumper.,46,66
9:58,-1,Molloy Offensive Rebound.,46,66
9:50,-1,Foul on Jaylen Morris.,46,66
9:50,-1,Jaylen Morris Turnover.,46,66
9:26,164,Issa Thiam missed Three Point Jumper.,46,66
9:26,164,C.J. Gettys Offensive Rebound.,46,66
9:24,164,C.J. Gettys Turnover.,46,66
9:23,-1,Nick Corbett Turnover.,46,66
9:23,164,Nigel Johnson Steal.,46,66
9:23,164,Nigel Johnson made Layup.,46,68
8:59,164,Foul on Nigel Johnson.,46,68
8:59,-1,Jaylen Morris missed Free Throw.,46,68
8:59,164,C.J. Gettys Defensive Rebound.,46,68
8:59,-1,Foul on Charlie Marquardt.,46,68
8:59,164,C.J. Gettys missed Free Throw.,46,68
8:59,-1,Curtis Jenkins Defensive Rebound.,46,68
8:42,-1,Curtis Jenkins missed Jumper.,46,68
8:42,164,C.J. Gettys Defensive Rebound.,46,68
8:29,164,C.J. Gettys made Layup.,46,70
8:09,164,Foul on Mike Williams.,46,70
8:09,-1,Charlie Marquardt made Free Throw.,47,70
8:09,-1,Charlie Marquardt made Free Throw.,48,70
8:09,-1,Charlie Marquardt missed Free Throw.,48,70
8:09,-1,Charlie Marquardt Offensive Rebound.,48,70
8:01,-1,Mike Torre Turnover.,48,70
8:00,164,Nigel Johnson Steal.,48,70
7:59,164,Nigel Johnson made Dunk.,48,72
7:43,164,Foul on Mike Williams.,48,72
7:43,164,Official TV Timeout,48,72
7:43,-1,Charlie Marquardt made Free Throw.,49,72
7:43,-1,Charlie Marquardt made Free Throw.,50,72
7:26,-1,Foul on Nick Corbett.,50,72
7:26,164,Corey Sanders made Free Throw.,50,73
7:26,164,Corey Sanders made Free Throw.,50,74
7:26,164,Corey Sanders missed Free Throw.,50,74
7:26,-1,Molloy Defensive Rebound.,50,74
7:26,164,Foul on Shaquille Doorson.,50,74
7:26,-1,Mike Torre missed Free Throw.,50,74
7:26,-1,Molloy Deadball Team Rebound.,50,74
7:26,-1,Mike Torre missed Free Throw.,50,74
7:26,-1,Josh Dennis Offensive Rebound.,50,74
7:24,164,Foul on Shaquille Doorson.,50,74
7:24,-1,Josh Dennis made Free Throw.,51,74
7:24,-1,Josh Dennis missed Free Throw.,51,74
7:24,164,Deshawn Freeman Defensive Rebound.,51,74
7:17,-1,Foul on Mike Torre.,51,74
7:17,164,Nigel Johnson made Free Throw.,51,75
7:17,164,Nigel Johnson made Free Throw.,51,76
6:52,-1,Mike Guzzardi missed Layup.,51,76
6:52,164,C.J. Gettys Defensive Rebound.,51,76
6:35,164,Nigel Johnson missed Three Point Jumper.,51,76
6:35,-1,Mike Guzzardi Defensive Rebound.,51,76
6:33,164,Foul on Deshawn Freeman.,51,76
6:33,-1,Mike Guzzardi made Free Throw.,52,76
6:33,-1,Mike Guzzardi made Free Throw.,53,76
6:26,-1,Foul on Nick Corbett.,53,76
6:26,164,Nigel Johnson missed Free Throw.,53,76
6:26,164,Rutgers Deadball Team Rebound.,53,76
6:26,164,Nigel Johnson made Free Throw.,53,77
6:26,164,Rutgers  Timeout,53,77
6:17,164,Foul on Deshawn Freeman.,53,77
6:17,-1,Josh Dennis made Free Throw.,54,77
6:17,-1,Josh Dennis made Free Throw.,55,77
5:53,164,Nigel Johnson made Jumper.,55,79
5:53,-1,Foul on Josh Dennis.,55,79
5:53,164,Nigel Johnson made Free Throw.,55,80
5:31,-1,Josh Dennis Turnover.,55,80
5:30,164,Corey Sanders Steal.,55,80
5:26,164,Deshawn Freeman missed Layup.,55,80
5:26,164,Nigel Johnson Offensive Rebound.,55,80
5:26,-1,Foul on Nolan Kelly.,55,80
5:26,164,Nigel Johnson missed Free Throw.,55,80
5:26,164,Rutgers Deadball Team Rebound.,55,80
5:26,164,Nigel Johnson made Free Throw.,55,81
5:09,-1,Josh Dennis made Layup.,57,81
4:57,-1,Foul on Mike Guzzardi.,57,81
4:57,164,Deshawn Freeman made Free Throw.,57,82
4:57,164,Deshawn Freeman missed Free Throw.,57,82
4:57,164,Deshawn Freeman Offensive Rebound.,57,82
4:57,164,Deshawn Freeman missed Jumper.,57,82
4:57,-1,Mike Guzzardi Block.,57,82
4:57,-1,Josh Dennis Defensive Rebound.,57,82
4:36,-1,Nolan Kelly missed Three Point Jumper.,57,82
4:36,164,Deshawn Freeman Defensive Rebound.,57,82
3:58,-1,Foul on Curtis Jenkins.,57,82
3:58,164,Official TV Timeout,57,82
3:58,164,Corey Sanders missed Free Throw.,57,82
3:58,164,Rutgers Deadball Team Rebound.,57,82
3:58,164,Corey Sanders missed Free Throw.,57,82
3:58,164,Joey Downes Offensive Rebound.,57,82
3:58,164,Candido Sa missed Layup.,57,82
3:58,164,Eugene Omoruyi Offensive Rebound.,57,82
3:58,164,Eugene Omoruyi made Layup.,57,84
3:28,164,Foul on Candido Sa.,57,84
3:28,-1,Josh Dennis missed Free Throw.,57,84
3:28,-1,Molloy Deadball Team Rebound.,57,84
3:28,-1,Josh Dennis missed Free Throw.,57,84
3:28,164,Eugene Omoruyi Defensive Rebound.,57,84
3:05,164,Issa Thiam missed Three Point Jumper.,57,84
3:05,-1,Shandy Casimir Defensive Rebound.,57,84
2:58,-1,Curtis Jenkins missed Three Point Jumper.,57,84
2:58,164,Candido Sa Defensive Rebound.,57,84
2:43,164,Eugene Omoruyi Turnover.,57,84
2:28,-1,Shandy Casimir Turnover.,57,84
2:26,164,Ibrahima Diallo Steal.,57,84
2:21,164,Issa Thiam missed Layup.,57,84
2:21,164,Ibrahima Diallo Offensive Rebound.,57,84
2:19,-1,Foul on Nolan Kelly.,57,84
2:19,164,Ibrahima Diallo missed Free Throw.,57,84
2:19,164,Rutgers Deadball Team Rebound.,57,84
2:19,164,Ibrahima Diallo missed Free Throw.,57,84
2:19,-1,Shandy Casimir Defensive Rebound.,57,84
1:50,-1,Curtis Jenkins missed Jumper.,57,84
1:50,164,Ibrahima Diallo Defensive Rebound.,57,84
1:43,-1,Foul on Nolan Kelly.,57,84
1:43,164,Eugene Omoruyi made Free Throw.,57,85
1:43,164,Eugene Omoruyi made Free Throw.,57,86
1:21,-1,Josh Dennis Turnover.,57,86
1:21,164,Ibrahima Diallo Steal.,57,86
1:15,164,Matt Bullock missed Three Point Jumper.,57,86
1:15,-1,Curtis Jenkins Defensive Rebound.,57,86
1:06,-1,Keenan Loder missed Three Point Jumper.,57,86
1:06,-1,Nolan Kelly Offensive Rebound.,57,86
0:49,164,Foul on Matt Bullock.,57,86
0:49,-1,Josh Dennis missed Free Throw.,57,86
0:49,-1,Molloy Deadball Team Rebound.,57,86
0:49,-1,Josh Dennis missed Free Throw.,57,86
0:49,164,Ibrahima Diallo Defensive Rebound.,57,86
0:49,164,Ibrahima Diallo missed Layup.,57,86
0:49,164,Ibrahima Diallo Offensive Rebound.,57,86
0:46,164,Ibrahima Diallo missed Jumper.,57,86
0:44,164,Eugene Omoruyi missed Layup.,57,86
0:44,-1,Keenan Loder Block.,57,86
0:43,-1,Curtis Jenkins Defensive Rebound.,57,86
0:18,-1,Curtis Jenkins Turnover.,57,86
0:17,164,Ibrahima Diallo Steal.,57,86
0:00,164,End of Game,57,86
