Northern Colorado,2751,Wyoming,2458
11:57,2458,Anthony Johnson made Three Point Jumper. Assisted by Andre Spight.,26,15
11:38,2751,Nyaires Redding made Three Point Jumper. Assisted by Justin James.,26,18
11:24,2458,Andre Spight Turnover.,26,18
11:23,2751,Louis Adams Steal.,26,18
11:20,2751,Louis Adams made Dunk.,26,20
11:04,2458,Andre Spight missed Three Point Jumper.,26,20
11:04,2751,Wyoming Defensive Rebound.,26,20
11:02,2458,Foul on Jalen Sanders.,26,20
11:02,2751,Official TV Timeout,26,20
11:02,2751,Alan Herndon missed Free Throw.,26,20
11:02,2458,Kai Edwards Defensive Rebound.,26,20
10:50,2458,Andre Spight missed Layup.,26,20
10:50,2751,Alan Herndon Defensive Rebound.,26,20
10:37,2751,Justin James made Layup.,26,22
10:23,2458,Andre Spight made Layup.,28,22
10:23,2751,Foul on Andrew Moemeka.,28,22
10:23,2458,Andre Spight made Free Throw.,29,22
10:09,2458,Foul on Kai Edwards.,29,22
10:09,2751,Louis Adams missed Free Throw.,29,22
10:09,2751,Wyoming Deadball Team Rebound.,29,22
10:09,2751,Louis Adams made Free Throw.,29,23
9:54,2458,Tyler Loose Turnover.,29,23
9:51,2751,Justin James Steal.,29,23
9:49,2751,Nyaires Redding made Layup. Assisted by Justin James.,29,25
9:49,2458,Technical Foul on Northern Colorado.,29,25
9:49,2751,Nyaires Redding made Free Throw.,29,26
9:49,2458,Foul on Northern Colorado.,29,25
9:49,2458,Foul on Roberto Vercellino.,29,25
9:49,2751,Nyaires Redding missed Free Throw.,29,25
9:49,2751,Wyoming Deadball Team Rebound.,29,25
9:49,2751,Nyaires Redding made Free Throw.,29,27
9:40,2458,Chaz Glotta made Layup.,31,27
9:19,2751,Justin James Turnover.,31,27
9:19,2751,Foul on Justin James.,31,27
8:56,2458,Chaz Glotta missed Three Point Jumper.,31,27
8:56,2751,Louis Adams Defensive Rebound.,31,27
8:48,2751,Louis Adams Turnover.,31,27
8:48,2751,Foul on Louis Adams.,31,27
8:40,2458,Andre Spight Turnover.,31,27
8:39,2751,Louis Adams Steal.,31,27
8:33,2751,Louis Adams Turnover.,31,27
8:32,2458,Roberto Vercellino Steal.,31,27
8:27,2458,Anthony Johnson Turnover.,31,27
8:13,2751,Louis Adams Turnover.,31,27
8:13,2751,Foul on Louis Adams.,31,27
8:00,2458,Chaz Glotta missed Three Point Jumper.,31,27
8:00,2751,Alan Herndon Defensive Rebound.,31,27
7:49,2458,Foul on Jonah Radebaugh.,31,27
7:49,2751,Hunter Maldonado made Free Throw.,31,28
7:49,2751,Hunter Maldonado made Free Throw.,31,29
7:29,2458,Andre Spight missed Jumper.,31,29
7:29,2751,Andrew Moemeka Defensive Rebound.,31,29
7:21,2751,Nyaires Redding Turnover.,31,29
7:10,2458,Jonah Radebaugh missed Three Point Jumper.,31,29
7:10,2751,Alan Herndon Defensive Rebound.,31,29
6:58,2458,Foul on Chaz Glotta.,31,29
6:58,2751,Louis Adams made Free Throw.,31,30
6:58,2751,Louis Adams made Free Throw.,31,31
6:58,2458,Northern Colorado  Timeout,31,31
6:46,2458,Ibrahim Sylla made Dunk. Assisted by Andre Spight.,33,31
6:34,2751,Nyaires Redding missed Three Point Jumper.,33,31
6:34,2458,Ibrahim Sylla Defensive Rebound.,33,31
6:24,2458,Roberto Vercellino made Layup. Assisted by Andre Spight.,35,31
5:59,2751,Louis Adams Turnover.,35,31
5:49,2458,Anthony Johnson missed Jumper.,35,31
5:49,2751,Jordan Naughton Block.,35,31
5:49,2458,Anthony Johnson Offensive Rebound.,35,31
5:49,2458,Andre Spight missed Three Point Jumper.,35,31
5:49,2751,Alan Herndon Defensive Rebound.,35,31
5:11,2751,Hunter Maldonado made Layup.,35,33
4:55,2458,Roberto Vercellino made Jumper. Assisted by Andre Spight.,37,33
4:27,2751,Alan Herndon missed Jumper.,37,33
4:27,2458,Ibrahim Sylla Defensive Rebound.,37,33
4:06,2458,Roberto Vercellino missed Three Point Jumper.,37,33
4:06,2751,Cody Kelley Defensive Rebound.,37,33
3:57,2751,Cody Kelley missed Layup.,37,33
3:57,2458,Roberto Vercellino Defensive Rebound.,37,33
3:55,2751,Foul on Cody Kelley.,37,33
3:55,2751,Official TV Timeout,37,33
3:55,2458,Roberto Vercellino made Free Throw.,38,33
3:55,2458,Roberto Vercellino made Free Throw.,39,33
3:40,2751,Alan Herndon made Jumper. Assisted by Cody Kelley.,39,35
3:09,2458,Andre Spight missed Three Point Jumper.,39,35
3:09,2458,Anthony Johnson Offensive Rebound.,39,35
2:45,2458,Andre Spight made Jumper.,41,35
2:35,2751,Hunter Maldonado made Layup.,41,37
2:19,2458,Anthony Johnson made Three Point Jumper. Assisted by Kai Edwards.,44,37
2:06,2751,Brodricks Jones missed Jumper.,44,37
2:06,2458,Roberto Vercellino Defensive Rebound.,44,37
1:53,2458,Roberto Vercellino made Three Point Jumper. Assisted by Andre Spight.,47,37
1:37,2751,Alan Herndon made Jumper.,47,39
1:19,2458,Anthony Johnson Turnover.,47,39
1:08,2458,Foul on Andre Spight.,47,39
1:08,2751,Nyaires Redding made Free Throw.,47,40
1:08,2751,Nyaires Redding made Free Throw.,47,41
0:53,2458,Roberto Vercellino Turnover.,47,41
0:52,2751,Hunter Maldonado Steal.,47,41
0:47,2458,Foul on Roberto Vercellino.,47,41
0:47,2751,Alexander Aka Gorski made Free Throw.,47,42
0:47,2751,Alexander Aka Gorski made Free Throw.,47,43
0:30,2458,Andre Spight Turnover.,47,43
0:29,2751,Alan Herndon Steal.,47,43
0:01,2751,Alan Herndon made Dunk. Assisted by Nyaires Redding.,47,45
0:00,2751,End of 1st half,47,45
19:48,2751,Justin James missed Jumper.,47,45
19:48,2458,Jonah Radebaugh Defensive Rebound.,47,45
19:32,2458,Jordan Davis Turnover.,47,45
19:30,2751,Alan Herndon Steal.,47,45
19:24,2751,Alan Herndon made Dunk.,47,47
19:07,2458,Jordan Davis missed Layup.,47,47
19:07,2751,Alan Herndon Defensive Rebound.,47,47
18:54,2751,Justin James Turnover.,47,47
18:53,2458,Jonah Radebaugh Steal.,47,47
18:50,2458,Andre Spight made Three Point Jumper.,50,47
18:36,2751,Hayden Dalton missed Jumper.,50,47
18:36,2458,Tanner Morgan Defensive Rebound.,50,47
18:27,2458,Andre Spight Turnover.,50,47
18:26,2751,Cody Kelley Steal.,50,47
18:06,2751,Justin James made Layup.,50,49
17:41,2458,Jordan Davis missed Three Point Jumper.,50,49
17:41,2751,Alexander Aka Gorski Defensive Rebound.,50,49
17:21,2751,Justin James Turnover.,50,49
17:19,2458,Jordan Davis Steal.,50,49
17:18,2458,Jordan Davis made Dunk.,52,49
17:09,2751,Wyoming  Timeout,52,49
16:58,2751,Justin James made Layup. Assisted by Alan Herndon.,52,51
16:32,2458,Jalen Sanders made Three Point Jumper. Assisted by Jonah Radebaugh.,55,51
16:03,2751,Hayden Dalton made Jumper.,55,53
15:46,2458,Jordan Davis made Jumper.,57,53
15:17,2751,Alan Herndon missed Jumper.,57,53
15:17,2458,Tanner Morgan Defensive Rebound.,57,53
15:03,2458,Jordan Davis missed Three Point Jumper.,57,53
15:03,2458,Jalen Sanders Offensive Rebound.,57,53
14:58,2751,Foul on Alan Herndon.,57,53
14:58,2751,Official TV Timeout,57,53
14:58,2458,Jalen Sanders made Free Throw.,58,53
14:58,2458,Jalen Sanders made Free Throw.,59,53
14:38,2751,Hayden Dalton made Layup. Assisted by Cody Kelley.,59,55
14:25,2458,Jalen Sanders missed Layup.,59,55
14:25,2751,Hayden Dalton Defensive Rebound.,59,55
14:19,2458,Foul on Jordan Davis.,59,55
14:19,2751,Justin James made Free Throw.,59,56
14:19,2751,Justin James made Free Throw.,59,57
14:12,2458,Andre Spight made Three Point Jumper.,62,57
14:03,2751,Louis Adams made Layup.,62,59
13:50,2458,Jalen Sanders missed Jumper.,62,59
13:50,2751,Hayden Dalton Defensive Rebound.,62,59
13:40,2751,Alexander Aka Gorski missed Three Point Jumper.,62,59
13:40,2458,Jalen Sanders Block.,62,59
13:38,2458,Tanner Morgan Defensive Rebound.,62,59
13:38,2751,Foul on Alexander Aka Gorski.,62,59
13:32,2458,Andre Spight missed Three Point Jumper.,62,59
13:32,2751,Louis Adams Defensive Rebound.,62,59
13:25,2751,Hayden Dalton made Layup. Assisted by Louis Adams.,62,61
13:17,2458,Andre Spight made Layup.,64,61
13:05,2458,Foul on Andre Spight.,64,61
13:04,2458,Foul on Roberto Vercellino.,64,61
12:54,2458,Foul on Anthony Johnson.,64,61
12:49,2751,Justin James made Jumper.,64,63
12:28,2751,Foul on Louis Adams.,64,63
12:08,2751,Foul on Louis Adams.,64,63
12:08,2458,Andre Spight missed Free Throw.,64,63
12:08,2458,Northern Colorado Deadball Team Rebound.,64,63
12:08,2458,Andre Spight made Free Throw.,65,63
11:52,2458,Foul on Chaz Glotta.,65,63
11:52,2751,Justin James made Free Throw.,65,64
11:52,2751,Justin James missed Free Throw.,65,64
11:52,2458,Jonah Radebaugh Defensive Rebound.,65,64
11:41,2458,Anthony Johnson made Layup.,67,64
11:32,2458,Foul on Andre Spight.,67,64
11:17,2751,Alan Herndon missed Jumper.,67,64
11:17,2458,Jordan Davis Defensive Rebound.,67,64
11:02,2458,Tanner Morgan missed Layup.,67,64
11:02,2751,Alan Herndon Defensive Rebound.,67,64
10:53,2751,Nyaires Redding missed Layup.,67,64
10:53,2458,Tanner Morgan Defensive Rebound.,67,64
10:32,2458,Tanner Morgan made Layup. Assisted by Jordan Davis.,69,64
10:26,2751,Justin James made Layup. Assisted by Nyaires Redding.,69,66
10:05,2458,Jalen Sanders missed Jumper.,69,66
10:05,2458,Northern Colorado Offensive Rebound.,69,66
10:03,2751,Foul on Hayden Dalton.,69,66
9:49,2458,Jonah Radebaugh missed Three Point Jumper.,69,66
9:49,2751,Justin James Defensive Rebound.,69,66
9:39,2751,Hayden Dalton made Layup.,69,68
9:27,2751,Foul on Hunter Maldonado.,69,68
9:21,2458,Jordan Davis made Layup.,71,68
9:04,2751,Hayden Dalton Turnover.,71,68
9:03,2458,Tanner Morgan Steal.,71,68
9:01,2458,Tanner Morgan Turnover.,71,68
9:00,2751,Nyaires Redding Steal.,71,68
8:57,2751,Justin James missed Layup.,71,68
8:57,2458,Jonah Radebaugh Block.,71,68
8:55,2751,Nyaires Redding Offensive Rebound.,71,68
8:54,2751,Nyaires Redding made Layup.,71,70
8:37,2458,Anthony Johnson missed Jumper.,71,70
8:37,2751,Hayden Dalton Defensive Rebound.,71,70
8:25,2751,Hayden Dalton missed Jumper.,71,70
8:25,2458,Jordan Davis Defensive Rebound.,71,70
8:01,2458,Tanner Morgan missed Layup.,71,70
8:01,2751,Alan Herndon Block.,71,70
8:00,2751,Justin James Defensive Rebound.,71,70
7:50,2751,Justin James Turnover.,71,70
7:50,2751,Foul on Justin James.,71,70
7:50,2751,Official TV Timeout,71,70
7:34,2458,Andre Spight missed Jumper.,71,70
7:34,2751,Hayden Dalton Defensive Rebound.,71,70
7:21,2751,Justin James made Layup. Assisted by Hayden Dalton.,71,72
7:12,2458,Northern Colorado  Timeout,71,72
7:08,2458,Anthony Johnson missed Layup.,71,72
7:08,2458,Northern Colorado Offensive Rebound.,71,72
7:01,2458,Anthony Johnson missed Three Point Jumper.,71,72
7:01,2458,Roberto Vercellino Offensive Rebound.,71,72
6:58,2751,Foul on Cody Kelley.,71,72
6:58,2458,Roberto Vercellino made Free Throw.,72,72
6:58,2458,Roberto Vercellino made Free Throw.,73,72
6:47,2751,Alan Herndon missed Three Point Jumper.,73,72
6:47,2458,Andre Spight Defensive Rebound.,73,72
6:34,2458,Andre Spight made Three Point Jumper.,76,72
6:13,2751,Alan Herndon made Jumper.,76,74
5:50,2458,Roberto Vercellino missed Three Point Jumper.,76,74
5:50,2751,Cody Kelley Defensive Rebound.,76,74
5:31,2751,Hunter Maldonado missed Jumper.,76,74
5:31,2458,Roberto Vercellino Defensive Rebound.,76,74
5:26,2458,Jalen Sanders missed Layup.,76,74
5:26,2751,Justin James Block.,76,74
5:25,2458,Jordan Davis Offensive Rebound.,76,74
5:08,2458,Andre Spight made Layup.,78,74
4:49,2751,Hayden Dalton missed Jumper.,78,74
4:49,2458,Jalen Sanders Defensive Rebound.,78,74
4:20,2458,Jordan Davis missed Jumper.,78,74
4:20,2751,Justin James Defensive Rebound.,78,74
4:10,2751,Justin James made Jumper.,78,76
3:49,2458,Andre Spight made Three Point Jumper.,81,76
3:30,2458,Foul on Jalen Sanders.,81,76
3:30,2751,Hayden Dalton made Free Throw.,81,77
3:30,2751,Hayden Dalton made Free Throw.,81,78
3:18,2458,Jordan Davis made Dunk. Assisted by Andre Spight.,83,78
2:57,2751,Justin James missed Jumper.,83,78
2:57,2458,Andre Spight Defensive Rebound.,83,78
2:25,2458,Tanner Morgan missed Jumper.,83,78
2:25,2751,Louis Adams Defensive Rebound.,83,78
2:15,2751,Cody Kelley missed Jumper.,83,78
2:15,2458,Jordan Davis Defensive Rebound.,83,78
2:05,2458,Anthony Johnson made Layup.,85,78
1:51,2751,Justin James made Jumper.,85,80
1:25,2458,Tanner Morgan made Layup. Assisted by Andre Spight.,87,80
1:14,2751,Hunter Maldonado made Layup.,87,82
0:48,2458,Andre Spight missed Layup.,87,82
0:48,2751,Justin James Defensive Rebound.,87,82
0:39,2751,Justin James missed Layup.,87,82
0:39,2458,Tanner Morgan Defensive Rebound.,87,82
0:30,2751,Foul on Alan Herndon.,87,82
0:30,2458,Anthony Johnson made Free Throw.,88,82
0:30,2458,Anthony Johnson made Free Throw.,89,82
0:30,2751,Official TV Timeout,89,82
0:21,2751,Justin James made Layup.,89,84
0:20,2751,Wyoming  Timeout,89,84
0:15,2751,Foul on Justin James.,89,84
0:15,2458,Anthony Johnson missed Free Throw.,89,84
0:15,2458,Northern Colorado Deadball Team Rebound.,89,84
0:15,2458,Anthony Johnson missed Free Throw.,89,84
0:15,2751,Justin James Defensive Rebound.,89,84
0:08,2751,Hayden Dalton missed Three Point Jumper.,89,84
0:08,2458,Andre Spight Defensive Rebound.,89,84
0:05,2751,Foul on Hunter Maldonado.,89,84
0:05,2458,Andre Spight made Free Throw.,90,84
0:05,2458,Andre Spight made Free Throw.,91,84
0:04,2751,Hayden Dalton Turnover.,91,84
0:03,2458,Andre Spight Steal.,91,84
0:00,2751,End of Game,91,84
