Princeton,30,USC,163
5:02,163,Amir Bell Steal.,23,25
4:41,163,Myles Stephens made Layup. Assisted by Sebastian Much.,25,25
4:18,30,Chimezie Metu made Jumper.,25,27
3:53,163,Ryan Schwieger missed Three Point Jumper.,25,27
3:53,30,Jordan Usher Defensive Rebound.,25,27
3:43,30,Jordan Usher made Three Point Jumper. Assisted by Jordan McLaughlin.,25,30
3:18,163,Myles Stephens missed Jumper.,25,30
3:18,30,Jordan Usher Defensive Rebound.,25,30
3:09,30,Elijah Stewart made Jumper. Assisted by Jordan McLaughlin.,25,32
2:49,163,Sebastian Much Turnover.,25,32
2:49,30,Charles O'Bannon Jr. Steal.,25,32
2:43,30,Charles O'Bannon Jr. made Dunk. Assisted by Jordan McLaughlin.,25,34
2:43,163,Princeton  Timeout,25,34
2:43,30,Official TV Timeout,25,34
2:24,163,Sebastian Much missed Three Point Jumper.,25,34
2:24,163,Myles Stephens Offensive Rebound.,25,34
2:15,163,Devin Cannady missed Three Point Jumper.,25,34
2:15,30,Kurt Karis Defensive Rebound.,25,34
1:45,30,Elijah Stewart missed Three Point Jumper.,25,34
1:45,163,Devin Cannady Defensive Rebound.,25,34
1:26,163,Devin Cannady missed Jumper.,25,34
1:26,30,Jordan Usher Block.,25,34
1:26,163,Devin Cannady Offensive Rebound.,25,34
1:26,30,Jump Ball won by USC,25,34
1:19,163,Jerome Desrosiers made Three Point Jumper. Assisted by Amir Bell.,28,34
1:08,163,Foul on Sebastian Much.,28,34
1:08,30,Chimezie Metu made Free Throw.,28,35
1:08,30,Chimezie Metu made Free Throw.,28,36
0:49,163,Devin Cannady made Three Point Jumper. Assisted by Amir Bell.,31,36
0:26,30,Jordan McLaughlin Turnover.,31,36
0:26,163,Amir Bell Steal.,31,36
0:06,163,Devin Cannady missed Three Point Jumper.,31,36
0:06,163,Jerome Desrosiers Offensive Rebound.,31,36
0:06,163,Jerome Desrosiers made Two Point Tip Shot.,33,36
0:00,30,End of 1st half,33,36
20:00,163,Jump Ball won by Princeton,33,36
19:47,30,Chimezie Metu missed Layup.,33,36
19:47,30,Nick Rakocevic Offensive Rebound.,33,36
19:38,30,Nick Rakocevic missed Jumper.,33,36
19:38,163,Amir Bell Defensive Rebound.,33,36
19:17,163,Amir Bell missed Jumper.,33,36
19:17,163,Devin Cannady Offensive Rebound.,33,36
18:59,163,Myles Stephens made Three Point Jumper. Assisted by Amir Bell.,36,36
18:41,30,Jordan McLaughlin Turnover.,36,36
18:41,163,Amir Bell Steal.,36,36
18:33,163,Amir Bell missed Jumper.,36,36
18:33,30,Shaqquan Aaron Defensive Rebound.,36,36
18:18,30,Chimezie Metu missed Jumper.,36,36
18:18,163,Princeton Defensive Rebound.,36,36
18:01,30,Foul on Shaqquan Aaron.,36,36
18:01,163,Devin Cannady missed Free Throw.,36,36
18:01,163,Princeton Deadball Team Rebound.,36,36
18:01,163,Devin Cannady made Free Throw.,37,36
17:46,30,Elijah Stewart missed Three Point Jumper.,37,36
17:46,163,Myles Stephens Block.,37,36
17:46,30,Elijah Stewart Offensive Rebound.,37,36
17:40,30,Elijah Stewart made Layup.,37,38
17:19,163,Devin Cannady made Layup. Assisted by Sebastian Much.,39,38
17:09,163,Foul on Jerome Desrosiers.,39,38
17:09,30,Chimezie Metu made Free Throw.,39,39
17:09,30,Chimezie Metu missed Free Throw.,39,39
17:09,163,Myles Stephens Defensive Rebound.,39,39
16:47,163,Amir Bell made Three Point Jumper. Assisted by Sebastian Much.,42,39
16:33,30,Chimezie Metu made Jumper.,42,41
16:04,163,Devin Cannady missed Three Point Jumper.,42,41
16:04,30,Nick Rakocevic Defensive Rebound.,42,41
15:54,30,Elijah Stewart missed Layup.,42,41
15:54,30,Nick Rakocevic Offensive Rebound.,42,41
15:54,163,Foul on Jerome Desrosiers.,42,41
15:53,30,Official TV Timeout,42,41
15:53,30,Nick Rakocevic made Free Throw.,42,42
15:53,30,Nick Rakocevic made Free Throw.,42,43
15:33,163,Myles Stephens made Layup. Assisted by Sebastian Much.,44,43
15:17,30,Elijah Stewart missed Three Point Jumper.,44,43
15:17,163,Amir Bell Defensive Rebound.,44,43
14:56,30,Jump Ball won by USC,44,43
14:47,163,Myles Stephens made Three Point Jumper. Assisted by Amir Bell.,47,43
14:32,30,Jordan McLaughlin made Jumper.,47,45
14:32,163,Foul on Myles Stephens.,47,45
14:32,30,Jordan McLaughlin missed Free Throw.,47,45
14:32,163,Jerome Desrosiers Defensive Rebound.,47,45
14:00,163,Sebastian Much made Three Point Jumper. Assisted by Amir Bell.,50,45
13:41,30,Shaqquan Aaron made Three Point Jumper. Assisted by Jordan McLaughlin.,50,48
13:28,163,Sebastian Much made Three Point Jumper. Assisted by Myles Stephens.,53,48
13:02,163,Foul on Devin Cannady.,53,48
13:00,30,Chimezie Metu Turnover.,53,48
12:55,163,Amir Bell made Layup.,55,48
12:54,30,USC  Timeout,55,48
12:54,30,Official TV Timeout,55,48
12:40,163,Foul on Sebastian Much.,55,48
12:35,30,Jordan Usher Turnover.,55,48
12:35,163,Amir Bell Steal.,55,48
12:31,163,Amir Bell made Layup.,57,48
12:20,30,Jordan McLaughlin missed Jumper.,57,48
12:20,163,Amir Bell Defensive Rebound.,57,48
12:06,30,Foul on Chimezie Metu.,57,48
12:01,163,Aaron Young missed Three Point Jumper.,57,48
12:01,30,Chimezie Metu Defensive Rebound.,57,48
11:43,30,Jordan Usher missed Jumper.,57,48
11:43,163,Devin Cannady Defensive Rebound.,57,48
11:31,163,Myles Stephens missed Jumper.,57,48
11:31,30,Jordan McLaughlin Defensive Rebound.,57,48
11:19,30,Shaqquan Aaron missed Layup.,57,48
11:19,163,Myles Stephens Defensive Rebound.,57,48
10:53,163,Sebastian Much made Layup.,59,48
10:38,163,Foul on Amir Bell.,59,48
10:38,30,Official TV Timeout,59,48
10:31,30,Elijah Stewart made Three Point Jumper. Assisted by Chimezie Metu.,59,51
9:57,163,Aaron Young missed Three Point Jumper.,59,51
9:57,163,Myles Stephens Offensive Rebound.,59,51
9:57,163,Myles Stephens made Two Point Tip Shot.,61,51
9:54,30,Foul on Shaqquan Aaron.,61,51
9:54,163,Myles Stephens made Free Throw.,62,51
9:44,30,Chimezie Metu made Layup. Assisted by Nick Rakocevic.,62,53
9:25,163,Devin Cannady missed Three Point Jumper.,62,53
9:25,30,Jordan Usher Defensive Rebound.,62,53
9:01,30,Chimezie Metu missed Jumper.,62,53
9:01,30,Nick Rakocevic Offensive Rebound.,62,53
8:50,30,Jordan Usher missed Three Point Jumper.,62,53
8:50,163,Princeton Defensive Rebound.,62,53
8:49,30,Foul on Elijah Stewart.,62,53
8:35,163,Myles Stephens missed Jumper.,62,53
8:35,30,Chimezie Metu Defensive Rebound.,62,53
8:29,163,Foul on Myles Stephens.,62,53
8:29,30,Chimezie Metu missed Free Throw.,62,53
8:29,163,Jerome Desrosiers Defensive Rebound.,62,53
8:03,163,Devin Cannady made Jumper.,64,53
7:54,30,Jordan McLaughlin made Layup.,64,55
7:54,163,Foul on Amir Bell.,64,55
7:54,30,Official TV Timeout,64,55
7:54,30,Jordan McLaughlin made Free Throw.,64,56
7:43,163,Jerome Desrosiers missed Three Point Jumper.,64,56
7:43,30,Chimezie Metu Defensive Rebound.,64,56
7:31,30,Chimezie Metu made Jumper.,64,58
7:06,163,Amir Bell missed Three Point Jumper.,64,58
7:06,163,Sebastian Much Offensive Rebound.,64,58
6:46,163,Myles Stephens made Layup. Assisted by Devin Cannady.,66,58
6:33,163,Foul on Devin Cannady.,66,58
6:33,30,Nick Rakocevic made Free Throw.,66,59
6:33,30,Nick Rakocevic missed Free Throw.,66,59
6:33,163,Devin Cannady Defensive Rebound.,66,59
6:11,163,Amir Bell Turnover.,66,59
6:11,30,Jordan McLaughlin Steal.,66,59
6:11,163,Foul on Sebastian Much.,66,59
6:11,30,Jordan McLaughlin made Free Throw.,66,60
6:11,30,Jordan McLaughlin made Free Throw.,66,61
5:54,30,Foul on Nick Rakocevic.,66,61
5:54,163,Myles Stephens made Free Throw.,67,61
5:54,163,Myles Stephens made Free Throw.,68,61
5:46,30,Chimezie Metu made Dunk. Assisted by Nick Rakocevic.,68,63
5:19,163,Myles Stephens made Layup.,70,63
4:56,30,Chimezie Metu made Layup.,70,65
4:35,163,Aaron Young made Three Point Jumper.,73,65
4:20,30,Chimezie Metu missed Jumper.,73,65
4:20,163,Jerome Desrosiers Defensive Rebound.,73,65
3:49,163,Myles Stephens missed Jumper.,73,65
3:49,30,Chimezie Metu Defensive Rebound.,73,65
3:44,30,Chimezie Metu made Layup.,73,67
3:44,163,Foul on Myles Stephens.,73,67
3:44,30,Official TV Timeout,73,67
3:44,30,Chimezie Metu made Free Throw.,73,68
3:14,163,Amir Bell missed Three Point Jumper.,73,68
3:14,30,Elijah Stewart Block.,73,68
3:14,163,Princeton Offensive Rebound.,73,68
3:13,163,Princeton  Turnover.,73,68
3:02,30,Chimezie Metu made Dunk.,73,70
2:47,163,Princeton  Timeout,73,70
2:34,163,Sebastian Much made Three Point Jumper. Assisted by Devin Cannady.,76,70
2:13,30,Jordan McLaughlin made Layup.,76,72
1:45,163,Sebastian Much made Layup.,78,72
1:45,30,Foul on Elijah Stewart.,78,72
1:45,163,Sebastian Much missed Free Throw.,78,72
1:45,30,Jordan Usher Defensive Rebound.,78,72
1:27,30,Elijah Stewart missed Three Point Jumper.,78,72
1:27,163,Princeton Defensive Rebound.,78,72
1:25,30,Foul on Shaqquan Aaron.,78,72
1:25,163,Myles Stephens made Free Throw.,79,72
1:25,163,Myles Stephens made Free Throw.,80,72
1:09,30,Jordan Usher made Layup.,80,74
1:01,30,Foul on Elijah Stewart.,80,74
1:01,163,Amir Bell made Free Throw.,81,74
1:01,163,Amir Bell missed Free Throw.,81,74
1:01,30,Chimezie Metu Defensive Rebound.,81,74
0:51,30,Elijah Stewart missed Three Point Jumper.,81,74
0:51,30,Nick Rakocevic Offensive Rebound.,81,74
0:51,30,Nick Rakocevic made Two Point Tip Shot.,81,76
0:48,30,USC  Timeout,81,76
0:46,30,Foul on Jordan Usher.,81,76
0:46,163,Devin Cannady made Free Throw.,82,76
0:46,163,Devin Cannady made Free Throw.,83,76
0:41,30,Elijah Stewart made Three Point Jumper. Assisted by Jordan McLaughlin.,83,79
0:32,30,Foul on Elijah Stewart.,83,79
0:32,163,Devin Cannady made Free Throw.,84,79
0:32,163,Devin Cannady made Free Throw.,85,79
0:24,30,Jordan McLaughlin made Three Point Jumper.,85,82
0:24,163,Princeton  Timeout,85,82
0:20,30,Foul on Chimezie Metu.,85,82
0:20,163,Amir Bell missed Free Throw.,85,82
0:20,163,Princeton Deadball Team Rebound.,85,82
0:20,163,Amir Bell made Free Throw.,86,82
0:15,30,Jordan McLaughlin made Layup.,86,84
0:11,163,Devin Cannady Turnover.,86,84
0:11,30,USC  Timeout,86,84
0:07,30,Jordan McLaughlin made Layup. Assisted by Chimezie Metu.,86,86
0:01,163,Sebastian Much missed Three Point Jumper.,86,86
0:01,30,Jordan McLaughlin Defensive Rebound.,86,86
0:00,30,End of 2nd half,86,86
5:00,163,Jump Ball won by Princeton,86,86
4:57,30,Elijah Stewart made Layup.,86,88
4:33,163,Amir Bell made Layup.,88,88
4:33,30,Foul on Jordan Usher.,88,88
4:33,163,Amir Bell made Free Throw.,89,88
4:17,30,Charles O'Bannon Jr. missed Three Point Jumper.,89,88
4:17,163,Amir Bell Defensive Rebound.,89,88
3:57,163,Devin Cannady missed Three Point Jumper.,89,88
3:57,30,Jordan McLaughlin Defensive Rebound.,89,88
3:48,30,Jordan McLaughlin Turnover.,89,88
3:48,163,Jerome Desrosiers Steal.,89,88
3:48,30,Foul on Jordan Usher.,89,88
3:48,163,Jerome Desrosiers missed Free Throw.,89,88
3:48,163,Princeton Deadball Team Rebound.,89,88
3:48,163,Jerome Desrosiers made Free Throw.,90,88
3:36,30,Jordan Usher made Three Point Jumper. Assisted by Jordan McLaughlin.,90,91
3:25,163,Amir Bell made Layup. Assisted by Jerome Desrosiers.,92,91
3:05,30,Elijah Stewart missed Three Point Jumper.,92,91
3:05,163,Jerome Desrosiers Defensive Rebound.,92,91
2:34,163,Devin Cannady missed Three Point Jumper.,92,91
2:34,163,Myles Stephens Offensive Rebound.,92,91
2:34,163,Myles Stephens made Two Point Tip Shot.,94,91
2:34,30,Foul on Elijah Stewart.,94,91
2:34,163,Myles Stephens made Free Throw.,95,91
2:24,30,Jordan McLaughlin missed Jumper.,95,91
2:24,163,Myles Stephens Defensive Rebound.,95,91
1:53,163,Myles Stephens made Jumper.,97,91
1:45,30,Jordan Usher missed Three Point Jumper.,97,91
1:45,163,Amir Bell Defensive Rebound.,97,91
1:18,30,Foul on Charles O'Bannon Jr..,97,91
1:18,30,USC  Timeout,97,91
1:18,163,Amir Bell made Free Throw.,98,91
1:18,163,Amir Bell made Free Throw.,99,91
1:07,30,Jordan Usher made Jumper.,99,93
0:54,163,Devin Cannady Turnover.,99,93
0:54,30,Chimezie Metu missed Layup.,99,93
0:54,163,Amir Bell Block.,99,93
0:54,163,Myles Stephens Defensive Rebound.,99,93
0:43,30,Foul on Jordan McLaughlin.,99,93
0:43,163,Myles Stephens made Free Throw.,100,93
0:43,163,Myles Stephens made Free Throw.,101,93
0:37,30,Charles O'Bannon Jr. missed Three Point Jumper.,101,93
0:37,30,Nick Rakocevic Offensive Rebound.,101,93
0:32,30,Nick Rakocevic Turnover.,101,93
0:27,30,Foul on Charles O'Bannon Jr..,101,93
0:27,163,Devin Cannady made Free Throw.,102,93
0:27,163,Devin Cannady made Free Throw.,103,93
0:23,30,Jordan McLaughlin missed Three Point Jumper.,103,93
0:23,163,Jerome Desrosiers Defensive Rebound.,103,93
0:00,30,End of Game,103,93
