Arkansas-Fort Smith,Error,Colorado State,36
11:02,-1,Marcus Wallace made Three Point Jumper. Assisted by Dlaton Glapion.,60,58
10:49,36,Prentiss Nixon missed Jumper.,60,58
10:49,36,Nico Carvacho Offensive Rebound.,60,58
10:47,-1,Foul on Jeremiah Toney.,60,58
10:47,36,Official TV Timeout,60,58
10:47,36,Nico Carvacho missed Free Throw.,60,58
10:47,-1,Brett Jolly Defensive Rebound.,60,58
10:47,36,Foul on Deion James.,60,58
10:32,-1,Jeremiah Toney Turnover.,60,58
10:20,36,Anthony Bonner missed Three Point Jumper.,60,58
10:20,36,Deion James Offensive Rebound.,60,58
10:19,-1,Foul on Adam Rivera.,60,58
10:19,36,Deion James made Free Throw.,60,59
10:19,36,Deion James missed Free Throw.,60,59
10:19,-1,Brett Jolly Defensive Rebound.,60,59
10:10,-1,Adam Rivera Turnover.,60,59
10:09,36,Prentiss Nixon Steal.,60,59
10:02,36,Nico Carvacho missed Jumper.,60,59
10:02,36,Deion James Offensive Rebound.,60,59
9:59,36,Deion James made Two Point Tip Shot.,60,61
9:45,-1,Jeremiah Toney missed Three Point Jumper.,60,61
9:45,36,Deion James Defensive Rebound.,60,61
9:35,36,Prentiss Nixon made Jumper.,60,63
9:08,-1,Marcus Wallace missed Three Point Jumper.,60,63
9:08,36,Deion James Defensive Rebound.,60,63
8:59,36,Prentiss Nixon missed Three Point Jumper.,60,63
8:59,36,Deion James Offensive Rebound.,60,63
8:42,36,Prentiss Nixon Turnover.,60,63
8:42,-1,Darrion Strong Steal.,60,63
8:38,-1,Darrion Strong missed Layup.,60,63
8:37,36,Prentiss Nixon Block.,60,63
8:36,36,Anthony Bonner Defensive Rebound.,60,63
8:27,36,Raquan Mitchell missed Layup.,60,63
8:27,-1,Seth Hawley Defensive Rebound.,60,63
8:11,-1,Dlaton Glapion missed Jumper.,60,63
8:11,36,Anthony Bonner Defensive Rebound.,60,63
7:53,-1,Foul on Seth Hawley.,60,63
7:53,36,Official TV Timeout,60,63
7:53,36,Raquan Mitchell made Free Throw.,60,64
7:53,36,Raquan Mitchell missed Free Throw.,60,64
7:53,-1,Dlaton Glapion Defensive Rebound.,60,64
7:53,36,Foul on Che Bob.,60,64
7:53,36,Foul on Anthony Bonner.,60,64
7:50,-1,Kyree Elder made Layup. Assisted by Davaunta Thomas.,62,64
7:32,-1,Foul on Kyree Elder.,62,64
7:32,36,Che Bob missed Free Throw.,62,64
7:32,36,Colorado State Deadball Team Rebound.,62,64
7:32,36,Che Bob made Free Throw.,62,65
7:14,-1,Davaunta Thomas made Layup.,64,65
6:59,36,Anthony Bonner missed Jumper.,64,65
6:59,36,Che Bob Offensive Rebound.,64,65
6:57,36,Che Bob missed Layup.,64,65
6:57,-1,Arkansas-Fort Smith Defensive Rebound.,64,65
6:50,-1,Seth Hawley missed Three Point Jumper.,64,65
6:50,36,Colorado State Defensive Rebound.,64,65
6:19,36,Nico Carvacho made Layup. Assisted by Anthony Bonner.,64,67
6:03,-1,Davaunta Thomas missed Three Point Jumper.,64,67
6:03,36,Che Bob Defensive Rebound.,64,67
5:57,36,J.D. Paige made Layup. Assisted by Che Bob.,64,69
5:31,-1,Davaunta Thomas missed Jumper.,64,69
5:31,-1,Davaunta Thomas Offensive Rebound.,64,69
5:28,-1,Chris Crawford missed Three Point Jumper.,64,69
5:28,36,J.D. Paige Defensive Rebound.,64,69
5:19,-1,Foul on Seth Hawley.,64,69
5:19,36,J.D. Paige made Free Throw.,64,70
5:19,36,J.D. Paige made Free Throw.,64,71
5:04,-1,Chris Crawford Turnover.,64,71
5:03,36,J.D. Paige Steal.,64,71
4:58,36,Prentiss Nixon missed Three Point Jumper.,64,71
4:58,36,J.D. Paige Offensive Rebound.,64,71
4:53,36,J.D. Paige made Layup.,64,73
4:35,-1,Chris Crawford made Three Point Jumper. Assisted by Jeremiah Toney.,67,73
4:11,36,J.D. Paige made Layup.,67,75
4:01,-1,Dlaton Glapion made Dunk. Assisted by Chris Crawford.,69,75
3:49,36,Official TV Timeout,69,75
3:27,36,Anthony Bonner made Three Point Jumper. Assisted by Che Bob.,69,78
3:06,-1,Foul on Brett Jolly.,69,78
3:06,-1,Brett Jolly Turnover.,69,78
2:51,36,Che Bob Turnover.,69,78
2:37,-1,Chris Crawford Turnover.,69,78
2:36,36,Deion James Steal.,69,78
2:13,36,Anthony Bonner missed Jumper.,69,78
2:13,36,Che Bob Offensive Rebound.,69,78
2:07,36,Anthony Bonner made Layup. Assisted by Che Bob.,69,80
1:49,-1,Adam Rivera missed Three Point Jumper.,69,80
1:49,36,Che Bob Block.,69,80
1:47,36,Raquan Mitchell Defensive Rebound.,69,80
1:38,36,Prentiss Nixon made Three Point Jumper. Assisted by Anthony Bonner.,69,83
1:21,36,Foul on Deion James.,69,83
1:21,36,Foul on Che Bob.,69,83
1:21,-1,Dlaton Glapion missed Free Throw.,69,83
1:21,36,Che Bob Defensive Rebound.,69,83
1:09,36,Prentiss Nixon made Jumper.,69,85
0:58,36,Foul on Deion James.,69,85
0:58,36,Colorado State  Timeout,69,85
0:58,36,Official TV Timeout,69,85
0:58,-1,Adam Rivera missed Free Throw.,69,85
0:58,-1,Arkansas-Fort Smith Deadball Team Rebound.,69,85
0:58,-1,Adam Rivera made Free Throw.,70,85
0:49,36,Raquan Mitchell made Layup.,70,87
0:41,36,Foul on Raquan Mitchell.,70,87
0:41,-1,Chris Crawford made Free Throw.,71,87
0:41,-1,Chris Crawford made Free Throw.,72,87
0:15,36,Prentiss Nixon Turnover.,72,87
0:15,-1,Seth Hawley Steal.,72,87
0:10,36,Foul on Che Bob.,72,87
0:10,-1,Seth Hawley missed Free Throw.,72,87
0:10,-1,Arkansas-Fort Smith Deadball Team Rebound.,72,87
0:10,-1,Seth Hawley made Free Throw.,73,87
0:00,36,End of Game,73,87
