CSU Northridge,16,Sacramento State,2463
3:25,2463,Terrell Gomez made Three Point Jumper. Assisted by Reggie Theus Jr..,26,30
3:03,16,Justin Strings made Jumper. Assisted by Jordan Tolbert.,26,32
2:43,2463,Terrell Gomez missed Three Point Jumper.,26,32
2:43,16,Jordan Tolbert Defensive Rebound.,26,32
2:24,16,Jordan Tolbert made Three Point Jumper. Assisted by Jeff Wu.,26,35
2:07,2463,Micheal Warren made Three Point Jumper. Assisted by Lyrik Shreiner.,29,35
1:44,16,Joshua Patton missed Layup.,29,35
1:44,2463,Micheal Warren Defensive Rebound.,29,35
1:42,16,Foul on Joshua Patton.,29,35
1:42,16,Official TV Timeout,29,35
1:23,2463,Micheal Warren made Jumper. Assisted by Terrell Gomez.,31,35
1:01,16,Justin Strings missed Jumper.,31,35
1:01,2463,Micheal Warren Defensive Rebound.,31,35
1:00,2463,CSU Northridge  Timeout,31,35
0:55,2463,Jonathan Guevara made Three Point Jumper. Assisted by Micheal Warren.,34,35
0:11,16,Bryce Fowler missed Jumper.,34,35
0:11,2463,Lyrik Shreiner Defensive Rebound.,34,35
0:03,2463,Jonathan Guevara missed Jumper.,34,35
0:03,2463,Jonathan Guevara Offensive Rebound.,34,35
0:00,2463,Jonathan Guevara missed Three Point Jumper.,34,35
0:00,16,Sacramento State Defensive Rebound.,34,35
0:00,16,End of 1st half,34,35
19:43,16,Justin Strings missed Layup.,34,35
19:43,16,Joshua Patton Offensive Rebound.,34,35
19:40,16,Joshua Patton made Two Point Tip Shot.,34,37
19:14,2463,Tavrion Dawson made Jumper.,36,37
18:58,16,Jeff Wu missed Jumper.,36,37
18:58,16,Joshua Patton Offensive Rebound.,36,37
18:55,16,Joshua Patton missed Two Point Tip Shot.,36,37
18:55,2463,Micheal Warren Defensive Rebound.,36,37
18:41,2463,Tavrion Dawson made Layup. Assisted by Lyrik Shreiner.,38,37
18:11,16,Jeff Wu missed Three Point Jumper.,38,37
18:11,2463,Lyrik Shreiner Defensive Rebound.,38,37
18:05,2463,Lyrik Shreiner Turnover.,38,37
17:44,16,Izayah Mauriohoohoo-Le'Afa missed Jumper.,38,37
17:44,16,Sacramento State Offensive Rebound.,38,37
17:39,16,Justin Strings made Layup. Assisted by Jeff Wu.,38,39
17:17,2463,Foul on Micheal Warren.,38,39
17:17,2463,Micheal Warren Turnover.,38,39
17:02,16,Justin Strings Turnover.,38,39
16:45,2463,Tavrion Dawson made Layup. Assisted by Lyrik Shreiner.,40,39
16:31,16,Joshua Patton Turnover.,40,39
16:18,2463,Tavrion Dawson missed Jumper.,40,39
16:18,16,Justin Strings Defensive Rebound.,40,39
16:09,16,Joshua Patton made Layup. Assisted by Jeff Wu.,40,41
15:52,2463,Reggie Theus Jr. made Layup. Assisted by Tavrion Dawson.,42,41
15:25,16,Joshua Patton missed Layup.,42,41
15:25,2463,Tavrion Dawson Defensive Rebound.,42,41
15:15,2463,Foul on Reggie Theus Jr..,42,41
15:15,2463,Reggie Theus Jr. Turnover.,42,41
15:15,16,Official TV Timeout,42,41
14:52,16,Izayah Mauriohoohoo-Le'Afa missed Jumper.,42,41
14:52,16,Joshua Patton Offensive Rebound.,42,41
14:36,16,Jeff Wu made Three Point Jumper. Assisted by Jordan Tolbert.,42,44
14:01,2463,Lyrik Shreiner Turnover.,42,44
14:00,16,Bryce Fowler Steal.,42,44
13:57,16,Bryce Fowler made Layup. Assisted by Jeff Wu.,42,46
13:57,2463,Foul on Reggie Theus Jr..,42,46
13:57,16,Bryce Fowler made Free Throw.,42,47
13:38,2463,Tavrion Dawson made Jumper.,44,47
13:21,16,Bryce Fowler Turnover.,44,47
13:19,2463,Lyrik Shreiner Steal.,44,47
13:14,2463,Tavrion Dawson missed Jumper.,44,47
13:14,16,Jeff Wu Defensive Rebound.,44,47
13:02,2463,Foul on Reggie Theus Jr..,44,47
13:02,16,Joshua Patton made Free Throw.,44,48
13:02,16,Joshua Patton made Free Throw.,44,49
12:38,2463,Micheal Warren made Jumper.,46,49
12:29,16,Kevin Hicks missed Jumper.,46,49
12:29,2463,Micheal Warren Defensive Rebound.,46,49
12:17,2463,Zeno Lake made Layup. Assisted by Terrell Gomez.,48,49
12:07,16,Jeff Wu Turnover.,48,49
12:04,2463,Tavrion Dawson Steal.,48,49
12:00,2463,Micheal Warren missed Jumper.,48,49
12:00,2463,Micheal Warren Offensive Rebound.,48,49
11:45,16,Official TV Timeout,48,49
11:37,2463,Tavrion Dawson made Layup. Assisted by Micheal Warren.,50,49
11:37,16,Foul on Joshua Patton.,50,49
11:37,2463,Tavrion Dawson made Free Throw.,51,49
11:26,16,Jordan Tolbert Turnover.,51,49
11:16,16,Foul on Izayah Mauriohoohoo-Le'Afa.,51,49
10:58,2463,Terrell Gomez Turnover.,51,49
10:50,16,Jordan Tolbert made Three Point Jumper. Assisted by Jeff Wu.,51,52
10:27,2463,Tavrion Dawson Turnover.,51,52
10:26,16,Jeff Wu Steal.,51,52
10:23,16,Jordan Tolbert missed Three Point Jumper.,51,52
10:23,16,Izayah Mauriohoohoo-Le'Afa Offensive Rebound.,51,52
10:18,2463,Foul on Micheal Warren.,51,52
10:08,2463,Foul on Anthony Swan.,51,52
10:08,16,Justin Strings missed Free Throw.,51,52
10:08,16,Sacramento State Deadball Team Rebound.,51,52
10:08,16,Justin Strings missed Free Throw.,51,52
10:08,2463,Anthony Swan Defensive Rebound.,51,52
9:45,2463,Jalon Pipkins made Jumper.,53,52
9:31,16,Justin Strings missed Jumper.,53,52
9:31,16,Bryce Fowler Offensive Rebound.,53,52
9:13,2463,Foul on Jonathan Guevara.,53,52
9:13,16,Jeff Wu made Free Throw.,53,53
9:13,16,Jeff Wu missed Free Throw.,53,53
9:13,2463,Anthony Swan Defensive Rebound.,53,53
8:47,2463,Jonathan Guevara made Jumper.,55,53
8:33,16,Justin Strings missed Jumper.,55,53
8:33,2463,Zeno Lake Defensive Rebound.,55,53
8:26,2463,Jalon Pipkins missed Dunk.,55,53
8:26,16,Justin Strings Block.,55,53
8:24,16,Jordan Tolbert Defensive Rebound.,55,53
8:06,16,Jordan Tolbert made Layup.,55,55
7:45,2463,Micheal Warren made Jumper. Assisted by Jalon Pipkins.,57,55
7:28,16,Jordan Tolbert missed Three Point Jumper.,57,55
7:28,16,Bryce Fowler Offensive Rebound.,57,55
7:27,16,Official TV Timeout,57,55
7:11,16,Jeff Wu made Layup. Assisted by Jiday Ugbaja.,57,57
6:38,2463,Tavrion Dawson missed Jumper.,57,57
6:38,2463,Lyrik Shreiner Offensive Rebound.,57,57
6:36,2463,Lyrik Shreiner missed Layup.,57,57
6:36,16,Joshua Patton Block.,57,57
6:34,2463,Terrell Gomez Offensive Rebound.,57,57
6:24,2463,Jonathan Guevara Turnover.,57,57
6:14,16,Justin Strings missed Jumper.,57,57
6:14,2463,Tavrion Dawson Block.,57,57
6:10,2463,Tavrion Dawson Defensive Rebound.,57,57
5:49,2463,Micheal Warren missed Three Point Jumper.,57,57
5:49,16,Jeff Wu Defensive Rebound.,57,57
5:24,16,Jeff Wu missed Three Point Jumper.,57,57
5:24,2463,Zeno Lake Defensive Rebound.,57,57
4:58,2463,Tavrion Dawson missed Jumper.,57,57
4:58,16,Joshua Patton Defensive Rebound.,57,57
4:42,2463,Foul on Tavrion Dawson.,57,57
4:42,16,Justin Strings missed Free Throw.,57,57
4:42,2463,Lyrik Shreiner Defensive Rebound.,57,57
4:24,2463,Terrell Gomez made Jumper.,59,57
4:14,16,Joshua Patton missed Layup.,59,57
4:14,2463,Lyrik Shreiner Block.,59,57
4:11,2463,Micheal Warren Defensive Rebound.,59,57
4:11,16,Sacramento State  Timeout,59,57
3:57,2463,Micheal Warren Turnover.,59,57
3:56,16,Bryce Fowler Steal.,59,57
3:52,16,Jeff Wu missed Three Point Jumper.,59,57
3:52,16,Bryce Fowler Offensive Rebound.,59,57
3:49,16,Bryce Fowler made Layup.,59,59
3:24,2463,Reggie Theus Jr. missed Layup.,59,59
3:24,16,Joshua Patton Block.,59,59
3:22,16,Jeff Wu Defensive Rebound.,59,59
3:17,16,Jeff Wu missed Layup.,59,59
3:17,2463,Micheal Warren Block.,59,59
3:17,16,Sacramento State Offensive Rebound.,59,59
3:17,16,Official TV Timeout,59,59
3:03,16,Joshua Patton missed Jumper.,59,59
3:03,2463,Micheal Warren Block.,59,59
3:01,16,Bryce Fowler Offensive Rebound.,59,59
2:55,16,Bryce Fowler made Three Point Jumper. Assisted by Jeff Wu.,59,62
2:44,16,Foul on Joshua Patton.,59,62
2:31,2463,Lyrik Shreiner missed Jumper.,59,62
2:31,16,Joshua Patton Defensive Rebound.,59,62
2:10,16,Foul on Joshua Patton.,59,62
2:10,16,Joshua Patton Turnover.,59,62
2:10,2463,CSU Northridge  Timeout,59,62
1:54,16,Foul on Justin Strings.,59,62
1:54,2463,Tavrion Dawson made Free Throw.,60,62
1:54,2463,Tavrion Dawson made Free Throw.,61,62
1:26,16,Justin Strings missed Layup.,61,62
1:26,16,Joshua Patton Offensive Rebound.,61,62
1:24,16,Joshua Patton made Dunk.,61,64
1:16,2463,CSU Northridge  Timeout,61,64
1:05,2463,Lyrik Shreiner Turnover.,61,64
1:04,16,Bryce Fowler Steal.,61,64
0:55,2463,Foul on Terrell Gomez.,61,64
0:55,16,Justin Strings missed Free Throw.,61,64
0:55,2463,Tavrion Dawson Defensive Rebound.,61,64
0:50,2463,CSU Northridge  Timeout,61,64
0:42,2463,Micheal Warren missed Three Point Jumper.,61,64
0:42,2463,Reggie Theus Jr. Offensive Rebound.,61,64
0:31,16,Foul on Izayah Mauriohoohoo-Le'Afa.,61,64
0:25,2463,Terrell Gomez missed Three Point Jumper.,61,64
0:25,2463,Terrell Gomez Offensive Rebound.,61,64
0:21,2463,Terrell Gomez missed Three Point Jumper.,61,64
0:21,16,Jeff Wu Defensive Rebound.,61,64
0:17,2463,Foul on Micheal Warren.,61,64
0:17,16,Izayah Mauriohoohoo-Le'Afa made Free Throw.,61,65
0:17,16,Sacramento State  Timeout,61,65
0:17,16,Izayah Mauriohoohoo-Le'Afa made Free Throw.,61,66
0:11,2463,Tavrion Dawson missed Three Point Jumper.,61,66
0:11,2463,Reggie Theus Jr. Offensive Rebound.,61,66
0:04,2463,Reggie Theus Jr. missed Layup.,61,66
0:04,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,61,66
0:00,16,End of Game,61,66
