UC Davis,2440,Nevada,302
5:44,2440,Jordan Caroline made Jumper. Assisted by Lindsey Drew.,23,25
5:21,302,TJ Shorts II made Layup.,25,25
5:13,2440,Caleb Martin made Three Point Jumper.,25,28
4:51,302,Chima Moneke missed Three Point Jumper.,25,28
4:51,2440,Hallice Cooke Defensive Rebound.,25,28
4:42,302,Foul on TJ Shorts II.,25,28
4:41,2440,Kendall Stephens missed Free Throw.,25,28
4:41,2440,Nevada Deadball Team Rebound.,25,28
4:41,2440,Kendall Stephens made Free Throw.,25,29
4:41,2440,Kendall Stephens made Free Throw.,25,30
4:23,302,Chima Moneke missed Jumper.,25,30
4:23,302,A.J. John Offensive Rebound.,25,30
4:22,2440,Foul on Jordan Caroline.,25,30
4:08,302,Arell Hennings missed Three Point Jumper.,25,30
4:08,2440,Kendall Stephens Defensive Rebound.,25,30
3:59,2440,Hallice Cooke Turnover.,25,30
3:58,302,Rogers Printup Steal.,25,30
3:50,302,Michael Onyebalu Turnover.,25,30
3:47,2440,Jordan Caroline Steal.,25,30
3:24,2440,Lindsey Drew made Jumper.,25,32
3:03,302,A.J. John missed Three Point Jumper.,25,32
3:03,2440,Caleb Martin Defensive Rebound.,25,32
2:54,2440,Kendall Stephens made Layup. Assisted by Hallice Cooke.,25,34
2:51,302,UC Davis  Timeout,25,34
2:31,302,Siler Schneider missed Three Point Jumper.,25,34
2:31,2440,Nevada Defensive Rebound.,25,34
2:17,2440,Lindsey Drew missed Jumper.,25,34
2:17,302,A.J. John Defensive Rebound.,25,34
2:17,2440,Foul on Cody Martin.,25,34
1:57,302,TJ Shorts II missed Jumper.,25,34
1:57,2440,Caleb Martin Defensive Rebound.,25,34
1:50,2440,Caleb Martin made Layup.,25,36
1:39,302,A.J. John missed Layup.,25,36
1:39,2440,Lindsey Drew Block.,25,36
1:39,302,A.J. John Offensive Rebound.,25,36
1:39,2440,Foul on Jordan Caroline.,25,36
1:39,302,A.J. John made Free Throw.,26,36
1:39,302,A.J. John made Free Throw.,27,36
1:29,302,Foul on A.J. John.,27,36
1:29,2440,Elijah Foster made Free Throw.,27,37
1:29,2440,Elijah Foster missed Free Throw.,27,37
1:29,302,Chima Moneke Defensive Rebound.,27,37
1:13,302,A.J. John Turnover.,27,37
1:01,302,Foul on Chima Moneke.,27,37
1:01,2440,Caleb Martin made Free Throw.,27,38
1:01,2440,Caleb Martin made Free Throw.,27,39
0:47,302,Garrison Goode Turnover.,27,39
0:46,2440,Kendall Stephens Steal.,27,39
0:42,302,Foul on Michael Onyebalu.,27,39
0:42,2440,Caleb Martin missed Free Throw.,27,39
0:42,2440,Nevada Deadball Team Rebound.,27,39
0:42,2440,Caleb Martin made Free Throw.,27,40
0:28,302,Siler Schneider missed Jumper.,27,40
0:28,2440,Kendall Stephens Block.,27,40
0:26,2440,Josh Hall Defensive Rebound.,27,40
0:03,2440,Elijah Foster made Jumper. Assisted by Josh Hall.,27,42
0:00,2440,End of 1st half,27,42
19:46,2440,Kendall Stephens missed Three Point Jumper.,27,42
19:46,2440,Lindsey Drew Offensive Rebound.,27,42
19:40,2440,Cody Martin missed Jumper.,27,42
19:40,302,Chima Moneke Defensive Rebound.,27,42
19:25,302,Siler Schneider missed Three Point Jumper.,27,42
19:25,2440,Lindsey Drew Defensive Rebound.,27,42
19:11,2440,Cody Martin missed Layup.,27,42
19:10,302,Chima Moneke Block.,27,42
19:09,2440,Nevada Offensive Rebound.,27,42
19:03,2440,Elijah Foster made Jumper. Assisted by Kendall Stephens.,27,44
18:47,302,Chima Moneke missed Three Point Jumper.,27,44
18:47,2440,Lindsey Drew Defensive Rebound.,27,44
18:30,2440,Jordan Caroline made Jumper. Assisted by Cody Martin.,27,46
18:28,302,UC Davis  Timeout,27,46
18:08,302,Garrison Goode made Jumper. Assisted by Michael Onyebalu.,29,46
17:53,2440,Kendall Stephens made Three Point Jumper. Assisted by Lindsey Drew.,29,49
17:35,2440,Foul on Elijah Foster.,29,49
17:35,2440,Nevada  Timeout,29,49
17:23,302,TJ Shorts II made Three Point Jumper. Assisted by Siler Schneider.,32,49
17:08,2440,Kendall Stephens missed Three Point Jumper.,32,49
17:08,302,TJ Shorts II Defensive Rebound.,32,49
17:02,302,TJ Shorts II Turnover.,32,49
17:01,2440,Kendall Stephens Steal.,32,49
16:56,2440,Cody Martin made Jumper. Assisted by Kendall Stephens.,32,51
16:34,2440,Foul on Elijah Foster.,32,51
16:34,302,TJ Shorts II made Free Throw.,33,51
16:34,302,TJ Shorts II made Free Throw.,34,51
16:29,2440,Lindsey Drew Turnover.,34,51
16:12,302,TJ Shorts II made Layup.,36,51
16:12,2440,Foul on Cody Martin.,36,51
16:12,302,TJ Shorts II missed Free Throw.,36,51
16:12,2440,Jordan Caroline Defensive Rebound.,36,51
16:11,302,Foul on Garrison Goode.,36,51
15:55,2440,Caleb Martin made Jumper. Assisted by Kendall Stephens.,36,53
15:27,302,Siler Schneider missed Jumper.,36,53
15:27,302,A.J. John Offensive Rebound.,36,53
15:23,302,A.J. John made Layup.,38,53
15:09,302,Foul on Michael Onyebalu.,38,53
15:09,2440,Official TV Timeout,38,53
15:08,302,Foul on A.J. John.,38,53
15:04,2440,Kendall Stephens missed Three Point Jumper.,38,53
15:04,2440,Caleb Martin Offensive Rebound.,38,53
14:43,2440,Jordan Caroline made Jumper.,38,55
14:43,302,Foul on Chima Moneke.,38,55
14:43,2440,Jordan Caroline made Free Throw.,38,56
14:23,302,Delveion Jackson made Three Point Jumper. Assisted by Chima Moneke.,41,56
14:03,2440,Jordan Caroline missed Layup.,41,56
14:03,302,Delveion Jackson Defensive Rebound.,41,56
13:35,302,Siler Schneider made Three Point Jumper.,44,56
13:24,2440,Jordan Caroline made Layup. Assisted by Cody Martin.,44,58
12:55,302,Arell Hennings missed Layup.,44,58
12:55,302,Arell Hennings Offensive Rebound.,44,58
12:34,302,Siler Schneider missed Jumper.,44,58
12:34,2440,Caleb Martin Defensive Rebound.,44,58
12:31,302,Foul on Siler Schneider.,44,58
12:11,2440,Kendall Stephens made Three Point Jumper. Assisted by Josh Hall.,44,61
11:50,302,A.J. John Turnover.,44,61
11:49,2440,Caleb Martin Steal.,44,61
11:47,2440,Caleb Martin made Dunk.,44,63
11:46,302,UC Davis  Timeout,44,63
11:25,302,Arell Hennings missed Jumper.,44,63
11:25,302,Delveion Jackson Offensive Rebound.,44,63
11:22,302,Delveion Jackson missed Layup.,44,63
11:22,2440,Jordan Caroline Defensive Rebound.,44,63
11:09,2440,Kendall Stephens missed Three Point Jumper.,44,63
11:09,302,Rogers Printup Defensive Rebound.,44,63
10:53,302,Arell Hennings made Three Point Jumper.,47,63
10:28,2440,Jordan Caroline made Jumper. Assisted by Caleb Martin.,47,65
10:28,302,Foul on Delveion Jackson.,47,65
10:28,2440,Jordan Caroline made Free Throw.,47,66
10:21,302,A.J. John missed Three Point Jumper.,47,66
10:21,302,A.J. John Offensive Rebound.,47,66
10:00,2440,Foul on Cody Martin.,47,66
10:00,302,TJ Shorts II made Free Throw.,48,66
10:00,302,TJ Shorts II made Free Throw.,49,66
9:39,2440,Hallice Cooke made Three Point Jumper. Assisted by Caleb Martin.,49,69
9:26,302,Rogers Printup missed Three Point Jumper.,49,69
9:26,2440,Caleb Martin Defensive Rebound.,49,69
9:19,302,Foul on Rogers Printup.,49,69
9:19,2440,Caleb Martin missed Free Throw.,49,69
9:19,2440,Nevada Deadball Team Rebound.,49,69
9:19,2440,Caleb Martin missed Free Throw.,49,69
9:19,302,A.J. John Defensive Rebound.,49,69
9:12,302,Delveion Jackson missed Jumper.,49,69
9:12,302,A.J. John Offensive Rebound.,49,69
9:10,302,A.J. John made Jumper.,51,69
8:56,302,Foul on Rogers Printup.,51,69
8:56,2440,Caleb Martin made Free Throw.,51,70
8:56,2440,Caleb Martin missed Free Throw.,51,70
8:56,2440,Nevada Deadball Team Rebound.,51,70
8:56,2440,Caleb Martin missed Free Throw.,51,70
8:56,302,A.J. John Defensive Rebound.,51,70
8:49,2440,Foul on Lindsey Drew.,51,70
8:32,302,TJ Shorts II missed Jumper.,51,70
8:32,302,Colin Russell Offensive Rebound.,51,70
8:29,302,Colin Russell Turnover.,51,70
8:28,2440,Hallice Cooke Steal.,51,70
8:23,2440,Jordan Caroline made Jumper. Assisted by Josh Hall.,51,72
7:54,302,TJ Shorts II made Layup.,53,72
7:53,302,UC Davis  Timeout,53,72
7:31,2440,Jordan Caroline made Jumper. Assisted by Josh Hall.,53,74
7:15,302,A.J. John made Three Point Jumper. Assisted by Colin Russell.,56,74
6:58,2440,Jordan Caroline missed Jumper.,56,74
6:58,302,A.J. John Block.,56,74
6:54,302,TJ Shorts II Defensive Rebound.,56,74
6:50,302,TJ Shorts II missed Layup.,56,74
6:50,302,Rogers Printup Offensive Rebound.,56,74
6:48,302,Rogers Printup made Layup.,58,74
6:28,2440,Caleb Martin Turnover.,58,74
6:28,302,Delveion Jackson Steal.,58,74
6:28,2440,Foul on Caleb Martin.,58,74
6:11,302,Delveion Jackson missed Three Point Jumper.,58,74
6:11,2440,Caleb Martin Block.,58,74
6:10,302,A.J. John Offensive Rebound.,58,74
6:06,302,A.J. John missed Jumper.,58,74
6:06,302,Colin Russell Offensive Rebound.,58,74
6:02,302,Colin Russell missed Layup.,58,74
6:02,2440,Jordan Caroline Defensive Rebound.,58,74
5:59,302,Foul on A.J. John.,58,74
5:59,2440,Jordan Caroline missed Free Throw.,58,74
5:59,302,UC Davis Defensive Rebound.,58,74
5:45,302,Garrison Goode missed Layup.,58,74
5:45,302,Garrison Goode Offensive Rebound.,58,74
5:42,302,Garrison Goode Turnover.,58,74
5:41,2440,Hallice Cooke Steal.,58,74
5:15,302,Foul on Siler Schneider.,58,74
5:15,2440,Hallice Cooke made Free Throw.,58,75
5:15,2440,Hallice Cooke made Free Throw.,58,76
4:54,302,TJ Shorts II Turnover.,58,76
4:54,2440,Lindsey Drew Steal.,58,76
4:52,2440,Hallice Cooke made Dunk. Assisted by Caleb Martin.,58,78
4:35,302,Colin Russell made Layup.,60,78
4:11,2440,Caleb Martin missed Three Point Jumper.,60,78
4:11,302,TJ Shorts II Defensive Rebound.,60,78
4:03,2440,Foul on Hallice Cooke.,60,78
4:03,302,Siler Schneider made Free Throw.,61,78
4:03,302,Siler Schneider missed Free Throw.,61,78
4:03,2440,Jordan Caroline Defensive Rebound.,61,78
3:40,2440,Jordan Caroline made Jumper. Assisted by Cody Martin.,61,80
3:21,302,Siler Schneider missed Three Point Jumper.,61,80
3:21,2440,Cody Martin Defensive Rebound.,61,80
3:10,2440,Jordan Caroline Turnover.,61,80
3:10,2440,Foul on Jordan Caroline.,61,80
3:10,2440,Official TV Timeout,61,80
3:10,302,Siler Schneider made Free Throw.,62,80
3:10,302,Siler Schneider made Free Throw.,63,80
2:53,302,Siler Schneider missed Three Point Jumper.,63,80
2:53,2440,Jordan Caroline Defensive Rebound.,63,80
2:37,2440,Hallice Cooke made Layup.,63,82
2:20,302,Siler Schneider missed Jumper.,63,82
2:20,2440,Cody Martin Defensive Rebound.,63,82
2:12,2440,Cody Martin made Jumper.,63,84
2:08,302,Colin Russell Turnover.,63,84
2:08,302,Foul on Delveion Jackson.,63,84
2:08,2440,Caleb Martin made Free Throw.,63,85
2:08,2440,Caleb Martin made Free Throw.,63,86
1:46,302,Arell Hennings made Layup.,65,86
1:46,2440,Foul on Cody Martin.,65,86
1:46,302,Arell Hennings made Free Throw.,66,86
1:21,2440,Josh Hall made Layup. Assisted by Lindsey Drew.,66,88
1:10,302,Siler Schneider made Jumper.,68,88
0:55,2440,Charlie Tooley missed Three Point Jumper.,68,88
0:55,302,UC Davis Defensive Rebound.,68,88
0:44,302,Siler Schneider made Three Point Jumper. Assisted by Delveion Jackson.,71,88
0:23,2440,Charlie Tooley Turnover.,71,88
0:23,2440,Foul on Charlie Tooley.,71,88
0:12,302,A.J. John made Dunk. Assisted by Delveion Jackson.,73,88
0:00,2440,End of Game,73,88
