Auburn,93,Murray State,2
14:37,93,Ja Morant Defensive Rebound.,4,12
14:24,93,Shaq Buchanan missed Jumper.,4,12
14:24,2,Horace Spencer Block.,4,12
14:22,2,Horace Spencer Defensive Rebound.,4,12
14:14,2,Bryce Brown missed Jumper.,4,12
14:14,93,Terrell Miller Jr. Defensive Rebound.,4,12
14:14,2,Foul on Horace Spencer.,4,12
14:14,93,Official TV Timeout,4,12
13:58,93,Brion Sanchious Turnover.,4,12
13:58,93,Foul on Brion Sanchious.,4,12
13:44,2,Jared Harper missed Three Point Jumper.,4,12
13:44,93,Shaq Buchanan Defensive Rebound.,4,12
13:21,93,Shaq Buchanan missed Jumper.,4,12
13:21,2,Chuma Okeke Defensive Rebound.,4,12
13:15,2,Anfernee McLemore missed Layup.,4,12
13:15,93,Jonathan Stark Block.,4,12
13:13,93,Jonathan Stark Defensive Rebound.,4,12
13:08,93,Ja Morant missed Layup.,4,12
13:08,2,Chuma Okeke Defensive Rebound.,4,12
13:00,2,Malik Dunbar Turnover.,4,12
12:43,93,Ja Morant missed Three Point Jumper.,4,12
12:43,2,Jared Harper Defensive Rebound.,4,12
12:34,2,Malik Dunbar made Three Point Jumper. Assisted by Jared Harper.,7,12
12:13,93,Terrell Miller Jr. missed Jumper.,7,12
12:13,93,Terrell Miller Jr. Offensive Rebound.,7,12
12:11,93,Terrell Miller Jr. made Layup.,7,14
11:55,2,Chuma Okeke missed Jumper.,7,14
11:55,93,Terrell Miller Jr. Defensive Rebound.,7,14
11:31,2,Foul on Horace Spencer.,7,14
11:31,93,Official TV Timeout,7,14
11:31,93,Byron Hawkins missed Free Throw.,7,14
11:31,93,Murray State Deadball Team Rebound.,7,14
11:31,93,Byron Hawkins made Free Throw.,7,15
11:21,2,Bryce Brown missed Jumper.,7,15
11:21,2,Anfernee McLemore Offensive Rebound.,7,15
11:18,2,Malik Dunbar made Three Point Jumper. Assisted by Anfernee McLemore.,10,15
11:00,93,Jonathan Stark made Three Point Jumper. Assisted by Byron Hawkins.,10,18
10:44,2,Bryce Brown missed Three Point Jumper.,10,18
10:44,2,Desean Murray Offensive Rebound.,10,18
10:36,2,Malik Dunbar made Three Point Jumper.,13,18
10:17,93,Jonathan Stark missed Three Point Jumper.,13,18
10:17,93,Anthony Smith Offensive Rebound.,13,18
10:09,2,Foul on Anfernee McLemore.,13,18
9:59,93,Murray State  Timeout,13,18
9:59,93,Jonathan Stark missed Jumper.,13,18
9:59,2,Anfernee McLemore Defensive Rebound.,13,18
9:46,93,Foul on Shaq Buchanan.,13,18
9:46,2,Bryce Brown made Free Throw.,14,18
9:46,2,Bryce Brown missed Free Throw.,14,18
9:46,2,Jared Harper Offensive Rebound.,14,18
9:40,2,Bryce Brown made Three Point Jumper.,17,18
9:20,93,Ja Morant missed Jumper.,17,18
9:20,2,Malik Dunbar Block.,17,18
9:19,2,Jared Harper Defensive Rebound.,17,18
9:15,2,Jared Harper missed Jumper.,17,18
9:15,2,Desean Murray Offensive Rebound.,17,18
9:11,2,Bryce Brown made Three Point Jumper. Assisted by Desean Murray.,20,18
8:42,93,Byron Hawkins Turnover.,20,18
8:33,2,Bryce Brown made Layup. Assisted by Desean Murray.,22,18
8:00,93,Ja Morant missed Three Point Jumper.,22,18
8:00,93,Shaq Buchanan Offensive Rebound.,22,18
7:51,93,Terrell Miller Jr. missed Layup.,22,18
7:51,93,Ja Morant Offensive Rebound.,22,18
7:45,93,Brion Sanchious missed Layup.,22,18
7:45,93,Terrell Miller Jr. Offensive Rebound.,22,18
7:39,93,Terrell Miller Jr. made Two Point Tip Shot.,22,20
7:16,2,Anfernee McLemore made Dunk. Assisted by Desean Murray.,24,20
6:56,93,Terrell Miller Jr. missed Layup.,24,20
6:56,2,Desean Murray Defensive Rebound.,24,20
6:49,2,Mustapha Heron Turnover.,24,20
6:29,93,Terrell Miller Jr. missed Jumper.,24,20
6:29,2,Desean Murray Defensive Rebound.,24,20
6:21,2,Mustapha Heron made Layup.,26,20
6:21,93,Foul on Shaq Buchanan.,26,20
6:21,2,Mustapha Heron made Free Throw.,27,20
6:04,93,Jonathan Stark missed Three Point Jumper.,27,20
6:04,93,Terrell Miller Jr. Offensive Rebound.,27,20
6:02,93,Terrell Miller Jr. made Layup.,27,22
6:02,2,Foul on Davion Mitchell.,27,22
6:02,93,Terrell Miller Jr. made Free Throw.,27,23
5:42,2,Desean Murray made Jumper.,29,23
5:31,93,Terrell Miller Jr. missed Three Point Jumper.,29,23
5:31,2,Mustapha Heron Defensive Rebound.,29,23
5:09,2,Desean Murray missed Jumper.,29,23
5:09,93,Ja Morant Defensive Rebound.,29,23
5:05,2,Foul on Chuma Okeke.,29,23
5:05,93,Ja Morant missed Free Throw.,29,23
5:05,2,Horace Spencer Defensive Rebound.,29,23
4:49,2,Chuma Okeke missed Three Point Jumper.,29,23
4:49,93,Terrell Miller Jr. Defensive Rebound.,29,23
4:28,93,Jonathan Stark made Jumper.,29,25
4:19,2,Mustapha Heron made Layup.,31,25
4:01,93,Jalen Dupree Turnover.,31,25
3:49,93,Foul on Jonathan Stark.,31,25
3:42,2,Horace Spencer missed Jumper.,31,25
3:42,93,Anthony Smith Defensive Rebound.,31,25
3:15,93,Ja Morant missed Layup.,31,25
3:15,2,Desean Murray Block.,31,25
3:13,2,Horace Spencer Defensive Rebound.,31,25
3:09,2,Mustapha Heron missed Jumper.,31,25
3:09,93,Jonathan Stark Defensive Rebound.,31,25
3:07,2,Foul on Horace Spencer.,31,25
3:07,93,Jonathan Stark made Free Throw.,31,26
3:07,93,Jonathan Stark made Free Throw.,31,27
3:06,93,Byron Hawkins Turnover.,31,27
3:05,2,Anfernee McLemore Steal.,31,27
2:52,93,Foul on Byron Hawkins.,31,27
2:49,2,Desean Murray Turnover.,31,27
2:48,93,Jonathan Stark Steal.,31,27
2:45,93,Byron Hawkins missed Jumper.,31,27
2:45,2,Anfernee McLemore Defensive Rebound.,31,27
2:25,2,Bryce Brown made Three Point Jumper.,34,27
2:03,93,Byron Hawkins made Jumper. Assisted by Ja Morant.,34,29
1:48,2,Bryce Brown missed Three Point Jumper.,34,29
1:48,93,Terrell Miller Jr. Defensive Rebound.,34,29
1:38,93,Jalen Dupree made Jumper. Assisted by Terrell Miller Jr..,34,31
1:38,2,Foul on Anfernee McLemore.,34,31
1:38,93,Jalen Dupree missed Free Throw.,34,31
1:38,2,Chuma Okeke Defensive Rebound.,34,31
1:17,93,Foul on Byron Hawkins.,34,31
1:17,2,Mustapha Heron made Free Throw.,35,31
1:17,2,Mustapha Heron made Free Throw.,36,31
1:11,93,Jalen Dupree made Dunk. Assisted by Jonathan Stark.,36,33
0:50,2,Jared Harper made Three Point Jumper.,39,33
0:49,93,Foul on Jonathan Stark.,39,33
0:49,2,Jared Harper made Free Throw.,40,33
0:35,93,Jalen Dupree made Layup.,40,35
0:06,93,Foul on Jalen Dupree.,40,35
0:06,2,Jared Harper made Free Throw.,41,35
0:06,2,Jared Harper made Free Throw.,42,35
0:05,93,Jonathan Stark Turnover.,42,35
0:04,2,Auburn  Timeout,42,35
0:01,2,Bryce Brown missed Three Point Jumper.,42,35
0:01,93,Ja Morant Defensive Rebound.,42,35
0:01,2,Foul on Chuma Okeke.,42,35
0:01,93,Ja Morant missed Free Throw.,42,35
0:01,93,Murray State Deadball Team Rebound.,42,35
0:01,93,Ja Morant made Free Throw.,42,36
0:00,93,End of 1st half,42,35
19:46,2,Desean Murray Turnover.,42,36
19:45,93,Jonathan Stark Steal.,42,36
19:35,93,Shaq Buchanan missed Jumper.,42,36
19:35,2,Chuma Okeke Block.,42,36
19:34,2,Mustapha Heron Defensive Rebound.,42,36
19:30,2,Mustapha Heron Turnover.,42,36
19:30,93,Jonathan Stark Steal.,42,36
19:18,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,42,39
19:02,2,Mustapha Heron missed Jumper.,42,39
19:02,93,Terrell Miller Jr. Defensive Rebound.,42,39
18:47,93,Ja Morant made Layup.,42,41
18:28,2,Desean Murray missed Three Point Jumper.,42,41
18:28,2,Chuma Okeke Offensive Rebound.,42,41
18:26,2,Chuma Okeke missed Layup.,42,41
18:26,2,Desean Murray Offensive Rebound.,42,41
18:22,2,Desean Murray made Layup.,44,41
18:01,93,Terrell Miller Jr. missed Jumper.,44,41
18:01,2,Desean Murray Block.,44,41
17:59,2,Desean Murray Defensive Rebound.,44,41
17:52,2,Bryce Brown missed Three Point Jumper.,44,41
17:52,2,Mustapha Heron Offensive Rebound.,44,41
17:48,2,Mustapha Heron made Dunk.,46,41
17:32,2,Foul on Mustapha Heron.,46,41
17:23,2,Foul on Chuma Okeke.,46,41
17:23,93,Ja Morant made Free Throw.,46,42
17:23,93,Ja Morant made Free Throw.,46,43
17:05,2,Desean Murray made Jumper.,48,43
16:37,2,Foul on Desean Murray.,48,43
16:37,93,Terrell Miller Jr. missed Free Throw.,48,43
16:37,93,Murray State Deadball Team Rebound.,48,43
16:37,93,Terrell Miller Jr. missed Free Throw.,48,43
16:37,2,Mustapha Heron Defensive Rebound.,48,43
16:26,2,Mustapha Heron made Jumper.,50,43
16:17,93,Jonathan Stark made Three Point Jumper.,50,46
15:55,93,Foul on Jonathan Stark.,50,46
15:40,2,Mustapha Heron made Three Point Jumper. Assisted by Jared Harper.,53,46
15:16,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,53,49
14:54,2,Mustapha Heron missed Layup.,53,49
14:54,93,Anthony Smith Block.,53,49
14:53,2,Auburn Offensive Rebound.,53,49
14:47,2,Desean Murray made Layup. Assisted by Mustapha Heron.,55,49
14:30,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,55,52
14:09,2,Anfernee McLemore missed Jumper.,55,52
14:09,2,Desean Murray Offensive Rebound.,55,52
14:07,2,Desean Murray missed Layup.,55,52
14:07,93,Terrell Miller Jr. Defensive Rebound.,55,52
14:01,93,Jonathan Stark made Layup.,55,54
13:49,2,Auburn  Timeout,55,54
13:34,2,Davion Mitchell Turnover.,55,54
13:24,2,Foul on Davion Mitchell.,55,54
13:09,93,Jonathan Stark missed Jumper.,55,54
13:09,2,Bryce Brown Block.,55,54
13:06,93,Jonathan Stark Offensive Rebound.,55,54
13:04,93,Jonathan Stark missed Jumper.,55,54
13:04,93,Anthony Smith Offensive Rebound.,55,54
13:01,93,Anthony Smith missed Layup.,55,54
13:01,2,Anfernee McLemore Defensive Rebound.,55,54
12:41,2,Jared Harper Turnover.,55,54
12:24,93,Terrell Miller Jr. Turnover.,55,54
12:24,93,Foul on Terrell Miller Jr..,55,54
12:07,93,Foul on Terrell Miller Jr..,55,54
12:07,2,Desean Murray made Free Throw.,56,54
12:07,2,Desean Murray missed Free Throw.,56,54
12:07,93,Terrell Miller Jr. Defensive Rebound.,56,54
11:58,2,Foul on Bryce Brown.,56,54
11:58,93,Official TV Timeout,56,54
11:55,2,Foul on Malik Dunbar.,56,54
11:44,93,Jonathan Stark missed Jumper.,56,54
11:44,93,Jalen Dupree Offensive Rebound.,56,54
11:41,93,Jalen Dupree missed Layup.,56,54
11:41,93,Jalen Dupree Offensive Rebound.,56,54
11:34,93,Terrell Miller Jr. missed Three Point Jumper.,56,54
11:34,2,Jared Harper Defensive Rebound.,56,54
11:30,2,Bryce Brown missed Three Point Jumper.,56,54
11:30,93,Byron Hawkins Defensive Rebound.,56,54
11:04,93,Terrell Miller Jr. missed Jumper.,56,54
11:04,93,Shaq Buchanan Offensive Rebound.,56,54
11:00,93,Shaq Buchanan made Two Point Tip Shot.,56,56
10:35,2,Desean Murray made Jumper.,58,56
10:22,93,Shaq Buchanan missed Three Point Jumper.,58,56
10:21,2,Malik Dunbar Block.,58,56
10:20,93,Murray State Offensive Rebound.,58,56
10:20,93,Jonathan Stark missed Three Point Jumper.,58,56
10:20,2,Mustapha Heron Defensive Rebound.,58,56
10:08,2,Jared Harper missed Three Point Jumper.,58,56
10:08,93,Jonathan Stark Defensive Rebound.,58,56
9:59,93,Terrell Miller Jr. made Jumper. Assisted by Jonathan Stark.,58,58
9:34,2,Mustapha Heron missed Jumper.,58,58
9:34,93,Terrell Miller Jr. Defensive Rebound.,58,58
8:49,93,Shaq Buchanan Turnover.,58,58
8:38,2,Jared Harper Turnover.,58,58
8:29,93,Shaq Buchanan missed Dunk.,58,58
8:29,2,Anfernee McLemore Block.,58,58
8:27,2,Chuma Okeke Defensive Rebound.,58,58
8:06,2,Chuma Okeke missed Three Point Jumper.,58,58
8:06,93,Ja Morant Defensive Rebound.,58,58
8:05,2,Foul on Bryce Brown.,58,58
8:05,93,Ja Morant made Free Throw.,58,59
8:05,93,Ja Morant made Free Throw.,58,60
7:57,93,Official TV Timeout,58,60
7:53,93,Official TV Timeout,58,60
7:42,2,Desean Murray made Three Point Jumper. Assisted by Jared Harper.,61,60
7:22,93,Jonathan Stark missed Jumper.,61,60
7:22,93,Shaq Buchanan Offensive Rebound.,61,60
7:19,93,Shaq Buchanan missed Two Point Tip Shot.,61,60
7:19,93,Jonathan Stark Offensive Rebound.,61,60
7:15,93,Jonathan Stark missed Three Point Jumper.,61,60
7:15,93,Shaq Buchanan Offensive Rebound.,61,60
7:12,93,Shaq Buchanan made Jumper.,61,62
6:53,2,Auburn  Timeout,61,62
6:45,2,Bryce Brown made Layup.,63,62
6:45,93,Foul on Anthony Smith.,63,62
6:45,2,Bryce Brown made Free Throw.,64,62
6:23,93,Terrell Miller Jr. made Jumper. Assisted by Jonathan Stark.,64,64
6:01,2,Chuma Okeke made Layup. Assisted by Bryce Brown.,66,64
5:35,93,Ja Morant missed Layup.,66,64
5:35,2,Mustapha Heron Defensive Rebound.,66,64
5:13,2,Chuma Okeke Turnover.,66,64
5:03,93,Terrell Miller Jr. missed Three Point Jumper.,66,64
5:03,2,Malik Dunbar Defensive Rebound.,66,64
4:43,2,Mustapha Heron missed Jumper.,66,64
4:43,93,Shaq Buchanan Block.,66,64
4:43,2,Auburn Offensive Rebound.,66,64
4:39,2,Chuma Okeke missed Jumper.,66,64
4:39,93,Shaq Buchanan Defensive Rebound.,66,64
4:37,2,Foul on Mustapha Heron.,66,64
4:37,93,Shaq Buchanan made Free Throw.,66,65
4:37,93,Shaq Buchanan made Free Throw.,66,66
4:19,2,Malik Dunbar Turnover.,66,66
4:18,93,Jonathan Stark Steal.,66,66
4:14,2,Foul on Bryce Brown.,66,66
4:14,93,Terrell Miller Jr. made Free Throw.,66,67
4:14,93,Terrell Miller Jr. missed Free Throw.,66,67
4:14,2,Mustapha Heron Defensive Rebound.,66,67
4:01,2,Jared Harper made Three Point Jumper. Assisted by Bryce Brown.,69,67
3:49,93,Shaq Buchanan made Layup.,69,69
3:14,2,Jared Harper made Three Point Jumper.,72,69
2:56,2,Foul on Mustapha Heron.,72,69
2:56,93,Official TV Timeout,72,69
2:56,93,Shaq Buchanan made Free Throw.,72,70
2:56,93,Shaq Buchanan made Free Throw.,72,71
2:54,2,Jared Harper missed Jumper.,72,71
2:54,93,Jalen Dupree Block.,72,71
2:52,93,Terrell Miller Jr. Defensive Rebound.,72,71
2:21,93,Jonathan Stark Turnover.,72,71
2:21,93,Foul on Jonathan Stark.,72,71
1:54,2,Jared Harper made Three Point Jumper.,75,71
1:36,93,Jonathan Stark Turnover.,75,71
1:35,2,Mustapha Heron Steal.,75,71
1:07,2,Desean Murray made Jumper. Assisted by Jared Harper.,77,71
1:04,93,Murray State  Timeout,77,71
0:52,93,Terrell Miller Jr. missed Three Point Jumper.,77,71
0:52,2,Jared Harper Defensive Rebound.,77,71
0:44,93,Foul on Shaq Buchanan.,77,71
0:44,2,Jared Harper made Free Throw.,78,71
0:44,2,Jared Harper made Free Throw.,79,71
0:30,93,Jonathan Stark missed Three Point Jumper.,79,71
0:30,93,Ja Morant Offensive Rebound.,79,71
0:26,93,Ja Morant missed Layup.,79,71
0:26,2,Malik Dunbar Block.,79,71
0:24,2,Jared Harper Defensive Rebound.,79,71
0:19,2,Jared Harper Turnover.,79,71
0:19,93,Jonathan Stark Steal.,79,71
0:14,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,79,74
0:13,93,Murray State  Timeout,79,74
0:13,93,Foul on Jonathan Stark.,79,74
0:13,2,Mustapha Heron made Free Throw.,80,74
0:13,2,Mustapha Heron made Free Throw.,81,74
0:03,93,Terrell Miller Jr. missed Three Point Jumper.,81,74
0:03,93,Shaq Buchanan Offensive Rebound.,81,74
0:01,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Shaq Buchanan.,81,77
0:00,93,End of Game,81,77
