Arizona Christian,Error,Montana State,147
14:54,147,Joe Mvuezolo Jr. made Layup.,8,15
14:47,-1,Chris Sterling missed Three Point Jumper.,8,15
14:47,-1,Steven Loucks Offensive Rebound.,8,15
14:41,147,Foul on Devonte Klines.,8,15
14:30,-1,Jason Smarr missed Three Point Jumper.,8,15
14:30,147,Joe Mvuezolo Jr. Defensive Rebound.,8,15
14:14,-1,Foul on Jason Smarr.,8,15
14:04,147,Benson Osayande missed Jumper.,8,15
14:04,-1,Chris Sterling Defensive Rebound.,8,15
13:57,-1,Jason Smarr missed Layup.,8,15
13:57,147,Harald Frey Defensive Rebound.,8,15
13:40,147,Sarp Gobeloglu missed Three Point Jumper.,8,15
13:40,-1,Mishima Gray Defensive Rebound.,8,15
13:16,-1,Jason Smarr made Three Point Jumper. Assisted by Steven Loucks.,11,15
12:49,147,Devonte Klines Turnover.,11,15
12:48,-1,Shy McClelland Steal.,11,15
12:45,-1,Chris Sterling made Layup.,13,15
12:19,147,Joe Mvuezolo Jr. made Jumper.,13,17
12:19,-1,Foul on Jason Smarr.,13,17
12:19,147,Joe Mvuezolo Jr. missed Free Throw.,13,17
12:19,-1,Lawrence Combs Defensive Rebound.,13,17
12:08,-1,Matt Willkomm missed Three Point Jumper.,13,17
12:08,147,Sam Neumann Defensive Rebound.,13,17
12:02,147,Sarp Gobeloglu missed Three Point Jumper.,13,17
12:02,-1,Carter Wilson Defensive Rebound.,13,17
11:40,-1,Patson Siame missed Jumper.,13,17
11:40,147,Joe Mvuezolo Jr. Defensive Rebound.,13,17
11:24,-1,Foul on Mishima Gray.,13,17
11:24,147,Official TV Timeout,13,17
11:24,147,Tyler Hall made Free Throw.,13,18
11:24,147,Tyler Hall missed Free Throw.,13,18
11:24,-1,Patson Siame Defensive Rebound.,13,18
11:09,-1,Matt Willkomm missed Three Point Jumper.,13,18
11:09,147,Harald Frey Defensive Rebound.,13,18
11:01,147,Zach Green missed Layup.,13,18
11:01,147,Zach Green Offensive Rebound.,13,18
10:57,147,Quinton Everett made Three Point Jumper. Assisted by Zach Green.,13,21
10:56,-1,Arizona Christian  Timeout,13,21
10:44,-1,Lawrence Combs Turnover.,13,21
10:27,147,Sam Neumann missed Layup.,13,21
10:27,-1,Patson Siame Defensive Rebound.,13,21
10:20,-1,Al Brown made Three Point Jumper. Assisted by Shy McClelland.,16,21
10:06,147,Tyler Hall missed Three Point Jumper.,16,21
10:06,147,Sam Neumann Offensive Rebound.,16,21
9:40,147,Tyler Hall missed Three Point Jumper.,16,21
9:40,-1,Shy McClelland Defensive Rebound.,16,21
9:35,-1,Shy McClelland made Layup.,18,21
9:20,147,Zach Green missed Three Point Jumper.,18,21
9:20,-1,Patson Siame Defensive Rebound.,18,21
9:11,-1,Al Brown missed Three Point Jumper.,18,21
9:11,147,Montana St Defensive Rebound.,18,21
9:07,147,Joe Mvuezolo Jr. missed Jumper.,18,21
9:07,-1,Chris Sterling Defensive Rebound.,18,21
9:07,-1,Andy Sessions made Layup.,20,21
8:31,147,Devonte Klines missed Jumper.,20,21
8:31,-1,Patson Siame Block.,20,21
8:31,147,Montana St Offensive Rebound.,20,21
8:22,147,Devonte Klines Turnover.,20,21
8:20,-1,Shy McClelland Steal.,20,21
8:15,-1,Patson Siame missed Layup.,20,21
8:15,147,Devonte Klines Defensive Rebound.,20,21
8:03,-1,Foul on Shy McClelland.,20,21
8:03,147,Devonte Klines made Free Throw.,20,22
8:03,147,Devonte Klines missed Free Throw.,20,22
8:03,-1,Chris Sterling Defensive Rebound.,20,22
7:54,147,Foul on Devonte Klines.,20,22
7:54,147,Official TV Timeout,20,22
7:44,-1,Chris Sterling made Three Point Jumper.,23,22
7:38,-1,Foul on Andy Sessions.,23,22
7:38,147,Zach Green missed Free Throw.,23,22
7:38,147,Montana St Deadball Team Rebound.,23,22
7:38,147,Zach Green made Free Throw.,23,23
7:06,-1,Andy Sessions missed Jumper.,23,23
7:06,147,Sam Neumann Defensive Rebound.,23,23
6:59,147,Joe Mvuezolo Jr. made Three Point Jumper. Assisted by Harald Frey.,23,26
6:22,147,Harald Frey Turnover.,23,26
6:20,-1,Shy McClelland Steal.,23,26
6:07,-1,Chris Sterling missed Jumper.,23,26
6:07,147,Sam Neumann Defensive Rebound.,23,26
5:59,147,Harald Frey Turnover.,23,26
5:57,-1,Shy McClelland Steal.,23,26
5:53,147,Foul on Quinton Everett.,23,26
5:53,-1,Shy McClelland missed Free Throw.,23,26
5:53,-1,Arizona Christian Deadball Team Rebound.,23,26
5:53,-1,Shy McClelland missed Free Throw.,23,26
5:53,147,Tyler Hall Defensive Rebound.,23,26
5:37,-1,Foul on Steven Loucks.,23,26
5:37,147,Sam Neumann made Free Throw.,23,27
5:37,147,Sam Neumann missed Free Throw.,23,27
5:37,147,Tyler Hall Offensive Rebound.,23,27
5:34,147,Tyler Hall missed Jumper.,23,27
5:34,-1,Arizona Christian Defensive Rebound.,23,27
5:22,147,Foul on Mandrell Worthy.,23,27
5:22,-1,Chris Sterling made Free Throw.,24,27
5:22,-1,Chris Sterling made Free Throw.,25,27
5:11,147,Mandrell Worthy missed Three Point Jumper.,25,27
5:11,147,Harald Frey Offensive Rebound.,25,27
5:01,147,Tyler Hall missed Jumper.,25,27
5:01,147,Mandrell Worthy Offensive Rebound.,25,27
4:54,147,Foul on Sarp Gobeloglu.,25,27
4:54,147,Sarp Gobeloglu Turnover.,25,27
4:41,-1,Chris Sterling missed Three Point Jumper.,25,27
4:41,147,Sarp Gobeloglu Defensive Rebound.,25,27
4:32,147,Devin Kirby made Layup. Assisted by Tyler Hall.,25,29
4:18,-1,Patson Siame missed Jumper.,25,29
4:18,147,Tyler Hall Defensive Rebound.,25,29
4:09,147,Tyler Hall made Three Point Jumper.,25,32
3:38,147,Foul on Mandrell Worthy.,25,32
3:38,147,Official TV Timeout,25,32
3:38,-1,Shy McClelland made Free Throw.,26,32
3:38,-1,Shy McClelland made Free Throw.,27,32
3:20,147,Tyler Hall missed Jumper.,27,32
3:20,147,Tyler Hall Offensive Rebound.,27,32
3:17,147,Tyler Hall missed Jumper.,27,32
3:17,-1,Lawrence Combs Defensive Rebound.,27,32
3:01,-1,Mishima Gray missed Jumper.,27,32
3:01,-1,Patson Siame Offensive Rebound.,27,32
2:35,-1,Chris Sterling missed Jumper.,27,32
2:35,147,Sam Neumann Defensive Rebound.,27,32
2:21,147,Sam Neumann made Three Point Jumper. Assisted by Joe Mvuezolo Jr..,27,35
1:54,-1,Lawrence Combs made Three Point Jumper. Assisted by Mishima Gray.,30,35
1:33,147,Tyler Hall missed Three Point Jumper.,30,35
1:33,-1,Patson Siame Defensive Rebound.,30,35
1:21,-1,Shy McClelland missed Layup.,30,35
1:21,-1,Patson Siame Offensive Rebound.,30,35
1:15,-1,Patson Siame made Layup.,32,35
1:12,147,Montana St  Timeout,32,35
0:59,-1,Foul on Patson Siame.,32,35
0:59,147,Zach Green made Free Throw.,32,36
0:59,147,Zach Green made Free Throw.,32,37
0:39,147,Foul on Zach Green.,32,37
0:39,-1,Shy McClelland made Free Throw.,33,37
0:39,-1,Shy McClelland made Free Throw.,34,37
0:23,147,Zach Green missed Jumper.,34,37
0:23,-1,Lawrence Combs Defensive Rebound.,34,37
0:03,-1,Shy McClelland made Layup.,36,37
0:00,147,Harald Frey missed Three Point Jumper.,36,37
0:00,-1,Arizona Christian Defensive Rebound.,36,37
0:00,147,End of 1st half,36,37
19:50,147,Foul on Sam Neumann.,36,37
19:50,-1,Shy McClelland missed Free Throw.,36,37
19:50,-1,Arizona Christian Deadball Team Rebound.,36,37
19:50,-1,Shy McClelland missed Free Throw.,36,37
19:50,147,Zach Green Defensive Rebound.,36,37
19:21,147,Tyler Hall missed Three Point Jumper.,36,37
19:21,147,Zach Green Offensive Rebound.,36,37
19:16,147,Zach Green missed Three Point Jumper.,36,37
19:16,-1,Arizona Christian Defensive Rebound.,36,37
18:55,-1,Chris Sterling missed Three Point Jumper.,36,37
18:55,147,Zach Green Defensive Rebound.,36,37
18:41,147,Quinton Everett missed Jumper.,36,37
18:41,-1,Patson Siame Block.,36,37
18:39,-1,Chris Sterling Defensive Rebound.,36,37
18:34,-1,Chris Sterling Turnover.,36,37
18:32,147,Sam Neumann Steal.,36,37
18:30,-1,Foul on Andy Sessions.,36,37
18:18,147,Devonte Klines missed Three Point Jumper.,36,37
18:18,147,Sam Neumann Offensive Rebound.,36,37
18:09,147,Tyler Hall Turnover.,36,37
18:09,-1,Shy McClelland Steal.,36,37
18:03,147,Quinton Everett Steal.,36,37
18:01,-1,Matt Willkomm Turnover.,36,37
17:56,147,Quinton Everett made Layup.,36,39
17:36,-1,Patson Siame Turnover.,36,39
17:36,147,Quinton Everett Steal.,36,39
17:36,147,Quinton Everett Turnover.,36,39
17:11,-1,Matt Willkomm missed Layup.,36,39
17:11,147,Sam Neumann Block.,36,39
17:08,-1,Shy McClelland Offensive Rebound.,36,39
16:57,-1,Shy McClelland made Layup.,38,39
16:47,-1,Foul on Shy McClelland.,38,39
16:37,147,Tyler Hall missed Jumper.,38,39
16:37,-1,Patson Siame Defensive Rebound.,38,39
16:11,-1,Andy Sessions missed Jumper.,38,39
16:11,147,Montana St Defensive Rebound.,38,39
15:58,147,Sam Neumann made Layup. Assisted by Devonte Klines.,38,41
15:43,-1,Shy McClelland missed Layup.,38,41
15:43,147,Zach Green Defensive Rebound.,38,41
15:35,147,Harald Frey made Jumper.,38,43
15:33,-1,Foul on Mishima Gray.,38,43
15:33,147,Official TV Timeout,38,43
15:20,147,Joe Mvuezolo Jr. Turnover.,38,43
14:51,-1,Jason Smarr missed Three Point Jumper.,38,43
14:51,147,Devonte Klines Defensive Rebound.,38,43
14:42,147,Sam Neumann made Layup. Assisted by Devonte Klines.,38,45
14:25,-1,Steven Loucks missed Jumper.,38,45
14:25,147,Joe Mvuezolo Jr. Defensive Rebound.,38,45
14:11,147,Joe Mvuezolo Jr. made Three Point Jumper. Assisted by Zach Green.,38,48
13:53,-1,Al Brown made Three Point Jumper. Assisted by Shy McClelland.,41,48
13:40,147,Devonte Klines missed Three Point Jumper.,41,48
13:40,-1,Arizona Christian Defensive Rebound.,41,48
13:39,147,Foul on Sam Neumann.,41,48
13:19,-1,Shy McClelland made Jumper.,43,48
12:51,-1,Foul on Lawrence Combs.,43,48
12:51,147,Zach Green made Free Throw.,43,49
12:51,147,Zach Green made Free Throw.,43,50
12:37,147,Foul on Sarp Gobeloglu.,43,50
12:37,-1,Lawrence Combs made Free Throw.,44,50
12:37,-1,Lawrence Combs made Free Throw.,45,50
12:24,-1,Foul on Chris Sterling.,45,50
12:16,-1,Foul on Lawrence Combs.,45,50
12:06,147,Quinton Everett made Three Point Jumper. Assisted by Tyler Hall.,45,53
11:48,-1,Patson Siame missed Layup.,45,53
11:48,147,Sarp Gobeloglu Defensive Rebound.,45,53
11:40,147,Quinton Everett missed Three Point Jumper.,45,53
11:40,147,Benson Osayande Offensive Rebound.,45,53
11:36,-1,Foul on Matt Willkomm.,45,53
11:36,147,Official TV Timeout,45,53
11:36,147,Tyler Hall made Free Throw.,45,54
11:36,147,Tyler Hall made Free Throw.,45,55
11:19,147,Tyler Hall Steal.,45,55
11:18,-1,Shy McClelland Turnover.,45,55
11:12,147,Harald Frey missed Layup.,45,55
11:12,-1,Lawrence Combs Defensive Rebound.,45,55
11:03,-1,Chris Sterling made Layup.,47,55
10:39,147,Tyler Hall made Layup. Assisted by Quinton Everett.,47,57
10:17,-1,Matt Willkomm made Layup.,49,57
10:05,147,Tyler Hall made Three Point Jumper. Assisted by Sarp Gobeloglu.,49,60
9:54,-1,Shy McClelland missed Jumper.,49,60
9:54,147,Quinton Everett Defensive Rebound.,49,60
9:43,-1,Foul on Shy McClelland.,49,60
9:43,147,Benson Osayande made Free Throw.,49,61
9:43,147,Benson Osayande missed Free Throw.,49,61
9:43,-1,Steven Loucks Defensive Rebound.,49,61
9:24,-1,Lawrence Combs made Layup.,51,61
9:07,147,Joe Mvuezolo Jr. made Three Point Jumper. Assisted by Tyler Hall.,51,64
8:52,-1,Mishima Gray made Jumper.,53,64
8:36,147,Tyler Hall made Three Point Jumper.,53,67
8:16,-1,Shy McClelland missed Jumper.,53,67
8:16,147,Zach Green Defensive Rebound.,53,67
8:05,147,Tyler Hall missed Three Point Jumper.,53,67
8:05,-1,Arizona Christian Defensive Rebound.,53,67
8:04,147,Foul on Zach Green.,53,67
7:48,-1,Lawrence Combs missed Jumper.,53,67
7:48,147,Devin Kirby Defensive Rebound.,53,67
7:42,-1,Foul on Shy McClelland.,53,67
7:42,147,Official TV Timeout,53,67
7:42,147,Devonte Klines made Free Throw.,53,68
7:42,147,Devonte Klines made Free Throw.,53,69
7:34,147,Sam Neumann Steal.,53,69
7:32,-1,Lawrence Combs Turnover.,53,69
7:27,-1,Al Brown Steal.,53,69
7:25,147,Joe Mvuezolo Jr. Turnover.,53,69
7:04,-1,Lawrence Combs missed Jumper.,53,69
7:04,147,Harald Frey Defensive Rebound.,53,69
6:55,147,Sam Neumann made Three Point Jumper. Assisted by Harald Frey.,53,72
6:41,-1,Shy McClelland missed Layup.,53,72
6:41,-1,Steven Loucks Offensive Rebound.,53,72
6:37,-1,Steven Loucks made Layup.,55,72
6:22,147,Harald Frey missed Three Point Jumper.,55,72
6:22,-1,Steven Loucks Defensive Rebound.,55,72
6:13,147,Foul on Harald Frey.,55,72
6:13,-1,Lawrence Combs missed Free Throw.,55,72
6:13,-1,Arizona Christian Deadball Team Rebound.,55,72
6:13,-1,Lawrence Combs made Free Throw.,56,72
6:10,147,Quinton Everett missed Jumper.,56,72
6:10,147,Zach Green Offensive Rebound.,56,72
6:04,147,Zach Green made Layup.,56,74
5:53,-1,Al Brown missed Three Point Jumper.,56,74
5:53,147,Montana St Defensive Rebound.,56,74
5:48,-1,Foul on Carter Wilson.,56,74
5:48,147,Zach Green made Free Throw.,56,75
5:48,147,Zach Green made Free Throw.,56,76
5:41,-1,Al Brown made Layup.,58,76
5:19,147,Tyler Hall missed Three Point Jumper.,58,76
5:19,-1,Carter Wilson Defensive Rebound.,58,76
5:13,-1,Al Brown made Three Point Jumper. Assisted by Carter Wilson.,61,76
5:02,147,Quinton Everett missed Layup.,61,76
5:02,-1,Al Brown Defensive Rebound.,61,76
4:54,-1,Carter Wilson made Three Point Jumper. Assisted by Chris Sterling.,64,76
4:52,-1,Arizona Christian  Timeout,64,76
4:35,147,Sam Neumann made Layup. Assisted by Zach Green.,64,78
4:29,-1,Al Brown made Three Point Jumper.,67,78
4:10,147,Zach Green missed Layup.,67,78
4:10,-1,Al Brown Defensive Rebound.,67,78
4:01,-1,Shy McClelland missed Jumper.,67,78
4:01,147,Tyler Hall Block.,67,78
3:58,-1,Chris Sterling Offensive Rebound.,67,78
3:56,-1,Chris Sterling missed Jumper.,67,78
3:56,147,Tyler Hall Defensive Rebound.,67,78
3:56,147,Tyler Hall made Layup.,67,80
3:56,-1,Foul on Andy Sessions.,67,80
3:56,147,Official TV Timeout,67,80
3:56,147,Tyler Hall made Free Throw.,67,81
3:42,147,Foul on Zach Green.,67,81
3:31,-1,Matt Willkomm missed Three Point Jumper.,67,81
3:31,147,Quinton Everett Defensive Rebound.,67,81
3:14,-1,Foul on Andy Sessions.,67,81
3:14,147,Zach Green made Free Throw.,67,82
3:14,147,Zach Green made Free Throw.,67,83
3:03,-1,Jason Smarr missed Three Point Jumper.,67,83
3:03,-1,Andy Sessions Offensive Rebound.,67,83
2:53,147,Foul on Zach Green.,67,83
2:53,-1,Andy Sessions made Free Throw.,68,83
2:53,-1,Andy Sessions made Free Throw.,69,83
2:34,-1,Foul on Mishima Gray.,69,83
2:34,147,Quinton Everett made Free Throw.,69,84
2:34,147,Quinton Everett missed Free Throw.,69,84
2:33,147,Quinton Everett Offensive Rebound.,69,84
2:30,-1,Foul on Carter Wilson.,69,84
2:30,147,Quinton Everett made Free Throw.,69,85
2:30,147,Quinton Everett made Free Throw.,69,86
2:23,-1,Mishima Gray made Jumper. Assisted by Carter Wilson.,71,86
2:14,147,Quinton Everett missed Three Point Jumper.,71,86
2:14,147,Sam Neumann Offensive Rebound.,71,86
2:08,147,Sam Neumann made Layup.,71,88
1:55,-1,Carter Wilson missed Jumper.,71,88
1:55,147,Tyler Hall Block.,71,88
1:53,147,Quinton Everett Defensive Rebound.,71,88
1:49,147,Joe Mvuezolo Jr. missed Jumper.,71,88
1:49,-1,Arizona Christian Defensive Rebound.,71,88
1:43,-1,Andy Sessions missed Jumper.,71,88
1:43,147,Sam Neumann Defensive Rebound.,71,88
1:28,147,Joe Mvuezolo Jr. missed Jumper.,71,88
1:28,-1,Carter Wilson Defensive Rebound.,71,88
1:27,147,Foul on Mandrell Worthy.,71,88
1:27,-1,Carter Wilson missed Free Throw.,71,88
1:27,147,Sam Neumann Defensive Rebound.,71,88
1:13,-1,Foul on Carter Wilson.,71,88
1:13,-1,Foul on Mishima Gray.,71,88
1:13,147,Tyler Hall missed Free Throw.,71,88
1:13,147,Montana St Deadball Team Rebound.,71,88
1:13,147,Tyler Hall made Free Throw.,71,89
1:13,147,Tyler Hall made Free Throw.,71,90
1:13,147,Tyler Hall made Free Throw.,71,91
0:43,-1,Mishima Gray made Layup.,73,91
0:09,147,Mandrell Worthy made Jumper.,73,93
0:08,-1,Al Brown missed Three Point Jumper.,73,93
0:08,-1,Carter Wilson Offensive Rebound.,73,93
0:08,147,Foul on Devonte Klines.,73,93
0:08,-1,Carter Wilson missed Free Throw.,73,93
0:08,147,Sam Neumann Defensive Rebound.,73,93
0:00,147,End of Game,73,93
