Fairfield,159,Dartmouth,2217
14:36,2217,Tyler Nelson Steal.,13,11
14:30,2217,Matija Milin made Three Point Jumper. Assisted by Jerome Segura.,16,11
14:10,2217,Foul on Jerry Johnson Jr..,16,11
14:10,159,Miles Wright made Free Throw.,16,12
14:10,159,Miles Wright made Free Throw.,16,13
13:56,2217,Jerome Segura made Layup.,18,13
13:35,159,Guilien Smith missed Three Point Jumper.,18,13
13:35,2217,Amadou Sidibe Defensive Rebound.,18,13
13:10,2217,Matija Milin missed Three Point Jumper.,18,13
13:10,159,Guilien Smith Defensive Rebound.,18,13
12:58,159,Mike Fleming missed Three Point Jumper.,18,13
12:58,159,Dartmouth Offensive Rebound.,18,13
12:55,2217,Foul on Amadou Sidibe.,18,13
12:45,159,Foul on Wesley Dickinson.,18,13
12:45,159,Wesley Dickinson Turnover.,18,13
12:30,159,Foul on Taylor Johnson.,18,13
12:30,2217,Amadou Sidibe made Free Throw.,19,13
12:30,2217,Amadou Sidibe made Free Throw.,20,13
12:14,159,Evan Boudreaux missed Jumper.,20,13
12:14,2217,Jerome Segura Defensive Rebound.,20,13
11:57,159,Foul on Mike Fleming.,20,13
11:57,159,Official TV Timeout,20,13
11:57,2217,Jerry Johnson Jr. made Jumper. Assisted by Jerome Segura.,22,13
11:41,159,Evan Boudreaux made Jumper.,22,15
11:30,2217,Matija Milin Turnover.,22,15
11:29,159,Guilien Smith Steal.,22,15
11:24,159,Ian Sistare made Layup. Assisted by Guilien Smith.,22,17
11:00,2217,Matija Milin missed Three Point Jumper.,22,17
11:00,159,Ian Sistare Defensive Rebound.,22,17
10:47,159,Ike Ngwudo Turnover.,22,17
10:30,159,Foul on Evan Boudreaux.,22,17
10:30,2217,Tyler Nelson made Free Throw.,23,17
10:30,2217,Tyler Nelson made Free Throw.,24,17
10:07,159,Guilien Smith missed Three Point Jumper.,24,17
10:07,2217,Curtis Cobb Defensive Rebound.,24,17
9:58,2217,Tyler Nelson made Layup.,26,17
9:34,159,Evan Boudreaux missed Jumper.,26,17
9:34,159,Miles Wright Offensive Rebound.,26,17
9:32,2217,Foul on Jerome Segura.,26,17
9:30,159,Evan Boudreaux Turnover.,26,17
9:29,2217,Jonathan Kasibabu Steal.,26,17
9:21,2217,Curtis Cobb Turnover.,26,17
9:20,159,Ian Sistare Steal.,26,17
9:15,159,Miles Wright missed Jumper.,26,17
9:15,159,Evan Boudreaux Offensive Rebound.,26,17
9:14,159,Evan Boudreaux made Jumper.,26,19
9:02,2217,Curtis Cobb made Layup. Assisted by Jerry Johnson Jr..,28,19
8:44,159,Guilien Smith missed Three Point Jumper.,28,19
8:44,159,Guilien Smith Offensive Rebound.,28,19
8:39,159,Foul on Guilien Smith.,28,19
8:39,159,Guilien Smith Turnover.,28,19
8:30,2217,Jonathan Kasibabu Turnover.,28,19
8:16,159,Miles Wright missed Jumper.,28,19
8:16,2217,Tyler Nelson Defensive Rebound.,28,19
8:08,2217,Jonathan Kasibabu made Dunk. Assisted by Jerome Segura.,30,19
7:57,159,Official TV Timeout,30,19
7:35,2217,Foul on Jonathan Kasibabu.,30,19
7:35,159,Evan Boudreaux made Free Throw.,30,20
7:35,159,Evan Boudreaux made Free Throw.,30,21
7:14,159,Foul on Ike Ngwudo.,30,21
7:14,2217,Amadou Sidibe missed Free Throw.,30,21
7:14,159,Taylor Johnson Defensive Rebound.,30,21
7:03,159,Evan Boudreaux missed Jumper.,30,21
7:03,2217,Matija Milin Defensive Rebound.,30,21
6:56,2217,Jerry Johnson Jr. missed Three Point Jumper.,30,21
6:56,159,Ike Ngwudo Defensive Rebound.,30,21
6:46,159,Taylor Johnson made Layup.,30,23
6:28,2217,Foul on Jerome Segura.,30,23
6:28,2217,Jerome Segura Turnover.,30,23
6:12,159,Taylor Johnson Turnover.,30,23
6:11,2217,Tyler Nelson Steal.,30,23
6:09,2217,Tyler Nelson made Layup.,32,23
5:49,159,Foul on Evan Boudreaux.,32,23
5:49,159,Evan Boudreaux Turnover.,32,23
5:30,2217,Matija Milin made Jumper.,34,23
5:13,159,Ike Ngwudo missed Three Point Jumper.,34,23
5:13,2217,Jerry Johnson Jr. Defensive Rebound.,34,23
5:06,2217,Curtis Cobb Turnover.,34,23
5:05,159,Ike Ngwudo Steal.,34,23
5:00,159,Miles Wright made Layup. Assisted by Ian Sistare.,34,25
5:00,2217,Foul on Jerry Johnson Jr..,34,25
5:00,159,Miles Wright made Free Throw.,34,26
4:49,2217,Amadou Sidibe Turnover.,34,26
4:48,159,Ian Carter Steal.,34,26
4:39,2217,Foul on Matija Milin.,34,26
4:39,159,Ian Carter missed Free Throw.,34,26
4:39,159,Dartmouth Deadball Team Rebound.,34,26
4:39,159,Ian Carter missed Free Throw.,34,26
4:39,2217,Tyler Nelson Defensive Rebound.,34,26
4:16,159,Foul on Ian Carter.,34,26
4:16,2217,Amadou Sidibe made Free Throw.,35,26
4:16,2217,Amadou Sidibe made Free Throw.,36,26
3:58,159,Miles Wright made Layup.,36,28
3:48,159,Foul on Ike Ngwudo.,36,28
3:48,159,Official TV Timeout,36,28
3:48,2217,Olivier Cadieux missed Free Throw.,36,28
3:48,2217,Fairfield Deadball Team Rebound.,36,28
3:48,2217,Olivier Cadieux made Free Throw.,37,28
3:31,159,Foul on Miles Wright.,37,28
3:31,159,Miles Wright Turnover.,37,28
3:14,2217,Amadou Sidibe Turnover.,37,28
3:14,159,Wesley Dickinson Steal.,37,28
2:56,159,Miles Wright Turnover.,37,28
2:46,2217,Matija Milin missed Three Point Jumper.,37,28
2:46,159,Miles Wright Defensive Rebound.,37,28
2:27,2217,Foul on Matija Milin.,37,28
2:27,159,Mike Fleming made Free Throw.,37,29
2:27,159,Mike Fleming made Free Throw.,37,30
2:11,2217,Tyler Nelson made Jumper.,39,30
1:52,159,Mike Fleming made Three Point Jumper. Assisted by Ian Sistare.,39,33
1:33,2217,Matija Milin Turnover.,39,33
1:32,159,Guilien Smith Steal.,39,33
1:28,159,Guilien Smith Turnover.,39,33
1:28,2217,Curtis Cobb Steal.,39,33
1:23,2217,Curtis Cobb missed Layup.,39,33
1:23,2217,Amadou Sidibe Offensive Rebound.,39,33
1:21,159,Foul on Guilien Smith.,39,33
1:21,2217,Amadou Sidibe missed Free Throw.,39,33
1:21,2217,Fairfield Deadball Team Rebound.,39,33
1:21,2217,Amadou Sidibe missed Free Throw.,39,33
1:21,159,Ian Sistare Defensive Rebound.,39,33
1:00,159,Miles Wright missed Three Point Jumper.,39,33
1:00,2217,Curtis Cobb Defensive Rebound.,39,33
0:51,2217,Curtis Cobb Turnover.,39,33
0:40,159,Miles Wright missed Jumper.,39,33
0:40,2217,Tyler Nelson Defensive Rebound.,39,33
0:15,2217,Curtis Cobb missed Jumper.,39,33
0:15,2217,Curtis Cobb Offensive Rebound.,39,33
0:12,2217,Curtis Cobb missed Jumper.,39,33
0:12,2217,Amadou Sidibe Offensive Rebound.,39,33
0:09,2217,Amadou Sidibe made Jumper.,41,33
0:09,159,Foul on Wesley Dickinson.,41,33
0:09,2217,Amadou Sidibe missed Free Throw.,41,33
0:09,159,Guilien Smith Defensive Rebound.,41,33
0:00,159,Guilien Smith missed Layup.,41,33
0:00,2217,Deniz Celen Defensive Rebound.,41,33
0:00,159,End of 1st half,41,33
19:49,159,Taylor Johnson Turnover.,41,33
19:48,2217,Matija Milin Steal.,41,33
19:43,2217,Tyler Nelson made Three Point Jumper. Assisted by Curtis Cobb.,44,33
19:20,159,Ike Ngwudo Turnover.,44,33
19:05,2217,Jonathan Kasibabu Turnover.,44,33
18:55,2217,Foul on Jonathan Kasibabu.,44,33
18:50,159,Guilien Smith missed Jumper.,44,33
18:50,2217,Curtis Cobb Defensive Rebound.,44,33
18:43,2217,Tyler Nelson made Three Point Jumper. Assisted by Jerome Segura.,47,33
18:34,159,Dartmouth  Timeout,47,33
18:29,159,Miles Wright missed Jumper.,47,33
18:29,2217,Amadou Sidibe Defensive Rebound.,47,33
18:11,2217,Amadou Sidibe missed Jumper.,47,33
18:11,159,Ike Ngwudo Defensive Rebound.,47,33
18:02,159,Taylor Johnson missed Layup.,47,33
18:02,2217,Matija Milin Block.,47,33
18:01,2217,Matija Milin Defensive Rebound.,47,33
17:45,2217,Curtis Cobb made Jumper.,49,33
17:24,2217,Foul on Amadou Sidibe.,49,33
17:04,159,Taylor Johnson Turnover.,49,33
16:42,2217,Curtis Cobb made Jumper.,51,33
16:22,159,Taylor Johnson made Jumper.,51,35
16:06,2217,Curtis Cobb missed Three Point Jumper.,51,35
16:06,159,Taylor Johnson Defensive Rebound.,51,35
15:50,159,Miles Wright missed Three Point Jumper.,51,35
15:50,2217,Matija Milin Defensive Rebound.,51,35
15:35,2217,Amadou Sidibe missed Jumper.,51,35
15:35,159,Evan Boudreaux Defensive Rebound.,51,35
15:27,159,Taylor Johnson missed Three Point Jumper.,51,35
15:27,2217,Curtis Cobb Defensive Rebound.,51,35
15:05,2217,Tyler Nelson Turnover.,51,35
15:03,159,Evan Boudreaux Steal.,51,35
14:49,159,Taylor Johnson made Three Point Jumper. Assisted by Guilien Smith.,51,38
14:24,2217,Tyler Nelson made Jumper.,53,38
13:50,159,Guilien Smith missed Three Point Jumper.,53,38
13:50,2217,Amadou Sidibe Defensive Rebound.,53,38
13:41,2217,Curtis Cobb made Layup.,55,38
13:24,159,Taylor Johnson missed Three Point Jumper.,55,38
13:24,159,Evan Boudreaux Offensive Rebound.,55,38
13:19,2217,Foul on Curtis Cobb.,55,38
13:19,159,Official TV Timeout,55,38
13:19,159,Evan Boudreaux made Free Throw.,55,39
13:19,159,Evan Boudreaux made Free Throw.,55,40
13:12,2217,Tyler Nelson made Layup. Assisted by Matija Milin.,57,40
12:46,159,Ian Sistare made Jumper.,57,42
12:34,2217,Curtis Cobb missed Three Point Jumper.,57,42
12:34,159,Ian Sistare Defensive Rebound.,57,42
12:29,159,Ian Sistare Turnover.,57,42
12:27,2217,Jerome Segura Steal.,57,42
12:10,2217,Curtis Cobb made Three Point Jumper. Assisted by Jerry Johnson Jr..,60,42
11:46,159,Ian Sistare missed Jumper.,60,42
11:46,2217,Tyler Nelson Defensive Rebound.,60,42
11:38,2217,Matija Milin missed Three Point Jumper.,60,42
11:38,159,Ian Sistare Defensive Rebound.,60,42
11:25,159,Evan Boudreaux made Layup. Assisted by Ian Sistare.,60,44
11:13,159,Official TV Timeout,60,44
11:11,2217,Tyler Nelson missed Three Point Jumper.,60,44
11:11,159,Evan Boudreaux Defensive Rebound.,60,44
10:58,159,Cameron Smith missed Three Point Jumper.,60,44
10:58,159,Ian Carter Offensive Rebound.,60,44
10:54,159,Ian Carter made Jumper.,60,46
10:40,2217,Curtis Cobb made Layup.,62,46
10:21,159,Ian Carter missed Three Point Jumper.,62,46
10:21,2217,Tyler Nelson Defensive Rebound.,62,46
10:03,2217,Matija Milin made Layup. Assisted by Tyler Nelson.,64,46
9:44,2217,Foul on Matija Milin.,64,46
9:44,159,Evan Boudreaux made Free Throw.,64,47
9:44,159,Evan Boudreaux made Free Throw.,64,48
9:34,2217,Tyler Nelson missed Jumper.,64,48
9:34,2217,Jerome Segura Offensive Rebound.,64,48
9:27,2217,Jerome Segura Turnover.,64,48
9:11,159,Ian Sistare missed Jumper.,64,48
9:11,2217,Jonathan Kasibabu Block.,64,48
9:08,159,Ian Carter Offensive Rebound.,64,48
9:08,2217,Foul on Curtis Cobb.,64,48
9:08,159,Ian Carter missed Free Throw.,64,48
9:08,159,Dartmouth Deadball Team Rebound.,64,48
9:08,159,Ian Carter missed Free Throw.,64,48
9:08,2217,Curtis Cobb Defensive Rebound.,64,48
8:59,159,Foul on Ian Carter.,64,48
8:59,2217,Tyler Nelson made Free Throw.,65,48
8:59,2217,Tyler Nelson made Free Throw.,66,48
8:44,159,Cameron Smith missed Three Point Jumper.,66,48
8:44,159,Dartmouth Offensive Rebound.,66,48
8:39,2217,Fairfield  Timeout,66,48
8:25,159,Taylor Johnson made Jumper.,66,50
8:13,2217,Tyler Nelson made Layup.,68,50
8:05,159,Taylor Johnson made Layup.,68,52
7:44,2217,Tyler Nelson made Jumper.,70,52
7:33,159,Foul on Taylor Johnson.,70,52
7:33,159,Taylor Johnson Turnover.,70,52
7:33,159,Official TV Timeout,70,52
7:27,2217,Jerome Segura made Layup.,72,52
7:13,159,Taylor Johnson missed Three Point Jumper.,72,52
7:13,2217,Jonathan Kasibabu Defensive Rebound.,72,52
7:03,2217,Tyler Nelson made Jumper.,74,52
7:03,159,Foul on Taylor Johnson.,74,52
7:03,2217,Tyler Nelson missed Free Throw.,74,52
7:03,159,Evan Boudreaux Defensive Rebound.,74,52
6:54,2217,Foul on Jonathan Kasibabu.,74,52
6:52,159,Evan Boudreaux missed Jumper.,74,52
6:52,2217,Jerry Johnson Jr. Defensive Rebound.,74,52
6:29,159,Foul on Mike Fleming.,74,52
6:29,2217,Jerry Johnson Jr. made Free Throw.,75,52
6:29,2217,Jerry Johnson Jr. missed Free Throw.,75,52
6:29,159,Ian Sistare Defensive Rebound.,75,52
6:18,159,Mike Fleming missed Three Point Jumper.,75,52
6:18,159,Miles Wright Offensive Rebound.,75,52
6:12,2217,Foul on Jonathan Kasibabu.,75,52
6:12,159,Evan Boudreaux made Free Throw.,75,53
6:12,159,Evan Boudreaux made Free Throw.,75,54
5:59,2217,Amadou Sidibe Turnover.,75,54
5:58,159,Guilien Smith Steal.,75,54
5:49,159,Evan Boudreaux missed Jumper.,75,54
5:49,2217,Amadou Sidibe Defensive Rebound.,75,54
5:30,2217,Jerry Johnson Jr. missed Three Point Jumper.,75,54
5:30,159,Miles Wright Defensive Rebound.,75,54
5:19,159,Evan Boudreaux missed Three Point Jumper.,75,54
5:19,2217,Jerome Segura Defensive Rebound.,75,54
5:02,2217,Curtis Cobb missed Three Point Jumper.,75,54
5:02,2217,Amadou Sidibe Offensive Rebound.,75,54
4:54,2217,Jerry Johnson Jr. missed Three Point Jumper.,75,54
4:54,159,Miles Wright Defensive Rebound.,75,54
4:36,159,Miles Wright missed Three Point Jumper.,75,54
4:36,159,Mike Fleming Offensive Rebound.,75,54
4:25,159,Guilien Smith missed Layup.,75,54
4:25,159,Miles Wright Offensive Rebound.,75,54
4:19,159,Miles Wright made Layup.,75,56
4:11,2217,Jerome Segura missed Layup.,75,56
4:11,2217,Tyler Nelson Offensive Rebound.,75,56
3:56,2217,Jerry Johnson Jr. missed Three Point Jumper.,75,56
3:56,2217,Amadou Sidibe Offensive Rebound.,75,56
3:25,159,Foul on Ike Ngwudo.,75,56
3:25,159,Official TV Timeout,75,56
3:25,2217,Tyler Nelson missed Free Throw.,75,56
3:25,2217,Fairfield Deadball Team Rebound.,75,56
3:25,2217,Tyler Nelson made Free Throw.,76,56
3:25,2217,Tyler Nelson made Free Throw.,77,56
3:02,159,Evan Boudreaux made Jumper.,77,58
2:46,159,Foul on Mike Fleming.,77,58
2:36,2217,Curtis Cobb missed Three Point Jumper.,77,58
2:36,159,Dartmouth Defensive Rebound.,77,58
2:11,159,Guilien Smith missed Layup.,77,58
2:11,2217,Andrew Leone Defensive Rebound.,77,58
1:44,2217,Olivier Cadieux made Layup. Assisted by Matija Milin.,79,58
1:20,159,Evan Boudreaux missed Three Point Jumper.,79,58
1:20,2217,Curtis Cobb Defensive Rebound.,79,58
1:08,2217,Foul on Andrew Leone.,79,58
1:08,159,Guilien Smith made Free Throw.,79,59
1:08,159,Guilien Smith made Free Throw.,79,60
1:05,2217,Matija Milin missed Layup.,79,58
1:05,159,Guilien Smith Defensive Rebound.,79,58
0:53,2217,Andrew Leone missed Three Point Jumper.,79,60
0:53,159,Ian Sistare Defensive Rebound.,79,60
0:35,159,Ian Sistare missed Three Point Jumper.,79,60
0:35,2217,Olivier Cadieux Defensive Rebound.,79,60
0:21,2217,Foul on Olivier Cadieux.,79,60
0:21,2217,Olivier Cadieux Turnover.,79,60
0:16,159,Mike Fleming made Jumper.,79,62
0:00,159,End of Game,79,62
