Maryland,46,Georgetown,120
8:11,46,Isaac Copeland Offensive Rebound.,14,16
8:07,120,Foul on Damonte Dodd.,14,16
8:07,46,Isaac Copeland made Free Throw.,14,17
8:07,46,Isaac Copeland made Free Throw.,14,18
7:57,120,Melo Trimble missed Jumper.,14,18
7:57,120,Justin Jackson Offensive Rebound.,14,18
7:57,120,Justin Jackson made Layup.,16,18
7:43,46,Jagan Mosely missed Layup.,16,18
7:43,120,Damonte Dodd Defensive Rebound.,16,18
7:34,120,Melo Trimble missed Three Point Jumper.,16,18
7:34,46,Akoy Agau Defensive Rebound.,16,18
7:19,46,Rodney Pryor missed Three Point Jumper.,16,18
7:19,120,Melo Trimble Defensive Rebound.,16,18
6:51,120,Justin Jackson missed Layup.,16,18
6:51,46,Akoy Agau Block.,16,18
6:51,120,Maryland Offensive Rebound.,16,18
6:47,46,Official TV Timeout,16,18
6:45,120,Jaylen Brantley missed Three Point Jumper.,16,18
6:45,120,Damonte Dodd Offensive Rebound.,16,18
6:45,120,Damonte Dodd made Layup.,18,18
6:16,120,Foul on Jaylen Brantley.,18,18
6:16,46,Marcus Derrickson made Free Throw.,18,19
6:16,46,Marcus Derrickson made Free Throw.,18,20
6:03,120,Justin Jackson made Three Point Jumper. Assisted by Melo Trimble.,21,20
5:48,46,Isaac Copeland made Jumper.,21,22
5:25,120,Foul on Justin Jackson.,21,22
5:25,120,Justin Jackson Turnover.,21,22
5:00,46,Isaac Copeland made Jumper.,21,24
4:39,120,Jaylen Brantley missed Three Point Jumper.,21,24
4:39,46,Rodney Pryor Defensive Rebound.,21,24
4:32,46,Rodney Pryor Turnover.,21,24
4:32,120,Jaylen Brantley Steal.,21,24
4:26,120,Anthony Cowan made Layup. Assisted by Jaylen Brantley.,23,24
4:26,46,Foul on Jonathan Mulmore.,23,24
4:26,120,Anthony Cowan made Free Throw.,24,24
4:02,46,Isaac Copeland missed Jumper.,24,24
4:02,120,Jared Nickens Block.,24,24
4:02,46,Isaac Copeland Offensive Rebound.,24,24
3:49,46,Isaac Copeland missed Three Point Jumper.,24,24
3:49,120,Ivan Bender Defensive Rebound.,24,24
3:39,120,Ivan Bender made Layup. Assisted by Anthony Cowan.,26,24
3:30,46,Foul on Marcus Derrickson.,26,24
3:30,46,Marcus Derrickson Turnover.,26,24
3:30,46,Official TV Timeout,26,24
3:17,120,Melo Trimble missed Three Point Jumper.,26,24
3:17,120,Ivan Bender Offensive Rebound.,26,24
3:10,120,Ivan Bender Turnover.,26,24
2:58,46,Rodney Pryor Turnover.,26,24
2:58,120,Kevin Huerter Steal.,26,24
2:53,120,Jared Nickens made Three Point Jumper. Assisted by Kevin Huerter.,29,24
2:30,46,Akoy Agau Turnover.,29,24
2:18,120,Jared Nickens missed Three Point Jumper.,29,24
2:18,46,Jagan Mosely Defensive Rebound.,29,24
2:05,120,Foul on Jaylen Brantley.,29,24
2:05,46,Jagan Mosely missed Free Throw.,29,24
2:05,46,Georgetown Deadball Team Rebound.,29,24
2:05,46,Jagan Mosely made Free Throw.,29,25
1:48,120,Dion Wiley missed Jumper.,29,25
1:48,46,Isaac Copeland Defensive Rebound.,29,25
1:33,46,Rodney Pryor made Layup. Assisted by Akoy Agau.,29,27
1:27,46,Foul on Jagan Mosely.,29,27
1:27,120,Melo Trimble made Free Throw.,30,27
1:27,120,Melo Trimble made Free Throw.,31,27
1:16,46,Tre Campbell made Jumper.,31,29
1:02,120,Foul on Damonte Dodd.,31,29
1:02,120,Damonte Dodd Turnover.,31,29
0:58,46,Tre Campbell Turnover.,31,29
0:58,120,Melo Trimble Steal.,31,29
0:47,120,Jared Nickens missed Three Point Jumper.,31,29
0:47,46,Jonathan Mulmore Defensive Rebound.,31,29
0:38,120,Foul on Ivan Bender.,31,29
0:38,46,Jonathan Mulmore made Free Throw.,31,30
0:38,46,Jonathan Mulmore made Free Throw.,31,31
0:24,120,Maryland  Timeout,31,31
0:08,120,Maryland  Turnover.,31,31
0:08,46,Georgetown  Timeout,31,31
0:03,46,Jonathan Mulmore missed Jumper.,31,31
0:03,46,Georgetown Deadball Team Rebound.,31,31
0:00,46,End of 1st half,31,31
20:00,120,Jump Ball won by Maryland,31,31
19:19,120,Anthony Cowan missed Three Point Jumper.,31,31
19:19,120,Maryland Offensive Rebound.,31,31
19:19,120,Maryland  Turnover.,31,31
19:14,46,Jessie Govan missed Jumper.,31,31
19:14,120,Kevin Huerter Defensive Rebound.,31,31
19:08,120,Melo Trimble missed Three Point Jumper.,31,31
19:08,46,Isaac Copeland Defensive Rebound.,31,31
19:02,120,Foul on Damonte Dodd.,31,31
18:46,46,Isaac Copeland missed Jumper.,31,31
18:46,120,Ivan Bender Defensive Rebound.,31,31
18:23,120,Melo Trimble made Layup.,33,31
18:07,46,Isaac Copeland missed Three Point Jumper.,33,31
18:07,120,Anthony Cowan Defensive Rebound.,33,31
17:54,120,Anthony Cowan made Layup.,35,31
17:39,46,Jessie Govan made Three Point Jumper.,35,34
17:14,120,Foul on Melo Trimble.,35,34
17:14,120,Melo Trimble Turnover.,35,34
16:58,120,Foul on Ivan Bender.,35,34
16:57,46,L.J. Peak made Free Throw.,35,35
16:57,46,L.J. Peak made Free Throw.,37,36
16:52,120,L.G. Gill made Jumper. Assisted by Kevin Huerter.,37,35
16:36,46,Isaac Copeland missed Layup.,37,36
16:36,120,Kevin Huerter Block.,37,36
16:36,46,Isaac Copeland Offensive Rebound.,37,36
16:36,120,Foul on Kevin Huerter.,37,36
16:36,46,Rodney Pryor missed Layup.,37,36
16:36,46,Akoy Agau Offensive Rebound.,37,36
16:20,120,Foul on Kevin Huerter.,37,36
16:20,46,Akoy Agau made Free Throw.,37,37
16:20,46,Akoy Agau made Free Throw.,37,38
16:15,120,Justin Jackson made Three Point Jumper.,40,38
15:58,46,Isaac Copeland Turnover.,40,38
15:58,46,Official TV Timeout,40,38
15:37,120,Justin Jackson made Three Point Jumper. Assisted by Anthony Cowan.,43,38
15:16,46,L.J. Peak made Jumper.,43,40
14:50,120,Anthony Cowan missed Three Point Jumper.,43,40
14:50,46,Rodney Pryor Defensive Rebound.,43,40
14:39,46,L.J. Peak missed Three Point Jumper.,43,40
14:39,120,Justin Jackson Defensive Rebound.,43,40
14:08,120,Anthony Cowan missed Three Point Jumper.,43,40
14:08,46,Georgetown Defensive Rebound.,43,40
13:45,46,Jessie Govan made Layup.,43,42
13:18,46,Foul on Jessie Govan.,43,42
13:18,120,Jared Nickens made Free Throw.,44,42
13:18,120,Jared Nickens made Free Throw.,45,42
12:56,46,Rodney Pryor missed Three Point Jumper.,45,42
12:56,46,Isaac Copeland Offensive Rebound.,45,42
12:56,46,Isaac Copeland missed Two Point Tip Shot.,45,42
12:56,46,Isaac Copeland Offensive Rebound.,45,42
12:56,46,Isaac Copeland missed Two Point Tip Shot.,45,42
12:56,120,Damonte Dodd Block.,45,42
12:56,120,Damonte Dodd Defensive Rebound.,45,42
12:27,120,Damonte Dodd missed Jumper.,45,42
12:27,46,Isaac Copeland Defensive Rebound.,45,42
12:20,46,Rodney Pryor made Three Point Jumper.,45,45
12:01,46,Foul on Jonathan Mulmore.,45,45
11:45,120,Damonte Dodd Turnover.,45,45
11:45,46,Rodney Pryor Steal.,45,45
11:39,46,Isaac Copeland missed Layup.,45,45
11:39,120,Damonte Dodd Block.,45,45
11:39,120,Dion Wiley Defensive Rebound.,45,45
11:29,120,Damonte Dodd Turnover.,45,45
11:29,46,Jonathan Mulmore Steal.,45,45
11:29,120,Foul on Justin Jackson.,45,45
11:21,46,Official TV Timeout,45,45
11:08,120,Foul on L.G. Gill.,45,45
11:08,46,Jessie Govan made Free Throw.,45,46
11:08,46,Jessie Govan made Free Throw.,45,47
10:50,120,Jump Ball won by Maryland,45,47
10:45,120,Melo Trimble made Jumper.,47,47
10:28,46,Jessie Govan Turnover.,47,47
10:28,120,Anthony Cowan Steal.,47,47
10:24,120,Jared Nickens missed Three Point Jumper.,47,47
10:24,46,L.J. Peak Defensive Rebound.,47,47
10:18,46,Tre Campbell missed Three Point Jumper.,47,47
10:18,46,L.J. Peak Offensive Rebound.,47,47
10:12,120,Foul on Dion Wiley.,47,47
10:12,46,L.J. Peak made Free Throw.,47,48
10:12,46,L.J. Peak made Free Throw.,47,49
9:56,46,Foul on Jonathan Mulmore.,47,49
9:56,120,Technical Foul on Maryland.,47,49
9:56,120,Foul on Maryland.,47,49
9:56,46,L.J. Peak made Free Throw.,47,50
9:51,46,L.J. Peak made Free Throw.,47,51
9:51,46,Foul on Rodney Pryor.,47,51
9:49,46,Foul on L.J. Peak.,47,51
9:46,120,Jared Nickens missed Jumper.,47,51
9:46,120,Ivan Bender Offensive Rebound.,47,51
9:46,120,Ivan Bender made Two Point Tip Shot.,49,51
9:22,46,L.J. Peak made Three Point Jumper. Assisted by Isaac Copeland.,49,54
9:00,120,Melo Trimble made Layup.,51,54
8:54,46,Official TV Timeout,51,54
8:45,46,Rodney Pryor made Three Point Jumper. Assisted by L.J. Peak.,51,57
8:19,120,Justin Jackson made Jumper.,53,57
8:00,46,Isaac Copeland missed Three Point Jumper.,53,57
8:00,46,Rodney Pryor Offensive Rebound.,53,57
8:00,46,Rodney Pryor missed Two Point Tip Shot.,53,57
8:00,120,Damonte Dodd Defensive Rebound.,53,57
7:45,120,Damonte Dodd Turnover.,53,57
7:45,46,Official TV Timeout,53,57
7:37,46,L.J. Peak made Layup.,53,59
7:29,120,Maryland  Timeout,53,59
7:18,120,Anthony Cowan Turnover.,53,59
7:18,46,Jessie Govan Steal.,53,59
7:03,46,Jessie Govan missed Jumper.,53,59
7:03,120,Kevin Huerter Defensive Rebound.,53,59
6:54,120,Anthony Cowan missed Three Point Jumper.,53,59
6:54,46,Georgetown Defensive Rebound.,53,59
6:39,120,Foul on Damonte Dodd.,53,59
6:39,46,L.J. Peak made Free Throw.,53,60
6:39,46,L.J. Peak missed Free Throw.,53,60
6:39,120,Kevin Huerter Defensive Rebound.,53,60
6:34,120,Melo Trimble Turnover.,53,60
6:34,46,Rodney Pryor Steal.,53,60
6:27,46,Rodney Pryor Turnover.,53,60
6:15,120,Kevin Huerter missed Three Point Jumper.,53,60
6:15,46,Jessie Govan Defensive Rebound.,53,60
6:02,46,Rodney Pryor missed Three Point Jumper.,53,60
6:02,120,Justin Jackson Defensive Rebound.,53,60
5:53,120,Ivan Bender made Layup.,55,60
5:34,46,L.J. Peak Turnover.,55,60
5:34,120,Anthony Cowan Steal.,55,60
5:25,46,Foul on L.J. Peak.,55,60
5:22,46,Jump Ball won by Georgetown,55,60
5:22,120,Kevin Huerter Turnover.,55,60
5:22,46,Isaac Copeland Steal.,55,60
5:11,46,Jessie Govan made Three Point Jumper. Assisted by Jagan Mosely.,55,63
4:48,46,Foul on Tre Campbell.,55,63
4:48,120,Ivan Bender made Free Throw.,56,63
4:48,120,Ivan Bender missed Free Throw.,56,63
4:48,46,Isaac Copeland Defensive Rebound.,56,63
4:25,120,Foul on Melo Trimble.,56,63
4:25,46,Jessie Govan made Free Throw.,56,64
4:25,46,Jessie Govan made Free Throw.,56,65
4:07,120,Melo Trimble missed Jumper.,56,65
4:07,120,Kevin Huerter Offensive Rebound.,56,65
4:07,120,Kevin Huerter missed Two Point Tip Shot.,56,65
4:07,46,Rodney Pryor Defensive Rebound.,56,65
3:52,46,Rodney Pryor Turnover.,56,65
3:52,46,Official TV Timeout,56,65
3:43,120,Melo Trimble missed Three Point Jumper.,56,65
3:43,120,Kevin Huerter Offensive Rebound.,56,65
3:31,46,Foul on Tre Campbell.,56,65
3:31,120,Melo Trimble missed Free Throw.,56,65
3:31,120,Maryland Deadball Team Rebound.,56,65
3:31,120,Melo Trimble made Free Throw.,57,65
3:11,46,Tre Campbell missed Layup.,57,65
3:11,120,Damonte Dodd Block.,57,65
3:11,46,Georgetown Offensive Rebound.,57,65
3:06,120,Foul on Anthony Cowan.,57,65
3:06,46,L.J. Peak missed Free Throw.,57,65
3:06,46,Georgetown Deadball Team Rebound.,57,65
3:06,46,L.J. Peak made Free Throw.,57,66
2:47,120,Melo Trimble made Layup.,59,66
2:21,120,Foul on Justin Jackson.,59,66
2:21,46,Isaac Copeland made Free Throw.,59,67
2:21,46,Isaac Copeland made Free Throw.,59,68
2:04,120,Melo Trimble made Layup.,61,68
1:55,46,Jonathan Mulmore Turnover.,61,68
1:38,46,Foul on Jessie Govan.,61,68
1:38,120,Melo Trimble made Free Throw.,62,68
1:38,120,Melo Trimble made Free Throw.,63,68
1:18,46,Georgetown  Timeout,63,68
1:14,46,L.J. Peak made Layup.,63,70
0:58,120,Kevin Huerter made Three Point Jumper. Assisted by Anthony Cowan.,66,70
0:58,120,Maryland  Timeout,66,70
0:37,120,Foul on Melo Trimble.,66,70
0:37,46,L.J. Peak made Free Throw.,66,71
0:37,46,L.J. Peak made Free Throw.,66,72
0:34,120,Melo Trimble missed Layup.,66,72
0:34,46,L.J. Peak Block.,66,72
0:34,120,Maryland Offensive Rebound.,66,72
0:34,120,Maryland  Timeout,66,72
0:29,120,Justin Jackson made Layup. Assisted by Damonte Dodd.,68,72
0:29,120,Foul on Anthony Cowan.,68,72
0:29,46,Isaac Copeland made Free Throw.,68,73
0:29,46,Isaac Copeland missed Free Throw.,68,73
0:29,120,Kevin Huerter Defensive Rebound.,68,73
0:19,120,Jump Ball won by Maryland,68,73
0:19,46,Foul on Tre Campbell.,68,73
0:19,120,Anthony Cowan made Free Throw.,69,73
0:19,120,Anthony Cowan made Free Throw.,70,73
0:18,46,Rodney Pryor Turnover.,70,73
0:18,46,Foul on Isaac Copeland.,70,73
0:18,120,Anthony Cowan made Free Throw.,71,73
0:18,120,Anthony Cowan made Free Throw.,72,73
0:17,120,Foul on Dion Wiley.,72,73
0:17,46,Tre Campbell made Free Throw.,72,74
0:17,46,Tre Campbell made Free Throw.,72,75
0:17,46,Georgetown  Timeout,72,75
0:11,120,Melo Trimble made Layup.,74,75
0:08,46,Tre Campbell Turnover.,74,75
0:07,46,Foul on L.J. Peak.,74,75
0:07,120,Melo Trimble made Free Throw.,75,75
0:07,120,Melo Trimble made Free Throw.,76,75
0:02,46,Jagan Mosely missed Layup.,76,75
0:02,120,Kevin Huerter Block.,76,75
0:01,46,Georgetown Deadball Team Rebound.,76,75
0:00,46,End of Game,76,75
