Indiana State,2050,Ball State,282
17:41,282,Brandon Murphy missed Free Throw.,36,36
17:41,282,Indiana St Deadball Team Rebound.,36,36
17:41,282,Brandon Murphy made Free Throw.,37,36
17:28,2050,Sean Sellers missed Layup.,37,36
17:28,282,Matt Van Scyoc Block.,37,36
17:28,282,Indiana St Defensive Rebound.,37,36
17:17,282,Laquarious Paige Turnover.,37,36
17:01,2050,Sean Sellers missed Jumper.,37,36
17:01,282,Everett Clemons Defensive Rebound.,37,36
16:53,282,Brenton Scott made Three Point Jumper. Assisted by Matt Van Scyoc.,40,36
16:46,2050,Ball State  Timeout,40,36
16:40,2050,Franko House missed Jumper.,40,36
16:40,282,Everett Clemons Defensive Rebound.,40,36
16:28,282,Brenton Scott made Jumper.,42,36
16:13,282,Foul on Brandon Murphy.,42,36
16:09,2050,Sean Sellers missed Layup.,42,36
16:09,282,Donovan Franklin Defensive Rebound.,42,36
15:58,282,Donovan Franklin missed Jumper.,42,36
15:58,2050,Tahjai Teague Defensive Rebound.,42,36
15:57,282,Foul on Bronson Kessinger.,42,36
15:57,2050,Official TV Timeout,42,36
15:44,2050,Tayler Persons Turnover.,42,36
15:43,282,Brenton Scott Steal.,42,36
15:41,282,Brenton Scott made Layup.,44,36
15:15,2050,Tahjai Teague made Layup.,44,38
14:50,282,Brenton Scott missed Three Point Jumper.,44,38
14:50,2050,Franko House Defensive Rebound.,44,38
14:39,2050,Tahjai Teague missed Three Point Jumper.,44,38
14:39,282,Everett Clemons Defensive Rebound.,44,38
14:24,282,Brenton Scott missed Three Point Jumper.,44,38
14:24,2050,Tahjai Teague Defensive Rebound.,44,38
14:12,2050,Tayler Persons missed Jumper.,44,38
14:12,2050,Francis Kiapway Offensive Rebound.,44,38
14:05,2050,Francis Kiapway missed Jumper.,44,38
14:05,2050,Ryan Weber Offensive Rebound.,44,38
14:01,2050,Tayler Persons made Three Point Jumper. Assisted by Ryan Weber.,44,41
13:52,282,Indiana St  Timeout,44,41
13:44,282,Everett Clemons missed Layup.,44,41
13:44,2050,Franko House Defensive Rebound.,44,41
13:36,2050,Francis Kiapway missed Three Point Jumper.,44,41
13:36,282,Donovan Franklin Defensive Rebound.,44,41
13:11,282,Donovan Franklin missed Jumper.,44,41
13:11,2050,Tayler Persons Defensive Rebound.,44,41
12:53,282,Foul on T.J. Bell.,44,41
12:47,282,Foul on Laquarious Paige.,44,41
12:42,2050,Tayler Persons missed Layup.,44,41
12:42,282,T.J. Bell Block.,44,41
12:42,2050,Ball State Offensive Rebound.,44,41
12:35,2050,Tayler Persons missed Jumper.,44,41
12:35,2050,Doudou Gueye Offensive Rebound.,44,41
12:30,282,Foul on T.J. Bell.,44,41
12:28,2050,Ryan Weber missed Jumper.,44,41
12:28,2050,Tahjai Teague Offensive Rebound.,44,41
12:22,2050,Tahjai Teague missed Layup.,44,41
12:22,2050,Doudou Gueye Offensive Rebound.,44,41
12:14,2050,Ryan Weber missed Three Point Jumper.,44,41
12:14,282,Laquarious Paige Defensive Rebound.,44,41
12:00,282,Donovan Franklin Turnover.,44,41
11:47,2050,Tayler Persons missed Layup.,44,41
11:47,282,Emondre Rickman Block.,44,41
11:44,282,Jordan Barnes Defensive Rebound.,44,41
11:37,282,Niels Bunschoten made Free Throw.,45,41
11:37,2050,Official TV Timeout,44,41
11:37,2050,Foul on Doudou Gueye.,44,41
11:37,282,Niels Bunschoten missed Free Throw.,45,41
11:37,2050,Sean Sellers Defensive Rebound.,45,41
11:16,2050,Franko House made Three Point Jumper. Assisted by Francis Kiapway.,45,44
10:45,2050,Foul on Doudou Gueye.,45,44
10:45,282,Jordan Barnes made Free Throw.,46,44
10:45,282,Jordan Barnes made Free Throw.,47,44
10:33,2050,Franko House missed Three Point Jumper.,47,44
10:33,282,Jordan Barnes Defensive Rebound.,47,44
10:25,282,Brenton Scott missed Three Point Jumper.,47,44
10:25,282,Indiana St Offensive Rebound.,47,44
10:14,282,Jordan Barnes made Three Point Jumper.,50,44
9:43,2050,Trey Moses missed Layup.,50,44
9:43,282,Emondre Rickman Defensive Rebound.,50,44
9:35,282,Brenton Scott made Jumper. Assisted by Everett Clemons.,52,44
9:24,2050,Ball State  Timeout,52,44
9:14,282,Foul on Emondre Rickman.,52,44
9:09,2050,Franko House missed Jumper.,52,44
9:09,282,Emondre Rickman Defensive Rebound.,52,44
8:55,282,Matt Van Scyoc missed Three Point Jumper.,52,44
8:55,2050,Ryan Weber Defensive Rebound.,52,44
8:47,2050,Trey Moses made Layup. Assisted by Sean Sellers.,52,46
8:47,282,Foul on Emondre Rickman.,52,46
8:47,2050,Trey Moses missed Free Throw.,52,46
8:47,282,Everett Clemons Defensive Rebound.,52,46
8:36,282,Brenton Scott missed Layup.,52,46
8:36,2050,Sean Sellers Defensive Rebound.,52,46
8:19,2050,Trey Moses made Jumper.,52,48
7:53,282,Everett Clemons made Layup.,54,48
7:34,2050,Francis Kiapway made Layup.,54,50
7:08,2050,Foul on Franko House.,54,50
7:08,2050,Official TV Timeout,54,50
7:08,282,Brenton Scott missed Free Throw.,54,50
7:08,282,Indiana St Deadball Team Rebound.,54,50
7:08,282,Brenton Scott made Free Throw.,55,50
6:53,282,Foul on Brandon Murphy.,55,50
6:53,2050,Franko House made Free Throw.,55,51
6:53,2050,Franko House made Free Throw.,55,52
6:40,282,Brenton Scott missed Three Point Jumper.,55,52
6:40,282,Bronson Kessinger Offensive Rebound.,55,52
6:35,282,Bronson Kessinger missed Layup.,55,52
6:35,2050,Franko House Defensive Rebound.,55,52
6:28,2050,Franko House made Layup.,55,54
6:00,2050,Foul on Ryan Weber.,55,54
6:00,282,Donovan Franklin missed Free Throw.,55,54
6:00,2050,Sean Sellers Defensive Rebound.,55,54
5:44,2050,Francis Kiapway missed Three Point Jumper.,55,54
5:44,282,Niels Bunschoten Defensive Rebound.,55,54
5:35,282,Niels Bunschoten made Jumper. Assisted by Everett Clemons.,57,54
5:16,2050,Ryan Weber missed Three Point Jumper.,57,54
5:16,282,Jordan Barnes Defensive Rebound.,57,54
4:48,282,Niels Bunschoten missed Jumper.,57,54
4:48,2050,Tahjai Teague Block.,57,54
4:47,2050,Ball State Defensive Rebound.,57,54
4:34,2050,Ryan Weber missed Layup.,57,54
4:34,282,Bronson Kessinger Block.,57,54
4:32,282,Laquarious Paige Defensive Rebound.,57,54
4:07,282,Niels Bunschoten made Layup.,59,54
3:53,2050,Tayler Persons made Layup.,59,56
3:52,2050,Ball State  Timeout,59,56
3:52,2050,Official TV Timeout,59,56
3:35,2050,Foul on Tahjai Teague.,59,56
3:35,282,Bronson Kessinger missed Free Throw.,59,56
3:35,2050,Franko House Defensive Rebound.,59,56
3:09,2050,Tahjai Teague missed Layup.,59,56
3:09,282,Bronson Kessinger Defensive Rebound.,59,56
2:55,282,Niels Bunschoten missed Three Point Jumper.,59,56
2:55,2050,Tayler Persons Defensive Rebound.,59,56
2:43,282,Foul on Everett Clemons.,59,56
2:43,2050,Tayler Persons made Free Throw.,59,57
2:43,2050,Tayler Persons made Free Throw.,59,58
2:21,282,Brenton Scott Turnover.,59,58
2:04,2050,Franko House missed Jumper.,59,58
2:04,2050,Franko House Offensive Rebound.,59,58
2:01,2050,Franko House made Layup.,59,60
1:49,282,Indiana St  Timeout,59,60
1:29,282,Brenton Scott made Jumper.,61,60
1:04,282,Foul on Matt Van Scyoc.,61,60
1:04,2050,Franko House missed Free Throw.,61,60
1:04,2050,Ball State Deadball Team Rebound.,61,60
1:04,2050,Franko House missed Free Throw.,61,60
1:04,282,Brenton Scott Defensive Rebound.,61,60
0:39,282,Brenton Scott missed Three Point Jumper.,61,60
0:39,2050,Franko House Defensive Rebound.,61,60
0:30,2050,Tayler Persons made Jumper.,61,62
0:16,282,Brandon Murphy made Layup. Assisted by Everett Clemons.,63,62
0:15,2050,Foul on Franko House.,63,62
0:15,2050,Ball State  Timeout,63,62
0:15,282,Brandon Murphy made Free Throw.,64,62
0:15,282,Indiana St  Timeout,64,62
0:07,282,Foul on Everett Clemons.,64,62
0:07,2050,Tayler Persons made Free Throw.,64,63
0:07,2050,Tayler Persons made Free Throw.,64,64
0:00,282,Jordan Barnes missed Three Point Jumper.,64,64
0:00,2050,Ball State Defensive Rebound.,64,64
0:00,2050,End of 2nd half,64,64
4:47,282,Foul on Matt Van Scyoc.,64,64
4:47,2050,Franko House made Free Throw.,64,65
4:47,2050,Franko House made Free Throw.,64,66
4:18,282,Laquarious Paige made Layup.,66,66
4:01,2050,Tayler Persons missed Layup.,66,66
4:01,2050,Trey Moses Offensive Rebound.,66,66
3:58,2050,Trey Moses missed Layup.,66,66
3:58,282,Brandon Murphy Defensive Rebound.,66,66
3:50,282,Everett Clemons made Layup. Assisted by Brenton Scott.,68,66
3:17,2050,Sean Sellers missed Jumper.,68,66
3:17,282,Indiana St Defensive Rebound.,68,66
3:01,282,Everett Clemons Turnover.,68,66
2:57,2050,Tayler Persons missed Three Point Jumper.,68,66
2:57,282,Laquarious Paige Defensive Rebound.,68,66
2:49,2050,Foul on Sean Sellers.,68,66
2:49,282,Everett Clemons made Free Throw.,69,66
2:49,282,Everett Clemons missed Free Throw.,69,66
2:49,2050,Ryan Weber Defensive Rebound.,69,66
2:34,2050,Franko House made Layup. Assisted by Trey Moses.,69,68
2:14,2050,Foul on Sean Sellers.,69,68
2:14,282,Brenton Scott made Free Throw.,70,68
2:14,282,Brenton Scott made Free Throw.,71,68
1:55,2050,Ryan Weber Turnover.,71,68
1:53,282,Brandon Murphy Steal.,71,68
1:32,282,Matt Van Scyoc made Three Point Jumper.,74,68
1:11,2050,Tayler Persons made Jumper.,74,70
1:10,2050,Ball State  Timeout,74,70
0:42,282,Brenton Scott made Jumper.,76,70
0:28,2050,Trey Moses made Layup. Assisted by Tayler Persons.,76,72
0:22,2050,Foul on Tayler Persons.,76,72
0:22,282,Brenton Scott made Free Throw.,77,72
0:22,282,Brenton Scott made Free Throw.,78,72
0:16,2050,Tayler Persons made Layup.,78,74
0:07,2050,Foul on Tahjai Teague.,78,74
0:07,2050,Tahjai Teague Turnover.,78,74
0:07,282,Jordan Barnes made Free Throw.,79,74
0:07,282,Jordan Barnes made Free Throw.,80,74
0:00,2050,End of Game,80,74
