Southern Virginia,2678,VMI,2896
13:29,-1,Damen Thacker missed Jumper.,9,9
13:29,-1,Damen Thacker Offensive Rebound.,9,9
13:16,-1,Cale Thornton missed Jumper.,9,9
13:16,2678,Tyler Creammer Defensive Rebound.,9,9
13:04,2678,Keith Smith missed Three Point Jumper.,9,9
13:04,-1,Cale Thornton Defensive Rebound.,9,9
12:48,-1,Aarun Rumbaugh Turnover.,9,9
12:47,2678,Will Miller Steal.,9,9
12:44,-1,Foul on Justin Langford.,9,9
12:44,2678,QJ Peterson made Free Throw.,9,10
12:44,-1,Rashay Douglas made Three Point Jumper.,12,10
12:41,2678,Austin Vereen Turnover.,12,10
12:38,2678,Foul on Austin Vereen.,12,10
12:16,-1,Aarun Rumbaugh missed Three Point Jumper.,12,10
12:16,2678,Austin Vereen Defensive Rebound.,12,10
11:43,2678,Austin Vereen missed Three Point Jumper.,12,10
11:43,-1,Aarun Rumbaugh Defensive Rebound.,12,10
11:32,-1,Alec Johnson missed Layup.,12,10
11:32,-1,Tyler McCreadie Offensive Rebound.,12,10
11:27,-1,Tyler McCreadie missed Layup.,12,10
11:27,2678,Julian Eleby Defensive Rebound.,12,10
11:21,2678,Julian Eleby made Jumper.,12,12
11:03,-1,Rashay Douglas made Jumper.,14,12
10:48,2678,Julian Eleby made Three Point Jumper. Assisted by Armani Branch.,14,15
10:26,-1,Tyler McCreadie Turnover.,14,15
10:26,-1,Foul on Tyler McCreadie.,14,15
10:19,2678,Julian Eleby missed Three Point Jumper.,14,15
10:19,-1,Chris Richardson Defensive Rebound.,14,15
10:12,-1,Aarun Rumbaugh missed Jumper.,14,15
10:12,2678,Armani Branch Defensive Rebound.,14,15
9:58,2678,Julian Eleby missed Jumper.,14,15
9:58,-1,Aarun Rumbaugh Defensive Rebound.,14,15
9:52,-1,Chris Richardson missed Layup.,14,15
9:52,2678,Keith Smith Block.,14,15
9:52,-1,Southern Virginia University Offensive Rebound.,14,15
9:45,-1,Rashay Douglas missed Three Point Jumper.,14,15
9:45,2678,Will Miller Defensive Rebound.,14,15
9:37,2678,QJ Peterson missed Three Point Jumper.,14,15
9:37,-1,Jace Edmunds Defensive Rebound.,14,15
9:17,-1,Rashay Douglas missed Layup.,14,15
9:17,2678,Will Miller Defensive Rebound.,14,15
9:10,2678,QJ Peterson missed Three Point Jumper.,14,15
9:10,-1,Alec Johnson Defensive Rebound.,14,15
8:43,-1,Chris Richardson Turnover.,14,15
8:29,2678,Keith Smith missed Jumper.,14,15
8:29,2678,Armani Branch Offensive Rebound.,14,15
8:26,-1,Foul on Jace Edmunds.,14,15
8:26,2678,Armani Branch missed Free Throw.,14,15
8:26,2678,VMI Deadball Team Rebound.,14,15
8:26,2678,Armani Branch made Free Throw.,14,16
8:26,-1,Rashay Douglas Turnover.,14,16
8:22,2678,Julian Eleby made Three Point Jumper. Assisted by Keith Smith.,14,19
8:13,-1,Chris Richardson Turnover.,14,19
8:11,2678,Keith Smith Steal.,14,19
8:08,2678,Julian Eleby made Three Point Jumper. Assisted by QJ Peterson.,14,22
8:00,2678,Official TV Timeout,14,22
7:48,-1,Cale Thornton missed Layup.,14,22
7:48,2678,Will Miller Block.,14,22
7:46,2678,Keith Smith Defensive Rebound.,14,22
7:40,2678,Keith Smith made Layup.,14,24
7:12,-1,Justin Langford missed Jumper.,14,24
7:12,-1,Michael Price Offensive Rebound.,14,24
7:09,-1,Michael Price made Jumper.,16,24
6:57,2678,Will Miller Turnover.,16,24
6:41,-1,Michael Price missed Layup.,16,24
6:41,2678,Fred Iruafemi Block.,16,24
6:38,2678,Fred Iruafemi Defensive Rebound.,16,24
6:35,-1,Foul on Michael Price.,16,24
6:20,2678,QJ Peterson missed Jumper.,16,24
6:20,-1,Michael Price Block.,16,24
6:18,2678,QJ Peterson Offensive Rebound.,16,24
6:12,2678,Julian Eleby missed Three Point Jumper.,16,24
6:12,2678,Fred Iruafemi Offensive Rebound.,16,24
6:05,2678,Will Miller made Layup. Assisted by Julian Eleby.,16,26
5:43,-1,Aarun Rumbaugh missed Jumper.,16,26
5:43,2678,QJ Peterson Defensive Rebound.,16,26
5:35,2678,Adrian Rich missed Layup.,16,26
5:35,-1,Justin Langford Defensive Rebound.,16,26
5:17,-1,Cale Thornton missed Layup.,16,26
5:17,2678,Julian Eleby Block.,16,26
5:14,2678,Julian Eleby Defensive Rebound.,16,26
5:10,2678,Will Miller missed Jumper.,16,26
5:10,2678,Fred Iruafemi Offensive Rebound.,16,26
5:05,2678,Adrian Rich missed Jumper.,16,26
5:05,-1,Cale Thornton Defensive Rebound.,16,26
4:47,-1,Cale Thornton Turnover.,16,26
4:45,2678,Fred Iruafemi Steal.,16,26
4:43,2678,QJ Peterson made Layup.,16,28
4:20,-1,Justin Langford Turnover.,16,28
4:17,2678,QJ Peterson Steal.,16,28
4:14,-1,Foul on Michael Price.,16,28
3:57,2678,Julian Eleby made Layup.,16,30
3:46,2678,Foul on Julian Eleby.,16,30
3:46,2678,Official TV Timeout,16,30
3:46,-1,Damen Thacker missed Free Throw.,16,30
3:46,-1,Southern Virginia University Deadball Team Rebound.,16,30
3:46,-1,Damen Thacker made Free Throw.,17,30
3:32,2678,Julian Eleby missed Three Point Jumper.,17,30
3:32,2678,Julian Eleby Offensive Rebound.,17,30
3:24,2678,Julian Eleby made Three Point Jumper. Assisted by Adrian Rich.,17,33
3:11,-1,Tyler McCreadie made Layup. Assisted by Aarun Rumbaugh.,19,33
2:46,2678,Julian Eleby missed Three Point Jumper.,19,33
2:46,-1,Tyler McCreadie Defensive Rebound.,19,33
2:26,2678,Foul on Fred Iruafemi.,19,33
2:22,2678,Foul on Julian Eleby.,19,33
2:18,-1,Aarun Rumbaugh missed Jumper.,19,33
2:18,2678,Chuchu Enechionyia Defensive Rebound.,19,33
2:08,2678,Garrett Gilkeson Turnover.,19,33
2:07,-1,Damen Thacker Steal.,19,33
1:55,-1,Damen Thacker missed Three Point Jumper.,19,33
1:55,2678,QJ Peterson Defensive Rebound.,19,33
1:43,2678,Adrian Rich made Three Point Jumper. Assisted by QJ Peterson.,19,36
1:32,-1,Kellen Winslow missed Three Point Jumper.,19,36
1:32,-1,Southern Virginia University Offensive Rebound.,19,36
1:29,-1,Alec Johnson Turnover.,19,36
1:21,2678,QJ Peterson made Three Point Jumper. Assisted by Garrett Gilkeson.,19,39
1:07,-1,Kellen Winslow Turnover.,19,39
1:05,2678,Garrett Gilkeson Steal.,19,39
1:02,2678,Chuchu Enechionyia missed Layup.,19,39
1:02,-1,Aarun Rumbaugh Defensive Rebound.,19,39
1:02,2678,Foul on Garrett Gilkeson.,19,39
1:02,-1,Aarun Rumbaugh made Free Throw.,20,39
1:02,-1,Aarun Rumbaugh made Free Throw.,21,39
0:52,2678,Garrett Gilkeson missed Three Point Jumper.,21,39
0:52,2678,Chuchu Enechionyia Offensive Rebound.,21,39
0:37,2678,QJ Peterson made Layup.,21,41
0:25,-1,Alec Johnson missed Three Point Jumper.,21,41
0:25,-1,Aarun Rumbaugh Offensive Rebound.,21,41
0:20,-1,Aarun Rumbaugh missed Jumper.,21,41
0:20,2678,QJ Peterson Defensive Rebound.,21,41
0:07,2678,VMI  Timeout,21,41
0:03,2678,QJ Peterson missed Three Point Jumper.,21,41
0:03,-1,Southern Virginia University Defensive Rebound.,21,41
0:00,2678,End of 1st half,21,41
19:36,-1,Aarun Rumbaugh Turnover.,21,41
19:36,2678,Trey Chapman Steal.,21,41
19:17,2678,Fred Iruafemi Turnover.,21,41
19:17,2678,Foul on Fred Iruafemi.,21,41
19:08,2678,Foul on Trey Chapman.,21,41
18:51,2678,Foul on QJ Peterson.,21,41
18:51,-1,Aarun Rumbaugh missed Free Throw.,21,41
18:51,-1,Southern Virginia University Deadball Team Rebound.,21,41
18:51,-1,Aarun Rumbaugh made Free Throw.,22,41
18:47,2678,Adrian Rich missed Layup.,22,41
18:47,2678,Adrian Rich Offensive Rebound.,22,41
18:44,2678,Adrian Rich missed Layup.,22,41
18:44,2678,Fred Iruafemi Offensive Rebound.,22,41
18:39,2678,QJ Peterson made Three Point Jumper. Assisted by Adrian Rich.,22,44
18:20,-1,Michael Price missed Three Point Jumper.,22,44
18:20,-1,Cale Thornton Offensive Rebound.,22,44
18:14,-1,Cale Thornton made Layup.,24,44
18:03,-1,Foul on Michael Price.,24,44
17:52,-1,Foul on Michael Price.,24,44
17:34,2678,Fred Iruafemi missed Jumper.,24,44
17:34,2678,Fred Iruafemi Offensive Rebound.,24,44
17:27,2678,Will Miller missed Jumper.,24,44
17:27,2678,Fred Iruafemi Offensive Rebound.,24,44
17:26,-1,Foul on Damen Thacker.,24,44
17:19,2678,Fred Iruafemi made Dunk. Assisted by QJ Peterson.,24,46
16:58,-1,Damen Thacker Turnover.,24,46
16:56,2678,Adrian Rich Steal.,24,46
16:53,2678,QJ Peterson missed Three Point Jumper.,24,46
16:53,2678,QJ Peterson Offensive Rebound.,24,46
16:48,2678,QJ Peterson missed Layup.,24,46
16:48,-1,Rashay Douglas Defensive Rebound.,24,46
16:41,-1,Damen Thacker made Jumper.,26,46
16:13,2678,Julian Eleby made Layup.,26,48
15:50,-1,Aarun Rumbaugh missed Jumper.,26,48
15:50,-1,Southern Virginia University Offensive Rebound.,26,48
15:49,2678,Official TV Timeout,26,48
15:44,-1,Rashay Douglas Turnover.,26,48
15:42,2678,Julian Eleby Steal.,26,48
15:40,2678,Will Miller missed Three Point Jumper.,26,48
15:40,2678,VMI Offensive Rebound.,26,48
15:25,2678,QJ Peterson missed Jumper.,26,48
15:25,2678,Fred Iruafemi Offensive Rebound.,26,48
15:22,2678,Julian Eleby missed Three Point Jumper.,26,48
15:22,-1,Justin Langford Defensive Rebound.,26,48
15:12,-1,Rashay Douglas made Layup.,28,48
14:40,2678,QJ Peterson made Three Point Jumper. Assisted by Keith Smith.,28,51
14:17,-1,Cale Thornton Turnover.,28,51
14:15,2678,Will Miller Steal.,28,51
14:08,2678,QJ Peterson missed Three Point Jumper.,28,51
14:08,-1,Jace Edmunds Defensive Rebound.,28,51
13:46,2678,Foul on Keith Smith.,28,51
13:36,2678,Foul on Austin Vereen.,28,51
13:32,-1,Jace Edmunds missed Jumper.,28,51
13:32,2678,Armani Branch Defensive Rebound.,28,51
13:06,2678,Julian Eleby missed Jumper.,28,51
13:06,2678,Austin Vereen Offensive Rebound.,28,51
13:02,2678,Austin Vereen missed Layup.,28,51
13:02,-1,Tyler McCreadie Defensive Rebound.,28,51
12:25,-1,Jace Edmunds missed Three Point Jumper.,28,51
12:25,2678,Trey Chapman Defensive Rebound.,28,51
12:08,2678,Armani Branch Turnover.,28,51
11:47,2678,Official TV Timeout,28,51
11:45,-1,Aarun Rumbaugh Turnover.,28,51
11:45,2678,Keith Smith Steal.,28,51
11:42,2678,Keith Smith made Dunk.,28,53
11:13,-1,Alec Johnson missed Jumper.,28,53
11:13,2678,Armani Branch Block.,28,53
11:10,-1,Aarun Rumbaugh Offensive Rebound.,28,53
11:10,-1,Southern Virginia University  Turnover.,28,53
10:58,2678,Garrett Gilkeson missed Three Point Jumper.,28,53
10:58,2678,Armani Branch Offensive Rebound.,28,53
10:53,2678,Armani Branch made Layup.,28,55
10:28,-1,Aarun Rumbaugh made Jumper.,30,55
10:19,2678,Trey Chapman made Jumper.,30,57
10:08,2678,Foul on Keith Smith.,30,57
9:57,2678,Foul on Garrett Gilkeson.,30,57
9:57,-1,Rashay Douglas missed Free Throw.,30,57
9:57,-1,Southern Virginia University Deadball Team Rebound.,30,57
9:57,-1,Rashay Douglas made Free Throw.,31,57
9:48,-1,Foul on Alec Johnson.,31,57
9:46,2678,Armani Branch made Layup. Assisted by Keith Smith.,31,59
9:27,2678,Foul on Keith Smith.,31,59
9:26,-1,Damen Thacker missed Free Throw.,31,59
9:26,2678,Trey Chapman Defensive Rebound.,31,59
9:25,-1,Damen Thacker Turnover.,31,59
9:25,-1,Foul on Damen Thacker.,31,59
9:21,2678,Austin Vereen missed Three Point Jumper.,31,59
9:21,-1,Aarun Rumbaugh Defensive Rebound.,31,59
8:57,-1,Damen Thacker made Layup.,33,59
8:51,2678,Trey Chapman made Jumper.,33,61
8:45,-1,Rashay Douglas made Layup. Assisted by Aarun Rumbaugh.,35,61
8:32,2678,Austin Vereen missed Jumper.,35,61
8:32,-1,Aarun Rumbaugh Defensive Rebound.,35,61
8:17,-1,Rashay Douglas made Jumper.,37,61
8:05,2678,Garrett Gilkeson missed Three Point Jumper.,37,61
8:05,-1,Cale Thornton Defensive Rebound.,37,61
7:50,-1,Aarun Rumbaugh missed Layup.,37,61
7:50,2678,Austin Vereen Block.,37,61
7:42,2678,Trey Chapman Defensive Rebound.,37,61
7:34,2678,Garrett Gilkeson made Layup. Assisted by Trey Chapman.,37,63
7:16,2678,Foul on Keith Smith.,37,63
7:15,-1,Aarun Rumbaugh missed Free Throw.,37,63
7:15,-1,Southern Virginia University Deadball Team Rebound.,37,63
7:15,-1,Southern Virginia University Deadball Team Rebound.,37,63
7:15,-1,Aarun Rumbaugh made Free Throw.,38,63
7:15,-1,Foul on Chris Richardson.,38,63
7:00,2678,Trey Chapman missed Jumper.,38,63
7:00,2678,Trey Chapman Offensive Rebound.,38,63
6:55,2678,Trey Chapman made Layup.,38,65
6:40,2678,Foul on Adrian Rich.,38,65
6:40,-1,Rashay Douglas made Free Throw.,39,65
6:40,-1,Rashay Douglas made Free Throw.,40,65
6:30,2678,Will Miller made Layup. Assisted by Fred Iruafemi.,40,67
6:05,-1,Rashay Douglas missed Three Point Jumper.,40,67
6:05,2678,Fred Iruafemi Defensive Rebound.,40,67
5:43,2678,Garrett Gilkeson made Layup. Assisted by Fred Iruafemi.,40,69
5:30,-1,Alec Johnson made Layup.,42,69
4:48,2678,Keith Smith made Three Point Jumper. Assisted by Adrian Rich.,42,72
4:32,-1,Rashay Douglas made Jumper.,44,72
3:55,2678,Adrian Rich made Jumper.,44,74
3:30,-1,Rashay Douglas Turnover.,44,74
3:30,2678,Adrian Rich Steal.,44,74
3:16,-1,Foul on Aarun Rumbaugh.,44,74
3:16,2678,Garrett Gilkeson made Free Throw.,44,75
3:16,2678,Garrett Gilkeson made Free Throw.,44,76
2:55,2678,Foul on Tyler Creammer.,44,76
2:55,-1,Cale Thornton made Free Throw.,45,76
2:55,-1,Cale Thornton made Free Throw.,46,76
2:32,2678,Keith Smith missed Three Point Jumper.,46,76
2:32,2678,Austin Vereen Offensive Rebound.,46,76
2:10,2678,Austin Vereen Turnover.,46,76
1:47,2678,Foul on Will Weethee.,46,76
1:47,-1,Michael Price made Free Throw.,47,76
1:47,-1,Michael Price missed Free Throw.,47,76
1:47,2678,Chuchu Enechionyia Defensive Rebound.,47,76
1:24,2678,Chuchu Enechionyia made Layup.,47,78
1:24,-1,Foul on Cale Thornton.,47,78
1:24,2678,Chuchu Enechionyia missed Free Throw.,47,78
1:24,-1,Brandon Caputo Defensive Rebound.,47,78
1:10,-1,Rashay Douglas missed Jumper.,47,78
1:10,2678,Chuchu Enechionyia Block.,47,78
1:07,2678,Tyler Creammer Defensive Rebound.,47,78
0:52,2678,D'Andre Mahaffey missed Three Point Jumper.,47,78
0:52,2678,Tyler Creammer Offensive Rebound.,47,78
0:49,2678,Tyler Creammer missed Layup.,47,78
0:49,2678,Tyler Creammer Offensive Rebound.,47,78
0:43,2678,Tyler Creammer Turnover.,47,78
0:41,-1,Rashay Douglas Steal.,47,78
0:28,-1,Alec Johnson missed Jumper.,47,78
0:28,2678,Julian Eleby Defensive Rebound.,47,78
0:03,2678,Marcus Larsson missed Jumper.,47,78
0:03,-1,Cale Thornton Defensive Rebound.,47,78
0:00,-1,Southern Virginia University Deadball Team Rebound.,47,78
0:00,2678,End of Game,45,76
