Rochester College,Error,Eastern Michigan,2199
13:31,2199,Baylee Steele Steal.,7,9
13:27,2199,Ray Lee missed Three Point Jumper.,7,9
13:27,-1,Angelo Griffis Defensive Rebound.,7,9
13:13,-1,Angelo Griffis missed Jumper.,7,9
13:13,2199,James Thompson IV Defensive Rebound.,7,9
13:04,2199,Tim Bond made Layup.,7,11
12:48,-1,Jaylen Larry Turnover.,7,11
12:47,2199,James Thompson IV Steal.,7,11
12:44,-1,Foul on Cap Wilson.,7,11
12:44,2199,Ty Toney made Free Throw.,7,12
12:44,2199,Ty Toney made Free Throw.,7,13
12:35,-1,Armand Cartwright Turnover.,7,13
12:33,2199,Willie Mangum IV Steal.,7,13
12:31,2199,Tim Bond made Dunk. Assisted by Willie Mangum IV.,7,15
12:16,-1,Paris Pereira Turnover.,7,15
12:15,2199,Ty Toney Steal.,7,15
12:12,2199,Ty Toney made Layup.,7,17
11:56,-1,Angelo Griffis Turnover.,7,17
11:56,2199,Official TV Timeout,7,17
11:42,2199,Willie Mangum IV made Three Point Jumper. Assisted by Ty Toney.,7,20
11:18,-1,Angelo Griffis made Three Point Jumper. Assisted by Cap Wilson.,10,20
11:04,2199,Willie Mangum IV made Three Point Jumper. Assisted by Ty Toney.,10,23
10:48,-1,Cap Wilson Turnover.,10,23
10:26,2199,Lamar Wofford-Humphrey Turnover.,10,23
10:26,2199,Foul on Lamar Wofford-Humphrey.,10,23
10:13,-1,Cap Wilson missed Three Point Jumper.,10,23
10:13,2199,Ty Toney Defensive Rebound.,10,23
10:03,-1,Foul on Paris Pereira.,10,23
10:03,2199,Lamar Wofford-Humphrey missed Free Throw.,10,23
10:03,2199,Eastern Michigan Deadball Team Rebound.,10,23
10:03,2199,Lamar Wofford-Humphrey missed Free Throw.,10,23
10:03,-1,Angelo Griffis Defensive Rebound.,10,23
9:49,-1,Cap Wilson missed Three Point Jumper.,10,23
9:49,2199,Ty Toney Defensive Rebound.,10,23
9:34,2199,Jordan Nobles Turnover.,10,23
9:32,-1,Cap Wilson Steal.,10,23
9:30,-1,Paris Pereira made Layup. Assisted by Justin Nafso.,12,23
9:07,2199,Jordan Nobles missed Jumper.,12,23
9:07,2199,Lamar Wofford-Humphrey Offensive Rebound.,12,23
9:03,2199,Jordan Nobles missed Layup.,12,23
9:03,2199,Jordan Nobles Offensive Rebound.,12,23
8:58,2199,Jordan Nobles made Two Point Tip Shot.,12,25
8:51,-1,Angelo Griffis missed Three Point Jumper.,12,25
8:51,-1,Andrew Kline Offensive Rebound.,12,25
8:46,2199,Foul on Lamar Wofford-Humphrey.,12,25
8:33,-1,Justin Nafso made Three Point Jumper. Assisted by Paris Pereira.,15,25
8:15,2199,James Thompson IV made Dunk. Assisted by Willie Mangum IV.,15,27
7:59,-1,Angelo Griffis missed Three Point Jumper.,15,27
7:59,2199,James Thompson IV Defensive Rebound.,15,27
7:49,2199,Jordan Nobles missed Three Point Jumper.,15,27
7:49,-1,Angelo Griffis Defensive Rebound.,15,27
7:38,-1,Paris Pereira missed Three Point Jumper.,15,27
7:38,-1,Angelo Griffis Offensive Rebound.,15,27
7:25,-1,Justin Nafso missed Three Point Jumper.,15,27
7:25,2199,James Thompson IV Defensive Rebound.,15,27
7:02,2199,Jordan Nobles Turnover.,15,27
6:44,-1,Jaylen Larry made Layup.,17,27
6:44,2199,Foul on Nick Madray.,17,27
6:44,2199,Official TV Timeout,17,27
6:44,-1,Jaylen Larry made Free Throw.,18,27
6:33,2199,Tim Bond Turnover.,18,27
6:33,-1,Jaylen Larry Steal.,18,27
6:12,-1,Armand Cartwright missed Three Point Jumper.,18,27
6:12,2199,Tim Bond Defensive Rebound.,18,27
6:06,2199,Tim Bond Turnover.,18,27
6:05,-1,Jaylen Larry Steal.,18,27
6:01,-1,Jaylen Larry missed Layup.,18,27
6:01,2199,Eastern Michigan Defensive Rebound.,18,27
5:46,2199,Ty Toney Turnover.,18,27
5:46,2199,Foul on Ty Toney.,18,27
5:34,-1,Jaylen Larry missed Layup.,18,27
5:34,2199,James Thompson IV Defensive Rebound.,18,27
5:17,-1,Foul on Paris Pereira.,18,27
5:17,2199,Ray Lee made Free Throw.,18,28
5:17,2199,Ray Lee made Free Throw.,18,29
4:51,-1,Jaylen Larry missed Jumper.,18,29
4:51,2199,James Thompson IV Defensive Rebound.,18,29
4:32,2199,Willie Mangum IV made Three Point Jumper.,18,32
4:14,-1,Angelo Griffis made Layup.,20,32
4:04,2199,Willie Mangum IV missed Three Point Jumper.,20,32
4:04,2199,James Thompson IV Offensive Rebound.,20,32
4:02,2199,James Thompson IV made Layup.,20,34
3:58,2199,Official TV Timeout,20,34
3:44,-1,Armand Cartwright Turnover.,20,34
3:43,2199,Ray Lee Steal.,20,34
3:40,-1,Foul on Armand Cartwright.,20,34
3:40,2199,Ray Lee missed Free Throw.,20,34
3:40,2199,Eastern Michigan Deadball Team Rebound.,20,34
3:40,2199,Ray Lee made Free Throw.,20,35
3:29,-1,Angelo Griffis missed Three Point Jumper.,20,35
3:29,-1,Rochester College Offensive Rebound.,20,35
3:11,-1,Angelo Griffis Turnover.,20,35
3:11,2199,James Thompson IV Steal.,20,35
3:09,2199,Ray Lee made Layup. Assisted by James Thompson IV.,20,37
2:53,-1,Andrew Kline Turnover.,20,37
2:52,2199,Ray Lee Steal.,20,37
2:50,-1,Foul on Andrew Kline.,20,37
2:50,2199,Ray Lee missed Free Throw.,20,37
2:50,2199,Eastern Michigan Deadball Team Rebound.,20,37
2:50,2199,Ray Lee made Free Throw.,20,38
2:35,-1,Angelo Griffis made Three Point Jumper. Assisted by Justin Nafso.,23,38
2:11,2199,Willie Mangum IV Turnover.,23,38
2:10,-1,Justin Nafso Steal.,23,38
2:03,-1,Cap Wilson missed Three Point Jumper.,23,38
2:03,-1,Jaylen Larry Offensive Rebound.,23,38
2:00,2199,Foul on Baylee Steele.,23,38
1:56,-1,Angelo Griffis missed Three Point Jumper.,23,38
1:56,2199,Tim Bond Defensive Rebound.,23,38
1:52,2199,Tim Bond Turnover.,23,38
1:36,-1,Andrew Kline missed Jumper.,23,38
1:36,2199,Ray Lee Defensive Rebound.,23,38
1:30,2199,Ray Lee made Layup.,23,40
1:15,-1,Angelo Griffis missed Three Point Jumper.,23,40
1:15,2199,James Thompson IV Defensive Rebound.,23,40
1:04,2199,Ray Lee missed Jumper.,23,40
1:04,-1,Armand Cartwright Defensive Rebound.,23,40
0:36,-1,Andrew Kline missed Three Point Jumper.,23,40
0:36,2199,James Thompson IV Defensive Rebound.,23,40
0:15,2199,Eastern Michigan  Timeout,23,40
0:03,2199,Willie Mangum IV missed Three Point Jumper.,23,40
0:03,2199,Nick Madray Offensive Rebound.,23,40
0:00,2199,End of 1st half,23,40
19:49,2199,Tim Bond missed Jumper.,23,40
19:49,-1,Angelo Griffis Defensive Rebound.,23,40
19:31,-1,Angelo Griffis missed Three Point Jumper.,23,40
19:31,2199,Tim Bond Defensive Rebound.,23,40
19:22,2199,James Thompson IV made Layup. Assisted by Tim Bond.,23,42
19:22,-1,Foul on Justin Nafso.,23,42
19:22,2199,James Thompson IV made Free Throw.,23,43
19:04,-1,Jaylen Larry missed Layup.,23,43
19:04,-1,Angelo Griffis Offensive Rebound.,23,43
19:02,-1,Angelo Griffis made Two Point Tip Shot.,25,43
18:44,2199,Ray Lee Turnover.,25,43
18:44,2199,Foul on Ray Lee.,25,43
18:23,-1,Jaylen Larry missed Jumper.,25,43
18:23,2199,Tim Bond Defensive Rebound.,25,43
18:15,2199,Tim Bond missed Jumper.,25,43
18:15,-1,Jaylen Larry Defensive Rebound.,25,43
18:03,-1,Jaylen Larry made Layup. Assisted by Paris Pereira.,27,43
17:57,2199,Ty Toney made Layup.,27,45
17:34,-1,Paris Pereira missed Layup.,27,45
17:34,2199,Ty Toney Defensive Rebound.,27,45
17:25,2199,James Thompson IV made Dunk. Assisted by Ray Lee.,27,47
16:59,2199,Foul on James Thompson IV.,27,47
16:56,-1,Paris Pereira Turnover.,27,47
16:55,2199,Tim Bond Steal.,27,47
16:52,2199,Ty Toney made Layup. Assisted by Tim Bond.,27,49
16:28,-1,Angelo Griffis missed Layup.,27,49
16:28,2199,James Thompson IV Block.,27,49
16:26,-1,Rochester College Offensive Rebound.,27,49
16:21,2199,Foul on Tim Bond.,27,49
16:18,2199,Foul on Nick Madray.,27,49
16:09,-1,Andrew Kline Turnover.,27,49
16:08,2199,Ray Lee Steal.,27,49
16:07,2199,Ray Lee made Layup.,27,51
15:51,2199,Foul on Lamar Wofford-Humphrey.,27,51
15:51,2199,Official TV Timeout,27,51
15:51,-1,Angelo Griffis made Free Throw.,28,51
15:51,-1,Angelo Griffis made Free Throw.,29,51
15:38,2199,Ray Lee Turnover.,29,51
15:32,-1,Paris Pereira made Three Point Jumper. Assisted by Justin Nafso.,32,51
15:16,2199,Ray Lee Turnover.,32,51
15:16,-1,Justin Nafso Steal.,32,51
15:16,2199,Foul on Ray Lee.,32,51
14:56,-1,Angelo Griffis made Three Point Jumper. Assisted by Paris Pereira.,35,51
14:31,2199,Lamar Wofford-Humphrey missed Three Point Jumper.,35,51
14:31,-1,Cap Wilson Defensive Rebound.,35,51
14:29,2199,Foul on Nick Madray.,35,51
14:29,-1,Cap Wilson made Free Throw.,36,51
14:29,-1,Cap Wilson made Free Throw.,37,51
14:06,2199,Baylee Steele Turnover.,37,51
14:05,-1,Paris Pereira Steal.,37,51
14:00,-1,Paris Pereira missed Three Point Jumper.,37,51
14:00,2199,James Thompson IV Defensive Rebound.,37,51
13:52,2199,Lamar Wofford-Humphrey made Three Point Jumper. Assisted by Willie Mangum IV.,37,54
13:34,-1,Angelo Griffis missed Jumper.,37,54
13:34,-1,Angelo Griffis Offensive Rebound.,37,54
13:30,-1,Angelo Griffis made Layup.,39,54
13:17,2199,Lamar Wofford-Humphrey missed Three Point Jumper.,39,54
13:17,-1,Paris Pereira Defensive Rebound.,39,54
12:59,-1,Cap Wilson made Three Point Jumper. Assisted by Paris Pereira.,42,54
12:55,-1,Rochester College  Timeout,42,54
12:55,2199,Official TV Timeout,42,54
12:29,2199,Ty Toney made Layup.,42,56
12:05,-1,Angelo Griffis missed Three Point Jumper.,42,56
12:05,2199,Baylee Steele Defensive Rebound.,42,56
11:52,2199,Willie Mangum IV missed Jumper.,42,56
11:52,-1,Jaylen Larry Defensive Rebound.,42,56
11:37,2199,Official TV Timeout,42,56
11:20,-1,Rochester College  Turnover.,42,56
11:07,-1,Foul on Armand Cartwright.,42,56
11:05,2199,Willie Mangum IV missed Jumper.,42,56
11:05,2199,Baylee Steele Offensive Rebound.,42,56
11:01,2199,Baylee Steele made Layup.,42,58
10:36,-1,Angelo Griffis missed Layup.,42,58
10:36,-1,Armand Cartwright Offensive Rebound.,42,58
10:30,-1,Angelo Griffis missed Layup.,42,58
10:30,2199,Lamar Wofford-Humphrey Defensive Rebound.,42,58
10:18,2199,Tim Bond made Three Point Jumper. Assisted by Lamar Wofford-Humphrey.,42,61
9:49,-1,Paris Pereira missed Three Point Jumper.,42,61
9:49,2199,Tim Bond Defensive Rebound.,42,61
9:45,-1,Foul on Angelo Griffis.,42,61
9:36,2199,Willie Mangum IV made Three Point Jumper.,42,64
9:15,-1,Jaylen Larry missed Layup.,42,64
9:15,2199,Baylee Steele Block.,42,64
9:14,2199,Baylee Steele Defensive Rebound.,42,64
9:00,2199,Ray Lee made Layup.,42,66
8:28,-1,Justin Nafso made Three Point Jumper. Assisted by Andrew Kline.,45,66
8:11,2199,Baylee Steele missed Layup.,45,66
8:11,-1,Angelo Griffis Defensive Rebound.,45,66
8:04,-1,Andrew Kline missed Three Point Jumper.,45,66
8:04,-1,Paris Pereira Offensive Rebound.,45,66
7:56,-1,Armand Cartwright Turnover.,45,66
7:55,2199,Lamar Wofford-Humphrey Steal.,45,66
7:48,2199,Baylee Steele Turnover.,45,66
7:48,2199,Foul on Baylee Steele.,45,66
7:48,2199,Official TV Timeout,45,66
7:34,2199,Foul on Willie Mangum IV.,45,66
7:34,-1,Angelo Griffis missed Free Throw.,45,66
7:34,2199,James Thompson IV Defensive Rebound.,45,66
7:09,2199,Quaran Jones missed Jumper.,45,66
7:09,-1,Paris Pereira Defensive Rebound.,45,66
6:58,2199,Foul on Willie Mangum IV.,45,66
6:58,-1,Angelo Griffis missed Free Throw.,45,66
6:58,-1,Rochester College Deadball Team Rebound.,45,66
6:58,-1,Angelo Griffis made Free Throw.,46,66
6:49,-1,Foul on Justin Nafso.,46,66
6:44,2199,James Thompson IV made Layup.,46,68
6:24,-1,Angelo Griffis Turnover.,46,68
6:23,2199,Quaran Jones Steal.,46,68
6:20,-1,Foul on Armand Cartwright.,46,68
6:16,2199,Quaran Jones made Layup.,46,70
6:16,-1,Foul on Cap Wilson.,46,70
6:16,2199,Quaran Jones missed Free Throw.,46,70
6:16,-1,Jaylen Larry Defensive Rebound.,46,70
5:49,-1,Angelo Griffis made Three Point Jumper. Assisted by Cap Wilson.,49,70
5:31,2199,Jordan Nobles missed Jumper.,49,70
5:31,-1,Angelo Griffis Defensive Rebound.,49,70
5:07,-1,Cap Wilson missed Three Point Jumper.,49,70
5:07,2199,Quaran Jones Defensive Rebound.,49,70
4:57,2199,Willie Mangum IV made Jumper.,49,72
4:45,-1,Cap Wilson missed Three Point Jumper.,49,72
4:45,2199,Jordan Nobles Defensive Rebound.,49,72
4:37,2199,Jordan Nobles Turnover.,49,72
4:25,2199,Foul on Ray Lee.,49,72
4:25,-1,Jaylen Larry made Free Throw.,50,72
4:25,-1,Jaylen Larry made Free Throw.,51,72
4:15,2199,Willie Mangum IV missed Jumper.,51,72
4:15,2199,Quaran Jones Offensive Rebound.,51,72
4:13,2199,Quaran Jones missed Layup.,51,72
4:13,-1,Angelo Griffis Defensive Rebound.,51,72
3:58,-1,Cap Wilson missed Three Point Jumper.,51,72
3:58,-1,Paris Pereira Offensive Rebound.,51,72
3:52,-1,Paris Pereira made Two Point Tip Shot.,53,72
3:33,2199,Willie Mangum IV Turnover.,53,72
3:32,-1,Paris Pereira Steal.,53,72
3:31,-1,Paris Pereira Turnover.,53,72
3:31,2199,Official TV Timeout,53,72
3:14,2199,Jordan Nobles missed Jumper.,53,72
3:14,2199,Quaran Jones Offensive Rebound.,53,72
3:07,2199,Jordan Nobles missed Layup.,53,72
3:07,-1,Jaylen Larry Block.,53,72
3:05,-1,Angelo Griffis Defensive Rebound.,53,72
2:46,-1,Angelo Griffis made Three Point Jumper.,56,72
2:25,2199,James Thompson IV made Jumper.,56,74
2:02,-1,Angelo Griffis made Three Point Jumper. Assisted by Andrew Kline.,59,74
1:57,2199,Eastern Michigan  Timeout,59,74
1:44,2199,Quaran Jones missed Jumper.,59,74
1:44,2199,Blake Brown Offensive Rebound.,59,74
1:36,2199,Blake Brown Turnover.,59,74
1:35,-1,Paris Pereira Steal.,59,74
1:21,-1,Angelo Griffis missed Three Point Jumper.,59,74
1:21,2199,Quaran Jones Defensive Rebound.,59,74
1:11,2199,Jalen Brown missed Jumper.,59,74
1:11,-1,Paris Pereira Defensive Rebound.,59,74
0:52,-1,Angelo Griffis missed Three Point Jumper.,59,74
0:52,-1,Justin Nafso Offensive Rebound.,59,74
0:48,2199,Foul on Blake Brown.,59,74
0:48,-1,Justin Nafso made Free Throw.,60,74
0:48,-1,Justin Nafso missed Free Throw.,60,74
0:48,2199,Quaran Jones Defensive Rebound.,60,74
0:38,2199,Jalen Brown made Layup.,60,76
0:10,-1,Cap Wilson missed Layup.,60,76
0:10,2199,Quaran Jones Defensive Rebound.,60,76
0:05,-1,Foul on Justin Nafso.,60,76
0:05,2199,Tim Bond made Free Throw.,60,77
0:05,2199,Tim Bond made Free Throw.,60,78
0:00,-1,Cap Wilson made Three Point Jumper. Assisted by Justin Nafso.,63,78
0:00,2199,End of Game,63,78
