Grambling,59,Georgia Tech,2755
15:50,59,Evan Cole Defensive Rebound.,4,2
15:24,59,Brandon Alston Turnover.,4,2
15:24,2755,Anthony Gaston Steal.,4,2
15:21,2755,Ivy Smith Jr. made Layup. Assisted by Anthony Gaston.,6,2
14:53,59,Brandon Alston made Three Point Jumper. Assisted by Jose Alvarado.,6,5
14:30,2755,Axel Mpoyo missed Three Point Jumper.,6,5
14:30,2755,Diontae Jones Offensive Rebound.,6,5
14:27,59,Foul on Jose Alvarado.,6,5
14:27,59,Official TV Timeout,6,5
14:05,2755,Diontae Jones missed Layup.,6,5
14:05,59,Moses Wright Defensive Rebound.,6,5
14:03,2755,Foul on Jason Perry-Murray.,6,5
13:44,59,Moses Wright missed Layup.,6,5
13:44,2755,Diontae Jones Defensive Rebound.,6,5
13:14,2755,Axel Mpoyo made Jumper. Assisted by Anthony Gaston.,8,5
12:56,59,Justin Moore missed Three Point Jumper.,8,5
12:56,59,Tadric Jackson Offensive Rebound.,8,5
12:47,2755,Foul on Axel Mpoyo.,8,5
12:47,59,Ben Lammers made Free Throw.,8,6
12:47,59,Ben Lammers missed Free Throw.,8,6
12:47,2755,Devante Jackson Defensive Rebound.,8,6
12:28,2755,Axel Mpoyo made Jumper.,10,6
12:08,59,Ben Lammers Turnover.,10,6
11:49,59,Foul on Jose Alvarado.,10,6
11:49,59,Official TV Timeout,10,6
11:29,2755,Devante Jackson missed Layup.,10,6
11:29,59,Ben Lammers Block.,10,6
11:28,2755,Anthony Gaston Offensive Rebound.,10,6
11:26,2755,Devante Jackson missed Layup.,10,6
11:26,59,Ben Lammers Block.,10,6
11:24,59,Tadric Jackson Defensive Rebound.,10,6
11:16,59,Tadric Jackson missed Three Point Jumper.,10,6
11:16,59,Curtis Haywood II Offensive Rebound.,10,6
10:56,59,Abdoulaye Gueye missed Jumper.,10,6
10:56,2755,Devante Jackson Defensive Rebound.,10,6
10:49,59,Foul on Abdoulaye Gueye.,10,6
10:35,2755,Anthony Gaston missed Three Point Jumper.,10,6
10:35,59,Curtis Haywood II Defensive Rebound.,10,6
10:24,59,Tadric Jackson missed Jumper.,10,6
10:24,2755,Anthony Gaston Defensive Rebound.,10,6
10:17,2755,Diontae Jones missed Three Point Jumper.,10,6
10:17,59,Curtis Haywood II Defensive Rebound.,10,6
9:50,59,Tadric Jackson missed Three Point Jumper.,10,6
9:50,59,Curtis Haywood II Offensive Rebound.,10,6
9:30,59,Tadric Jackson made Layup. Assisted by Justin Moore.,10,8
9:09,2755,Axel Mpoyo Turnover.,10,8
8:58,59,Ben Lammers missed Jumper.,10,8
8:58,2755,Axel Mpoyo Defensive Rebound.,10,8
8:37,59,Foul on Ben Lammers.,10,8
8:31,2755,Axel Mpoyo made Jumper. Assisted by Anthony Gaston.,12,8
8:14,59,Tadric Jackson made Jumper.,12,10
7:50,2755,Ivy Smith Jr. Turnover.,12,10
7:49,59,Curtis Haywood II Steal.,12,10
7:46,59,Curtis Haywood II missed Three Point Jumper.,12,10
7:46,2755,Drake Wilks Defensive Rebound.,12,10
7:19,2755,Drake Wilks missed Layup.,12,10
7:19,59,Ben Lammers Block.,12,10
7:17,59,Justin Moore Defensive Rebound.,12,10
7:13,59,Tadric Jackson made Dunk. Assisted by Justin Moore.,12,12
7:12,2755,Official TV Timeout,12,12
7:12,59,Official TV Timeout,12,12
7:12,2755,Grambling  Timeout,12,12
6:54,2755,Axel Mpoyo Turnover.,12,12
6:41,2755,Foul on Diontae Jones.,12,12
6:22,59,Brandon Alston made Three Point Jumper. Assisted by Curtis Haywood II.,12,15
5:58,2755,Devante Jackson missed Layup.,12,15
5:58,59,Ben Lammers Defensive Rebound.,12,15
5:25,59,Ben Lammers missed Jumper.,12,15
5:25,2755,Diontae Jones Defensive Rebound.,12,15
5:02,2755,Diontae Jones made Three Point Jumper. Assisted by Ivy Smith Jr..,15,15
4:43,59,Tadric Jackson Turnover.,15,15
4:42,2755,Diontae Jones Steal.,15,15
4:25,2755,Axel Mpoyo made Jumper.,17,15
4:08,59,Tadric Jackson Turnover.,17,15
3:56,59,Foul on Curtis Haywood II.,17,15
3:56,2755,Devante Jackson made Free Throw.,18,15
3:56,2755,Devante Jackson made Free Throw.,19,15
3:44,59,Tadric Jackson missed Jumper.,19,15
3:44,59,Tadric Jackson Offensive Rebound.,19,15
3:40,59,Tadric Jackson made Layup.,19,17
3:16,2755,Devante Jackson Turnover.,19,17
3:09,59,Brandon Alston made Three Point Jumper. Assisted by Jose Alvarado.,19,20
2:58,2755,Devante Jackson missed Three Point Jumper.,19,20
2:58,59,Tadric Jackson Defensive Rebound.,19,20
2:55,2755,Foul on Axel Mpoyo.,19,20
2:55,59,Tadric Jackson made Free Throw.,19,21
2:55,59,Tadric Jackson missed Free Throw.,19,21
2:55,59,Brandon Alston Offensive Rebound.,19,21
2:51,59,Foul on Tadric Jackson.,19,21
2:51,59,Tadric Jackson Turnover.,19,21
2:37,2755,Devante Jackson made Jumper. Assisted by Axel Mpoyo.,21,21
2:24,59,Curtis Haywood II missed Three Point Jumper.,21,21
2:24,2755,Grambling Deadball Team Rebound.,21,21
2:22,59,Foul on Ben Lammers.,21,21
2:22,2755,Devante Jackson made Free Throw.,22,21
2:22,2755,Devante Jackson missed Free Throw.,22,21
2:22,59,Ben Lammers Defensive Rebound.,22,21
2:09,59,Jose Alvarado missed Three Point Jumper.,22,21
2:09,2755,Grambling Deadball Team Rebound.,22,21
2:07,59,Foul on Curtis Haywood II.,22,21
2:07,2755,Ivy Smith Jr. missed Free Throw.,22,21
2:07,59,Ben Lammers Defensive Rebound.,22,21
2:07,59,Ben Lammers missed Jumper.,22,21
2:07,59,Georgia Tech Offensive Rebound.,22,21
1:55,59,Tadric Jackson made Layup. Assisted by Curtis Haywood II.,22,23
1:25,2755,Ivy Smith Jr. missed Jumper.,22,23
1:25,59,Ben Lammers Defensive Rebound.,22,23
1:22,2755,Foul on Ivy Smith Jr..,22,23
1:22,59,Ben Lammers missed Free Throw.,22,23
1:22,2755,Axel Mpoyo Defensive Rebound.,22,23
1:05,2755,Diontae Jones made Three Point Jumper. Assisted by Kareem Wright.,25,23
0:52,59,Brandon Alston missed Three Point Jumper.,25,23
0:52,2755,Axel Mpoyo Defensive Rebound.,25,23
0:33,2755,Kareem Wright Turnover.,25,23
0:33,59,Jose Alvarado Steal.,25,23
0:24,59,Tadric Jackson missed Three Point Jumper.,25,23
0:24,2755,Diontae Jones Defensive Rebound.,25,23
0:04,2755,Kareem Wright missed Three Point Jumper.,25,23
0:04,59,Ben Lammers Block.,25,23
0:04,59,Jose Alvarado Defensive Rebound.,25,23
0:00,59,End of 1st half,25,23
19:51,59,Foul on Ben Lammers.,25,23
19:51,2755,Axel Mpoyo made Free Throw.,26,23
19:51,2755,Axel Mpoyo made Free Throw.,27,23
19:37,59,Jose Alvarado Turnover.,27,23
19:36,2755,Ivy Smith Jr. Steal.,27,23
19:33,2755,Ivy Smith Jr. missed Layup.,27,23
19:33,59,Georgia Tech Deadball Team Rebound.,27,23
19:33,2755,Foul on Axel Mpoyo.,27,23
19:11,59,Tadric Jackson missed Jumper.,27,23
19:11,2755,Axel Mpoyo Block.,27,23
19:09,2755,Jason Perry-Murray Defensive Rebound.,27,23
18:47,2755,Anthony Gaston made Jumper. Assisted by Ivy Smith Jr..,29,23
18:28,59,Ben Lammers Turnover.,29,23
18:27,2755,Anthony Gaston Steal.,29,23
18:25,2755,Ivy Smith Jr. made Layup. Assisted by Anthony Gaston.,31,23
18:03,2755,Foul on Anthony Gaston.,31,23
17:55,2755,Foul on Diontae Jones.,31,23
17:42,2755,Foul on Jason Perry-Murray.,31,23
17:39,59,Moses Wright missed Layup.,31,23
17:39,2755,Devante Jackson Defensive Rebound.,31,23
17:31,2755,Diontae Jones made Three Point Jumper. Assisted by Devante Jackson.,34,23
17:28,59,Georgia Tech  Timeout,34,23
17:14,59,Tadric Jackson missed Jumper.,34,23
17:14,59,Moses Wright Offensive Rebound.,34,23
17:05,59,Foul on Moses Wright.,34,23
17:05,59,Moses Wright Turnover.,34,23
16:48,2755,Axel Mpoyo missed Three Point Jumper.,34,23
16:48,2755,Anthony Gaston Offensive Rebound.,34,23
16:41,2755,Anthony Gaston Turnover.,34,23
16:41,59,Jose Alvarado Steal.,34,23
16:38,2755,Foul on Devante Jackson.,34,23
16:38,59,Tadric Jackson made Free Throw.,34,24
16:38,59,Tadric Jackson missed Free Throw.,34,24
16:38,59,Georgia Tech Deadball Team Rebound.,34,24
16:38,2755,Devante Jackson Turnover.,34,24
16:34,59,Tadric Jackson made Jumper. Assisted by Jose Alvarado.,34,26
16:00,2755,Grambling  Turnover.,34,26
16:00,59,Official TV Timeout,34,26
15:57,59,Official TV Timeout,34,26
15:45,59,Foul on Abdoulaye Gueye.,34,26
15:45,59,Abdoulaye Gueye Turnover.,34,26
15:32,2755,Axel Mpoyo missed Jumper.,34,26
15:32,59,Abdoulaye Gueye Defensive Rebound.,34,26
15:12,59,Abdoulaye Gueye missed Jumper.,34,26
15:12,2755,Axel Mpoyo Defensive Rebound.,34,26
14:50,2755,Axel Mpoyo made Jumper. Assisted by Diontae Jones.,36,26
14:37,59,Jose Alvarado missed Three Point Jumper.,36,26
14:37,2755,Axel Mpoyo Defensive Rebound.,36,26
14:36,59,Foul on Abdoulaye Gueye.,36,26
14:24,2755,Anthony Gaston Turnover.,36,26
14:24,59,Curtis Haywood II Steal.,36,26
14:16,2755,Foul on Devante Jackson.,36,26
14:16,59,Jose Alvarado made Free Throw.,36,27
14:16,59,Jose Alvarado made Free Throw.,36,28
14:01,2755,Foul on Devante Jackson.,36,28
14:01,2755,Devante Jackson Turnover.,36,28
13:47,59,Tadric Jackson missed Three Point Jumper.,36,28
13:47,2755,Diontae Jones Defensive Rebound.,36,28
13:39,2755,Axel Mpoyo made Layup. Assisted by Ivy Smith Jr..,38,28
13:22,59,Curtis Haywood II missed Three Point Jumper.,38,28
13:22,2755,Grambling Deadball Team Rebound.,38,28
13:01,2755,Anthony Gaston missed Layup.,38,28
13:01,2755,Jason Perry-Murray Offensive Rebound.,38,28
12:57,2755,Jason Perry-Murray made Dunk.,40,28
12:45,2755,Foul on Axel Mpoyo.,40,28
12:45,59,Jose Alvarado made Free Throw.,40,29
12:45,59,Jose Alvarado made Free Throw.,40,30
12:31,2755,Jason Perry-Murray missed Layup.,40,30
12:31,59,Ben Lammers Block.,40,30
12:30,59,Ben Lammers Defensive Rebound.,40,30
12:30,2755,Foul on Jason Perry-Murray.,40,30
12:30,59,Ben Lammers made Free Throw.,40,31
12:30,59,Ben Lammers missed Free Throw.,40,31
12:30,2755,Devante Jackson Defensive Rebound.,40,31
12:17,2755,Ivy Smith Jr. missed Layup.,40,31
12:17,59,Ben Lammers Block.,40,31
12:16,59,Georgia Tech Defensive Rebound.,40,31
12:06,59,Ben Lammers Turnover.,40,31
11:46,2755,Diontae Jones made Jumper.,42,31
11:29,59,Tadric Jackson missed Three Point Jumper.,42,31
11:29,2755,Anthony Gaston Defensive Rebound.,42,31
11:10,2755,Diontae Jones made Three Point Jumper. Assisted by Devante Jackson.,45,31
11:07,59,Georgia Tech  Timeout,45,31
11:07,59,Official TV Timeout,45,31
10:48,59,Brandon Alston missed Layup.,45,31
10:48,2755,Diontae Jones Block.,45,31
10:45,2755,Diontae Jones Defensive Rebound.,45,31
10:19,2755,Ivy Smith Jr. made Jumper.,47,31
10:04,59,Jose Alvarado missed Three Point Jumper.,47,31
10:04,2755,Drake Wilks Defensive Rebound.,47,31
9:51,2755,Grambling  Timeout,47,31
9:32,2755,Grambling  Turnover.,47,31
9:11,59,Curtis Haywood II made Three Point Jumper. Assisted by Justin Moore.,47,34
9:02,2755,Drake Wilks Turnover.,47,34
8:48,59,Ben Lammers made Layup. Assisted by Curtis Haywood II.,47,36
8:33,2755,Anthony Gaston Turnover.,47,36
8:31,59,Justin Moore Steal.,47,36
8:19,59,Jose Alvarado missed Three Point Jumper.,47,36
8:19,59,Evan Cole Offensive Rebound.,47,36
8:17,2755,Foul on Anthony Gaston.,47,36
8:17,59,Evan Cole missed Free Throw.,47,36
8:17,59,Georgia Tech Deadball Team Rebound.,47,36
8:17,59,Evan Cole missed Free Throw.,47,36
8:17,2755,Diontae Jones Defensive Rebound.,47,36
8:16,59,Foul on Curtis Haywood II.,47,36
8:05,2755,Diontae Jones made Layup. Assisted by Ivy Smith Jr..,49,36
7:55,59,Tadric Jackson made Jumper. Assisted by Curtis Haywood II.,49,38
7:25,59,Foul on Ben Lammers.,49,38
7:25,59,Official TV Timeout,49,38
7:25,2755,Ivy Smith Jr. missed Free Throw.,49,38
7:25,2755,Grambling Deadball Team Rebound.,49,38
7:25,2755,Ivy Smith Jr. made Free Throw.,50,38
7:18,59,Curtis Haywood II made Three Point Jumper. Assisted by Justin Moore.,50,41
6:47,59,Foul on Jose Alvarado.,50,41
6:47,2755,Anthony Gaston missed Free Throw.,50,41
6:47,59,Tadric Jackson Defensive Rebound.,50,41
6:22,59,Jose Alvarado made Three Point Jumper. Assisted by Justin Moore.,50,44
5:52,2755,Ivy Smith Jr. made Three Point Jumper.,53,44
5:33,59,Jose Alvarado made Three Point Jumper. Assisted by Justin Moore.,53,47
5:12,2755,Ivy Smith Jr. made Jumper.,55,47
4:51,59,Jose Alvarado made Three Point Jumper. Assisted by Justin Moore.,55,50
4:40,2755,Grambling  Timeout,55,50
4:21,2755,Anthony Gaston made Three Point Jumper. Assisted by Ivy Smith Jr..,58,50
4:08,59,Justin Moore missed Three Point Jumper.,58,50
4:08,2755,Axel Mpoyo Defensive Rebound.,58,50
3:46,2755,Kareem Wright Turnover.,58,50
3:46,59,Official TV Timeout,58,50
3:30,59,Jose Alvarado made Jumper. Assisted by Brandon Alston.,58,52
3:00,2755,Ivy Smith Jr. missed Layup.,58,52
3:00,59,Ben Lammers Defensive Rebound.,58,52
2:52,59,Curtis Haywood II made Three Point Jumper. Assisted by Jose Alvarado.,58,55
2:29,2755,Ivy Smith Jr. Turnover.,58,55
2:26,59,Tadric Jackson made Layup.,58,57
1:56,2755,Diontae Jones missed Jumper.,58,57
1:56,2755,Devante Jackson Offensive Rebound.,58,57
1:53,2755,Devante Jackson made Two Point Tip Shot.,60,57
1:41,2755,Foul on Devante Jackson.,60,57
1:41,59,Tadric Jackson made Free Throw.,60,58
1:41,59,Tadric Jackson missed Free Throw.,60,58
1:41,2755,Devante Jackson Defensive Rebound.,60,58
1:18,2755,Axel Mpoyo missed Jumper.,60,58
1:18,59,Ben Lammers Block.,60,58
1:15,2755,Axel Mpoyo Offensive Rebound.,60,58
1:11,2755,Anthony Gaston missed Layup.,60,58
1:11,59,Georgia Tech Deadball Team Rebound.,60,58
1:02,59,Jose Alvarado made Three Point Jumper. Assisted by Curtis Haywood II.,60,61
0:44,2755,Ivy Smith Jr. Turnover.,60,61
0:43,2755,Foul on Devante Jackson.,60,61
0:43,59,Jose Alvarado made Free Throw.,60,62
0:43,59,Jose Alvarado made Free Throw.,60,63
0:43,59,Foul on Brandon Alston.,60,63
0:43,2755,Ivy Smith Jr. made Free Throw.,61,63
0:43,2755,Ivy Smith Jr. made Free Throw.,62,63
0:43,59,Curtis Haywood II Turnover.,62,63
0:37,2755,Anthony Gaston missed Three Point Jumper.,62,63
0:37,59,Tadric Jackson Defensive Rebound.,62,63
0:34,2755,Foul on Axel Mpoyo.,62,63
0:34,59,Tadric Jackson missed Free Throw.,62,63
0:34,59,Georgia Tech Deadball Team Rebound.,62,63
0:34,59,Tadric Jackson missed Free Throw.,62,63
0:34,2755,Drake Wilks Defensive Rebound.,62,63
0:22,2755,Grambling  Timeout,62,63
0:08,2755,Ivy Smith Jr. missed Layup.,62,63
0:08,59,Curtis Haywood II Defensive Rebound.,62,63
0:06,59,Grambling credited with 2 Team points due to Georgia Tech own basket. Georgia Tech  Timeout,64,63
0:02,2755,Drake Wilks missed Jumper.,64,63
0:02,59,Tadric Jackson Defensive Rebound.,64,63
0:00,59,End of Game,64,63
