Coppin State,195,Ohio,2154
8:42,195,Foul on Gavin Block.,11,30
8:42,2154,Adam Traore missed Free Throw.,11,30
8:42,2154,Coppin State Deadball Team Rebound.,11,30
8:42,2154,Adam Traore made Free Throw.,12,30
8:24,195,Doug Taylor made Layup.,12,32
8:05,2154,Cedric Council Jr. missed Three Point Jumper.,12,32
8:05,2154,Adam Traore Offensive Rebound.,12,32
8:00,2154,Tre' Thomas missed Three Point Jumper.,12,32
8:00,195,Doug Taylor Defensive Rebound.,12,32
7:51,195,Zach Butler missed Jumper.,12,32
7:51,2154,Cedric Council Jr. Defensive Rebound.,12,32
7:37,2154,Cedric Council Jr. missed Layup.,12,32
7:37,195,Jordan Dartis Defensive Rebound.,12,32
7:26,195,Zach Butler missed Jumper.,12,32
7:26,2154,Tre' Thomas Defensive Rebound.,12,32
7:20,2154,Keandre Fair missed Layup.,12,32
7:20,195,Doug Taylor Defensive Rebound.,12,32
6:59,195,Doug Taylor missed Jumper.,12,32
6:59,2154,Adam Traore Defensive Rebound.,12,32
6:47,2154,Lamar Morgan missed Three Point Jumper.,12,32
6:47,195,Doug Taylor Defensive Rebound.,12,32
6:32,195,Mike Laster made Jumper. Assisted by Zach Butler.,12,34
6:15,2154,Lamar Morgan Turnover.,12,34
6:14,195,Doug Taylor Steal.,12,34
6:11,195,Zach Butler missed Layup.,12,34
6:11,2154,Cedric Council Jr. Block.,12,34
6:11,195,Ohio Offensive Rebound.,12,34
6:11,195,Official TV Timeout,12,34
6:08,195,Gavin Block missed Jumper.,12,34
6:08,2154,Blake Simpson Defensive Rebound.,12,34
5:53,2154,Adam Traore missed Layup.,12,34
5:53,195,Ohio Defensive Rebound.,12,34
5:32,195,Jordan Dartis made Three Point Jumper. Assisted by Kevin Mickle.,12,37
5:10,2154,Adam Traore missed Layup.,12,37
5:10,2154,Adam Traore Offensive Rebound.,12,37
5:08,2154,Adam Traore made Layup.,14,37
5:02,195,Foul on Kevin Mickle.,14,37
4:50,2154,Adam Traore made Free Throw.,15,37
4:41,195,Kevin Mickle missed Three Point Jumper.,15,37
4:41,2154,Adam Traore Defensive Rebound.,15,37
4:27,2154,Karonn Davis made Jumper.,17,37
4:10,195,Kevin Mickle missed Jumper.,17,37
4:10,2154,Cedric Council Jr. Block.,17,37
4:08,2154,Adam Traore Defensive Rebound.,17,37
3:58,2154,Karonn Davis missed Three Point Jumper.,17,37
3:58,195,Jordan Dartis Defensive Rebound.,17,37
3:47,2154,Foul on Adam Traore.,17,37
3:47,195,Official TV Timeout,17,37
3:47,195,Kevin Mickle made Free Throw.,17,38
3:47,195,Kevin Mickle missed Free Throw.,17,38
3:47,2154,Adam Traore Defensive Rebound.,17,38
3:25,2154,Tre' Thomas Turnover.,17,38
3:23,195,Kevin Mickle Steal.,17,38
3:03,195,Kevin Mickle made Jumper. Assisted by Mike Laster.,17,40
2:44,2154,Adam Traore missed Layup.,17,40
2:44,195,Kevin Mickle Block.,17,40
2:41,195,Kevin Mickle Defensive Rebound.,17,40
2:27,195,Mike Laster missed Three Point Jumper.,17,40
2:27,2154,Cedric Council Jr. Defensive Rebound.,17,40
2:15,2154,Lucian Brownlee missed Three Point Jumper.,17,40
2:15,195,James Gollon Defensive Rebound.,17,40
1:59,195,Mike Laster made Three Point Jumper. Assisted by Kevin Mickle.,17,43
1:35,2154,Adam Traore Turnover.,17,43
1:19,195,Teyvion Kirk missed Layup.,17,43
1:19,2154,Cedric Council Jr. Block.,17,43
1:16,195,Kevin Mickle Offensive Rebound.,17,43
1:15,195,Kevin Mickle made Layup.,17,45
0:59,2154,Cedric Council Jr. missed Three Point Jumper.,17,45
0:59,195,Zach Butler Defensive Rebound.,17,45
0:43,195,Teyvion Kirk missed Layup.,17,45
0:43,2154,Lamar Morgan Defensive Rebound.,17,45
0:30,2154,Tre' Thomas missed Jumper.,17,45
0:30,195,James Gollon Defensive Rebound.,17,45
0:04,195,Zach Butler missed Jumper.,17,45
0:04,195,Teyvion Kirk Offensive Rebound.,17,45
0:01,195,Teyvion Kirk missed Layup.,17,45
0:01,195,Doug Taylor Offensive Rebound.,17,45
0:00,195,End of 1st half,17,45
19:44,195,Jordan Dartis missed Three Point Jumper.,17,45
19:44,2154,Lamar Morgan Defensive Rebound.,17,45
19:22,2154,Karonn Davis missed Jumper.,17,45
19:22,2154,Blake Simpson Offensive Rebound.,17,45
19:21,2154,Blake Simpson missed Layup.,17,45
19:20,195,Teyvion Kirk Block.,17,45
19:19,195,Ohio Offensive Rebound.,17,45
19:17,2154,Cedric Council Jr. missed Layup.,17,45
19:17,195,Teyvion Kirk Defensive Rebound.,17,45
19:10,195,Gavin Block missed Three Point Jumper.,17,45
19:10,2154,Blake Simpson Defensive Rebound.,17,45
18:51,2154,Lamar Morgan Turnover.,17,45
18:50,195,Gavin Block Steal.,17,45
18:46,195,Mike Laster made Dunk. Assisted by Gavin Block.,17,47
18:22,2154,Blake Simpson made Jumper. Assisted by Lamar Morgan.,19,47
18:10,195,Mike Laster made Jumper.,19,49
17:49,2154,Karonn Davis missed Jumper.,19,49
17:49,195,Doug Taylor Defensive Rebound.,19,49
17:33,195,Teyvion Kirk missed Jumper.,19,49
17:33,195,Ohio Offensive Rebound.,19,49
17:27,195,Mike Laster made Jumper. Assisted by Jordan Dartis.,19,51
17:10,2154,Taqwain Drummond missed Jumper.,19,51
17:10,195,Jordan Dartis Defensive Rebound.,19,51
16:59,195,Doug Taylor missed Layup.,19,51
16:59,195,Teyvion Kirk Offensive Rebound.,19,51
16:57,195,Teyvion Kirk made Layup.,19,53
16:34,2154,Taqwain Drummond missed Three Point Jumper.,19,53
16:34,195,Teyvion Kirk Defensive Rebound.,19,53
16:12,195,Teyvion Kirk missed Layup.,19,53
16:12,195,Doug Taylor Offensive Rebound.,19,53
16:11,2154,Foul on Chad Andrews-Fulton.,19,53
15:46,195,Official TV Timeout,19,53
15:41,195,Teyvion Kirk made Layup. Assisted by Gavin Block.,19,55
15:25,2154,Tre' Thomas Turnover.,19,55
15:24,195,Teyvion Kirk Steal.,19,55
15:19,195,Kevin Mickle made Dunk. Assisted by Teyvion Kirk.,19,57
14:56,2154,Lucian Brownlee missed Three Point Jumper.,19,57
14:56,2154,Adam Traore Offensive Rebound.,19,57
14:53,195,Foul on Zach Butler.,19,57
14:52,2154,Lucian Brownlee missed Jumper.,19,57
14:52,195,Teyvion Kirk Defensive Rebound.,19,57
14:39,195,Ellis Dozier missed Three Point Jumper.,19,57
14:39,2154,Tre' Thomas Defensive Rebound.,19,57
14:20,2154,Lucian Brownlee missed Three Point Jumper.,19,57
14:20,195,Teyvion Kirk Defensive Rebound.,19,57
14:06,195,Kevin Mickle Turnover.,19,57
13:51,2154,Tre' Thomas Turnover.,19,57
13:50,195,Zach Butler Steal.,19,57
13:49,2154,Foul on Chad Andrews-Fulton.,19,57
13:49,195,Kevin Mickle made Free Throw.,19,58
13:49,195,Kevin Mickle missed Free Throw.,19,58
13:49,195,Ellis Dozier Offensive Rebound.,19,58
13:44,195,Ellis Dozier missed Layup.,19,58
13:44,2154,Chad Andrews-Fulton Block.,19,58
13:41,2154,Keandre Fair Defensive Rebound.,19,58
13:19,2154,Karonn Davis made Layup.,21,58
13:14,195,Mike Laster Turnover.,21,58
12:52,2154,Adam Traore missed Layup.,21,58
12:52,195,James Gollon Defensive Rebound.,21,58
12:45,2154,Foul on Adam Traore.,21,58
12:45,195,James Gollon made Free Throw.,21,59
12:45,195,James Gollon made Free Throw.,21,60
12:27,195,Foul on Mike Laster.,21,60
12:27,2154,Cedric Council Jr. made Free Throw.,22,60
12:27,2154,Cedric Council Jr. made Free Throw.,23,60
12:14,2154,Foul on Lucian Brownlee.,23,60
11:57,195,Kevin Mickle made Layup.,23,62
11:42,2154,Cedric Council Jr. missed Jumper.,23,62
11:42,195,James Gollon Defensive Rebound.,23,62
11:30,195,Ellis Dozier missed Three Point Jumper.,23,62
11:30,195,Kevin Mickle Offensive Rebound.,23,62
11:27,2154,Foul on Adam Traore.,23,62
11:23,2154,Foul on Tre' Thomas.,23,62
11:17,195,Zach Butler Turnover.,23,62
11:16,2154,Karonn Davis Steal.,23,62
11:12,2154,Keandre Fair made Three Point Jumper. Assisted by Karonn Davis.,26,62
10:56,195,Zach Butler missed Layup.,26,62
10:56,195,Teyvion Kirk Offensive Rebound.,26,62
10:54,2154,Foul on Adam Traore.,26,63
10:54,2154,Foul on Karonn Davis.,26,63
10:54,195,James Gollon made Free Throw.,26,64
10:54,195,Teyvion Kirk made Free Throw.,26,65
10:54,195,James Gollon made Free Throw.,26,63
10:54,2154,Technical Foul on Karonn Davis.,26,63
10:54,195,Teyvion Kirk made Free Throw.,26,66
10:41,2154,Lamar Morgan Turnover.,26,66
10:39,195,Kevin Mickle Steal.,26,66
10:36,195,Kevin Mickle made Layup.,26,68
10:07,195,Foul on Ellis Dozier.,26,68
10:07,2154,Adam Traore missed Free Throw.,26,68
10:07,2154,Coppin State Deadball Team Rebound.,26,68
10:07,2154,Adam Traore made Free Throw.,27,68
9:54,195,Zach Butler Turnover.,27,68
9:54,195,Foul on Zach Butler.,27,68
9:43,2154,Lamar Morgan missed Three Point Jumper.,27,68
9:43,195,Zach Butler Defensive Rebound.,27,68
9:29,195,Doug Taylor Turnover.,27,68
9:20,2154,Keandre Fair missed Three Point Jumper.,27,68
9:20,195,James Gollon Defensive Rebound.,27,68
9:15,2154,Foul on Keandre Fair.,27,68
9:15,195,James Gollon made Free Throw.,27,69
9:15,195,James Gollon made Free Throw.,27,70
8:48,2154,Taqwain Drummond made Jumper.,29,70
8:28,195,Ellis Dozier made Layup.,29,72
8:11,2154,Cedric Council Jr. missed Three Point Jumper.,29,72
8:11,195,Ellis Dozier Defensive Rebound.,29,72
8:02,195,Mike Laster missed Layup.,29,72
8:02,2154,Taqwain Drummond Defensive Rebound.,29,72
7:48,2154,Tre' Thomas made Jumper.,31,72
7:29,195,Ellis Dozier missed Layup.,31,72
7:29,2154,Cedric Council Jr. Block.,31,72
7:29,195,Ohio Offensive Rebound.,31,72
7:22,195,Mike Laster Turnover.,31,72
7:21,2154,Karonn Davis Steal.,31,72
7:11,2154,Karonn Davis missed Jumper.,31,72
7:11,195,Zach Butler Defensive Rebound.,31,72
6:50,195,Mike Laster missed Jumper.,31,72
6:50,2154,Cedric Council Jr. Defensive Rebound.,31,72
6:41,195,Foul on Ellis Dozier.,31,72
6:41,2154,Tre' Thomas made Free Throw.,32,72
6:41,2154,Tre' Thomas made Free Throw.,33,72
6:23,195,Ellis Dozier missed Jumper.,33,72
6:23,2154,Tre' Thomas Defensive Rebound.,33,72
6:13,2154,Tre' Thomas missed Jumper.,33,72
6:13,195,Sam Frayer Defensive Rebound.,33,72
5:57,195,Sam Frayer missed Three Point Jumper.,33,72
5:57,2154,Lamar Morgan Defensive Rebound.,33,72
5:48,2154,Taqwain Drummond Turnover.,33,72
5:45,195,Jaylin McDonald Steal.,33,72
5:24,195,Sam Frayer missed Jumper.,33,72
5:24,2154,Lamar Morgan Defensive Rebound.,33,72
5:14,2154,Cedric Council Jr. missed Three Point Jumper.,33,72
5:14,195,Sam Frayer Defensive Rebound.,33,72
4:59,195,Zach Butler missed Layup.,33,72
4:59,2154,Cedric Council Jr. Block.,33,72
4:55,2154,Cedric Council Jr. Defensive Rebound.,33,72
4:44,2154,Karonn Davis missed Three Point Jumper.,33,72
4:44,195,Sam Frayer Defensive Rebound.,33,72
4:18,195,Antonio Bisutti missed Jumper.,33,72
4:18,2154,Lamar Morgan Defensive Rebound.,33,72
4:11,2154,Karonn Davis missed Three Point Jumper.,33,72
4:11,195,Ellis Dozier Defensive Rebound.,33,72
3:58,195,Ellis Dozier missed Jumper.,33,72
3:58,2154,Lamar Morgan Defensive Rebound.,33,72
3:55,2154,Coppin State  Timeout,33,72
3:40,2154,Blake Simpson made Jumper. Assisted by Taqwain Drummond.,35,72
3:15,195,Zach Butler missed Three Point Jumper.,35,72
3:15,2154,Taqwain Drummond Defensive Rebound.,35,72
2:58,2154,Blake Simpson made Jumper. Assisted by Taqwain Drummond.,37,72
2:29,195,Sam Frayer made Three Point Jumper. Assisted by Antonio Bisutti.,37,75
2:13,2154,Lucian Brownlee missed Jumper.,37,75
2:13,195,Jaylin McDonald Defensive Rebound.,37,75
2:00,195,Zach Butler made Jumper.,37,77
1:46,2154,Keandre Fair missed Three Point Jumper.,37,77
1:46,195,Zach Butler Defensive Rebound.,37,77
1:22,2154,Foul on Blake Simpson.,37,77
1:22,195,Official TV Timeout,37,77
1:22,195,Zach Butler missed Free Throw.,37,77
1:22,195,Ohio Deadball Team Rebound.,37,77
1:22,195,Zach Butler made Free Throw.,37,78
1:09,2154,Taqwain Drummond Turnover.,37,78
0:55,195,Zach Butler missed Layup.,37,78
0:55,195,Jaylin McDonald Offensive Rebound.,37,78
0:52,195,Jaylin McDonald missed Layup.,37,78
0:52,195,Ellis Dozier Offensive Rebound.,37,78
0:46,195,Ellis Dozier made Layup.,37,80
0:31,2154,Lucian Brownlee missed Three Point Jumper.,37,80
0:31,195,Zach Butler Defensive Rebound.,37,80
0:12,195,Antonio Bisutti missed Three Point Jumper.,37,80
0:12,2154,Coppin State Defensive Rebound.,37,80
0:04,2154,Lamar Morgan missed Three Point Jumper.,37,80
0:04,2154,Coppin State Offensive Rebound.,37,80
0:00,195,End of Game,37,79
