Fairfield,2681,Wagner,2217
8:58,2681,Elijah Davis Defensive Rebound.,21,21
8:46,2681,Devin Liggeons missed Jumper.,21,21
8:46,2217,Tyler Nelson Defensive Rebound.,21,21
8:41,2217,Ferron Flavors Jr. missed Three Point Jumper.,21,21
8:41,2681,JoJo Cooper Defensive Rebound.,21,21
8:33,2217,Foul on Taj Benning.,21,21
8:33,2681,JoJo Cooper made Free Throw.,21,22
8:33,2681,JoJo Cooper made Free Throw.,21,23
8:14,2217,Tyler Nelson missed Three Point Jumper.,21,23
8:14,2217,Omar El-Sheikh Offensive Rebound.,21,23
8:11,2681,Foul on Jamar Brown.,21,23
8:11,2217,Omar El-Sheikh made Free Throw.,22,23
8:11,2217,Omar El-Sheikh made Free Throw.,23,23
7:49,2681,Tyler Plummer made Layup. Assisted by Elijah Davis.,23,25
7:49,2217,Foul on Wassef Methnani.,23,25
7:47,2681,Tyler Plummer missed Free Throw.,23,25
7:47,2217,Omar El-Sheikh Defensive Rebound.,23,25
7:24,2217,Wassef Methnani made Layup.,25,25
7:10,2217,Foul on Wassef Methnani.,25,25
7:10,2681,Jamar Brown made Free Throw.,25,26
7:10,2681,Jamar Brown made Free Throw.,25,27
6:53,2217,Tyler Nelson missed Layup.,25,27
6:53,2681,Elijah Davis Defensive Rebound.,25,27
6:45,2681,Blake Francis missed Three Point Jumper.,25,27
6:45,2217,Tyler Nelson Defensive Rebound.,25,27
6:41,2217,Tyler Nelson made Layup.,27,27
6:13,2681,JoJo Cooper missed Three Point Jumper.,27,27
6:13,2217,Omar El-Sheikh Defensive Rebound.,27,27
6:04,2217,Jerome Segura Turnover.,27,27
6:03,2681,JoJo Cooper Steal.,27,27
6:01,2681,JoJo Cooper made Layup.,27,29
5:50,2217,Tyler Nelson missed Layup.,27,29
5:50,2681,AJ Sumbry Block.,27,29
5:48,2217,Fairfield Offensive Rebound.,27,29
5:38,2217,Omar El-Sheikh made Layup.,29,29
5:13,2681,Chase Freeman made Three Point Jumper. Assisted by Blake Francis.,29,32
5:05,2217,missed Three Point Jumper.,29,32
5:05,2681,Elijah Davis Defensive Rebound.,29,32
4:54,2681,Blake Francis missed Jumper.,29,32
4:54,2681,Wagner Offensive Rebound.,29,32
4:54,2217,Foul on Taj Benning.,29,32
4:52,2681,AJ Sumbry made Free Throw.,29,33
4:52,2681,AJ Sumbry missed Free Throw.,29,33
4:52,2217,Omar El-Sheikh Defensive Rebound.,29,33
4:39,2217,Jesus Cruz Turnover.,29,33
4:16,2681,Devin Liggeons missed Three Point Jumper.,29,33
4:16,2681,AJ Sumbry Offensive Rebound.,29,33
4:13,2217,Foul on Jesus Cruz.,29,33
4:13,2681,AJ Sumbry missed Free Throw.,29,33
4:13,2217,Defensive Rebound.,29,33
3:52,2681,Foul on Elijah Davis.,29,33
3:52,2681,Official TV Timeout,29,33
3:52,2217,Omar El-Sheikh made Free Throw.,30,33
3:52,2217,Omar El-Sheikh made Free Throw.,31,33
3:29,2681,Devin Liggeons Turnover.,31,33
3:27,2217,Omar El-Sheikh Steal.,31,33
3:12,2217,Omar El-Sheikh missed Layup.,31,33
3:12,2681,AJ Sumbry Block.,31,33
3:09,2681,AJ Sumbry Defensive Rebound.,31,33
3:04,2681,Devin Liggeons missed Layup.,31,33
3:04,2217,Omar El-Sheikh Block.,31,33
3:02,2217,Tyler Nelson Defensive Rebound.,31,33
2:59,2217,Ferron Flavors Jr. missed Three Point Jumper.,31,33
2:59,2681,Devin Liggeons Defensive Rebound.,31,33
2:51,2217,Foul on Ferron Flavors Jr..,31,33
2:51,2681,JoJo Cooper missed Free Throw.,31,33
2:51,2681,Wagner Deadball Team Rebound.,31,33
2:51,2681,JoJo Cooper made Free Throw.,31,34
2:42,2217,Tyler Nelson made Layup. Assisted by Omar El-Sheikh.,33,34
2:13,2681,Elijah Davis missed Three Point Jumper.,33,34
2:13,2681,Devin Liggeons Offensive Rebound.,33,34
1:50,2217,Foul on Omar El-Sheikh.,33,34
1:50,2681,JoJo Cooper missed Free Throw.,33,34
1:50,2681,Wagner Deadball Team Rebound.,33,34
1:50,2681,JoJo Cooper made Free Throw.,33,35
1:31,2217,Tyler Nelson missed Three Point Jumper.,33,35
1:31,2681,AJ Sumbry Defensive Rebound.,33,35
1:20,2681,Elijah Davis Turnover.,33,35
0:55,2217,Jonathan Kasibabu Turnover.,33,35
0:32,2681,Elijah Davis missed Three Point Jumper.,33,35
0:32,2217,Fairfield Defensive Rebound.,33,35
0:28,2681,Foul on Devin Liggeons.,33,35
0:28,2217,Jerome Segura missed Free Throw.,33,35
0:28,2681,Elijah Davis Defensive Rebound.,33,35
0:23,2681,JoJo Cooper missed Layup.,33,35
0:23,2681,AJ Sumbry Offensive Rebound.,33,35
0:20,2217,Foul on Jonathan Kasibabu.,33,35
0:20,2217,Fairfield  Timeout,33,35
0:20,2681,AJ Sumbry made Free Throw.,33,36
0:20,2681,AJ Sumbry made Free Throw.,33,37
0:01,2217,Ferron Flavors Jr. missed Three Point Jumper.,33,37
0:01,2217,Fairfield Offensive Rebound.,33,37
0:00,2681,End of 1st half,33,37
19:50,2217,Tyler Nelson made Layup. Assisted by Omar El-Sheikh.,35,37
19:31,2681,Blake Francis missed Three Point Jumper.,35,37
19:31,2217,Omar El-Sheikh Defensive Rebound.,35,37
19:09,2217,missed Layup.,35,37
19:09,2681,AJ Sumbry Block.,35,37
19:07,2681,AJ Sumbry Defensive Rebound.,35,37
18:56,2681,Blake Francis made Jumper.,35,39
18:49,2217,Tyler Nelson missed Three Point Jumper.,35,39
18:49,2681,Wagner Defensive Rebound.,35,39
18:46,2217,Foul on Omar El-Sheikh.,35,39
18:21,2681,JoJo Cooper made Jumper.,35,41
17:58,2217,made Layup. Assisted by Tyler Nelson.,37,41
17:58,2681,Foul on Nigel Jackson.,37,41
17:58,2217,made Free Throw.,38,41
17:42,2681,Nigel Jackson made Three Point Jumper. Assisted by Blake Francis.,38,44
17:15,2217,made Three Point Jumper. Assisted by Jesus Cruz.,41,44
16:49,2681,AJ Sumbry made Layup. Assisted by JoJo Cooper.,41,46
16:40,2681,Foul on Devin Liggeons.,41,46
16:40,2217,Jesus Cruz missed Free Throw.,41,46
16:40,2217,Fairfield Deadball Team Rebound.,41,46
16:40,2217,Jesus Cruz made Free Throw.,42,46
16:24,2681,Blake Francis missed Three Point Jumper.,42,46
16:24,2217,Jesus Cruz Defensive Rebound.,42,46
16:17,2217,Jesus Cruz missed Layup.,42,46
16:17,2681,Devin Liggeons Block.,42,46
16:15,2217,Omar El-Sheikh Offensive Rebound.,42,46
16:14,2217,Omar El-Sheikh made Two Point Tip Shot.,44,46
15:57,2681,Official TV Timeout,44,46
15:44,2681,Blake Francis missed Jumper.,44,46
15:44,2217,Fairfield Defensive Rebound.,44,46
15:21,2217,made Layup. Assisted by Omar El-Sheikh.,46,46
15:02,2681,Elijah Davis missed Three Point Jumper.,46,46
15:02,2217,Omar El-Sheikh Defensive Rebound.,46,46
14:51,2217,Jesus Cruz Turnover.,46,46
14:50,2681,Elijah Davis Steal.,46,46
14:47,2681,Blake Francis made Layup. Assisted by JoJo Cooper.,46,48
14:37,2217,Ferron Flavors Jr. missed Three Point Jumper.,46,48
14:37,2681,Nigel Jackson Defensive Rebound.,46,48
14:20,2681,JoJo Cooper Turnover.,46,48
13:54,2217,made Layup. Assisted by Wassef Methnani.,48,48
13:32,2681,JoJo Cooper made Jumper.,48,50
13:31,2681,Official TV Timeout,48,50
13:18,2681,Foul on JoJo Cooper.,48,50
13:18,2681,Foul on Elijah Davis.,48,50
13:02,2217,made Three Point Jumper. Assisted by Tyler Nelson.,51,50
12:42,2681,JoJo Cooper made Three Point Jumper.,51,53
12:16,2217,missed Three Point Jumper.,51,53
12:16,2681,AJ Sumbry Defensive Rebound.,51,53
12:06,2217,Foul on Wassef Methnani.,51,53
12:06,2681,JoJo Cooper made Free Throw.,51,54
12:06,2681,JoJo Cooper made Free Throw.,51,55
11:44,2681,Foul on Nigel Jackson.,51,55
11:44,2681,Official TV Timeout,51,55
11:44,2217,Omar El-Sheikh made Free Throw.,52,55
11:44,2217,Omar El-Sheikh missed Free Throw.,52,55
11:44,2681,Wagner Defensive Rebound.,52,55
11:26,2217,Foul on Omar El-Sheikh.,52,55
11:26,2681,AJ Sumbry missed Free Throw.,52,55
11:26,2681,Wagner Deadball Team Rebound.,52,55
11:26,2681,AJ Sumbry made Free Throw.,52,56
11:15,2217,Jesus Cruz made Layup. Assisted by  .,54,56
11:00,2681,Blake Francis missed Three Point Jumper.,54,56
11:00,2217,Tyler Nelson Defensive Rebound.,54,56
10:49,2217,Jesus Cruz missed Three Point Jumper.,54,56
10:49,2217,Fairfield Offensive Rebound.,54,56
10:46,2681,Foul on Nick Madray.,54,56
10:28,2217,Tyler Nelson missed Jumper.,54,56
10:28,2681,Blake Francis Defensive Rebound.,54,56
10:21,2681,Blake Francis made Three Point Jumper. Assisted by Devin Liggeons.,54,59
10:08,2217,Ferron Flavors Jr. made Three Point Jumper. Assisted by  .,57,59
10:05,2681,Official TV Timeout,57,59
9:44,2681,Blake Francis made Jumper.,57,61
9:29,2217,made Layup. Assisted by Tyler Nelson.,59,61
9:29,2681,Foul on Nick Madray.,59,61
9:29,2217,made Free Throw.,60,61
9:17,2681,AJ Sumbry missed Layup.,60,61
9:17,2217,Jesus Cruz Block.,60,61
9:15,2681,Elijah Davis Offensive Rebound.,60,61
9:04,2681,JoJo Cooper missed Layup.,60,61
9:04,2217,Omar El-Sheikh Block.,60,61
9:02,2217,Defensive Rebound.,60,61
8:47,2681,Foul on Nick Madray.,60,61
8:47,2217,Jesus Cruz made Free Throw.,61,61
8:47,2217,Jesus Cruz made Free Throw.,62,61
8:27,2681,Elijah Davis missed Three Point Jumper.,62,61
8:27,2681,Nick Madray Offensive Rebound.,62,61
8:23,2217,Foul on Jesus Cruz.,62,61
8:23,2681,Nick Madray made Free Throw.,62,62
8:23,2681,Nick Madray made Free Throw.,62,63
8:15,2217,Tyler Nelson made Jumper.,64,63
8:05,2681,Foul on Elijah Davis.,64,63
8:05,2681,Elijah Davis Turnover.,64,63
7:50,2217,Tyler Nelson missed Jumper.,64,63
7:50,2217,Offensive Rebound.,64,63
7:44,2681,Foul on Nick Madray.,64,63
7:44,2217,missed Free Throw.,64,63
7:44,2217,Fairfield Deadball Team Rebound.,64,63
7:44,2217,made Free Throw.,65,63
7:43,2217,Foul on Ferron Flavors Jr..,65,63
7:43,2681,Technical Foul on Elijah Davis.,65,63
7:43,2681,Foul on Elijah Davis.,65,63
7:43,2217,Foul on  .,65,63
7:43,2217,Technical Foul on Fairfield.,65,63
7:26,2681,Elijah Davis missed Jumper.,65,63
7:26,2217,Tyler Nelson Defensive Rebound.,65,63
7:21,2217,Tyler Nelson Turnover.,65,63
7:19,2217,Foul on Omar El-Sheikh.,65,63
7:19,2681,AJ Sumbry missed Free Throw.,65,63
7:19,2681,Wagner Deadball Team Rebound.,65,63
7:19,2681,AJ Sumbry missed Free Throw.,65,63
7:19,2217,Jonathan Kasibabu Defensive Rebound.,65,63
6:59,2217,Tyler Nelson missed Layup.,65,63
6:59,2681,Devin Liggeons Defensive Rebound.,65,63
6:52,2217,Foul on Jesus Cruz.,65,63
6:52,2681,JoJo Cooper missed Free Throw.,65,63
6:52,2681,Wagner Deadball Team Rebound.,65,63
6:52,2681,JoJo Cooper made Free Throw.,65,64
6:40,2217,Tyler Nelson missed Three Point Jumper.,65,64
6:40,2681,JoJo Cooper Defensive Rebound.,65,64
6:32,2217,Foul on  .,65,64
6:32,2681,Devin Liggeons made Free Throw.,65,65
6:32,2681,Devin Liggeons made Free Throw.,65,66
6:17,2217,missed Layup.,65,66
6:17,2681,Wagner Defensive Rebound.,65,66
6:16,2217,Foul on Jonathan Kasibabu.,65,66
6:16,2681,Tyler Plummer missed Free Throw.,65,66
6:16,2681,Wagner Deadball Team Rebound.,65,66
6:16,2681,Tyler Plummer missed Free Throw.,65,66
6:16,2217,Jonathan Kasibabu Defensive Rebound.,65,66
5:53,2217,Tyler Nelson missed Layup.,65,66
5:53,2217,Fairfield Offensive Rebound.,65,66
5:50,2217,Tyler Nelson made Jumper. Assisted by Jerome Segura.,67,66
5:27,2681,Jamar Brown missed Layup.,67,66
5:27,2217,Jonathan Kasibabu Defensive Rebound.,67,66
5:09,2217,Ferron Flavors Jr. made Three Point Jumper. Assisted by Jerome Segura.,70,66
4:45,2681,JoJo Cooper missed Jumper.,70,66
4:45,2681,Blake Francis Offensive Rebound.,70,66
4:17,2681,JoJo Cooper missed Layup.,70,66
4:17,2681,Jamar Brown Offensive Rebound.,70,66
4:13,2681,Jamar Brown made Layup.,70,68
3:57,2217,Tyler Nelson missed Three Point Jumper.,70,68
3:57,2681,Tyler Plummer Defensive Rebound.,70,68
3:32,2681,JoJo Cooper missed Jumper.,70,68
3:32,2217,Defensive Rebound.,70,68
3:09,2217,Tyler Nelson Turnover.,70,68
3:08,2681,JoJo Cooper Steal.,70,68
3:05,2681,Devin Liggeons made Layup.,70,70
2:53,2681,Official TV Timeout,70,70
2:42,2681,Foul on Blake Francis.,70,70
2:42,2217,Tyler Nelson missed Free Throw.,70,70
2:42,2217,Fairfield Deadball Team Rebound.,70,70
2:42,2217,Tyler Nelson made Free Throw.,71,70
2:19,2681,Elijah Davis made Three Point Jumper. Assisted by JoJo Cooper.,71,73
1:59,2217,Jesus Cruz missed Jumper.,71,73
1:59,2681,JoJo Cooper Defensive Rebound.,71,73
1:50,2681,Elijah Davis missed Layup.,71,73
1:50,2217,Block.,71,73
1:47,2681,Nigel Jackson Offensive Rebound.,71,73
1:39,2681,Blake Francis made Three Point Jumper. Assisted by Nigel Jackson.,71,76
1:34,2217,Tyler Nelson missed Three Point Jumper.,71,76
1:34,2681,Devin Liggeons Defensive Rebound.,71,76
1:17,2681,Wagner  Timeout,71,76
1:05,2681,Nigel Jackson missed Three Point Jumper.,71,76
1:05,2217,Omar El-Sheikh Defensive Rebound.,71,76
0:49,2681,Foul on JoJo Cooper.,71,76
0:49,2217,Ferron Flavors Jr. made Free Throw.,72,76
0:49,2217,Ferron Flavors Jr. made Free Throw.,73,76
0:29,2681,JoJo Cooper missed Jumper.,73,76
0:29,2217,Tyler Nelson Defensive Rebound.,73,76
0:16,2217,Fairfield  Timeout,73,76
0:08,2681,Foul on Devin Liggeons.,73,76
0:08,2217,Tyler Nelson made Free Throw.,74,76
0:08,2217,Tyler Nelson made Free Throw.,75,76
0:03,2217,Foul on Ferron Flavors Jr..,75,76
0:03,2681,Blake Francis made Free Throw.,75,77
0:03,2681,Blake Francis made Free Throw.,75,78
0:01,2681,Foul on Blake Francis.,75,78
0:01,2217,Tyler Nelson made Free Throw.,76,78
0:01,2681,Wagner  Timeout,76,78
0:01,2217,Tyler Nelson missed Free Throw.,76,78
0:01,2681,Nigel Jackson Defensive Rebound.,76,78
0:01,2217,Foul on  .,76,78
0:01,2681,Nigel Jackson missed Free Throw.,76,78
0:01,2681,Wagner Deadball Team Rebound.,76,78
0:01,2681,Nigel Jackson missed Free Throw.,76,78
0:01,2217,Omar El-Sheikh Defensive Rebound.,76,78
0:00,2681,End of Game,76,78
