Idaho,24,Stanford,70
10:55,24,Foul on Marcus Allen.,25,17
10:52,24,Official TV Timeout,25,17
10:52,70,Victor Sanders made Free Throw.,26,17
10:37,24,Dorian Pickens missed Three Point Jumper.,26,17
10:37,70,Idaho Deadball Team Rebound.,26,17
10:34,24,Foul on Michael Humphrey.,26,17
10:34,70,Brayon Blake Turnover.,26,17
10:34,24,Marcus Sheffield Steal.,26,17
10:34,24,Marcus Sheffield made Layup.,26,19
9:41,70,Tyler Brimhall missed Three Point Jumper.,26,19
9:41,24,Reid Travis Defensive Rebound.,26,19
9:21,24,Marcus Sheffield missed Three Point Jumper.,26,19
9:21,24,Reid Travis Offensive Rebound.,26,19
9:17,24,Foul on Reid Travis.,26,19
9:17,24,Reid Travis Turnover.,26,19
8:52,70,Arkadiy Mkrtychyan made Three Point Jumper.,29,19
8:34,24,Michael Humphrey made Jumper. Assisted by Dorian Pickens.,29,21
8:13,70,Brayon Blake made Layup.,31,21
8:00,70,Foul on Victor Sanders.,31,21
7:58,24,Michael Humphrey missed Jumper.,31,21
7:58,24,Stanford Deadball Team Rebound.,31,21
7:56,70,Foul on Nate Sherwood.,31,21
7:55,24,Official TV Timeout,31,21
7:42,24,Dorian Pickens Turnover.,31,21
7:25,24,Foul on Grant Verhoeven.,31,21
7:25,70,Nate Sherwood missed Free Throw.,31,21
7:25,70,Idaho Deadball Team Rebound.,31,21
7:25,70,Nate Sherwood made Free Throw.,32,21
7:18,24,Dorian Pickens missed Jumper.,32,21
7:18,70,Chad Sherwood Defensive Rebound.,32,21
7:03,70,Victor Sanders missed Three Point Jumper.,32,21
7:03,24,Robert Cartwright Defensive Rebound.,32,21
6:43,24,Marcus Sheffield made Jumper.,32,23
6:09,70,Jordan Scott missed Layup.,32,23
6:09,24,Marcus Sheffield Defensive Rebound.,32,23
5:56,70,Foul on Victor Sanders.,32,23
5:56,24,Dorian Pickens made Free Throw.,32,24
5:56,24,Dorian Pickens made Free Throw.,32,25
5:36,70,Chad Sherwood missed Three Point Jumper.,32,25
5:36,24,Reid Travis Defensive Rebound.,32,25
5:33,70,Foul on Nate Sherwood.,32,25
5:20,24,Robert Cartwright Turnover.,32,25
5:04,70,Trevon Allen made Three Point Jumper. Assisted by Chad Sherwood.,35,25
4:51,70,Foul on Ty Egbert.,35,25
4:51,24,Reid Travis missed Free Throw.,35,25
4:51,70,Patrick Ingram Defensive Rebound.,35,25
4:42,70,Ty Egbert Turnover.,35,25
4:40,24,Marcus Sheffield Steal.,35,25
4:38,24,Robert Cartwright made Layup.,35,27
4:38,70,Foul on Trevon Allen.,35,27
4:38,24,Robert Cartwright made Free Throw.,35,28
4:19,70,Ty Egbert made Layup. Assisted by Chad Sherwood.,37,28
4:08,24,Marcus Sheffield made Three Point Jumper. Assisted by Robert Cartwright.,37,31
3:44,70,Jordan Scott missed Jumper.,37,31
3:44,24,Reid Travis Defensive Rebound.,37,31
3:37,24,Dorian Pickens made Three Point Jumper. Assisted by Robert Cartwright.,37,34
3:33,70,Idaho  Timeout,37,34
3:33,24,Official TV Timeout,37,34
3:18,70,Arkadiy Mkrtychyan made Layup. Assisted by Patrick Ingram.,39,34
3:18,24,Foul on Robert Cartwright.,39,34
3:18,70,Arkadiy Mkrtychyan missed Free Throw.,39,34
3:18,24,Cameron Walker Defensive Rebound.,39,34
3:08,24,Dorian Pickens made Three Point Jumper. Assisted by Marcus Sheffield.,39,37
2:43,70,Foul on Chad Sherwood.,39,37
2:43,70,Chad Sherwood Turnover.,39,37
2:24,24,Marcus Sheffield missed Jumper.,39,37
2:24,24,Cameron Walker Offensive Rebound.,39,37
2:19,24,Cameron Walker missed Layup.,39,37
2:19,70,Brayon Blake Defensive Rebound.,39,37
2:08,70,Brayon Blake missed Three Point Jumper.,39,37
2:08,70,Trevon Allen Offensive Rebound.,39,37
2:03,70,Trevon Allen missed Jumper.,39,37
2:03,70,Idaho Deadball Team Rebound.,39,37
2:02,24,Foul on Dorian Pickens.,39,37
2:02,70,Tyler Brimhall made Free Throw.,40,37
2:02,70,Tyler Brimhall made Free Throw.,41,37
1:42,24,Robert Cartwright missed Three Point Jumper.,41,37
1:42,70,Myles Franklin Defensive Rebound.,41,37
1:34,24,Foul on Robert Cartwright.,41,37
1:34,70,Myles Franklin made Free Throw.,42,37
1:34,70,Myles Franklin made Free Throw.,43,37
1:08,24,Reid Travis made Layup. Assisted by Michael Humphrey.,43,39
0:36,70,Idaho  Timeout,43,39
0:33,70,Myles Franklin made Jumper.,45,39
0:24,24,Stanford  Timeout,45,39
0:05,24,Marcus Sheffield missed Jumper.,45,39
0:05,70,Arkadiy Mkrtychyan Defensive Rebound.,45,39
0:00,24,End of 1st half,45,39
19:35,70,Jordan Scott missed Jumper.,45,39
19:35,70,Jordan Scott Offensive Rebound.,45,39
19:22,70,Jordan Scott Turnover.,45,39
19:08,24,Reid Travis Turnover.,45,39
18:53,70,Victor Sanders missed Three Point Jumper.,45,39
18:53,24,Grant Verhoeven Defensive Rebound.,45,39
18:40,24,Dorian Pickens Turnover.,45,39
18:39,70,Jordan Scott Steal.,45,39
18:33,70,Victor Sanders missed Jumper.,45,39
18:33,24,Dorian Pickens Defensive Rebound.,45,39
18:21,24,Marcus Sheffield missed Three Point Jumper.,45,39
18:21,70,Nate Sherwood Defensive Rebound.,45,39
17:57,70,Trevon Allen made Three Point Jumper. Assisted by Victor Sanders.,48,39
17:31,24,Michael Humphrey Turnover.,48,39
17:30,70,Victor Sanders Steal.,48,39
17:27,70,Victor Sanders missed Layup.,48,39
17:27,70,Chad Sherwood Offensive Rebound.,48,39
17:25,70,Chad Sherwood made Layup.,50,39
17:04,70,Foul on Nate Sherwood.,50,39
16:59,24,Dorian Pickens made Three Point Jumper. Assisted by Marcus Sheffield.,50,42
16:42,70,Chad Sherwood missed Three Point Jumper.,50,42
16:42,24,Dorian Pickens Defensive Rebound.,50,42
16:10,24,Marcus Sheffield missed Three Point Jumper.,50,42
16:10,70,Idaho Deadball Team Rebound.,50,42
16:07,24,Foul on Cameron Walker.,50,42
15:48,70,Victor Sanders missed Three Point Jumper.,50,42
15:48,24,Cameron Walker Defensive Rebound.,50,42
15:33,70,Foul on Trevon Allen.,50,42
15:33,24,Official TV Timeout,50,42
15:33,24,Christian Sanders made Free Throw.,50,43
15:33,24,Christian Sanders missed Free Throw.,50,43
15:33,70,Chad Sherwood Defensive Rebound.,50,43
15:14,24,Foul on Marcus Sheffield.,50,43
15:06,24,Foul on Cameron Walker.,50,43
15:06,70,Ty Egbert missed Free Throw.,50,43
15:06,70,Idaho Deadball Team Rebound.,50,43
15:06,70,Ty Egbert made Free Throw.,51,43
14:56,24,Dorian Pickens missed Three Point Jumper.,51,43
14:56,24,Reid Travis Offensive Rebound.,51,43
14:45,24,Marcus Sheffield missed Jumper.,51,43
14:45,24,Reid Travis Offensive Rebound.,51,43
14:41,70,Foul on Tyler Brimhall.,51,43
14:41,24,Reid Travis missed Free Throw.,51,43
14:41,24,Stanford Deadball Team Rebound.,51,43
14:41,24,Reid Travis made Free Throw.,51,44
14:27,70,Arkadiy Mkrtychyan missed Layup.,51,44
14:27,24,Dorian Pickens Defensive Rebound.,51,44
14:18,24,Marcus Allen Turnover.,51,44
14:17,70,Arkadiy Mkrtychyan Steal.,51,44
14:05,70,Victor Sanders Turnover.,51,44
13:39,24,Dorian Pickens missed Jumper.,51,44
13:39,24,Reid Travis Offensive Rebound.,51,44
13:36,24,Reid Travis made Layup.,51,46
13:21,70,Victor Sanders missed Three Point Jumper.,51,46
13:21,24,Christian Sanders Defensive Rebound.,51,46
13:03,70,Foul on Arkadiy Mkrtychyan.,51,46
13:03,24,Reid Travis made Free Throw.,51,47
13:03,24,Reid Travis made Free Throw.,51,48
12:50,70,Tyler Brimhall Turnover.,51,48
12:30,24,Dorian Pickens made Three Point Jumper. Assisted by Marcus Allen.,51,51
12:12,70,Brayon Blake made Jumper.,53,51
11:53,24,Michael Humphrey made Jumper. Assisted by Marcus Allen.,53,53
11:38,24,Foul on Michael Humphrey.,53,53
11:37,24,Official TV Timeout,53,53
11:21,70,Tyler Brimhall made Three Point Jumper. Assisted by Myles Franklin.,56,53
11:01,70,Foul on Brayon Blake.,56,53
11:01,24,Reid Travis made Free Throw.,56,54
11:01,24,Reid Travis made Free Throw.,56,55
10:49,70,Brayon Blake missed Jumper.,56,55
10:49,24,Robert Cartwright Defensive Rebound.,56,55
10:42,24,Robert Cartwright Turnover.,56,55
10:41,70,Victor Sanders Steal.,56,55
10:37,70,Brayon Blake made Layup. Assisted by Victor Sanders.,58,55
10:19,24,Marcus Allen made Three Point Jumper. Assisted by Robert Cartwright.,58,58
10:00,70,Brayon Blake missed Three Point Jumper.,58,58
10:00,24,Michael Humphrey Defensive Rebound.,58,58
9:38,24,Dorian Pickens missed Jumper.,58,58
9:38,70,Brayon Blake Defensive Rebound.,58,58
9:23,70,Myles Franklin made Layup.,60,58
9:04,24,Robert Cartwright made Three Point Jumper. Assisted by Michael Humphrey.,60,61
8:31,70,Myles Franklin missed Jumper.,60,61
8:31,70,Brayon Blake Offensive Rebound.,60,61
8:27,70,Brayon Blake made Layup.,62,61
8:04,24,Michael Humphrey missed Jumper.,62,61
8:04,24,Reid Travis Offensive Rebound.,62,61
7:42,24,Dorian Pickens made Three Point Jumper. Assisted by Marcus Allen.,62,64
7:24,24,Official TV Timeout,62,64
7:11,70,Nate Sherwood Turnover.,62,64
7:11,24,Reid Travis Steal.,62,64
7:11,24,Stanford  Timeout,62,64
6:59,70,Foul on Chad Sherwood.,62,64
6:42,24,Christian Sanders made Layup.,62,66
6:42,70,Foul on Nate Sherwood.,62,66
6:42,24,Christian Sanders made Free Throw.,62,67
6:33,70,Victor Sanders missed Jumper.,62,67
6:33,24,Michael Humphrey Defensive Rebound.,62,67
6:20,24,Christian Sanders Turnover.,62,67
6:07,70,Trevon Allen missed Three Point Jumper.,62,67
6:04,24,Foul on Michael Humphrey.,62,67
6:04,70,Idaho Deadball Team Rebound.,62,67
5:55,70,Victor Sanders missed Three Point Jumper.,62,67
5:55,24,Christian Sanders Defensive Rebound.,62,67
5:45,70,Foul on Brayon Blake.,62,67
5:45,24,Michael Humphrey made Free Throw.,62,68
5:45,24,Michael Humphrey made Free Throw.,62,69
5:38,70,Trevon Allen made Layup.,64,69
5:21,24,Reid Travis made Jumper.,64,71
4:55,70,Arkadiy Mkrtychyan Turnover.,64,71
4:54,24,Robert Cartwright Steal.,64,71
4:53,70,Foul on Brayon Blake.,64,71
4:52,24,Robert Cartwright made Free Throw.,64,72
4:52,24,Robert Cartwright made Free Throw.,64,73
4:35,70,Chad Sherwood made Three Point Jumper.,67,73
4:30,70,Idaho  Timeout,67,73
4:14,24,Robert Cartwright made Three Point Jumper. Assisted by Marcus Allen.,67,76
3:55,24,Official TV Timeout,67,76
3:46,24,Foul on Michael Humphrey.,67,76
3:46,70,Brayon Blake made Free Throw.,68,76
3:46,70,Brayon Blake made Free Throw.,69,76
3:30,24,Robert Cartwright missed Three Point Jumper.,69,76
3:30,70,Tyler Brimhall Defensive Rebound.,69,76
3:09,70,Tyler Brimhall made Three Point Jumper. Assisted by Victor Sanders.,72,76
2:42,24,Dorian Pickens missed Three Point Jumper.,72,76
2:42,70,Myles Franklin Defensive Rebound.,72,76
2:35,70,Victor Sanders made Three Point Jumper. Assisted by Tyler Brimhall.,75,76
2:20,24,Stanford  Timeout,75,76
2:07,24,Marcus Allen missed Layup.,75,76
2:07,70,Myles Franklin Defensive Rebound.,75,76
2:00,70,Tyler Brimhall missed Jumper.,75,76
2:00,24,Michael Humphrey Defensive Rebound.,75,76
1:44,70,Foul on Victor Sanders.,75,76
1:44,24,Dorian Pickens missed Free Throw.,75,76
1:44,24,Stanford Deadball Team Rebound.,75,76
1:44,24,Dorian Pickens made Free Throw.,75,77
1:37,70,Victor Sanders missed Three Point Jumper.,75,77
1:37,24,Reid Travis Defensive Rebound.,75,77
1:20,70,Foul on Brayon Blake.,75,77
1:20,24,Michael Humphrey made Free Throw.,75,78
1:20,24,Michael Humphrey missed Free Throw.,75,78
1:20,70,Idaho Defensive Rebound.,75,78
1:08,70,Tyler Brimhall missed Three Point Jumper.,75,78
1:08,24,Reid Travis Defensive Rebound.,75,78
1:05,70,Foul on Ty Egbert.,75,78
1:05,24,Reid Travis made Free Throw.,75,79
1:05,24,Reid Travis made Free Throw.,75,80
0:58,70,Tyler Brimhall made Layup.,77,80
0:57,70,Idaho  Timeout,77,80
0:35,24,Reid Travis made Layup. Assisted by Robert Cartwright.,77,82
0:26,24,Foul on Reid Travis.,77,82
0:26,70,Nate Sherwood made Free Throw.,78,82
0:26,70,Nate Sherwood made Free Throw.,79,82
0:26,70,Foul on Jordan Scott.,79,82
0:26,24,Robert Cartwright made Free Throw.,79,83
0:26,24,Robert Cartwright made Free Throw.,79,84
0:17,70,Victor Sanders missed Jumper.,79,84
0:17,70,Brayon Blake Offensive Rebound.,79,84
0:14,70,Chad Sherwood missed Three Point Jumper.,79,84
0:14,24,Dorian Pickens Defensive Rebound.,79,84
0:10,70,Foul on Tyler Brimhall.,79,84
0:10,24,Dorian Pickens missed Free Throw.,79,84
0:10,24,Stanford Deadball Team Rebound.,79,84
0:10,24,Dorian Pickens made Free Throw.,79,85
0:03,24,Foul on Reid Travis.,79,85
0:03,70,Victor Sanders made Free Throw.,80,85
0:03,70,Victor Sanders missed Free Throw.,80,85
0:03,24,Michael Humphrey Defensive Rebound.,80,85
0:02,70,Foul on Tyler Brimhall.,80,85
0:02,24,Michael Humphrey made Free Throw.,80,86
0:02,24,Michael Humphrey missed Free Throw.,80,86
0:02,70,Tyler Brimhall Defensive Rebound.,80,86
0:00,24,End of Game,80,85
