North Carolina A&amp;T,338,Kennesaw State,2448
14:12,338,Nick Masterson missed Three Point Jumper.,6,5
14:12,2448,Aaron Scales Defensive Rebound.,6,5
14:03,2448,Austin Williams missed Layup.,6,5
14:03,2448,Davaris McGowens Offensive Rebound.,6,5
14:00,338,Foul on Aubrey Williams.,6,5
13:50,2448,Nick Reese Turnover.,6,5
13:50,2448,Foul on Nick Reese.,6,5
13:42,338,Kendrick Ray missed Jumper.,6,5
13:42,2448,Nick Reese Defensive Rebound.,6,5
13:35,2448,Austin Williams made Layup.,8,5
13:18,338,Kendrick Ray missed Layup.,8,5
13:18,338,Jordan Jones Offensive Rebound.,8,5
13:15,2448,Foul on Nick Reese.,8,5
13:15,338,Jordan Jones made Free Throw.,8,6
13:15,338,Jordan Jones made Free Throw.,8,7
12:51,2448,Eliel Gonzalez missed Three Point Jumper.,8,7
12:51,2448,Nick Reese Offensive Rebound.,8,7
12:49,2448,Nick Reese made Layup.,10,7
12:25,338,Kyle Clarke Turnover.,10,7
12:23,2448,Nick Reese Steal.,10,7
12:06,2448,Aaron Scales Turnover.,10,7
11:56,338,Aubrey Williams missed Layup.,10,7
11:56,2448,James Whitaker Block.,10,7
11:53,338,Nick Masterson Offensive Rebound.,10,7
11:50,338,Nick Masterson missed Layup.,10,7
11:50,338,Nick Masterson Offensive Rebound.,10,7
11:45,338,Kendrick Ray made Layup.,10,9
11:28,2448,Nick Reese made Jumper.,12,9
11:08,338,Kendrick Ray made Three Point Jumper. Assisted by Kyle Clarke.,12,12
10:38,2448,Sam Hunt missed Jumper.,12,12
10:38,338,Aubrey Williams Defensive Rebound.,12,12
10:31,338,Kendrick Ray missed Three Point Jumper.,12,12
10:31,2448,Eliel Gonzalez Defensive Rebound.,12,12
10:23,2448,Sam Hunt Turnover.,12,12
10:23,338,Kennesaw St  Timeout,12,12
10:16,338,Johannes Nielsen missed Jumper.,12,12
10:16,2448,Nick Reese Defensive Rebound.,12,12
10:02,2448,Nick Reese made Three Point Jumper. Assisted by Eliel Gonzalez.,15,12
9:45,338,James Scott missed Jumper.,15,12
9:45,338,Aubrey Williams Offensive Rebound.,15,12
9:39,338,Kendrick Ray missed Three Point Jumper.,15,12
9:39,338,Kyle Clarke Offensive Rebound.,15,12
9:35,2448,Foul on Nick Reese.,15,12
9:25,2448,Foul on James Whitaker.,15,12
9:25,338,Aubrey Williams made Free Throw.,15,13
9:25,338,Aubrey Williams missed Free Throw.,15,13
9:25,2448,Davaris McGowens Defensive Rebound.,15,13
8:58,2448,Davaris McGowens missed Layup.,15,13
8:58,338,James Scott Block.,15,13
8:56,2448,Davaris McGowens Offensive Rebound.,15,13
8:53,2448,Davaris McGowens Turnover.,15,13
8:41,338,James Scott missed Three Point Jumper.,15,13
8:41,338,James Scott Offensive Rebound.,15,13
8:34,338,Kendrick Ray Turnover.,15,13
8:21,2448,Raymon Pratt missed Jumper.,15,13
8:21,2448,Davaris McGowens Offensive Rebound.,15,13
8:18,2448,Davaris McGowens missed Layup.,15,13
8:18,338,Zach Cameron Defensive Rebound.,15,13
8:07,338,Kendrick Ray missed Layup.,15,13
8:07,2448,Sam Hunt Defensive Rebound.,15,13
7:57,2448,James Whitaker missed Three Point Jumper.,15,13
7:57,2448,Raymon Pratt Offensive Rebound.,15,13
7:44,338,Foul on Johannes Nielsen.,15,13
7:44,2448,North Carolina A&T  Timeout,15,13
7:44,2448,James Whitaker made Free Throw.,16,13
7:44,2448,James Whitaker made Free Throw.,17,13
7:26,2448,Foul on Aaron Scales.,17,13
7:17,338,Kendrick Ray Turnover.,17,13
7:06,2448,Sam Hunt Turnover.,17,13
6:57,338,Johannes Nielsen missed Jumper.,17,13
6:57,2448,Raymon Pratt Defensive Rebound.,17,13
6:47,2448,Eliel Gonzalez Turnover.,17,13
6:45,338,Kendrick Ray Steal.,17,13
6:42,338,Kendrick Ray missed Layup.,17,13
6:42,2448,Eliel Gonzalez Block.,17,13
6:40,338,Aubrey Williams Offensive Rebound.,17,13
6:38,338,Aubrey Williams missed Layup.,17,13
6:38,2448,Raymon Pratt Defensive Rebound.,17,13
6:34,2448,James Whitaker Turnover.,17,13
6:28,338,Kendrick Ray missed Three Point Jumper.,17,13
6:28,2448,Raymon Pratt Defensive Rebound.,17,13
6:04,2448,Eliel Gonzalez made Three Point Jumper. Assisted by Raymon Pratt.,20,13
5:47,2448,Foul on Eliel Gonzalez.,20,13
5:40,338,Johannes Nielsen made Jumper. Assisted by Nick Masterson.,20,15
5:17,2448,Eliel Gonzalez missed Three Point Jumper.,20,15
5:17,338,Aubrey Williams Defensive Rebound.,20,15
5:07,338,Kendrick Ray made Layup. Assisted by Tyler Hooker.,20,17
4:41,2448,Amari Hamilton made Jumper.,22,17
4:29,2448,Foul on Aaron Scales.,22,17
4:29,338,Aubrey Williams made Free Throw.,22,18
4:29,338,Aubrey Williams made Free Throw.,22,19
4:08,2448,Amari Hamilton missed Three Point Jumper.,22,19
4:08,338,Kendrick Ray Defensive Rebound.,22,19
3:49,338,Nick Masterson missed Layup.,22,19
3:49,338,Aubrey Williams Offensive Rebound.,22,19
3:46,338,Aubrey Williams made Layup.,22,21
3:24,338,Foul on Johannes Nielsen.,22,21
3:24,2448,North Carolina A&T  Timeout,22,21
3:00,2448,Eliel Gonzalez Turnover.,22,21
2:49,338,Nick Masterson missed Three Point Jumper.,22,21
2:49,338,Aubrey Williams Offensive Rebound.,22,21
2:44,338,Aubrey Williams missed Layup.,22,21
2:44,2448,Davaris McGowens Defensive Rebound.,22,21
2:31,2448,Sam Hunt missed Three Point Jumper.,22,21
2:31,338,Aubrey Williams Defensive Rebound.,22,21
2:23,338,Tyler Hooker missed Three Point Jumper.,22,21
2:23,338,Jordan Jones Offensive Rebound.,22,21
2:15,338,Jordan Jones missed Layup.,22,21
2:15,338,Aubrey Williams Offensive Rebound.,22,21
2:12,338,Aubrey Williams made Layup.,22,23
1:52,2448,Davaris McGowens missed Layup.,22,23
1:52,338,Aubrey Williams Block.,22,23
1:50,338,Jordan Jones Defensive Rebound.,22,23
1:47,2448,Foul on Raymon Pratt.,22,23
1:47,338,Aubrey Williams missed Free Throw.,22,23
1:47,338,Kennesaw St Deadball Team Rebound.,22,23
1:47,338,Aubrey Williams made Free Throw.,22,24
1:31,2448,Eliel Gonzalez made Layup.,24,24
1:15,338,Jordan Jones Turnover.,24,24
1:13,2448,Eliel Gonzalez Steal.,24,24
1:10,2448,Raymon Pratt missed Layup.,24,24
1:10,2448,Davaris McGowens Offensive Rebound.,24,24
1:07,2448,Davaris McGowens made Layup.,26,24
0:40,338,Kendrick Ray missed Jumper.,26,24
0:40,2448,Aaron Scales Defensive Rebound.,26,24
0:29,2448,North Carolina A&T  Timeout,26,24
0:11,2448,Eliel Gonzalez made Three Point Jumper.,29,24
0:04,338,Kendrick Ray made Three Point Jumper.,29,27
0:00,338,End of 1st half,29,27
19:48,338,Kendrick Ray Turnover.,29,27
19:45,2448,Raymon Pratt Steal.,29,27
19:28,2448,Eliel Gonzalez made Jumper.,31,27
19:04,338,Jordan Jones missed Jumper.,31,27
19:04,2448,Eliel Gonzalez Defensive Rebound.,31,27
18:32,2448,Eliel Gonzalez Turnover.,31,27
18:12,338,Kendrick Ray made Three Point Jumper. Assisted by Jordan Jones.,31,30
17:48,2448,Davaris McGowens missed Layup.,31,30
17:48,338,Jordan Jones Block.,31,30
17:46,338,Jordan Jones Defensive Rebound.,31,30
17:43,338,Nick Masterson missed Three Point Jumper.,31,30
17:43,2448,Eliel Gonzalez Defensive Rebound.,31,30
17:20,2448,Raymon Pratt made Layup.,33,30
17:04,2448,Foul on Raymon Pratt.,33,30
16:49,338,Kendrick Ray made Jumper. Assisted by Jordan Jones.,33,32
16:27,2448,Raymon Pratt made Jumper. Assisted by Eliel Gonzalez.,35,32
16:18,338,Nick Masterson missed Three Point Jumper.,35,32
16:18,338,Kennesaw St Offensive Rebound.,35,32
16:03,338,Aubrey Williams made Layup.,35,34
15:36,2448,Nick Reese made Jumper.,37,34
15:26,338,Kendrick Ray made Three Point Jumper. Assisted by Jordan Jones.,37,37
15:09,338,Foul on Kyle Clarke.,37,37
15:09,2448,North Carolina A&T  Timeout,37,37
15:05,2448,Eliel Gonzalez Turnover.,37,37
15:03,338,Kyle Clarke Steal.,37,37
15:00,338,Aubrey Williams missed Layup.,37,37
15:00,2448,Aaron Scales Block.,37,37
15:00,338,Kennesaw St Offensive Rebound.,37,37
14:38,338,Kyle Clarke missed Jumper.,37,37
14:38,338,Aubrey Williams Offensive Rebound.,37,37
14:35,2448,Foul on Raymon Pratt.,37,37
14:32,2448,Foul on Raymon Pratt.,37,37
14:32,338,Kendrick Ray missed Free Throw.,37,37
14:32,338,Kennesaw St Deadball Team Rebound.,37,37
14:32,338,Kendrick Ray made Free Throw.,37,38
14:15,338,Foul on Aubrey Williams.,37,38
13:50,338,Foul on Aubrey Williams.,37,38
13:50,2448,James Whitaker made Free Throw.,38,38
13:50,2448,James Whitaker made Free Throw.,39,38
13:31,338,Kendrick Ray made Three Point Jumper. Assisted by Nick Masterson.,39,41
13:10,338,Foul on Aubrey Williams.,39,41
12:51,2448,Aaron Scales missed Layup.,39,41
12:51,338,Jordan Jones Block.,39,41
12:49,338,Kyle Clarke Defensive Rebound.,39,41
12:35,338,Kendrick Ray made Three Point Jumper. Assisted by Kyle Clarke.,39,44
12:00,2448,Sam Hunt made Jumper.,41,44
11:51,338,Nick Masterson missed Three Point Jumper.,41,44
11:51,2448,Eliel Gonzalez Defensive Rebound.,41,44
11:26,338,Foul on Kendrick Ray.,41,44
11:26,2448,North Carolina A&T  Timeout,41,44
11:26,2448,Eliel Gonzalez missed Free Throw.,41,44
11:26,2448,North Carolina A&T Deadball Team Rebound.,41,44
11:26,2448,Eliel Gonzalez made Free Throw.,42,44
11:07,338,Kyle Clarke Turnover.,42,44
11:06,2448,Eliel Gonzalez Steal.,42,44
10:52,2448,Eliel Gonzalez missed Jumper.,42,44
10:52,338,Kennesaw St Defensive Rebound.,42,44
10:50,2448,Foul on Davaris McGowens.,42,44
10:31,338,Tyler Hooker made Jumper. Assisted by Zach Cameron.,42,46
10:11,2448,Sam Hunt missed Three Point Jumper.,42,46
10:11,338,Johannes Nielsen Defensive Rebound.,42,46
9:58,338,Kendrick Ray missed Jumper.,42,46
9:58,338,Zach Cameron Offensive Rebound.,42,46
9:40,2448,Foul on Davaris McGowens.,42,46
9:40,338,Nick Masterson made Free Throw.,42,47
9:40,338,Nick Masterson made Free Throw.,42,48
9:14,2448,Sam Hunt made Layup.,44,48
9:04,2448,Foul on Charles Carrington.,44,48
9:04,338,Johannes Nielsen made Free Throw.,44,49
9:04,338,Johannes Nielsen missed Free Throw.,44,49
9:04,2448,Charles Carrington Defensive Rebound.,44,49
8:39,2448,Sam Hunt made Jumper.,46,49
8:24,2448,Foul on Charles Carrington.,46,49
8:24,338,James Scott made Free Throw.,46,50
8:24,338,James Scott made Free Throw.,46,51
8:08,2448,Aaron Scales made Jumper.,48,51
7:51,338,Tyler Hooker Turnover.,48,51
7:50,2448,Sam Hunt Steal.,48,51
7:48,2448,Eliel Gonzalez Turnover.,48,51
7:47,338,Johannes Nielsen Steal.,48,51
7:34,338,Johannes Nielsen Turnover.,48,51
7:34,2448,North Carolina A&T  Timeout,48,51
7:12,2448,Martin Jones missed Three Point Jumper.,48,51
7:12,2448,Aaron Scales Offensive Rebound.,48,51
7:09,338,Foul on Zach Cameron.,48,51
7:09,2448,Aaron Scales made Free Throw.,49,51
7:09,2448,Aaron Scales made Free Throw.,50,51
6:47,338,James Scott made Three Point Jumper. Assisted by Kendrick Ray.,50,54
6:21,2448,Sam Hunt made Three Point Jumper.,53,54
6:02,338,Kendrick Ray missed Jumper.,53,54
6:02,338,Zach Cameron Offensive Rebound.,53,54
5:38,2448,Foul on Eliel Gonzalez.,53,54
5:38,338,Tyler Hooker missed Free Throw.,53,54
5:38,2448,Eliel Gonzalez Defensive Rebound.,53,54
5:16,2448,Aaron Scales Turnover.,53,54
5:15,338,Tyler Hooker Steal.,53,54
5:10,338,James Scott missed Layup.,53,54
5:10,338,James Scott Defensive Rebound.,53,54
5:05,2448,Foul on Davaris McGowens.,53,54
5:05,338,Kendrick Ray made Free Throw.,53,55
5:05,338,Kendrick Ray made Free Throw.,53,56
5:05,338,Kendrick Ray missed Free Throw.,53,56
5:05,338,Johannes Nielsen Offensive Rebound.,53,56
5:01,338,Johannes Nielsen made Layup.,53,58
4:48,2448,Sam Hunt made Layup.,55,58
4:35,338,Kendrick Ray made Jumper.,55,60
4:04,2448,Sam Hunt made Three Point Jumper.,58,60
3:40,338,Johannes Nielsen made Jumper. Assisted by Tyler Hooker.,58,62
3:09,2448,Aaron Scales missed Jumper.,58,62
3:09,2448,North Carolina A&T Offensive Rebound.,58,62
3:06,2448,North Carolina A&T  Timeout,58,62
2:47,2448,Sam Hunt Turnover.,58,62
2:36,338,Johannes Nielsen made Jumper. Assisted by Tyler Hooker.,58,64
2:13,2448,Sam Hunt missed Jumper.,58,64
2:13,338,Aubrey Williams Defensive Rebound.,58,64
1:44,338,Tyler Hooker missed Jumper.,58,64
1:44,338,Tyler Hooker Offensive Rebound.,58,64
1:21,338,Kendrick Ray missed Three Point Jumper.,58,64
1:21,2448,Sam Hunt Defensive Rebound.,58,64
0:51,2448,Eliel Gonzalez missed Jumper.,58,64
0:51,2448,North Carolina A&T Offensive Rebound.,58,64
0:40,2448,Sam Hunt missed Three Point Jumper.,58,64
0:40,2448,Aaron Scales Offensive Rebound.,58,64
0:31,2448,Nick Reese missed Three Point Jumper.,58,64
0:31,2448,Aaron Scales Offensive Rebound.,58,64
0:25,2448,Raymon Pratt missed Jumper.,58,64
0:25,2448,North Carolina A&T Offensive Rebound.,58,64
0:24,2448,Foul on Aaron Scales.,58,64
0:24,338,Johannes Nielsen made Free Throw.,58,65
0:24,338,Johannes Nielsen made Free Throw.,58,66
0:15,2448,Sam Hunt made Layup.,60,66
0:11,338,Johannes Nielsen Turnover.,60,66
0:11,2448,Eliel Gonzalez Steal.,60,66
0:10,2448,Aaron Scales missed Jumper.,60,66
0:10,338,Kendrick Ray Defensive Rebound.,60,66
0:07,2448,Foul on Raymon Pratt.,60,66
0:07,338,Kendrick Ray made Free Throw.,60,67
0:07,338,Kendrick Ray made Free Throw.,60,68
0:02,2448,Sam Hunt missed Jumper.,60,68
0:02,338,James Scott Defensive Rebound.,60,68
0:00,338,End of Game,60,68
