Wyoming,305,DePaul,2751
11:57,305,Devin Gage made Layup. Assisted by R.J. Curington.,8,15
11:49,2751,Alexander Aka Gorski Turnover.,8,15
11:46,305,Devin Gage Steal.,8,15
11:29,305,Levi Cook Turnover.,8,15
11:29,305,Official TV Timeout,8,15
11:17,2751,Justin James missed Jumper.,8,15
11:17,305,R.J. Curington Defensive Rebound.,8,15
11:07,305,Devin Gage missed Layup.,8,15
11:07,305,R.J. Curington Offensive Rebound.,8,15
11:03,305,Tre'Darius McCallum missed Three Point Jumper.,8,15
11:03,2751,Wyoming Defensive Rebound.,8,15
10:44,305,Foul on Joe Hanel.,8,15
10:44,2751,Justin James missed Free Throw.,8,15
10:44,2751,Wyoming Deadball Team Rebound.,8,15
10:44,2751,Justin James made Free Throw.,9,15
10:26,305,Darrick Wood made Jumper.,9,17
10:09,2751,Alexander Aka Gorski missed Three Point Jumper.,9,17
10:09,305,Eli Cain Defensive Rebound.,9,17
9:52,305,Eli Cain made Jumper.,9,19
9:41,2751,Hayden Dalton made Layup.,11,19
9:41,305,Foul on Chris Harrison-Docks.,11,19
9:41,2751,Hayden Dalton missed Free Throw.,11,19
9:41,305,Darrick Wood Defensive Rebound.,11,19
9:15,305,Darrick Wood missed Three Point Jumper.,11,19
9:15,2751,Hayden Dalton Defensive Rebound.,11,19
9:07,2751,Jason McManamen made Three Point Jumper. Assisted by Jeremy Lieberman.,14,19
8:52,2751,Foul on Hayden Dalton.,14,19
8:50,305,Eli Cain missed Three Point Jumper.,14,19
8:50,2751,Jeremy Lieberman Defensive Rebound.,14,19
8:30,2751,Jeremy Lieberman made Layup.,16,19
8:12,2751,Foul on Jeremy Lieberman.,16,19
8:06,305,Billy Garrett Jr. made Jumper.,16,21
7:48,305,Foul on Joe Hanel.,16,21
7:48,305,Official TV Timeout,16,21
7:48,2751,Hayden Dalton made Free Throw.,17,21
7:48,2751,Hayden Dalton made Free Throw.,18,21
7:48,2751,Hayden Dalton made Free Throw.,19,21
7:38,305,Darrick Wood missed Three Point Jumper.,19,21
7:38,2751,Alan Herndon Defensive Rebound.,19,21
7:30,2751,Jason McManamen missed Three Point Jumper.,19,21
7:30,305,Billy Garrett Jr. Defensive Rebound.,19,21
7:18,305,Billy Garrett Jr. made Layup.,19,23
6:58,2751,Hayden Dalton missed Three Point Jumper.,19,23
6:58,305,Brandon Cyrus Defensive Rebound.,19,23
6:47,305,Eli Cain missed Layup.,19,23
6:47,2751,Hayden Dalton Defensive Rebound.,19,23
6:40,2751,Justin James missed Layup.,19,23
6:40,305,Darrick Wood Defensive Rebound.,19,23
6:19,305,Darrick Wood missed Layup.,19,23
6:19,2751,Alan Herndon Defensive Rebound.,19,23
6:15,2751,Alan Herndon Turnover.,19,23
5:51,305,Eli Cain missed Layup.,19,23
5:51,2751,Hayden Dalton Defensive Rebound.,19,23
5:39,2751,Alan Herndon missed Layup.,19,23
5:39,305,Tre'Darius McCallum Defensive Rebound.,19,23
5:22,305,Brandon Cyrus missed Three Point Jumper.,19,23
5:22,305,Tre'Darius McCallum Offensive Rebound.,19,23
5:17,305,Tre'Darius McCallum missed Layup.,19,23
5:17,2751,Alan Herndon Block.,19,23
5:17,2751,Hayden Dalton Defensive Rebound.,19,23
5:17,305,Foul on Darrick Wood.,19,23
5:11,305,Foul on Brandon Cyrus.,19,23
5:11,2751,Hayden Dalton made Free Throw.,20,23
5:11,2751,Hayden Dalton made Free Throw.,21,23
5:02,2751,Foul on Louis Adams.,21,23
5:02,305,Eli Cain made Free Throw.,21,24
5:02,305,Eli Cain missed Free Throw.,21,24
5:02,2751,Hayden Dalton Defensive Rebound.,21,24
4:53,2751,Jason McManamen made Three Point Jumper. Assisted by Hayden Dalton.,24,24
4:32,305,Billy Garrett Jr. missed Jumper.,24,24
4:32,2751,Hayden Dalton Defensive Rebound.,24,24
4:15,2751,Louis Adams missed Three Point Jumper.,24,24
4:15,305,Tre'Darius McCallum Defensive Rebound.,24,24
4:13,2751,Foul on Hayden Dalton.,24,24
4:13,305,Tre'Darius McCallum made Free Throw.,24,25
4:13,305,Tre'Darius McCallum made Free Throw.,24,26
3:57,2751,Foul on Louis Adams.,24,26
3:57,2751,Louis Adams Turnover.,24,26
3:57,305,Official TV Timeout,24,26
3:33,305,Brandon Cyrus made Jumper.,24,28
3:13,2751,Justin James missed Three Point Jumper.,24,28
3:13,2751,Wyoming Offensive Rebound.,24,28
2:46,2751,Jason McManamen missed Three Point Jumper.,24,28
2:46,305,Eli Cain Defensive Rebound.,24,28
2:27,305,Brandon Cyrus missed Jumper.,24,28
2:27,2751,Morris Marshall Defensive Rebound.,24,28
2:20,305,Foul on Tre'Darius McCallum.,24,28
2:20,2751,Justin James made Free Throw.,25,28
2:20,2751,Justin James made Free Throw.,26,28
2:00,2751,Foul on Jeremy Lieberman.,26,28
2:00,305,Billy Garrett Jr. missed Free Throw.,26,28
2:00,305,DePaul Deadball Team Rebound.,26,28
2:00,305,Billy Garrett Jr. missed Free Throw.,26,28
2:00,2751,Jason McManamen Defensive Rebound.,26,28
1:51,305,Foul on Tre'Darius McCallum.,26,28
1:51,2751,Andrew Moemeka made Free Throw.,27,28
1:51,2751,Andrew Moemeka made Free Throw.,28,28
1:31,305,Billy Garrett Jr. missed Jumper.,28,28
1:28,305,Brandon Cyrus Offensive Rebound.,28,28
1:28,2751,Foul on Andrew Moemeka.,28,28
1:28,305,Brandon Cyrus made Free Throw.,28,29
1:28,305,Brandon Cyrus missed Free Throw.,28,29
1:28,2751,Andrew Moemeka Defensive Rebound.,28,29
1:18,2751,Justin James missed Jumper.,28,29
1:18,2751,Alan Herndon Offensive Rebound.,28,29
1:16,305,Foul on Eli Cain.,28,29
1:16,2751,Alan Herndon missed Free Throw.,28,29
1:16,2751,Wyoming Deadball Team Rebound.,28,29
1:16,2751,Alan Herndon made Free Throw.,29,29
1:01,305,Eli Cain Turnover.,29,29
1:00,2751,Alexander Aka Gorski Steal.,29,29
0:57,2751,Justin James missed Layup.,29,29
0:57,305,Devin Gage Block.,29,29
0:55,305,Brandon Cyrus Defensive Rebound.,29,29
0:52,305,DePaul  Timeout,29,29
0:30,305,Foul on Billy Garrett Jr..,29,29
0:30,305,Billy Garrett Jr. Turnover.,29,29
0:10,2751,Justin James missed Three Point Jumper.,29,29
0:10,305,R.J. Curington Defensive Rebound.,29,29
0:00,305,Devin Gage missed Layup.,29,29
0:00,2751,Wyoming Defensive Rebound.,29,29
0:00,305,End of 1st half,29,29
19:36,305,Brandon Cyrus Turnover.,29,29
19:09,2751,Jeremy Lieberman Turnover.,29,29
18:51,305,Tre'Darius McCallum missed Jumper.,29,29
18:51,305,Brandon Cyrus Offensive Rebound.,29,29
18:47,305,Brandon Cyrus made Layup.,29,31
18:34,2751,Jeremy Lieberman missed Three Point Jumper.,29,31
18:34,305,Eli Cain Defensive Rebound.,29,31
18:25,305,Eli Cain missed Layup.,29,31
18:25,2751,Jordan Naughton Block.,29,31
18:23,2751,Jason McManamen Defensive Rebound.,29,31
18:19,2751,Jeremy Lieberman Turnover.,29,31
18:00,305,Billy Garrett Jr. missed Layup.,29,31
18:00,2751,Justin James Block.,29,31
17:59,305,Billy Garrett Jr. Offensive Rebound.,29,31
17:59,2751,Foul on Jordan Naughton.,29,31
17:59,305,Billy Garrett Jr. made Free Throw.,29,32
17:59,305,Billy Garrett Jr. made Free Throw.,29,33
17:44,2751,Justin James missed Layup.,29,33
17:44,305,Eli Cain Block.,29,33
17:44,2751,Wyoming Offensive Rebound.,29,33
17:41,2751,Jason McManamen missed Three Point Jumper.,29,33
17:41,2751,Justin James Offensive Rebound.,29,33
17:33,2751,Justin James missed Layup.,29,33
17:33,305,Joe Hanel Defensive Rebound.,29,33
17:24,305,Brandon Cyrus missed Layup.,29,33
17:24,2751,Louis Adams Defensive Rebound.,29,33
17:19,2751,Louis Adams Turnover.,29,33
17:05,305,Eli Cain made Layup.,29,35
16:49,2751,Jason McManamen missed Layup.,29,35
16:49,2751,Alan Herndon Offensive Rebound.,29,35
16:47,2751,Alan Herndon made Layup.,31,35
16:47,305,Foul on Billy Garrett Jr..,31,35
16:47,2751,Alan Herndon made Free Throw.,32,35
16:31,305,Joe Hanel missed Layup.,32,35
16:31,2751,Alan Herndon Block.,32,35
16:29,2751,Hayden Dalton Defensive Rebound.,32,35
16:26,2751,Hayden Dalton Turnover.,32,35
16:24,305,Joe Hanel Steal.,32,35
16:21,305,Joe Hanel missed Layup.,32,35
16:21,2751,Hayden Dalton Defensive Rebound.,32,35
16:15,2751,Alan Herndon made Dunk. Assisted by Alexander Aka Gorski.,34,35
16:00,305,Eli Cain missed Three Point Jumper.,34,35
16:00,2751,Alexander Aka Gorski Defensive Rebound.,34,35
15:52,2751,Alexander Aka Gorski Turnover.,34,35
15:51,305,Eli Cain Steal.,34,35
15:47,305,Eli Cain missed Layup.,34,35
15:47,2751,Wyoming Defensive Rebound.,34,35
15:45,305,Official TV Timeout,34,35
15:34,305,Foul on Devin Gage.,34,35
15:15,2751,Alan Herndon made Layup.,36,35
14:58,305,Foul on Eli Cain.,36,35
14:58,305,Eli Cain Turnover.,36,35
14:48,2751,Alexander Aka Gorski missed Three Point Jumper.,36,35
14:48,305,Darrick Wood Defensive Rebound.,36,35
14:30,305,Billy Garrett Jr. made Three Point Jumper. Assisted by Eli Cain.,36,38
14:17,2751,Hayden Dalton Turnover.,36,38
14:15,305,Billy Garrett Jr. Steal.,36,38
14:09,305,Billy Garrett Jr. missed Layup.,36,38
14:09,2751,Hayden Dalton Defensive Rebound.,36,38
14:07,2751,Hayden Dalton Turnover.,36,38
13:58,305,Darrick Wood Turnover.,36,38
13:42,2751,Hayden Dalton made Layup.,38,38
13:22,305,Darrick Wood missed Jumper.,38,38
13:22,2751,Hayden Dalton Defensive Rebound.,38,38
13:20,305,Foul on Joe Hanel.,38,38
13:05,2751,Alexander Aka Gorski made Layup.,40,38
12:48,305,Eli Cain missed Layup.,40,38
12:48,2751,Justin James Block.,40,38
12:48,305,DePaul Offensive Rebound.,40,38
12:43,305,Foul on Darrick Wood.,40,38
12:43,305,Darrick Wood Turnover.,40,38
12:28,2751,Jason McManamen missed Layup.,40,38
12:28,305,DePaul Defensive Rebound.,40,38
12:17,305,Billy Garrett Jr. Turnover.,40,38
11:57,2751,Jason McManamen made Three Point Jumper. Assisted by Alan Herndon.,43,38
11:39,2751,Foul on Justin James.,43,38
11:39,305,Official TV Timeout,43,38
11:18,305,R.J. Curington Turnover.,43,38
11:07,2751,Alexander Aka Gorski missed Three Point Jumper.,43,38
11:07,305,Tre'Darius McCallum Defensive Rebound.,43,38
10:56,305,Darrick Wood missed Jumper.,43,38
10:56,305,DePaul Offensive Rebound.,43,38
10:44,305,Tre'Darius McCallum missed Jumper.,43,38
10:44,2751,Jason McManamen Defensive Rebound.,43,38
10:38,2751,Justin James Turnover.,43,38
10:20,305,Darrick Wood missed Layup.,43,38
10:20,2751,Alexander Aka Gorski Defensive Rebound.,43,38
10:14,2751,Alexander Aka Gorski made Layup.,45,38
10:05,305,DePaul  Timeout,45,38
9:46,305,Darrick Wood missed Three Point Jumper.,45,38
9:46,305,Tre'Darius McCallum Offensive Rebound.,45,38
9:42,305,Tre'Darius McCallum missed Layup.,45,38
9:42,2751,Jason McManamen Defensive Rebound.,45,38
9:39,2751,Foul on Alan Herndon.,45,38
9:39,2751,Alan Herndon Turnover.,45,38
9:15,305,Billy Garrett Jr. made Layup.,45,40
9:08,305,Foul on Darrick Wood.,45,40
9:08,305,Darrick Wood Turnover.,45,40
9:08,305,Technical Foul on Darrick Wood.,45,40
9:08,2751,Hayden Dalton made Free Throw.,46,40
9:08,2751,Hayden Dalton made Free Throw.,47,40
8:51,2751,Alexander Aka Gorski made Three Point Jumper. Assisted by Alan Herndon.,50,40
8:29,305,Eli Cain missed Layup.,50,40
8:29,2751,Justin James Defensive Rebound.,50,40
8:23,2751,Alexander Aka Gorski made Three Point Jumper. Assisted by Jason McManamen.,53,40
7:57,305,Billy Garrett Jr. missed Jumper.,53,40
7:57,2751,Hayden Dalton Defensive Rebound.,53,40
7:46,2751,Justin James missed Layup.,53,40
7:46,305,Devin Gage Defensive Rebound.,53,40
7:41,2751,Foul on Alexander Aka Gorski.,53,40
7:41,305,Official TV Timeout,53,40
7:41,305,Devin Gage missed Free Throw.,53,40
7:41,305,DePaul Deadball Team Rebound.,53,40
7:41,305,Devin Gage made Free Throw.,53,41
7:31,2751,Alexander Aka Gorski missed Three Point Jumper.,53,41
7:31,2751,Alan Herndon Offensive Rebound.,53,41
7:13,2751,Hayden Dalton missed Layup.,53,41
7:13,305,Tre'Darius McCallum Defensive Rebound.,53,41
6:57,305,Tre'Darius McCallum missed Layup.,53,41
6:57,2751,Jason McManamen Defensive Rebound.,53,41
6:55,2751,Jason McManamen Turnover.,53,41
6:54,305,Eli Cain missed Three Point Jumper.,53,41
6:54,2751,Justin James Defensive Rebound.,53,41
6:47,2751,Justin James made Layup.,55,41
6:30,305,Tre'Darius McCallum made Layup.,55,43
6:03,2751,Hayden Dalton made Three Point Jumper. Assisted by Jason McManamen.,58,43
5:44,305,Brandon Cyrus Turnover.,58,43
5:42,2751,Alan Herndon Steal.,58,43
5:40,2751,Alan Herndon Turnover.,58,43
5:39,305,Devin Gage Steal.,58,43
5:36,305,Devin Gage missed Three Point Jumper.,58,43
5:36,2751,Alan Herndon Defensive Rebound.,58,43
5:33,2751,Alan Herndon Turnover.,58,43
5:33,305,Brandon Cyrus Steal.,58,43
5:33,2751,Foul on Alan Herndon.,58,43
5:31,305,Foul on Eli Cain.,58,43
5:31,305,Eli Cain Turnover.,58,43
5:13,2751,Wyoming  Timeout,58,43
5:08,2751,Justin James Turnover.,58,43
4:56,305,Tre'Darius McCallum made Jumper.,58,45
4:40,305,Foul on Tre'Darius McCallum.,58,45
4:40,2751,Alexander Aka Gorski missed Free Throw.,58,45
4:40,2751,Wyoming Deadball Team Rebound.,58,45
4:40,2751,Alexander Aka Gorski made Free Throw.,59,45
4:40,2751,Alexander Aka Gorski made Free Throw.,60,45
4:26,305,Devin Gage missed Layup.,60,45
4:26,2751,Alan Herndon Block.,60,45
4:26,305,DePaul Offensive Rebound.,60,45
4:24,305,Eli Cain missed Layup.,60,45
4:24,305,Eli Cain Offensive Rebound.,60,45
4:22,305,Eli Cain missed Layup.,60,45
4:22,305,Joe Hanel Offensive Rebound.,60,45
4:18,305,Joe Hanel made Layup.,60,47
4:02,305,Foul on Billy Garrett Jr..,60,47
4:02,2751,Hayden Dalton made Free Throw.,61,47
4:02,2751,Hayden Dalton made Free Throw.,62,47
3:56,2751,Foul on Jason McManamen.,62,47
3:56,305,Official TV Timeout,62,47
3:56,305,Billy Garrett Jr. made Free Throw.,62,48
3:56,305,Billy Garrett Jr. made Free Throw.,62,49
3:47,2751,Alan Herndon missed Layup.,62,49
3:47,305,Eli Cain Defensive Rebound.,62,49
3:35,2751,Foul on Jason McManamen.,62,49
3:35,305,Joe Hanel missed Free Throw.,62,49
3:35,305,DePaul Deadball Team Rebound.,62,49
3:35,305,Joe Hanel made Free Throw.,62,50
3:07,2751,Justin James made Layup.,64,50
2:57,305,Chris Harrison-Docks made Three Point Jumper.,64,53
2:57,305,DePaul  Timeout,64,53
2:51,2751,Justin James made Layup. Assisted by Jeremy Lieberman.,66,53
2:39,305,Tre'Darius McCallum made Three Point Jumper. Assisted by Billy Garrett Jr..,66,56
2:07,2751,Alan Herndon made Layup. Assisted by Justin James.,68,56
1:52,305,Chris Harrison-Docks Turnover.,68,56
1:50,2751,Hayden Dalton Steal.,68,56
1:34,2751,Justin James made Layup. Assisted by Hayden Dalton.,70,56
1:17,305,Tre'Darius McCallum made Layup.,70,58
0:47,2751,Hayden Dalton missed Three Point Jumper.,70,58
0:47,305,Joe Hanel Defensive Rebound.,70,58
0:35,305,Chris Harrison-Docks missed Jumper.,70,58
0:35,2751,Justin James Defensive Rebound.,70,58
0:27,2751,Hayden Dalton made Dunk. Assisted by Justin James.,72,58
0:12,305,Eli Cain missed Layup.,72,58
0:12,2751,Justin James Defensive Rebound.,72,58
0:00,305,Official TV Timeout,72,58
0:00,305,End of Game,72,58
