Winthrop,139,Saint Louis,2737
8:35,2737,Tevin Prescott Defensive Rebound.,17,12
8:20,2737,Tevin Prescott missed Layup.,17,12
8:20,139,Elliott Welmer Defensive Rebound.,17,12
8:12,139,Davell Roby made Layup.,17,14
7:51,2737,Roderick Perkins missed Three Point Jumper.,17,14
7:51,139,Elliott Welmer Defensive Rebound.,17,14
7:43,139,Mike Crawford missed Three Point Jumper.,17,14
7:43,2737,Xavier Cooks Defensive Rebound.,17,14
7:20,2737,Keon Johnson made Three Point Jumper. Assisted by Bjorn Broman.,20,14
7:02,139,Official TV Timeout,20,14
7:01,2737,Foul on Duby Okeke.,20,14
6:38,139,Davell Roby made Jumper. Assisted by Elliott Welmer.,20,16
6:10,2737,Keon Johnson missed Three Point Jumper.,20,16
6:10,2737,Josh Ferguson Offensive Rebound.,20,16
5:59,2737,Xavier Cooks missed Jumper.,20,16
5:59,139,Aaron Hines Defensive Rebound.,20,16
5:45,139,Aaron Hines Turnover.,20,16
5:44,2737,Adam Pickett Steal.,20,16
5:41,2737,Adam Pickett made Layup.,22,16
5:17,139,Reggie Agbeko Turnover.,22,16
5:05,2737,Joshua Davenport missed Jumper.,22,16
5:05,2737,Joshua Davenport Offensive Rebound.,22,16
5:00,2737,Josh Ferguson made Dunk. Assisted by Joshua Davenport.,24,16
4:46,139,Aaron Hines made Layup.,24,18
4:35,2737,Joshua Davenport missed Jumper.,24,18
4:35,139,Davell Roby Defensive Rebound.,24,18
4:24,139,Elliott Welmer missed Three Point Jumper.,24,18
4:24,2737,Adam Pickett Defensive Rebound.,24,18
4:13,2737,Adam Pickett Turnover.,24,18
3:43,139,Saint Louis  Turnover.,24,18
3:43,139,Official TV Timeout,24,18
3:22,2737,Tevin Prescott made Dunk. Assisted by Joshua Davenport.,26,18
2:57,2737,Foul on Tevin Prescott.,26,18
2:56,139,Mike Crawford missed Jumper.,26,18
2:56,2737,Xavier Cooks Defensive Rebound.,26,18
2:42,2737,Keon Johnson missed Three Point Jumper.,26,18
2:42,139,Mike Crawford Defensive Rebound.,26,18
2:31,139,Mike Crawford made Jumper. Assisted by Davell Roby.,26,20
2:11,2737,Xavier Cooks made Jumper. Assisted by Bjorn Broman.,28,20
1:53,139,Davell Roby Turnover.,28,20
1:52,2737,Joshua Davenport Steal.,28,20
1:50,139,Foul on Reggie Agbeko.,28,20
1:50,2737,Joshua Davenport made Free Throw.,29,20
1:50,2737,Joshua Davenport made Free Throw.,30,20
1:41,139,Mike Crawford made Layup.,30,22
1:24,2737,Xavier Cooks made Jumper. Assisted by Bjorn Broman.,32,22
1:02,2737,Foul on Joshua Davenport.,32,22
1:02,139,Zeke Moore made Free Throw.,32,23
1:02,139,Zeke Moore made Free Throw.,32,24
0:46,2737,Anders Broman made Three Point Jumper. Assisted by Keon Johnson.,35,24
0:29,139,Jalen Johnson missed Jumper.,35,24
0:29,2737,Xavier Cooks Block.,35,24
0:27,139,Jalen Johnson Offensive Rebound.,35,24
0:25,139,Jalen Johnson made Layup.,35,26
0:03,2737,Keon Johnson missed Jumper.,35,26
0:03,139,Reggie Agbeko Defensive Rebound.,35,26
0:00,139,End of 1st half,35,26
19:55,139,Foul on Aaron Hines.,35,26
19:41,2737,Roderick Perkins missed Jumper.,35,26
19:41,139,Reggie Agbeko Defensive Rebound.,35,26
19:34,2737,Foul on Tevin Prescott.,35,26
19:34,139,Davell Roby made Free Throw.,35,27
19:33,139,Davell Roby missed Free Throw.,35,27
19:33,139,Elliott Welmer Offensive Rebound.,35,27
19:28,139,Aaron Hines missed Layup.,35,27
19:27,2737,Duby Okeke Block.,35,27
19:26,139,Reggie Agbeko Offensive Rebound.,35,27
19:24,139,Reggie Agbeko missed Layup.,35,27
19:24,139,Reggie Agbeko Offensive Rebound.,35,27
19:19,139,Reggie Agbeko missed Layup.,35,27
19:19,139,Elliott Welmer Offensive Rebound.,35,27
18:56,2737,Foul on Xavier Cooks.,35,27
18:56,139,Reggie Agbeko made Free Throw.,35,28
18:56,139,Reggie Agbeko made Free Throw.,35,29
18:28,2737,Keon Johnson made Layup.,37,29
18:02,139,Mike Crawford missed Three Point Jumper.,37,29
18:02,2737,Duby Okeke Defensive Rebound.,37,29
17:53,2737,Keon Johnson made Layup.,39,29
17:51,139,Official TV Timeout,39,29
17:41,139,Zeke Moore missed Layup.,39,29
17:41,2737,Xavier Cooks Defensive Rebound.,39,29
17:32,2737,Xavier Cooks missed Three Point Jumper.,39,29
17:32,2737,Bjorn Broman Offensive Rebound.,39,29
17:16,2737,Roderick Perkins missed Three Point Jumper.,39,29
17:16,139,Saint Louis Defensive Rebound.,39,29
16:50,139,Davell Roby missed Three Point Jumper.,39,29
16:50,2737,Xavier Cooks Defensive Rebound.,39,29
16:42,139,Foul on Aaron Hines.,39,29
16:42,2737,Keon Johnson missed Free Throw.,39,29
16:42,2737,Winthrop Deadball Team Rebound.,39,29
16:42,2737,Keon Johnson made Free Throw.,40,29
16:21,139,Zeke Moore missed Layup.,40,29
16:21,2737,Duby Okeke Block.,40,29
16:20,139,Saint Louis Offensive Rebound.,40,29
16:19,139,Davell Roby made Three Point Jumper. Assisted by Zeke Moore.,40,32
15:57,139,Foul on Davell Roby.,40,32
15:57,139,Official TV Timeout,40,32
15:54,2737,Anders Broman missed Three Point Jumper.,40,32
15:54,139,Jalen Johnson Defensive Rebound.,40,32
15:39,139,Davell Roby missed Jumper.,40,32
15:39,2737,Adam Pickett Defensive Rebound.,40,32
15:24,2737,Xavier Cooks missed Jumper.,40,32
15:24,139,Reggie Agbeko Defensive Rebound.,40,32
15:15,139,Aaron Hines missed Three Point Jumper.,40,32
15:15,2737,Xavier Cooks Defensive Rebound.,40,32
15:05,2737,Adam Pickett made Layup.,42,32
14:39,139,Jalen Johnson made Jumper. Assisted by Reggie Agbeko.,42,34
14:21,2737,Keon Johnson missed Jumper.,42,34
14:21,139,Aaron Hines Defensive Rebound.,42,34
14:12,139,Davell Roby made Three Point Jumper. Assisted by Aaron Hines.,42,37
14:01,2737,Winthrop  Timeout,42,37
13:54,139,Foul on Zeke Moore.,42,37
13:54,2737,Adam Pickett made Free Throw.,43,37
13:54,2737,Adam Pickett made Free Throw.,44,37
13:45,139,Aaron Hines missed Three Point Jumper.,44,37
13:45,139,Austin Gillmann Offensive Rebound.,44,37
13:31,139,Zeke Moore made Three Point Jumper. Assisted by Davell Roby.,44,40
13:11,2737,Josh Ferguson missed Three Point Jumper.,44,40
13:11,139,Austin Gillmann Defensive Rebound.,44,40
12:59,139,Aaron Hines made Jumper.,44,42
12:35,2737,Josh Ferguson Turnover.,44,42
12:33,139,Aaron Hines Steal.,44,42
12:24,139,Davell Roby missed Three Point Jumper.,44,42
12:24,2737,Joshua Davenport Defensive Rebound.,44,42
12:22,139,Foul on Reggie Agbeko.,44,42
12:22,2737,Joshua Davenport made Free Throw.,45,42
12:22,2737,Joshua Davenport made Free Throw.,46,42
12:04,2737,Foul on Adam Pickett.,46,42
12:01,2737,Foul on Joshua Davenport.,46,42
11:42,139,Mike Crawford missed Three Point Jumper.,46,42
11:42,2737,Adam Pickett Defensive Rebound.,46,42
11:36,139,Foul on Aaron Hines.,46,42
11:36,139,Official TV Timeout,46,42
11:36,2737,Adam Pickett made Free Throw.,47,42
11:36,2737,Adam Pickett made Free Throw.,48,42
11:17,139,Zeke Moore missed Three Point Jumper.,48,42
11:17,2737,Xavier Cooks Defensive Rebound.,48,42
11:02,2737,Adam Pickett missed Layup.,48,42
11:02,139,Reggie Agbeko Defensive Rebound.,48,42
10:40,139,Mike Crawford missed Three Point Jumper.,48,42
10:40,2737,Adam Pickett Defensive Rebound.,48,42
10:26,2737,Tevin Prescott missed Jumper.,48,42
10:26,139,Mike Crawford Defensive Rebound.,48,42
10:25,2737,Foul on Roderick Perkins.,48,42
9:56,139,Davell Roby made Layup.,48,44
9:46,139,Foul on Austin Gillmann.,48,44
9:46,2737,Xavier Cooks missed Free Throw.,48,44
9:46,2737,Joshua Davenport Offensive Rebound.,48,44
9:38,139,Foul on Austin Gillmann.,48,44
9:38,2737,Xavier Cooks missed Free Throw.,48,44
9:38,2737,Winthrop Deadball Team Rebound.,48,44
9:38,2737,Xavier Cooks missed Free Throw.,48,44
9:38,139,Saint Louis Defensive Rebound.,48,44
9:23,2737,Foul on Joshua Davenport.,48,44
9:04,139,Davell Roby missed Jumper.,48,44
9:04,2737,Keon Johnson Defensive Rebound.,48,44
8:50,139,Foul on Matt Neufeld.,48,44
8:50,2737,Joshua Davenport made Free Throw.,49,44
8:50,2737,Joshua Davenport made Free Throw.,50,44
8:32,139,Davell Roby Turnover.,50,44
8:31,2737,Xavier Cooks Steal.,50,44
8:02,139,Foul on Davell Roby.,50,44
8:02,2737,Keon Johnson made Free Throw.,51,44
8:02,2737,Keon Johnson made Free Throw.,52,44
7:46,139,Jalen Johnson missed Layup.,52,44
7:46,2737,Winthrop Defensive Rebound.,52,44
7:45,139,Official TV Timeout,52,44
7:25,2737,Xavier Cooks Turnover.,52,44
7:23,139,Jalen Johnson Steal.,52,44
7:18,139,Jalen Johnson missed Three Point Jumper.,52,44
7:18,2737,Joshua Davenport Defensive Rebound.,52,44
7:04,2737,Joshua Davenport missed Three Point Jumper.,52,44
7:04,139,Aaron Hines Defensive Rebound.,52,44
6:51,139,Davell Roby made Three Point Jumper. Assisted by Aaron Hines.,52,47
6:39,139,Foul on Jalen Johnson.,52,47
6:39,2737,Keon Johnson made Free Throw.,53,47
6:39,2737,Keon Johnson missed Free Throw.,53,47
6:39,139,Davell Roby Defensive Rebound.,53,47
6:14,139,Aaron Hines Turnover.,53,47
6:13,2737,Tevin Prescott Steal.,53,47
6:08,2737,Anders Broman made Three Point Jumper. Assisted by Keon Johnson.,56,47
5:46,139,Aaron Hines missed Jumper.,56,47
5:46,2737,Xavier Cooks Defensive Rebound.,56,47
5:35,2737,Keon Johnson missed Jumper.,56,47
5:35,139,Reggie Agbeko Defensive Rebound.,56,47
5:18,2737,Foul on Tevin Prescott.,56,47
5:18,139,Mike Crawford missed Free Throw.,56,47
5:18,139,Saint Louis Deadball Team Rebound.,56,47
5:18,139,Mike Crawford missed Free Throw.,56,47
5:18,2737,Duby Okeke Defensive Rebound.,56,47
4:54,139,Foul on Elliott Welmer.,56,47
4:54,2737,Xavier Cooks missed Free Throw.,56,47
4:54,2737,Winthrop Deadball Team Rebound.,56,47
4:54,2737,Xavier Cooks made Free Throw.,57,47
4:39,2737,Foul on Adam Pickett.,57,47
4:39,139,Davell Roby made Free Throw.,57,48
4:39,139,Davell Roby missed Free Throw.,57,48
4:39,2737,Xavier Cooks Defensive Rebound.,57,48
4:32,139,Foul on Davell Roby.,57,48
4:32,2737,Keon Johnson missed Free Throw.,57,48
4:32,2737,Winthrop Deadball Team Rebound.,57,48
4:32,2737,Keon Johnson made Free Throw.,58,48
4:19,139,Jalen Johnson missed Three Point Jumper.,58,48
4:19,2737,Duby Okeke Defensive Rebound.,58,48
3:57,2737,Xavier Cooks missed Three Point Jumper.,58,48
3:57,139,Mike Crawford Defensive Rebound.,58,48
3:47,139,Davell Roby missed Three Point Jumper.,58,48
3:47,139,Jalen Johnson Offensive Rebound.,58,48
3:40,2737,Foul on Duby Okeke.,58,48
3:40,139,Official TV Timeout,58,48
3:40,139,Mike Crawford made Free Throw.,58,49
3:40,139,Mike Crawford missed Free Throw.,58,49
3:40,2737,Xavier Cooks Defensive Rebound.,58,49
3:11,2737,Xavier Cooks made Jumper.,60,49
2:38,139,Mike Crawford missed Jumper.,60,49
2:38,2737,Xavier Cooks Defensive Rebound.,60,49
2:11,2737,Keon Johnson missed Three Point Jumper.,60,49
2:11,2737,Tevin Prescott Offensive Rebound.,60,49
1:44,2737,Keon Johnson missed Layup.,60,49
1:44,139,Elliott Welmer Block.,60,49
1:43,139,Elliott Welmer Defensive Rebound.,60,49
1:43,2737,Foul on Tevin Prescott.,60,49
1:43,139,Elliott Welmer made Free Throw.,60,50
1:43,139,Elliott Welmer missed Free Throw.,60,50
1:43,2737,Duby Okeke Defensive Rebound.,60,50
1:31,2737,Duby Okeke made Layup. Assisted by Keon Johnson.,62,50
1:18,139,Jalen Johnson made Three Point Jumper. Assisted by Davell Roby.,62,53
1:16,139,Saint Louis  Timeout,62,53
1:08,2737,Bjorn Broman Turnover.,62,53
1:02,139,Aaron Hines missed Layup.,62,53
1:02,2737,Duby Okeke Block.,62,53
1:00,2737,Joshua Davenport Defensive Rebound.,62,53
0:55,2737,Joshua Davenport Turnover.,62,53
0:53,139,Davell Roby Turnover.,62,53
0:25,2737,Keon Johnson made Jumper.,64,53
0:13,139,Jalen Johnson missed Three Point Jumper.,64,53
0:13,139,Mike Crawford Offensive Rebound.,64,53
0:09,139,Mike Crawford made Layup.,64,55
0:07,139,Foul on Zeke Moore.,64,55
0:07,2737,Keon Johnson made Free Throw.,65,55
0:07,2737,Keon Johnson made Free Throw.,66,55
0:00,139,Mike Crawford missed Layup.,66,55
0:00,2737,Anders Broman Block.,66,55
0:00,139,Mike Crawford Offensive Rebound.,66,55
0:00,139,End of Game,66,55
