UL Monroe,2670,VCU,2433
15:11,2670,JeQuan Lewis Turnover.,6,9
15:11,2433,Official TV Timeout,6,9
14:50,2433,Travis Munnings missed Layup.,6,9
14:50,2433,Sam McDaniel Offensive Rebound.,6,9
14:48,2670,Foul on Justin Tillman.,6,9
14:48,2433,Sam McDaniel made Free Throw.,7,9
14:48,2433,Sam McDaniel made Free Throw.,8,9
14:32,2670,Ahmed Hamdy-Mohamed missed Layup.,8,9
14:32,2433,Travis Munnings Defensive Rebound.,8,9
14:26,2433,Marvin Jean-Pierre missed Layup.,8,9
14:26,2670,Ahmed Hamdy-Mohamed Defensive Rebound.,8,9
14:18,2670,Doug Brooks missed Three Point Jumper.,8,9
14:18,2670,VCU Offensive Rebound.,8,9
14:13,2670,De'Riante Jenkins made Three Point Jumper. Assisted by Doug Brooks.,8,12
13:56,2433,Travis Munnings made Three Point Jumper. Assisted by Jordon Harris.,11,12
13:29,2670,Ahmed Hamdy-Mohamed missed Layup.,11,12
13:29,2433,UL Monroe Defensive Rebound.,11,12
13:21,2433,Jordon Harris Turnover.,11,12
13:14,2670,De'Riante Jenkins missed Three Point Jumper.,11,12
13:14,2670,Samir Doughty Offensive Rebound.,11,12
13:01,2670,Samir Doughty Turnover.,11,12
13:00,2433,Marvin Jean-Pierre Steal.,11,12
12:58,2433,Nick Coppola made Layup.,13,12
12:51,2670,Foul on De'Riante Jenkins.,13,12
12:51,2670,De'Riante Jenkins Turnover.,13,12
12:37,2433,Sam McDaniel made Jumper.,15,12
12:13,2670,Samir Doughty made Layup.,15,14
11:48,2433,Jordon Harris missed Three Point Jumper.,15,14
11:48,2670,Doug Brooks Defensive Rebound.,15,14
11:40,2670,Official TV Timeout,15,14
11:31,2670,Jordan Burgess missed Three Point Jumper.,15,14
11:31,2433,Wade Martin Defensive Rebound.,15,14
11:15,2433,Nick Coppola Turnover.,15,14
11:14,2670,Mo Alie-Cox Steal.,15,14
11:05,2670,Jordan Burgess missed Three Point Jumper.,15,14
11:05,2433,Nick Coppola Defensive Rebound.,15,14
10:49,2433,Nick Coppola Turnover.,15,14
10:48,2670,Doug Brooks Steal.,15,14
10:43,2670,Mo Alie-Cox missed Layup.,15,14
10:43,2670,De'Riante Jenkins Offensive Rebound.,15,14
10:37,2670,De'Riante Jenkins missed Layup.,15,14
10:37,2433,Sam McDaniel Defensive Rebound.,15,14
10:18,2433,Marvin Jean-Pierre missed Jumper.,15,14
10:18,2670,De'Riante Jenkins Defensive Rebound.,15,14
10:01,2670,Mo Alie-Cox Turnover.,15,14
9:42,2433,Sam McDaniel missed Jumper.,15,14
9:42,2433,Sam McDaniel Offensive Rebound.,15,14
9:39,2433,Sam McDaniel made Layup.,17,14
9:33,2670,Foul on Mo Alie-Cox.,17,14
9:33,2670,Mo Alie-Cox Turnover.,17,14
9:22,2433,Travis Munnings missed Three Point Jumper.,17,14
9:22,2670,Justin Tillman Defensive Rebound.,17,14
9:10,2670,De'Riante Jenkins missed Three Point Jumper.,17,14
9:10,2670,Ahmed Hamdy-Mohamed Offensive Rebound.,17,14
9:03,2670,Ahmed Hamdy-Mohamed Turnover.,17,14
9:02,2433,Wade Martin Steal.,17,14
9:01,2433,Wade Martin Turnover.,17,14
8:51,2670,Justin Tillman made Layup. Assisted by Doug Brooks.,17,16
8:33,2433,Travis Munnings missed Layup.,17,16
8:33,2433,Wade Martin Offensive Rebound.,17,16
8:29,2433,Wade Martin missed Layup.,17,16
8:29,2433,UL Monroe Offensive Rebound.,17,16
8:28,2670,VCU  Timeout,17,16
8:23,2433,Travis Munnings missed Three Point Jumper.,17,16
8:23,2670,Ahmed Hamdy-Mohamed Defensive Rebound.,17,16
8:20,2433,Foul on Sam McDaniel.,17,16
8:02,2670,Ahmed Hamdy-Mohamed missed Layup.,17,16
8:02,2433,Nick Coppola Defensive Rebound.,17,16
7:56,2670,Foul on JeQuan Lewis.,17,16
7:49,2433,Sam McDaniel missed Jumper.,17,16
7:49,2670,Justin Tillman Defensive Rebound.,17,16
7:32,2670,Ahmed Hamdy-Mohamed missed Layup.,17,16
7:32,2433,Nick Coppola Defensive Rebound.,17,16
7:08,2433,Marcus Washington made Layup.,19,16
6:56,2670,Justin Tillman made Layup. Assisted by JeQuan Lewis.,19,18
6:45,2433,Sam McDaniel made Layup.,21,18
6:30,2670,JeQuan Lewis Turnover.,21,18
6:17,2433,Jordon Harris made Jumper. Assisted by Marcus Washington.,23,18
5:58,2670,Jonathan Williams made Jumper.,23,20
5:43,2433,Jordon Harris missed Layup.,23,20
5:43,2670,Jonathan Williams Defensive Rebound.,23,20
5:24,2670,Jordan Burgess missed Layup.,23,20
5:24,2433,Marcus Washington Defensive Rebound.,23,20
5:16,2670,Foul on Jordan Burgess.,23,20
5:05,2433,Jordon Harris missed Three Point Jumper.,23,20
5:05,2433,Travis Munnings Offensive Rebound.,23,20
4:58,2433,Sam McDaniel made Three Point Jumper.,26,20
4:47,2670,Jonathan Williams made Layup.,26,22
4:30,2433,Jordon Harris Turnover.,26,22
4:30,2670,Jonathan Williams Steal.,26,22
4:29,2670,JeQuan Lewis Turnover.,26,22
4:28,2433,Jordon Harris Steal.,26,22
4:26,2433,Jordon Harris made Three Point Jumper. Assisted by Nick Coppola.,29,22
4:13,2670,Jonathan Williams missed Three Point Jumper.,29,22
4:13,2433,Nick Coppola Defensive Rebound.,29,22
3:52,2433,Travis Munnings missed Jumper.,29,22
3:52,2670,Samir Doughty Defensive Rebound.,29,22
3:40,2433,Foul on Marcus Washington.,29,22
3:40,2670,Official TV Timeout,29,22
3:34,2670,JeQuan Lewis made Three Point Jumper. Assisted by Samir Doughty.,29,25
3:16,2433,Jordon Harris made Layup.,31,25
3:09,2670,JeQuan Lewis made Three Point Jumper. Assisted by Jonathan Williams.,31,28
2:59,2433,UL Monroe  Timeout,31,28
2:37,2433,Sam McDaniel Turnover.,31,28
2:36,2670,Samir Doughty Steal.,31,28
2:34,2670,JeQuan Lewis missed Three Point Jumper.,31,28
2:34,2433,Marcus Washington Defensive Rebound.,31,28
2:26,2433,Jordon Harris missed Three Point Jumper.,31,28
2:26,2433,Marcus Washington Offensive Rebound.,31,28
2:23,2433,Marcus Washington made Layup.,33,28
2:02,2433,Foul on Nick Coppola.,33,28
1:50,2670,Samir Doughty missed Three Point Jumper.,33,28
1:50,2433,UL Monroe Defensive Rebound.,33,28
1:30,2670,Foul on Samir Doughty.,33,28
1:30,2433,Marcus Washington made Free Throw.,34,28
1:30,2433,Marcus Washington missed Free Throw.,34,28
1:30,2670,Samir Doughty Defensive Rebound.,34,28
1:19,2670,JeQuan Lewis missed Three Point Jumper.,34,28
1:19,2670,Mo Alie-Cox Offensive Rebound.,34,28
1:14,2433,Foul on Nick Coppola.,34,28
1:12,2670,Jordan Burgess missed Layup.,34,28
1:12,2670,Jordan Burgess Offensive Rebound.,34,28
0:54,2433,Foul on Jordon Harris.,34,28
0:54,2670,Jonathan Williams missed Free Throw.,34,28
0:54,2670,VCU Deadball Team Rebound.,34,28
0:54,2670,Jonathan Williams missed Free Throw.,34,28
0:54,2433,Travis Munnings Defensive Rebound.,34,28
0:40,2433,Travis Munnings Turnover.,34,28
0:40,2670,JeQuan Lewis Steal.,34,28
0:40,2433,Foul on Travis Munnings.,34,28
0:40,2670,JeQuan Lewis made Free Throw.,34,29
0:40,2670,JeQuan Lewis made Free Throw.,34,30
0:25,2433,Travis Munnings missed Three Point Jumper.,34,30
0:25,2670,Mo Alie-Cox Block.,34,30
0:24,2670,Mo Alie-Cox Defensive Rebound.,34,30
0:18,2670,Samir Doughty missed Layup.,34,30
0:18,2670,Jordan Burgess Offensive Rebound.,34,30
0:15,2670,Jordan Burgess made Dunk.,34,32
0:01,2433,Nick Coppola missed Three Point Jumper.,34,32
0:01,2670,Samir Doughty Defensive Rebound.,34,32
0:00,2670,Samir Doughty missed Three Point Jumper.,34,32
0:00,2670,VCU Deadball Team Rebound.,34,32
0:00,2670,End of 1st half,34,32
19:34,2433,Sam McDaniel missed Jumper.,34,32
19:34,2670,Jordan Burgess Defensive Rebound.,34,32
19:14,2670,JeQuan Lewis missed Three Point Jumper.,34,32
19:14,2670,Justin Tillman Offensive Rebound.,34,32
19:10,2433,Foul on Marvin Jean-Pierre.,34,32
18:58,2670,Jordan Burgess made Layup.,34,34
18:44,2433,Jordon Harris made Layup.,36,34
18:34,2670,Jonathan Williams Turnover.,36,34
18:34,2433,Sam McDaniel Steal.,36,34
18:19,2433,Marvin Jean-Pierre made Layup. Assisted by Travis Munnings.,38,34
17:55,2670,Jonathan Williams Turnover.,38,34
17:54,2433,Travis Munnings Steal.,38,34
17:42,2670,Foul on Mo Alie-Cox.,38,34
17:30,2433,Nick Coppola made Jumper.,40,34
17:01,2670,Jonathan Williams missed Jumper.,40,34
17:01,2433,Sam McDaniel Defensive Rebound.,40,34
16:37,2433,Jordon Harris made Three Point Jumper. Assisted by Marvin Jean-Pierre.,43,34
16:26,2670,Mo Alie-Cox made Layup. Assisted by Jonathan Williams.,43,36
15:57,2433,Nick Coppola missed Three Point Jumper.,43,36
15:57,2670,Justin Tillman Defensive Rebound.,43,36
15:45,2670,Jonathan Williams Turnover.,43,36
15:44,2433,Travis Munnings Steal.,43,36
15:29,2433,Nick Coppola Turnover.,43,36
15:29,2670,Mo Alie-Cox Steal.,43,36
15:29,2433,Foul on Nick Coppola.,43,36
15:29,2670,Official TV Timeout,43,36
15:16,2670,Ahmed Hamdy-Mohamed missed Layup.,43,36
15:16,2433,Sam McDaniel Block.,43,36
15:14,2433,Travis Munnings Defensive Rebound.,43,36
14:58,2670,Foul on Ahmed Hamdy-Mohamed.,43,36
14:58,2433,Travis Munnings made Free Throw.,44,36
14:58,2433,Travis Munnings missed Free Throw.,44,36
14:58,2670,JeQuan Lewis Defensive Rebound.,44,36
14:38,2670,Samir Doughty missed Jumper.,44,36
14:38,2433,Travis Munnings Defensive Rebound.,44,36
14:33,2433,Marvin Jean-Pierre Turnover.,44,36
14:32,2670,JeQuan Lewis Steal.,44,36
14:27,2433,Foul on Travis Munnings.,44,36
14:27,2670,Samir Doughty made Free Throw.,44,37
14:27,2670,Samir Doughty made Free Throw.,44,38
14:22,2433,Nick Coppola Turnover.,44,38
14:16,2670,Doug Brooks made Three Point Jumper. Assisted by JeQuan Lewis.,44,41
14:01,2670,Foul on Jordan Burgess.,44,41
13:46,2433,Jordon Harris missed Three Point Jumper.,44,41
13:46,2670,Samir Doughty Defensive Rebound.,44,41
13:39,2670,JeQuan Lewis missed Three Point Jumper.,44,41
13:39,2670,De'Riante Jenkins Offensive Rebound.,44,41
13:33,2670,De'Riante Jenkins missed Layup.,44,41
13:33,2433,Travis Munnings Defensive Rebound.,44,41
13:26,2433,Travis Munnings Turnover.,44,41
13:25,2670,JeQuan Lewis Steal.,44,41
13:20,2433,Foul on Sam McDaniel.,44,41
13:20,2670,JeQuan Lewis missed Free Throw.,44,41
13:20,2670,VCU Deadball Team Rebound.,44,41
13:20,2670,JeQuan Lewis made Free Throw.,44,42
13:12,2433,Marvin Jean-Pierre made Jumper.,46,42
12:58,2670,De'Riante Jenkins missed Layup.,46,42
12:58,2433,Nick Coppola Defensive Rebound.,46,42
12:40,2670,Foul on JeQuan Lewis.,46,42
12:40,2433,Marvin Jean-Pierre missed Free Throw.,46,42
12:40,2433,UL Monroe Deadball Team Rebound.,46,42
12:29,2433,Marvin Jean-Pierre Turnover.,46,42
12:27,2670,Doug Brooks made Three Point Jumper. Assisted by Jordan Burgess.,46,45
12:10,2433,Sam McDaniel missed Jumper.,46,45
12:10,2433,UL Monroe Offensive Rebound.,46,45
12:03,2433,Jordon Harris missed Jumper.,46,45
12:03,2670,Samir Doughty Defensive Rebound.,46,45
11:54,2433,Foul on Marvin Jean-Pierre.,46,45
11:54,2670,Official TV Timeout,46,45
11:50,2670,JeQuan Lewis missed Three Point Jumper.,46,45
11:50,2670,Doug Brooks Offensive Rebound.,46,45
11:46,2670,Mo Alie-Cox made Layup. Assisted by Doug Brooks.,46,47
11:20,2433,Marcus Washington missed Layup.,46,47
11:20,2670,Samir Doughty Defensive Rebound.,46,47
11:14,2670,Doug Brooks made Three Point Jumper.,46,50
11:04,2433,Sam McDaniel Turnover.,46,50
11:03,2670,Doug Brooks Steal.,46,50
10:58,2433,Foul on Marcus Washington.,46,50
10:58,2433,UL Monroe  Timeout,46,50
10:55,2433,Foul on Sam McDaniel.,46,50
10:55,2670,Mo Alie-Cox made Free Throw.,46,51
10:55,2670,Mo Alie-Cox made Free Throw.,46,52
10:51,2433,Nick Coppola Turnover.,46,52
10:50,2670,Doug Brooks Steal.,46,52
10:49,2670,JeQuan Lewis made Layup. Assisted by Doug Brooks.,46,54
10:29,2670,Foul on Mo Alie-Cox.,46,54
10:29,2433,Travis Munnings made Free Throw.,47,54
10:29,2433,Travis Munnings made Free Throw.,48,54
10:10,2670,JeQuan Lewis missed Three Point Jumper.,48,54
10:10,2433,Travis Munnings Block.,48,54
10:06,2433,Marvin Jean-Pierre Defensive Rebound.,48,54
9:55,2433,Marvin Jean-Pierre Turnover.,48,54
9:42,2670,Samir Doughty Turnover.,48,54
9:22,2433,Marcus Washington Turnover.,48,54
9:21,2670,Doug Brooks Steal.,48,54
9:17,2670,Samir Doughty made Layup. Assisted by Doug Brooks.,48,56
9:05,2433,Marvin Jean-Pierre Turnover.,48,56
9:03,2670,JeQuan Lewis Steal.,48,56
9:01,2670,Doug Brooks made Three Point Jumper. Assisted by JeQuan Lewis.,48,59
8:58,2433,UL Monroe  Timeout,48,59
8:32,2433,Marcus Washington made Jumper.,50,59
8:15,2670,Samir Doughty missed Three Point Jumper.,50,59
8:15,2433,UL Monroe Defensive Rebound.,50,59
7:54,2670,Foul on Doug Brooks.,50,59
7:54,2670,Official TV Timeout,50,59
7:52,2433,UL Monroe  Turnover.,50,59
7:39,2670,Samir Doughty made Layup. Assisted by Mo Alie-Cox.,50,61
7:26,2433,Marcus Washington missed Layup.,50,61
7:26,2670,Mo Alie-Cox Block.,50,61
7:24,2670,Mo Alie-Cox Defensive Rebound.,50,61
7:08,2670,Mo Alie-Cox made Dunk.,50,63
6:45,2670,Foul on Doug Brooks.,50,63
6:45,2433,Marcus Washington made Free Throw.,51,63
6:45,2433,Marcus Washington made Free Throw.,52,63
6:34,2670,Mo Alie-Cox made Layup. Assisted by Doug Brooks.,52,65
6:16,2433,Marcus Washington missed Jumper.,52,65
6:16,2433,Travis Munnings Offensive Rebound.,52,65
6:05,2433,Travis Munnings missed Layup.,52,65
6:05,2670,De'Riante Jenkins Defensive Rebound.,52,65
5:43,2670,Mo Alie-Cox missed Jumper.,52,65
5:43,2433,Travis Munnings Defensive Rebound.,52,65
5:35,2433,Marcus Washington made Layup.,54,65
5:13,2670,Jordan Burgess made Layup. Assisted by JeQuan Lewis.,54,67
5:04,2433,Jordon Harris Turnover.,54,67
4:44,2670,JeQuan Lewis missed Three Point Jumper.,54,67
4:44,2433,Marcus Washington Defensive Rebound.,54,67
4:38,2670,Foul on JeQuan Lewis.,54,67
4:38,2433,Nick Coppola made Free Throw.,55,67
4:38,2433,Nick Coppola made Free Throw.,56,67
4:21,2433,Foul on Marcus Washington.,56,67
4:21,2670,JeQuan Lewis missed Free Throw.,56,67
4:21,2670,VCU Deadball Team Rebound.,56,67
4:21,2670,JeQuan Lewis made Free Throw.,56,68
4:07,2433,Sam McDaniel made Jumper.,58,68
3:50,2433,Foul on Roderick Taylor.,58,68
3:50,2670,Official TV Timeout,58,68
3:50,2670,Mo Alie-Cox made Free Throw.,58,69
3:50,2670,Mo Alie-Cox made Free Throw.,58,70
3:43,2670,Foul on Doug Brooks.,58,70
3:43,2433,Jordon Harris missed Free Throw.,58,70
3:43,2670,JeQuan Lewis Defensive Rebound.,58,70
3:19,2670,Doug Brooks made Three Point Jumper. Assisted by Jordan Burgess.,58,73
2:49,2433,Marcus Washington Turnover.,58,73
2:34,2670,Mo Alie-Cox missed Dunk.,58,73
2:34,2433,Roderick Taylor Block.,58,73
2:34,2670,VCU Offensive Rebound.,58,73
2:27,2670,JeQuan Lewis missed Three Point Jumper.,58,73
2:27,2433,Marcus Washington Defensive Rebound.,58,73
2:15,2670,Foul on Jordan Burgess.,58,73
2:15,2433,Sam McDaniel made Free Throw.,59,73
2:15,2433,Sam McDaniel made Free Throw.,60,73
2:05,2433,Foul on Roderick Taylor.,60,73
2:05,2670,Mo Alie-Cox made Free Throw.,60,74
2:05,2670,Mo Alie-Cox made Free Throw.,60,75
1:51,2433,Roderick Taylor made Layup. Assisted by Marcus Washington.,62,75
1:27,2670,Malik Crowfield missed Three Point Jumper.,62,75
1:27,2433,Jordon Harris Defensive Rebound.,62,75
1:14,2433,Marcus Washington missed Three Point Jumper.,62,75
1:14,2433,Sam McDaniel Offensive Rebound.,62,75
0:51,2433,Marcus Washington missed Layup.,62,75
0:51,2433,Sam McDaniel Offensive Rebound.,62,75
0:46,2433,Sam McDaniel missed Layup.,62,75
0:46,2670,Malik Crowfield Block.,62,75
0:46,2433,UL Monroe Offensive Rebound.,62,75
0:42,2433,Nick Coppola missed Layup.,62,75
0:42,2670,Samir Doughty Defensive Rebound.,62,75
0:13,2670,Malik Crowfield made Three Point Jumper. Assisted by Marquell Fraser.,62,78
0:03,2433,Jordon Harris made Three Point Jumper. Assisted by Marcus Washington.,65,78
0:00,2670,End of Game,65,78
