LSU Shreveport,Error,Louisiana Tech,2348
7:15,-1,Rashard Owens Defensive Rebound.,6,34
7:05,-1,Rashard Owens missed Three Point Jumper.,6,34
7:05,2348,Jacobi Boykins Defensive Rebound.,6,34
6:59,2348,DaQuan Bracey missed Layup.,6,34
6:59,-1,Rashard Owens Defensive Rebound.,6,34
6:49,-1,Tyrell Springer missed Three Point Jumper.,6,34
6:49,2348,Joniah White Defensive Rebound.,6,34
6:38,2348,Foul on Joniah White.,6,34
6:38,2348,Joniah White Turnover.,6,34
6:24,-1,Benjamin Batts missed Layup.,6,34
6:24,2348,Omar Sherman Defensive Rebound.,6,34
6:15,2348,Jacobi Boykins missed Three Point Jumper.,6,34
6:15,-1,Greg Pollins Defensive Rebound.,6,34
6:00,-1,Louisiana State Shreveport  Timeout,6,34
5:58,-1,CJ McGill Turnover.,6,34
5:56,2348,Jacobi Boykins Steal.,6,34
5:55,2348,Jalen Harris Turnover.,6,34
5:25,-1,CJ McGill missed Jumper.,6,34
5:25,2348,Derric Jean Defensive Rebound.,6,34
5:17,2348,Jacobi Boykins made Three Point Jumper. Assisted by Oliver Powell.,6,37
5:03,-1,Anthony Walker Jr. missed Jumper.,6,37
5:03,2348,Jacobi Boykins Defensive Rebound.,6,37
4:58,-1,Foul on CJ McGill.,6,37
4:49,2348,Omar Sherman made Jumper. Assisted by Jacobi Boykins.,6,39
4:32,-1,CJ McGill missed Three Point Jumper.,6,39
4:32,2348,Jalen Harris Defensive Rebound.,6,39
4:18,2348,Jalen Harris made Three Point Jumper. Assisted by Omar Sherman.,6,42
4:00,-1,Rashard Owens made Layup. Assisted by Josh Walker.,8,42
3:46,2348,Jalen Harris Turnover.,8,42
3:46,2348,Official TV Timeout,8,42
3:36,-1,Uzonna Akazi made Jumper.,10,42
3:13,2348,Oliver Powell Turnover.,10,42
3:11,-1,Uzonna Akazi Steal.,10,42
3:08,2348,Foul on Oliver Powell.,10,42
2:55,-1,Uzonna Akazi made Three Point Jumper. Assisted by Josh Walker.,13,42
2:43,2348,Omar Sherman made Dunk. Assisted by Jy'lan Washington.,13,44
2:24,-1,Rashard Owens missed Three Point Jumper.,13,44
2:24,2348,Jalen Harris Defensive Rebound.,13,44
2:17,2348,Jalen Harris Turnover.,13,44
2:15,-1,Malik Andrus Steal.,13,44
2:11,-1,Malik Andrus made Layup.,15,44
2:02,-1,Foul on Malik Andrus.,15,44
1:52,2348,DaQuan Bracey Turnover.,15,44
1:34,-1,Uzonna Akazi missed Three Point Jumper.,15,44
1:27,2348,Jalen Harris Defensive Rebound.,15,44
1:17,-1,Josh Walker missed Layup.,15,44
1:17,2348,DaQuan Bracey Defensive Rebound.,15,44
1:09,2348,Jy'lan Washington made Dunk. Assisted by Omar Sherman.,15,46
0:59,2348,Foul on Derric Jean.,15,46
0:59,-1,Malik Andrus made Free Throw.,16,46
0:59,-1,Malik Andrus made Free Throw.,17,46
0:38,2348,DaQuan Bracey missed Jumper.,17,46
0:38,-1,Malik Andrus Defensive Rebound.,17,46
0:25,-1,Anthony Walker Jr. made Jumper. Assisted by Rashard Owens.,19,46
0:00,2348,Erik McCree made Jumper. Assisted by DaQuan Bracey.,19,48
0:00,2348,End of 1st half,19,48
19:49,-1,Rashard Owens missed Jumper.,19,48
19:49,-1,Greg Pollins Offensive Rebound.,19,48
19:40,-1,Josh Walker Turnover.,19,48
19:38,2348,Erik McCree Steal.,19,48
19:36,2348,Erik McCree made Layup.,19,50
19:22,-1,Malik Andrus Turnover.,19,50
19:20,2348,Omar Sherman Steal.,19,50
19:19,2348,Jacobi Boykins Turnover.,19,50
19:02,-1,Greg Pollins missed Jumper.,19,50
19:02,2348,Erik McCree Defensive Rebound.,19,50
18:36,2348,Omar Sherman made Dunk. Assisted by DaQuan Bracey.,19,52
18:24,-1,Josh Walker missed Three Point Jumper.,19,52
18:24,-1,Greg Pollins Offensive Rebound.,19,52
18:21,2348,Foul on DaQuan Bracey.,19,52
18:10,-1,Greg Pollins Turnover.,19,52
18:07,2348,Jacobi Boykins Steal.,19,52
18:07,2348,DaQuan Bracey made Layup.,19,54
18:07,-1,Benjamin Batts made Three Point Jumper.,22,54
17:48,-1,Foul on Malik Andrus.,22,54
17:34,2348,Omar Sherman missed Dunk.,22,54
17:34,-1,Rashard Owens Defensive Rebound.,22,54
17:28,-1,Rashard Owens made Layup.,24,54
17:20,2348,Jacobi Boykins missed Three Point Jumper.,24,54
17:20,-1,Anthony Walker Jr. Defensive Rebound.,24,54
17:07,-1,Rashard Owens missed Layup.,24,54
17:07,2348,Jacobi Boykins Defensive Rebound.,24,54
17:00,-1,Foul on Malik Andrus.,24,54
17:00,2348,Erik McCree made Free Throw.,24,55
17:00,2348,Erik McCree made Free Throw.,24,56
16:50,-1,Rashard Owens missed Jumper.,24,56
16:50,2348,Erik McCree Defensive Rebound.,24,56
16:42,2348,Jalen Harris Turnover.,24,56
16:20,-1,Rashard Owens made Layup.,26,56
16:01,-1,Foul on Anthony Walker Jr..,26,56
15:58,2348,Derric Jean made Jumper. Assisted by Jalen Harris.,26,58
15:51,-1,Benjamin Batts Turnover.,26,58
15:51,2348,Official TV Timeout,26,58
15:37,2348,Jacobi Boykins made Jumper. Assisted by Oliver Powell.,26,60
15:11,-1,Rashard Owens missed Layup.,26,60
15:11,2348,Jacobi Boykins Defensive Rebound.,26,60
14:59,-1,Foul on Greg Pollins.,26,60
14:59,2348,Joniah White missed Free Throw.,26,60
14:59,2348,Louisiana Tech Deadball Team Rebound.,26,60
14:59,2348,Joniah White missed Free Throw.,26,60
14:59,-1,Greg Pollins Defensive Rebound.,26,60
14:36,2348,Foul on Jy'lan Washington.,26,60
14:36,-1,Greg Pollins missed Free Throw.,26,60
14:36,-1,Louisiana State Shreveport Deadball Team Rebound.,26,60
14:36,-1,Greg Pollins made Free Throw.,27,60
14:24,2348,Jalen Harris Turnover.,27,60
14:22,-1,CJ McGill Steal.,27,60
14:09,-1,CJ McGill missed Layup.,27,60
14:09,-1,Rashard Owens Offensive Rebound.,27,60
14:09,2348,Foul on Joniah White.,27,60
14:09,-1,Rashard Owens made Free Throw.,28,60
14:09,-1,Rashard Owens made Free Throw.,29,60
13:52,2348,DaQuan Bracey Turnover.,29,60
13:49,-1,Anthony Walker Jr. Steal.,29,60
13:47,-1,CJ McGill made Three Point Jumper. Assisted by Rashard Owens.,32,60
13:31,-1,Foul on Anthony Walker Jr..,32,60
13:31,2348,Jy'lan Washington made Free Throw.,32,61
13:31,2348,Jy'lan Washington made Free Throw.,32,62
13:25,-1,Anthony Walker Jr. missed Dunk.,32,62
13:25,2348,Joniah White Block.,32,62
13:21,2348,Jy'lan Washington Defensive Rebound.,32,62
13:20,-1,Foul on Josh Walker.,32,62
13:07,2348,Jalen Harris made Jumper. Assisted by Oliver Powell.,32,64
12:49,-1,Josh Walker missed Layup.,32,64
12:49,2348,Jy'lan Washington Block.,32,64
12:46,-1,Louisiana State Shreveport Offensive Rebound.,32,64
12:44,-1,Benjamin Batts missed Jumper.,32,64
12:44,2348,Joniah White Defensive Rebound.,32,64
12:42,2348,DaQuan Bracey made Layup.,32,66
12:31,2348,Foul on DaQuan Bracey.,32,66
12:31,2348,Foul on Joniah White.,32,66
12:29,-1,CJ McGill missed Three Point Jumper.,32,66
12:29,2348,Jy'lan Washington Defensive Rebound.,32,66
12:16,-1,Foul on Benjamin Batts.,32,66
12:16,2348,Jalen Harris made Free Throw.,32,67
12:16,2348,Jalen Harris made Free Throw.,32,68
11:53,-1,Uzonna Akazi missed Three Point Jumper.,32,68
11:53,-1,Rashard Owens Offensive Rebound.,32,68
11:47,-1,Rashard Owens missed Layup.,32,68
11:47,-1,Rashard Owens Offensive Rebound.,32,68
11:46,2348,Foul on Jy'lan Washington.,32,68
11:46,2348,Official TV Timeout,32,68
11:46,-1,Rashard Owens made Free Throw.,33,68
11:46,-1,Rashard Owens made Free Throw.,34,68
11:32,2348,Omar Sherman missed Jumper.,34,68
11:32,-1,Josh Walker Defensive Rebound.,34,68
11:21,-1,David Holmes missed Three Point Jumper.,34,68
11:21,-1,Uzonna Akazi Offensive Rebound.,34,68
11:16,-1,Uzonna Akazi Turnover.,34,68
11:11,2348,Jacobi Boykins missed Three Point Jumper.,34,68
11:11,-1,David Holmes Defensive Rebound.,34,68
11:02,-1,CJ McGill made Jumper.,36,68
10:35,2348,Derric Jean missed Three Point Jumper.,36,68
10:35,2348,Derric Jean Offensive Rebound.,36,68
10:27,2348,Erik McCree made Jumper. Assisted by Jacobi Boykins.,36,70
10:07,-1,Josh Walker Turnover.,36,70
10:05,2348,Derric Jean Steal.,36,70
9:59,2348,DaQuan Bracey missed Layup.,36,70
9:59,-1,Uzonna Akazi Defensive Rebound.,36,70
9:31,-1,Tyrell Springer missed Jumper.,36,70
9:31,2348,Erik McCree Defensive Rebound.,36,70
9:21,-1,Foul on Josh Walker.,36,70
9:21,2348,Omar Sherman missed Free Throw.,36,70
9:21,2348,Louisiana Tech Deadball Team Rebound.,36,70
9:19,2348,Omar Sherman missed Free Throw.,36,70
9:19,-1,Uzonna Akazi Defensive Rebound.,36,70
9:03,-1,David Holmes missed Jumper.,36,70
9:03,-1,Uzonna Akazi Offensive Rebound.,36,70
8:57,-1,Uzonna Akazi missed Layup.,36,70
8:57,2348,Erik McCree Defensive Rebound.,36,70
8:54,2348,Erik McCree made Layup.,36,72
8:54,-1,Foul on Tyrell Springer.,36,72
8:54,2348,Erik McCree made Free Throw.,36,73
8:48,-1,Josh Walker made Layup.,38,73
8:33,2348,Erik McCree made Three Point Jumper. Assisted by DaQuan Bracey.,38,76
8:23,-1,Rashard Owens made Layup. Assisted by Tyrell Springer.,40,76
8:11,2348,Derric Jean missed Layup.,40,76
8:11,-1,Uzonna Akazi Block.,40,76
8:10,2348,Derric Jean Offensive Rebound.,40,76
8:10,-1,Foul on Uzonna Akazi.,40,76
8:10,2348,Derric Jean made Free Throw.,40,77
8:10,2348,Derric Jean made Free Throw.,40,78
7:58,-1,Rashard Owens missed Jumper.,40,78
7:58,2348,Jacobi Boykins Defensive Rebound.,40,78
7:49,-1,Josh Walker made Layup.,42,78
7:40,-1,Foul on Malik Andrus.,42,78
7:37,2348,Official TV Timeout,42,78
7:35,2348,Derric Jean made Free Throw.,42,79
7:35,2348,Derric Jean made Free Throw.,42,80
7:24,-1,Josh Walker missed Jumper.,42,80
7:24,2348,Joniah White Defensive Rebound.,42,80
7:13,-1,Foul on Tyrell Springer.,42,80
7:07,2348,Jalen Harris made Free Throw.,42,81
7:07,2348,Jalen Harris made Free Throw.,42,82
6:57,-1,Benjamin Batts missed Three Point Jumper.,42,82
6:57,2348,Derric Jean Defensive Rebound.,42,82
6:49,-1,Foul on Josh Walker.,42,82
6:49,2348,Derric Jean made Free Throw.,42,83
6:49,2348,Derric Jean made Free Throw.,42,84
6:31,2348,Foul on Joniah White.,42,84
6:31,-1,Rashard Owens made Free Throw.,43,84
6:31,-1,Rashard Owens made Free Throw.,44,84
6:29,2348,Derric Jean Turnover.,44,84
6:28,-1,Rashard Owens Steal.,44,84
6:26,-1,Rashard Owens made Layup.,46,84
6:14,2348,Oliver Powell missed Layup.,46,84
6:14,2348,Jeremiah Taylor Offensive Rebound.,46,84
5:57,2348,Derric Jean made Layup. Assisted by Jy'lan Washington.,46,86
5:41,-1,Greg Pollins missed Jumper.,46,86
5:41,2348,Jeremiah Taylor Defensive Rebound.,46,86
5:29,2348,Jalen Harris missed Three Point Jumper.,46,86
5:29,2348,Jy'lan Washington Offensive Rebound.,46,86
5:20,2348,Oliver Powell missed Jumper.,46,86
5:20,-1,Rashard Owens Defensive Rebound.,46,86
4:55,-1,Anthony Walker Jr. missed Jumper.,46,86
4:55,2348,Jalen Harris Defensive Rebound.,46,86
4:48,2348,Jeremiah Taylor missed Three Point Jumper.,46,86
4:48,-1,Benjamin Batts Defensive Rebound.,46,86
4:35,2348,Foul on Derric Jean.,46,86
4:33,-1,Benjamin Batts missed Free Throw.,46,86
4:33,2348,Oliver Powell Defensive Rebound.,46,86
4:23,2348,Jeremiah Taylor missed Three Point Jumper.,46,86
4:23,-1,Rashard Owens Defensive Rebound.,46,86
4:16,-1,Benjamin Batts Turnover.,46,86
4:16,2348,Luke Walker missed Jumper.,46,86
4:16,-1,Greg Pollins Defensive Rebound.,46,86
4:12,-1,Benjamin Batts missed Jumper.,46,86
4:12,2348,Luke Walker Defensive Rebound.,46,86
4:04,2348,Oliver Powell made Dunk. Assisted by Jy'lan Washington.,46,88
3:49,-1,Anthony Walker Jr. missed Jumper.,46,88
3:49,-1,Greg Pollins Offensive Rebound.,46,88
3:42,-1,Malik Andrus made Layup.,48,88
2:58,2348,Luke Walker missed Jumper.,48,88
2:58,-1,Rashard Owens Defensive Rebound.,48,88
2:50,-1,Rashard Owens Turnover.,48,88
2:50,2348,Official TV Timeout,48,88
2:46,2348,Jy'lan Washington Turnover.,48,88
2:44,-1,Rashard Owens Steal.,48,88
2:39,-1,Rashard Owens missed Three Point Jumper.,48,88
2:39,2348,Jy'lan Washington Defensive Rebound.,48,88
2:26,-1,Foul on Anthony Walker Jr..,48,88
2:26,2348,Jy'lan Washington made Free Throw.,48,89
2:26,2348,Jy'lan Washington missed Free Throw.,48,89
2:26,-1,Josh Walker Defensive Rebound.,48,89
2:15,-1,Austin Helms Turnover.,48,89
2:13,2348,Jy'lan Washington Steal.,48,89
2:11,2348,Jy'lan Washington made Dunk.,48,91
1:59,-1,Greg Pollins missed Jumper.,48,91
1:59,2348,Jalen Harris Defensive Rebound.,48,91
1:53,-1,Foul on Malik Andrus.,48,91
1:53,2348,Jalen Harris made Free Throw.,48,92
1:53,2348,Jalen Harris made Free Throw.,48,93
1:40,-1,Josh Walker made Jumper. Assisted by Rashard Owens.,50,93
1:21,2348,Foul on Jeremiah Taylor.,50,93
1:21,2348,Jeremiah Taylor Turnover.,50,93
1:09,-1,Austin Helms missed Three Point Jumper.,50,93
1:09,2348,Oliver Powell Defensive Rebound.,50,93
0:44,2348,Oliver Powell missed Dunk.,50,93
0:44,-1,CJ McGill Defensive Rebound.,50,93
0:36,-1,CJ McGill made Three Point Jumper.,53,93
0:30,2348,Oliver Powell made Dunk. Assisted by Jalen Harris.,53,95
0:20,-1,CJ McGill missed Three Point Jumper.,53,95
0:20,2348,Oliver Powell Defensive Rebound.,53,95
0:00,2348,End of Game,53,95
