UC Irvine,2638,UTEP,300
8:07,300,UC Irvine Offensive Rebound.,18,18
7:44,300,Max Hazzard missed Three Point Jumper.,18,18
7:44,2638,Dominic Artis Defensive Rebound.,18,18
7:29,2638,Paul Thomas missed Layup.,18,18
7:29,300,Tommy Rutherford Block.,18,18
7:27,300,Max Hazzard Defensive Rebound.,18,18
7:23,300,Ioannis Dimakopoulos made Three Point Jumper. Assisted by Max Hazzard.,21,18
7:07,2638,Matt Willms Turnover.,21,18
7:07,2638,Foul on Matt Willms.,21,18
7:07,2638,Official TV Timeout,21,18
6:57,300,Brandon Smith made Layup. Assisted by Jaron Martin.,23,18
6:57,2638,Foul on Paul Thomas.,23,18
6:57,300,Brandon Smith made Free Throw.,24,18
6:29,2638,Matt Willms made Jumper. Assisted by Jake Flaggert.,24,20
6:00,300,Tommy Rutherford missed Jumper.,24,20
6:00,2638,Matt Willms Block.,24,20
5:58,2638,UTEP Defensive Rebound.,24,20
5:37,2638,Matt Willms missed Jumper.,24,20
5:37,300,Tommy Rutherford Defensive Rebound.,24,20
5:27,300,Tommy Rutherford Turnover.,24,20
5:27,300,Foul on Tommy Rutherford.,24,20
5:20,2638,Matt Willms made Jumper. Assisted by Jake Flaggert.,24,22
4:57,300,Ioannis Dimakopoulos missed Jumper.,24,22
4:57,2638,Omega Harris Block.,24,22
4:55,300,Ioannis Dimakopoulos Offensive Rebound.,24,22
4:47,300,Brandon Smith missed Three Point Jumper.,24,22
4:47,2638,Deon Barrett Defensive Rebound.,24,22
4:28,2638,Dominic Artis missed Three Point Jumper.,24,22
4:28,300,Ioannis Dimakopoulos Defensive Rebound.,24,22
4:15,300,Ioannis Dimakopoulos Turnover.,24,22
3:55,2638,Dominic Artis made Layup.,24,24
3:52,300,Foul on Brandon Smith.,24,24
3:52,2638,Official TV Timeout,24,24
3:52,2638,Dominic Artis made Free Throw.,24,25
3:40,2638,Foul on Kelvin Jones.,24,25
3:40,300,Brad Greene made Free Throw.,25,25
3:40,300,John Edgar Jr. Turnover.,25,25
3:11,2638,Jake Flaggert missed Jumper.,25,25
3:11,300,Brad Greene Block.,25,25
3:09,300,Eyassu Worku Defensive Rebound.,25,25
2:59,300,John Edgar Jr. Turnover.,25,25
2:46,2638,Matt Willms Turnover.,25,25
2:43,300,Spencer Rivers Steal.,25,25
2:21,300,Eyassu Worku missed Jumper.,25,25
2:21,2638,Dominic Artis Defensive Rebound.,25,25
2:03,2638,Matt Willms made Layup. Assisted by Dominic Artis.,25,27
1:43,300,John Edgar Jr. Turnover.,25,27
1:43,300,Foul on John Edgar Jr..,25,27
1:30,300,Foul on Brad Greene.,25,27
1:30,2638,Matt Willms made Free Throw.,25,28
1:30,2638,Matt Willms missed Free Throw.,25,28
1:30,300,John Edgar Jr. Defensive Rebound.,25,28
1:14,300,Evan Leonard made Three Point Jumper. Assisted by Eyassu Worku.,28,28
0:53,2638,Matt Willms Turnover.,28,28
0:53,2638,Foul on Matt Willms.,28,28
0:42,300,Evan Leonard missed Three Point Jumper.,28,28
0:42,2638,Omega Harris Defensive Rebound.,28,28
0:34,2638,Omega Harris Turnover.,28,28
0:32,300,Evan Leonard Steal.,28,28
0:29,2638,Foul on Omega Harris.,28,28
0:29,300,Evan Leonard made Free Throw.,29,28
0:29,300,Evan Leonard made Free Throw.,30,28
0:27,2638,UTEP  Timeout,30,28
0:15,300,Foul on Evan Leonard.,30,28
0:08,2638,Omega Harris made Free Throw.,30,30
0:08,2638,Omega Harris missed Free Throw.,30,28
0:08,2638,UTEP Deadball Team Rebound.,30,28
0:08,2638,Omega Harris made Free Throw.,30,29
0:06,300,Eyassu Worku made Jumper. Assisted by Jaron Martin.,32,30
0:00,2638,End of 1st half,30,30
19:34,2638,Dominic Artis made Jumper.,32,32
19:10,300,Ioannis Dimakopoulos missed Jumper.,32,32
19:10,2638,Matt Willms Defensive Rebound.,32,32
18:53,2638,Paul Thomas missed Jumper.,32,32
18:53,300,Brandon Smith Defensive Rebound.,32,32
18:30,300,Ioannis Dimakopoulos missed Layup.,32,32
18:30,2638,Matt Willms Block.,32,32
18:28,2638,Paul Thomas Defensive Rebound.,32,32
18:08,2638,Dominic Artis made Jumper.,32,34
17:46,2638,Foul on Matt Willms.,32,34
17:37,300,Jaron Martin made Three Point Jumper. Assisted by Max Hazzard.,35,34
17:09,2638,Omega Harris made Layup.,35,36
16:43,300,Jaron Martin made Three Point Jumper. Assisted by Max Hazzard.,38,36
16:24,2638,Dominic Artis missed Three Point Jumper.,38,36
16:24,300,Ioannis Dimakopoulos Defensive Rebound.,38,36
16:13,300,Jaron Martin missed Three Point Jumper.,38,36
16:13,300,Jonathan Galloway Offensive Rebound.,38,36
16:11,2638,Foul on Paul Thomas.,38,36
16:08,300,Jaron Martin made Three Point Jumper. Assisted by Max Hazzard.,41,36
15:48,2638,Dominic Artis made Layup. Assisted by Matt Willms.,41,38
15:36,300,Jaron Martin made Three Point Jumper. Assisted by Max Hazzard.,44,38
15:14,2638,Dominic Artis missed Jumper.,44,38
15:14,300,Jonathan Galloway Defensive Rebound.,44,38
14:42,300,Max Hazzard Turnover.,44,38
14:40,2638,Jake Flaggert Steal.,44,38
14:34,2638,Jake Flaggert missed Three Point Jumper.,44,38
14:34,300,UC Irvine Defensive Rebound.,44,38
14:31,2638,Official TV Timeout,44,38
14:29,300,Max Hazzard missed Jumper.,44,38
14:29,2638,Jake Flaggert Defensive Rebound.,44,38
14:29,2638,Jake Flaggert missed Three Point Jumper.,44,38
14:29,300,Tommy Rutherford Defensive Rebound.,44,38
14:29,2638,Foul on Kelvin Jones.,44,38
13:44,300,Brad Greene Turnover.,44,38
13:44,300,Foul on Brad Greene.,44,38
13:31,2638,Jake Flaggert made Three Point Jumper. Assisted by Dominic Artis.,44,41
13:04,300,Brad Greene made Layup. Assisted by Tommy Rutherford.,46,41
12:30,2638,Matt Willms missed Jumper.,46,41
12:30,300,Brandon Smith Defensive Rebound.,46,41
12:07,300,Max Hazzard missed Jumper.,46,41
12:07,2638,Matt Willms Defensive Rebound.,46,41
11:43,300,Foul on Max Hazzard.,46,41
11:43,2638,Official TV Timeout,46,41
11:43,2638,Omega Harris made Free Throw.,46,42
11:43,2638,Omega Harris missed Free Throw.,46,42
11:43,300,John Edgar Jr. Defensive Rebound.,46,42
11:17,300,Evan Leonard missed Jumper.,46,42
11:17,300,Eyassu Worku Offensive Rebound.,46,42
11:10,2638,Foul on Kelvin Jones.,46,42
11:10,300,Evan Leonard made Free Throw.,47,42
11:10,300,Evan Leonard made Free Throw.,48,42
11:03,2638,Matt Willms Turnover.,48,42
11:03,2638,Foul on Matt Willms.,48,42
10:33,300,John Edgar Jr. missed Three Point Jumper.,48,42
10:33,2638,Matt Willms Defensive Rebound.,48,42
10:32,300,Foul on Evan Leonard.,48,42
10:15,300,Foul on Jaron Martin.,48,42
9:59,2638,Trey Touchet missed Three Point Jumper.,48,42
9:59,300,Tommy Rutherford Defensive Rebound.,48,42
9:57,2638,Foul on Omega Harris.,48,42
9:36,300,Eyassu Worku missed Three Point Jumper.,48,42
9:36,300,Ioannis Dimakopoulos Offensive Rebound.,48,42
9:31,300,Ioannis Dimakopoulos missed Jumper.,48,42
9:31,2638,Matt Willms Block.,48,42
9:29,2638,Matt Willms Defensive Rebound.,48,42
9:15,2638,Jake Flaggert missed Three Point Jumper.,48,42
9:15,300,Tommy Rutherford Defensive Rebound.,48,42
8:51,300,Brandon Smith missed Three Point Jumper.,48,42
8:51,300,Ioannis Dimakopoulos Offensive Rebound.,48,42
8:50,2638,Foul on Matt Willms.,48,42
8:50,300,Ioannis Dimakopoulos missed Free Throw.,48,42
8:50,300,UC Irvine Deadball Team Rebound.,48,42
8:50,300,Ioannis Dimakopoulos made Free Throw.,49,42
8:29,2638,Omega Harris made Jumper.,49,44
7:57,300,Eyassu Worku missed Three Point Jumper.,49,44
7:57,300,Brandon Smith Offensive Rebound.,49,44
7:33,300,Eyassu Worku Turnover.,49,44
7:27,2638,Dominic Artis Steal.,49,44
7:25,2638,Dominic Artis made Layup.,49,46
7:08,300,Jaron Martin missed Three Point Jumper.,49,46
7:08,300,Jonathan Galloway Offensive Rebound.,49,46
7:01,300,Jonathan Galloway missed Jumper.,49,46
7:01,2638,Kelvin Jones Block.,49,46
6:59,2638,Kelvin Jones Defensive Rebound.,49,46
6:49,2638,Official TV Timeout,49,46
6:40,2638,Dominic Artis missed Layup.,49,46
6:40,2638,Kelvin Jones Offensive Rebound.,49,46
6:21,2638,Omega Harris missed Jumper.,49,46
6:21,300,Ioannis Dimakopoulos Defensive Rebound.,49,46
5:51,300,Eyassu Worku missed Three Point Jumper.,49,46
5:51,2638,Kelvin Jones Defensive Rebound.,49,46
5:31,2638,Kelvin Jones missed Jumper.,49,46
5:31,300,Brandon Smith Defensive Rebound.,49,46
5:23,300,Jaron Martin Turnover.,49,46
5:23,300,Foul on Jaron Martin.,49,46
5:13,2638,Paul Thomas Turnover.,49,46
5:13,2638,Foul on Paul Thomas.,49,46
4:46,300,Brandon Smith Turnover.,49,46
4:45,2638,Dominic Artis Steal.,49,46
4:41,2638,Deon Barrett made Three Point Jumper. Assisted by Omega Harris.,49,49
4:39,2638,UTEP  Timeout,49,49
4:24,2638,Foul on Dominic Artis.,49,49
4:24,300,Jaron Martin made Free Throw.,50,49
4:24,300,Jaron Martin made Free Throw.,51,49
3:54,2638,Deon Barrett missed Three Point Jumper.,51,49
3:54,300,Jonathan Galloway Defensive Rebound.,51,49
3:44,300,Jaron Martin made Three Point Jumper.,54,49
3:30,2638,Omega Harris missed Layup.,54,49
3:30,300,Jonathan Galloway Defensive Rebound.,54,49
3:27,2638,Foul on Kelvin Jones.,54,49
3:27,2638,Official TV Timeout,54,49
3:27,300,Jonathan Galloway made Free Throw.,55,49
3:27,300,Jonathan Galloway missed Free Throw.,55,49
3:27,2638,Jake Flaggert Defensive Rebound.,55,49
3:07,2638,Omega Harris made Three Point Jumper. Assisted by Dominic Artis.,55,52
3:07,300,Foul on Eyassu Worku.,55,52
3:07,2638,Omega Harris missed Free Throw.,55,52
3:07,300,Ioannis Dimakopoulos Defensive Rebound.,55,52
2:57,300,Ioannis Dimakopoulos Turnover.,55,52
2:57,300,Foul on Ioannis Dimakopoulos.,55,52
2:36,2638,Omega Harris missed Layup.,55,52
2:36,300,Eyassu Worku Defensive Rebound.,55,52
2:17,2638,Foul on Ivan Venegas.,55,52
2:17,300,Ioannis Dimakopoulos missed Free Throw.,55,52
2:17,300,UC Irvine Deadball Team Rebound.,55,52
2:17,300,Ioannis Dimakopoulos made Free Throw.,56,52
1:44,2638,Dominic Artis missed Jumper.,56,52
1:44,300,Jonathan Galloway Defensive Rebound.,56,52
1:25,300,Jaron Martin Turnover.,56,52
1:25,300,Foul on Jaron Martin.,56,52
0:57,2638,Omega Harris made Layup.,56,54
0:52,300,UC Irvine  Timeout,56,54
0:29,300,Eyassu Worku made Jumper.,58,54
0:18,300,Foul on Evan Leonard.,58,54
0:18,2638,Omega Harris missed Free Throw.,58,54
0:18,300,Ioannis Dimakopoulos Defensive Rebound.,58,54
0:13,2638,Foul on Omega Harris.,58,54
0:13,300,Evan Leonard made Free Throw.,59,54
0:13,300,Evan Leonard made Free Throw.,60,54
0:07,2638,Jake Flaggert made Three Point Jumper. Assisted by Deon Barrett.,60,57
0:06,2638,UTEP  Timeout,60,57
0:05,2638,Foul on Trey Touchet.,60,57
0:05,300,Evan Leonard made Free Throw.,61,57
0:05,300,Evan Leonard made Free Throw.,62,57
0:05,300,UC Irvine  Timeout,62,57
0:01,300,John Edgar Jr. missed Three Point Jumper.,62,57
0:01,300,Evan Leonard Defensive Rebound.,62,57
0:00,2638,End of Game,62,57
