Sam Houston State,8,Arkansas,2534
7:54,2534,Torry Butler missed Free Throw.,20,28
7:54,8,Adrio Bailey Defensive Rebound.,20,28
7:27,8,Daryl Macon made Three Point Jumper. Assisted by Manuale Watkins.,20,31
7:09,2534,Torry Butler missed Layup.,20,31
7:09,8,Dusty Hannahs Defensive Rebound.,20,31
6:50,8,Adrio Bailey missed Layup.,20,31
6:50,8,Arkansas Offensive Rebound.,20,31
6:40,2534,Foul on Jovante' Spivey.,20,31
6:40,8,Manuale Watkins missed Free Throw.,20,31
6:40,2534,Jovante' Spivey Defensive Rebound.,20,31
6:29,2534,Albert Almanza missed Jumper.,20,31
6:29,8,Moses Kingsley Block.,20,31
6:28,8,Arkansas Defensive Rebound.,20,31
6:16,8,Dustin Thomas missed Jumper.,20,31
6:16,2534,Christopher Galbreath Jr. Defensive Rebound.,20,31
6:05,2534,Albert Almanza made Layup. Assisted by John Dewey III.,22,31
6:04,8,Foul on Manuale Watkins.,22,31
6:04,2534,Albert Almanza made Free Throw.,23,31
5:52,8,Dusty Hannahs missed Three Point Jumper.,23,31
5:52,2534,Christopher Galbreath Jr. Defensive Rebound.,23,31
5:41,2534,John Dewey III Turnover.,23,31
5:40,8,Daryl Macon Steal.,23,31
5:37,8,Moses Kingsley made Dunk. Assisted by Daryl Macon.,23,33
5:08,2534,Paul Baxter missed Layup.,23,33
5:08,2534,Christopher Galbreath Jr. Offensive Rebound.,23,33
5:01,2534,Christopher Galbreath Jr. Turnover.,23,33
5:00,8,Daryl Macon Steal.,23,33
4:53,2534,Foul on Albert Almanza.,23,33
4:53,8,Dustin Thomas missed Free Throw.,23,33
4:53,8,Arkansas Deadball Team Rebound.,23,33
4:53,8,Dustin Thomas made Free Throw.,23,34
4:24,2534,Dakarai Henderson missed Jumper.,23,34
4:24,2534,Sam Houston St Deadball Team Rebound.,23,34
3:57,2534,Christopher Galbreath Jr. Turnover.,23,34
3:57,8,Official TV Timeout,23,34
3:48,8,Dusty Hannahs missed Three Point Jumper.,23,34
3:48,8,Moses Kingsley Offensive Rebound.,23,34
3:45,2534,Foul on Christopher Galbreath Jr..,23,34
3:45,8,Moses Kingsley missed Free Throw.,23,34
3:45,8,Arkansas Deadball Team Rebound.,23,34
3:45,8,Moses Kingsley made Free Throw.,23,35
3:28,2534,Dakarai Henderson Turnover.,23,35
3:27,8,Manuale Watkins Steal.,23,35
3:23,8,Manuale Watkins Turnover.,23,35
3:22,2534,John Dewey III Steal.,23,35
3:19,2534,John Dewey III made Layup.,25,35
3:10,2534,Foul on John Dewey III.,25,35
3:10,8,Daryl Macon made Free Throw.,25,36
3:10,8,Daryl Macon made Free Throw.,25,37
2:55,2534,Torry Butler missed Three Point Jumper.,25,37
2:55,8,Dustin Thomas Defensive Rebound.,25,37
2:45,8,Jaylen Barford missed Jumper.,25,37
2:45,2534,Christopher Galbreath Jr. Block.,25,37
2:43,2534,Dakarai Henderson Defensive Rebound.,25,37
2:38,2534,Paul Baxter made Layup. Assisted by Dakarai Henderson.,27,37
2:17,2534,Foul on Cameron Delaney.,27,37
2:17,8,Moses Kingsley missed Free Throw.,27,37
2:17,8,Arkansas Deadball Team Rebound.,27,37
2:17,8,Moses Kingsley made Free Throw.,27,38
1:59,2534,Christopher Galbreath Jr. missed Layup.,27,38
1:59,2534,Sam Houston St Offensive Rebound.,27,38
1:41,2534,Dakarai Henderson missed Three Point Jumper.,27,38
1:41,2534,Torry Butler Offensive Rebound.,27,38
1:34,2534,Cameron Delaney missed Three Point Jumper.,27,38
1:34,2534,Torry Butler Offensive Rebound.,27,38
1:28,2534,Christopher Galbreath Jr. missed Layup.,27,38
1:28,8,Jaylen Barford Defensive Rebound.,27,38
1:20,2534,Foul on Paul Baxter.,27,38
1:20,8,Anton Beard made Free Throw.,27,39
1:20,8,Anton Beard missed Free Throw.,27,39
1:20,2534,Torry Butler Defensive Rebound.,27,39
1:04,2534,Dakarai Henderson missed Jumper.,27,39
1:04,8,Trey Thompson Defensive Rebound.,27,39
0:51,8,Daryl Macon Turnover.,27,39
0:51,2534,Sam Houston St  Timeout,27,39
0:40,2534,Dakarai Henderson made Layup. Assisted by Cameron Delaney.,29,39
0:31,8,Jaylen Barford made Layup.,29,41
0:22,2534,Dakarai Henderson missed Three Point Jumper.,29,41
0:22,8,Dustin Thomas Defensive Rebound.,29,41
0:08,8,Arkansas  Timeout,29,41
0:00,8,Jaylen Barford missed Three Point Jumper.,29,41
0:00,2534,John Dewey III Defensive Rebound.,29,41
0:00,8,End of 1st half,29,41
19:40,8,Foul on Moses Kingsley.,29,41
19:40,8,Moses Kingsley Turnover.,29,41
19:22,2534,Aurimas Majauskas missed Jumper.,29,41
19:22,8,Manuale Watkins Defensive Rebound.,29,41
18:57,8,Dustin Thomas made Layup.,29,43
18:43,2534,Torry Butler missed Jumper.,29,43
18:43,8,Moses Kingsley Defensive Rebound.,29,43
18:34,8,Daryl Macon made Layup.,29,45
18:34,2534,Foul on Torry Butler.,29,45
18:34,8,Daryl Macon made Free Throw.,29,46
18:20,2534,John Dewey III made Layup.,31,46
18:11,8,Daryl Macon missed Three Point Jumper.,31,46
18:11,2534,John Dewey III Defensive Rebound.,31,46
18:01,8,Foul on Dusty Hannahs.,31,46
17:54,2534,John Dewey III missed Jumper.,31,46
17:54,2534,Aurimas Majauskas Offensive Rebound.,31,46
17:53,8,Foul on Manuale Watkins.,31,46
17:52,2534,Dakarai Henderson missed Three Point Jumper.,31,46
17:52,8,Manuale Watkins Defensive Rebound.,31,46
17:43,8,Daryl Macon made Layup.,31,48
17:33,2534,Sam Houston St  Timeout,31,48
17:15,2534,Dakarai Henderson made Jumper.,33,48
16:59,8,Daryl Macon made Layup.,33,50
16:41,2534,Christopher Galbreath Jr. made Layup. Assisted by Dakarai Henderson.,35,50
16:25,2534,Foul on Christopher Galbreath Jr..,35,50
16:25,8,Dustin Thomas missed Free Throw.,35,50
16:25,8,Arkansas Deadball Team Rebound.,35,50
16:25,8,Dustin Thomas made Free Throw.,35,51
16:07,2534,Dakarai Henderson missed Three Point Jumper.,35,51
16:07,2534,Dakarai Henderson Offensive Rebound.,35,51
16:03,2534,Dakarai Henderson missed Jumper.,35,51
16:03,8,Dusty Hannahs Defensive Rebound.,35,51
15:56,8,Dusty Hannahs missed Three Point Jumper.,35,51
15:56,8,Anton Beard Offensive Rebound.,35,51
15:51,2534,Foul on Aurimas Majauskas.,35,51
15:51,8,Official TV Timeout,35,51
15:51,8,Anton Beard made Free Throw.,35,52
15:51,8,Anton Beard made Free Throw.,35,53
15:31,8,Foul on Dustin Thomas.,35,53
15:31,2534,John Dewey III Turnover.,35,53
15:31,8,Dustin Thomas Steal.,35,53
15:18,2534,Foul on Christopher Galbreath Jr..,35,53
15:18,8,Dustin Thomas made Free Throw.,35,54
15:18,8,Dustin Thomas made Free Throw.,35,55
15:07,2534,John Dewey III Turnover.,35,55
15:05,8,Manuale Watkins Steal.,35,55
15:05,2534,Foul on Albert Almanza.,35,55
15:00,8,Jaylen Barford made Three Point Jumper. Assisted by Moses Kingsley.,35,58
14:32,2534,Aurimas Majauskas missed Jumper.,35,58
14:32,2534,Christopher Galbreath Jr. Offensive Rebound.,35,58
14:27,2534,Christopher Galbreath Jr. missed Layup.,35,58
14:27,2534,Foul on Christopher Galbreath Jr..,35,58
14:27,8,Moses Kingsley Defensive Rebound.,35,58
14:26,2534,Foul on Paul Baxter.,35,58
14:26,8,Jaylen Barford missed Free Throw.,35,58
14:26,8,Moses Kingsley Offensive Rebound.,35,58
14:26,8,Moses Kingsley made Two Point Tip Shot.,35,60
14:11,2534,Aurimas Majauskas missed Jumper.,35,60
14:11,8,Moses Kingsley Defensive Rebound.,35,60
13:54,8,Moses Kingsley missed Layup.,35,60
13:54,2534,Cameron Delaney Defensive Rebound.,35,60
13:47,8,Foul on Jaylen Barford.,35,60
13:47,2534,Paul Baxter made Free Throw.,36,60
13:47,2534,Paul Baxter made Free Throw.,37,60
13:36,8,Arlando Cook Turnover.,37,60
13:35,2534,Phillip Jones Jr. Steal.,37,60
13:30,8,Foul on Anton Beard.,37,60
13:30,2534,Paul Baxter missed Free Throw.,37,60
13:30,2534,Sam Houston St Deadball Team Rebound.,37,60
13:30,2534,Paul Baxter made Free Throw.,38,60
13:15,8,Anton Beard made Jumper. Assisted by Trey Thompson.,38,62
13:04,2534,Cameron Delaney missed Jumper.,38,62
13:04,8,Trey Thompson Block.,38,62
13:02,8,Trey Thompson Defensive Rebound.,38,62
12:45,8,C.J. Jones missed Three Point Jumper.,38,62
12:45,2534,Albert Almanza Defensive Rebound.,38,62
12:31,2534,Phillip Jones Jr. missed Jumper.,38,62
12:31,8,Trey Thompson Block.,38,62
12:30,8,Arlando Cook Defensive Rebound.,38,62
12:19,8,Jaylen Barford made Jumper.,38,64
12:00,8,Foul on Trey Thompson.,38,64
12:00,2534,Paul Baxter made Free Throw.,39,64
12:00,2534,Paul Baxter missed Free Throw.,39,64
12:00,8,Trey Thompson Defensive Rebound.,39,64
11:44,8,Jaylen Barford missed Jumper.,39,64
11:44,2534,Cameron Delaney Block.,39,64
11:43,2534,Jamal Williams Defensive Rebound.,39,64
11:40,2534,Jamal Williams Turnover.,39,64
11:38,8,Jaylen Barford Steal.,39,64
11:35,2534,Foul on Paul Baxter.,39,64
11:35,8,Official TV Timeout,39,64
11:35,8,Jaylen Barford made Free Throw.,39,65
11:35,8,Jaylen Barford made Free Throw.,39,66
11:18,2534,Phillip Jones Jr. missed Layup.,39,66
11:18,8,Arlando Cook Defensive Rebound.,39,66
11:04,8,C.J. Jones missed Jumper.,39,66
11:04,8,Trey Thompson Offensive Rebound.,39,66
10:48,8,Anton Beard missed Three Point Jumper.,39,66
10:48,2534,Albert Almanza Defensive Rebound.,39,66
10:33,2534,Phillip Jones Jr. missed Jumper.,39,66
10:33,8,Jaylen Barford Defensive Rebound.,39,66
10:32,2534,Foul on Phillip Jones Jr..,39,66
10:32,8,Jaylen Barford made Free Throw.,39,67
10:32,8,Jaylen Barford made Free Throw.,39,68
10:20,2534,Jovante' Spivey missed Jumper.,39,68
10:20,8,Arlando Cook Block.,39,68
10:19,2534,Sam Houston St Offensive Rebound.,39,68
10:16,2534,Phillip Jones Jr. missed Jumper.,39,68
10:16,8,Arlando Cook Block.,39,68
10:14,8,Trey Thompson Defensive Rebound.,39,68
9:53,8,Anton Beard missed Jumper.,39,68
9:53,2534,Albert Almanza Block.,39,68
9:52,8,Anton Beard Offensive Rebound.,39,68
9:49,8,Jaylen Barford missed Three Point Jumper.,39,68
9:49,2534,Sam Houston St Defensive Rebound.,39,68
9:30,2534,Jamal Williams made Jumper.,41,68
9:17,8,Arlando Cook made Layup. Assisted by Trey Thompson.,41,70
9:00,2534,Cameron Delaney missed Three Point Jumper.,41,70
9:00,8,Anton Beard Defensive Rebound.,41,70
8:49,8,Trey Thompson Turnover.,41,70
8:48,2534,Jamal Williams Steal.,41,70
8:45,2534,Jovante' Spivey missed Three Point Jumper.,41,70
8:45,8,Arlando Cook Defensive Rebound.,41,70
8:19,8,Anton Beard made Three Point Jumper.,41,73
8:02,8,Foul on Jaylen Barford.,41,73
8:02,2534,Jamal Williams missed Free Throw.,41,73
8:02,2534,Torry Butler Offensive Rebound.,41,73
7:58,2534,Cameron Delaney missed Three Point Jumper.,41,73
7:58,8,Brachen Hazen Defensive Rebound.,41,73
7:33,8,Brachen Hazen missed Three Point Jumper.,41,73
7:33,2534,Sam Houston St Defensive Rebound.,41,73
7:29,8,Official TV Timeout,41,73
7:14,2534,Jamal Williams made Layup.,43,73
7:05,8,Brachen Hazen missed Jumper.,43,73
7:05,2534,Torry Butler Defensive Rebound.,43,73
6:56,2534,Josh Delaney made Three Point Jumper. Assisted by Jamal Williams.,46,73
6:26,2534,Foul on Aurimas Majauskas.,46,73
6:26,8,Moses Kingsley made Free Throw.,46,74
6:26,8,Moses Kingsley made Free Throw.,46,75
6:17,2534,Josh Delaney missed Three Point Jumper.,46,75
6:17,8,Moses Kingsley Block.,46,75
6:15,2534,Cameron Delaney Turnover.,46,75
6:15,8,Adrio Bailey Steal.,46,75
6:14,2534,Sam Houston St Offensive Rebound.,46,75
6:12,8,Daryl Macon missed Three Point Jumper.,46,75
6:12,2534,Aurimas Majauskas Defensive Rebound.,46,75
5:50,2534,Josh Delaney missed Jumper.,46,75
5:50,8,Brachen Hazen Defensive Rebound.,46,75
5:42,8,Adrio Bailey made Layup. Assisted by Dusty Hannahs.,46,77
5:17,2534,Aurimas Majauskas missed Jumper.,46,77
5:17,8,Moses Kingsley Block.,46,77
5:16,2534,Jamal Williams Offensive Rebound.,46,77
5:14,2534,Jamal Williams made Two Point Tip Shot.,48,77
4:51,8,Dusty Hannahs missed Jumper.,48,77
4:51,2534,Christopher Galbreath Jr. Defensive Rebound.,48,77
4:42,2534,Christopher Galbreath Jr. missed Jumper.,48,77
4:42,2534,John Dewey III Offensive Rebound.,48,77
4:32,2534,Christopher Galbreath Jr. Turnover.,48,77
4:31,8,Adrio Bailey Steal.,48,77
4:27,8,Daryl Macon made Layup.,48,79
4:07,2534,Dakarai Henderson missed Jumper.,48,79
4:07,8,Moses Kingsley Defensive Rebound.,48,79
3:54,8,Dusty Hannahs made Layup.,48,81
3:37,2534,Paul Baxter missed Three Point Jumper.,48,81
3:37,8,Brachen Hazen Defensive Rebound.,48,81
3:16,2534,Foul on Torry Butler.,48,81
3:16,8,Official TV Timeout,48,81
3:16,8,Adrio Bailey missed Free Throw.,48,81
3:16,8,Arkansas Deadball Team Rebound.,48,81
3:16,8,Adrio Bailey made Free Throw.,48,82
2:57,2534,Torry Butler missed Three Point Jumper.,48,82
2:57,8,Brachen Hazen Defensive Rebound.,48,82
2:49,8,Dusty Hannahs made Three Point Jumper. Assisted by Brachen Hazen.,48,85
2:31,8,Foul on Arlando Cook.,48,85
2:31,2534,Torry Butler missed Free Throw.,48,85
2:31,2534,Sam Houston St Deadball Team Rebound.,48,85
2:31,2534,Torry Butler made Free Throw.,49,85
2:25,8,Foul on Adrio Bailey.,49,85
2:25,8,Adrio Bailey Turnover.,49,85
2:06,2534,Torry Butler made Jumper. Assisted by Paul Baxter.,51,85
2:06,8,Foul on Brachen Hazen.,51,85
2:06,2534,Torry Butler missed Free Throw.,51,85
2:06,8,Arlando Cook Defensive Rebound.,51,85
1:51,8,Arlando Cook missed Jumper.,51,85
1:51,2534,Dakarai Henderson Defensive Rebound.,51,85
1:44,2534,Torry Butler missed Three Point Jumper.,51,85
1:44,8,Adrio Bailey Defensive Rebound.,51,85
1:30,8,C.J. Jones made Jumper.,51,87
1:18,2534,Dakarai Henderson missed Three Point Jumper.,51,87
1:18,8,Arlando Cook Defensive Rebound.,51,87
1:07,8,Dusty Hannahs Turnover.,51,87
1:06,2534,Paul Baxter Steal.,51,87
1:05,2534,Dakarai Henderson made Dunk. Assisted by Christopher Galbreath Jr..,53,87
1:01,2534,Sam Houston St  Timeout,53,87
0:48,2534,Foul on Christopher Galbreath Jr..,53,87
0:48,8,Adrio Bailey made Free Throw.,53,88
0:48,8,Adrio Bailey missed Free Throw.,53,88
0:48,2534,Torry Butler Defensive Rebound.,53,88
0:36,2534,Dakarai Henderson made Three Point Jumper. Assisted by Albert Almanza.,56,88
0:32,2534,Sam Houston St  Timeout,56,88
0:28,8,C.J. Jones made Dunk.,56,90
0:25,2534,Paul Baxter missed Jumper.,56,90
0:24,8,Arlando Cook Block.,56,90
0:23,8,Brachen Hazen Defensive Rebound.,56,90
0:17,2534,Foul on Torry Butler.,56,90
0:17,8,C.J. Jones missed Free Throw.,56,90
0:17,8,Arkansas Deadball Team Rebound.,56,90
0:17,8,C.J. Jones missed Free Throw.,56,90
0:17,2534,Torry Butler Defensive Rebound.,56,90
0:13,2534,Dakarai Henderson missed Jumper.,56,90
0:13,2534,John Dewey III Offensive Rebound.,56,90
0:05,2534,John Dewey III missed Jumper.,56,90
0:05,8,C.J. Jones Defensive Rebound.,56,90
0:00,8,End of Game,56,90
