Fort Wayne,2174,Detroit Mercy,2870
8:35,2174,Corey Allen made Three Point Jumper. Assisted by DeShawndre Black.,35,35
8:28,2174,Foul on Cole Long.,35,35
8:28,2870,John Konchar made Free Throw.,36,35
8:27,2870,John Konchar missed Free Throw.,36,35
8:27,2870,Bryson Scott Offensive Rebound.,36,35
8:24,2870,Bryson Scott Turnover.,36,35
8:17,2174,Foul on Jarod Williams.,36,35
8:17,2174,Jarod Williams Turnover.,36,35
7:59,2870,Kason Harrell missed Three Point Jumper.,36,35
7:59,2174,Malik Eichler Defensive Rebound.,36,35
7:51,2174,Malik Eichler Turnover.,36,35
7:50,2870,Bryson Scott Steal.,36,35
7:43,2870,DeAngelo Stewart made Three Point Jumper.,39,35
7:22,2174,Corey Allen missed Three Point Jumper.,39,35
7:22,2870,Kason Harrell Defensive Rebound.,39,35
7:16,2870,Kason Harrell Turnover.,39,35
7:14,2174,DeShawndre Black Steal.,39,35
7:11,2174,Official TV Timeout,39,35
7:04,2174,Josh McFolley Turnover.,39,35
6:34,2870,DeAngelo Stewart missed Three Point Jumper.,39,35
6:34,2870,Fort Wayne Deadball Team Rebound.,39,35
6:33,2870,Fort Wayne  Turnover.,39,35
6:24,2174,Jarod Williams Turnover.,39,35
6:23,2870,Bryson Scott Steal.,39,35
6:20,2870,Bryson Scott made Layup.,41,35
5:57,2174,Malik Eichler missed Jumper.,41,35
5:57,2870,Mo Evans Defensive Rebound.,41,35
5:32,2870,Brent Calhoun Turnover.,41,35
5:18,2870,Foul on Brent Calhoun.,41,35
5:18,2174,Josh McFolley made Free Throw.,41,36
5:18,2174,Josh McFolley missed Free Throw.,41,36
5:18,2870,Brent Calhoun Defensive Rebound.,41,36
5:08,2174,Foul on Josh McFolley.,41,36
5:08,2870,Mo Evans made Free Throw.,42,36
5:08,2870,Mo Evans made Free Throw.,43,36
4:54,2174,Jaleel Hogan missed Layup.,43,36
4:54,2870,Bryson Scott Defensive Rebound.,43,36
4:42,2870,Bryson Scott missed Three Point Jumper.,43,36
4:42,2870,John Konchar Offensive Rebound.,43,36
4:36,2870,Bryson Scott missed Layup.,43,36
4:36,2870,John Konchar Offensive Rebound.,43,36
4:33,2870,John Konchar made Layup.,45,36
4:14,2174,Chris Jenkins missed Three Point Jumper.,45,36
4:14,2870,Brent Calhoun Defensive Rebound.,45,36
4:05,2870,Mo Evans missed Layup.,45,36
4:05,2870,Brent Calhoun Offensive Rebound.,45,36
4:05,2870,Brent Calhoun made Two Point Tip Shot.,47,36
3:47,2870,Foul on Kason Harrell.,47,36
3:47,2174,Official TV Timeout,47,36
3:31,2174,Cole Long Turnover.,47,36
3:15,2870,John Konchar made Jumper.,49,36
3:07,2174,Foul on Jaleel Hogan.,49,36
3:07,2174,Jaleel Hogan Turnover.,49,36
2:53,2870,John Konchar made Jumper.,51,36
2:53,2174,Foul on Cole Long.,51,36
2:53,2870,John Konchar missed Free Throw.,51,36
2:53,2174,Cole Long Defensive Rebound.,51,36
2:35,2870,Foul on Kason Harrell.,51,36
2:35,2174,Matthew Grant made Free Throw.,51,37
2:35,2174,Matthew Grant made Free Throw.,51,38
2:16,2870,Brent Calhoun missed Jumper.,51,38
2:16,2174,Chris Jenkins Defensive Rebound.,51,38
2:07,2174,Josh McFolley missed Three Point Jumper.,51,38
2:07,2870,John Konchar Defensive Rebound.,51,38
1:56,2870,John Konchar made Dunk. Assisted by Mo Evans.,53,38
1:35,2174,Matthew Grant missed Jumper.,53,38
1:35,2870,Jordon King Defensive Rebound.,53,38
1:26,2870,John Konchar missed Three Point Jumper.,53,38
1:26,2174,Chris Jenkins Defensive Rebound.,53,38
1:06,2174,Chris Jenkins missed Three Point Jumper.,53,38
1:06,2870,Brent Calhoun Defensive Rebound.,53,38
1:01,2870,Jordon King Turnover.,53,38
0:45,2174,Matthew Grant missed Three Point Jumper.,53,38
0:45,2174,Malik Eichler Offensive Rebound.,53,38
0:39,2174,Matthew Grant missed Three Point Jumper.,53,38
0:39,2870,John Konchar Defensive Rebound.,53,38
0:32,2870,John Konchar Turnover.,53,38
0:31,2174,Josh McFolley Steal.,53,38
0:26,2174,Josh McFolley missed Layup.,53,38
0:26,2870,Jordon King Block.,53,38
0:24,2870,Jordon King Defensive Rebound.,53,38
0:23,2870,Foul on Jordon King.,53,38
0:23,2870,Jordon King Turnover.,53,38
0:03,2174,Chris Jenkins missed Three Point Jumper.,53,38
0:03,2870,Fort Wayne Deadball Team Rebound.,53,38
0:00,2174,End of 1st half,53,38
19:38,2174,Chris Jenkins missed Jumper.,53,38
19:38,2870,Kason Harrell Block.,53,38
19:36,2870,Mo Evans Defensive Rebound.,53,38
19:31,2870,Foul on John Konchar.,53,38
19:31,2870,John Konchar Turnover.,53,38
19:08,2174,Gerald Blackshear Turnover.,53,38
19:07,2870,John Konchar Steal.,53,38
19:03,2870,Brent Calhoun missed Layup.,53,38
19:03,2174,Corey Allen Defensive Rebound.,53,38
18:55,2174,Corey Allen made Jumper.,53,40
18:45,2870,Mo Evans missed Jumper.,53,40
18:45,2870,John Konchar Offensive Rebound.,53,40
18:36,2870,Brent Calhoun made Layup. Assisted by Bryson Scott.,55,40
18:21,2174,Corey Allen made Jumper.,55,42
18:06,2174,Foul on Gerald Blackshear.,55,42
18:06,2870,Bryson Scott made Free Throw.,56,42
18:06,2870,Bryson Scott missed Free Throw.,56,42
18:06,2174,Chris Jenkins Defensive Rebound.,56,42
18:00,2174,Josh McFolley Turnover.,56,42
17:59,2870,Bryson Scott Steal.,56,42
17:56,2870,Mo Evans missed Layup.,56,42
17:55,2174,Chris Jenkins Block.,56,42
17:54,2174,Chris Jenkins Defensive Rebound.,56,42
17:46,2174,Corey Allen made Three Point Jumper. Assisted by Josh McFolley.,56,45
17:38,2870,Bryson Scott Turnover.,56,45
17:27,2174,Corey Allen made Three Point Jumper. Assisted by Josh McFolley.,56,48
17:02,2870,Xzavier Taylor Turnover.,56,48
17:01,2174,Josh McFolley Steal.,56,48
16:30,2174,Chris Jenkins made Three Point Jumper. Assisted by Corey Allen.,56,51
16:13,2174,Foul on Cole Long.,58,51
16:13,2870,John Konchar made Free Throw.,59,51
16:13,2870,John Konchar made Layup. Assisted by Kason Harrell.,58,51
15:59,2174,Corey Allen missed Jumper.,59,51
15:59,2870,Kason Harrell Block.,59,51
15:59,2174,Detroit Mercy Offensive Rebound.,59,51
15:59,2174,Official TV Timeout,59,51
15:48,2174,Cole Long Turnover.,59,51
15:45,2870,DeAngelo Stewart Steal.,59,51
15:39,2870,DeAngelo Stewart Turnover.,59,51
15:38,2174,Cole Long Steal.,59,51
15:38,2174,Chris Jenkins made Dunk. Assisted by Cole Long.,59,53
15:29,2174,Foul on Cole Long.,59,53
15:22,2870,Xzavier Taylor made Layup. Assisted by Mo Evans.,61,53
15:22,2174,Foul on Gerald Blackshear.,61,53
15:22,2870,Xzavier Taylor made Free Throw.,62,53
14:54,2174,Corey Allen made Three Point Jumper. Assisted by Jarod Williams.,62,56
14:51,2870,John Konchar Turnover.,62,56
14:51,2174,Jarod Williams Steal.,62,56
14:51,2174,Foul on Chris Jenkins.,62,56
14:51,2174,Jarod Williams made Free Throw.,62,57
14:51,2174,Jarod Williams missed Free Throw.,62,57
14:51,2870,Xzavier Taylor Defensive Rebound.,62,57
14:50,2870,Foul on Mo Evans.,62,57
14:32,2870,Mo Evans missed Three Point Jumper.,62,57
14:32,2174,Corey Allen Defensive Rebound.,62,57
14:19,2174,Josh McFolley Turnover.,62,57
14:18,2870,DeAngelo Stewart Steal.,62,57
14:01,2870,Mo Evans missed Layup.,62,57
14:01,2174,Chris Jenkins Block.,62,57
14:00,2174,Chris Jenkins Defensive Rebound.,62,57
13:54,2174,Josh McFolley missed Layup.,62,57
13:54,2870,Xzavier Taylor Defensive Rebound.,62,57
13:37,2174,Foul on Josh McFolley.,62,57
13:24,2870,DeAngelo Stewart Turnover.,62,57
12:56,2174,Corey Allen made Three Point Jumper. Assisted by Josh McFolley.,62,60
12:48,2174,Foul on Jaleel Hogan.,62,60
12:48,2870,Mo Evans made Free Throw.,63,60
12:48,2870,Mo Evans made Free Throw.,64,60
12:32,2174,Josh McFolley made Jumper.,64,62
12:21,2870,DeAngelo Stewart made Jumper.,66,62
11:57,2174,Corey Allen missed Three Point Jumper.,66,62
11:57,2174,Chris Jenkins Offensive Rebound.,66,62
11:36,2174,Chris Jenkins made Layup.,66,64
11:17,2870,Brent Calhoun missed Jumper.,66,64
11:17,2174,Chris Jenkins Defensive Rebound.,66,64
10:58,2174,Corey Allen missed Three Point Jumper.,66,64
10:58,2870,DeAngelo Stewart Defensive Rebound.,66,64
10:43,2870,Bryson Scott missed Three Point Jumper.,66,64
10:43,2870,Mo Evans Offensive Rebound.,66,64
10:38,2174,Official TV Timeout,66,64
10:37,2870,Brent Calhoun Turnover.,66,64
10:25,2174,Foul on Jaleel Hogan.,66,64
10:25,2174,Jaleel Hogan Turnover.,66,64
10:11,2870,Bryson Scott made Layup. Assisted by John Konchar.,68,64
9:53,2174,Jarod Williams missed Layup.,68,64
9:53,2870,Kason Harrell Defensive Rebound.,68,64
9:36,2870,John Konchar Turnover.,68,64
9:11,2174,Corey Allen Turnover.,68,64
8:57,2870,Kason Harrell made Three Point Jumper. Assisted by Mo Evans.,71,64
8:30,2870,Foul on Xzavier Taylor.,71,64
8:11,2174,Malik Eichler missed Jumper.,71,64
8:11,2870,John Konchar Defensive Rebound.,71,64
7:46,2870,Bryson Scott missed Jumper.,71,64
7:46,2174,Chris Jenkins Defensive Rebound.,71,64
7:36,2174,Matthew Grant missed Jumper.,71,64
7:36,2174,Detroit Mercy Offensive Rebound.,71,64
7:36,2174,Official TV Timeout,71,64
7:35,2174,Corey Allen made Three Point Jumper.,71,67
6:56,2870,Kason Harrell missed Layup.,71,67
6:56,2174,Malik Eichler Defensive Rebound.,71,67
6:49,2174,Corey Allen made Three Point Jumper. Assisted by Josh McFolley.,71,70
6:42,2174,Official TV Timeout,71,70
6:26,2870,Mo Evans missed Jumper.,71,70
6:26,2870,Bryson Scott Offensive Rebound.,71,70
6:22,2870,Bryson Scott made Two Point Tip Shot.,73,70
6:08,2174,Josh McFolley missed Three Point Jumper.,73,70
6:08,2870,Kason Harrell Defensive Rebound.,73,70
6:02,2870,John Konchar made Dunk. Assisted by Mo Evans.,75,70
5:36,2870,Foul on Mo Evans.,75,70
5:36,2174,Josh McFolley made Free Throw.,75,71
5:36,2174,Josh McFolley made Free Throw.,75,72
5:13,2174,Foul on Corey Allen.,75,72
5:13,2870,Bryson Scott made Free Throw.,76,72
5:13,2870,Bryson Scott made Free Throw.,77,72
4:56,2174,Josh McFolley missed Three Point Jumper.,77,72
4:56,2870,Bryson Scott Defensive Rebound.,77,72
4:42,2174,Foul on Chris Jenkins.,77,72
4:42,2870,John Konchar made Free Throw.,78,72
4:42,2870,John Konchar missed Free Throw.,78,72
4:42,2174,Chris Jenkins Defensive Rebound.,78,72
4:30,2174,Chris Jenkins missed Jumper.,78,72
4:30,2870,Kason Harrell Defensive Rebound.,78,72
4:30,2870,Mo Evans made Layup.,80,72
4:07,2870,Foul on Mo Evans.,80,72
4:07,2870,Technical Foul on Mo Evans.,80,72
4:07,2174,Corey Allen made Free Throw.,80,73
4:07,2174,Corey Allen made Free Throw.,80,74
3:45,2174,Malik Eichler made Three Point Jumper. Assisted by Corey Allen.,80,77
3:28,2870,Bryson Scott missed Three Point Jumper.,80,77
3:28,2870,John Konchar Offensive Rebound.,80,77
3:24,2870,Mo Evans made Three Point Jumper. Assisted by Bryson Scott.,83,77
3:00,2174,Josh McFolley Turnover.,83,77
3:00,2174,Official TV Timeout,83,77
2:47,2870,Mo Evans made Layup.,85,77
2:19,2174,Malik Eichler missed Jumper.,85,77
2:19,2870,Bryson Scott Defensive Rebound.,85,77
2:13,2870,Bryson Scott made Free Throw.,86,77
2:13,2870,Bryson Scott made Free Throw.,87,77
2:13,2174,Foul on Malik Eichler.,85,77
1:59,2174,Matthew Grant Turnover.,87,77
1:58,2870,Bryson Scott Steal.,87,77
1:43,2870,John Konchar Turnover.,87,77
1:42,2174,Josh McFolley Steal.,87,77
1:40,2870,Foul on John Konchar.,87,77
1:40,2174,Josh McFolley missed Free Throw.,87,77
1:40,2174,Detroit Mercy Deadball Team Rebound.,87,77
1:40,2174,Josh McFolley made Free Throw.,87,78
1:10,2870,Mo Evans missed Layup.,87,78
1:10,2174,Chris Jenkins Defensive Rebound.,87,78
1:05,2174,Foul on Josh McFolley.,87,78
1:05,2174,Josh McFolley Turnover.,87,78
1:05,2174,Detroit Mercy  Timeout,87,78
0:49,2870,Kason Harrell missed Three Point Jumper.,87,78
0:49,2870,Xzavier Taylor Offensive Rebound.,87,78
0:49,2174,Foul on Corey Allen.,87,78
0:49,2870,Xzavier Taylor made Free Throw.,88,78
0:49,2870,Xzavier Taylor made Free Throw.,89,78
0:39,2174,Corey Allen made Three Point Jumper. Assisted by Josh McFolley.,89,81
0:37,2174,Foul on Chris Jenkins.,89,81
0:37,2870,Kason Harrell made Free Throw.,90,81
0:37,2870,Kason Harrell missed Free Throw.,90,81
0:37,2174,Chris Jenkins Defensive Rebound.,90,81
0:35,2870,Foul on Xzavier Taylor.,90,81
0:35,2174,Foul on Corey Allen.,90,81
0:35,2174,Technical Foul on Corey Allen.,90,81
0:35,2870,Foul on Bryson Scott.,90,81
0:35,2870,Technical Foul on Bryson Scott.,90,81
0:35,2174,Chris Jenkins made Free Throw.,90,82
0:35,2174,Chris Jenkins made Free Throw.,90,83
0:30,2174,Foul on Matthew Grant.,90,83
0:30,2870,Bryson Scott made Free Throw.,91,83
0:30,2870,Bryson Scott missed Free Throw.,91,83
0:30,2174,Chris Jenkins Defensive Rebound.,91,83
0:22,2174,Josh McFolley Turnover.,91,83
0:20,2870,Kason Harrell Steal.,91,83
0:08,2174,Foul on Chris Jenkins.,91,83
0:08,2870,Mo Evans made Free Throw.,92,83
0:08,2870,Mo Evans made Free Throw.,93,83
0:02,2174,Josh McFolley made Three Point Jumper.,93,86
0:00,2174,End of Game,93,86
