South Alabama,145,Ole Miss,6
12:56,145,Marcanvis Hymon made Free Throw.,8,14
12:56,145,Marcanvis Hymon made Free Throw.,8,15
12:38,6,Nick Stover missed Three Point Jumper.,8,15
12:38,6,Josh Ajayi Offensive Rebound.,8,15
12:22,6,Nick Stover missed Jumper.,8,15
12:22,145,Rasheed Brooks Defensive Rebound.,8,15
12:08,145,Terence Davis Turnover.,8,15
11:55,6,Josh Ajayi missed Layup.,8,15
11:55,145,Rasheed Brooks Defensive Rebound.,8,15
11:49,145,Terence Davis missed Three Point Jumper.,8,15
11:49,6,Nick Stover Defensive Rebound.,8,15
11:41,145,Foul on Terence Davis.,8,15
11:41,145,Official TV Timeout,8,15
11:33,6,Don MuepoKelly missed Layup.,8,15
11:32,145,Marcanvis Hymon Block.,8,15
11:31,145,Breein Tyree Defensive Rebound.,8,15
11:27,6,Foul on Don MuepoKelly.,8,15
11:08,145,Sebastian Saiz missed Jumper.,8,15
11:08,6,Josh Ajayi Defensive Rebound.,8,15
10:50,6,Ken Williams missed Layup.,8,15
10:50,145,Sebastian Saiz Defensive Rebound.,8,15
10:43,145,Rasheed Brooks made Layup. Assisted by Breein Tyree.,8,17
10:22,6,Josh Ajayi missed Layup.,8,17
10:22,145,Rasheed Brooks Defensive Rebound.,8,17
9:59,145,Sebastian Saiz missed Layup.,8,17
9:59,145,Ole Miss Offensive Rebound.,8,17
9:56,6,Foul on Josh Ajayi.,8,17
9:52,145,Donte Fitzpatrick-Dorsey missed Three Point Jumper.,8,17
9:52,145,Justas Furmanavicius Offensive Rebound.,8,17
9:43,6,Foul on Georgi Boyanov.,8,17
9:35,145,Sebastian Saiz Turnover.,8,17
9:22,6,Herb McGee missed Three Point Jumper.,8,17
9:22,145,Sebastian Saiz Defensive Rebound.,8,17
9:07,145,Justas Furmanavicius made Layup. Assisted by Rasheed Brooks.,8,19
8:53,6,Georgi Boyanov missed Layup.,8,19
8:53,145,Sebastian Saiz Block.,8,19
8:51,6,Georgi Boyanov Offensive Rebound.,8,19
8:46,6,Georgi Boyanov missed Layup.,8,19
8:46,145,Sebastian Saiz Defensive Rebound.,8,19
8:36,145,Sebastian Saiz missed Jumper.,8,19
8:36,6,Don MuepoKelly Block.,8,19
8:36,145,Ole Miss Offensive Rebound.,8,19
8:33,145,Deandre Burnett missed Three Point Jumper.,8,19
8:33,6,Herb McGee Defensive Rebound.,8,19
8:14,6,Ken Williams missed Jumper.,8,19
8:14,6,Don MuepoKelly Offensive Rebound.,8,19
8:10,145,Foul on Deandre Burnett.,8,19
8:06,6,Ken Williams missed Jumper.,8,19
8:06,145,Justas Furmanavicius Defensive Rebound.,8,19
7:56,145,Justas Furmanavicius made Layup.,8,21
7:54,6,Foul on Herb McGee.,8,21
7:54,145,Official TV Timeout,8,21
7:54,145,Justas Furmanavicius missed Free Throw.,8,21
7:54,6,Don MuepoKelly Defensive Rebound.,8,21
7:33,6,Georgi Boyanov Turnover.,8,21
7:33,145,Rasheed Brooks Steal.,8,21
7:29,145,Justas Furmanavicius made Three Point Jumper. Assisted by Cullen Neal.,8,24
7:12,6,Shaq Calhoun Turnover.,8,24
7:11,145,Deandre Burnett Steal.,8,24
7:10,145,Deandre Burnett missed Layup.,8,24
7:10,145,Justas Furmanavicius Offensive Rebound.,8,24
7:08,145,Justas Furmanavicius missed Layup.,8,24
7:08,6,Shaq Calhoun Defensive Rebound.,8,24
7:02,6,Georgi Boyanov made Layup. Assisted by Trhae Mitchell.,10,24
6:39,145,Justas Furmanavicius made Jumper. Assisted by Cullen Neal.,10,26
6:17,6,Shaq Calhoun made Three Point Jumper. Assisted by Trhae Mitchell.,13,26
6:03,145,Cullen Neal missed Three Point Jumper.,13,26
6:03,6,Trhae Mitchell Defensive Rebound.,13,26
5:52,6,Shaq Calhoun missed Jumper.,13,26
5:52,145,Rasheed Brooks Defensive Rebound.,13,26
5:44,6,Foul on Dederick Lee.,13,26
5:44,145,Deandre Burnett made Free Throw.,13,27
5:44,145,Deandre Burnett missed Free Throw.,13,27
5:44,145,Sebastian Saiz Offensive Rebound.,13,27
5:43,6,Foul on Trhae Mitchell.,13,27
5:43,145,Sebastian Saiz made Free Throw.,13,28
5:43,145,Sebastian Saiz missed Free Throw.,13,28
5:43,6,Nick Stover Defensive Rebound.,13,28
5:19,145,Foul on Sebastian Saiz.,13,28
5:18,6,Nick Stover missed Jumper.,13,28
5:18,145,Ole Miss Defensive Rebound.,13,28
5:03,6,Foul on Dederick Lee.,13,28
5:03,145,Cullen Neal made Free Throw.,13,29
5:03,145,Cullen Neal made Free Throw.,13,30
4:46,6,Nick Stover made Layup. Assisted by Herb McGee.,15,30
4:45,145,Foul on Nate Morris.,15,30
4:45,6,Nick Stover made Free Throw.,16,30
4:30,145,Cullen Neal made Layup. Assisted by Rasheed Brooks.,16,32
4:14,6,Shaq Calhoun Turnover.,16,32
4:06,6,Foul on Josh Ajayi.,16,32
4:06,145,Cullen Neal made Free Throw.,16,33
4:06,145,Cullen Neal made Free Throw.,16,34
4:00,145,Foul on Cullen Neal.,16,34
4:00,6,Herb McGee made Free Throw.,17,34
4:00,6,Herb McGee made Free Throw.,18,34
3:49,6,Foul on Shaq Calhoun.,18,34
3:49,145,Official TV Timeout,18,34
3:49,145,Rasheed Brooks made Free Throw.,18,35
3:49,145,Rasheed Brooks made Free Throw.,18,36
3:40,6,Georgi Boyanov missed Layup.,18,36
3:40,145,Ole Miss Defensive Rebound.,18,36
3:35,145,Rasheed Brooks missed Three Point Jumper.,18,36
3:35,145,Donte Fitzpatrick-Dorsey Offensive Rebound.,18,36
3:16,145,Cullen Neal made Layup.,18,38
3:03,6,Nick Stover missed Three Point Jumper.,18,38
3:03,145,Justas Furmanavicius Defensive Rebound.,18,38
2:56,145,Rasheed Brooks missed Jumper.,18,38
2:56,145,Justas Furmanavicius Offensive Rebound.,18,38
2:53,145,Justas Furmanavicius made Layup.,18,40
2:37,6,Herb McGee made Three Point Jumper. Assisted by Ken Williams.,21,40
2:19,6,Foul on Kevin Morris.,21,40
2:19,145,Sebastian Saiz missed Free Throw.,21,40
2:19,145,Ole Miss Deadball Team Rebound.,21,40
2:19,145,Sebastian Saiz made Free Throw.,21,41
1:57,6,Georgi Boyanov Turnover.,21,41
1:55,145,Donte Fitzpatrick-Dorsey Steal.,21,41
1:30,6,Foul on Kevin Morris.,21,41
1:30,145,Deandre Burnett made Free Throw.,21,42
1:30,145,Deandre Burnett made Free Throw.,21,43
1:23,6,Ken Williams missed Three Point Jumper.,21,43
1:23,6,Nick Stover Offensive Rebound.,21,43
1:18,6,Nick Stover made Layup.,23,43
1:09,145,Foul on Donte Fitzpatrick-Dorsey.,23,43
1:09,145,Donte Fitzpatrick-Dorsey Turnover.,23,43
1:01,145,Foul on Deandre Burnett.,23,43
1:01,6,Herb McGee missed Free Throw.,23,43
1:01,6,Kevin Morris Offensive Rebound.,23,43
0:59,145,Foul on Justas Furmanavicius.,23,43
0:59,6,Kevin Morris missed Free Throw.,23,43
0:59,6,South Alabama Deadball Team Rebound.,23,43
0:59,6,Kevin Morris made Free Throw.,24,43
0:47,145,Cullen Neal made Three Point Jumper. Assisted by Deandre Burnett.,24,46
0:27,145,Foul on Sebastian Saiz.,24,46
0:27,6,Kevin Morris missed Free Throw.,24,46
0:27,6,South Alabama Deadball Team Rebound.,24,46
0:27,6,Kevin Morris missed Free Throw.,24,46
0:27,6,Georgi Boyanov Offensive Rebound.,24,46
0:25,6,Georgi Boyanov made Layup.,26,46
0:11,145,Deandre Burnett Turnover.,26,46
0:09,6,Georgi Boyanov Steal.,26,46
0:07,6,Ken Williams missed Three Point Jumper.,26,46
0:07,145,Sebastian Saiz Defensive Rebound.,26,46
0:02,145,Sebastian Saiz Turnover.,26,46
0:01,6,Ken Williams Steal.,26,46
0:00,145,End of 1st half,26,46
19:46,6,Shaq Calhoun missed Jumper.,26,46
19:46,145,Sebastian Saiz Defensive Rebound.,26,46
19:21,145,Terence Davis Turnover.,26,46
19:20,6,Dederick Lee Steal.,26,46
19:17,6,Dederick Lee made Layup.,28,46
19:02,145,Foul on Sebastian Saiz.,28,46
19:02,145,Sebastian Saiz Turnover.,28,46
18:53,6,Don MuepoKelly made Layup. Assisted by Georgi Boyanov.,30,46
18:34,145,Sebastian Saiz made Jumper. Assisted by Deandre Burnett.,30,48
18:18,6,Dederick Lee missed Three Point Jumper.,30,48
18:18,145,Sebastian Saiz Defensive Rebound.,30,48
18:05,145,Deandre Burnett made Three Point Jumper. Assisted by Cullen Neal.,30,51
17:52,6,Shaq Calhoun missed Three Point Jumper.,30,51
17:52,145,Cullen Neal Defensive Rebound.,30,51
17:35,145,Deandre Burnett missed Three Point Jumper.,30,51
17:35,6,Dederick Lee Defensive Rebound.,30,51
17:25,6,Nick Stover made Three Point Jumper. Assisted by Georgi Boyanov.,33,51
17:05,145,Marcanvis Hymon made Layup. Assisted by Cullen Neal.,33,53
16:47,6,Nick Stover made Three Point Jumper. Assisted by Shaq Calhoun.,36,53
16:29,6,Foul on Don MuepoKelly.,36,53
16:12,6,Foul on Nick Stover.,36,53
16:12,145,Marcanvis Hymon made Free Throw.,36,54
16:12,145,Marcanvis Hymon made Free Throw.,36,55
16:00,6,Georgi Boyanov missed Layup.,36,55
16:00,145,Justas Furmanavicius Block.,36,55
15:58,6,Nick Stover Offensive Rebound.,36,55
15:56,145,Foul on Justas Furmanavicius.,36,55
15:56,145,Official TV Timeout,36,55
15:56,6,Nick Stover made Free Throw.,37,55
15:56,6,Nick Stover missed Free Throw.,37,55
15:56,6,Don MuepoKelly Offensive Rebound.,37,55
15:54,145,Foul on Justas Furmanavicius.,37,55
15:54,6,Don MuepoKelly made Free Throw.,38,55
15:54,6,Don MuepoKelly made Free Throw.,39,55
15:29,145,Marcanvis Hymon missed Jumper.,39,55
15:29,6,Don MuepoKelly Defensive Rebound.,39,55
15:17,145,Foul on Nate Morris.,39,55
15:17,6,Georgi Boyanov made Free Throw.,40,55
15:17,6,Georgi Boyanov made Free Throw.,41,55
15:09,145,Rasheed Brooks missed Jumper.,41,55
15:09,6,Don MuepoKelly Defensive Rebound.,41,55
14:59,6,Georgi Boyanov made Layup. Assisted by Dederick Lee.,43,55
14:51,145,Ole Miss  Timeout,43,55
14:42,145,Sebastian Saiz Turnover.,43,55
14:40,6,Shaq Calhoun Steal.,43,55
14:37,6,Shaq Calhoun missed Layup.,43,55
14:37,6,Don MuepoKelly Offensive Rebound.,43,55
14:34,6,Don MuepoKelly missed Layup.,43,55
14:34,145,Rasheed Brooks Block.,43,55
14:32,145,Nate Morris Defensive Rebound.,43,55
14:31,6,Foul on Don MuepoKelly.,43,55
14:16,6,Foul on Shaq Calhoun.,43,55
14:15,145,Terence Davis missed Three Point Jumper.,43,55
14:15,145,Sebastian Saiz Offensive Rebound.,43,55
14:11,145,Sebastian Saiz missed Jumper.,43,55
14:11,145,Terence Davis Offensive Rebound.,43,55
14:07,145,Terence Davis missed Jumper.,43,55
14:07,145,Terence Davis Offensive Rebound.,43,55
14:04,145,Terence Davis made Layup.,43,57
13:57,6,Georgi Boyanov missed Three Point Jumper.,43,57
13:57,6,Josh Ajayi Offensive Rebound.,43,57
13:53,6,Josh Ajayi made Jumper.,45,57
13:31,145,Sebastian Saiz made Jumper. Assisted by Terence Davis.,45,59
13:13,6,Josh Ajayi missed Three Point Jumper.,45,59
13:13,145,Cullen Neal Defensive Rebound.,45,59
13:01,145,Terence Davis made Layup. Assisted by Cullen Neal.,45,61
13:00,6,South Alabama  Timeout,45,61
12:48,6,Nick Stover made Three Point Jumper. Assisted by Dederick Lee.,48,61
12:29,145,Rasheed Brooks missed Three Point Jumper.,48,61
12:29,145,Sebastian Saiz Offensive Rebound.,48,61
12:25,145,Deandre Burnett made Three Point Jumper. Assisted by Sebastian Saiz.,48,64
12:11,6,Nick Stover missed Three Point Jumper.,48,64
12:11,145,Breein Tyree Defensive Rebound.,48,64
12:07,6,Foul on Josh Ajayi.,48,64
11:49,145,Sebastian Saiz made Dunk. Assisted by Breein Tyree.,48,66
11:30,6,Nick Stover Turnover.,48,66
11:30,145,Official TV Timeout,48,66
11:13,6,Foul on Nikola Marijan.,48,66
11:13,145,Sebastian Saiz made Free Throw.,48,67
11:13,145,Sebastian Saiz made Free Throw.,48,68
10:48,6,Herb McGee Turnover.,48,68
10:47,145,Breein Tyree Steal.,48,68
10:40,145,Sebastian Saiz missed Three Point Jumper.,48,68
10:40,145,Rasheed Brooks Offensive Rebound.,48,68
10:34,145,Rasheed Brooks made Two Point Tip Shot.,48,70
10:16,6,Ken Williams missed Three Point Jumper.,48,70
10:16,145,Rasheed Brooks Defensive Rebound.,48,70
10:09,6,Foul on Ken Williams.,48,70
10:09,145,Deandre Burnett made Free Throw.,48,71
10:09,145,Deandre Burnett made Free Throw.,48,72
9:56,6,Georgi Boyanov Turnover.,48,72
9:55,145,Rasheed Brooks Steal.,48,72
9:52,145,Deandre Burnett made Three Point Jumper. Assisted by Breein Tyree.,48,75
9:28,6,Ken Williams missed Jumper.,48,75
9:28,145,Marcanvis Hymon Defensive Rebound.,48,75
9:15,6,Foul on Nikola Marijan.,48,75
9:15,145,Sebastian Saiz made Free Throw.,48,76
9:15,145,Sebastian Saiz made Free Throw.,48,77
8:55,6,Josh Ajayi missed Jumper.,48,77
8:55,145,Ole Miss Defensive Rebound.,48,77
8:39,145,Sebastian Saiz made Layup. Assisted by Breein Tyree.,48,79
8:23,6,Don MuepoKelly missed Jumper.,48,79
8:23,145,Sebastian Saiz Defensive Rebound.,48,79
8:13,145,Deandre Burnett missed Three Point Jumper.,48,79
8:13,145,Marcanvis Hymon Offensive Rebound.,48,79
7:48,6,Foul on Herb McGee.,48,79
7:48,145,Official TV Timeout,48,79
7:48,145,Deandre Burnett made Free Throw.,48,80
7:48,145,Deandre Burnett made Free Throw.,48,81
7:36,145,Foul on Breein Tyree.,48,81
7:20,6,Josh Ajayi made Jumper. Assisted by Herb McGee.,50,81
7:03,145,Deandre Burnett missed Jumper.,50,81
7:03,6,Herb McGee Defensive Rebound.,50,81
6:38,6,Shaq Calhoun missed Jumper.,50,81
6:38,145,Terence Davis Defensive Rebound.,50,81
6:22,145,Terence Davis Turnover.,50,81
6:07,145,Foul on Sebastian Saiz.,50,81
6:04,6,Don MuepoKelly missed Jumper.,50,81
6:04,145,Justas Furmanavicius Block.,50,81
6:02,145,Sebastian Saiz Defensive Rebound.,50,81
5:49,145,Sebastian Saiz made Three Point Jumper. Assisted by Rasheed Brooks.,50,84
5:26,6,Shaq Calhoun made Jumper.,52,84
5:18,145,Sebastian Saiz made Jumper. Assisted by Cullen Neal.,52,86
4:59,6,Nick Stover missed Jumper.,52,86
4:59,6,Don MuepoKelly Offensive Rebound.,52,86
4:56,6,Josh Ajayi missed Three Point Jumper.,52,86
4:56,145,Sebastian Saiz Defensive Rebound.,52,86
4:47,145,Justas Furmanavicius made Layup. Assisted by Cullen Neal.,52,88
4:37,6,South Alabama  Timeout,52,88
4:31,6,Nick Stover missed Jumper.,52,88
4:31,145,Rasheed Brooks Defensive Rebound.,52,88
4:22,145,Nate Morris missed Jumper.,52,88
4:22,6,Josh Ajayi Defensive Rebound.,52,88
3:59,6,Shaq Calhoun Turnover.,52,88
3:56,145,Rasheed Brooks Steal.,52,88
3:54,145,Terence Davis made Dunk. Assisted by Cullen Neal.,52,90
3:39,6,Herb McGee missed Three Point Jumper.,52,90
3:39,6,South Alabama Offensive Rebound.,52,90
3:35,145,Official TV Timeout,52,90
3:25,6,Kevin Morris missed Jumper.,52,90
3:25,145,Terence Davis Defensive Rebound.,52,90
3:07,145,Nate Morris missed Jumper.,52,90
3:07,6,Trhae Mitchell Defensive Rebound.,52,90
2:49,6,Dederick Lee Turnover.,52,90
2:48,145,Terence Davis Steal.,52,90
2:27,145,Donte Fitzpatrick-Dorsey missed Layup.,52,90
2:27,6,Nick Davis Defensive Rebound.,52,90
2:19,6,Nick Davis missed Jumper.,52,90
2:19,145,Donte Fitzpatrick-Dorsey Defensive Rebound.,52,90
1:49,145,Foul on Nate Morris.,52,90
1:49,145,Nate Morris Turnover.,52,90
1:34,6,Kevin Morris made Jumper.,54,90
1:33,145,Foul on Nate Morris.,54,90
1:33,6,Kevin Morris made Free Throw.,55,90
1:14,145,Donte Fitzpatrick-Dorsey Turnover.,55,90
1:13,6,Nick Davis Steal.,55,90
1:09,145,Foul on Lane Below.,55,90
1:09,6,Nick Davis made Free Throw.,56,90
1:09,6,Nick Davis made Free Throw.,57,90
0:48,145,Lane Below missed Jumper.,57,90
0:48,6,Nick Davis Defensive Rebound.,57,90
0:34,145,Foul on Justas Furmanavicius.,57,90
0:34,6,Dederick Lee missed Free Throw.,57,90
0:34,6,South Alabama Deadball Team Rebound.,57,90
0:34,6,Dederick Lee made Free Throw.,58,90
0:15,145,Lane Below made Layup.,58,92
0:11,6,Kevin Morris missed Layup.,58,92
0:11,145,Nate Morris Defensive Rebound.,58,92
0:00,145,End of Game,58,92
