Alabama State,2050,Ball State,2011
11:40,2011,Demetrius Houston Steal.,9,14
11:16,2011,Alabama St  Turnover.,9,14
11:05,2050,Francis Kiapway made Jumper.,9,16
10:47,2050,Foul on Jeremie Tyler.,9,16
10:46,2011,Amir Warnock Turnover.,9,16
10:27,2011,Foul on Amir Warnock.,9,16
10:27,2050,Trey Moses missed Free Throw.,9,16
10:27,2050,Ball State Deadball Team Rebound.,9,16
10:27,2050,Trey Moses missed Free Throw.,9,16
10:27,2011,Amir Warnock Defensive Rebound.,9,16
10:17,2011,Torloft Thomas made Three Point Jumper. Assisted by Amir Warnock.,12,16
10:09,2011,Foul on Demetrius Houston.,12,16
10:05,2050,Tayler Persons missed Jumper.,12,16
10:05,2011,Tony Armstrong Defensive Rebound.,12,16
9:56,2011,Reginald Gee Turnover.,12,16
9:29,2050,Franko House made Layup. Assisted by Tayler Persons.,12,18
9:13,2011,Steve Rogers missed Three Point Jumper.,12,18
9:13,2011,Amir Warnock Offensive Rebound.,12,18
9:10,2050,Foul on Tahjai Teague.,12,18
9:10,2011,Amir Warnock missed Free Throw.,12,18
9:10,2011,Alabama St Deadball Team Rebound.,12,18
9:10,2011,Amir Warnock missed Free Throw.,12,18
9:10,2050,Tahjai Teague Defensive Rebound.,12,18
8:51,2050,Ryan Weber missed Three Point Jumper.,12,18
8:51,2050,Ryan Weber Offensive Rebound.,12,18
8:47,2050,Ryan Weber missed Three Point Jumper.,12,18
8:47,2011,Reginald Gee Defensive Rebound.,12,18
8:39,2011,Torloft Thomas Turnover.,12,18
8:29,2050,Franko House missed Three Point Jumper.,12,18
8:29,2011,Reginald Gee Defensive Rebound.,12,18
8:18,2011,Rodney Simeon missed Three Point Jumper.,12,18
8:18,2011,Amir Warnock Offensive Rebound.,12,18
7:57,2011,Reginald Gee missed Jumper.,12,18
7:57,2050,Sean Sellers Defensive Rebound.,12,18
7:34,2050,Tahjai Teague made Layup.,12,20
7:13,2011,Rodney Simeon missed Three Point Jumper.,12,20
7:13,2011,Rodney Simeon Offensive Rebound.,12,20
7:07,2011,Tony Armstrong missed Jumper.,12,20
7:07,2050,Franko House Defensive Rebound.,12,20
6:57,2050,Franko House made Jumper.,12,22
6:56,2011,Alabama St  Timeout,12,22
6:43,2011,Amir Warnock made Layup. Assisted by Terrance LeFlore.,14,22
6:16,2050,Jeremie Tyler missed Three Point Jumper.,14,22
6:16,2011,Reginald Gee Defensive Rebound.,14,22
5:53,2011,Terrance LeFlore made Three Point Jumper.,17,22
5:34,2050,Trey Moses missed Layup.,17,22
5:34,2011,Tony Armstrong Block.,17,22
5:31,2011,Tony Armstrong Defensive Rebound.,17,22
5:08,2011,Reginald Gee missed Three Point Jumper.,17,22
5:08,2050,Trey Moses Defensive Rebound.,17,22
4:56,2050,Francis Kiapway Turnover.,17,22
4:45,2011,Tony Armstrong missed Dunk.,17,22
4:45,2050,Trey Moses Defensive Rebound.,17,22
4:24,2011,Foul on Glenn Hollaway.,17,22
4:23,2050,Sean Sellers missed Three Point Jumper.,17,22
4:23,2050,Kyle Mallers Offensive Rebound.,17,22
4:20,2050,Kyle Mallers missed Layup.,17,22
4:20,2050,Ball State Offensive Rebound.,17,22
4:07,2011,Foul on Glenn Hollaway.,17,22
4:07,2050,Trey Moses missed Free Throw.,17,22
4:07,2011,Tony Armstrong Defensive Rebound.,17,22
3:56,2011,Terrance LeFlore Turnover.,17,22
3:55,2050,Jeremie Tyler Steal.,17,22
3:42,2011,Foul on Rodney Simeon.,17,22
3:42,2050,Official TV Timeout,17,22
3:42,2050,Trey Moses missed Free Throw.,17,22
3:42,2050,Ball State Deadball Team Rebound.,17,22
3:42,2050,Trey Moses made Free Throw.,17,23
3:35,2011,Terrance LeFlore Turnover.,17,23
3:27,2050,Kyle Mallers missed Three Point Jumper.,17,23
3:27,2011,Reginald Gee Defensive Rebound.,17,23
3:08,2011,Reginald Gee made Jumper.,19,23
2:48,2050,Trey Moses made Dunk. Assisted by Francis Kiapway.,19,25
2:38,2011,Tony Armstrong missed Layup.,19,25
2:38,2050,Trey Moses Block.,19,25
2:36,2050,Tayler Persons Defensive Rebound.,19,25
2:33,2050,Sean Sellers missed Three Point Jumper.,19,25
2:33,2011,Terrance LeFlore Defensive Rebound.,19,25
2:26,2050,Foul on Tayler Persons.,19,25
2:22,2011,Tony Armstrong Turnover.,19,25
2:22,2050,Tayler Persons Steal.,19,25
2:12,2050,Tayler Persons made Jumper.,19,27
2:01,2050,Foul on Tahjai Teague.,19,27
2:01,2011,Artis Cleveland made Free Throw.,20,27
2:01,2011,Artis Cleveland missed Free Throw.,20,27
2:01,2050,Tahjai Teague Defensive Rebound.,20,27
1:40,2050,Franko House made Layup. Assisted by Tahjai Teague.,20,29
1:21,2011,Torloft Thomas missed Three Point Jumper.,20,29
1:21,2050,Tahjai Teague Defensive Rebound.,20,29
1:19,2011,Foul on Artis Cleveland.,20,29
1:18,2050,Tahjai Teague missed Free Throw.,20,29
1:18,2050,Sean Sellers Offensive Rebound.,20,29
1:11,2050,Tayler Persons Turnover.,20,29
0:43,2011,Torloft Thomas missed Three Point Jumper.,20,29
0:43,2050,Ball State Deadball Team Rebound.,20,29
0:30,2011,Foul on Tony Armstrong.,20,29
0:30,2050,Tayler Persons made Free Throw.,20,30
0:30,2050,Tayler Persons made Free Throw.,20,31
0:05,2011,Terrance LeFlore missed Jumper.,20,31
0:05,2050,Ryan Weber Defensive Rebound.,20,31
0:00,2050,End of 1st half,20,31
19:46,2011,Rodney Simeon missed Three Point Jumper.,20,31
19:46,2050,Trey Moses Defensive Rebound.,20,31
19:37,2050,Ryan Weber missed Three Point Jumper.,20,31
19:37,2050,Franko House Offensive Rebound.,20,31
19:32,2011,Foul on Steve Rogers.,20,31
19:32,2050,Franko House missed Free Throw.,20,31
19:32,2050,Ball State Deadball Team Rebound.,20,31
19:32,2050,Franko House made Free Throw.,20,32
18:54,2011,Steve Rogers made Three Point Jumper. Assisted by Austin Rogers.,23,32
18:48,2050,Tayler Persons missed Jumper.,23,32
18:48,2011,Tony Armstrong Defensive Rebound.,23,32
18:31,2011,Rodney Simeon missed Three Point Jumper.,23,32
18:31,2050,Trey Moses Defensive Rebound.,23,32
18:22,2050,Sean Sellers missed Layup.,23,32
18:22,2011,Demetrius Houston Block.,23,32
18:22,2050,Ball State Offensive Rebound.,23,32
18:05,2050,Franko House made Dunk. Assisted by Trey Moses.,23,34
17:47,2011,Austin Rogers missed Layup.,23,34
17:47,2011,Tony Armstrong Offensive Rebound.,23,34
17:44,2011,Tony Armstrong made Layup.,25,34
17:36,2050,Tayler Persons missed Three Point Jumper.,25,34
17:36,2011,Steve Rogers Defensive Rebound.,25,34
17:25,2011,Demetrius Houston made Jumper.,27,34
17:04,2050,Tayler Persons made Layup.,27,36
17:02,2050,Ball State  Timeout,27,36
16:49,2011,Steve Rogers missed Three Point Jumper.,27,36
16:49,2050,Franko House Defensive Rebound.,27,36
16:40,2050,Tayler Persons made Layup. Assisted by Franko House.,27,38
16:20,2011,Steve Rogers missed Three Point Jumper.,27,38
16:20,2050,Sean Sellers Defensive Rebound.,27,38
16:13,2050,Tayler Persons Turnover.,27,38
16:12,2011,Demetrius Houston Steal.,27,38
15:58,2011,Demetrius Houston Turnover.,27,38
15:56,2050,Trey Moses Steal.,27,38
15:50,2011,Foul on Steve Rogers.,27,38
15:50,2050,Official TV Timeout,27,38
15:49,2050,Ryan Weber made Three Point Jumper. Assisted by Francis Kiapway.,27,41
15:48,2011,Foul on Demetrius Houston.,27,41
15:48,2050,Ryan Weber made Free Throw.,27,42
15:43,2011,Rodney Simeon missed Layup.,27,42
15:43,2011,Alabama St Offensive Rebound.,27,42
15:22,2011,Tony Armstrong made Jumper. Assisted by Steve Rogers.,29,42
15:10,2050,Trey Moses made Jumper.,29,44
14:58,2011,Tony Armstrong Turnover.,29,44
14:58,2011,Foul on Tony Armstrong.,29,44
14:43,2050,Trey Moses missed Layup.,29,44
14:43,2050,Tayler Persons Offensive Rebound.,29,44
14:37,2050,Tahjai Teague Turnover.,29,44
14:21,2011,Torloft Thomas missed Three Point Jumper.,29,44
14:21,2050,Trey Moses Defensive Rebound.,29,44
14:12,2050,Tayler Persons missed Layup.,29,44
14:12,2011,Amir Warnock Defensive Rebound.,29,44
14:02,2011,Tony Armstrong made Jumper. Assisted by Austin Rogers.,31,44
13:44,2011,Foul on Torloft Thomas.,31,44
13:44,2050,Tayler Persons made Free Throw.,31,45
13:44,2050,Tayler Persons made Free Throw.,31,46
13:33,2011,Steve Rogers missed Three Point Jumper.,31,46
13:33,2011,Amir Warnock Offensive Rebound.,31,46
13:27,2011,Amir Warnock missed Layup.,31,46
13:26,2050,Tahjai Teague Block.,31,46
13:25,2011,Amir Warnock Offensive Rebound.,31,46
13:20,2011,Amir Warnock made Layup.,33,46
13:02,2050,Franko House made Jumper.,33,48
12:41,2011,Terrance LeFlore missed Jumper.,33,48
12:41,2050,Tahjai Teague Defensive Rebound.,33,48
12:17,2050,Tahjai Teague made Three Point Jumper. Assisted by Ryan Weber.,33,51
12:07,2011,Terrance LeFlore missed Three Point Jumper.,33,51
12:07,2050,Tahjai Teague Defensive Rebound.,33,51
12:01,2050,Tahjai Teague Turnover.,33,51
11:38,2011,Rodney Simeon missed Three Point Jumper.,33,51
11:38,2050,Francis Kiapway Defensive Rebound.,33,51
11:26,2050,Tahjai Teague missed Layup.,33,51
11:26,2050,Ryan Weber Offensive Rebound.,33,51
11:13,2011,Foul on Glenn Hollaway.,33,51
11:13,2050,Official TV Timeout,33,51
11:06,2050,Kyle Mallers made Three Point Jumper. Assisted by Franko House.,33,54
10:47,2011,Glenn Hollaway missed Jumper.,33,54
10:47,2050,Jeremie Tyler Defensive Rebound.,33,54
10:33,2050,Jeremie Tyler Turnover.,33,54
10:24,2011,Demetrius Houston missed Jumper.,33,54
10:24,2050,Sean Sellers Defensive Rebound.,33,54
10:03,2050,Franko House missed Jumper.,33,54
10:03,2011,Torloft Thomas Defensive Rebound.,33,54
9:43,2050,Foul on Sean Sellers.,33,54
9:43,2011,Torloft Thomas missed Free Throw.,33,54
9:43,2011,Alabama St Deadball Team Rebound.,33,54
9:43,2011,Torloft Thomas made Free Throw.,34,54
9:30,2050,Francis Kiapway missed Layup.,34,54
9:30,2050,Ball State Offensive Rebound.,34,54
9:26,2050,Francis Kiapway missed Three Point Jumper.,34,54
9:26,2050,Ball State Offensive Rebound.,34,54
9:23,2011,Foul on Demetrius Houston.,34,54
9:23,2050,Franko House made Free Throw.,34,55
9:23,2050,Franko House made Free Throw.,34,56
9:19,2011,Torloft Thomas missed Layup.,34,56
9:19,2050,Francis Kiapway Defensive Rebound.,34,56
9:10,2011,Foul on Austin Rogers.,34,56
9:10,2050,Jeremie Tyler made Free Throw.,34,57
9:10,2050,Jeremie Tyler missed Free Throw.,34,57
9:10,2050,Jeremie Tyler Offensive Rebound.,34,57
9:07,2050,Jeremie Tyler made Jumper.,34,59
8:48,2011,Tony Armstrong missed Layup.,34,59
8:48,2050,Franko House Defensive Rebound.,34,59
8:44,2050,Jeremie Tyler made Dunk. Assisted by Franko House.,34,61
8:44,2011,Foul on Terrance LeFlore.,34,61
8:44,2011,Alabama St  Timeout,34,61
8:44,2050,Jeremie Tyler made Free Throw.,34,62
8:33,2011,Tony Armstrong made Jumper.,36,62
8:05,2050,Kyle Mallers made Three Point Jumper. Assisted by Sean Sellers.,36,65
7:52,2011,Terrance LeFlore Turnover.,36,65
7:50,2050,Kyle Mallers Steal.,36,65
7:43,2050,Francis Kiapway missed Layup.,36,65
7:43,2011,Glenn Hollaway Block.,36,65
7:41,2050,Ball State Offensive Rebound.,36,65
7:40,2050,Official TV Timeout,36,65
7:30,2050,Doudou Gueye Turnover.,36,65
7:26,2011,Rodney Simeon Steal.,36,65
7:22,2011,Rodney Simeon missed Layup.,36,65
7:22,2050,Ball State Defensive Rebound.,36,65
7:06,2050,Jeremie Tyler missed Jumper.,36,65
7:06,2011,Glenn Hollaway Defensive Rebound.,36,65
6:49,2011,Tony Armstrong made Jumper. Assisted by Reginald Gee.,38,65
6:31,2050,Doudou Gueye missed Layup.,38,65
6:31,2011,Austin Rogers Defensive Rebound.,38,65
6:13,2011,Reginald Gee missed Jumper.,38,65
6:13,2050,Tahjai Teague Defensive Rebound.,38,65
6:01,2050,Francis Kiapway missed Three Point Jumper.,38,65
6:01,2011,Austin Rogers Defensive Rebound.,38,65
5:43,2011,Austin Rogers missed Three Point Jumper.,38,65
5:43,2050,Tahjai Teague Defensive Rebound.,38,65
5:33,2050,Tahjai Teague missed Three Point Jumper.,38,65
5:33,2011,Glenn Hollaway Defensive Rebound.,38,65
5:24,2050,Foul on Jeremie Tyler.,38,65
5:24,2050,Ball State  Timeout,38,65
5:04,2011,Steve Rogers made Layup.,40,65
5:04,2050,Foul on Ryan Weber.,40,65
5:04,2011,Steve Rogers made Free Throw.,41,65
4:35,2050,Tahjai Teague made Dunk. Assisted by Doudou Gueye.,41,67
4:35,2011,Foul on Torloft Thomas.,41,67
4:34,2050,Tahjai Teague missed Free Throw.,41,67
4:34,2011,Tony Armstrong Defensive Rebound.,41,67
4:20,2050,Foul on Doudou Gueye.,41,67
4:16,2011,Steve Rogers missed Jumper.,41,67
4:16,2050,Doudou Gueye Defensive Rebound.,41,67
4:08,2050,Tahjai Teague made Dunk. Assisted by Tayler Persons.,41,69
3:59,2050,Foul on Jeremie Tyler.,41,69
3:59,2050,Official TV Timeout,41,69
3:59,2011,Austin Rogers made Free Throw.,42,69
3:59,2011,Austin Rogers made Free Throw.,43,69
3:41,2050,Josh Thompson Turnover.,43,69
3:39,2011,Austin Rogers Steal.,43,69
3:36,2011,Austin Rogers made Layup.,45,69
3:36,2050,Foul on Kyle Mallers.,45,69
3:36,2011,Austin Rogers made Free Throw.,46,69
3:08,2050,Kyle Mallers made Three Point Jumper. Assisted by Jeremie Tyler.,46,72
2:44,2050,Foul on Doudou Gueye.,46,72
2:44,2011,Tony Armstrong missed Free Throw.,46,72
2:44,2011,Alabama St Deadball Team Rebound.,46,72
2:44,2011,Tony Armstrong missed Free Throw.,46,72
2:44,2050,Doudou Gueye Defensive Rebound.,46,72
2:33,2050,Josh Thompson Turnover.,46,72
2:32,2011,Tony Armstrong Steal.,46,72
2:21,2011,Torloft Thomas Turnover.,46,72
2:17,2050,Doudou Gueye Steal.,46,72
1:58,2050,Tahjai Teague Turnover.,46,72
1:56,2011,Austin Rogers Steal.,46,72
1:49,2011,Branden Johnson Turnover.,46,72
1:21,2011,Foul on Austin Rogers.,46,72
1:21,2050,Doudou Gueye missed Free Throw.,46,72
1:21,2050,Ball State Deadball Team Rebound.,46,72
1:21,2050,Doudou Gueye made Free Throw.,46,73
1:09,2011,Steve Rogers missed Three Point Jumper.,46,73
1:09,2050,Tahjai Teague Defensive Rebound.,46,73
0:46,2050,Josh Thompson Turnover.,46,73
0:46,2050,Foul on Josh Thompson.,46,73
0:30,2050,Foul on Tahjai Teague.,46,73
0:30,2011,Torloft Thomas made Free Throw.,47,73
0:30,2011,Torloft Thomas made Free Throw.,48,73
0:01,2050,Josh Thompson missed Jumper.,48,73
0:01,2011,Steve Rogers Block.,48,73
0:01,2050,Ball State Offensive Rebound.,48,73
0:00,2050,End of Game,48,73
