Louisville,2724,Wichita State,97
5:09,97,Mangok Mathiang Defensive Rebound.,52,43
4:56,97,Quentin Snider missed Three Point Jumper.,52,43
4:56,97,Ray Spalding Offensive Rebound.,52,43
4:45,97,Mangok Mathiang missed Layup.,52,43
4:45,2724,Markis McDuffie Defensive Rebound.,52,43
4:39,2724,Zach Brown made Layup.,52,45
4:15,97,Donovan Mitchell made Three Point Jumper. Assisted by Deng Adel.,55,45
3:47,2724,Zach Brown missed Three Point Jumper.,55,45
3:47,2724,Markis McDuffie Offensive Rebound.,55,45
3:45,97,Foul on Quentin Snider.,55,45
3:45,2724,Official TV Timeout,55,45
3:45,2724,Markis McDuffie made Free Throw.,55,46
3:45,2724,Markis McDuffie missed Free Throw.,55,46
3:45,97,Donovan Mitchell Defensive Rebound.,55,46
3:22,97,Donovan Mitchell made Three Point Jumper. Assisted by Quentin Snider.,58,46
3:01,2724,Landry Shamet missed Layup.,58,46
3:01,97,Anas Mahmoud Block.,58,46
3:01,2724,Conner Frankamp Offensive Rebound.,58,46
2:50,2724,Conner Frankamp missed Three Point Jumper.,58,46
2:50,2724,Landry Shamet Offensive Rebound.,58,46
2:42,2724,Shaquille Morris missed Layup.,58,46
2:42,2724,Markis McDuffie Offensive Rebound.,58,46
2:42,97,Foul on Quentin Snider.,58,46
2:42,2724,Markis McDuffie made Free Throw.,58,47
2:42,2724,Markis McDuffie made Free Throw.,58,48
2:33,2724,Foul on Markis McDuffie.,58,48
2:33,97,Quentin Snider made Free Throw.,59,48
2:33,97,Quentin Snider made Free Throw.,60,48
2:22,97,Foul on Deng Adel.,60,48
2:22,2724,Landry Shamet made Free Throw.,60,49
2:22,2724,Landry Shamet made Free Throw.,60,50
2:17,97,Quentin Snider Turnover.,60,50
2:17,2724,Zach Brown Steal.,60,50
2:07,2724,Darral Willis Jr. made Layup.,60,52
1:47,97,Donovan Mitchell missed Jumper.,60,52
1:47,97,Ray Spalding Offensive Rebound.,60,52
1:21,2724,Foul on Darral Willis Jr..,60,52
1:21,97,V.J. King made Free Throw.,61,52
1:21,97,V.J. King made Free Throw.,62,52
1:05,2724,Landry Shamet missed Three Point Jumper.,62,52
1:05,97,Quentin Snider Defensive Rebound.,62,52
0:36,97,V.J. King Turnover.,62,52
0:36,2724,Shaquille Morris Steal.,62,52
0:26,2724,Shaquille Morris missed Three Point Jumper.,62,52
0:26,97,Donovan Mitchell Defensive Rebound.,62,52
0:00,2724,End of Game,62,52
