Seton Hall,57,Florida,2550
13:18,2550,Foul on Angel Delgado.,12,15
13:18,2550,Angel Delgado Turnover.,12,15
13:10,57,Canyon Barry missed Three Point Jumper.,12,15
13:10,2550,Myles Carter Defensive Rebound.,12,15
12:58,57,Foul on Chris Chiozza.,12,15
12:50,2550,Jump Ball won by Seton Hall,12,15
12:38,57,Foul on Kasey Hill.,12,15
12:36,2550,Myles Powell missed Three Point Jumper.,12,15
12:36,57,Justin Leon Defensive Rebound.,12,15
12:26,57,Justin Leon made Three Point Jumper. Assisted by Chris Chiozza.,12,18
11:56,2550,Desi Rodriguez missed Jumper.,12,18
11:56,2550,Ismael Sanogo Offensive Rebound.,12,18
11:56,2550,Myles Powell missed Jumper.,12,18
11:56,2550,Ismael Sanogo Offensive Rebound.,12,18
11:50,2550,Seton Hall  Turnover.,12,18
11:50,57,Official TV Timeout,12,18
11:41,57,Kasey Hill Turnover.,12,18
11:41,2550,Myles Powell Steal.,12,18
11:36,2550,Myles Powell made Layup.,14,18
11:36,57,Foul on Justin Leon.,14,18
11:36,2550,Myles Powell made Free Throw.,15,18
11:31,57,Kasey Hill missed Jumper.,15,18
11:31,57,Florida Offensive Rebound.,15,18
11:21,57,Jump Ball won by Florida,15,18
11:18,57,Canyon Barry made Three Point Jumper.,15,21
10:56,57,Foul on Kevarrius Hayes.,15,21
10:56,2550,Angel Delgado made Free Throw.,16,21
10:56,2550,Angel Delgado missed Free Throw.,16,21
10:56,57,Canyon Barry Defensive Rebound.,16,21
10:47,57,Canyon Barry missed Jumper.,16,21
10:47,57,John Egbunu Offensive Rebound.,16,21
10:40,57,Justin Leon missed Three Point Jumper.,16,21
10:40,57,John Egbunu Offensive Rebound.,16,21
10:40,2550,Foul on Veer Singh.,16,21
10:18,57,John Egbunu missed Jumper.,16,21
10:18,2550,Ismael Sanogo Defensive Rebound.,16,21
10:18,57,Foul on Keith Stone.,16,21
10:18,2550,Ismael Sanogo made Free Throw.,17,21
10:18,2550,Ismael Sanogo made Free Throw.,18,21
10:11,57,Kasey Hill made Layup.,18,23
9:54,2550,Myles Powell made Three Point Jumper.,21,23
9:39,57,John Egbunu missed Layup.,21,23
9:39,2550,Ismael Sanogo Defensive Rebound.,21,23
9:32,2550,Myles Powell missed Layup.,21,23
9:32,57,John Egbunu Block.,21,23
9:32,2550,Desi Rodriguez Offensive Rebound.,21,23
9:24,2550,Desi Rodriguez made Dunk. Assisted by Madison Jones.,23,23
9:11,57,Kasey Hill Turnover.,23,23
8:56,2550,Myles Powell missed Layup.,23,23
8:56,2550,Ismael Sanogo Offensive Rebound.,23,23
8:52,2550,Angel Delgado made Layup. Assisted by Madison Jones.,25,23
8:32,2550,Foul on Madison Jones.,25,23
8:27,57,Keith Stone missed Three Point Jumper.,25,23
8:27,2550,Myles Powell Defensive Rebound.,25,23
8:18,2550,Myles Powell missed Three Point Jumper.,25,23
8:18,57,KeVaughn Allen Defensive Rebound.,25,23
8:08,57,KeVaughn Allen missed Layup.,25,23
8:08,2550,Myles Powell Defensive Rebound.,25,23
7:43,2550,Madison Jones Turnover.,25,23
7:43,57,Official TV Timeout,25,23
7:31,57,Chris Chiozza made Three Point Jumper. Assisted by KeVaughn Allen.,25,26
7:03,2550,Angel Delgado made Layup.,27,26
6:53,57,Chris Chiozza missed Jumper.,27,26
6:53,2550,Angel Delgado Defensive Rebound.,27,26
6:37,2550,Khadeen Carrington missed Three Point Jumper.,27,26
6:37,2550,Seton Hall Offensive Rebound.,27,26
6:31,2550,Angel Delgado Turnover.,27,26
6:21,57,KeVaughn Allen made Three Point Jumper.,27,29
5:59,2550,Angel Delgado made Layup. Assisted by Khadeen Carrington.,29,29
5:45,57,KeVaughn Allen missed Three Point Jumper.,29,29
5:45,57,John Egbunu Offensive Rebound.,29,29
5:25,57,Justin Leon made Dunk. Assisted by Kasey Hill.,29,31
5:01,2550,Myles Powell missed Layup.,29,31
5:01,57,KeVaughn Allen Defensive Rebound.,29,31
4:58,2550,Foul on Michael Nzei.,29,31
4:58,57,KeVaughn Allen made Free Throw.,29,32
4:58,57,KeVaughn Allen made Free Throw.,29,33
4:45,2550,Desi Rodriguez Turnover.,29,33
4:22,57,John Egbunu missed Jumper.,29,33
4:22,2550,Ismael Sanogo Defensive Rebound.,29,33
4:15,57,Foul on Kasey Hill.,29,33
4:15,2550,Khadeen Carrington made Free Throw.,30,33
4:15,2550,Khadeen Carrington made Free Throw.,31,33
4:06,2550,Foul on Madison Jones.,31,33
4:06,57,Chris Chiozza missed Free Throw.,31,33
4:06,2550,Ismael Sanogo Defensive Rebound.,31,33
3:50,57,Foul on John Egbunu.,31,33
3:50,57,Official TV Timeout,31,33
3:50,2550,Khadeen Carrington missed Free Throw.,31,33
3:50,2550,Seton Hall Deadball Team Rebound.,31,33
3:50,2550,Khadeen Carrington missed Free Throw.,31,33
3:50,2550,Myles Carter Offensive Rebound.,31,33
3:45,57,Gorjok Gak missed Layup.,31,33
3:45,2550,Myles Powell Defensive Rebound.,31,33
3:23,2550,Khadeen Carrington made Jumper.,33,33
2:59,57,Chris Chiozza missed Three Point Jumper.,33,33
2:59,57,Canyon Barry Offensive Rebound.,33,33
2:59,57,Canyon Barry made Two Point Tip Shot.,33,35
2:33,2550,Angel Delgado made Layup.,35,35
2:21,57,Canyon Barry missed Three Point Jumper.,35,35
2:21,57,Justin Leon Offensive Rebound.,35,35
2:16,57,KeVaughn Allen made Three Point Jumper. Assisted by Chris Chiozza.,35,38
1:51,2550,Foul on Angel Delgado.,35,38
1:51,2550,Angel Delgado Turnover.,35,38
1:38,57,Canyon Barry missed Three Point Jumper.,35,38
1:38,2550,Myles Powell Defensive Rebound.,35,38
1:30,2550,Myles Powell missed Layup.,35,38
1:30,57,Justin Leon Defensive Rebound.,35,38
1:20,57,KeVaughn Allen missed Three Point Jumper.,35,38
1:20,2550,Desi Rodriguez Defensive Rebound.,35,38
1:11,2550,Desi Rodriguez made Dunk. Assisted by Myles Powell.,37,38
0:44,57,Chris Chiozza Turnover.,37,38
0:33,2550,Khadeen Carrington made Three Point Jumper.,40,38
0:24,57,Florida  Timeout,40,38
0:06,2550,Foul on Myles Powell.,40,38
0:06,57,Chris Chiozza missed Free Throw.,40,38
0:06,57,Florida Deadball Team Rebound.,40,38
0:06,57,Chris Chiozza made Free Throw.,40,39
0:01,2550,Khadeen Carrington missed Layup.,40,39
0:01,2550,Seton Hall Deadball Team Rebound.,40,39
0:00,57,End of 1st half,40,39
20:00,2550,Jump Ball won by Seton Hall,40,39
19:49,2550,Angel Delgado missed Jumper.,40,39
19:49,57,KeVaughn Allen Defensive Rebound.,40,39
19:34,57,KeVaughn Allen Turnover.,40,39
19:13,2550,Khadeen Carrington missed Jumper.,40,39
19:13,2550,Desi Rodriguez Offensive Rebound.,40,39
19:05,2550,Angel Delgado missed Jumper.,40,39
19:05,57,John Egbunu Block.,40,39
19:05,57,Devin Robinson Defensive Rebound.,40,39
18:58,57,Justin Leon missed Three Point Jumper.,40,39
18:58,2550,Madison Jones Defensive Rebound.,40,39
18:38,2550,Ismael Sanogo missed Layup.,40,39
18:38,57,John Egbunu Block.,40,39
18:38,57,KeVaughn Allen Defensive Rebound.,40,39
18:27,57,Justin Leon Turnover.,40,39
18:09,57,Foul on Justin Leon.,40,39
18:05,2550,Khadeen Carrington made Three Point Jumper. Assisted by Ismael Sanogo.,43,39
17:47,57,Kasey Hill missed Jumper.,43,39
17:47,2550,Ismael Sanogo Defensive Rebound.,43,39
17:33,2550,Desi Rodriguez missed Jumper.,43,39
17:33,57,KeVaughn Allen Defensive Rebound.,43,39
17:24,57,KeVaughn Allen Turnover.,43,39
17:20,57,Foul on Devin Robinson.,43,39
17:20,2550,Khadeen Carrington made Free Throw.,44,39
17:20,2550,Khadeen Carrington made Free Throw.,45,39
17:13,57,Kasey Hill Turnover.,45,39
17:13,2550,Angel Delgado Steal.,45,39
17:07,2550,Madison Jones missed Layup.,45,39
17:07,57,Florida Defensive Rebound.,45,39
17:07,57,Jump Ball won by Florida,45,39
16:49,2550,Foul on Madison Jones.,45,39
16:35,57,KeVaughn Allen made Three Point Jumper.,45,42
16:07,2550,Khadeen Carrington made Jumper.,47,42
15:58,57,Canyon Barry missed Three Point Jumper.,47,42
15:58,57,John Egbunu Offensive Rebound.,47,42
15:52,57,John Egbunu missed Layup.,47,42
15:52,2550,Myles Powell Block.,47,42
15:52,57,Kasey Hill Offensive Rebound.,47,42
15:47,57,KeVaughn Allen missed Three Point Jumper.,47,42
15:47,57,Justin Leon Offensive Rebound.,47,42
15:46,2550,Foul on Khadeen Carrington.,47,42
15:46,57,Official TV Timeout,47,42
15:38,57,John Egbunu missed Jumper.,47,42
15:38,2550,Desi Rodriguez Defensive Rebound.,47,42
15:19,2550,Angel Delgado missed Layup.,47,42
15:19,57,John Egbunu Defensive Rebound.,47,42
15:10,57,Keith Stone missed Three Point Jumper.,47,42
15:10,2550,Khadeen Carrington Defensive Rebound.,47,42
14:59,2550,Ismael Sanogo missed Layup.,47,42
14:59,57,Canyon Barry Defensive Rebound.,47,42
14:52,2550,Foul on Ismael Sanogo.,47,42
14:52,57,Canyon Barry made Free Throw.,47,43
14:52,57,Canyon Barry made Free Throw.,47,44
14:32,57,Foul on Chris Chiozza.,47,44
14:27,2550,Angel Delgado Turnover.,47,44
14:27,57,Kevarrius Hayes Steal.,47,44
14:22,57,Chris Chiozza made Layup.,47,46
14:22,2550,Foul on Khadeen Carrington.,47,46
14:22,57,Chris Chiozza made Free Throw.,47,47
14:03,2550,Angel Delgado missed Layup.,47,47
14:03,57,Kevarrius Hayes Block.,47,47
14:03,2550,Angel Delgado Offensive Rebound.,47,47
14:01,2550,Angel Delgado missed Layup.,47,47
14:01,57,Devin Robinson Defensive Rebound.,47,47
13:58,2550,Foul on Angel Delgado.,47,47
13:51,57,Canyon Barry missed Layup.,47,47
13:51,2550,Desi Rodriguez Defensive Rebound.,47,47
13:49,57,Foul on Devin Robinson.,47,47
13:29,2550,Desi Rodriguez Turnover.,47,47
13:29,57,Canyon Barry Steal.,47,47
13:24,57,Canyon Barry made Layup.,47,49
13:11,2550,Seton Hall  Timeout,47,49
12:55,57,Foul on Kevarrius Hayes.,47,49
12:38,2550,Desi Rodriguez missed Jumper.,47,49
12:38,57,Kasey Hill Defensive Rebound.,47,49
12:38,2550,Foul on Angel Delgado.,47,49
12:27,2550,Foul on Myles Carter.,47,49
12:27,57,Canyon Barry made Free Throw.,47,50
12:27,57,Canyon Barry made Free Throw.,47,51
12:07,57,Foul on Chris Chiozza.,47,51
12:02,2550,Desi Rodriguez missed Jumper.,47,51
12:02,57,John Egbunu Defensive Rebound.,47,51
11:36,2550,Foul on Myles Carter.,47,51
11:36,57,Official TV Timeout,47,51
11:36,57,John Egbunu missed Free Throw.,47,51
11:36,57,Florida Deadball Team Rebound.,47,51
11:36,57,John Egbunu made Free Throw.,47,52
11:23,2550,Madison Jones missed Layup.,47,52
11:23,57,Kasey Hill Block.,47,52
11:23,2550,Seton Hall Offensive Rebound.,47,52
11:20,2550,Khadeen Carrington made Jumper.,49,52
11:04,57,Kasey Hill made Jumper.,49,54
10:38,57,Foul on KeVaughn Allen.,49,54
10:38,2550,Michael Nzei missed Free Throw.,49,54
10:38,57,Canyon Barry Defensive Rebound.,49,54
10:17,2550,Foul on Michael Nzei.,49,54
10:17,57,John Egbunu made Free Throw.,49,55
10:17,57,John Egbunu made Free Throw.,49,56
10:03,2550,Angel Delgado missed Jumper.,49,56
10:03,2550,Desi Rodriguez Offensive Rebound.,49,56
10:01,57,Foul on Chris Chiozza.,49,56
10:01,2550,Desi Rodriguez made Free Throw.,50,56
10:01,2550,Desi Rodriguez made Free Throw.,51,56
9:52,57,Kasey Hill Turnover.,51,56
9:52,2550,Desi Rodriguez Steal.,51,56
9:48,57,Foul on Kasey Hill.,51,56
9:48,2550,Khadeen Carrington made Free Throw.,52,56
9:48,2550,Khadeen Carrington missed Free Throw.,52,56
9:48,57,KeVaughn Allen Defensive Rebound.,52,56
9:40,57,KeVaughn Allen made Layup.,52,58
9:18,2550,Myles Powell made Three Point Jumper.,55,58
8:51,57,Kasey Hill Turnover.,55,58
8:35,2550,Khadeen Carrington made Layup.,57,58
8:11,57,KeVaughn Allen missed Jumper.,57,58
8:11,57,Justin Leon Offensive Rebound.,57,58
8:09,57,Justin Leon made Layup.,57,60
8:09,2550,Foul on Michael Nzei.,57,60
8:09,57,Justin Leon missed Free Throw.,57,60
8:09,2550,Desi Rodriguez Defensive Rebound.,57,60
7:49,2550,Desi Rodriguez made Jumper.,59,60
7:38,57,Official TV Timeout,59,60
7:16,57,Devin Robinson made Jumper.,59,62
6:55,2550,Desi Rodriguez missed Layup.,59,62
6:55,57,KeVaughn Allen Block.,59,62
6:55,57,Canyon Barry Defensive Rebound.,59,62
6:42,2550,Foul on Khadeen Carrington.,59,62
6:42,57,Chris Chiozza made Free Throw.,59,63
6:42,57,Chris Chiozza made Free Throw.,59,64
6:19,2550,Myles Powell missed Three Point Jumper.,59,64
6:19,57,Devin Robinson Defensive Rebound.,59,64
5:58,57,KeVaughn Allen made Layup.,59,66
5:35,2550,Angel Delgado made Layup. Assisted by Desi Rodriguez.,61,66
5:21,57,Canyon Barry made Three Point Jumper. Assisted by Devin Robinson.,61,69
4:54,2550,Myles Powell made Layup.,63,69
4:53,2550,Seton Hall  Timeout,63,69
4:33,57,Canyon Barry Turnover.,63,69
4:33,2550,Michael Nzei Steal.,63,69
4:26,2550,Michael Nzei made Layup. Assisted by Madison Jones.,65,69
4:26,57,Foul on Devin Robinson.,65,69
4:26,2550,Michael Nzei missed Free Throw.,65,69
4:26,57,Canyon Barry Defensive Rebound.,65,69
3:58,57,John Egbunu made Dunk. Assisted by Canyon Barry.,65,71
3:41,2550,Khadeen Carrington missed Three Point Jumper.,65,71
3:41,57,John Egbunu Defensive Rebound.,65,71
3:37,2550,Foul on Ismael Sanogo.,65,71
3:37,57,Official TV Timeout,65,71
3:37,57,John Egbunu missed Free Throw.,65,71
3:37,57,Florida Deadball Team Rebound.,65,71
3:37,57,John Egbunu missed Free Throw.,65,71
3:37,2550,Angel Delgado Defensive Rebound.,65,71
3:25,2550,Khadeen Carrington missed Layup.,65,71
3:25,57,John Egbunu Block.,65,71
3:25,2550,Myles Powell Offensive Rebound.,65,71
3:15,2550,Myles Powell made Three Point Jumper.,68,71
3:01,57,Canyon Barry made Layup.,68,73
2:42,2550,Angel Delgado missed Jumper.,68,73
2:42,2550,Seton Hall Offensive Rebound.,68,73
2:31,2550,Khadeen Carrington Turnover.,68,73
2:31,57,John Egbunu Steal.,68,73
2:12,57,Foul on John Egbunu.,68,73
2:12,57,John Egbunu Turnover.,68,73
1:57,2550,Khadeen Carrington missed Jumper.,68,73
1:57,2550,Khadeen Carrington Offensive Rebound.,68,73
1:56,2550,Khadeen Carrington made Layup.,70,73
1:56,57,Foul on Kasey Hill.,70,73
1:56,2550,Khadeen Carrington made Free Throw.,71,73
1:26,57,Justin Leon missed Layup.,71,73
1:26,2550,Madison Jones Defensive Rebound.,71,73
1:21,2550,Madison Jones Turnover.,71,73
1:21,57,KeVaughn Allen Steal.,71,73
1:00,57,KeVaughn Allen made Jumper.,71,75
0:54,2550,Seton Hall  Timeout,71,75
0:46,2550,Myles Powell missed Three Point Jumper.,71,75
0:46,57,John Egbunu Defensive Rebound.,71,75
0:41,2550,Foul on Khadeen Carrington.,71,75
0:41,57,Chris Chiozza made Free Throw.,71,76
0:41,57,Chris Chiozza made Free Throw.,71,77
0:41,57,Florida  Timeout,71,77
0:33,2550,Khadeen Carrington made Jumper.,73,77
0:29,2550,Foul on Desi Rodriguez.,73,77
0:29,57,KeVaughn Allen made Free Throw.,73,78
0:29,57,KeVaughn Allen made Free Throw.,73,79
0:22,57,Foul on Chris Chiozza.,73,79
0:22,2550,Myles Powell made Free Throw.,74,79
0:22,2550,Myles Powell made Free Throw.,75,79
0:22,2550,Myles Powell missed Free Throw.,75,79
0:22,57,Justin Leon Defensive Rebound.,75,79
0:20,2550,Foul on Khadeen Carrington.,75,79
0:20,57,Canyon Barry made Free Throw.,75,80
0:20,57,Canyon Barry missed Free Throw.,75,80
0:20,2550,Desi Rodriguez Defensive Rebound.,75,80
0:12,2550,Desi Rodriguez missed Jumper.,75,80
0:12,2550,Michael Nzei Offensive Rebound.,75,80
0:12,57,Foul on Kasey Hill.,75,80
0:12,2550,Michael Nzei made Free Throw.,76,80
0:12,2550,Michael Nzei missed Free Throw.,76,80
0:12,2550,Ismael Sanogo Offensive Rebound.,76,80
0:09,2550,Myles Powell missed Three Point Jumper.,76,80
0:09,57,John Egbunu Defensive Rebound.,76,80
0:06,2550,Foul on Desi Rodriguez.,76,80
0:06,57,John Egbunu made Free Throw.,76,81
0:06,57,John Egbunu missed Free Throw.,76,81
0:06,2550,Myles Carter Defensive Rebound.,76,81
0:02,2550,Desi Rodriguez missed Three Point Jumper.,76,81
0:02,2550,Seton Hall Deadball Team Rebound.,76,81
0:00,57,End of Game,76,81
