Navy,232,Charleston,2426
9:29,232,Marquise Pointer Offensive Rebound.,41,45
9:28,2426,Foul on Ryan Pearson.,41,45
9:19,232,Marquise Pointer missed Jumper.,41,45
9:19,232,Cameron Johnson Offensive Rebound.,41,45
9:15,2426,Foul on Nourse Fox.,41,45
9:15,232,Grant Riller made Free Throw.,41,46
9:15,232,Grant Riller made Free Throw.,41,47
9:01,2426,Shawn Anderson missed Jumper.,41,47
9:01,232,Cameron Johnson Block.,41,47
9:00,232,Marquise Pointer Defensive Rebound.,41,47
8:55,2426,Foul on Bryce Dulin.,41,47
8:55,232,Grant Riller made Free Throw.,41,48
8:55,232,Grant Riller missed Free Throw.,41,48
8:55,2426,Tom Lacey Defensive Rebound.,41,48
8:15,232,Marquise Pointer Turnover.,43,48
8:00,2426,Hasan Abdullah Turnover.,43,48
7:59,232,Cameron Johnson Steal.,43,48
7:37,2426,George Kiernan made Three Point Jumper. Assisted by Shawn Anderson.,46,51
7:09,232,Evan Bailey missed Three Point Jumper.,46,51
7:09,2426,Shawn Anderson Defensive Rebound.,46,51
6:51,232,Foul on Evan Bailey.,46,51
6:51,232,Official TV Timeout,46,51
6:51,2426,Tom Lacey made Free Throw.,47,51
6:51,2426,Tom Lacey made Free Throw.,48,51
6:41,232,Marquise Pointer Turnover.,48,51
6:31,2426,Tom Lacey missed Jumper.,48,51
6:31,2426,George Kiernan Offensive Rebound.,48,51
6:28,232,Foul on Joe Chealey.,48,51
6:28,2426,George Kiernan made Free Throw.,49,51
6:28,2426,George Kiernan made Free Throw.,50,51
6:18,2426,Foul on Tom Lacey.,50,51
6:18,232,Marquise Pointer missed Free Throw.,50,51
6:18,2426,Shawn Anderson Defensive Rebound.,50,51
6:18,232,Foul on Marquise Pointer.,50,51
6:18,2426,Shawn Anderson made Free Throw.,51,51
6:18,2426,Shawn Anderson made Free Throw.,52,51
5:55,2426,Foul on Hasan Abdullah.,52,51
5:55,232,Cameron Johnson made Free Throw.,52,52
5:55,232,Cameron Johnson made Free Throw.,52,53
5:41,2426,Shawn Anderson missed Three Point Jumper.,52,53
5:41,232,Nick Harris Defensive Rebound.,52,53
5:31,2426,Foul on Hasan Abdullah.,52,53
5:31,232,Cameron Johnson made Free Throw.,52,54
5:31,232,Cameron Johnson missed Free Throw.,52,54
5:31,2426,Tom Lacey Defensive Rebound.,52,54
5:08,2426,Tom Lacey Turnover.,52,54
4:58,232,Jarrell Brantley Turnover.,52,54
4:57,2426,George Kiernan Steal.,52,54
4:53,2426,Bryce Dulin missed Layup.,52,54
4:53,2426,Tom Lacey Offensive Rebound.,52,54
4:48,2426,Tom Lacey made Two Point Tip Shot.,54,54
4:44,232,Charleston  Timeout,54,54
4:29,232,Cameron Johnson missed Layup.,54,54
4:29,232,Jarrell Brantley Offensive Rebound.,54,54
4:27,2426,Foul on Bryce Dulin.,54,54
4:27,232,Jarrell Brantley made Free Throw.,54,55
4:27,232,Jarrell Brantley made Free Throw.,54,56
4:04,2426,Hasan Abdullah missed Jumper.,54,56
4:04,232,Nick Harris Block.,54,56
4:02,2426,Hasan Abdullah Offensive Rebound.,54,56
4:00,2426,Hasan Abdullah Turnover.,54,56
4:00,232,Grant Riller Steal.,54,56
3:56,232,Cameron Johnson made Layup. Assisted by Grant Riller.,54,58
3:46,2426,Navy  Timeout,54,58
3:46,232,Official TV Timeout,54,58
3:40,2426,Shawn Anderson missed Layup.,54,58
3:40,232,Nick Harris Defensive Rebound.,54,58
3:14,232,Jarrell Brantley Turnover.,54,58
2:54,2426,Foul on Tom Lacey.,54,58
2:54,2426,Tom Lacey Turnover.,54,58
2:44,2426,Foul on George Kiernan.,54,58
2:44,232,Grant Riller made Free Throw.,54,59
2:44,232,Grant Riller made Free Throw.,54,60
2:18,2426,George Kiernan missed Three Point Jumper.,54,60
2:18,232,Charleston Defensive Rebound.,54,60
1:54,232,Grant Riller made Three Point Jumper. Assisted by Marquise Pointer.,54,63
1:40,232,Foul on Nick Harris.,54,63
1:40,2426,Shawn Anderson made Free Throw.,55,63
1:40,2426,Shawn Anderson missed Free Throw.,55,63
1:40,232,Jarrell Brantley Defensive Rebound.,55,63
1:32,2426,Foul on Nourse Fox.,55,63
1:32,232,Marquise Pointer missed Free Throw.,55,63
1:32,232,Charleston Deadball Team Rebound.,55,63
1:32,232,Marquise Pointer made Free Throw.,55,64
1:24,2426,George Kiernan missed Three Point Jumper.,55,64
1:24,2426,Tom Lacey Offensive Rebound.,55,64
1:22,2426,Tom Lacey missed Jumper.,55,64
1:21,232,Nick Harris Block.,55,64
1:20,2426,Tom Lacey Offensive Rebound.,55,64
1:19,232,Foul on Jarrell Brantley.,55,64
1:19,2426,Tom Lacey missed Free Throw.,55,64
1:19,2426,Navy Deadball Team Rebound.,55,64
1:19,2426,Tom Lacey made Free Throw.,56,64
1:02,232,Charleston  Timeout,56,64
0:50,2426,Foul on Tom Lacey.,56,64
0:50,232,Jarrell Brantley made Free Throw.,56,65
0:50,232,Jarrell Brantley missed Free Throw.,56,65
0:50,2426,Shawn Anderson Defensive Rebound.,56,65
0:41,2426,George Kiernan made Three Point Jumper. Assisted by Nourse Fox.,59,65
0:41,2426,Navy  Timeout,59,65
0:41,2426,Foul on Hasan Abdullah.,59,65
0:41,232,Joe Chealey missed Free Throw.,59,65
0:41,232,Charleston Deadball Team Rebound.,59,65
0:41,232,Joe Chealey made Free Throw.,59,66
0:31,2426,George Kiernan made Layup.,61,66
0:29,2426,Foul on Hasan Abdullah.,61,66
0:29,232,Joe Chealey made Free Throw.,61,67
0:29,232,Joe Chealey made Free Throw.,61,68
0:23,2426,Nourse Fox made Layup.,63,68
0:23,232,Foul on Marquise Pointer.,63,68
0:23,2426,Nourse Fox missed Free Throw.,63,68
0:23,232,Jarrell Brantley Defensive Rebound.,63,68
0:22,2426,Foul on Shawn Anderson.,63,68
0:22,232,Jarrell Brantley made Free Throw.,63,69
0:22,232,Jarrell Brantley missed Free Throw.,63,69
0:22,2426,Shawn Anderson Defensive Rebound.,63,69
0:11,2426,Ryan Pearson Turnover.,63,69
0:08,2426,Foul on George Kiernan.,63,69
0:08,232,Marquise Pointer missed Free Throw.,63,69
0:08,232,Charleston Deadball Team Rebound.,63,69
0:08,232,Marquise Pointer made Free Throw.,63,70
0:03,232,Foul on Jarrell Brantley.,63,70
0:03,2426,Nourse Fox missed Free Throw.,63,70
0:03,2426,Navy Deadball Team Rebound.,63,70
0:03,2426,Nourse Fox made Free Throw.,64,70
0:00,232,End of Game,64,70
