Fairfield,2520,Rider,2217
14:17,2217,Curtis Cobb Turnover.,13,8
14:17,2520,Norville Carey Steal.,13,8
14:02,2520,Kahlil Thomas made Layup.,13,10
13:47,2217,Curtis Cobb made Jumper.,15,10
13:30,2520,Xavier Lundy made Three Point Jumper. Assisted by Jimmie Taylor.,15,13
13:21,2217,Olivier Cadieux missed Three Point Jumper.,15,13
13:21,2520,Jimmie Taylor Defensive Rebound.,15,13
13:10,2520,Foul on Norville Carey.,15,13
13:10,2520,Norville Carey Turnover.,15,13
12:56,2217,Foul on Jonathan Kasibabu.,15,13
12:56,2217,Jonathan Kasibabu Turnover.,15,13
12:46,2520,Jimmie Taylor made Three Point Jumper. Assisted by Kealen Washington-Ives.,15,16
12:28,2217,Matija Milin made Jumper. Assisted by Jonathan Kasibabu.,17,16
12:21,2217,Foul on Jerome Segura.,17,16
12:06,2520,Dimencio Vaughn missed Layup.,17,16
12:06,2217,Curtis Cobb Block.,17,16
12:04,2217,Matija Milin Defensive Rebound.,17,16
11:58,2217,Matija Milin Turnover.,17,16
11:57,2520,Kahlil Thomas Steal.,17,16
11:54,2217,Foul on Curtis Cobb.,17,16
11:54,2520,Official TV Timeout,17,16
11:49,2520,Dimencio Vaughn Turnover.,17,16
11:48,2217,Jonathan Kasibabu Steal.,17,16
11:37,2217,Jonathan Kasibabu Turnover.,17,16
11:37,2520,Kealen Washington-Ives Steal.,17,16
11:11,2520,Kealen Washington-Ives missed Jumper.,17,16
11:11,2217,Curtis Cobb Defensive Rebound.,17,16
10:55,2217,Tyler Nelson missed Layup.,17,16
10:55,2217,Amadou Sidibe Offensive Rebound.,17,16
10:52,2217,Amadou Sidibe missed Two Point Tip Shot.,17,16
10:52,2217,Tyler Nelson Offensive Rebound.,17,16
10:32,2217,Jonathan Kasibabu Turnover.,17,16
10:08,2520,Kahlil Thomas made Layup.,17,18
9:52,2217,Foul on Amadou Sidibe.,17,18
9:52,2217,Amadou Sidibe Turnover.,17,18
9:40,2520,Xavier Lundy missed Three Point Jumper.,17,18
9:40,2217,Amadou Sidibe Defensive Rebound.,17,18
9:31,2217,Curtis Cobb missed Layup.,17,18
9:31,2520,Norville Carey Defensive Rebound.,17,18
9:22,2520,Stevie Jordan Turnover.,17,18
9:21,2217,Matija Milin Steal.,17,18
9:18,2217,Jerome Segura Turnover.,17,18
9:17,2520,Jimmie Taylor Steal.,17,18
9:11,2217,Foul on Curtis Cobb.,17,18
9:11,2520,Kahlil Thomas made Free Throw.,17,19
9:11,2520,Kahlil Thomas made Free Throw.,17,20
8:49,2217,Olivier Cadieux made Layup.,19,20
8:37,2520,Jimmie Taylor missed Three Point Jumper.,19,20
8:37,2217,Amadou Sidibe Defensive Rebound.,19,20
8:32,2520,Foul on Xavier Lundy.,19,20
8:28,2520,Foul on Kahlil Thomas.,19,20
8:22,2217,Matija Milin missed Layup.,19,20
8:22,2217,Matija Milin Offensive Rebound.,19,20
8:15,2217,Matija Milin missed Two Point Tip Shot.,19,20
8:15,2520,Norville Carey Defensive Rebound.,19,20
8:12,2520,Stevie Jordan made Layup.,19,22
8:04,2520,Foul on Norville Carey.,19,22
7:56,2217,Olivier Cadieux missed Layup.,19,22
7:56,2520,Xavier Lundy Block.,19,22
7:55,2217,Amadou Sidibe Offensive Rebound.,19,22
7:54,2520,Foul on Tyere Marshall.,19,22
7:54,2520,Official TV Timeout,19,22
7:54,2217,Amadou Sidibe missed Free Throw.,19,22
7:54,2217,Fairfield Deadball Team Rebound.,19,22
7:54,2217,Amadou Sidibe made Free Throw.,20,22
7:40,2520,Tyere Marshall Turnover.,20,22
7:12,2520,Foul on Kealen Washington-Ives.,20,22
7:12,2217,Jerome Segura made Free Throw.,21,22
7:12,2217,Jerome Segura made Free Throw.,22,22
7:00,2520,Dimencio Vaughn Turnover.,22,22
6:59,2217,Jerome Segura Steal.,22,22
6:54,2217,Tyler Nelson made Three Point Jumper. Assisted by Matija Milin.,25,22
6:36,2520,Xavier Lundy missed Layup.,25,22
6:36,2217,Jerome Segura Defensive Rebound.,25,22
6:31,2520,Foul on Kealen Washington-Ives.,25,22
6:31,2217,Jerome Segura missed Free Throw.,25,22
6:31,2520,Stevie Jordan Defensive Rebound.,25,22
6:24,2217,Foul on Olivier Cadieux.,25,22
6:24,2520,Anthony Durham missed Free Throw.,25,22
6:24,2520,Rider Deadball Team Rebound.,25,22
6:24,2520,Anthony Durham made Free Throw.,25,23
6:08,2217,Jerome Segura missed Jumper.,25,23
6:08,2520,Kahlil Thomas Defensive Rebound.,25,23
6:01,2520,Stevie Jordan missed Layup.,25,23
6:01,2217,Olivier Cadieux Defensive Rebound.,25,23
5:54,2217,Tyler Nelson missed Jumper.,25,23
5:54,2520,Kahlil Thomas Defensive Rebound.,25,23
5:29,2520,Kealen Washington-Ives Turnover.,25,23
5:05,2217,Tyler Nelson made Three Point Jumper.,28,23
4:51,2520,Jimmie Taylor missed Three Point Jumper.,28,23
4:51,2520,Anthony Durham Offensive Rebound.,28,23
4:48,2217,Foul on Olivier Cadieux.,28,23
4:48,2520,Anthony Durham missed Free Throw.,28,23
4:48,2217,Amadou Sidibe Defensive Rebound.,28,23
4:33,2217,Tyler Nelson missed Layup.,28,23
4:33,2520,Kahlil Thomas Block.,28,23
4:32,2520,Kealen Washington-Ives Defensive Rebound.,28,23
4:25,2520,Anthony Durham Turnover.,28,23
4:11,2217,Tyler Nelson made Jumper.,30,23
3:56,2520,Kealen Washington-Ives made Three Point Jumper. Assisted by Xavier Lundy.,30,26
3:38,2217,Jerome Segura Turnover.,30,26
3:38,2520,Official TV Timeout,30,26
3:18,2520,Kealen Washington-Ives missed Layup.,30,26
3:18,2217,Olivier Cadieux Defensive Rebound.,30,26
3:09,2217,Tyler Nelson made Three Point Jumper. Assisted by Jerome Segura.,33,26
2:46,2520,Xzavier Malone missed Layup.,33,26
2:46,2520,Xzavier Malone Offensive Rebound.,33,26
2:45,2217,Foul on Amadou Sidibe.,33,26
2:45,2520,Xzavier Malone missed Free Throw.,33,26
2:45,2520,Rider Deadball Team Rebound.,33,26
2:45,2520,Xzavier Malone missed Free Throw.,33,26
2:45,2520,Dimencio Vaughn Offensive Rebound.,33,26
2:44,2217,Foul on Matija Milin.,33,26
2:44,2520,Dimencio Vaughn missed Free Throw.,33,26
2:44,2520,Rider Deadball Team Rebound.,33,26
2:44,2520,Dimencio Vaughn missed Free Throw.,33,26
2:44,2217,Olivier Cadieux Defensive Rebound.,33,26
2:28,2520,Foul on Kealen Washington-Ives.,33,26
2:28,2217,Jonathan Kasibabu made Free Throw.,34,26
2:28,2217,Jonathan Kasibabu made Free Throw.,35,26
2:18,2217,Foul on Matija Milin.,35,26
2:18,2520,Jimmie Taylor made Free Throw.,35,27
2:18,2520,Jimmie Taylor made Free Throw.,35,28
2:04,2217,Jerome Segura missed Layup.,35,28
2:04,2520,Jimmie Taylor Block.,35,28
2:03,2520,Anthony Durham Defensive Rebound.,35,28
1:55,2520,Jimmie Taylor made Layup.,35,30
1:32,2217,Tyler Nelson missed Three Point Jumper.,35,30
1:32,2520,Dimencio Vaughn Defensive Rebound.,35,30
1:18,2520,Tyere Marshall made Layup. Assisted by Xavier Lundy.,35,32
1:11,2217,Fairfield  Timeout,35,32
0:58,2217,Tyler Nelson made Three Point Jumper.,38,32
0:50,2520,Anthony Durham missed Three Point Jumper.,38,32
0:50,2217,Tyler Nelson Defensive Rebound.,38,32
0:45,2520,Foul on Dimencio Vaughn.,38,32
0:45,2520,Rider  Timeout,38,32
0:45,2217,Tyler Nelson made Free Throw.,39,32
0:45,2217,Tyler Nelson made Free Throw.,40,32
0:32,2520,Jimmie Taylor made Three Point Jumper.,40,35
0:03,2217,Tyler Nelson made Jumper.,42,35
0:00,2520,End of 1st half,42,35
19:54,2520,Xavier Lundy missed Three Point Jumper.,42,35
19:54,2520,Norville Carey Offensive Rebound.,42,35
19:47,2520,Norville Carey made Jumper.,42,37
19:33,2217,Fairfield  Turnover.,42,37
19:14,2520,Jimmie Taylor missed Jumper.,42,37
19:14,2217,Tyler Nelson Defensive Rebound.,42,37
19:14,2520,Foul on Kahlil Thomas.,42,37
19:00,2217,Tyler Nelson made Jumper.,44,37
18:44,2520,Kahlil Thomas Turnover.,44,37
18:43,2217,Tyler Nelson Steal.,44,37
18:41,2520,Foul on Jimmie Taylor.,44,37
18:37,2217,Tyler Nelson missed Three Point Jumper.,44,37
18:37,2217,Amadou Sidibe Offensive Rebound.,44,37
18:27,2520,Foul on Tyere Marshall.,44,37
18:27,2217,Matija Milin missed Free Throw.,44,37
18:27,2217,Fairfield Deadball Team Rebound.,44,37
18:27,2217,Matija Milin made Free Throw.,45,37
18:06,2520,Xavier Lundy missed Layup.,45,37
18:06,2217,Amadou Sidibe Defensive Rebound.,45,37
18:00,2217,Curtis Cobb missed Three Point Jumper.,45,37
18:00,2520,Jimmie Taylor Defensive Rebound.,45,37
17:47,2520,Norville Carey missed Layup.,45,37
17:47,2520,Tyere Marshall Offensive Rebound.,45,37
17:47,2217,Foul on Matija Milin.,45,37
17:44,2217,Foul on Jonathan Kasibabu.,45,37
17:34,2520,Xavier Lundy Turnover.,45,37
17:11,2217,Amadou Sidibe made Layup. Assisted by Curtis Cobb.,47,37
16:44,2520,Jimmie Taylor missed Jumper.,47,37
16:44,2520,Xavier Lundy Offensive Rebound.,47,37
16:42,2520,Xavier Lundy missed Layup.,47,37
16:42,2217,Curtis Cobb Defensive Rebound.,47,37
16:37,2217,Tyler Nelson missed Three Point Jumper.,47,37
16:37,2217,Jonathan Kasibabu Offensive Rebound.,47,37
16:34,2217,Jonathan Kasibabu made Layup.,49,37
16:34,2520,Foul on Tyere Marshall.,49,37
16:34,2520,Rider  Timeout,49,37
16:34,2520,Official TV Timeout,49,37
16:34,2217,Jonathan Kasibabu missed Free Throw.,49,37
16:34,2520,Norville Carey Defensive Rebound.,49,37
16:18,2520,Kealen Washington-Ives missed Three Point Jumper.,49,37
16:18,2217,Amadou Sidibe Defensive Rebound.,49,37
15:59,2217,Curtis Cobb missed Jumper.,49,37
15:59,2520,Kahlil Thomas Defensive Rebound.,49,37
15:53,2520,Norville Carey made Layup. Assisted by Jimmie Taylor.,49,39
15:38,2217,Jerome Segura Turnover.,49,39
15:36,2520,Norville Carey Steal.,49,39
15:31,2217,Foul on Curtis Cobb.,49,39
15:31,2520,Official TV Timeout,49,39
15:17,2520,Norville Carey missed Layup.,49,39
15:17,2217,Jonathan Kasibabu Defensive Rebound.,49,39
15:02,2520,Foul on Norville Carey.,49,39
14:55,2217,Tyler Nelson made Layup.,51,39
14:38,2217,Foul on Jonathan Kasibabu.,51,39
14:24,2217,Foul on Jonathan Kasibabu.,51,39
14:17,2520,Dimencio Vaughn Turnover.,51,39
14:03,2217,Foul on Amadou Sidibe.,51,39
14:03,2217,Amadou Sidibe Turnover.,51,39
13:48,2520,Dimencio Vaughn made Layup. Assisted by Jimmie Taylor.,51,41
13:25,2217,Jerome Segura missed Three Point Jumper.,51,41
13:25,2520,Kahlil Thomas Defensive Rebound.,51,41
13:10,2520,Kahlil Thomas made Layup. Assisted by Kealen Washington-Ives.,51,43
12:43,2217,Tyler Nelson missed Three Point Jumper.,51,43
12:43,2520,Kahlil Thomas Defensive Rebound.,51,43
12:42,2217,Foul on Jonathan Kasibabu.,51,43
12:42,2217,Fairfield  Timeout,51,43
12:42,2520,Kahlil Thomas made Free Throw.,51,44
12:42,2520,Kahlil Thomas missed Free Throw.,51,44
12:42,2217,Curtis Cobb Defensive Rebound.,51,44
12:41,2520,Foul on Dimencio Vaughn.,51,44
12:15,2217,Tyler Nelson made Jumper.,53,44
11:59,2520,Jimmie Taylor missed Three Point Jumper.,53,44
11:59,2217,Deniz Celen Defensive Rebound.,53,44
11:35,2217,Tyler Nelson made Three Point Jumper. Assisted by Jerome Segura.,56,44
11:20,2520,Jimmie Taylor made Layup.,56,46
11:14,2217,Matija Milin Turnover.,56,46
11:14,2520,Official TV Timeout,56,46
10:54,2217,Foul on Curtis Cobb.,56,46
10:54,2520,Jimmie Taylor missed Free Throw.,56,46
10:54,2217,Deniz Celen Defensive Rebound.,56,46
10:38,2520,Foul on Stevie Jordan.,56,46
10:38,2217,Jerome Segura missed Free Throw.,56,46
10:38,2217,Fairfield Deadball Team Rebound.,56,46
10:38,2217,Jerome Segura made Free Throw.,57,46
10:28,2520,Stevie Jordan Turnover.,57,46
10:21,2217,Jerome Segura made Layup.,59,46
10:08,2520,Kahlil Thomas missed Layup.,59,46
10:08,2217,Deniz Celen Defensive Rebound.,59,46
9:44,2217,Foul on Olivier Cadieux.,59,46
9:44,2217,Olivier Cadieux Turnover.,59,46
9:30,2520,Kahlil Thomas Turnover.,59,46
9:28,2217,Jerome Segura Steal.,59,46
9:25,2217,Jerome Segura missed Layup.,59,46
9:25,2520,Kahlil Thomas Defensive Rebound.,59,46
9:18,2520,Norville Carey Turnover.,59,46
9:01,2217,Olivier Cadieux Turnover.,59,46
8:47,2520,Kahlil Thomas Turnover.,59,46
8:46,2217,Jerome Segura Steal.,59,46
8:44,2520,Foul on Kealen Washington-Ives.,59,46
8:44,2217,Jerome Segura made Free Throw.,60,46
8:44,2217,Jerome Segura made Free Throw.,61,46
8:17,2520,Jimmie Taylor made Jumper.,61,48
8:12,2520,Foul on Xavier Lundy.,61,48
8:12,2217,Tyler Nelson made Free Throw.,62,48
8:12,2217,Tyler Nelson made Free Throw.,63,48
8:01,2520,Jimmie Taylor made Jumper. Assisted by Kealen Washington-Ives.,63,50
7:42,2217,Matija Milin missed Three Point Jumper.,63,50
7:42,2520,Xavier Lundy Defensive Rebound.,63,50
7:28,2217,Foul on Jerome Segura.,63,50
7:28,2520,Official TV Timeout,63,50
7:28,2520,Jimmie Taylor made Free Throw.,63,51
7:28,2520,Jimmie Taylor made Free Throw.,63,52
7:23,2217,Deniz Celen missed Three Point Jumper.,63,52
7:23,2520,Jimmie Taylor Defensive Rebound.,63,52
7:13,2520,Jimmie Taylor missed Layup.,63,52
7:13,2520,Kahlil Thomas Offensive Rebound.,63,52
7:12,2520,Kahlil Thomas made Two Point Tip Shot.,63,54
6:51,2217,Tyler Nelson made Three Point Jumper.,66,54
6:24,2520,Jimmie Taylor missed Three Point Jumper.,66,54
6:24,2217,Deniz Celen Defensive Rebound.,66,54
6:05,2217,Matija Milin missed Three Point Jumper.,66,54
6:05,2520,Kealen Washington-Ives Defensive Rebound.,66,54
5:50,2217,Foul on Olivier Cadieux.,66,54
5:50,2520,Jimmie Taylor made Free Throw.,66,55
5:50,2520,Jimmie Taylor made Free Throw.,66,56
5:30,2520,Foul on Dimencio Vaughn.,66,56
5:30,2217,Tyler Nelson made Free Throw.,67,56
5:30,2217,Tyler Nelson made Free Throw.,68,56
5:15,2520,Norville Carey missed Layup.,68,56
5:15,2217,Matija Milin Defensive Rebound.,68,56
4:50,2217,Curtis Cobb missed Three Point Jumper.,68,56
4:50,2520,Dimencio Vaughn Defensive Rebound.,68,56
4:28,2520,Kealen Washington-Ives made Jumper.,68,58
4:02,2217,Matija Milin missed Three Point Jumper.,68,58
4:02,2520,Jimmie Taylor Defensive Rebound.,68,58
3:52,2217,Foul on Matija Milin.,68,58
3:52,2520,Official TV Timeout,68,58
3:52,2520,Kahlil Thomas missed Free Throw.,68,58
3:52,2520,Rider Deadball Team Rebound.,68,58
3:52,2520,Kahlil Thomas missed Free Throw.,68,58
3:52,2217,Tyler Nelson Defensive Rebound.,68,58
3:26,2217,Deniz Celen Turnover.,68,58
3:07,2217,Foul on Deniz Celen.,68,58
3:07,2520,Norville Carey missed Free Throw.,68,58
3:07,2520,Rider Deadball Team Rebound.,68,58
3:07,2520,Norville Carey made Free Throw.,68,59
2:53,2520,Foul on Kealen Washington-Ives.,68,59
2:53,2217,Deniz Celen made Free Throw.,69,59
2:53,2217,Deniz Celen made Free Throw.,70,59
2:42,2217,Foul on Tyler Nelson.,70,59
2:42,2520,Kahlil Thomas made Free Throw.,70,60
2:42,2520,Kahlil Thomas missed Free Throw.,70,60
2:42,2217,Amadou Sidibe Defensive Rebound.,70,60
2:42,2520,Foul on Xavier Lundy.,70,60
2:42,2217,Amadou Sidibe missed Free Throw.,70,60
2:42,2217,Fairfield Deadball Team Rebound.,70,60
2:42,2217,Amadou Sidibe missed Free Throw.,70,60
2:42,2520,Norville Carey Defensive Rebound.,70,60
2:29,2520,Anthony Durham missed Layup.,70,60
2:29,2520,Xavier Lundy Offensive Rebound.,70,60
2:25,2520,Jimmie Taylor made Jumper.,70,62
2:25,2520,Rider  Timeout,70,62
2:02,2217,Tyler Nelson missed Layup.,70,62
2:02,2520,Norville Carey Defensive Rebound.,70,62
1:55,2520,Xavier Lundy made Three Point Jumper. Assisted by Anthony Durham.,70,65
1:38,2217,Fairfield  Timeout,70,65
1:33,2520,Foul on Anthony Durham.,70,65
1:33,2217,Amadou Sidibe missed Free Throw.,70,65
1:33,2217,Fairfield Deadball Team Rebound.,70,65
1:33,2217,Amadou Sidibe made Free Throw.,71,65
1:17,2217,Foul on Jerome Segura.,71,65
1:17,2520,Norville Carey made Free Throw.,71,66
1:17,2520,Norville Carey missed Free Throw.,71,66
1:17,2217,Amadou Sidibe Defensive Rebound.,71,66
0:59,2217,Matija Milin missed Layup.,71,66
0:59,2520,Kahlil Thomas Defensive Rebound.,71,66
0:44,2520,Kahlil Thomas missed Layup.,71,66
0:44,2217,Amadou Sidibe Defensive Rebound.,71,66
0:42,2520,Foul on Kahlil Thomas.,71,66
0:42,2217,Amadou Sidibe made Free Throw.,72,66
0:42,2217,Amadou Sidibe made Free Throw.,73,66
0:34,2520,Jimmie Taylor missed Three Point Jumper.,73,66
0:34,2217,Curtis Cobb Defensive Rebound.,73,66
0:31,2520,Foul on Xavier Lundy.,73,66
0:31,2217,Curtis Cobb missed Free Throw.,73,66
0:31,2217,Fairfield Deadball Team Rebound.,73,66
0:31,2217,Curtis Cobb missed Free Throw.,73,66
0:31,2520,Norville Carey Defensive Rebound.,73,66
0:24,2217,Foul on Curtis Cobb.,73,66
0:24,2520,Jimmie Taylor made Free Throw.,73,67
0:24,2520,Jimmie Taylor missed Free Throw.,73,67
0:24,2520,Rider Offensive Rebound.,73,67
0:17,2520,Kahlil Thomas Turnover.,73,67
0:16,2217,Tyler Nelson Steal.,73,67
0:15,2520,Foul on Anthony Durham.,73,67
0:15,2217,Tyler Nelson made Free Throw.,74,67
0:15,2217,Tyler Nelson made Free Throw.,75,67
0:09,2520,Anthony Durham missed Three Point Jumper.,75,67
0:09,2217,Olivier Cadieux Defensive Rebound.,75,67
0:09,2520,Foul on Norville Carey.,75,67
0:09,2217,Olivier Cadieux made Free Throw.,76,67
0:09,2217,Olivier Cadieux missed Free Throw.,76,67
0:09,2520,Norville Carey Defensive Rebound.,76,67
0:00,2520,End of Game,76,67
