San Diego State,16,Sacramento State,21
12:48,16,Jordan Tolbert Turnover.,14,3
12:44,21,Devin Watson made Three Point Jumper. Assisted by Jeremy Hemsley.,17,3
12:36,16,Jordan Tolbert missed Three Point Jumper.,17,3
12:36,21,Jalen McDaniels Defensive Rebound.,17,3
12:22,21,Foul on Jeremy Hemsley.,17,3
12:22,21,Jeremy Hemsley Turnover.,17,3
12:06,16,Jeff Wu missed Three Point Jumper.,17,3
12:06,16,Joshua Patton Offensive Rebound.,17,3
12:06,16,Joshua Patton made Two Point Tip Shot.,17,5
12:06,21,Nolan Narain missed Layup.,17,5
12:06,21,Jalen McDaniels Offensive Rebound.,17,5
11:52,21,Jalen McDaniels made Layup.,19,5
11:35,16,Justin Strings missed Three Point Jumper.,19,5
11:35,21,Jalen McDaniels Defensive Rebound.,19,5
11:35,21,Jalen McDaniels Turnover.,19,5
11:35,16,Official TV Timeout,19,5
11:22,16,Jordan Tolbert missed Jumper.,19,5
11:22,16,Joshua Patton Offensive Rebound.,19,5
11:08,16,Jeff Wu missed Three Point Jumper.,19,5
11:08,21,Jeremy Hemsley Defensive Rebound.,19,5
10:58,21,Jordan Schakel made Three Point Jumper.,22,5
10:35,16,Chibueze Jacobs Turnover.,22,5
10:35,21,Devin Watson Steal.,22,5
10:31,16,Foul on Jordan Tolbert.,22,5
10:24,21,Matt Mitchell made Layup.,24,5
10:10,16,Justin Strings missed Three Point Jumper.,24,5
10:10,21,Kameron Rooks Defensive Rebound.,24,5
10:02,21,Jordan Schakel missed Jumper.,24,5
10:02,21,Kameron Rooks Offensive Rebound.,24,5
9:56,21,Kameron Rooks missed Jumper.,24,5
9:56,21,Kameron Rooks Offensive Rebound.,24,5
9:56,21,Kameron Rooks made Two Point Tip Shot.,26,5
9:43,16,Jeff Wu made Jumper.,26,7
9:22,21,Jordan Schakel missed Three Point Jumper.,26,7
9:22,21,Jalen McDaniels Offensive Rebound.,26,7
9:17,21,Jalen McDaniels Turnover.,26,7
9:02,16,Jordan Tolbert Turnover.,26,7
8:54,16,Foul on Jordan Tolbert.,26,7
8:48,21,Matt Mitchell made Three Point Jumper.,29,7
8:25,16,Kevin Hicks missed Three Point Jumper.,29,7
8:25,21,Malik Pope Defensive Rebound.,29,7
8:17,16,Foul on Kevin Hicks.,29,7
8:15,16,Foul on Calvin Martin.,29,7
8:15,21,Malik Pope missed Free Throw.,29,7
8:15,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,29,7
7:57,16,Calvin Martin made Layup. Assisted by Justin Strings.,29,9
7:57,21,Foul on Malik Pope.,29,9
7:57,16,Official TV Timeout,29,9
7:57,16,Calvin Martin missed Free Throw.,29,9
7:57,21,Malik Pope Defensive Rebound.,29,9
7:39,16,Foul on Kevin Hicks.,29,9
7:39,21,Kameron Rooks made Free Throw.,30,9
7:39,21,Kameron Rooks made Free Throw.,31,9
7:18,16,Calvin Martin missed Jumper.,31,9
7:18,16,Justin Strings Offensive Rebound.,31,9
7:11,16,Justin Strings made Layup.,31,11
7:01,16,Foul on Jordan Tolbert.,31,11
7:01,21,Jeremy Hemsley made Free Throw.,32,11
7:01,21,Jeremy Hemsley missed Free Throw.,32,11
7:01,16,Justin Strings Defensive Rebound.,32,11
6:56,16,Sacramento State  Timeout,32,11
6:29,16,Justin Strings missed Three Point Jumper.,32,11
6:29,16,Calvin Martin Offensive Rebound.,32,11
6:28,21,Foul on Jeremy Hemsley.,32,11
6:06,16,Justin Strings missed Jumper.,32,11
6:06,21,San Diego State Defensive Rebound.,32,11
5:49,21,Matt Mitchell missed Three Point Jumper.,32,11
5:49,21,San Diego State Offensive Rebound.,32,11
5:46,16,Foul on Bryce Fowler.,32,11
5:46,21,Trey Kell made Free Throw.,33,11
5:46,21,Trey Kell made Free Throw.,34,11
5:30,16,Justin Strings missed Three Point Jumper.,34,11
5:30,21,Matt Mitchell Defensive Rebound.,34,11
5:13,21,Devin Watson Turnover.,34,11
5:13,16,Izayah Mauriohoohoo-Le'Afa Steal.,34,11
5:06,16,Jeff Wu missed Three Point Jumper.,34,11
4:57,21,Jalen McDaniels Defensive Rebound.,34,11
4:57,16,Foul on Izayah Mauriohoohoo-Le'Afa.,34,11
4:57,21,Matt Mitchell made Free Throw.,35,11
4:57,21,Matt Mitchell made Free Throw.,36,11
4:31,16,Izayah Mauriohoohoo-Le'Afa missed Jumper.,36,11
4:31,21,Jalen McDaniels Defensive Rebound.,36,11
4:22,21,Devin Watson missed Three Point Jumper.,36,11
4:22,16,Justin Strings Defensive Rebound.,36,11
4:15,16,Justin Strings Turnover.,36,11
4:15,21,Devin Watson Steal.,36,11
4:15,16,Foul on Justin Strings.,36,11
4:15,21,Devin Watson made Free Throw.,37,11
4:15,21,Devin Watson made Free Throw.,38,11
4:07,16,Izayah Mauriohoohoo-Le'Afa Turnover.,38,11
3:58,21,Matt Mitchell missed Three Point Jumper.,38,11
3:58,16,Sacramento State Defensive Rebound.,38,11
3:53,16,Official TV Timeout,38,11
3:42,16,Joshua Patton missed Layup.,38,11
3:42,16,Sacramento State Deadball Team Rebound.,38,11
3:33,16,Joshua Patton made Jumper.,38,13
3:19,21,Nolan Narain missed Three Point Jumper.,38,13
3:19,21,Montaque Gill-Caesar Offensive Rebound.,38,13
3:13,21,Montaque Gill-Caesar missed Jumper.,38,13
3:13,21,Jalen McDaniels Offensive Rebound.,38,13
3:01,21,Jordan Schakel missed Three Point Jumper.,38,13
3:01,16,Chibueze Jacobs Defensive Rebound.,38,13
3:01,21,Foul on Jalen McDaniels.,38,13
3:01,16,Joshua Patton missed Free Throw.,38,13
3:01,16,Sacramento State Deadball Team Rebound.,38,13
3:01,16,Joshua Patton missed Free Throw.,38,13
3:01,21,Jordan Schakel Defensive Rebound.,38,13
2:42,21,Devin Watson made Three Point Jumper. Assisted by Montaque Gill-Caesar.,41,13
2:30,16,Jeff Wu missed Three Point Jumper.,41,13
2:30,21,Jalen McDaniels Defensive Rebound.,41,13
2:16,16,Foul on Chibueze Jacobs.,41,13
2:16,21,Jalen McDaniels made Free Throw.,42,13
2:16,21,Jalen McDaniels made Free Throw.,43,13
1:56,21,Foul on Jalen McDaniels.,43,13
1:56,16,Justin Strings missed Free Throw.,43,13
1:56,21,Montaque Gill-Caesar Defensive Rebound.,43,13
1:44,16,Foul on Izayah Mauriohoohoo-Le'Afa.,43,13
1:44,21,Nolan Narain made Free Throw.,44,13
1:44,21,Nolan Narain missed Free Throw.,44,13
1:44,16,Jeff Wu Defensive Rebound.,44,13
1:29,16,Joshua Patton Turnover.,44,13
1:29,21,Devin Watson Steal.,44,13
1:15,21,Nolan Narain made Jumper.,46,13
0:59,16,Jeff Wu missed Jumper.,46,13
0:59,16,Joshua Patton Offensive Rebound.,46,13
0:56,21,Foul on Nolan Narain.,46,13
0:56,16,Joshua Patton made Free Throw.,46,14
0:56,16,Joshua Patton missed Free Throw.,46,14
0:56,21,Montaque Gill-Caesar Defensive Rebound.,46,14
0:48,21,Montaque Gill-Caesar made Three Point Jumper. Assisted by Devin Watson.,49,14
0:28,16,Izayah Mauriohoohoo-Le'Afa missed Three Point Jumper.,49,14
0:28,21,Jalen McDaniels Defensive Rebound.,49,14
0:01,21,Devin Watson missed Three Point Jumper.,49,14
0:01,16,Sacramento State Deadball Team Rebound.,49,14
0:00,16,End of 1st half,49,14
20:00,16,Jump Ball won by Sacramento State,49,14
19:44,21,Matt Mitchell Turnover.,49,14
19:22,16,Jordan Tolbert missed Layup.,49,14
19:22,21,Malik Pope Defensive Rebound.,49,14
19:05,21,Matt Mitchell made Three Point Jumper. Assisted by Malik Pope.,52,14
19:05,21,Foul on Kameron Rooks.,52,14
19:05,16,Justin Strings made Free Throw.,52,15
19:05,16,Justin Strings made Free Throw.,52,16
18:53,21,Devin Watson missed Three Point Jumper.,52,16
18:53,16,Sacramento State Defensive Rebound.,52,16
18:36,16,Justin Strings Turnover.,52,16
18:26,21,Kameron Rooks made Layup. Assisted by Malik Pope.,54,16
18:06,16,Joshua Patton missed Jumper.,54,16
18:06,21,Kameron Rooks Defensive Rebound.,54,16
17:44,21,Trey Kell made Jumper.,56,16
17:34,16,Jordan Tolbert missed Jumper.,56,16
17:34,21,Kameron Rooks Block.,56,16
17:34,21,Kameron Rooks Defensive Rebound.,56,16
17:17,16,Foul on Jordan Tolbert.,56,16
17:15,21,Malik Pope made Dunk. Assisted by Devin Watson.,58,16
16:54,21,Foul on Kameron Rooks.,58,16
16:40,16,Jeff Wu made Layup. Assisted by Izayah Mauriohoohoo-Le'Afa.,58,18
16:25,21,Trey Kell Turnover.,58,18
16:14,16,Izayah Mauriohoohoo-Le'Afa missed Jumper.,58,18
16:14,21,Malik Pope Defensive Rebound.,58,18
16:05,21,Malik Pope made Dunk. Assisted by Trey Kell.,60,18
15:54,16,Bryce Fowler Turnover.,60,18
15:54,21,Malik Pope Steal.,60,18
15:43,16,Foul on Joshua Patton.,60,18
15:43,16,Official TV Timeout,60,18
15:43,21,Trey Kell made Jumper.,62,18
15:42,21,Foul on Malik Pope.,62,18
15:42,16,Calvin Martin missed Free Throw.,62,18
15:42,16,Sacramento State Deadball Team Rebound.,62,18
15:42,16,Calvin Martin missed Free Throw.,62,18
15:42,21,Matt Mitchell Defensive Rebound.,62,18
15:09,21,Jeremy Hemsley made Three Point Jumper. Assisted by Matt Mitchell.,65,18
14:44,21,Foul on Matt Mitchell.,65,18
14:27,16,Izayah Mauriohoohoo-Le'Afa made Jumper.,65,20
14:16,16,Foul on Calvin Martin.,65,20
14:16,21,Matt Mitchell made Free Throw.,66,20
14:16,21,Matt Mitchell missed Free Throw.,66,20
14:16,16,Chibueze Jacobs Defensive Rebound.,66,20
13:57,16,Bryce Fowler made Jumper. Assisted by Izayah Mauriohoohoo-Le'Afa.,66,22
13:38,16,Foul on Calvin Martin.,66,22
13:38,21,Nolan Narain made Free Throw.,67,22
13:38,21,Nolan Narain missed Free Throw.,67,22
13:38,21,San Diego State Offensive Rebound.,67,22
13:26,21,Jalen McDaniels missed Jumper.,67,22
13:26,16,Jeff Wu Defensive Rebound.,67,22
13:10,16,Chibueze Jacobs missed Jumper.,67,22
13:10,21,Jalen McDaniels Defensive Rebound.,67,22
13:03,16,Foul on Izayah Mauriohoohoo-Le'Afa.,67,22
13:02,21,Jordan Schakel missed Jumper.,67,22
13:02,21,Jalen McDaniels Offensive Rebound.,67,22
12:52,21,Foul on Nolan Narain.,67,22
12:52,21,Nolan Narain Turnover.,67,22
12:30,16,Chibueze Jacobs Turnover.,67,22
12:30,21,Jeremy Hemsley Steal.,67,22
12:27,16,Foul on Chibueze Jacobs.,67,22
12:25,21,Montaque Gill-Caesar Turnover.,67,22
12:25,16,Jordan Tolbert Steal.,67,22
11:57,16,Jordan Tolbert made Jumper.,67,24
11:42,21,Montaque Gill-Caesar missed Jumper.,67,24
11:42,21,Jalen McDaniels Offensive Rebound.,67,24
11:42,21,Jalen McDaniels missed Two Point Tip Shot.,67,24
11:42,16,Bryce Fowler Defensive Rebound.,67,24
11:24,21,Foul on Jalen McDaniels.,67,24
11:24,16,Official TV Timeout,67,24
11:10,16,Jordan Tolbert missed Three Point Jumper.,67,24
11:10,21,Jeremy Hemsley Defensive Rebound.,67,24
10:58,16,Foul on Calvin Martin.,67,24
10:58,21,Jeremy Hemsley made Free Throw.,68,24
10:58,21,Jeremy Hemsley made Free Throw.,69,24
10:49,16,Kevin Hicks made Three Point Jumper. Assisted by Jordan Tolbert.,69,27
10:41,21,Foul on Montaque Gill-Caesar.,69,27
10:41,21,Montaque Gill-Caesar Turnover.,69,27
10:33,21,Foul on Jeremy Hemsley.,69,27
10:33,16,Jordan Tolbert missed Free Throw.,69,27
10:30,21,Jeremy Hemsley Defensive Rebound.,69,27
10:24,21,Foul on Jeremy Hemsley.,69,27
10:24,21,Jeremy Hemsley Turnover.,69,27
10:14,16,Jordan Tolbert missed Layup.,69,27
10:14,16,James Herrick Offensive Rebound.,69,27
10:14,16,James Herrick missed Layup.,69,27
10:14,21,Jalen McDaniels Defensive Rebound.,69,27
10:05,21,Montaque Gill-Caesar Turnover.,69,27
10:05,16,Jordan Tolbert Turnover.,69,27
10:05,21,Montaque Gill-Caesar Steal.,69,27
9:48,21,Jordan Schakel made Jumper.,71,27
9:35,16,Kevin Hicks made Three Point Jumper.,71,30
9:18,21,Jalen McDaniels made Dunk. Assisted by Jeremy Hemsley.,73,30
8:53,21,Foul on Jordan Schakel.,73,30
8:53,16,Kevin Hicks made Free Throw.,73,31
8:53,16,Kevin Hicks missed Free Throw.,73,31
8:53,16,Sacramento State Deadball Team Rebound.,73,31
8:53,16,Kevin Hicks made Free Throw.,73,32
8:43,21,Jalen McDaniels missed Jumper.,73,32
8:43,21,Jordan Schakel Offensive Rebound.,73,32
8:37,21,Jordan Schakel Turnover.,73,32
8:37,16,Jordan Tolbert missed Jumper.,73,32
8:37,16,Justin Strings Offensive Rebound.,73,32
8:32,16,Jeff Wu made Three Point Jumper. Assisted by Justin Strings.,73,35
8:06,21,Jeremy Hemsley made Layup.,75,35
8:05,16,Kevin Hicks Turnover.,75,35
8:04,16,Foul on Kevin Hicks.,75,35
8:04,16,Official TV Timeout,75,35
7:56,16,Official TV Timeout,75,35
7:55,21,Montaque Gill-Caesar Turnover.,75,35
7:54,16,Justin Strings missed Three Point Jumper.,75,35
7:54,21,Jordan Schakel Defensive Rebound.,75,35
7:27,16,Foul on Jeff Wu.,75,35
7:27,21,Montaque Gill-Caesar made Free Throw.,76,35
7:27,21,Montaque Gill-Caesar made Free Throw.,77,35
7:10,16,Justin Strings missed Layup.,77,35
7:10,21,Montaque Gill-Caesar Defensive Rebound.,77,35
6:54,21,Montaque Gill-Caesar missed Three Point Jumper.,77,35
6:54,16,Calvin Martin Defensive Rebound.,77,35
6:44,16,Justin Strings made Layup. Assisted by Jordan Tolbert.,77,37
6:19,21,Montaque Gill-Caesar made Three Point Jumper. Assisted by Jeremy Hemsley.,80,37
6:02,21,Foul on Jalen McDaniels.,80,37
6:02,16,Justin Strings made Free Throw.,80,38
6:02,16,Justin Strings made Free Throw.,80,39
5:50,16,Foul on Jordan Tolbert.,80,39
5:50,21,Jalen McDaniels made Free Throw.,81,39
5:50,21,Jalen McDaniels made Free Throw.,82,39
5:34,16,Calvin Martin Turnover.,82,39
5:30,16,Sacramento State  Timeout,82,39
5:22,21,Foul on Nolan Narain.,82,39
5:22,21,Nolan Narain Turnover.,82,39
5:12,16,Justin Strings made Layup. Assisted by Jeff Wu.,82,41
4:53,21,Jordan Schakel missed Three Point Jumper.,82,41
4:53,16,Justin Strings Defensive Rebound.,82,41
4:41,16,Cristian Perez missed Three Point Jumper.,82,41
4:41,21,Jordan Schakel Defensive Rebound.,82,41
4:32,21,Nolan Narain made Layup. Assisted by Jordan Schakel.,84,41
4:29,16,Sacramento State  Timeout,84,41
4:05,16,Cristian Perez made Three Point Jumper. Assisted by Jeff Wu.,84,44
3:53,21,Nolan Narain Turnover.,84,44
3:53,16,Cristian Perez Steal.,84,44
3:39,16,James Herrick made Jumper.,84,46
3:05,21,Jalen McDaniels missed Three Point Jumper.,84,46
3:05,16,Cristian Perez Defensive Rebound.,84,46
2:58,16,Cristian Perez Turnover.,84,46
2:58,21,Nolan Narain Steal.,84,46
2:55,16,Foul on James Herrick.,84,46
2:55,21,Montaque Gill-Caesar made Free Throw.,85,46
2:55,21,Montaque Gill-Caesar missed Free Throw.,85,46
2:55,21,Nolan Narain Offensive Rebound.,85,46
2:45,21,Montaque Gill-Caesar Turnover.,85,46
2:32,16,Jamion Wright Turnover.,85,46
2:32,21,Michael Sohikish Steal.,85,46
2:28,21,Michael Sohikish made Layup.,87,46
2:15,16,Cristian Perez missed Jumper.,87,46
2:15,21,Montaque Gill-Caesar Defensive Rebound.,87,46
2:08,21,Nolan Narain made Dunk. Assisted by Michael Sohikish.,89,46
1:47,16,Jamion Wright made Three Point Jumper. Assisted by Kevin Hicks.,89,49
1:30,21,Michael Sohikish Turnover.,89,49
1:30,16,Kevin Hicks Steal.,89,49
1:19,16,Jamion Wright made Three Point Jumper. Assisted by Kevin Hicks.,89,52
0:58,21,Jalen McDaniels missed Jumper.,89,52
0:58,16,Jamion Wright Defensive Rebound.,89,52
0:43,16,Cristian Perez Turnover.,89,52
0:36,21,Nolan Narain Turnover.,89,52
0:22,16,Kevin Hicks missed Three Point Jumper.,89,52
0:22,21,Nolan Narain Defensive Rebound.,89,52
0:00,16,End of Game,89,52
