St. John's,204,Oregon State,2599
1:45,2599,Shamorie Ponds missed Jumper.,33,35
1:45,204,Tres Tinkle Defensive Rebound.,33,35
1:21,204,Stephen Thompson Jr. missed Three Point Jumper.,33,35
1:21,2599,Tariq Owens Defensive Rebound.,33,35
1:19,204,Foul on Tres Tinkle.,33,35
1:19,2599,Tariq Owens made Free Throw.,34,35
1:19,2599,Tariq Owens made Free Throw.,35,35
1:00,204,Seth Berger missed Three Point Jumper.,35,35
1:00,2599,Kassoum Yakwe Defensive Rebound.,35,35
0:57,204,Foul on Drew Eubanks.,35,35
0:57,2599,Kassoum Yakwe made Free Throw.,36,35
0:57,2599,Kassoum Yakwe made Free Throw.,37,35
0:50,2599,Foul on Kassoum Yakwe.,37,35
0:50,204,Jaquori McLaughlin made Free Throw.,37,36
0:50,204,Jaquori McLaughlin made Free Throw.,37,37
0:45,2599,Shamorie Ponds missed Layup.,37,37
0:45,204,Zach Reichle Defensive Rebound.,37,37
0:31,204,Zach Reichle made Three Point Jumper. Assisted by Drew Eubanks.,37,40
0:15,204,Foul on Ronnie Stacy.,37,40
0:15,2599,Marcus LoVett missed Free Throw.,37,40
0:15,2599,St. John's Deadball Team Rebound.,37,40
0:15,2599,Marcus LoVett missed Free Throw.,37,40
0:15,204,Stephen Thompson Jr. Defensive Rebound.,37,40
0:02,204,Stephen Thompson Jr. Turnover.,37,40
0:02,2599,Marvin Clark II Steal.,37,40
0:00,204,End of 1st half,37,40
20:00,2599,Jump Ball won by St. John's,37,40
19:53,2599,Marvin Clark II missed Three Point Jumper.,37,40
19:53,2599,Justin Simon Offensive Rebound.,37,40
19:44,2599,Justin Simon missed Layup.,37,40
19:44,2599,Justin Simon Offensive Rebound.,37,40
19:38,2599,Justin Simon missed Jumper.,37,40
19:38,2599,Bashir Ahmed Offensive Rebound.,37,40
19:34,2599,Bashir Ahmed made Layup.,39,40
19:23,204,Foul on Drew Eubanks.,39,40
19:23,204,Drew Eubanks Turnover.,39,40
19:09,2599,Foul on Justin Simon.,39,40
19:09,2599,Justin Simon Turnover.,39,40
18:58,2599,Foul on Shamorie Ponds.,39,40
18:48,2599,Foul on Shamorie Ponds.,39,40
18:45,204,Stephen Thompson Jr. missed Three Point Jumper.,39,40
18:45,2599,Bashir Ahmed Defensive Rebound.,39,40
18:29,2599,Marvin Clark II missed Jumper.,39,40
18:29,204,Drew Eubanks Defensive Rebound.,39,40
18:03,204,Ethan Thompson Turnover.,39,40
17:46,204,Foul on Jaquori McLaughlin.,39,40
17:29,2599,Marvin Clark II missed Jumper.,39,40
17:29,204,Stephen Thompson Jr. Defensive Rebound.,39,40
17:18,204,Ethan Thompson Turnover.,39,40
17:18,2599,Justin Simon Steal.,39,40
17:14,2599,Justin Simon missed Jumper.,39,40
17:14,2599,Bashir Ahmed Offensive Rebound.,39,40
17:07,2599,Bashir Ahmed missed Layup.,39,40
17:07,204,Tres Tinkle Defensive Rebound.,39,40
17:07,2599,Foul on Justin Simon.,39,40
16:56,204,Tres Tinkle made Three Point Jumper. Assisted by Stephen Thompson Jr..,39,43
16:32,2599,Marcus LoVett Turnover.,39,43
16:32,204,Jaquori McLaughlin Steal.,39,43
16:28,204,Tres Tinkle missed Three Point Jumper.,39,43
16:28,2599,Tariq Owens Defensive Rebound.,39,43
16:16,2599,Justin Simon missed Jumper.,39,43
16:16,2599,Justin Simon Offensive Rebound.,39,43
16:13,2599,Justin Simon made Layup.,41,43
15:49,204,Foul on Drew Eubanks.,41,43
15:49,204,Drew Eubanks Turnover.,41,43
15:49,204,Official TV Timeout,41,43
15:23,2599,Bashir Ahmed missed Layup.,41,43
15:23,204,Drew Eubanks Defensive Rebound.,41,43
15:04,2599,Foul on Marvin Clark II.,41,43
14:56,204,Tres Tinkle made Three Point Jumper.,41,46
14:34,2599,Marvin Clark II missed Jumper.,41,46
14:34,204,Tres Tinkle Defensive Rebound.,41,46
14:14,204,Gligorije Rakocevic missed Layup.,41,46
14:14,2599,Tariq Owens Block.,41,46
14:14,2599,Marcus LoVett Defensive Rebound.,41,46
14:01,2599,Marcus LoVett made Jumper.,43,46
13:41,204,Stephen Thompson Jr. made Layup.,43,48
13:30,2599,Marcus LoVett made Jumper.,45,48
13:11,204,Stephen Thompson Jr. missed Jumper.,45,48
13:11,2599,Justin Simon Defensive Rebound.,45,48
13:04,2599,Justin Simon Turnover.,45,48
12:51,204,Ronnie Stacy missed Layup.,45,48
12:51,204,Gligorije Rakocevic Offensive Rebound.,45,48
12:51,204,Gligorije Rakocevic made Two Point Tip Shot.,45,50
12:34,204,Foul on Ronnie Stacy.,45,50
12:34,204,Technical Foul on Ronnie Stacy.,45,50
12:34,204,Foul on Ronnie Stacy.,45,50
12:34,2599,Technical Foul on Marcus LoVett.,45,50
12:34,2599,Foul on Marcus LoVett.,45,50
12:29,2599,Marcus LoVett missed Layup.,45,50
12:29,204,Ronnie Stacy Defensive Rebound.,45,50
12:18,204,Ethan Thompson made Three Point Jumper. Assisted by Ronnie Stacy.,45,53
12:18,2599,Foul on Justin Simon.,45,53
12:18,204,Ethan Thompson made Free Throw.,45,54
11:59,2599,Bashir Ahmed missed Jumper.,45,54
11:59,204,Stephen Thompson Jr. Defensive Rebound.,45,54
11:31,204,Ethan Thompson Turnover.,45,54
11:31,2599,Shamorie Ponds Steal.,45,54
11:22,204,Foul on Stephen Thompson Jr..,45,54
11:22,204,Official TV Timeout,45,54
11:22,2599,Shamorie Ponds made Free Throw.,46,54
11:22,2599,Shamorie Ponds made Free Throw.,47,54
11:05,2599,Foul on Tariq Owens.,47,54
11:05,204,Tres Tinkle made Free Throw.,47,55
11:05,204,Tres Tinkle made Free Throw.,47,56
10:57,2599,Shamorie Ponds made Layup.,49,56
10:31,204,Ethan Thompson made Three Point Jumper. Assisted by Tres Tinkle.,49,59
10:26,204,Technical Foul on Ethan Thompson.,49,59
10:26,204,Foul on Ethan Thompson.,49,59
10:26,2599,Shamorie Ponds made Free Throw.,50,59
10:26,2599,Shamorie Ponds made Free Throw.,51,59
10:17,2599,Shamorie Ponds missed Three Point Jumper.,51,59
10:17,204,Ethan Thompson Defensive Rebound.,51,59
9:57,204,Tres Tinkle missed Three Point Jumper.,51,59
9:57,204,Oregon State Offensive Rebound.,51,59
9:57,2599,Foul on Kassoum Yakwe.,51,59
9:57,204,Gligorije Rakocevic made Free Throw.,51,60
9:57,204,Gligorije Rakocevic made Free Throw.,51,61
9:44,204,Foul on Stephen Thompson Jr..,51,61
9:44,2599,Bashir Ahmed missed Free Throw.,51,61
9:44,2599,St. John's Deadball Team Rebound.,51,61
9:44,2599,Bashir Ahmed made Free Throw.,52,61
9:32,2599,Foul on Bashir Ahmed.,52,61
9:32,204,Ronnie Stacy missed Free Throw.,52,61
9:32,204,Oregon State Deadball Team Rebound.,52,61
9:32,204,Ronnie Stacy made Free Throw.,52,62
9:19,2599,Shamorie Ponds missed Layup.,52,62
9:19,2599,Tariq Owens Offensive Rebound.,52,62
9:19,2599,Tariq Owens missed Two Point Tip Shot.,52,62
9:19,204,Tres Tinkle Defensive Rebound.,52,62
8:59,204,Tres Tinkle missed Jumper.,52,62
8:59,2599,Tariq Owens Block.,52,62
8:59,2599,Marcus LoVett Defensive Rebound.,52,62
8:50,2599,Marcus LoVett made Jumper.,54,62
8:26,204,Drew Eubanks missed Layup.,54,62
8:26,204,Drew Eubanks Offensive Rebound.,54,62
8:22,2599,Foul on Kassoum Yakwe.,54,62
8:22,204,Drew Eubanks missed Free Throw.,54,62
8:22,204,Oregon State Deadball Team Rebound.,54,62
8:22,204,Drew Eubanks made Free Throw.,54,63
8:06,2599,Marcus LoVett made Three Point Jumper. Assisted by Shamorie Ponds.,57,63
7:42,2599,Foul on Bashir Ahmed.,57,63
7:42,204,Official TV Timeout,57,63
7:42,204,Stephen Thompson Jr. made Free Throw.,57,64
7:42,204,Stephen Thompson Jr. made Free Throw.,57,65
7:24,2599,Marcus LoVett missed Jumper.,57,65
7:24,2599,St. John's Offensive Rebound.,57,65
7:19,2599,Marcus LoVett made Jumper. Assisted by Shamorie Ponds.,59,65
6:53,204,Tres Tinkle Turnover.,59,65
6:53,2599,Shamorie Ponds Steal.,59,65
6:39,2599,Bashir Ahmed made Three Point Jumper. Assisted by Shamorie Ponds.,62,65
6:35,204,Oregon State  Timeout,62,65
6:35,204,Official TV Timeout,62,65
6:14,204,Ethan Thompson missed Three Point Jumper.,62,65
6:14,204,Tres Tinkle Offensive Rebound.,62,65
6:06,204,Stephen Thompson Jr. missed Three Point Jumper.,62,65
6:06,2599,Kassoum Yakwe Defensive Rebound.,62,65
6:05,204,Foul on Drew Eubanks.,62,65
6:05,2599,Kassoum Yakwe missed Free Throw.,62,65
6:05,2599,Shamorie Ponds Offensive Rebound.,62,65
5:44,204,Foul on Jaquori McLaughlin.,62,65
5:44,2599,Shamorie Ponds made Free Throw.,63,65
5:44,2599,Shamorie Ponds made Free Throw.,64,65
5:44,2599,Shamorie Ponds made Free Throw.,65,65
5:23,204,Ethan Thompson made Jumper.,65,67
5:02,2599,Foul on Bashir Ahmed.,65,67
5:02,2599,Bashir Ahmed Turnover.,65,67
4:48,204,Jaquori McLaughlin Turnover.,65,67
4:48,2599,Justin Simon Steal.,65,67
4:43,2599,Marvin Clark II made Layup. Assisted by Shamorie Ponds.,67,67
4:24,204,Ethan Thompson Turnover.,67,67
4:24,2599,Marcus LoVett Steal.,67,67
4:19,2599,Marcus LoVett missed Layup.,67,67
4:19,2599,Kassoum Yakwe Offensive Rebound.,67,67
4:15,2599,Kassoum Yakwe made Dunk.,69,67
4:14,204,Oregon State  Timeout,69,67
4:14,204,Official TV Timeout,69,67
3:56,204,Stephen Thompson Jr. missed Jumper.,69,67
3:56,2599,Justin Simon Defensive Rebound.,69,67
3:25,2599,Marvin Clark II made Three Point Jumper.,72,67
3:05,204,Ethan Thompson missed Three Point Jumper.,72,67
3:05,204,Ronnie Stacy Offensive Rebound.,72,67
3:00,204,Ronnie Stacy Turnover.,72,67
3:00,2599,Marvin Clark II Steal.,72,67
2:36,2599,Shamorie Ponds missed Jumper.,72,67
2:36,204,Drew Eubanks Defensive Rebound.,72,67
2:21,204,Tres Tinkle missed Jumper.,72,67
2:21,2599,St. John's Defensive Rebound.,72,67
2:17,204,Foul on Ronnie Stacy.,72,67
2:17,2599,Marcus LoVett made Free Throw.,73,67
2:17,2599,Marcus LoVett made Free Throw.,74,67
2:02,204,Stephen Thompson Jr. made Three Point Jumper. Assisted by Tres Tinkle.,74,70
1:35,2599,Shamorie Ponds missed Jumper.,74,70
1:35,204,Drew Eubanks Defensive Rebound.,74,70
1:23,204,Tres Tinkle missed Three Point Jumper.,74,70
1:23,204,Ethan Thompson Offensive Rebound.,74,70
1:16,204,Ethan Thompson missed Layup.,74,70
1:16,2599,Kassoum Yakwe Block.,74,70
1:16,2599,Kassoum Yakwe Defensive Rebound.,74,70
1:12,204,Foul on Tres Tinkle.,74,70
1:12,2599,Shamorie Ponds made Free Throw.,75,70
1:12,2599,Shamorie Ponds made Free Throw.,76,70
1:01,2599,Foul on Marcus LoVett.,76,70
1:01,204,Stephen Thompson Jr. made Free Throw.,76,71
1:01,204,Stephen Thompson Jr. made Free Throw.,76,72
0:34,2599,Shamorie Ponds made Jumper.,78,72
0:23,204,Ethan Thompson missed Three Point Jumper.,78,72
0:23,2599,Marcus LoVett Defensive Rebound.,78,72
0:19,2599,St. John's  Timeout,78,72
0:15,204,Foul on Kendal Manuel.,78,72
0:15,2599,Shamorie Ponds made Free Throw.,79,72
0:15,204,Oregon State  Timeout,79,72
0:15,2599,Shamorie Ponds made Free Throw.,80,72
0:07,204,Stephen Thompson Jr. missed Jumper.,80,72
0:07,204,Drew Eubanks Offensive Rebound.,80,72
0:05,204,Drew Eubanks made Layup.,80,74
0:05,204,Foul on Kendal Manuel.,80,74
0:05,2599,Shamorie Ponds made Free Throw.,81,74
0:05,2599,Shamorie Ponds made Free Throw.,82,74
0:02,204,Ethan Thompson made Three Point Jumper.,82,77
0:00,204,End of Game,82,77
