UCF,158,Nebraska,2116
13:15,2116,A.J. Davis Turnover.,43,28
13:13,158,Anton Gill Steal.,43,28
13:12,158,James Palmer Jr. made Dunk. Assisted by Anton Gill.,43,30
12:41,2116,A.J. Davis missed Jumper.,43,30
12:41,158,Nebraska Defensive Rebound.,43,30
12:27,158,Isaac Copeland made Three Point Jumper. Assisted by James Palmer Jr..,43,33
12:13,158,Foul on Duby Okeke.,43,33
12:13,2116,Myles Douglas missed Free Throw.,43,33
12:13,2116,UCF Deadball Team Rebound.,43,33
12:13,2116,Myles Douglas made Free Throw.,44,33
11:49,158,Duby Okeke missed Jumper.,44,33
11:49,2116,Myles Douglas Defensive Rebound.,44,33
11:24,2116,Chad Brown missed Jumper.,44,33
11:24,158,Duby Okeke Block.,44,33
11:22,2116,Dayon Griffin Offensive Rebound.,44,33
11:19,2116,Dayon Griffin Turnover.,44,33
11:18,158,Glynn Watson Jr. Steal.,44,33
11:14,2116,Foul on Terrell Allen.,44,33
11:14,158,Official TV Timeout,44,33
11:14,158,Isaac Copeland missed Free Throw.,44,33
11:14,158,Nebraska Deadball Team Rebound.,44,33
11:14,158,Isaac Copeland made Free Throw.,44,34
10:52,2116,Myles Douglas missed Three Point Jumper.,44,34
10:52,158,Jordy Tshimanga Defensive Rebound.,44,34
10:44,158,Isaiah Roby Turnover.,44,34
10:44,2116,Chance McSpadden Steal.,44,34
10:21,2116,Chad Brown made Jumper. Assisted by Terrell Allen.,46,34
10:09,158,Evan Taylor missed Jumper.,46,34
10:09,2116,Terrell Allen Defensive Rebound.,46,34
9:44,2116,Chance McSpadden missed Three Point Jumper.,46,34
9:44,2116,Dayon Griffin Offensive Rebound.,46,34
9:27,2116,Terrell Allen Turnover.,46,34
9:06,158,Jordy Tshimanga made Layup. Assisted by Glynn Watson Jr..,46,36
8:52,158,Foul on Isaiah Roby.,46,36
8:37,158,Foul on Jordy Tshimanga.,46,36
8:34,158,Foul on Isaiah Roby.,46,36
8:17,2116,Ceasar DeJesus missed Jumper.,46,36
8:17,2116,Chance McSpadden Offensive Rebound.,46,36
8:14,158,Foul on Isaiah Roby.,46,36
8:14,2116,Chance McSpadden missed Free Throw.,46,36
8:14,158,Isaiah Roby Defensive Rebound.,46,36
8:01,2116,Foul on Ceasar DeJesus.,46,36
7:50,158,James Palmer Jr. Turnover.,46,36
7:50,158,Official TV Timeout,46,36
7:26,2116,Myles Douglas made Three Point Jumper.,49,36
7:11,2116,Foul on Tacko Fall.,49,36
7:11,158,James Palmer Jr. made Free Throw.,49,37
7:11,158,James Palmer Jr. made Free Throw.,49,38
6:54,158,Foul on Glynn Watson Jr..,49,38
6:54,2116,Myles Douglas missed Free Throw.,49,38
6:54,158,Isaac Copeland Defensive Rebound.,49,38
6:41,158,James Palmer Jr. made Three Point Jumper. Assisted by Glynn Watson Jr..,49,41
6:39,158,Nebraska  Timeout,49,41
6:39,158,Official TV Timeout,49,41
6:16,2116,Terrell Allen missed Jumper.,49,41
6:16,158,Glynn Watson Jr. Defensive Rebound.,49,41
6:08,2116,Foul on Ceasar DeJesus.,49,41
6:00,158,James Palmer Jr. missed Jumper.,49,41
6:00,2116,Tacko Fall Block.,49,41
5:58,158,James Palmer Jr. Offensive Rebound.,49,41
5:50,158,Glynn Watson Jr. missed Jumper.,49,41
5:50,2116,Tacko Fall Block.,49,41
5:49,2116,Tacko Fall Defensive Rebound.,49,41
5:29,2116,Tacko Fall missed Jumper.,49,41
5:29,158,Nebraska Defensive Rebound.,49,41
5:04,158,James Palmer Jr. missed Jumper.,49,41
5:04,158,Jordy Tshimanga Offensive Rebound.,49,41
5:02,158,Jordy Tshimanga missed Layup.,49,41
5:02,158,Jordy Tshimanga Offensive Rebound.,49,41
4:59,158,Jordy Tshimanga made Jumper.,49,43
4:49,2116,UCF  Timeout,49,43
4:43,2116,Ceasar DeJesus made Jumper.,51,43
4:24,2116,Foul on Ceasar DeJesus.,51,43
4:24,158,Evan Taylor made Free Throw.,51,44
4:24,158,Evan Taylor made Free Throw.,51,45
3:56,2116,Terrell Allen made Layup.,53,45
3:37,158,James Palmer Jr. made Jumper. Assisted by Evan Taylor.,53,47
3:17,2116,Terrell Allen missed Jumper.,53,47
3:17,158,Jordy Tshimanga Defensive Rebound.,53,47
3:15,2116,Foul on Terrell Allen.,53,47
3:15,158,Official TV Timeout,53,47
3:15,158,Jordy Tshimanga missed Free Throw.,53,47
3:15,2116,A.J. Davis Defensive Rebound.,53,47
2:51,2116,A.J. Davis made Three Point Jumper. Assisted by Ceasar DeJesus.,56,47
2:28,158,Isaac Copeland made Jumper. Assisted by Glynn Watson Jr..,56,49
2:07,2116,Ceasar DeJesus Turnover.,56,49
2:06,158,James Palmer Jr. Steal.,56,49
1:58,158,Glynn Watson Jr. missed Three Point Jumper.,56,49
1:58,2116,Ceasar DeJesus Defensive Rebound.,56,49
1:56,158,Foul on Jordy Tshimanga.,56,49
1:56,2116,Ceasar DeJesus made Free Throw.,57,49
1:56,2116,Ceasar DeJesus made Free Throw.,58,49
1:44,158,Evan Taylor missed Jumper.,58,49
1:44,2116,Tacko Fall Defensive Rebound.,58,49
1:14,2116,Tacko Fall made Dunk. Assisted by Ceasar DeJesus.,60,49
1:04,158,James Palmer Jr. missed Jumper.,60,49
1:04,158,James Palmer Jr. Offensive Rebound.,60,49
1:01,158,James Palmer Jr. made Layup.,60,51
1:00,158,Nebraska  Timeout,60,51
1:00,158,Foul on Evan Taylor.,60,51
1:00,2116,Terrell Allen missed Free Throw.,60,51
1:00,2116,UCF Deadball Team Rebound.,60,51
1:00,2116,Terrell Allen made Free Throw.,61,51
0:53,158,James Palmer Jr. made Three Point Jumper. Assisted by Isaac Copeland.,61,54
0:53,158,Nebraska  Timeout,61,54
0:44,2116,Dayon Griffin made Layup. Assisted by A.J. Davis.,63,54
0:38,158,Isaac Copeland missed Three Point Jumper.,63,54
0:38,2116,A.J. Davis Defensive Rebound.,63,54
0:35,158,Foul on Glynn Watson Jr..,63,54
0:35,2116,A.J. Davis made Free Throw.,64,54
0:35,2116,A.J. Davis made Free Throw.,65,54
0:30,2116,Foul on Dayon Griffin.,65,54
0:30,158,James Palmer Jr. made Free Throw.,65,55
0:30,158,James Palmer Jr. made Free Throw.,65,56
0:29,158,Foul on Evan Taylor.,65,56
0:29,2116,Terrell Allen missed Free Throw.,65,56
0:29,2116,UCF Deadball Team Rebound.,65,56
0:29,2116,Terrell Allen missed Free Throw.,65,56
0:29,158,Isaac Copeland Defensive Rebound.,65,56
0:21,158,Evan Taylor made Three Point Jumper. Assisted by Glynn Watson Jr..,65,59
0:20,2116,UCF  Timeout,65,59
0:19,158,Foul on Glynn Watson Jr..,65,59
0:19,2116,Chance McSpadden made Free Throw.,66,59
0:19,2116,Chance McSpadden made Free Throw.,67,59
0:13,158,Glynn Watson Jr. missed Three Point Jumper.,67,59
0:13,2116,A.J. Davis Defensive Rebound.,67,59
0:11,158,Foul on Isaac Copeland.,67,59
0:11,2116,A.J. Davis missed Free Throw.,67,59
0:11,2116,UCF Deadball Team Rebound.,67,59
0:11,2116,A.J. Davis made Free Throw.,68,59
0:02,158,James Palmer Jr. Turnover.,68,59
0:01,2116,A.J. Davis Steal.,68,59
0:00,158,End of Game,68,59
