Charleston,2534,Sam Houston State,232
0:09,2534,Cameron Delaney Turnover.,23,18
0:05,232,Joe Chealey missed Jumper.,23,18
0:05,232,Nick Harris Offensive Rebound.,23,18
0:01,232,Nick Harris made Layup.,25,18
0:00,2534,End of 1st half,25,18
19:53,2534,Jamal Williams Turnover.,25,18
19:53,232,Marquise Pointer Steal.,25,18
19:33,232,Joe Chealey missed Jumper.,25,18
19:33,2534,Bubba Furlong Block.,25,18
19:32,232,Joe Chealey Offensive Rebound.,25,18
19:26,232,Marquise Pointer missed Three Point Jumper.,25,18
19:26,2534,Marcus Harris Defensive Rebound.,25,18
19:07,232,Foul on Marquise Pointer.,25,18
19:05,2534,John Dewey III Turnover.,25,18
18:47,232,Nick Harris missed Layup.,25,18
18:47,2534,Bubba Furlong Block.,25,18
18:45,2534,Bubba Furlong Defensive Rebound.,25,18
18:40,2534,John Dewey III missed Layup.,25,18
18:40,232,Marquise Pointer Block.,25,18
18:37,232,Nick Harris Defensive Rebound.,25,18
18:21,2534,Foul on Marcus Harris.,25,18
18:21,232,Marquise Pointer made Free Throw.,26,18
18:21,232,Marquise Pointer missed Free Throw.,26,18
18:21,2534,Bubba Furlong Defensive Rebound.,26,18
17:59,2534,Christopher Galbreath Jr. missed Jumper.,26,18
17:59,232,Jaylen McManus Defensive Rebound.,26,18
17:53,2534,Foul on Marcus Harris.,26,18
17:53,232,Marquise Pointer made Free Throw.,27,18
17:53,232,Marquise Pointer missed Free Throw.,27,18
17:53,2534,Jamal Williams Defensive Rebound.,27,18
17:28,2534,Marcus Harris made Three Point Jumper. Assisted by Jamal Williams.,27,21
17:05,232,Joe Chealey missed Jumper.,27,21
17:05,232,Nick Harris Offensive Rebound.,27,21
16:49,232,Nick Harris made Layup. Assisted by Marquise Pointer.,29,21
16:34,2534,John Dewey III Turnover.,29,21
16:33,232,Marquise Pointer Steal.,29,21
16:31,232,Marquise Pointer missed Layup.,29,21
16:31,2534,Christopher Galbreath Jr. Defensive Rebound.,29,21
16:27,2534,Marcus Harris missed Three Point Jumper.,29,21
16:18,2534,John Dewey III Offensive Rebound.,29,21
16:12,2534,John Dewey III made Three Point Jumper.,29,24
15:59,232,Cameron Johnson made Three Point Jumper.,32,24
15:43,232,Foul on Joe Chealey.,32,24
15:43,2534,Official TV Timeout,32,24
15:29,2534,Marcus Harris made Layup.,32,26
15:09,232,Brevin Galloway missed Three Point Jumper.,32,26
15:09,2534,Christopher Galbreath Jr. Defensive Rebound.,32,26
14:59,2534,Marcus Harris made Layup. Assisted by John Dewey III.,32,28
14:46,2534,Foul on Christopher Galbreath Jr..,32,28
14:36,232,Joe Chealey made Layup.,34,28
14:16,232,Foul on Osinachi Smart.,34,28
14:09,2534,Christopher Galbreath Jr. made Jumper. Assisted by John Dewey III.,34,30
13:47,232,Evan Bailey missed Three Point Jumper.,34,30
13:47,2534,Christopher Galbreath Jr. Defensive Rebound.,34,30
13:36,2534,John Dewey III missed Three Point Jumper.,34,30
13:36,2534,Sam Houston State Deadball Team Rebound.,34,30
13:35,232,Foul on Osinachi Smart.,34,30
13:35,232,Foul on Brevin Galloway.,34,30
13:23,2534,John Dewey III made Three Point Jumper.,34,33
13:05,2534,Foul on Freddy Bitondo.,34,33
12:55,232,Joe Chealey made Layup. Assisted by Marquise Pointer.,36,33
12:35,2534,Cameron Delaney missed Three Point Jumper.,36,33
12:35,232,Nick Harris Defensive Rebound.,36,33
12:12,232,Nick Harris Turnover.,36,33
12:11,2534,Marcus Harris Steal.,36,33
12:01,2534,Jamal Williams missed Jumper.,36,33
12:01,232,Marquise Pointer Defensive Rebound.,36,33
11:51,232,Evan Bailey made Three Point Jumper. Assisted by Joe Chealey.,39,33
11:48,232,Charleston  Timeout,39,33
11:30,2534,Albert Almanza made Three Point Jumper. Assisted by John Dewey III.,39,36
11:27,232,Foul on Cameron Johnson.,39,36
11:27,232,Cameron Johnson Turnover.,39,36
11:26,2534,Albert Almanza missed Three Point Jumper.,39,36
11:26,232,Marquise Pointer Defensive Rebound.,39,36
11:09,232,Cameron Johnson missed Three Point Jumper.,39,36
11:09,232,Charleston Deadball Team Rebound.,39,36
11:06,2534,Foul on Marcus Harris.,39,36
11:06,232,Marquise Pointer made Free Throw.,40,36
11:06,232,Marquise Pointer made Free Throw.,41,36
10:50,2534,Albert Almanza missed Layup.,41,36
10:50,232,Nick Harris Defensive Rebound.,41,36
10:39,232,Joe Chealey missed Jumper.,41,36
10:39,2534,Bubba Furlong Defensive Rebound.,41,36
10:29,2534,Josh Delaney made Jumper. Assisted by Jamal Williams.,41,38
10:00,232,Marquise Pointer missed Three Point Jumper.,41,38
10:00,2534,Bubba Furlong Defensive Rebound.,41,38
9:44,2534,Bubba Furlong missed Layup.,41,38
9:44,2534,Sam Houston State Deadball Team Rebound.,41,38
9:44,232,Foul on Cameron Johnson.,41,38
9:44,2534,Cameron Delaney missed Free Throw.,41,38
9:44,232,Marquise Pointer Defensive Rebound.,41,38
9:28,232,Joe Chealey missed Three Point Jumper.,41,38
9:28,2534,Sam Houston State Defensive Rebound.,41,38
9:01,2534,Albert Almanza made Three Point Jumper. Assisted by Cameron Delaney.,41,41
8:37,232,Jaylen McManus missed Three Point Jumper.,41,41
8:37,232,Charleston Deadball Team Rebound.,41,41
8:35,2534,Foul on Bubba Furlong.,41,41
8:24,232,Nick Harris made Layup. Assisted by Marquise Pointer.,43,41
8:07,2534,Christopher Galbreath Jr. missed Jumper.,43,41
8:07,232,Jaylen McManus Defensive Rebound.,43,41
7:38,232,Evan Bailey made Three Point Jumper. Assisted by Joe Chealey.,46,41
7:21,2534,Cameron Delaney missed Three Point Jumper.,46,41
7:21,232,Charleston Defensive Rebound.,46,41
7:19,2534,Official TV Timeout,46,41
7:06,232,Joe Chealey missed Three Point Jumper.,46,41
7:06,2534,Christopher Galbreath Jr. Defensive Rebound.,46,41
6:50,2534,Christopher Galbreath Jr. missed Jumper.,46,41
6:50,232,Nick Harris Block.,46,41
6:47,232,Jaylen McManus Defensive Rebound.,46,41
6:23,232,Evan Bailey missed Three Point Jumper.,46,41
6:23,2534,Christopher Galbreath Jr. Defensive Rebound.,46,41
5:55,2534,Christopher Galbreath Jr. made Three Point Jumper. Assisted by Cameron Delaney.,46,44
5:40,232,Foul on Joe Chealey.,46,44
5:40,232,Cameron Johnson Turnover.,46,44
5:12,2534,Cameron Delaney missed Layup.,46,44
5:12,232,Jaylen McManus Block.,46,44
5:12,2534,Sam Houston State Offensive Rebound.,46,44
5:09,2534,Josh Delaney missed Three Point Jumper.,46,44
5:09,232,Nick Harris Defensive Rebound.,46,44
4:44,232,Cameron Johnson made Layup. Assisted by Evan Bailey.,48,44
4:21,2534,Josh Delaney missed Three Point Jumper.,48,44
4:21,232,Joe Chealey Defensive Rebound.,48,44
3:51,232,Marquise Pointer missed Three Point Jumper.,48,44
3:51,232,Cameron Johnson Offensive Rebound.,48,44
3:23,232,Cameron Johnson missed Three Point Jumper.,48,44
3:23,2534,Albert Almanza Defensive Rebound.,48,44
3:15,2534,Albert Almanza Turnover.,48,44
3:15,232,Marquise Pointer Steal.,48,44
3:15,2534,Foul on John Dewey III.,48,44
3:15,2534,Official TV Timeout,48,44
3:15,232,Marquise Pointer missed Free Throw.,48,44
3:15,2534,Marcus Harris Defensive Rebound.,48,44
3:05,2534,Christopher Galbreath Jr. missed Jumper.,48,44
3:05,232,Marquise Pointer Defensive Rebound.,48,44
2:49,232,Nick Harris made Dunk. Assisted by Joe Chealey.,50,44
2:49,2534,Foul on Christopher Galbreath Jr..,50,44
2:49,232,Nick Harris made Free Throw.,51,44
2:41,232,Foul on Evan Bailey.,51,44
2:41,2534,John Dewey III made Free Throw.,51,45
2:41,2534,John Dewey III made Free Throw.,51,46
2:15,232,Nick Harris made Layup. Assisted by Cameron Johnson.,53,46
1:59,2534,John Dewey III Turnover.,53,46
1:57,232,Marquise Pointer Steal.,53,46
1:31,232,Cameron Johnson made Jumper. Assisted by Joe Chealey.,55,46
1:11,2534,Marcus Harris missed Three Point Jumper.,55,46
1:11,232,Marquise Pointer Defensive Rebound.,55,46
1:02,2534,Foul on Josh Delaney.,55,46
1:02,232,Joe Chealey made Free Throw.,56,46
1:02,232,Joe Chealey made Free Throw.,57,46
0:52,2534,Josh Delaney made Three Point Jumper. Assisted by John Dewey III.,57,49
0:51,2534,Sam Houston State  Timeout,57,49
0:49,2534,Foul on Marcus Harris.,57,49
0:49,232,Joe Chealey made Free Throw.,58,49
0:49,232,Joe Chealey missed Free Throw.,58,49
0:49,2534,Albert Almanza Defensive Rebound.,58,49
0:37,2534,Marcus Harris missed Three Point Jumper.,58,49
0:37,232,Nick Harris Block.,58,49
0:33,232,Cameron Johnson Defensive Rebound.,58,49
0:33,2534,Foul on Albert Almanza.,58,49
0:33,232,Cameron Johnson missed Free Throw.,58,49
0:33,232,Charleston Deadball Team Rebound.,58,49
0:33,232,Cameron Johnson missed Free Throw.,58,49
0:33,2534,John Dewey III Defensive Rebound.,58,49
0:20,2534,Albert Almanza missed Three Point Jumper.,58,49
0:20,232,Cameron Johnson Defensive Rebound.,58,49
0:16,2534,Foul on Marcus Harris.,58,49
0:16,232,Joe Chealey missed Free Throw.,58,49
0:16,232,Charleston Deadball Team Rebound.,58,49
0:16,232,Joe Chealey made Free Throw.,59,49
0:09,2534,Albert Almanza missed Three Point Jumper.,59,49
0:09,232,Cameron Johnson Defensive Rebound.,59,49
0:00,2534,End of Game,59,49
