Centenary,Error,UL Monroe,2433
16:02,2113,Treylan Matthews Turnover.,6,12
15:45,2433,Nick Coppola missed Jumper.,6,12
15:45,2113,Cedric Harris Block.,6,12
15:44,2113,Travion Kirkendoll Defensive Rebound.,6,12
15:40,2433,Foul on Sam McDaniel.,6,12
15:40,2433,Official TV Timeout,6,12
15:40,2113,Travion Kirkendoll made Free Throw.,7,12
15:40,2113,Travion Kirkendoll missed Free Throw.,7,12
15:40,2433,Marvin Jean-Pierre Defensive Rebound.,7,12
15:15,2433,Marvin Jean-Pierre missed Three Point Jumper.,7,12
15:15,2113,Cedric Harris Defensive Rebound.,7,12
15:00,2113,Dyllon Weaver Turnover.,7,12
14:59,2433,Travis Munnings Steal.,7,12
14:56,2433,Travis Munnings made Layup.,7,14
14:33,2113,Cedric Harris Turnover.,7,14
14:15,2433,Nick Coppola made Layup.,7,16
13:55,2113,Dyllon Weaver missed Three Point Jumper.,7,16
13:55,2433,Travis Munnings Defensive Rebound.,7,16
13:48,2433,Marvin Jean-Pierre made Layup. Assisted by Travis Munnings.,7,18
13:34,2113,Treylan Matthews Turnover.,7,18
13:33,2433,Marvin Jean-Pierre Steal.,7,18
13:30,2433,Jordon Harris made Layup. Assisted by Marvin Jean-Pierre.,7,20
13:01,2113,Travion Kirkendoll missed Jumper.,7,20
13:01,2433,Nick Coppola Defensive Rebound.,7,20
12:57,2433,Marvin Jean-Pierre made Layup. Assisted by Nick Coppola.,7,22
12:55,2113,Centenary  Timeout,7,22
12:37,2113,Cedric Harris missed Three Point Jumper.,7,22
12:37,2113,Kj Boyd Offensive Rebound.,7,22
12:30,2113,Kj Boyd missed Jumper.,7,22
12:30,2433,Nick Coppola Defensive Rebound.,7,22
12:22,2433,Jordon Harris made Three Point Jumper. Assisted by Marvin Jean-Pierre.,7,25
12:10,2113,Travion Kirkendoll missed Jumper.,7,25
12:10,2433,Marvin Jean-Pierre Defensive Rebound.,7,25
12:05,2433,Foul on Travis Munnings.,7,25
12:05,2433,Travis Munnings Turnover.,7,25
11:51,2433,Foul on Marvin Jean-Pierre.,7,25
11:51,2433,Official TV Timeout,7,25
11:51,2113,Cedric Harris missed Free Throw.,7,25
11:51,2433,Roderick Taylor Defensive Rebound.,7,25
11:31,2433,Marvin Jean-Pierre Turnover.,7,25
11:19,2113,James Sapp made Jumper.,9,25
11:02,2433,Sam McDaniel missed Jumper.,9,25
11:02,2113,James Sapp Defensive Rebound.,9,25
10:48,2113,Travion Kirkendoll missed Jumper.,9,25
10:48,2433,Roderick Taylor Block.,9,25
10:46,2433,Sam McDaniel Defensive Rebound.,9,25
10:40,2433,Jordon Harris made Layup.,9,27
10:32,2113,Travion Kirkendoll made Layup.,11,27
10:09,2433,Marvin Jean-Pierre Turnover.,11,27
9:57,2113,James Sapp made Jumper.,13,27
9:39,2433,Marcus Washington made Layup. Assisted by Jordon Harris.,13,29
9:19,2113,Travion Kirkendoll missed Three Point Jumper.,13,29
9:17,2113,Centenary Deadball Team Rebound.,13,29
9:17,2433,Foul on Sam McDaniel.,13,29
9:17,2113,James Sapp made Free Throw.,14,29
9:17,2113,James Sapp made Free Throw.,15,29
9:03,2433,Sam Alabakis made Layup. Assisted by Jordon Harris.,15,31
8:52,2113,James Sapp made Three Point Jumper. Assisted by Kj Boyd.,18,31
8:33,2433,Jordon Harris made Jumper.,18,33
8:23,2113,Kj Boyd Turnover.,18,33
8:09,2433,Nick Coppola missed Three Point Jumper.,18,33
8:09,2113,Kj Boyd Defensive Rebound.,18,33
8:03,2113,James Sapp missed Layup.,18,33
8:03,2433,Nick Coppola Defensive Rebound.,18,33
7:56,2433,Wade Martin missed Three Point Jumper.,18,33
7:56,2433,Ramses Sandifer Offensive Rebound.,18,33
7:51,2113,Foul on Cedric Harris.,18,33
7:51,2433,Official TV Timeout,18,33
7:51,2433,Ramses Sandifer made Free Throw.,18,34
7:51,2433,Ramses Sandifer made Free Throw.,18,35
7:46,2113,Jericho Gray made Three Point Jumper. Assisted by Treylan Matthews.,21,35
7:29,2433,Wade Martin missed Three Point Jumper.,21,35
7:29,2113,Centenary Defensive Rebound.,21,35
7:13,2113,Foul on James Sapp.,21,35
7:13,2113,James Sapp Turnover.,21,35
6:57,2433,Foul on Marcus Washington.,21,35
6:57,2433,Marcus Washington Turnover.,21,35
6:45,2113,James Sapp missed Jumper.,21,35
6:45,2113,James Sapp Offensive Rebound.,21,35
6:33,2113,Treylan Matthews Turnover.,21,35
6:33,2433,Marvin Jean-Pierre Steal.,21,35
6:17,2113,Foul on Jericho Gray.,21,35
6:17,2433,Ramses Sandifer made Free Throw.,21,36
6:17,2433,Ramses Sandifer made Free Throw.,21,37
6:08,2113,Treylan Matthews Turnover.,21,37
6:07,2433,Marvin Jean-Pierre Steal.,21,37
6:04,2113,Foul on Wyatt Behara.,21,37
6:04,2433,Marvin Jean-Pierre missed Free Throw.,21,37
6:04,2433,UL Monroe Deadball Team Rebound.,21,37
6:04,2433,Marvin Jean-Pierre missed Free Throw.,21,37
6:04,2433,Sam Alabakis Offensive Rebound.,21,37
6:03,2433,Sam Alabakis missed Layup.,21,37
6:03,2113,James Sapp Defensive Rebound.,21,37
5:52,2433,Foul on Jordon Harris.,21,37
5:52,2113,Dyllon Weaver made Free Throw.,22,37
5:52,2113,Dyllon Weaver made Free Throw.,23,37
5:35,2433,Marvin Jean-Pierre missed Layup.,23,37
5:35,2433,Sam Alabakis Offensive Rebound.,23,37
5:32,2433,Sam Alabakis Turnover.,23,37
5:19,2113,Treylan Matthews missed Layup.,23,37
5:19,2433,Roderick Taylor Block.,23,37
5:19,2113,Centenary Offensive Rebound.,23,37
5:17,2113,James Sapp missed Jumper.,23,37
5:17,2433,Travis Munnings Defensive Rebound.,23,37
4:59,2433,Nick Coppola missed Three Point Jumper.,23,37
4:59,2113,Centenary Deadball Team Rebound.,23,37
4:39,2113,Treylan Matthews missed Layup.,23,37
4:39,2433,Travis Munnings Defensive Rebound.,23,37
4:30,2433,Jordon Harris missed Three Point Jumper.,23,37
4:30,2433,Roderick Taylor Offensive Rebound.,23,37
4:13,2113,Foul on Travion Kirkendoll.,23,37
4:13,2433,Roderick Taylor missed Free Throw.,23,37
4:13,2113,James Sapp Defensive Rebound.,23,37
4:09,2113,James Sapp Turnover.,23,37
3:58,2433,Travis Munnings made Layup. Assisted by Nick Coppola.,23,39
3:48,2113,Jericho Gray made Three Point Jumper. Assisted by Travion Kirkendoll.,26,39
3:21,2433,Jordon Harris made Three Point Jumper. Assisted by Marvin Jean-Pierre.,26,42
3:03,2113,James Sapp missed Jumper.,26,42
3:03,2433,Travis Munnings Defensive Rebound.,26,42
2:54,2433,Jordon Harris made Layup.,26,44
2:41,2113,Travion Kirkendoll missed Three Point Jumper.,26,44
2:41,2433,UL Monroe Defensive Rebound.,26,44
2:39,2433,Official TV Timeout,26,44
2:28,2433,Jordon Harris made Three Point Jumper.,26,47
2:14,2113,Travion Kirkendoll made Layup.,28,47
2:08,2433,UL Monroe  Timeout,28,47
1:57,2433,Jordon Harris missed Three Point Jumper.,28,47
1:57,2433,Travis Munnings Offensive Rebound.,28,47
1:44,2113,Foul on Treylan Matthews.,28,47
1:44,2433,Sam McDaniel made Free Throw.,28,48
1:44,2433,Sam McDaniel missed Free Throw.,28,48
1:44,2433,Marvin Jean-Pierre Offensive Rebound.,28,48
1:43,2433,Marvin Jean-Pierre made Jumper.,28,50
1:35,2113,Travion Kirkendoll Turnover.,28,50
1:34,2433,Jordon Harris Steal.,28,50
1:30,2433,Sam McDaniel missed Three Point Jumper.,28,50
1:30,2433,Marvin Jean-Pierre Offensive Rebound.,28,50
1:27,2433,Marvin Jean-Pierre made Two Point Tip Shot.,28,52
1:09,2113,Travion Kirkendoll missed Jumper.,28,52
1:09,2433,Travis Munnings Defensive Rebound.,28,52
1:00,2433,Marvin Jean-Pierre made Three Point Jumper. Assisted by Nick Coppola.,28,55
0:38,2433,Foul on Marvin Jean-Pierre.,28,55
0:38,2113,Trey Barstow missed Free Throw.,28,55
0:38,2113,Centenary Deadball Team Rebound.,28,55
0:38,2113,Trey Barstow made Free Throw.,29,55
0:09,2433,Jordon Harris made Three Point Jumper. Assisted by Nick Coppola.,29,58
0:01,2113,Treylan Matthews missed Three Point Jumper.,29,58
0:01,2113,Centenary Deadball Team Rebound.,29,58
0:00,2433,End of 1st half,29,58
19:49,2113,Foul on Mitchell Tarantolo.,29,58
19:36,2113,Foul on Mitchell Tarantolo.,29,58
19:36,2433,Travis Munnings made Free Throw.,29,59
19:36,2433,Travis Munnings made Free Throw.,29,60
19:21,2113,Travion Kirkendoll made Three Point Jumper. Assisted by Wyatt Behara.,32,60
18:56,2433,Marcus Washington made Three Point Jumper. Assisted by Nick Coppola.,32,63
18:48,2113,Travion Kirkendoll made Three Point Jumper.,35,63
18:35,2433,Nick Coppola made Three Point Jumper. Assisted by Travis Munnings.,35,66
18:31,2433,UL Monroe  Timeout,35,66
18:19,2433,Foul on Marcus Washington.,35,66
18:19,2113,Travion Kirkendoll made Free Throw.,36,66
18:19,2113,Travion Kirkendoll made Free Throw.,37,66
18:19,2113,Travion Kirkendoll made Free Throw.,38,66
17:57,2433,Travis Munnings made Jumper. Assisted by Nick Coppola.,38,68
17:48,2113,Travion Kirkendoll missed Three Point Jumper.,38,68
17:48,2113,James Sapp Offensive Rebound.,38,68
17:35,2113,Wyatt Behara made Jumper. Assisted by Dyllon Weaver.,40,68
17:13,2433,Sam Alabakis Turnover.,40,68
17:02,2113,James Sapp missed Three Point Jumper.,40,68
17:02,2433,UL Monroe Defensive Rebound.,40,68
16:46,2113,Foul on Travion Kirkendoll.,40,68
16:30,2433,Marcus Washington Turnover.,40,68
16:18,2113,Kj Boyd missed Layup.,40,68
16:18,2113,Centenary Offensive Rebound.,40,68
16:14,2113,Dyllon Weaver missed Three Point Jumper.,40,68
16:14,2433,Sam McDaniel Defensive Rebound.,40,68
16:06,2433,Marvin Jean-Pierre missed Jumper.,40,68
16:06,2113,Centenary Defensive Rebound.,40,68
15:51,2113,James Sapp missed Jumper.,40,68
15:51,2433,Sam McDaniel Defensive Rebound.,40,68
15:31,2433,Nick Coppola made Three Point Jumper. Assisted by Sam McDaniel.,40,71
15:18,2433,Foul on Sam Alabakis.,40,71
15:18,2433,Official TV Timeout,40,71
15:18,2113,James Sapp made Free Throw.,41,71
15:18,2113,James Sapp missed Free Throw.,41,71
15:18,2433,Travis Munnings Defensive Rebound.,41,71
14:50,2433,Nick Coppola missed Jumper.,41,71
14:50,2433,Travis Munnings Offensive Rebound.,41,71
14:46,2433,Travis Munnings made Two Point Tip Shot.,41,73
14:38,2113,Cedric Harris missed Three Point Jumper.,41,73
14:38,2433,Travis Munnings Defensive Rebound.,41,73
14:30,2113,Foul on Kj Boyd.,41,73
14:30,2433,Nick Coppola missed Free Throw.,41,73
14:30,2433,UL Monroe Deadball Team Rebound.,41,73
14:30,2433,Nick Coppola made Free Throw.,41,74
14:20,2113,Travion Kirkendoll Turnover.,41,74
14:18,2433,Nick Coppola Steal.,41,74
14:10,2433,Marvin Jean-Pierre missed Jumper.,41,74
14:10,2113,Cedric Harris Defensive Rebound.,41,74
13:56,2113,Travion Kirkendoll Turnover.,41,74
13:53,2433,Nick Coppola Steal.,41,74
13:48,2433,Marvin Jean-Pierre Turnover.,41,74
13:45,2113,Cedric Harris made Jumper. Assisted by Kj Boyd.,43,74
13:17,2433,Travis Munnings missed Three Point Jumper.,43,74
13:17,2113,Cedric Harris Defensive Rebound.,43,74
13:04,2113,Cedric Harris missed Three Point Jumper.,43,74
13:04,2433,Nick Coppola Defensive Rebound.,43,74
12:55,2433,Travis Munnings made Layup. Assisted by Marvin Jean-Pierre.,43,76
12:35,2113,James Sapp missed Jumper.,43,76
12:35,2433,Nick Coppola Defensive Rebound.,43,76
12:24,2433,Marvin Jean-Pierre made Layup.,43,78
12:00,2113,Travion Kirkendoll made Three Point Jumper.,46,78
11:41,2433,Jordon Harris made Three Point Jumper.,46,81
11:27,2433,Foul on Marvin Jean-Pierre.,46,81
11:27,2433,Official TV Timeout,46,81
11:27,2113,Travion Kirkendoll made Free Throw.,47,81
11:27,2113,Travion Kirkendoll made Free Throw.,48,81
11:13,2433,Wade Martin missed Three Point Jumper.,48,81
11:13,2113,Centenary Deadball Team Rebound.,48,81
11:10,2433,Foul on Roderick Taylor.,48,81
10:55,2113,Jericho Gray missed Three Point Jumper.,48,81
10:55,2433,UL Monroe Defensive Rebound.,48,81
10:41,2433,Ramses Sandifer missed Layup.,48,81
10:41,2113,Cedric Harris Block.,48,81
10:40,2113,Travion Kirkendoll Defensive Rebound.,48,81
10:32,2113,Cedric Harris missed Jumper.,48,81
10:32,2113,Trey Barstow Offensive Rebound.,48,81
10:31,2113,Trey Barstow Turnover.,48,81
10:20,2433,Jordon Harris Turnover.,48,81
10:13,2113,Jericho Gray made Three Point Jumper. Assisted by Kj Boyd.,51,81
9:51,2433,Ramses Sandifer missed Jumper.,51,81
9:51,2113,Travion Kirkendoll Defensive Rebound.,51,81
9:46,2113,Trey Barstow missed Three Point Jumper.,51,81
9:46,2433,Wade Martin Defensive Rebound.,51,81
9:25,2433,Marcus Washington missed Jumper.,51,81
9:25,2113,Kj Boyd Defensive Rebound.,51,81
9:14,2113,Kj Boyd Turnover.,51,81
9:13,2433,Marcus Washington Steal.,51,81
9:10,2113,Foul on Travion Kirkendoll.,51,81
9:04,2433,Foul on Travis Munnings.,51,81
9:04,2433,Travis Munnings Turnover.,51,81
8:50,2433,Foul on Wade Martin.,51,81
8:39,2113,Cedric Harris missed Jumper.,51,81
8:39,2433,Marcus Washington Defensive Rebound.,51,81
8:29,2433,Marcus Washington Turnover.,51,81
8:23,2113,Jericho Gray missed Jumper.,51,81
8:23,2433,Ramses Sandifer Defensive Rebound.,51,81
8:09,2433,Travis Munnings made Layup.,51,83
7:47,2113,Travion Kirkendoll missed Jumper.,51,83
7:47,2433,Travis Munnings Defensive Rebound.,51,83
7:40,2433,Marcus Washington missed Three Point Jumper.,51,83
7:40,2113,Cedric Harris Defensive Rebound.,51,83
7:30,2113,Kj Boyd missed Layup.,51,83
7:30,2113,Kj Boyd Offensive Rebound.,51,83
7:27,2433,Foul on Ramses Sandifer.,51,83
7:27,2433,Official TV Timeout,51,83
7:27,2113,Kj Boyd made Free Throw.,52,83
7:27,2113,Kj Boyd made Free Throw.,53,83
7:16,2433,UL Monroe  Turnover.,53,83
6:59,2113,Kj Boyd Turnover.,53,83
6:43,2433,Nick Coppola made Jumper.,53,85
6:34,2433,Foul on Nick Coppola.,53,85
6:34,2113,Travion Kirkendoll missed Free Throw.,53,85
6:34,2113,Centenary Deadball Team Rebound.,53,85
6:34,2113,Travion Kirkendoll made Free Throw.,54,85
6:13,2113,Foul on Treylan Matthews.,54,85
5:59,2433,Travis Munnings missed Three Point Jumper.,54,85
5:59,2433,Ramses Sandifer Offensive Rebound.,54,85
5:56,2433,Ramses Sandifer missed Layup.,54,85
5:56,2113,Cedric Harris Block.,54,85
5:55,2113,Jericho Gray Defensive Rebound.,54,85
5:48,2113,Cedric Harris missed Three Point Jumper.,54,85
5:48,2433,Nick Coppola Defensive Rebound.,54,85
5:40,2433,Lance Richard made Three Point Jumper. Assisted by Nick Coppola.,54,88
5:23,2113,Cedric Harris missed Three Point Jumper.,54,88
5:23,2433,Travis Munnings Defensive Rebound.,54,88
5:09,2433,Travis Munnings made Layup.,54,90
4:58,2113,Travion Kirkendoll made Layup.,56,90
4:38,2433,Lance Richard missed Three Point Jumper.,56,90
4:38,2113,James Sapp Defensive Rebound.,56,90
4:25,2113,Treylan Matthews missed Layup.,56,90
4:25,2113,Cedric Harris Offensive Rebound.,56,90
4:22,2113,Cedric Harris missed Layup.,56,90
4:22,2113,Treylan Matthews Offensive Rebound.,56,90
4:18,2433,Foul on Ramses Sandifer.,56,90
4:18,2113,Treylan Matthews made Free Throw.,57,90
4:18,2113,Treylan Matthews missed Free Throw.,57,90
4:18,2433,Prince Cooper Defensive Rebound.,57,90
4:08,2433,Lance Richard missed Three Point Jumper.,57,90
4:08,2113,Mitchell Tarantolo Defensive Rebound.,57,90
3:58,2113,Dyllon Weaver missed Jumper.,57,90
3:58,2433,Jordon Harris Defensive Rebound.,57,90
3:50,2433,Official TV Timeout,57,90
3:50,2113,Foul on Treylan Matthews.,57,90
3:50,2433,Jordon Harris missed Free Throw.,57,90
3:50,2113,Dyllon Weaver Defensive Rebound.,57,90
3:42,2113,Dyllon Weaver missed Layup.,57,90
3:42,2433,Jordon Harris Defensive Rebound.,57,90
3:34,2433,Lance Richard Turnover.,57,90
3:33,2113,Cedric Harris Steal.,57,90
3:17,2113,Jericho Gray made Three Point Jumper. Assisted by Treylan Matthews.,60,90
3:02,2433,Lance Richard Turnover.,60,90
2:52,2113,Jericho Gray missed Three Point Jumper.,60,90
2:52,2433,Sam McDaniel Defensive Rebound.,60,90
2:43,2433,Prince Cooper made Jumper.,60,92
2:31,2113,Treylan Matthews Turnover.,60,92
2:19,2433,Jordon Harris Turnover.,60,92
2:18,2113,Cedric Harris Steal.,60,92
2:10,2113,Dyllon Weaver missed Jumper.,60,92
2:10,2433,Roderick Taylor Defensive Rebound.,60,92
1:59,2113,Foul on Jericho Gray.,60,92
1:59,2433,Prince Cooper missed Free Throw.,60,92
1:59,2433,UL Monroe Deadball Team Rebound.,60,92
1:59,2433,Prince Cooper missed Free Throw.,60,92
1:59,2113,Centenary Deadball Team Rebound.,60,92
1:57,2433,Foul on Roderick Taylor.,60,92
1:57,2113,Mitchell Tarantolo missed Free Throw.,60,92
1:57,2113,Centenary Deadball Team Rebound.,60,92
1:57,2113,Mitchell Tarantolo made Free Throw.,61,92
1:42,2113,Foul on Jericho Gray.,61,92
1:42,2433,Prince Cooper missed Free Throw.,61,92
1:42,2113,Cedric Harris Defensive Rebound.,61,92
1:34,2113,Jericho Gray missed Three Point Jumper.,61,92
1:34,2433,Lance Richard Defensive Rebound.,61,92
1:12,2433,Roderick Taylor made Jumper. Assisted by Prince Cooper.,61,94
0:53,2113,Mitchell Tarantolo missed Jumper.,61,94
0:53,2113,Mitchell Tarantolo Offensive Rebound.,61,94
0:46,2113,Mitchell Tarantolo made Jumper.,63,94
0:33,2433,Sam McDaniel made Jumper.,63,96
0:27,2113,Dyllon Weaver missed Jumper.,63,96
0:27,2433,Prince Cooper Defensive Rebound.,63,96
0:00,2433,End of Game,63,96
