Illinois State,93,Murray State,2287
4:46,2287,Deontae Hawkins Block.,20,23
4:46,93,Bryce Jones Offensive Rebound.,20,23
4:41,2287,Foul on DJ Clayton.,20,23
4:41,93,Bryce Jones made Free Throw.,20,24
4:41,93,Bryce Jones made Free Throw.,20,25
4:30,2287,MiKyle McIntosh missed Jumper.,20,25
4:30,2287,Deontae Hawkins Offensive Rebound.,20,25
4:26,2287,Deontae Hawkins missed Jumper.,20,25
4:26,93,Bryce Jones Defensive Rebound.,20,25
4:25,93,Foul on Brion Sanchious.,20,25
4:24,93,Bryce Jones made Free Throw.,20,27
4:23,93,Bryce Jones made Free Throw.,20,27
4:14,2287,Foul on Phil Fayne.,20,27
4:12,2287,Phil Fayne made Jumper.,22,27
4:00,93,Bryce Jones missed Jumper.,22,27
3:59,93,Brion Sanchious Offensive Rebound.,22,27
3:49,93,Bryce Jones missed Jumper.,22,27
3:49,2287,Deontae Hawkins Defensive Rebound.,22,27
3:36,2287,MiKyle McIntosh made Free Throw.,23,27
3:36,2287,MiKyle McIntosh made Free Throw.,24,27
3:24,93,Jonathan Stark missed Jumper.,24,27
3:24,2287,Deontae Hawkins Defensive Rebound.,24,27
3:14,2287,MiKyle McIntosh made Jumper.,26,27
2:56,93,Damarcus Croaker missed Jumper.,26,27
2:56,2287,Deontae Hawkins Defensive Rebound.,26,27
2:48,2287,MiKyle McIntosh made Three Point Jumper.,29,27
2:45,93,Murray St  Timeout,29,27
2:19,93,Gilbert Thomas Jr. missed Layup.,29,27
2:19,2287,Phil Fayne Defensive Rebound.,29,27
2:06,2287,MiKyle McIntosh missed Jumper.,29,27
1:56,93,Bryce Jones Turnover.,29,27
1:37,2287,MiKyle McIntosh missed Jumper.,29,27
1:37,93,Brion Sanchious Defensive Rebound.,29,27
1:29,93,Bryce Jones missed Jumper.,29,27
1:29,2287,Deontae Hawkins Defensive Rebound.,29,27
1:22,2287,Madison Williams missed Jumper.,29,27
1:22,93,Gilbert Thomas Jr. Block.,29,27
1:22,93,Bryce Jones Defensive Rebound.,29,27
0:49,93,Gilbert Thomas Jr. made Dunk. Assisted by Brion Sanchious.,29,29
0:28,2287,Keyshawn Evans Turnover.,29,29
0:05,93,Terrell Miller Jr. missed Jumper.,29,29
0:05,2287,DJ Clayton Defensive Rebound.,29,29
0:01,2287,Keyshawn Evans made Three Point Jumper. Assisted by DJ Clayton.,32,29
0:00,93,End of 1st half,32,29
19:43,2287,Foul on Deontae Hawkins.,32,29
19:43,93,Damarcus Croaker made Free Throw.,32,30
19:43,93,Damarcus Croaker missed Free Throw.,32,30
19:43,2287,MiKyle McIntosh Defensive Rebound.,32,30
19:33,2287,Tony Wills Turnover.,32,30
19:03,93,Damarcus Croaker missed Jumper.,32,30
19:03,2287,Illinois St Defensive Rebound.,32,30
18:41,2287,Deontae Hawkins missed Jumper.,32,30
18:41,93,Murray St Defensive Rebound.,32,30
18:40,2287,Foul on MiKyle McIntosh.,32,30
18:24,2287,Foul on Phil Fayne.,32,30
18:24,93,Murray St Deadball Team Rebound.,32,30
18:24,93,Brion Sanchious missed Free Throw.,32,30
18:24,93,Brion Sanchious missed Free Throw.,32,30
18:24,2287,MiKyle McIntosh Defensive Rebound.,32,30
18:16,2287,Deontae Hawkins made Three Point Jumper. Assisted by Paris Lee.,35,30
17:50,93,Jonathan Stark missed Jumper.,35,30
17:50,2287,MiKyle McIntosh Defensive Rebound.,35,30
17:38,2287,Deontae Hawkins missed Jumper.,35,30
17:38,93,Bryce Jones Defensive Rebound.,35,30
17:23,2287,Foul on Paris Lee.,35,30
17:17,93,Terrell Miller Jr. missed Jumper.,35,30
17:17,2287,Deontae Hawkins Defensive Rebound.,35,30
16:53,2287,DJ Clayton made Jumper. Assisted by Deontae Hawkins.,37,30
16:22,93,Terrell Miller Jr. made Layup.,37,32
16:14,2287,Tony Wills made Three Point Jumper. Assisted by Keyshawn Evans.,40,32
15:54,93,Damarcus Croaker missed Jumper.,40,32
15:54,2287,Tony Wills Defensive Rebound.,40,32
15:52,93,Foul on Terrell Miller Jr..,40,32
15:51,93,Official TV Timeout,40,32
15:40,2287,MiKyle McIntosh missed Jumper.,40,32
15:40,93,Jonathan Stark Defensive Rebound.,40,32
15:28,93,Terrell Miller Jr. made Jumper. Assisted by Bryce Jones.,40,34
15:16,2287,MiKyle McIntosh Turnover.,40,34
15:06,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,40,37
14:48,2287,Deontae Hawkins made Layup. Assisted by DJ Clayton.,42,37
14:23,93,Bryce Jones made Three Point Jumper. Assisted by Jonathan Stark.,42,40
14:14,2287,DJ Clayton missed Jumper.,42,40
14:14,93,Bryce Jones Block.,42,40
14:14,93,Bryce Jones Defensive Rebound.,42,40
14:09,93,Bryce Jones made Three Point Jumper.,42,43
14:01,2287,Illinois St  Timeout,42,43
13:51,2287,Tony Wills missed Jumper.,42,43
13:51,2287,MiKyle McIntosh Offensive Rebound.,42,43
13:43,2287,Paris Lee missed Jumper.,42,43
13:43,93,Brion Sanchious Defensive Rebound.,42,43
13:34,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Bryce Jones.,42,46
12:57,2287,Phil Fayne missed Jumper.,42,46
12:57,2287,Deontae Hawkins Offensive Rebound.,42,46
12:49,2287,Deontae Hawkins made Three Point Jumper. Assisted by Paris Lee.,45,46
12:22,2287,Foul on Paris Lee.,45,46
12:22,93,Bryce Jones made Free Throw.,45,47
12:22,93,Bryce Jones made Free Throw.,45,48
12:12,2287,Deontae Hawkins missed Jumper.,45,48
12:12,93,Murray St Defensive Rebound.,45,48
11:49,93,Bryce Jones missed Jumper.,45,48
11:49,2287,Tony Wills Block.,45,48
11:49,2287,DJ Clayton Defensive Rebound.,45,48
11:49,93,Foul on Bryce Jones.,45,48
11:42,2287,MiKyle McIntosh made Jumper.,47,48
11:42,93,Foul on Jerami Grace.,47,48
11:42,2287,MiKyle McIntosh missed Free Throw.,47,48
11:42,93,Terrell Miller Jr. Defensive Rebound.,47,48
11:21,93,Jonathan Stark made Three Point Jumper.,47,51
10:42,2287,Illinois St  Timeout,47,51
10:30,2287,DJ Clayton missed Jumper.,47,51
10:30,93,Jonathan Stark Defensive Rebound.,47,51
10:21,93,Jonathan Stark missed Jumper.,47,51
10:21,93,Jonathan Stark Offensive Rebound.,47,51
10:04,93,Terrell Miller Jr. made Jumper. Assisted by Jonathan Stark.,47,53
9:58,93,Foul on Damarcus Croaker.,47,53
9:58,2287,MiKyle McIntosh made Free Throw.,48,53
9:58,2287,MiKyle McIntosh made Free Throw.,49,53
9:38,93,Jerami Grace missed Jumper.,49,53
9:38,93,Terrell Miller Jr. Offensive Rebound.,49,53
9:35,93,Terrell Miller Jr. missed Jumper.,49,53
9:35,93,Brion Sanchious Offensive Rebound.,49,53
9:31,2287,Foul on MiKyle McIntosh.,49,53
9:31,93,Jonathan Stark Turnover.,49,53
9:31,2287,Phil Fayne Steal.,49,53
9:31,2287,Paris Lee Turnover.,49,53
9:31,93,Jonathan Stark Steal.,49,53
8:36,93,Terrell Miller Jr. Turnover.,49,53
8:34,2287,Paris Lee Steal.,49,53
8:17,2287,Tony Wills missed Jumper.,49,53
8:17,2287,MiKyle McIntosh Offensive Rebound.,49,53
8:01,93,Foul on Brion Sanchious.,49,53
7:43,2287,Paris Lee made Jumper.,51,53
7:15,93,Jonathan Stark Turnover.,51,53
7:14,2287,Deontae Hawkins Steal.,51,53
6:58,93,Official TV Timeout,51,53
6:57,2287,Phil Fayne made Jumper. Assisted by DJ Clayton.,53,53
6:35,2287,Foul on DJ Clayton.,53,53
6:35,93,Jonathan Stark made Free Throw.,53,54
6:35,93,Jonathan Stark made Free Throw.,53,55
6:14,2287,Tony Wills Turnover.,53,55
6:14,93,Terrell Miller Jr. missed Jumper.,53,55
6:14,2287,Phil Fayne Defensive Rebound.,53,55
6:13,93,Foul on Jalen Dupree.,53,55
5:50,2287,Tony Wills missed Layup.,53,55
5:50,2287,Tony Wills Offensive Rebound.,53,55
5:44,2287,MiKyle McIntosh made Layup.,55,55
5:33,93,Foul on Terrell Miller Jr..,55,55
5:29,2287,MiKyle McIntosh made Free Throw.,56,55
5:17,93,Bryce Jones missed Jumper.,56,55
5:17,2287,Deontae Hawkins Defensive Rebound.,56,55
4:56,2287,MiKyle McIntosh Turnover.,56,55
4:56,2287,Foul on MiKyle McIntosh.,56,55
4:46,2287,Foul on Deontae Hawkins.,56,55
4:46,93,Brion Sanchious missed Free Throw.,56,55
4:46,2287,DJ Clayton Defensive Rebound.,56,55
4:32,2287,Deontae Hawkins missed Jumper.,56,55
4:32,2287,Deontae Hawkins Offensive Rebound.,56,55
4:26,93,Foul on Bryce Jones.,56,55
4:26,2287,Deontae Hawkins made Free Throw.,57,55
4:26,2287,Deontae Hawkins made Free Throw.,58,55
4:12,93,Jonathan Stark missed Jumper.,58,55
4:12,2287,Deontae Hawkins Defensive Rebound.,58,55
3:53,2287,DJ Clayton made Dunk. Assisted by Keyshawn Evans.,60,55
3:48,93,Murray St  Timeout,60,55
3:38,93,Terrell Miller Jr. Turnover.,60,55
3:37,2287,Phil Fayne Steal.,60,55
3:23,2287,Deontae Hawkins made Jumper.,62,55
3:14,93,Damarcus Croaker Turnover.,62,55
3:13,2287,Deontae Hawkins Steal.,62,55
3:05,93,Foul on Jonathan Stark.,62,55
3:05,2287,Keyshawn Evans missed Free Throw.,62,55
3:05,93,Terrell Miller Jr. Defensive Rebound.,62,55
2:41,93,Jonathan Stark made Three Point Jumper. Assisted by Damarcus Croaker.,62,58
2:29,2287,Phil Fayne missed Jumper.,62,58
2:29,93,Bryce Jones Defensive Rebound.,62,58
2:24,2287,Foul on Tony Wills.,62,58
2:24,93,Bryce Jones made Free Throw.,62,59
2:24,93,Bryce Jones made Free Throw.,62,60
1:54,2287,Paris Lee made Jumper.,64,60
1:29,93,Jonathan Stark made Three Point Jumper.,64,63
1:18,2287,MiKyle McIntosh made Jumper.,66,63
0:55,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Bryce Jones.,66,66
0:38,93,Foul on Bryce Jones.,66,66
0:38,2287,Paris Lee made Free Throw.,67,66
0:38,2287,Paris Lee made Free Throw.,68,66
0:20,93,Jonathan Stark made Layup.,68,68
0:20,2287,Foul on Deontae Hawkins.,68,68
0:20,93,Jonathan Stark made Free Throw.,68,69
0:12,2287,Paris Lee Turnover.,68,69
0:12,2287,Foul on DJ Clayton.,68,69
0:12,93,Jerami Grace missed Free Throw.,68,69
0:12,93,Murray St Deadball Team Rebound.,68,69
0:12,93,Jerami Grace made Free Throw.,68,70
0:07,2287,Paris Lee made Layup.,70,70
0:02,93,Jonathan Stark made Three Point Jumper.,70,73
0:00,93,End of 2nd half,70,70
