Bowling Green,2473,Oakland,189
12:38,2473,Xavier Hill-Mais made Dunk. Assisted by Stevie Clark.,46,55
12:38,2473,Oakland  Timeout,46,55
12:25,189,Rasheed Worrell missed Jumper.,46,55
12:25,2473,Brad Brechting Defensive Rebound.,46,55
12:10,2473,Brad Brechting made Jumper. Assisted by Stevie Clark.,46,57
12:01,189,Zack Denny missed Layup.,46,57
12:01,2473,Brad Brechting Block.,46,57
11:59,2473,Brad Brechting Defensive Rebound.,46,57
11:54,2473,Sherron Dorsey-Walker made Three Point Jumper. Assisted by Stevie Clark.,46,60
11:51,189,Bowling Green  Timeout,46,60
11:34,189,Rodrick Caldwell missed Three Point Jumper.,46,60
11:34,189,Matt Fox Offensive Rebound.,46,60
11:29,189,Matt Fox missed Layup.,46,60
11:29,2473,Martez Walker Defensive Rebound.,46,60
11:13,2473,Xavier Hill-Mais Turnover.,46,60
11:12,189,Rodrick Caldwell Steal.,46,60
11:09,189,Zack Denny made Layup. Assisted by Rodrick Caldwell.,48,60
10:48,2473,Foul on Chris Palombizio.,48,60
10:48,2473,Chris Palombizio Turnover.,48,60
10:42,189,Matt Fox Turnover.,48,60
10:41,2473,Nick Daniels Steal.,48,60
10:41,2473,Nick Daniels Turnover.,48,60
10:31,189,Rodrick Caldwell missed Jumper.,48,60
10:31,2473,Nick Daniels Defensive Rebound.,48,60
10:22,2473,Nick Daniels missed Three Point Jumper.,48,60
10:22,189,Matt Fox Defensive Rebound.,48,60
10:14,189,Wes Alcegaire missed Three Point Jumper.,48,60
10:14,189,Rodrick Caldwell Offensive Rebound.,48,60
10:07,189,Zack Denny missed Jumper.,48,60
10:07,189,Demajeo Wiggins Offensive Rebound.,48,60
10:03,2473,Foul on Chris Palombizio.,48,60
10:03,189,Wes Alcegaire missed Free Throw.,48,60
10:03,189,Bowling Green Deadball Team Rebound.,48,60
10:03,189,Wes Alcegaire made Free Throw.,49,60
9:56,2473,Nick Daniels missed Three Point Jumper.,49,60
9:56,189,Rodrick Caldwell Defensive Rebound.,49,60
9:49,189,Zack Denny missed Layup.,49,60
9:49,2473,Sherron Dorsey-Walker Defensive Rebound.,49,60
9:40,2473,Martez Walker missed Three Point Jumper.,49,60
9:40,189,Zack Denny Defensive Rebound.,49,60
9:31,189,Rodrick Caldwell missed Jumper.,49,60
9:31,2473,Sherron Dorsey-Walker Defensive Rebound.,49,60
9:11,2473,Martez Walker made Layup. Assisted by Sherron Dorsey-Walker.,49,62
9:02,189,Matt Fox made Three Point Jumper. Assisted by Rodrick Caldwell.,52,62
8:53,2473,Sherron Dorsey-Walker Turnover.,52,62
8:43,189,Wes Alcegaire made Jumper.,54,62
8:41,2473,Foul on Jaevin Cumberland.,54,62
8:41,189,Matt Fox made Free Throw.,55,62
8:41,189,Matt Fox made Free Throw.,56,62
8:27,2473,Jalen Hayes missed Jumper.,56,62
8:27,189,Matt Fox Defensive Rebound.,56,62
8:11,189,Rasheed Worrell made Jumper.,58,62
7:50,189,Foul on Rasheed Worrell.,58,62
7:50,2473,Official TV Timeout,58,62
7:47,2473,Martez Walker missed Layup.,58,62
7:47,189,Rasheed Worrell Block.,58,62
7:47,2473,Oakland Offensive Rebound.,58,62
7:45,2473,Jalen Hayes made Layup. Assisted by Stevie Clark.,58,64
7:27,189,Wes Alcegaire made Three Point Jumper.,61,64
7:05,189,Foul on Rodrick Caldwell.,61,64
7:05,2473,Stevie Clark made Free Throw.,61,65
7:05,2473,Stevie Clark missed Free Throw.,61,65
7:05,189,Wes Alcegaire Defensive Rebound.,61,65
6:47,189,Zack Denny Turnover.,61,65
6:35,189,Foul on Zack Denny.,61,65
6:35,2473,Martez Walker made Free Throw.,61,66
6:35,2473,Martez Walker made Free Throw.,61,67
6:26,2473,Xavier Hill-Mais Block.,61,67
6:26,189,Bowling Green Offensive Rebound.,61,67
6:26,189,Wes Alcegaire missed Layup.,61,67
6:13,189,Rodrick Caldwell missed Jumper.,61,67
6:13,189,Rasheed Worrell Offensive Rebound.,61,67
6:08,189,Zack Denny made Three Point Jumper. Assisted by Rasheed Worrell.,64,67
5:38,2473,Sherron Dorsey-Walker missed Jumper.,64,67
5:38,189,Bowling Green Defensive Rebound.,64,67
5:18,189,Zack Denny missed Layup.,64,67
5:18,2473,Xavier Hill-Mais Block.,64,67
5:16,2473,Xavier Hill-Mais Defensive Rebound.,64,67
5:11,2473,Stevie Clark missed Layup.,64,67
5:11,189,Bowling Green Defensive Rebound.,64,67
5:01,189,Wes Alcegaire missed Three Point Jumper.,64,67
5:01,2473,Sherron Dorsey-Walker Defensive Rebound.,64,67
4:43,2473,Xavier Hill-Mais made Jumper. Assisted by Stevie Clark.,64,69
4:19,189,Rasheed Worrell made Layup.,66,69
4:01,189,Rasheed Worrell Defensive Rebound.,66,69
3:40,189,Rodrick Caldwell missed Layup.,66,69
3:40,2473,Xavier Hill-Mais Block.,66,69
3:37,2473,Xavier Hill-Mais Defensive Rebound.,66,69
3:21,2473,Martez Walker Turnover.,66,69
3:17,189,Rodrick Caldwell missed Layup.,66,69
3:17,2473,Martez Walker Defensive Rebound.,66,69
3:11,2473,Oakland  Timeout,66,69
2:50,2473,Sherron Dorsey-Walker made Three Point Jumper.,66,72
2:32,189,Wes Alcegaire made Jumper.,68,72
2:14,2473,Sherron Dorsey-Walker made Three Point Jumper. Assisted by Stevie Clark.,68,75
1:51,2473,Foul on Xavier Hill-Mais.,68,75
1:51,189,Demajeo Wiggins made Free Throw.,69,75
1:51,189,Demajeo Wiggins made Free Throw.,70,75
1:37,2473,Martez Walker made Three Point Jumper. Assisted by Nick Daniels.,70,78
1:33,2473,Oakland  Timeout,70,78
1:16,189,Matt Fox missed Three Point Jumper.,70,78
1:16,2473,Sherron Dorsey-Walker Defensive Rebound.,70,78
0:48,2473,Sherron Dorsey-Walker missed Layup.,70,78
0:48,189,Rasheed Worrell Defensive Rebound.,70,78
0:40,189,Wes Alcegaire missed Three Point Jumper.,70,78
0:40,2473,Oakland Defensive Rebound.,70,78
0:34,189,Bowling Green  Timeout,70,78
0:33,189,Foul on Demajeo Wiggins.,70,78
0:33,2473,Jalen Hayes missed Free Throw.,70,78
0:33,189,Jeffrey Uju Defensive Rebound.,70,78
0:26,189,Zack Denny Turnover.,70,78
0:25,2473,Jalen Hayes Steal.,70,78
0:00,2473,End of Game,70,78
