VMI,257,Richmond,2678
2:16,257,Nick Sherod Defensive Rebound.,20,21
1:55,257,ShawnDre' Jones made Layup. Assisted by Grant Golden.,20,23
1:39,2678,Chuchu Enechionyia missed Three Point Jumper.,20,23
1:39,257,Marshall Wood Defensive Rebound.,20,23
1:21,257,Grant Golden missed Layup.,20,23
1:21,2678,Fred Iruafemi Block.,20,23
1:19,257,ShawnDre' Jones Offensive Rebound.,20,23
1:18,257,ShawnDre' Jones made Layup.,20,25
1:07,2678,VMI  Timeout,20,25
0:53,2678,QJ Peterson missed Jumper.,20,25
0:53,2678,Will Miller Offensive Rebound.,20,25
0:47,2678,Julian Eleby missed Layup.,20,25
0:47,2678,Julian Eleby Offensive Rebound.,20,25
0:43,2678,Julian Eleby missed Three Point Jumper.,20,25
0:43,257,Richmond Defensive Rebound.,20,25
0:28,257,ShawnDre' Jones missed Jumper.,20,25
0:28,2678,QJ Peterson Defensive Rebound.,20,25
0:04,2678,QJ Peterson made Layup.,22,25
0:00,257,End of 1st half,22,25
19:48,2678,Foul on Fred Iruafemi.,22,25
19:46,257,T.J. Cline Turnover.,22,25
19:45,2678,QJ Peterson Steal.,22,25
19:31,2678,Julian Eleby missed Jumper.,22,25
19:31,257,Nick Sherod Defensive Rebound.,22,25
19:08,257,T.J. Cline missed Layup.,22,25
19:08,2678,Fred Iruafemi Block.,22,25
19:07,257,Richmond Offensive Rebound.,22,25
19:04,2678,Foul on Adrian Rich.,22,25
19:04,257,ShawnDre' Jones made Free Throw.,22,26
19:04,257,ShawnDre' Jones made Free Throw.,22,27
18:42,2678,Julian Eleby missed Layup.,22,27
18:42,257,T.J. Cline Defensive Rebound.,22,27
18:25,257,De'Monte Buckingham missed Layup.,22,27
18:25,2678,Trey Chapman Block.,22,27
18:23,2678,Trey Chapman Defensive Rebound.,22,27
18:18,2678,Julian Eleby Turnover.,22,27
18:18,257,ShawnDre' Jones Steal.,22,27
18:18,2678,Foul on Adrian Rich.,22,27
18:08,2678,Foul on Fred Iruafemi.,22,27
18:06,2678,Foul on Will Miller.,22,27
18:06,257,T.J. Cline missed Free Throw.,22,27
18:06,257,Richmond Deadball Team Rebound.,22,27
18:06,257,T.J. Cline made Free Throw.,22,28
17:49,2678,Julian Eleby made Three Point Jumper. Assisted by Will Miller.,25,28
17:35,257,T.J. Cline made Layup. Assisted by ShawnDre' Jones.,25,30
17:24,257,Foul on De'Monte Buckingham.,25,30
17:24,2678,Trey Chapman made Free Throw.,26,30
17:24,2678,Trey Chapman missed Free Throw.,26,30
17:24,257,Nick Sherod Defensive Rebound.,26,30
17:06,257,T.J. Cline missed Three Point Jumper.,26,30
17:06,2678,Trey Chapman Defensive Rebound.,26,30
16:52,2678,Julian Eleby made Three Point Jumper. Assisted by Will Miller.,29,30
16:36,257,Khwan Fore Turnover.,29,30
16:24,2678,Trey Chapman made Jumper.,31,30
16:11,257,Nick Sherod missed Three Point Jumper.,31,30
16:11,257,Marshall Wood Offensive Rebound.,31,30
16:10,257,Marshall Wood missed Layup.,31,30
16:10,257,Khwan Fore Offensive Rebound.,31,30
16:10,257,Khwan Fore made Two Point Tip Shot.,31,32
15:57,2678,Will Miller made Layup.,33,32
15:57,257,Official TV Timeout,33,32
15:39,257,Julius Johnson made Three Point Jumper. Assisted by ShawnDre' Jones.,33,35
15:27,2678,Keith Smith Turnover.,33,35
15:23,257,ShawnDre' Jones Steal.,33,35
15:22,2678,Foul on Garrett Gilkeson.,33,35
15:22,257,Nick Sherod made Free Throw.,33,36
15:22,257,Nick Sherod missed Free Throw.,33,36
15:22,2678,QJ Peterson Defensive Rebound.,33,36
15:14,2678,QJ Peterson made Three Point Jumper.,36,36
15:02,257,T.J. Cline Turnover.,36,36
15:01,2678,Will Miller Steal.,36,36
14:53,2678,QJ Peterson missed Layup.,36,36
14:53,257,T.J. Cline Defensive Rebound.,36,36
14:50,2678,Foul on Will Miller.,36,36
14:50,257,T.J. Cline made Free Throw.,36,37
14:50,257,T.J. Cline missed Free Throw.,36,37
14:50,2678,Garrett Gilkeson Defensive Rebound.,36,37
14:26,2678,Julian Eleby made Three Point Jumper. Assisted by Keith Smith.,39,37
14:07,257,Marshall Wood made Three Point Jumper. Assisted by T.J. Cline.,39,40
13:52,257,Foul on Julius Johnson.,39,40
13:52,2678,Julian Eleby made Free Throw.,40,40
13:52,2678,Julian Eleby made Free Throw.,41,40
13:52,2678,Julian Eleby made Free Throw.,42,40
13:26,257,ShawnDre' Jones Turnover.,42,40
13:25,2678,Julian Eleby Steal.,42,40
13:22,2678,Julian Eleby missed Layup.,42,40
13:22,257,Nick Sherod Defensive Rebound.,42,40
13:14,257,T.J. Cline made Layup.,42,42
12:57,2678,Keith Smith made Jumper.,44,42
12:38,257,T.J. Cline made Jumper.,44,44
12:25,2678,Trey Chapman missed Jumper.,44,44
12:25,257,Khwan Fore Defensive Rebound.,44,44
12:08,257,Marshall Wood missed Three Point Jumper.,44,44
12:08,2678,Keith Smith Defensive Rebound.,44,44
12:00,257,Foul on Marshall Wood.,44,44
12:00,2678,Trey Chapman missed Free Throw.,44,44
12:00,2678,VMI Deadball Team Rebound.,44,44
12:00,2678,Trey Chapman made Free Throw.,45,44
11:31,257,ShawnDre' Jones made Three Point Jumper.,45,47
11:24,2678,Garrett Gilkeson missed Three Point Jumper.,45,47
11:24,257,De'Monte Buckingham Defensive Rebound.,45,47
10:54,2678,Foul on Garrett Gilkeson.,45,47
10:54,257,Official TV Timeout,45,47
10:54,257,ShawnDre' Jones made Free Throw.,45,48
10:54,257,ShawnDre' Jones made Free Throw.,45,49
10:42,2678,Julian Eleby made Three Point Jumper. Assisted by QJ Peterson.,48,49
10:20,257,Julius Johnson made Three Point Jumper. Assisted by T.J. Cline.,48,52
9:57,257,Foul on Kwesi Abakah.,48,52
9:57,2678,QJ Peterson made Free Throw.,49,52
9:57,2678,QJ Peterson made Free Throw.,50,52
9:36,257,De'Monte Buckingham Turnover.,50,52
9:35,2678,Fred Iruafemi Steal.,50,52
9:24,2678,Trey Chapman Turnover.,50,52
9:12,257,Khwan Fore missed Jumper.,50,52
9:12,2678,Fred Iruafemi Block.,50,52
9:09,2678,Fred Iruafemi Defensive Rebound.,50,52
8:58,2678,Keith Smith made Jumper.,52,52
8:40,2678,Foul on Fred Iruafemi.,52,52
8:40,257,T.J. Cline missed Free Throw.,52,52
8:40,2678,QJ Peterson Defensive Rebound.,52,52
8:29,257,Foul on Julius Johnson.,52,52
8:03,2678,Keith Smith missed Three Point Jumper.,52,52
8:03,257,Richmond Defensive Rebound.,52,52
7:49,257,ShawnDre' Jones made Three Point Jumper. Assisted by T.J. Cline.,52,55
7:25,2678,QJ Peterson missed Layup.,52,55
7:25,2678,Will Miller Offensive Rebound.,52,55
7:24,257,Foul on Nick Sherod.,52,55
7:24,257,Official TV Timeout,52,55
7:18,2678,Trey Chapman missed Three Point Jumper.,52,55
7:18,2678,Trey Chapman Offensive Rebound.,52,55
6:53,2678,QJ Peterson Turnover.,52,55
6:29,257,T.J. Cline missed Layup.,52,55
6:29,2678,Will Miller Block.,52,55
6:27,2678,Will Miller Defensive Rebound.,52,55
6:24,2678,Julian Eleby made Dunk.,54,55
6:07,257,T.J. Cline Turnover.,54,55
6:06,2678,Julian Eleby Steal.,54,55
6:02,2678,Julian Eleby Turnover.,54,55
6:00,257,ShawnDre' Jones Steal.,54,55
5:45,257,Khwan Fore Turnover.,54,55
5:43,2678,Julian Eleby Steal.,54,55
5:28,2678,Julian Eleby made Three Point Jumper. Assisted by Adrian Rich.,57,55
5:10,257,ShawnDre' Jones made Three Point Jumper. Assisted by Khwan Fore.,57,58
4:50,2678,QJ Peterson made Jumper.,59,58
4:21,2678,Foul on QJ Peterson.,59,58
4:21,257,ShawnDre' Jones made Free Throw.,59,59
4:21,257,ShawnDre' Jones missed Free Throw.,59,59
4:21,2678,Chuchu Enechionyia Defensive Rebound.,59,59
4:21,257,Foul on Kwesi Abakah.,59,59
4:21,2678,Chuchu Enechionyia missed Free Throw.,59,59
4:21,257,De'Monte Buckingham Defensive Rebound.,59,59
3:59,257,T.J. Cline Turnover.,59,59
3:58,257,Official TV Timeout,59,59
3:39,2678,QJ Peterson missed Three Point Jumper.,59,59
3:39,257,Nick Sherod Defensive Rebound.,59,59
3:24,257,T.J. Cline made Layup. Assisted by ShawnDre' Jones.,59,61
3:07,257,Foul on Nick Sherod.,59,61
3:07,2678,Fred Iruafemi made Free Throw.,60,61
3:07,2678,Fred Iruafemi made Free Throw.,61,61
2:51,257,T.J. Cline made Layup. Assisted by Nick Sherod.,61,63
2:26,2678,Julian Eleby made Three Point Jumper. Assisted by Adrian Rich.,64,63
2:05,257,ShawnDre' Jones made Layup. Assisted by T.J. Cline.,64,65
2:05,2678,Foul on Julian Eleby.,64,65
2:05,257,ShawnDre' Jones made Free Throw.,64,66
1:57,2678,VMI  Timeout,64,66
1:36,2678,Trey Chapman missed Jumper.,64,66
1:36,2678,Fred Iruafemi Offensive Rebound.,64,66
1:29,2678,QJ Peterson made Layup. Assisted by Fred Iruafemi.,66,66
1:12,2678,Foul on QJ Peterson.,66,66
1:12,257,T.J. Cline made Free Throw.,66,67
0:37,2678,Foul on Trey Chapman.,68,68
0:37,257,Khwan Fore missed Free Throw.,68,68
0:37,257,Richmond Deadball Team Rebound.,68,68
0:37,257,Khwan Fore made Free Throw.,68,69
0:37,257,Richmond  Timeout,68,69
0:14,257,Foul on Khwan Fore.,68,69
0:14,2678,Fred Iruafemi missed Free Throw.,68,69
0:14,2678,VMI Deadball Team Rebound.,68,69
0:14,257,Richmond  Timeout,68,69
0:14,2678,Fred Iruafemi made Free Throw.,69,69
0:14,2678,VMI  Timeout,69,69
0:03,2678,Foul on Fred Iruafemi.,69,69
0:03,2678,Technical Foul on QJ Peterson.,69,69
0:03,2678,Foul on QJ Peterson.,69,69
0:03,257,ShawnDre' Jones made Free Throw.,69,70
0:03,257,ShawnDre' Jones made Free Throw.,69,71
0:03,2678,VMI  Timeout,69,71
0:03,257,ShawnDre' Jones made Free Throw.,69,72
0:03,257,ShawnDre' Jones missed Free Throw.,69,72
0:03,2678,Trey Chapman Defensive Rebound.,69,72
0:02,2678,VMI  Timeout,69,72
0:00,257,End of Game,69,72
