Cal Tech,2239,CS Fullerton,110450
1:12,-1,Nasser Al-Rayes made Three Point Jumper. Assisted by David Lebaron.,18,30
1:05,2239,CS Fullerton  Timeout,18,30
0:53,2239,Davon Clare Turnover.,18,30
0:52,-1,David Lebaron Steal.,18,30
0:43,-1,David Lebaron missed Layup.,18,30
0:43,2239,Lionheart Leslie Defensive Rebound.,18,30
0:31,2239,Kyle Allman made Three Point Jumper. Assisted by Davon Clare.,18,33
0:17,-1,Nasser Al-Rayes missed Jumper.,18,33
0:17,-1,Ricky Galliani Offensive Rebound.,18,33
0:12,-1,Ricky Galliani missed Three Point Jumper.,18,33
0:12,2239,Jackson Rowe Defensive Rebound.,18,33
0:01,2239,Lionheart Leslie made Three Point Jumper.,18,36
0:00,2239,End of 1st half,18,35
19:41,2239,Jackson Rowe made Three Point Jumper. Assisted by Jamal Smith.,18,39
19:20,-1,Ricky Galliani made Layup.,20,39
19:04,2239,Darcy Malone missed Jumper.,20,39
19:04,-1,Alec Andrews Defensive Rebound.,20,39
18:54,-1,Brent Cahill Turnover.,20,39
18:53,2239,Kyle Allman Steal.,20,39
18:49,2239,Jackson Rowe made Dunk. Assisted by Kyle Allman.,20,41
18:32,-1,Nasser Al-Rayes Turnover.,20,41
18:31,2239,Jamal Smith Steal.,20,41
18:27,2239,Foul on Jamal Smith.,20,41
18:27,2239,Jamal Smith Turnover.,20,41
18:13,2239,Foul on Jamal Smith.,20,41
18:02,-1,Nasser Al-Rayes missed Three Point Jumper.,20,41
18:02,2239,Lionheart Leslie Defensive Rebound.,20,41
17:47,2239,Dwight Ramos missed Three Point Jumper.,20,41
17:47,-1,Brent Cahill Defensive Rebound.,20,41
17:37,-1,Nasser Al-Rayes made Layup. Assisted by Alec Andrews.,22,41
17:14,-1,Foul on Brent Cahill.,22,41
17:14,2239,Kyle Allman made Free Throw.,22,42
17:14,2239,Kyle Allman missed Free Throw.,22,42
17:14,-1,Ricky Galliani Defensive Rebound.,22,42
17:03,2239,Foul on Richard Peters.,22,42
16:56,-1,Nasser Al-Rayes made Jumper. Assisted by David Lebaron.,24,42
16:32,2239,Dwight Ramos made Three Point Jumper. Assisted by Davon Clare.,24,45
16:11,-1,Brent Cahill missed Jumper.,24,45
16:11,-1,Caltech Offensive Rebound.,24,45
15:47,-1,Nasser Al-Rayes missed Three Point Jumper.,24,45
15:47,2239,Dwight Ramos Defensive Rebound.,24,45
15:28,-1,Foul on Nasser Al-Rayes.,24,45
15:28,2239,Official TV Timeout,24,45
15:28,2239,Davon Clare made Free Throw.,24,46
15:28,2239,Davon Clare made Free Throw.,24,47
15:08,-1,Ricky Galliani missed Jumper.,24,47
15:08,2239,Dwight Ramos Block.,24,47
15:08,-1,Caltech Offensive Rebound.,24,47
15:04,-1,Alec Andrews made Jumper. Assisted by Bret Johnson.,26,47
14:41,2239,Kyle Allman Turnover.,26,47
14:22,-1,David Lebaron missed Jumper.,26,47
14:22,2239,Kyle Allman Defensive Rebound.,26,47
14:16,2239,Kyle Allman missed Jumper.,26,47
14:16,-1,David Lebaron Defensive Rebound.,26,47
14:14,2239,Foul on Richard Peters.,26,47
14:08,-1,Bret Johnson missed Jumper.,26,47
14:08,2239,Austen Awosika Defensive Rebound.,26,47
13:55,2239,Davon Clare made Layup. Assisted by Austen Awosika.,26,49
13:37,-1,Nasser Al-Rayes Turnover.,26,49
13:22,2239,Richard Peters Turnover.,26,49
13:13,-1,Bret Johnson missed Three Point Jumper.,26,49
13:13,2239,Austen Awosika Defensive Rebound.,26,49
13:02,2239,Kyle Allman made Three Point Jumper. Assisted by Davon Clare.,26,52
12:42,-1,Aaron Ayres missed Layup.,26,52
12:42,2239,Davon Clare Block.,26,52
12:38,2239,Austen Awosika Defensive Rebound.,26,52
12:34,2239,Dwight Ramos missed Jumper.,26,52
12:34,-1,Caltech Defensive Rebound.,26,52
12:21,2239,Foul on Jackson Rowe.,26,52
12:10,-1,Ross Carter missed Jumper.,26,52
12:10,2239,Kyle Allman Block.,26,52
12:08,2239,Dwight Ramos Defensive Rebound.,26,52
12:04,2239,Austen Awosika missed Layup.,26,52
12:04,2239,Dwight Ramos Offensive Rebound.,26,52
12:01,2239,Dwight Ramos made Two Point Tip Shot.,26,54
11:44,-1,Michael Li Turnover.,26,54
11:44,2239,Austen Awosika Steal.,26,54
11:44,-1,Foul on Michael Li.,26,54
11:44,2239,Official TV Timeout,26,54
11:37,2239,Dwight Ramos made Three Point Jumper. Assisted by Jackson Rowe.,26,57
11:17,-1,David Lebaron missed Jumper.,26,57
11:17,2239,Davon Clare Block.,26,57
11:15,-1,David Lebaron Offensive Rebound.,26,57
11:11,-1,David Kawashima Turnover.,26,57
11:08,2239,Austen Awosika Steal.,26,57
11:05,-1,Foul on Nasser Al-Rayes.,26,57
11:05,2239,Dwight Ramos missed Free Throw.,26,57
11:05,2239,CS Fullerton Deadball Team Rebound.,26,57
11:05,2239,Dwight Ramos made Free Throw.,26,58
10:49,-1,Michael Li missed Layup.,26,58
10:49,2239,Davon Clare Block.,26,58
10:49,-1,Caltech Offensive Rebound.,26,58
10:38,-1,Michael Li Turnover.,26,58
10:18,-1,Foul on David Lebaron.,26,58
10:07,2239,Dwight Ramos missed Three Point Jumper.,26,58
10:07,-1,Roshan Bal Defensive Rebound.,26,58
9:55,-1,David Lebaron missed Jumper.,26,58
9:55,2239,Jackson Rowe Block.,26,58
9:53,2239,Lionheart Leslie Defensive Rebound.,26,58
9:48,2239,Jackson Rowe made Dunk. Assisted by Lionheart Leslie.,26,60
9:32,-1,David Lebaron Turnover.,26,60
9:27,2239,Jhan Paul Mejia made Layup. Assisted by Dwight Ramos.,26,62
9:05,-1,Calvin Huh missed Jumper.,26,62
9:05,2239,Jackson Rowe Defensive Rebound.,26,62
8:47,2239,Jackson Rowe made Layup. Assisted by Jhan Paul Mejia.,26,64
8:25,-1,Alec Andrews made Layup. Assisted by David Lebaron.,28,64
8:06,-1,Foul on David Lebaron.,28,64
8:06,-1,Caltech  Timeout,28,64
8:06,2239,Jackson Rowe missed Free Throw.,28,64
8:06,2239,CS Fullerton Deadball Team Rebound.,28,64
8:06,2239,Jackson Rowe made Free Throw.,28,65
7:53,-1,Brent Cahill missed Jumper.,28,65
7:53,2239,Lionheart Leslie Defensive Rebound.,28,65
7:41,2239,Jamal Smith made Layup. Assisted by Lionheart Leslie.,28,67
7:24,-1,David Lebaron missed Three Point Jumper.,28,67
7:24,2239,Jamal Smith Defensive Rebound.,28,67
7:19,2239,Jhan Paul Mejia missed Three Point Jumper.,28,67
7:19,2239,Dwight Ramos Offensive Rebound.,28,67
7:16,2239,Dwight Ramos made Layup.,28,69
6:58,-1,David Lebaron missed Jumper.,28,69
6:58,2239,Lionheart Leslie Defensive Rebound.,28,69
6:58,-1,Foul on David Lebaron.,28,69
6:58,2239,Official TV Timeout,28,69
6:58,2239,Lionheart Leslie missed Free Throw.,28,69
6:58,-1,Nasser Al-Rayes Defensive Rebound.,28,69
6:43,-1,Nasser Al-Rayes missed Three Point Jumper.,28,69
6:43,2239,Jamal Smith Defensive Rebound.,28,69
6:31,2239,Jhan Paul Mejia missed Three Point Jumper.,28,69
6:31,-1,Ross Carter Defensive Rebound.,28,69
6:17,-1,Alec Andrews Turnover.,28,69
6:10,2239,Jhan Paul Mejia missed Jumper.,28,69
6:10,-1,Ross Carter Defensive Rebound.,28,69
6:03,-1,Brent Cahill missed Three Point Jumper.,28,69
6:03,-1,Steven Brotz Offensive Rebound.,28,69
5:38,2239,Foul on Jamal Smith.,28,69
5:38,-1,Brent Cahill missed Free Throw.,28,69
5:38,-1,Caltech Deadball Team Rebound.,28,69
5:38,-1,Brent Cahill missed Free Throw.,28,69
5:38,2239,Darcy Malone Defensive Rebound.,28,69
5:22,2239,Loren Brill Turnover.,28,69
5:10,-1,Alec Andrews missed Three Point Jumper.,28,69
5:10,-1,Ross Carter Offensive Rebound.,28,69
5:03,-1,Ross Carter Turnover.,28,69
5:02,2239,Loren Brill Steal.,28,69
4:56,2239,Jhan Paul Mejia missed Three Point Jumper.,28,69
4:56,2239,Darcy Malone Offensive Rebound.,28,69
4:52,2239,Darcy Malone missed Layup.,28,69
4:52,-1,Nasser Al-Rayes Block.,28,69
4:48,-1,Alec Andrews Defensive Rebound.,28,69
4:32,-1,Foul on Nasser Al-Rayes.,28,69
4:32,-1,Nasser Al-Rayes Turnover.,28,69
4:18,2239,Davon Clare missed Layup.,28,69
4:18,-1,Ross Carter Defensive Rebound.,28,69
3:58,-1,Nasser Al-Rayes missed Jumper.,28,69
3:58,2239,Richard Peters Defensive Rebound.,28,69
3:49,2239,Loren Brill missed Three Point Jumper.,28,69
3:49,-1,Nasser Al-Rayes Defensive Rebound.,28,69
3:24,-1,Andrew Wang missed Jumper.,28,69
3:24,2239,Austen Awosika Defensive Rebound.,28,69
3:01,-1,Foul on Nasser Al-Rayes.,28,69
3:01,2239,Official TV Timeout,28,69
3:01,2239,Richard Peters made Free Throw.,28,70
3:01,2239,Richard Peters made Free Throw.,28,71
2:41,2239,Foul on Austen Awosika.,28,71
2:41,-1,Andrew Wang missed Free Throw.,28,71
2:41,2239,Richard Peters Defensive Rebound.,28,71
2:18,-1,Foul on Calvin Huh.,28,71
2:18,2239,Davon Clare made Free Throw.,28,72
2:18,2239,Davon Clare made Free Throw.,28,73
2:00,-1,Calvin Huh missed Jumper.,28,73
2:00,2239,Loren Brill Defensive Rebound.,28,73
1:56,2239,Loren Brill Turnover.,28,73
1:34,-1,Bret Johnson Turnover.,28,73
1:33,2239,Davon Clare Steal.,28,73
1:30,2239,Richard Peters made Layup. Assisted by Davon Clare.,28,75
1:22,-1,Caltech  Timeout,28,75
1:13,-1,Bret Johnson missed Three Point Jumper.,28,75
1:13,2239,Davon Clare Defensive Rebound.,28,75
1:05,2239,Richard Peters made Layup. Assisted by Loren Brill.,28,77
0:54,-1,Michael Li missed Layup.,28,77
0:54,2239,Austen Awosika Defensive Rebound.,28,77
0:40,-1,Foul on Ross Carter.,28,77
0:40,2239,Richard Peters missed Free Throw.,28,77
0:40,2239,CS Fullerton Deadball Team Rebound.,28,77
0:40,2239,Richard Peters missed Free Throw.,28,77
0:40,-1,Ross Carter Defensive Rebound.,28,77
0:30,-1,Caltech  Turnover.,28,77
0:00,2239,End of Game,28,77
