William Peace,Error,Elon,2210
15:21,-1,Foul on John Burwell.,5,16
15:21,2210,Official TV Timeout,5,16
15:13,2210,Sheldon Eberhardt missed Jumper.,5,16
15:13,2210,Tyler Seibring Offensive Rebound.,5,16
15:09,2210,Tyler Seibring made Layup.,5,18
14:52,-1,Chris Thomas made Layup.,7,18
14:38,2210,Sheldon Eberhardt made Three Point Jumper. Assisted by Tyler Seibring.,7,21
14:17,-1,Maurice Canady missed Three Point Jumper.,7,21
14:17,-1,Willie Herring Offensive Rebound.,7,21
14:12,-1,Willie Herring Turnover.,7,21
13:53,2210,Christian Hairston Turnover.,7,21
13:34,-1,Chris Thomas missed Three Point Jumper.,7,21
13:34,2210,Collin Luther Defensive Rebound.,7,21
13:28,2210,Dainan Swoope missed Three Point Jumper.,7,21
13:28,-1,Dakota King Defensive Rebound.,7,21
13:19,-1,Tre McLean missed Layup.,7,21
13:19,2210,Dainan Swoope Defensive Rebound.,7,21
13:13,2210,Sheldon Eberhardt made Three Point Jumper. Assisted by Dainan Swoope.,7,24
12:56,-1,Maurice Canady missed Three Point Jumper.,7,24
12:56,2210,Dainan Swoope Defensive Rebound.,7,24
12:53,-1,Foul on Tre McLean.,7,24
12:38,2210,Sheldon Eberhardt made Layup.,7,26
12:38,-1,Foul on Camden Ferguson.,7,26
12:38,2210,Sheldon Eberhardt missed Free Throw.,7,26
12:38,-1,Ryan Emfinger Defensive Rebound.,7,26
12:19,-1,Ryan Emfinger missed Layup.,7,26
12:19,2210,Sheldon Eberhardt Block.,7,26
12:18,2210,Tyler Seibring Defensive Rebound.,7,26
12:10,2210,Dainan Swoope missed Three Point Jumper.,7,26
12:10,-1,Chris Thomas Defensive Rebound.,7,26
12:07,2210,Foul on Sheldon Eberhardt.,7,26
11:52,-1,John Burwell missed Layup.,7,26
11:52,-1,John Burwell Offensive Rebound.,7,26
11:47,2210,Official TV Timeout,7,26
11:39,-1,Dakota King missed Three Point Jumper.,7,26
11:39,2210,Tyler Seibring Defensive Rebound.,7,26
11:30,2210,Steven Santa Ana missed Three Point Jumper.,7,26
11:30,-1,John Burwell Defensive Rebound.,7,26
11:22,-1,Willie Herring made Three Point Jumper. Assisted by Dakota King.,10,26
11:00,2210,Luke Eddy made Layup.,10,28
10:34,-1,John Burwell made Layup. Assisted by Chris Thomas.,12,28
10:25,2210,Sheldon Eberhardt made Three Point Jumper. Assisted by Luke Eddy.,12,31
10:11,-1,Willie Herring missed Three Point Jumper.,12,31
10:11,2210,Sheldon Eberhardt Defensive Rebound.,12,31
10:00,2210,Tyler Seibring made Layup. Assisted by Luke Eddy.,12,33
9:57,-1,William Peace  Timeout,12,33
9:45,-1,Willie Herring Turnover.,12,33
9:37,2210,Christian Hairston Turnover.,12,33
9:30,-1,Kori Anderson Turnover.,12,33
9:30,-1,Foul on Kori Anderson.,12,33
9:20,2210,Dmitri Thompson Turnover.,12,33
9:01,-1,Kori Anderson Turnover.,12,33
9:00,2210,Luke Eddy Steal.,12,33
8:57,2210,Dainan Swoope made Three Point Jumper. Assisted by Luke Eddy.,12,36
8:32,2210,Foul on Tyler Seibring.,12,36
8:32,-1,Jay Hicks made Free Throw.,13,36
8:32,-1,Jay Hicks missed Free Throw.,13,36
8:32,2210,Christian Hairston Defensive Rebound.,13,36
8:05,2210,Brian Dawkins Turnover.,13,36
7:55,-1,Maurice Canady Turnover.,13,36
7:55,2210,Official TV Timeout,13,36
7:45,2210,Dmitri Thompson made Jumper.,13,38
7:28,-1,Chris Thomas made Jumper.,15,38
7:07,2210,Karolis Kundrotas made Jumper.,15,40
7:00,-1,Tre McLean Turnover.,15,40
6:58,2210,Dainan Swoope Steal.,15,40
6:58,-1,Foul on Tre McLean.,15,40
6:55,2210,Karolis Kundrotas Turnover.,15,40
6:55,2210,Foul on Karolis Kundrotas.,15,40
6:48,-1,John Burwell Turnover.,15,40
6:48,-1,Foul on John Burwell.,15,40
6:39,-1,Foul on John Burwell.,15,40
6:39,2210,Dainan Swoope made Free Throw.,15,41
6:39,2210,Dainan Swoope made Free Throw.,15,42
6:30,-1,Maurice Canady missed Layup.,15,42
6:30,2210,Dmitri Thompson Block.,15,42
6:27,-1,Jay Hicks Offensive Rebound.,15,42
6:24,2210,Foul on Dmitri Thompson.,15,42
6:24,-1,Jay Hicks made Free Throw.,16,42
6:24,-1,Jay Hicks missed Free Throw.,16,42
6:24,2210,Tyler Seibring Defensive Rebound.,16,42
6:15,2210,Christian Hairston Turnover.,16,42
5:59,-1,Chris Thomas made Three Point Jumper. Assisted by Camden Ferguson.,19,42
5:50,2210,Dainan Swoope missed Three Point Jumper.,19,42
5:50,-1,Chris Thomas Defensive Rebound.,19,42
5:42,-1,Chris Thomas made Jumper.,21,42
5:22,2210,Tyler Seibring made Jumper.,21,44
5:08,-1,Ryan Emfinger made Jumper.,23,44
4:55,2210,Tyler Seibring missed Three Point Jumper.,23,44
4:55,-1,Ryan Emfinger Defensive Rebound.,23,44
4:48,-1,Camden Ferguson missed Three Point Jumper.,23,44
4:48,2210,Elon Defensive Rebound.,23,44
4:38,2210,Tyler Seibring made Three Point Jumper. Assisted by Luke Eddy.,23,47
4:35,-1,William Peace  Timeout,23,47
4:27,2210,Foul on Sheldon Eberhardt.,23,47
4:20,-1,Tre McLean made Layup.,25,47
4:08,2210,Christian Hairston missed Layup.,25,47
4:08,2210,Dmitri Thompson Offensive Rebound.,25,47
4:06,2210,Dmitri Thompson missed Layup.,25,47
4:06,2210,Christian Hairston Offensive Rebound.,25,47
4:04,2210,Christian Hairston made Layup.,25,49
3:51,-1,Jay Hicks made Layup. Assisted by Chris Thomas.,27,49
3:50,2210,Foul on Steven Santa Ana.,27,49
3:50,2210,Official TV Timeout,27,49
3:50,-1,Jay Hicks made Free Throw.,28,49
3:42,2210,Dmitri Thompson missed Jumper.,28,49
3:42,-1,John Burwell Defensive Rebound.,28,49
3:22,-1,Willie Herring made Three Point Jumper. Assisted by Jay Hicks.,31,49
3:15,2210,Steven Santa Ana missed Three Point Jumper.,31,49
3:15,2210,Christian Hairston Offensive Rebound.,31,49
3:12,-1,Foul on Jay Hicks.,31,49
3:12,2210,Christian Hairston missed Free Throw.,31,49
3:12,-1,Ryan Emfinger Defensive Rebound.,31,49
3:07,2210,Foul on Steven Santa Ana.,31,49
3:07,-1,Ryan Emfinger missed Free Throw.,31,49
3:07,-1,William Peace Deadball Team Rebound.,31,49
3:07,-1,Ryan Emfinger made Free Throw.,32,49
2:50,2210,Dainan Swoope made Three Point Jumper. Assisted by Luke Eddy.,32,52
2:33,-1,Willie Herring made Three Point Jumper. Assisted by Ryan Emfinger.,35,52
2:19,2210,Dmitri Thompson Turnover.,35,52
2:19,-1,John Burwell Steal.,35,52
2:16,-1,John Burwell made Layup.,37,52
2:06,2210,Luke Eddy Turnover.,37,52
2:05,-1,John Burwell Steal.,37,52
2:03,-1,John Burwell made Layup.,39,52
2:01,2210,Elon  Timeout,39,52
1:52,-1,Foul on John Burwell.,39,52
1:52,2210,Luke Eddy made Free Throw.,39,53
1:52,2210,Luke Eddy made Free Throw.,39,54
1:28,-1,Ryan Emfinger made Jumper.,41,54
1:14,2210,Luke Eddy missed Three Point Jumper.,41,54
1:14,2210,Dmitri Thompson Offensive Rebound.,41,54
1:11,2210,Dmitri Thompson missed Layup.,41,54
1:11,-1,Chris Thomas Defensive Rebound.,41,54
0:48,-1,Tre McLean missed Layup.,41,54
0:48,2210,Dmitri Thompson Defensive Rebound.,41,54
0:32,2210,Brian Dawkins made Layup. Assisted by Tyler Seibring.,41,56
0:04,-1,Chris Thomas missed Three Point Jumper.,41,56
0:04,2210,Brian Dawkins Defensive Rebound.,41,56
0:00,2210,End of 1st half,41,56
19:54,2210,Steven Santa Ana missed Three Point Jumper.,41,56
19:54,-1,Ryan Emfinger Defensive Rebound.,41,56
19:38,-1,Maurice Canady missed Three Point Jumper.,41,56
19:38,-1,Dakota King Offensive Rebound.,41,56
19:34,-1,Dakota King Turnover.,41,56
19:33,2210,Luke Eddy Steal.,41,56
19:29,2210,Luke Eddy Turnover.,41,56
19:27,-1,Chris Thomas Steal.,41,56
19:18,-1,Maurice Canady missed Three Point Jumper.,41,56
19:18,-1,Ryan Emfinger Offensive Rebound.,41,56
19:12,-1,Ryan Emfinger made Three Point Jumper. Assisted by Tre McLean.,44,56
18:54,2210,Tyler Seibring made Jumper.,44,58
18:33,2210,Foul on Tyler Seibring.,44,58
18:33,-1,Chris Thomas made Free Throw.,45,58
18:33,-1,Chris Thomas made Free Throw.,46,58
18:16,2210,Dmitri Thompson missed Three Point Jumper.,46,58
18:16,-1,Chris Thomas Defensive Rebound.,46,58
17:55,-1,Chris Thomas missed Three Point Jumper.,46,58
17:55,2210,Dmitri Thompson Defensive Rebound.,46,58
17:53,-1,Foul on Maurice Canady.,46,58
17:44,2210,Dmitri Thompson Turnover.,46,58
17:43,-1,Tre McLean Steal.,46,58
17:23,-1,Chris Thomas missed Three Point Jumper.,46,58
17:23,2210,Luke Eddy Defensive Rebound.,46,58
17:02,2210,Luke Eddy Turnover.,46,58
17:02,2210,Foul on Luke Eddy.,46,58
16:46,-1,John Burwell missed Jumper.,46,58
16:46,2210,Luke Eddy Defensive Rebound.,46,58
16:37,2210,Brian Dawkins made Layup. Assisted by Sheldon Eberhardt.,46,60
16:19,-1,John Burwell Turnover.,46,60
16:18,2210,Tyler Seibring Steal.,46,60
16:12,2210,Luke Eddy missed Three Point Jumper.,46,60
16:12,-1,Kori Anderson Defensive Rebound.,46,60
16:03,-1,Willie Herring missed Three Point Jumper.,46,60
16:03,-1,John Burwell Offensive Rebound.,46,60
16:00,2210,Foul on Sheldon Eberhardt.,46,60
16:00,-1,John Burwell made Free Throw.,47,60
16:00,-1,John Burwell made Free Throw.,48,60
15:50,2210,Brian Dawkins Turnover.,48,60
15:49,-1,Kori Anderson Steal.,48,60
15:47,-1,John Burwell made Layup.,50,60
15:28,2210,Dainan Swoope missed Three Point Jumper.,50,60
15:28,-1,Willie Herring Defensive Rebound.,50,60
15:16,-1,Willie Herring missed Jumper.,50,60
15:16,2210,Sheldon Eberhardt Block.,50,60
15:15,2210,Steven Santa Ana Defensive Rebound.,50,60
15:02,-1,Foul on Jay Hicks.,50,60
15:02,2210,Official TV Timeout,50,60
15:02,2210,Karolis Kundrotas missed Free Throw.,50,60
15:02,2210,Elon Deadball Team Rebound.,50,60
15:02,2210,Karolis Kundrotas missed Free Throw.,50,60
15:02,2210,Dmitri Thompson Offensive Rebound.,50,60
15:00,2210,Dmitri Thompson missed Layup.,50,60
15:00,2210,Dmitri Thompson Offensive Rebound.,50,60
14:57,-1,Foul on Kori Anderson.,50,60
14:57,2210,Dmitri Thompson made Free Throw.,50,61
14:57,2210,Dmitri Thompson missed Free Throw.,50,61
14:57,-1,William Peace Defensive Rebound.,50,61
14:44,-1,Willie Herring Turnover.,50,61
14:44,-1,Foul on Willie Herring.,50,61
14:32,2210,Dmitri Thompson missed Jumper.,50,61
14:32,-1,Tre McLean Defensive Rebound.,50,61
14:28,2210,Foul on Brian Dawkins.,50,61
14:19,-1,Ryan Emfinger missed Three Point Jumper.,50,61
14:19,2210,Karolis Kundrotas Defensive Rebound.,50,61
14:09,2210,Dainan Swoope made Layup.,50,63
13:46,-1,Tre McLean made Layup.,52,63
13:23,-1,Foul on Ryan Emfinger.,52,63
13:10,-1,Foul on Dakota King.,52,63
13:10,2210,Brian Dawkins made Free Throw.,52,64
13:10,2210,Brian Dawkins missed Free Throw.,52,64
13:10,-1,Ryan Emfinger Defensive Rebound.,52,64
12:49,-1,Chris Thomas Turnover.,52,64
12:48,2210,Dainan Swoope Steal.,52,64
12:44,2210,Dainan Swoope missed Layup.,52,64
12:44,2210,Tyler Seibring Offensive Rebound.,52,64
12:37,2210,Tyler Seibring missed Layup.,52,64
12:37,-1,Maurice Canady Block.,52,64
12:36,-1,Maurice Canady Defensive Rebound.,52,64
12:25,-1,Chris Thomas made Jumper. Assisted by John Burwell.,54,64
12:12,-1,Foul on Maurice Canady.,54,64
12:12,2210,Dainan Swoope made Free Throw.,54,65
12:12,2210,Dainan Swoope made Free Throw.,54,66
11:59,2210,Official TV Timeout,54,66
11:52,-1,Maurice Canady missed Jumper.,54,66
11:52,2210,Steven Santa Ana Defensive Rebound.,54,66
11:50,-1,Foul on Ryan Emfinger.,54,66
11:50,2210,Steven Santa Ana made Free Throw.,54,67
11:50,2210,Steven Santa Ana missed Free Throw.,54,67
11:50,2210,Steven Santa Ana Offensive Rebound.,54,67
11:47,-1,Foul on Chris Thomas.,54,67
11:47,2210,Steven Santa Ana made Free Throw.,54,68
11:47,2210,Steven Santa Ana made Free Throw.,54,69
11:37,-1,Maurice Canady missed Three Point Jumper.,54,69
11:37,-1,William Peace Offensive Rebound.,54,69
11:33,-1,John Burwell Turnover.,54,69
11:31,2210,Steven Santa Ana Steal.,54,69
11:17,2210,Steven Santa Ana missed Three Point Jumper.,54,69
11:17,2210,Luke Eddy Offensive Rebound.,54,69
11:04,2210,Christian Hairston made Jumper.,54,71
11:04,-1,Foul on Kori Anderson.,54,71
11:04,2210,Christian Hairston missed Free Throw.,54,71
11:04,-1,Kori Anderson Defensive Rebound.,54,71
10:58,-1,Tre McLean Turnover.,54,71
10:57,2210,Tyler Seibring Steal.,54,71
10:53,2210,Dainan Swoope made Layup.,54,73
10:33,-1,Ryan Emfinger missed Jumper.,54,73
10:33,-1,Ryan Emfinger Offensive Rebound.,54,73
10:26,-1,Kori Anderson missed Jumper.,54,73
10:26,2210,Luke Eddy Defensive Rebound.,54,73
10:14,2210,Luke Eddy made Jumper.,54,75
10:01,-1,William Peace  Timeout,54,75
10:01,2210,Official TV Timeout,54,75
9:55,-1,Jay Hicks missed Three Point Jumper.,54,75
9:55,2210,Karolis Kundrotas Defensive Rebound.,54,75
9:26,2210,Karolis Kundrotas made Jumper.,54,77
9:15,2210,Foul on Karolis Kundrotas.,54,77
9:10,2210,Foul on Karolis Kundrotas.,54,77
9:03,-1,Maurice Canady Turnover.,54,77
8:50,2210,Karolis Kundrotas Turnover.,54,77
8:49,-1,Willie Herring Steal.,54,77
8:43,-1,Dakota King Turnover.,54,77
8:43,-1,Foul on Dakota King.,54,77
8:31,2210,Brian Dawkins made Jumper. Assisted by Sheldon Eberhardt.,54,79
8:20,2210,Foul on Sheldon Eberhardt.,54,79
8:20,-1,Maurice Canady made Free Throw.,55,79
8:20,-1,Maurice Canady missed Free Throw.,55,79
8:20,2210,Brian Dawkins Defensive Rebound.,55,79
8:14,-1,Foul on Maurice Canady.,55,79
8:14,2210,Luke Eddy missed Free Throw.,55,79
8:14,2210,Elon Deadball Team Rebound.,55,79
8:14,2210,Luke Eddy made Free Throw.,55,80
8:00,-1,Jay Hicks made Jumper.,57,80
7:52,2210,Dmitri Thompson Turnover.,57,80
7:52,2210,Official TV Timeout,57,80
7:44,-1,John Burwell Turnover.,57,80
7:42,2210,Tyler Seibring Steal.,57,80
7:40,2210,Dmitri Thompson made Dunk. Assisted by Luke Eddy.,57,82
7:12,-1,Kori Anderson made Jumper. Assisted by John Burwell.,59,82
6:51,2210,Tyler Seibring missed Jumper.,59,82
6:51,-1,Kori Anderson Defensive Rebound.,59,82
6:44,-1,John Burwell Turnover.,59,82
6:44,-1,Foul on John Burwell.,59,82
6:35,-1,Foul on Camden Ferguson.,59,82
6:35,2210,Dmitri Thompson made Free Throw.,59,83
6:35,2210,Dmitri Thompson made Free Throw.,59,84
6:21,-1,Maurice Canady made Jumper.,61,84
6:12,2210,Tyler Seibring made Three Point Jumper. Assisted by Luke Eddy.,61,87
6:04,-1,Camden Ferguson made Three Point Jumper. Assisted by Tre McLean.,64,87
5:53,2210,Dainan Swoope missed Three Point Jumper.,64,87
5:53,2210,Dmitri Thompson Offensive Rebound.,64,87
5:46,2210,Brian Dawkins made Layup. Assisted by Dmitri Thompson.,64,89
5:45,-1,William Peace  Timeout,64,89
5:34,-1,Dakota King missed Three Point Jumper.,64,89
5:34,-1,Ryan Emfinger Offensive Rebound.,64,89
5:13,-1,Ryan Emfinger made Layup.,66,89
4:42,2210,Brian Dawkins made Layup.,66,91
4:17,-1,Ryan Emfinger missed Jumper.,66,91
4:17,2210,Dmitri Thompson Defensive Rebound.,66,91
4:08,2210,Steven Santa Ana missed Three Point Jumper.,66,91
4:08,-1,Dakota King Defensive Rebound.,66,91
4:00,-1,Dakota King made Layup. Assisted by Ryan Emfinger.,68,91
3:43,2210,Official TV Timeout,68,91
3:26,2210,Christian Hairston made Layup. Assisted by Brian Dawkins.,68,93
3:10,-1,Kori Anderson Turnover.,68,93
2:57,2210,Karolis Kundrotas made Three Point Jumper. Assisted by Collin Luther.,68,96
2:43,-1,Kori Anderson missed Jumper.,68,96
2:43,2210,Karolis Kundrotas Defensive Rebound.,68,96
2:36,2210,Dainan Swoope missed Three Point Jumper.,68,96
2:36,-1,Samuel Arnold Defensive Rebound.,68,96
2:26,-1,Joshua Jones missed Three Point Jumper.,68,96
2:26,-1,Joshua Jones Offensive Rebound.,68,96
1:53,-1,Tre McLean missed Three Point Jumper.,68,96
1:53,2210,Dainan Swoope Defensive Rebound.,68,96
1:37,2210,Dainan Swoope made Jumper.,68,98
1:34,2210,Elon  Timeout,68,98
1:16,2210,Foul on Ryder Bowline.,68,98
1:16,-1,Ben Brower missed Free Throw.,68,98
1:16,-1,William Peace Deadball Team Rebound.,68,98
1:16,-1,Ben Brower missed Free Throw.,68,98
1:16,2210,Patrick Ryan Defensive Rebound.,68,98
1:02,-1,Foul on Mikal Gaylord.,68,98
1:02,2210,Jack Anton missed Free Throw.,68,98
1:02,2210,Elon Deadball Team Rebound.,68,98
1:02,2210,Jack Anton made Free Throw.,68,99
0:37,2210,Foul on Seth Fuller.,68,99
0:37,-1,Mikal Gaylord missed Free Throw.,68,99
0:37,-1,William Peace Deadball Team Rebound.,68,99
0:37,-1,Mikal Gaylord missed Free Throw.,68,99
0:37,2210,Jack George Defensive Rebound.,68,99
0:32,2210,Seth Fuller Turnover.,68,99
0:30,-1,Mikal Gaylord Steal.,68,99
0:28,-1,Mikal Gaylord Turnover.,68,99
0:27,2210,Ryder Bowline Steal.,68,99
0:23,2210,Jack Anton made Layup. Assisted by Ryder Bowline.,68,101
0:14,-1,William Walker missed Jumper.,68,101
0:14,2210,Patrick Ryan Defensive Rebound.,68,101
0:00,2210,End of Game,68,101
