Gardner-Webb,2567,SMU,2241
6:25,2241,Eric Jamison missed Layup.,15,18
6:25,2567,Ben Moore Defensive Rebound.,15,18
6:15,2567,Sterling Brown Turnover.,15,18
5:52,2567,Foul on Ben Moore.,15,18
5:52,2241,Tyrell Nelson made Free Throw.,16,18
5:52,2241,Tyrell Nelson made Free Throw.,17,18
5:46,2241,Foul on DJ Laster.,17,18
5:46,2567,Semi Ojeleye made Free Throw.,17,19
5:46,2567,Semi Ojeleye made Free Throw.,17,20
5:31,2241,Liam O'Reilly missed Three Point Jumper.,17,20
5:30,2241,DJ Laster Offensive Rebound.,17,20
5:29,2241,DJ Laster missed Layup.,17,20
5:28,2567,Semi Ojeleye Block.,17,20
5:27,2241,Tyrell Nelson Offensive Rebound.,17,20
5:26,2241,Tyrell Nelson made Layup.,19,20
5:11,2241,Foul on Tyrell Nelson.,19,20
5:11,2567,Semi Ojeleye made Free Throw.,19,21
5:11,2567,Semi Ojeleye made Free Throw.,19,22
4:58,2241,Tyrell Nelson made Jumper. Assisted by Laquincy Rideau.,21,22
4:38,2567,Sterling Brown missed Jumper.,21,22
4:38,2567,Harry Froling Offensive Rebound.,21,22
4:25,2241,Foul on Laquincy Rideau.,21,22
4:25,2567,Ben Emelogu II made Free Throw.,21,23
4:25,2567,Ben Emelogu II made Free Throw.,21,24
4:08,2241,Tyrell Nelson Turnover.,21,24
4:08,2241,Foul on Tyrell Nelson.,21,24
3:56,2567,Semi Ojeleye Turnover.,21,24
3:56,2567,Official TV Timeout,21,24
3:40,2241,Laquincy Rideau missed Three Point Jumper.,21,24
3:40,2241,Eric Jamison Offensive Rebound.,21,24
3:31,2241,David Efianayi missed Jumper.,21,24
3:31,2567,Harry Froling Defensive Rebound.,21,24
3:20,2567,Shake Milton made Three Point Jumper. Assisted by Sterling Brown.,21,27
3:08,2241,Tyrell Nelson made Layup.,23,27
2:52,2567,Ben Emelogu II missed Three Point Jumper.,23,27
2:52,2241,David Efianayi Defensive Rebound.,23,27
2:22,2241,Laquincy Rideau missed Jumper.,23,27
2:22,2241,Laquincy Rideau Offensive Rebound.,23,27
1:59,2241,Liam O'Reilly made Three Point Jumper. Assisted by Laquincy Rideau.,26,27
1:44,2567,Harry Froling Turnover.,26,27
1:44,2567,Foul on Harry Froling.,26,27
1:22,2241,Eric Jamison made Jumper. Assisted by Tyrell Nelson.,28,27
1:07,2567,Semi Ojeleye missed Layup.,28,27
1:07,2241,David Efianayi Block.,28,27
1:05,2241,Liam O'Reilly Defensive Rebound.,28,27
1:01,2241,Liam O'Reilly Turnover.,28,27
1:00,2567,Ben Emelogu II Steal.,28,27
0:57,2567,Ben Emelogu II missed Three Point Jumper.,28,27
0:57,2241,Gardner-Webb Defensive Rebound.,28,27
0:55,2241,Gardner-Webb  Timeout,28,27
0:39,2241,Eric Jamison Turnover.,28,27
0:20,2567,Tom Wilson missed Three Point Jumper.,28,27
0:20,2241,Eric Jamison Defensive Rebound.,28,27
0:12,2241,Laquincy Rideau Turnover.,28,27
0:01,2567,Shake Milton missed Three Point Jumper.,28,27
0:00,2567,SMU Deadball Team Rebound.,28,27
0:00,2567,End of 1st half,28,27
19:48,2567,Shake Milton made Three Point Jumper. Assisted by Semi Ojeleye.,28,30
19:15,2241,Liam O'Reilly missed Jumper.,28,30
19:15,2241,L'Hassane Niangane Offensive Rebound.,28,30
19:13,2241,L'Hassane Niangane Turnover.,28,30
19:12,2567,Sterling Brown Turnover.,28,30
19:11,2241,L'Hassane Niangane Steal.,28,30
19:01,2241,Tyrell Nelson Turnover.,28,30
18:57,2241,Foul on Jamaal Robateau.,28,30
18:34,2567,Ben Moore missed Layup.,28,30
18:34,2567,Semi Ojeleye Offensive Rebound.,28,30
18:31,2567,Semi Ojeleye missed Two Point Tip Shot.,28,30
18:31,2567,Ben Emelogu II Offensive Rebound.,28,30
18:29,2567,Ben Emelogu II Turnover.,28,30
18:29,2241,Jamaal Robateau Steal.,28,30
18:15,2241,Liam O'Reilly missed Three Point Jumper.,28,30
18:15,2241,L'Hassane Niangane Offensive Rebound.,28,30
18:11,2241,L'Hassane Niangane missed Layup.,28,30
18:11,2567,Sterling Brown Defensive Rebound.,28,30
17:57,2567,Semi Ojeleye made Three Point Jumper. Assisted by Sterling Brown.,28,33
17:27,2241,Liam O'Reilly Turnover.,28,33
17:26,2567,Shake Milton Steal.,28,33
17:07,2567,Shake Milton made Jumper. Assisted by Ben Emelogu II.,28,35
17:06,2241,Gardner-Webb  Timeout,28,35
17:06,2567,Official TV Timeout,28,35
16:53,2241,Jamaal Robateau missed Three Point Jumper.,28,35
16:53,2567,Ben Emelogu II Defensive Rebound.,28,35
16:35,2241,Foul on L'Hassane Niangane.,28,35
16:35,2567,Semi Ojeleye made Free Throw.,28,36
16:35,2567,Semi Ojeleye made Free Throw.,28,37
16:16,2241,Jamaal Robateau missed Layup.,28,37
16:16,2567,Ben Moore Block.,28,37
16:16,2241,Gardner-Webb Offensive Rebound.,28,37
16:13,2241,Liam O'Reilly missed Three Point Jumper.,28,37
16:13,2567,Semi Ojeleye Defensive Rebound.,28,37
15:51,2567,Ben Moore missed Jumper.,28,37
15:51,2567,Semi Ojeleye Offensive Rebound.,28,37
15:35,2567,Ben Moore Turnover.,28,37
15:34,2241,Patrick Zeck Steal.,28,37
15:30,2241,Laquincy Rideau made Three Point Jumper.,31,37
15:12,2241,Foul on Laquincy Rideau.,31,37
15:12,2567,Official TV Timeout,31,37
15:12,2567,Foul on Sterling Brown.,31,37
15:12,2241,Foul on Laquincy Rideau.,31,37
15:12,2567,Technical Foul on Sterling Brown.,31,37
15:12,2241,Technical Foul on Laquincy Rideau.,31,37
14:51,2567,Sterling Brown made Jumper.,31,39
14:31,2241,Jamaal Robateau missed Three Point Jumper.,31,39
14:31,2567,Semi Ojeleye Defensive Rebound.,31,39
14:03,2567,Semi Ojeleye missed Jumper.,31,39
14:03,2567,Sterling Brown Offensive Rebound.,31,39
13:59,2567,Sterling Brown missed Three Point Jumper.,31,39
13:59,2567,Jarrey Foster Offensive Rebound.,31,39
13:57,2567,Jarrey Foster made Layup.,31,41
13:35,2241,Jamaal Robateau Turnover.,31,41
13:34,2567,Shake Milton Steal.,31,41
13:18,2241,Foul on Patrick Zeck.,31,41
13:18,2567,Jarrey Foster made Free Throw.,31,42
13:18,2567,Jarrey Foster made Free Throw.,31,43
13:05,2241,Laquincy Rideau made Layup.,33,43
12:44,2567,Semi Ojeleye made Jumper. Assisted by Shake Milton.,33,45
12:16,2241,DJ Laster missed Layup.,33,45
12:16,2567,Harry Froling Block.,33,45
12:15,2567,Sterling Brown Defensive Rebound.,33,45
12:01,2567,Semi Ojeleye made Jumper. Assisted by Sterling Brown.,33,47
11:58,2241,Gardner-Webb  Timeout,33,47
11:58,2567,Official TV Timeout,33,47
11:48,2241,David Efianayi Turnover.,33,47
11:33,2567,Sterling Brown missed Jumper.,33,47
11:33,2241,L'Hassane Niangane Defensive Rebound.,33,47
11:28,2241,David Efianayi made Layup. Assisted by Laquincy Rideau.,35,47
11:09,2567,Sterling Brown Turnover.,35,47
11:08,2241,Laquincy Rideau Steal.,35,47
11:05,2567,Foul on Sterling Brown.,35,47
11:05,2241,Laquincy Rideau missed Free Throw.,35,47
11:05,2241,Gardner-Webb Deadball Team Rebound.,35,47
11:05,2241,Laquincy Rideau made Free Throw.,36,47
10:36,2567,Sterling Brown made Jumper.,36,49
10:20,2241,Christian Turner Turnover.,36,49
9:57,2567,Ben Moore made Layup. Assisted by Sterling Brown.,36,51
9:39,2241,David Efianayi made Three Point Jumper. Assisted by Liam O'Reilly.,39,51
9:14,2567,Jarrey Foster missed Layup.,39,51
9:14,2567,Semi Ojeleye Offensive Rebound.,39,51
9:12,2567,Semi Ojeleye missed Dunk.,39,51
9:12,2567,Sterling Brown Offensive Rebound.,39,51
9:05,2567,Jarrey Foster made Three Point Jumper.,39,54
8:40,2567,Foul on Semi Ojeleye.,39,54
8:40,2241,L'Hassane Niangane made Free Throw.,40,54
8:40,2241,L'Hassane Niangane missed Free Throw.,40,54
8:40,2241,Jamaal Robateau Offensive Rebound.,40,54
8:29,2241,L'Hassane Niangane Turnover.,40,54
8:28,2567,Ben Emelogu II Steal.,40,54
8:20,2567,Semi Ojeleye made Jumper. Assisted by Sterling Brown.,40,56
7:57,2567,Foul on Semi Ojeleye.,40,56
7:57,2567,Official TV Timeout,40,56
7:42,2241,Tyrell Nelson missed Three Point Jumper.,40,56
7:42,2567,Ben Emelogu II Defensive Rebound.,40,56
7:24,2241,Foul on L'Hassane Niangane.,40,56
7:24,2567,Ben Moore made Free Throw.,40,57
7:24,2567,Ben Moore made Free Throw.,40,58
7:03,2241,Jamaal Robateau missed Three Point Jumper.,40,58
7:03,2567,Sterling Brown Defensive Rebound.,40,58
6:42,2567,Semi Ojeleye made Three Point Jumper. Assisted by Sterling Brown.,40,61
6:18,2567,Foul on Sterling Brown.,40,61
6:10,2241,Jamaal Robateau Turnover.,40,61
5:49,2567,Semi Ojeleye Turnover.,40,61
5:48,2241,Laquincy Rideau Steal.,40,61
5:45,2241,David Efianayi missed Layup.,40,61
5:45,2241,Patrick Zeck Offensive Rebound.,40,61
5:23,2241,David Efianayi missed Jumper.,40,61
5:23,2567,Semi Ojeleye Defensive Rebound.,40,61
4:58,2567,Ben Moore made Jumper. Assisted by Shake Milton.,40,63
4:47,2241,Liam O'Reilly missed Three Point Jumper.,40,63
4:47,2567,Semi Ojeleye Defensive Rebound.,40,63
4:24,2567,Semi Ojeleye Turnover.,40,63
4:24,2567,Foul on Semi Ojeleye.,40,63
4:07,2567,Foul on Jarrey Foster.,40,63
4:07,2241,David Efianayi made Free Throw.,41,63
4:07,2241,David Efianayi missed Free Throw.,41,63
4:07,2567,Ben Moore Defensive Rebound.,41,63
4:00,2241,Foul on Tyrell Nelson.,41,63
4:00,2567,Ben Moore missed Free Throw.,41,63
4:00,2241,Liam O'Reilly Defensive Rebound.,41,63
3:50,2241,Eric Jamison missed Three Point Jumper.,41,63
3:50,2567,Shake Milton Defensive Rebound.,41,63
3:34,2567,Semi Ojeleye made Dunk. Assisted by Jarrey Foster.,41,65
3:24,2567,Official TV Timeout,41,65
3:15,2567,Foul on Semi Ojeleye.,41,65
3:15,2241,Tyrell Nelson missed Free Throw.,41,65
3:15,2567,Ben Moore Defensive Rebound.,41,65
2:54,2567,Shake Milton missed Three Point Jumper.,41,65
2:54,2567,Semi Ojeleye Offensive Rebound.,41,65
2:52,2567,Semi Ojeleye made Layup.,41,67
2:42,2241,Laquincy Rideau missed Jumper.,41,67
2:42,2567,Semi Ojeleye Defensive Rebound.,41,67
2:30,2567,Jarrey Foster missed Three Point Jumper.,41,67
2:30,2567,Ben Emelogu II Offensive Rebound.,41,67
2:27,2567,Ben Emelogu II made Layup.,41,69
2:27,2567,SMU  Timeout,41,69
2:17,2241,Laquincy Rideau Turnover.,41,69
2:16,2567,Jarrey Foster Steal.,41,69
2:00,2567,Sterling Brown Turnover.,41,69
1:59,2241,Liam O'Reilly Steal.,41,69
1:57,2241,Liam O'Reilly Turnover.,41,69
1:56,2567,Jarrey Foster Steal.,41,69
1:54,2567,Jarrey Foster made Dunk. Assisted by Sterling Brown.,41,71
1:35,2241,Laquincy Rideau made Three Point Jumper. Assisted by Eric Jamison.,44,71
1:23,2567,SMU  Timeout,44,71
1:16,2241,Foul on Laquincy Rideau.,44,71
1:16,2567,Sterling Brown missed Free Throw.,44,71
1:16,2241,Patrick Zeck Defensive Rebound.,44,71
1:07,2241,DJ Laster missed Three Point Jumper.,44,71
1:07,2567,Tom Wilson Defensive Rebound.,44,71
0:46,2567,Sterling Brown missed Jumper.,44,71
0:46,2567,Harry Froling Offensive Rebound.,44,71
0:43,2567,Harry Froling missed Layup.,44,71
0:43,2567,Sterling Brown Offensive Rebound.,44,71
0:38,2241,Foul on Christian Turner.,44,71
0:38,2567,Tom Wilson missed Free Throw.,44,71
0:38,2567,SMU Deadball Team Rebound.,44,71
0:38,2567,Tom Wilson made Free Throw.,44,72
0:30,2241,Liam O'Reilly Turnover.,44,72
0:29,2567,Tom Wilson Steal.,44,72
0:26,2567,Tom Wilson Turnover.,44,72
0:25,2241,Liam O'Reilly Steal.,44,72
0:20,2241,Eric Jamison missed Three Point Jumper.,44,72
0:20,2567,Harry Froling Defensive Rebound.,44,72
0:00,2567,End of Game,44,72
