Savannah State,66,Iowa State,2542
14:51,2542,Dexter McClanahan Defensive Rebound.,14,15
14:47,66,Foul on Nazareth Mitrou-Long.,14,15
14:39,2542,Robert Kelly Jr. Turnover.,14,15
14:29,66,Monte Morris made Layup. Assisted by Nazareth Mitrou-Long.,14,17
14:13,2542,Robert Kelly Jr. missed Three Point Jumper.,14,17
14:13,66,Merrill Holden Defensive Rebound.,14,17
14:11,2542,Foul on Maricus Glenn.,14,17
14:00,66,Nazareth Mitrou-Long made Layup.,14,19
13:52,2542,Dexter McClanahan missed Three Point Jumper.,14,19
13:52,66,Darrell Bowie Defensive Rebound.,14,19
13:40,66,Nazareth Mitrou-Long Turnover.,14,19
13:24,2542,Casey Wells missed Three Point Jumper.,14,19
13:24,66,Nazareth Mitrou-Long Defensive Rebound.,14,19
13:13,66,Nazareth Mitrou-Long Turnover.,14,19
13:00,2542,Austin Dasent missed Jumper.,14,19
13:00,66,Darrell Bowie Defensive Rebound.,14,19
12:50,66,Donovan Jackson missed Jumper.,14,19
12:50,2542,Savannah St Defensive Rebound.,14,19
12:44,2542,Austin Dasent Turnover.,14,19
12:34,66,Darrell Bowie missed Layup.,14,19
12:34,2542,Savannah St Defensive Rebound.,14,19
12:27,2542,Troyce Manassa missed Jumper.,14,19
12:27,66,Darrell Bowie Defensive Rebound.,14,19
12:15,66,Nick Weiler-Babb made Layup. Assisted by Matt Thomas.,14,21
12:07,2542,Isaiah Felder missed Three Point Jumper.,14,21
12:07,66,Nick Weiler-Babb Defensive Rebound.,14,21
12:03,2542,Foul on Robert Kelly Jr..,14,21
11:45,66,Matt Thomas missed Three Point Jumper.,14,21
11:45,2542,Isaiah Felder Defensive Rebound.,14,21
11:38,2542,Austin Dasent missed Three Point Jumper.,14,21
11:38,66,Matt Thomas Defensive Rebound.,14,21
11:28,66,Darrell Bowie Turnover.,14,21
11:27,2542,Jahir Cabeza Steal.,14,21
11:21,2542,Troyce Manassa missed Three Point Jumper.,14,21
11:21,66,Matt Thomas Defensive Rebound.,14,21
11:11,2542,Foul on Troyce Manassa.,14,21
11:10,66,Official TV Timeout,14,21
11:10,66,Solomon Young missed Free Throw.,14,21
11:10,66,Iowa State Deadball Team Rebound.,14,21
11:10,66,Solomon Young missed Free Throw.,14,21
11:10,2542,Troyce Manassa Defensive Rebound.,14,21
10:58,2542,Jordan Gaines made Layup. Assisted by Troyce Manassa.,16,21
10:41,66,Matt Thomas missed Jumper.,16,21
10:41,66,Nick Weiler-Babb Offensive Rebound.,16,21
10:33,66,Matt Thomas made Layup. Assisted by Deonte Burton.,16,23
10:13,2542,Isaiah Felder missed Three Point Jumper.,16,23
10:13,66,Deonte Burton Defensive Rebound.,16,23
10:05,66,Donovan Jackson made Layup. Assisted by Deonte Burton.,16,25
10:05,2542,Foul on Jahir Cabeza.,16,25
10:05,66,Donovan Jackson missed Free Throw.,16,25
10:05,2542,Jordan Gaines Defensive Rebound.,16,25
9:59,2542,Jordan Gaines made Three Point Jumper. Assisted by Joshua Floyd.,19,25
9:41,2542,Foul on Troyce Manassa.,19,25
9:41,66,Deonte Burton missed Free Throw.,19,25
9:41,66,Iowa State Deadball Team Rebound.,19,25
9:41,66,Deonte Burton made Free Throw.,19,26
9:23,2542,Joshua Floyd Turnover.,19,26
9:15,66,Nazareth Mitrou-Long missed Layup.,19,26
9:15,2542,Dexter McClanahan Defensive Rebound.,19,26
9:10,66,Foul on Deonte Burton.,19,26
9:10,2542,Kamil Williams missed Free Throw.,19,26
9:10,2542,Savannah St Deadball Team Rebound.,19,26
9:10,2542,Kamil Williams made Free Throw.,20,26
8:53,66,Monte Morris made Three Point Jumper.,20,29
8:36,2542,Kamil Williams missed Three Point Jumper.,20,29
8:36,2542,Maricus Glenn Offensive Rebound.,20,29
8:29,66,Foul on Solomon Young.,20,29
8:29,2542,Dexter McClanahan missed Free Throw.,20,29
8:29,2542,Savannah St Deadball Team Rebound.,20,29
8:29,2542,Dexter McClanahan missed Free Throw.,20,29
8:29,66,Deonte Burton Defensive Rebound.,20,29
8:20,66,Nazareth Mitrou-Long missed Three Point Jumper.,20,29
8:20,66,Merrill Holden Offensive Rebound.,20,29
8:18,66,Matt Thomas made Three Point Jumper.,20,32
8:02,2542,Jordan Gaines missed Three Point Jumper.,20,32
8:02,66,Nazareth Mitrou-Long Defensive Rebound.,20,32
7:55,66,Merrill Holden made Layup. Assisted by Monte Morris.,20,34
7:21,2542,Kamil Williams missed Jumper.,20,34
7:21,66,Deonte Burton Defensive Rebound.,20,34
7:16,66,Nazareth Mitrou-Long made Layup. Assisted by Monte Morris.,20,36
6:57,2542,Jordan Gaines Turnover.,20,36
6:56,66,Nazareth Mitrou-Long Steal.,20,36
6:40,66,Matt Thomas made Jumper. Assisted by Nazareth Mitrou-Long.,20,38
6:29,2542,Dexter McClanahan made Jumper.,22,38
6:29,66,Foul on Matt Thomas.,22,38
6:27,66,Official TV Timeout,22,38
6:27,2542,Dexter McClanahan missed Free Throw.,22,38
6:27,66,Deonte Burton Defensive Rebound.,22,38
6:21,66,Matt Thomas Turnover.,22,38
6:20,2542,Austin Dasent Steal.,22,38
6:03,2542,Casey Wells missed Three Point Jumper.,22,38
6:03,66,Matt Thomas Defensive Rebound.,22,38
5:51,66,Merrill Holden Turnover.,22,38
5:42,2542,Austin Dasent Turnover.,22,38
5:31,66,Nazareth Mitrou-Long made Three Point Jumper. Assisted by Monte Morris.,22,41
5:17,2542,Casey Wells missed Three Point Jumper.,22,41
5:17,66,Deonte Burton Defensive Rebound.,22,41
5:10,2542,Foul on Zach Sellers.,22,41
5:10,66,Merrill Holden made Free Throw.,22,42
5:10,66,Merrill Holden missed Free Throw.,22,42
5:10,2542,Jordan Gaines Defensive Rebound.,22,42
4:55,2542,Jahir Cabeza Turnover.,22,42
4:55,66,Nazareth Mitrou-Long Steal.,22,42
4:52,66,Monte Morris made Layup. Assisted by Nazareth Mitrou-Long.,22,44
4:41,2542,Austin Dasent missed Jumper.,22,44
4:41,66,Darrell Bowie Defensive Rebound.,22,44
4:37,66,Monte Morris missed Three Point Jumper.,22,44
4:37,66,Merrill Holden Offensive Rebound.,22,44
4:36,66,Merrill Holden made Layup.,22,46
4:36,2542,Foul on Zach Sellers.,22,46
4:36,66,Merrill Holden missed Free Throw.,22,46
4:36,2542,Zach Sellers Defensive Rebound.,22,46
4:20,2542,Casey Wells made Three Point Jumper. Assisted by Zach Sellers.,25,46
3:55,66,Darrell Bowie missed Jumper.,25,46
3:55,2542,Austin Dasent Defensive Rebound.,25,46
3:52,66,Foul on Nazareth Mitrou-Long.,25,46
3:51,66,Official TV Timeout,25,46
3:43,2542,Jordan Gaines made Layup. Assisted by Jahir Cabeza.,27,46
3:43,66,Foul on Nick Weiler-Babb.,27,46
3:43,2542,Jordan Gaines made Free Throw.,28,46
3:35,66,Monte Morris made Layup. Assisted by Nick Weiler-Babb.,28,48
3:12,2542,Austin Dasent Turnover.,28,48
3:11,66,Nick Weiler-Babb Steal.,28,48
3:08,66,Nick Weiler-Babb made Dunk. Assisted by Monte Morris.,28,50
2:57,2542,Isaiah Felder Turnover.,28,50
2:57,66,Monte Morris Steal.,28,50
2:57,2542,Foul on Austin Dasent.,28,50
2:57,66,Monte Morris missed Free Throw.,28,50
2:57,66,Iowa State Deadball Team Rebound.,28,50
2:57,66,Monte Morris made Free Throw.,28,51
2:40,2542,Joshua Floyd made Jumper. Assisted by Jordan Gaines.,30,51
2:21,2542,Foul on Jordan Gaines.,30,51
2:21,66,Darrell Bowie made Free Throw.,30,52
2:21,66,Darrell Bowie made Free Throw.,30,53
2:12,2542,Casey Wells missed Three Point Jumper.,30,53
2:12,66,Darrell Bowie Defensive Rebound.,30,53
2:05,66,Donovan Jackson Turnover.,30,53
2:04,2542,Jordan Gaines Steal.,30,53
2:01,2542,Casey Wells missed Three Point Jumper.,30,53
2:01,66,Darrell Bowie Defensive Rebound.,30,53
1:52,66,Donovan Jackson missed Three Point Jumper.,30,53
1:52,2542,Maricus Glenn Defensive Rebound.,30,53
1:43,2542,Casey Wells missed Three Point Jumper.,30,53
1:43,2542,Jordan Gaines Offensive Rebound.,30,53
1:39,2542,Jordan Gaines missed Jumper.,30,53
1:39,66,Donovan Jackson Defensive Rebound.,30,53
1:23,66,Foul on Darrell Bowie.,30,53
1:23,66,Darrell Bowie Turnover.,30,53
1:15,2542,Dexter McClanahan made Layup. Assisted by Joshua Floyd.,32,53
0:56,66,Deonte Burton made Jumper.,32,55
0:40,2542,Joshua Floyd made Three Point Jumper. Assisted by Dexter McClanahan.,35,55
0:29,66,Matt Thomas missed Jumper.,35,55
0:29,66,Nick Weiler-Babb Offensive Rebound.,35,55
0:26,66,Nick Weiler-Babb made Dunk.,35,57
0:11,2542,Dexter McClanahan made Three Point Jumper. Assisted by Kamil Williams.,38,57
0:00,66,Deonte Burton made Layup.,38,59
0:00,66,End of 1st half,38,59
19:53,2542,Jahir Cabeza made Dunk.,40,59
19:41,66,Deonte Burton Turnover.,40,59
19:40,2542,Robert Kelly Jr. Steal.,40,59
19:36,66,Foul on Monte Morris.,40,59
19:36,2542,Joshua Floyd made Free Throw.,41,59
19:36,2542,Joshua Floyd made Free Throw.,42,59
19:25,66,Foul on Merrill Holden.,42,59
19:25,66,Merrill Holden Turnover.,42,59
19:03,2542,Troyce Manassa missed Jumper.,42,59
19:03,66,Nazareth Mitrou-Long Defensive Rebound.,42,59
18:56,66,Nazareth Mitrou-Long made Layup.,42,61
18:45,2542,Joshua Floyd Turnover.,42,61
18:45,66,Deonte Burton Steal.,42,61
18:32,66,Monte Morris made Layup.,42,63
18:25,2542,Troyce Manassa missed Three Point Jumper.,42,63
18:25,66,Nazareth Mitrou-Long Defensive Rebound.,42,63
18:13,66,Merrill Holden missed Jumper.,42,63
18:13,2542,Troyce Manassa Defensive Rebound.,42,63
18:06,2542,Robert Kelly Jr. missed Jumper.,42,63
18:06,66,Merrill Holden Defensive Rebound.,42,63
18:02,66,Nazareth Mitrou-Long made Layup. Assisted by Monte Morris.,42,65
17:53,2542,Austin Dasent missed Three Point Jumper.,42,65
17:53,66,Deonte Burton Defensive Rebound.,42,65
17:44,66,Matt Thomas made Three Point Jumper. Assisted by Monte Morris.,42,68
17:33,2542,Joshua Floyd missed Three Point Jumper.,42,68
17:33,66,Deonte Burton Defensive Rebound.,42,68
17:28,66,Deonte Burton Turnover.,42,68
17:26,2542,Joshua Floyd Steal.,42,68
17:22,2542,Jahir Cabeza made Three Point Jumper.,45,68
17:20,2542,Savannah St  Timeout,45,68
17:20,66,Official TV Timeout,45,68
17:09,2542,Foul on Jahir Cabeza.,45,68
17:02,2542,Foul on Zach Sellers.,45,68
17:00,66,Merrill Holden made Dunk. Assisted by Monte Morris.,45,70
16:45,2542,Jordan Gaines missed Layup.,45,70
16:45,66,Deonte Burton Block.,45,70
16:45,66,Monte Morris Defensive Rebound.,45,70
16:39,66,Nazareth Mitrou-Long missed Three Point Jumper.,45,70
16:39,2542,Dexter McClanahan Defensive Rebound.,45,70
16:30,2542,Zach Sellers made Three Point Jumper. Assisted by Casey Wells.,48,70
16:16,66,Deonte Burton missed Three Point Jumper.,48,70
16:16,2542,Jordan Gaines Defensive Rebound.,48,70
16:00,2542,Dexter McClanahan Turnover.,48,70
15:59,66,Deonte Burton Steal.,48,70
15:54,66,Matt Thomas missed Three Point Jumper.,48,70
15:54,66,Nazareth Mitrou-Long Offensive Rebound.,48,70
15:46,66,Official TV Timeout,48,70
15:40,66,Deonte Burton made Jumper.,48,72
15:25,2542,Zach Sellers Turnover.,48,72
15:18,66,Deonte Burton Turnover.,48,72
15:17,2542,Dexter McClanahan Steal.,48,72
15:15,2542,Dexter McClanahan Turnover.,48,72
15:00,66,Merrill Holden made Dunk. Assisted by Monte Morris.,48,74
14:54,2542,Robert Kelly Jr. made Three Point Jumper. Assisted by Casey Wells.,51,74
14:39,66,Nick Weiler-Babb missed Jumper.,51,74
14:39,66,Darrell Bowie Offensive Rebound.,51,74
14:37,66,Darrell Bowie missed Jumper.,51,74
14:37,2542,Robert Kelly Jr. Defensive Rebound.,51,74
14:20,2542,Zach Sellers made Jumper.,53,74
14:07,66,Monte Morris made Layup.,53,76
13:53,2542,Zach Sellers Turnover.,53,76
13:37,66,Darrell Bowie Turnover.,53,76
13:18,2542,Jordan Gaines Turnover.,53,76
13:16,66,Darrell Bowie Steal.,53,76
13:07,66,Nazareth Mitrou-Long missed Three Point Jumper.,53,76
13:07,2542,Robert Kelly Jr. Defensive Rebound.,53,76
12:59,2542,Robert Kelly Jr. made Three Point Jumper. Assisted by Casey Wells.,56,76
12:42,66,Solomon Young made Layup.,56,78
12:41,2542,Foul on Jordan Gaines.,56,78
12:41,66,Iowa State  Timeout,56,78
12:41,66,Solomon Young missed Free Throw.,56,78
12:41,2542,Robert Kelly Jr. Defensive Rebound.,56,78
12:20,2542,Casey Wells missed Three Point Jumper.,56,78
12:20,66,Darrell Bowie Defensive Rebound.,56,78
12:10,66,Darrell Bowie Turnover.,56,78
12:09,2542,Isaiah Felder Steal.,56,78
12:07,2542,Isaiah Felder Turnover.,56,78
12:07,66,Nick Weiler-Babb Steal.,56,78
12:01,66,Solomon Young made Layup. Assisted by Donovan Jackson.,56,80
11:43,2542,Joshua Floyd missed Jumper.,56,80
11:43,66,Darrell Bowie Defensive Rebound.,56,80
11:35,66,Darrell Bowie missed Layup.,56,80
11:35,66,Solomon Young Offensive Rebound.,56,80
11:32,66,Solomon Young made Two Point Tip Shot.,56,82
11:24,2542,Robert Kelly Jr. missed Three Point Jumper.,56,82
11:24,66,Nick Weiler-Babb Defensive Rebound.,56,82
11:15,66,Darrell Bowie made Dunk. Assisted by Nazareth Mitrou-Long.,56,84
10:58,2542,Robert Kelly Jr. missed Three Point Jumper.,56,84
10:58,66,Nazareth Mitrou-Long Defensive Rebound.,56,84
10:51,66,Solomon Young made Layup. Assisted by Nazareth Mitrou-Long.,56,86
10:51,2542,Foul on Joshua Floyd.,56,86
10:50,66,Official TV Timeout,56,86
10:50,66,Solomon Young made Free Throw.,56,87
10:46,2542,Isaiah Felder missed Three Point Jumper.,56,87
10:46,66,Solomon Young Block.,56,87
10:45,2542,Jordan Gaines Offensive Rebound.,56,87
10:41,2542,Jahir Cabeza missed Three Point Jumper.,56,87
10:41,66,Solomon Young Defensive Rebound.,56,87
10:24,66,Solomon Young made Layup. Assisted by Matt Thomas.,56,89
10:19,66,Foul on Solomon Young.,56,89
10:06,2542,Maricus Glenn made Jumper.,58,89
9:44,66,Matt Thomas missed Three Point Jumper.,58,89
9:44,2542,Kamil Williams Defensive Rebound.,58,89
9:36,2542,Austin Dasent made Layup.,60,89
9:22,66,Matt Thomas missed Three Point Jumper.,60,89
9:22,66,Nick Weiler-Babb Offensive Rebound.,60,89
9:15,66,Matt Thomas made Layup. Assisted by Nick Weiler-Babb.,60,91
9:05,2542,Kamil Williams missed Three Point Jumper.,60,91
9:05,66,Monte Morris Defensive Rebound.,60,91
8:52,66,Monte Morris missed Layup.,60,91
8:52,2542,Kamil Williams Defensive Rebound.,60,91
8:43,2542,Jahir Cabeza missed Three Point Jumper.,60,91
8:43,66,Nick Weiler-Babb Defensive Rebound.,60,91
8:35,2542,Foul on Isaiah Felder.,60,91
8:35,66,Matt Thomas made Free Throw.,60,92
8:35,66,Matt Thomas made Free Throw.,60,93
8:16,2542,Kamil Williams Turnover.,60,93
8:15,66,Monte Morris Steal.,60,93
8:12,66,Monte Morris made Layup.,60,95
8:04,2542,Kamil Williams missed Three Point Jumper.,60,95
8:04,2542,Troyce Manassa Offensive Rebound.,60,95
7:59,2542,Jahir Cabeza missed Jumper.,60,95
7:59,66,Nazareth Mitrou-Long Defensive Rebound.,60,95
7:36,66,Nazareth Mitrou-Long made Layup.,60,97
7:24,2542,Troyce Manassa missed Jumper.,60,97
7:24,66,Merrill Holden Block.,60,97
7:23,2542,Jahir Cabeza Offensive Rebound.,60,97
7:19,2542,Kamil Williams Turnover.,60,97
7:18,66,Matt Thomas Steal.,60,97
7:15,2542,Foul on Jahir Cabeza.,60,97
7:15,66,Official TV Timeout,60,97
7:08,66,Deonte Burton Turnover.,60,97
6:50,2542,Zach Sellers Turnover.,60,97
6:40,66,Donovan Jackson missed Jumper.,60,97
6:40,66,Matt Thomas Offensive Rebound.,60,97
6:33,66,Jakolby Long missed Three Point Jumper.,60,97
6:33,2542,Troyce Manassa Defensive Rebound.,60,97
6:14,2542,Jahir Cabeza made Three Point Jumper. Assisted by Robert Kelly Jr..,63,97
6:01,66,Jakolby Long Turnover.,63,97
6:01,2542,Troyce Manassa Steal.,63,97
5:57,2542,Joshua Floyd made Three Point Jumper. Assisted by Troyce Manassa.,66,97
5:56,2542,Savannah St  Timeout,66,97
5:29,66,Iowa State  Timeout,66,97
5:27,66,Donovan Jackson missed Three Point Jumper.,66,97
5:27,66,Simeon Carter Offensive Rebound.,66,97
5:25,2542,Foul on Robert Kelly Jr..,66,97
5:25,66,Simeon Carter missed Free Throw.,66,97
5:25,66,Iowa State Deadball Team Rebound.,66,97
5:25,66,Simeon Carter made Free Throw.,66,98
5:15,2542,Robert Kelly Jr. missed Three Point Jumper.,66,98
5:15,66,Jakolby Long Defensive Rebound.,66,98
5:04,66,Simeon Carter made Layup. Assisted by Jakolby Long.,66,100
5:04,2542,Foul on Jordan Gaines.,66,100
5:04,66,Simeon Carter made Free Throw.,66,101
4:46,2542,Robert Kelly Jr. made Layup. Assisted by Joshua Floyd.,68,101
4:30,66,Darrell Bowie missed Layup.,68,101
4:30,2542,Dexter McClanahan Defensive Rebound.,68,101
4:29,66,Foul on Jakolby Long.,68,101
4:24,2542,Troyce Manassa Turnover.,68,101
4:01,66,Nick Weiler-Babb missed Three Point Jumper.,68,101
4:01,2542,Dexter McClanahan Defensive Rebound.,68,101
3:39,2542,Joshua Floyd missed Jumper.,68,101
3:39,66,Jakolby Long Defensive Rebound.,68,101
3:27,66,Jakolby Long missed Jumper.,68,101
3:27,66,Darrell Bowie Offensive Rebound.,68,101
3:25,66,Darrell Bowie made Jumper.,68,103
3:13,2542,Jahir Cabeza missed Three Point Jumper.,68,103
3:13,66,Simeon Carter Defensive Rebound.,68,103
3:03,66,Simeon Carter made Dunk. Assisted by Darrell Bowie.,68,105
2:43,2542,Troyce Manassa missed Three Point Jumper.,68,105
2:43,2542,Joshua Floyd Offensive Rebound.,68,105
2:40,66,Foul on Darrell Bowie.,68,105
2:40,66,Official TV Timeout,68,105
2:37,2542,Austin Dasent Turnover.,68,105
2:18,66,Jakolby Long missed Layup.,68,105
2:18,2542,Savannah St Defensive Rebound.,68,105
2:11,2542,Robert Kelly Jr. missed Three Point Jumper.,68,105
2:11,66,Nick Weiler-Babb Defensive Rebound.,68,105
1:55,66,Jakolby Long made Three Point Jumper. Assisted by Stuart Nezlek.,68,108
1:45,2542,Jahir Cabeza missed Three Point Jumper.,68,108
1:45,66,Solomon Young Defensive Rebound.,68,108
1:30,66,Solomon Young missed Jumper.,68,108
1:30,66,Iowa State Offensive Rebound.,68,108
1:24,66,Jakolby Long made Three Point Jumper. Assisted by Nick Weiler-Babb.,68,111
1:06,66,Foul on Solomon Young.,68,111
1:06,2542,Jahir Cabeza missed Free Throw.,68,111
1:06,2542,Savannah St Deadball Team Rebound.,68,111
1:06,2542,Jahir Cabeza missed Free Throw.,68,111
1:06,66,Solomon Young Defensive Rebound.,68,111
0:56,66,Solomon Young Turnover.,68,111
0:56,2542,Jahir Cabeza Steal.,68,111
0:50,2542,Casey Wells missed Three Point Jumper.,68,111
0:50,66,Solomon Young Defensive Rebound.,68,111
0:43,66,Solomon Young Turnover.,68,111
0:43,2542,Jahir Cabeza Steal.,68,111
0:43,66,Foul on Solomon Young.,68,111
0:43,2542,Jahir Cabeza made Free Throw.,69,111
0:43,2542,Jahir Cabeza made Free Throw.,70,111
0:32,66,Stuart Nezlek made Layup. Assisted by Nick Weiler-Babb.,70,113
0:28,2542,Casey Wells missed Three Point Jumper.,70,113
0:27,66,Wes Greder Block.,70,113
0:26,2542,Jahir Cabeza Offensive Rebound.,70,113
0:20,2542,Robert Kelly Jr. missed Jumper.,70,113
0:20,2542,Robert Kelly Jr. Offensive Rebound.,70,113
0:19,2542,Robert Kelly Jr. made Free Throw.,71,113
0:19,2542,Robert Kelly Jr. missed Free Throw.,70,113
0:19,66,Foul on Solomon Young.,70,113
0:19,2542,Robert Kelly Jr. Offensive Rebound.,70,113
0:15,2542,Robert Kelly Jr. missed Jumper.,71,113
0:07,66,Stuart Nezlek Defensive Rebound.,71,113
0:00,66,End of Game,71,113
